"","Date","st_occation","end_occation","Todd_WL","Indian_WL","Month","Year","Jdate"
"567",2017-07-25,12,13,0.226,0.157,"07","17",17372
"568",2017-07-26,12,13,0.222,0.153,"07","17",17373
"569",2017-07-27,12,13,0.222,0.153,"07","17",17374
"570",2017-07-28,12,13,0.222,0.154,"07","17",17375
"571",2017-07-29,12,13,0.221,0.153,"07","17",17376
"572",2017-07-30,12,13,0.214,0.15,"07","17",17377
"573",2017-07-31,12,13,0.212,0.147,"07","17",17378
"574",2017-08-01,12,13,0.212,0.147,"08","17",17379
"575",2017-08-02,12,13,0.215,0.149,"08","17",17380
"576",2017-08-03,12,13,0.213,0.148,"08","17",17381
"577",2017-08-04,12,13,0.212,0.148,"08","17",17382
"578",2017-08-05,12,13,0.209,0.147,"08","17",17383
"579",2017-08-06,12,13,0.204,0.145,"08","17",17384
"580",2017-08-07,12,13,0.264,0.165,"08","17",17385
"581",2017-08-08,12,13,0.239,0.158,"08","17",17386
"582",2017-08-09,12,13,0.228,0.155,"08","17",17387
"583",2017-08-10,12,13,0.226,0.155,"08","17",17388
"584",2017-08-11,12,13,0.262,0.175,"08","17",17389
"585",2017-08-12,12,13,0.291,0.171,"08","17",17390
"586",2017-08-13,12,13,0.239,0.158,"08","17",17391
"587",2017-08-14,12,13,0.233,0.156,"08","17",17392
"588",2017-08-15,12,13,0.231,0.158,"08","17",17393
"589",2017-08-16,12,13,0.225,0.154,"08","17",17394
"590",2017-08-17,12,13,0.222,0.154,"08","17",17395
"591",2017-08-18,12,13,0.221,0.152,"08","17",17396
"592",2017-08-19,12,13,0.219,0.15,"08","17",17397
"593",2017-08-20,12,13,0.219,0.15,"08","17",17398
"594",2017-08-21,12,13,0.218,0.15,"08","17",17399
"595",2017-08-22,12,13,0.216,0.15,"08","17",17400
"596",2017-08-23,12,13,0.213,0.149,"08","17",17401
"597",2017-08-24,12,13,0.212,0.147,"08","17",17402
"598",2017-08-25,12,13,0.21,0.145,"08","17",17403
"599",2017-08-26,12,13,0.207,0.144,"08","17",17404
"600",2017-08-27,12,13,0.206,0.146,"08","17",17405
"601",2017-08-28,12,13,0.204,0.144,"08","17",17406
"602",2017-08-29,12,13,0.209,0.148,"08","17",17407
"603",2017-08-30,12,13,0.211,0.15,"08","17",17408
"604",2017-08-31,12,13,0.247,0.166,"08","17",17409
"605",2017-09-01,12,13,0.255,0.165,"09","17",17410
"606",2017-09-02,12,13,0.231,0.155,"09","17",17411
"607",2017-09-03,12,13,0.221,0.152,"09","17",17412
"608",2017-09-04,12,13,0.218,0.149,"09","17",17413
"609",2017-09-05,12,13,0.221,0.153,"09","17",17414
"610",2017-09-06,12,13,0.259,0.165,"09","17",17415
"611",2017-09-07,12,13,0.235,0.154,"09","17",17416
"612",2017-09-08,12,13,0.223,0.15,"09","17",17417
"613",2017-09-09,12,13,0.219,0.149,"09","17",17418
"614",2017-09-10,12,13,0.217,0.15,"09","17",17419
"615",2017-09-11,12,13,0.235,0.164,"09","17",17420
"616",2017-09-12,12,13,0.293,0.185,"09","17",17421
"617",2017-09-13,12,13,0.251,0.17,"09","17",17422
"618",2017-09-14,13,14,0.237,0.168,"09","17",17423
"619",2017-09-15,13,14,0.232,0.165,"09","17",17424
"620",2017-09-16,13,14,0.228,0.164,"09","17",17425
"621",2017-09-17,13,14,0.225,0.164,"09","17",17426
"622",2017-09-18,13,14,0.224,0.164,"09","17",17427
"623",2017-09-19,13,14,0.222,0.162,"09","17",17428
"624",2017-09-20,13,14,0.221,0.163,"09","17",17429
"625",2017-09-21,13,14,0.221,0.171,"09","17",17430
"626",2017-09-22,13,14,0.222,0.172,"09","17",17431
"627",2017-09-23,13,14,0.219,0.17,"09","17",17432
"628",2017-09-24,13,14,0.217,0.168,"09","17",17433
"629",2017-09-25,13,14,0.217,0.17,"09","17",17434
"630",2017-09-26,13,14,0.217,0.181,"09","17",17435
"631",2017-09-27,13,14,0.217,0.212,"09","17",17436
"632",2017-09-28,13,14,0.214,0.209,"09","17",17437
"633",2017-09-29,13,14,0.213,0.204,"09","17",17438
"634",2017-09-30,13,14,0.212,0.195,"09","17",17439
"635",2017-10-01,13,14,0.208,0.168,"10","17",17440
"636",2017-10-02,13,14,0.209,0.163,"10","17",17441
"637",2017-10-03,13,14,0.21,0.165,"10","17",17442
"638",2017-10-04,13,14,0.21,0.164,"10","17",17443
"639",2017-10-05,13,14,0.21,0.166,"10","17",17444
"640",2017-10-06,13,14,0.21,0.165,"10","17",17445
"641",2017-10-07,13,14,0.211,0.167,"10","17",17446
"642",2017-10-08,13,14,0.294,0.207,"10","17",17447
"643",2017-10-09,13,14,0.314,0.204,"10","17",17448
"644",2017-10-10,13,14,0.25,0.199,"10","17",17449
"645",2017-10-11,13,14,0.238,0.212,"10","17",17450
"646",2017-10-12,13,14,0.23,0.184,"10","17",17451
"647",2017-10-13,13,14,0.228,0.184,"10","17",17452
"648",2017-10-14,13,14,0.227,0.185,"10","17",17453
"649",2017-10-15,13,14,0.225,0.184,"10","17",17454
"650",2017-10-16,13,14,0.227,0.183,"10","17",17455
"651",2017-10-17,13,14,0.219,0.176,"10","17",17456
"652",2017-10-18,13,14,0.219,0.176,"10","17",17457
"653",2017-10-19,13,14,0.219,0.177,"10","17",17458
"654",2017-10-20,13,14,0.219,0.181,"10","17",17459
"655",2017-10-21,13,14,0.219,0.18,"10","17",17460
"656",2017-10-22,13,14,0.221,0.182,"10","17",17461
"657",2017-10-23,13,14,0.45,0.282,"10","17",17462
"658",2017-10-24,13,14,0.31,0.196,"10","17",17463
"659",2017-10-25,13,14,0.268,0.171,"10","17",17464
"660",2017-10-26,13,14,0.251,0.164,"10","17",17465
"661",2017-10-27,13,14,0.242,0.165,"10","17",17466
"662",2017-10-28,13,14,0.258,0.181,"10","17",17467
"663",2017-10-29,13,14,0.312,0.197,"10","17",17468
"664",2017-10-30,13,14,0.261,0.175,"10","17",17469
"665",2017-10-31,13,14,0.25,0.171,"10","17",17470
"666",2017-11-01,13,14,0.247,0.169,"11","17",17471
"667",2017-11-02,13,14,0.245,0.169,"11","17",17472
"668",2017-11-03,13,14,0.241,0.168,"11","17",17473
"669",2017-11-04,13,14,0.24,0.171,"11","17",17474
"670",2017-11-05,13,14,0.24,0.17,"11","17",17475
"671",2017-11-06,13,14,0.238,0.169,"11","17",17476
"672",2017-11-07,14,15,0.239,0.171,"11","17",17477
"673",2017-11-08,14,15,0.238,0.17,"11","17",17478
"674",2017-11-09,14,15,0.242,0.174,"11","17",17479
"675",2017-11-10,14,15,0.237,0.169,"11","17",17480
"676",2017-11-11,14,15,0.232,0.167,"11","17",17481
"677",2017-11-12,14,15,0.233,0.168,"11","17",17482
"678",2017-11-13,14,15,0.236,0.17,"11","17",17483
"679",2017-11-14,14,15,0.234,0.168,"11","17",17484
"680",2017-11-15,14,15,0.232,0.169,"11","17",17485
"681",2017-11-16,14,15,0.23,0.166,"11","17",17486
"682",2017-11-17,14,15,0.228,0.165,"11","17",17487
"683",2017-11-18,14,15,0.233,0.169,"11","17",17488
"684",2017-11-19,14,15,0.233,0.17,"11","17",17489
"685",2017-11-20,14,15,0.227,0.165,"11","17",17490
"686",2017-11-21,14,15,0.229,0.17,"11","17",17491
"687",2017-11-22,14,15,0.23,0.17,"11","17",17492
"688",2017-11-23,14,15,0.226,0.159,"11","17",17493
"689",2017-11-24,14,15,0.227,0.158,"11","17",17494
"690",2017-11-25,14,15,0.229,0.16,"11","17",17495
"691",2017-11-26,14,15,0.228,0.158,"11","17",17496
"692",2017-11-27,14,15,0.23,0.155,"11","17",17497
"693",2017-11-28,14,15,0.228,0.156,"11","17",17498
"694",2017-11-29,14,15,0.23,0.163,"11","17",17499
"695",2017-11-30,14,15,0.233,0.166,"11","17",17500
"696",2017-12-01,14,15,0.234,0.168,"12","17",17501
"697",2017-12-02,14,15,0.232,0.167,"12","17",17502
"698",2017-12-03,14,15,0.231,0.166,"12","17",17503
"699",2017-12-04,14,15,0.23,0.169,"12","17",17504
"700",2017-12-05,14,15,0.236,0.172,"12","17",17505
"701",2017-12-06,14,15,0.248,0.176,"12","17",17506
"702",2017-12-07,14,15,0.238,0.17,"12","17",17507
"703",2017-12-08,14,15,0.244,0.176,"12","17",17508
"704",2017-12-09,14,15,0.26,0.181,"12","17",17509
"705",2017-12-10,14,15,0.248,0.172,"12","17",17510
"706",2017-12-11,14,15,0.241,0.171,"12","17",17511
"707",2017-12-12,14,15,0.24,0.172,"12","17",17512
"708",2017-12-13,14,15,0.235,0.17,"12","17",17513
"709",2017-12-14,14,15,0.237,0.175,"12","17",17514
"710",2017-12-15,14,15,0.235,0.175,"12","17",17515
"711",2017-12-16,14,15,0.233,0.17,"12","17",17516
"712",2017-12-17,14,15,0.234,0.172,"12","17",17517
"713",2017-12-18,14,15,0.237,0.175,"12","17",17518
"714",2017-12-19,14,15,0.236,0.173,"12","17",17519
"715",2017-12-20,14,15,0.31,0.209,"12","17",17520
"716",2017-12-21,14,15,0.291,0.192,"12","17",17521
"717",2017-12-22,14,15,0.267,0.181,"12","17",17522
"718",2017-12-23,14,15,0.26,0.179,"12","17",17523
"719",2017-12-24,14,15,0.254,0.173,"12","17",17524
"720",2017-12-25,14,15,0.245,0.166,"12","17",17525
"721",2017-12-26,14,15,0.239,0.162,"12","17",17526
"722",2017-12-27,14,15,0.239,0.161,"12","17",17527
"723",2017-12-28,14,15,0.237,0.159,"12","17",17528
"724",2017-12-29,14,15,0.236,0.16,"12","17",17529
"725",2017-12-30,14,15,0.237,0.161,"12","17",17530
"726",2017-12-31,14,15,0.235,0.158,"12","17",17531
"727",2018-01-01,14,15,0.232,0.155,"01","18",17532
"728",2018-01-02,14,15,0.227,0.15,"01","18",17533
"729",2018-01-03,14,15,0.232,0.155,"01","18",17534
"730",2018-01-04,14,15,0.232,0.155,"01","18",17535
"731",2018-01-05,14,15,0.23,0.151,"01","18",17536
"732",2018-01-06,14,15,0.229,0.15,"01","18",17537
"733",2018-01-07,14,15,0.227,0.148,"01","18",17538
"734",2018-01-08,14,15,0.231,0.153,"01","18",17539
"735",2018-01-09,14,15,0.235,0.158,"01","18",17540
"736",2018-01-10,14,15,0.238,0.161,"01","18",17541
"737",2018-01-11,14,15,0.275,0.182,"01","18",17542
"738",2018-01-12,14,15,0.401,0.23,"01","18",17543
"739",2018-01-13,14,15,0.354,0.201,"01","18",17544
"740",2018-01-14,14,15,0.281,0.177,"01","18",17545
"741",2018-01-15,14,15,0.264,0.168,"01","18",17546
"742",2018-01-16,14,15,0.259,0.167,"01","18",17547
"743",2018-01-17,14,15,0.256,0.165,"01","18",17548
"744",2018-01-18,14,15,0.247,0.159,"01","18",17549
"745",2018-01-19,15,16,0.248,0.16,"01","18",17550
"746",2018-01-20,15,16,0.247,0.159,"01","18",17551
"747",2018-01-21,15,16,0.248,0.162,"01","18",17552
"748",2018-01-22,15,16,0.249,0.164,"01","18",17553
"749",2018-01-23,15,16,0.275,0.174,"01","18",17554
"750",2018-01-24,15,16,0.253,0.161,"01","18",17555
"751",2018-01-25,15,16,0.249,0.16,"01","18",17556
"752",2018-01-26,15,16,0.245,0.159,"01","18",17557
"753",2018-01-27,15,16,0.246,0.162,"01","18",17558
"754",2018-01-28,15,16,0.3,0.178,"01","18",17559
"755",2018-01-29,15,16,0.288,0.181,"01","18",17560
"756",2018-01-30,15,16,0.264,0.169,"01","18",17561
"757",2018-01-31,15,16,0.255,0.163,"01","18",17562
"758",2018-02-01,15,16,0.254,0.164,"02","18",17563
"759",2018-02-02,15,16,0.251,0.163,"02","18",17564
"760",2018-02-03,15,16,0.245,0.158,"02","18",17565
"761",2018-02-04,15,16,0.384,0.225,"02","18",17566
"762",2018-02-05,15,16,0.319,0.196,"02","18",17567
"763",2018-02-06,15,16,0.29,0.18,"02","18",17568
"764",2018-02-07,15,16,0.536,0.285,"02","18",17569
"765",2018-02-08,15,16,0.389,0.221,"02","18",17570
"766",2018-02-09,15,16,0.315,0.193,"02","18",17571
"767",2018-02-10,15,16,0.314,0.193,"02","18",17572
"768",2018-02-11,15,16,0.477,0.253,"02","18",17573
"769",2018-02-12,15,16,0.413,0.226,"02","18",17574
"770",2018-02-13,15,16,0.335,0.2,"02","18",17575
"771",2018-02-14,15,16,0.309,0.19,"02","18",17576
"772",2018-02-15,15,16,0.301,0.188,"02","18",17577
"773",2018-02-16,15,16,0.313,0.186,"02","18",17578
"774",2018-02-17,15,16,0.308,0.183,"02","18",17579
"775",2018-02-18,15,16,0.293,0.18,"02","18",17580
"776",2018-02-19,15,16,0.291,0.184,"02","18",17581
"777",2018-02-20,15,16,0.284,0.18,"02","18",17582
"778",2018-02-21,15,16,0.281,0.18,"02","18",17583
"779",2018-02-22,15,16,0.288,0.182,"02","18",17584
"780",2018-02-23,15,16,0.279,0.18,"02","18",17585
"781",2018-02-24,15,16,0.278,0.179,"02","18",17586
"782",2018-02-25,15,16,0.276,0.179,"02","18",17587
"783",2018-02-26,15,16,0.283,0.176,"02","18",17588
"784",2018-02-27,15,16,0.275,0.171,"02","18",17589
"785",2018-02-28,15,16,0.285,0.181,"02","18",17590
"786",2018-03-01,15,16,0.406,0.244,"03","18",17591
"787",2018-03-02,15,16,0.34,0.206,"03","18",17592
"788",2018-03-03,15,16,0.305,0.188,"03","18",17593
"789",2018-03-04,15,16,0.296,0.181,"03","18",17594
"790",2018-03-05,NA,NA,0.288,0.176,"03","18",17595
"791",2018-03-06,NA,NA,0.302,0.182,"03","18",17596
"792",2018-03-07,NA,NA,0.291,0.174,"03","18",17597
"793",2018-03-08,NA,NA,0.28,0.17,"03","18",17598
"794",2018-03-09,NA,NA,0.276,0.168,"03","18",17599
"795",2018-03-10,NA,NA,0.289,0.172,"03","18",17600
"796",2018-03-11,NA,NA,0.29,0.175,"03","18",17601
"797",2018-03-12,NA,NA,0.307,0.185,"03","18",17602
"798",2018-03-13,NA,NA,0.304,0.175,"03","18",17603
"799",2018-03-14,NA,NA,0.292,0.171,"03","18",17604
"800",2018-03-15,NA,NA,0.281,0.169,"03","18",17605
"801",2018-03-16,NA,NA,0.284,0.172,"03","18",17606
"802",2018-03-17,NA,NA,0.28,0.174,"03","18",17607
"803",2018-03-18,NA,NA,0.283,0.175,"03","18",17608
"804",2018-03-19,NA,NA,0.285,0.175,"03","18",17609
"805",2018-03-20,NA,NA,0.37,0.207,"03","18",17610
"806",2018-03-21,NA,NA,0.3,0.18,"03","18",17611
"807",2018-03-22,NA,NA,0.292,0.174,"03","18",17612
"808",2018-03-23,NA,NA,0.284,0.17,"03","18",17613
