Occasion,Date,SEC,IND,PASS,VALID,SPE_COR,LEN_COR,WEIGH_COR,TAGID,RECAP_COR,RECAP ,MORTAL,GENETIC,TAGGER    ,COMMENTS            
2,20151113,15,35,2,Y,BHC,63,1.8,a0982000403060281  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151113,15,36,2,Y,BHC,62,2.4,a0982000403060335  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151113,15,37,2,Y,BHC,63,2.3,a0982000403060286  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151113,15,38,2,Y,BHC,58,1.9,a0982000403060340  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151113,15,39,2,Y,BHC,65,2.6,a0982000403060259  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151113,15,40,2,Y,BHC,65,3.2,a0900067000076885  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151113,15,41,2,Y,BHC,80,5.3,a0900067000076599  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151113,15,42,2,Y,BHC,100,9,a0900067000076829  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151113,15,43,2,Y,BHC,70,4,a0900067000077322  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,16,1,1,Y,CRC,77,4.3,a0900067000084700  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,16,2,1,Y,BHC,97,7.7,a0900067000084799  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,16,3,1,Y,BHC,60,2.2,a0900067000084753  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,16,4,1,Y,BHC,85,6.2,a0900067000084797  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,16,5,1,Y,BHC,71,3.7,a0900067000084648  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,16,6,1,Y,BHC,64,2.4,a0900067000084759  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,16,7,1,Y,BHC,60,2.3,a0900067000084617  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,16,8,1,Y,BHC,57,1.8,a0900067000084889  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,16,9,1,Y,BHC,63,2.5,a0982000403060326  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,16,10,1,Y,BHC,83,5.4,a0900067000084828  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,16,11,1,Y,BHC,65,2.8,a0900067000084724  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,16,12,1,Y,BHC,80,4.6,a0900067000084834  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,16,13,1,Y,BHC,61,1.9,a0982000403060297  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,16,14,1,Y,BHC,54,2,a0900067000084937  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,16,15,1,Y,STJ,172,51,a0982000403060241  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,16,16,1,Y,BHC,67,2.9,a0900067000076885  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,16,17,1,Y,BHC,83,5.8,a0900067000076692  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,16,18,1,Y,BHC,90,7.9,a0982000403060332  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,16,19,1,Y,BHC,71,3,a0900067000076968  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,16,20,1,Y,BHC,73,4.9,a0900067000076522  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,16,21,1,Y,BHC,97,10.7,a0900067000076964  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,16,22,1,Y,BHC,80,5.3,a0900067000084773  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,16,23,1,Y,BHC,68,3,a0900067000084810  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,16,24,1,Y,BHC,70,3.8,a0900067000084610  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,16,25,1,Y,BHC,76,3.9,a0900067000084940  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,16,26,1,Y,BHC,59,2.3,a0900067000084725  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,16,27,1,Y,STJ,57,1.8,a0982000403060244  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,16,28,1,Y,BHC,56,1.6,a0982000403060283  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,16,29,1,Y,BHC,66,3.2,a0900067000076820  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,16,30,1,Y,BHC,65,3,a0900067000076848  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,16,31,1,Y,CRC,100,9.7,a0982000403060310  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,16,32,1,Y,BHC,57,1.8,a0982000403060258  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,16,33,1,Y,BHC,59,2.1,a0982000403060340  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,16,34,1,Y,BHC,67,2.8,a0900067000076734  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,16,35,1,Y,BHC,59,2.4,a0900067000077075  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,16,36,1,Y,BHC,64,2.7,a0982000403060172  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,16,37,1,Y,BHC,61,2.5,a0982000403060272  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,16,38,2,Y,STJ,55,2,a0982000403060260  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,16,39,2,Y,STJ,137,21.8,a0900067000076673  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,16,40,2,Y,BHC,65,3.2,a0900067000076761  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,16,41,2,Y,BHC,81,4.9,a0900067000076942  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,16,42,2,Y,BHC,66,3.3,a0900067000076928  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,16,43,2,Y,STJ,65,2.4,a0982000403060602  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,16,44,2,Y,CRC,65,2.6,a0982000403060555  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,17,1,1,Y,BHC,82,6.8,a0900067000076564  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,17,2,1,Y,CRC,81,5,a0900067000076585  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,17,3,1,Y,CRC,67,3.6,a0900067000076666  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,17,4,1,Y,CRC,74,4.1,a0982000403060561  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,17,5,1,Y,BHC,76,4.4,a0982000403060557  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,17,6,1,Y,BHC,59,2.1,a0982000403060546  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,17,7,1,Y,CRC,62,2.5,a0982000403060640  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,17,8,1,Y,BHC,70,3.2,a0982000403060591  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,17,9,1,Y,BHC,58,1.9,a0982000403060611  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,17,10,1,Y,BHC,60,2.6,a0982000403060565  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,17,11,1,Y,BHC,58,2.2,a0982000403060631  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,17,12,1,Y,BHC,69,3.7,a0900067000076967  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,17,13,1,Y,BHC,98,8.6,a0900067000076536  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,17,14,1,Y,BHC,82,5.5,a0900067000076874  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,17,15,1,Y,BHC,67,2.3,a0900067000076572  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,17,16,1,Y,BHC,70,3.8,a0900067000076627  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,17,17,1,Y,BHC,88,7.3,a0982000403059888  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,17,18,1,Y,BHC,66,3.1,a0900067000076838  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,17,19,1,Y,BHC,64,2.5,a0900067000076788  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,17,20,1,Y,BHC,60,2.6,a0982000403060554  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,17,21,1,Y,BHC,57,1.8,a0982000403060622  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,17,22,1,Y,BHC,66,2.5,a0982000403060543  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,17,23,1,Y,BHC,64,2.6,a0982000403060584  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,17,24,1,Y,BHC,78,4.7,a0982000403060586  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,17,25,1,Y,BHC,56,1.9,a0982000403060610  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,17,26,1,Y,STJ,60,2.1,a0982000403060619  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,17,27,1,Y,STJ,81,5.6,a0982000403060581  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,17,28,1,Y,BHC,62,2.2,a0982000403060590  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,17,29,1,Y,BHC,76,4.4,a0982000403060616  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,17,30,1,Y,BHC,69,4,a0982000403060593  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,17,31,1,Y,BHC,70,3.2,a0982000403060594  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,17,32,1,Y,BHC,64,3.2,a0982000403060552  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,17,33,1,Y,BHC,64,2.1,a0982000403060580  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,17,34,2,Y,STJ,99,10.5,a0900067000076735  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,18,1,1,Y,BHC,63,2.6,a0982000403060577  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,18,2,1,Y,CRC,85,6.2,a0982000403060629  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,18,3,1,Y,BHC,67,2.7,a0982000403060633  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,18,4,1,Y,BHC,80,5.7,a0982000403060562  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,18,5,1,Y,BHC,67,3.1,a0982000403060558  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,18,6,1,Y,BHC,67,1.9,a0982000403060572  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,18,7,1,Y,BHC,72,4.1,a0982000403060550  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,18,8,1,Y,BHC,70,3.9,a0982000403060574  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,18,9,1,Y,BHC,103,8.9,a0982000403060635  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,18,10,1,Y,BHC,65,3.3,a0982000403060623  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,18,11,1,Y,BHC,64,2.5,a0982000403060592  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,18,12,1,Y,STJ,134,20.8,a0900067000076774  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,18,13,1,Y,STJ,116,15.7,a0900067000076780  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,18,14,1,Y,BHC,96,8.6,a0900067000076773  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,18,15,1,Y,BHC,88,6.9,a0900067000076845  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,18,16,1,Y,BHC,81,4.8,a0900067000076615  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,18,17,1,Y,BHC,71,4.4,a0900067000076664  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,18,18,1,Y,BHC,75,3.7,a0900067000076722  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,18,19,1,Y,BHC,66,3.1,a0982000403060638  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,18,20,1,Y,BHC,64,2.3,a0982000403060639  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,18,21,1,Y,BHC,78,5.5,a0982000403060606  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,18,22,1,Y,BHC,63,2.3,a0982000403060587  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,18,23,1,Y,BHC,57,2.1,a0982000403060548  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,18,24,1,Y,BHC,71,3.7,a0900067000076560  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,18,25,1,Y,BHC,75,4.5,a0900067000076888  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,18,26,1,Y,STJ,120,15.5,a0900067000076713  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,18,27,1,Y,BHC,67,3.5,a0900067000076832  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,18,28,1,Y,BHC,85,6,a0900067000076571  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,18,29,2,Y,BHC,72,3.4,a0900067000076894  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,18,30,2,Y,BHC,72,3.4,a0900067000076950  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,19,1,1,Y,BHC,97,8.1,a0982000403060571  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,19,2,1,Y,BHC,60,2.6,a0982000403060612  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,19,3,1,Y,BHC,62,2.3,a0982000403060579  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,19,4,1,Y,BHC,90,8,a0982000403060582  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,19,5,1,Y,CRC,71,3.3,a0982000403060600  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,19,6,1,Y,BHC,61,2.4,a0982000403060595  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,19,7,1,Y,BHC,81,4.4,a0982000403060549  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,19,8,1,Y,BHC,82,6.2,a0982000403060604  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,19,9,1,Y,CRC,76,4,a0982000403060576  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,19,10,1,Y,CRC,80,6.8,a0900067000076510  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,19,11,1,Y,BHC,86,7.3,a0900067000076909  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,19,12,1,Y,BHC,80,7.9,a0900067000076951  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,19,13,1,Y,BHC,82,5.3,a0900067000076730  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,19,14,1,Y,CRC,101,11.1,a0900067000077181  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,19,15,1,Y,BHC,77,4.8,a0982000403060598  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,19,16,1,Y,BHC,102,10.3,a0982000403060620  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,19,17,1,Y,BHC,76,4.5,a0982000403060607  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,19,18,1,Y,BHC,70,3.4,a0982000403060628  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,19,19,1,Y,BHC,59,2.4,a0982000403060578  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,19,20,1,Y,BHC,66,2.8,a0982000403060641  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,19,21,1,Y,BHC,79,4.1,a0900067000076858  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,19,22,1,Y,BHC,67,2.8,a0900067000076863  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,19,23,1,Y,BHC,70,2.9,a0900067000076546  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,19,24,1,Y,BHC,84,5.9,a0900067000076911  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,19,25,1,Y,BHC,74,3.6,a0982000403060605  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,19,26,1,Y,BHC,60,2.6,a0982000403060547  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,19,27,1,Y,BHC,74,3.8,a0982000403060567  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,19,28,1,Y,BHC,60,2.5,a0982000403060583  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,19,29,1,Y,BHC,68,2.7,a0982000403060564  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,19,30,1,Y,BHC,79,4.5,a0982000403060573  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,19,31,1,Y,BHC,58,2,a0982000403060630  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,19,32,1,Y,BHC,72,2.5,a0982000403060563  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,19,33,1,Y,STJ,58,1.8,a0982000403060589  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,19,34,1,Y,BHC,60,2.5,a0982000403060609  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,19,35,1,Y,CRC,65,3.1,a0900067000076617  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,19,36,1,Y,BHC,94,7,a0900067000076700  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,19,37,1,N,BHC,64,3.2,a0900067000076654  ,Y     ,Y     ,N     ,N,PREGLER   ,Unable to identify correct species ID Kasey 4/17/18
2,20151115,19,38,1,Y,BHC,66,2.6,a0900067000076635  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,19,39,1,Y,BHC,64,3,a0900067000076814  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,19,40,1,Y,BHC,63,2.2,a0900067000085115  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,19,41,2,Y,CRC,116,15.3,a0982000403060599  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,20,1,1,Y,BHC,73,3.7,a0900067000076931  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,20,2,1,Y,STJ,121,19.1,a0900067000076568  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,20,3,1,Y,BHC,71,3.6,a0900067000076721  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,20,4,1,Y,BHC,80,5.5,a0982000403060566  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,20,5,1,Y,BHC,73,3.8,a0982000403060634  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,20,6,1,Y,BHC,60,2.4,a0982000403060596  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,20,7,1,Y,BHC,73,3.6,a0982000403060636  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,20,8,1,Y,BHC,67,3,a0982000403060624  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,20,9,1,Y,BHC,60,2.4,a0982000403060603  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,20,10,1,Y,BHC,71,3.3,a0982000403060588  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,20,11,1,Y,BHC,62,2.6,a0982000403060637  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,20,12,1,Y,STJ,167,44.1,a0982000403060575  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,20,13,1,Y,BHC,58,2.1,a0982000403060613  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,20,14,1,Y,BHC,57,1.7,a0982000403060293  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,20,15,1,Y,BHC,73,4.4,a0982000403060608  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,20,16,1,Y,BHC,75,3.9,a0982000403060556  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,20,17,1,Y,BHC,64,2.7,a0982000403060618  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,20,18,1,Y,BHC,72,3.1,a0982000403060585  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,20,19,1,Y,BHC,65,3.2,a0900067000084765  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,20,20,2,Y,BHC,65,3.5,a0900067000076962  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,20,21,2,Y,BHC,95,7.7,a0982000403060621  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,21,1,1,Y,BHC,71,3.4,a0900067000076941  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,21,2,1,Y,BHC,85,5.6,a0900067000076624  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,21,3,1,Y,BHC,60,2.3,a0900067000076939  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,21,4,1,Y,BHC,64,2.6,a0900067000076590  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,21,5,1,Y,CRC,100,11.9,a0900067000076618  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,21,6,1,Y,BHC,61,2.1,a0982000403060617  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,21,7,1,Y,BHC,75,4.5,a0982000403060632  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,21,8,1,Y,BHC,75,4.5,a0982000403060614  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,21,9,1,Y,CRC,87,6.1,a0982000403060625  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,21,10,1,Y,BHC,70,3.1,a0982000403060570  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,21,11,1,Y,BHC,73,3.1,a0982000403060642  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,21,12,1,Y,BHC,65,2.9,a0982000403060568  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,21,13,1,Y,BHC,68,2.9,a0900067000077462  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,21,14,1,Y,BHC,65,2.9,a0982000403060597  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,21,15,1,Y,STJ,126,17.9,a0982000403060627  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,21,16,1,Y,BHC,62,2.2,a0982000403060545  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,21,17,1,Y,STJ,124,18.5,a0982000403060601  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,21,18,1,Y,BHC,58,1.9,a0982000403060615  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,21,19,1,N,BHC,92,7.1,a0982000403060553  ,Y     ,Y     ,N     ,N,CARY      ,Duplicate PIT tag for different individuals - Kasey 4/17/18
2,20151115,21,20,1,Y,BHC,76,4.9,a0900067000085099  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,21,21,1,Y,BHC,66,3,a0900067000076621  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,21,22,1,Y,BHC,75,4.5,a0900067000076808  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,21,23,1,Y,BHC,81,5.2,a0900067000077374  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,21,24,1,Y,BHC,73,3.9,a0900067000076917  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,21,25,2,Y,BHC,62,2.6,a0900067000076592  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,21,26,2,N,BHC,69,3.1,a0982000403060553  ,N     ,N     ,N     ,N,PREGLER   ,Duplicate PIT tag for different individuals - Kasey 4/17/18
2,20151115,21,27,2,Y,BHC,59,2.2,a0982000403060551  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,21,28,2,Y,CRC,67,3.2,a0982000403060626  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,21,29,2,Y,BHC,61,2.1,a0982000403060560  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,21,30,2,Y,BHC,77,4.9,a0982000403060559  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,21,31,2,Y,BHC,70,4,a0982000403060569  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,21,32,2,Y,BHC,70,3.1,a0982000403060544  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,21,33,2,Y,STJ,132,24.1,a0900067000080311  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,21,34,2,Y,STJ,68,3,a0900067000080111  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,21,35,2,Y,BHC,70,3.8,a0900067000085299  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,21,36,2,Y,BHC,102,8.7,a0900067000076671  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,21,37,2,Y,BHC,65,2.8,a0900067000076972  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,21,38,2,Y,BHC,74,4.1,a0900067000077345  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,22,1,1,Y,BHC,79,4.3,a0900067000076587  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,22,2,1,Y,BHC,100,16.3,a0900067000076873  ,Y     ,Y     ,N     ,N,CARY      ,MORIBUND            
2,20151115,22,3,1,Y,STJ,161,27,a0900067000077253  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,22,4,1,Y,BHC,120,20.1,a0900067000077264  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,22,5,1,Y,BHC,85,6.9,a0900067000077409  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
2,20151115,22,6,1,Y,BHC,70,3.2,a0900067000076704  ,Y     ,Y     ,N     ,N,CARY      ,                    
2,20151115,22,7,1,Y,CRC,80,5.2,a0900067000080104  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,22,8,1,Y,BHC,90,7.1,a0900067000080208  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,22,9,1,Y,CRC,102,10.7,a0900067000080361  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,22,10,1,Y,BHC,61,2.5,a0900067000080004  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,22,11,1,Y,BHC,104,10.6,a0900067000080065  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,22,12,1,Y,BHC,70,3.8,a0900067000080145  ,N     ,N     ,N     ,N,PREGLER   ,                    
2,20151115,22,13,1,Y,BHC,167,42.3,a0900067000080059  ,N     ,N     ,N     ,N,CARY      ,                    
2,20151115,22,14,1,Y,BHC,83,7.2,a0900067000077498  ,Y     ,Y     ,N     ,N,PREGLER   ,                    
