"","ID","Y","Yrecap","DL","UL","Size","IND_ID","Period","St_occ","End_occ"
"895",152,NA,0,-7,19,145,"a0900067000077468  ",2,4,5
"896",153,1,1,-23,3,134,"a0900067000080000  ",2,4,5
"897",154,NA,0,-9,17,66,"a0900067000080013",2,4,5
"900",157,NA,0,-14,12,142,"a0900067000080057",2,4,5
"904",161,NA,0,-4,22,75,"a0900067000080081  ",2,4,5
"910",167,NA,0,-17,9,70,"a0900067000080111",2,4,5
"917",174,0,1,-7,19,120,"a0900067000080162  ",2,4,5
"920",177,NA,0,-5,21,83,"a0900067000080201  ",2,4,5
"924",181,NA,0,-7,19,114,"a0900067000080337  ",2,4,5
"926",183,NA,0,-3,23,211,"a0900067000080352  ",2,4,5
"928",185,NA,0,-23,3,126,"a0900067000080413  ",2,4,5
"929",186,NA,0,-7,19,122,"a0900067000080443  ",2,4,5
"937",194,NA,0,-15,11,68,"a0900067000080669",2,4,5
"939",196,NA,0,-16,10,62,"a0900067000080737",2,4,5
"950",207,0,1,-7,19,210,"a0900067000084905  ",2,4,5
"952",209,NA,0,-6,20,175,"a0900067000084946  ",2,4,5
"954",211,NA,0,-9,17,163,"a0900067000085269",2,4,5
"958",215,NA,0,-10,16,120,"a0900067000085352",2,4,5
"1349",606,NA,0,-10,16,140,"a0982000403060155",2,4,5
"1350",607,-3,1,-7,19,138,"a0982000403060155  ",2,4,5
"1354",611,NA,0,-7,19,123,"a0982000403060192  ",2,4,5
"1358",615,NA,0,-6,20,194,"a0982000403060253  ",2,4,5
"1360",617,NA,0,-3,23,200,"a0982000403060254  ",2,4,5
"1363",620,7,1,-6,20,127,"a0982000403060288  ",2,4,5
"1370",627,NA,0,-7,19,187,"a0982000403060318  ",2,4,5
"1374",631,NA,0,-13,13,64,"a0982000403060337",2,4,5
"1377",634,NA,0,-7,19,200,"a0982000403060356  ",2,4,5
"1378",635,NA,0,-1,25,133,"a0982000403060360  ",2,4,5
"1380",637,NA,0,-3,23,135,"a0982000403060371  ",2,4,5
"1381",638,NA,0,-1,25,151,"a0982000403060376  ",2,4,5
"1384",641,-2,1,-6,20,122,"a0982000403060384  ",2,4,5
"1392",649,NA,0,-6,20,63,"a0982000403060415  ",2,4,5
"1395",652,NA,0,-1,25,120,"a0982000403060433  ",2,4,5
"1397",654,-1,1,-5,21,142,"a0982000403060437  ",2,4,5
"1398",655,NA,0,-20,6,168,"a0982000403060575",2,4,5
"1401",658,2,1,-22,4,124,"a0982000403060601  ",2,4,5
"1412",669,NA,0,-22,4,42,"a0982000407050143  ",2,4,5
"1413",670,NA,0,-22,4,67,"a0982000407050156  ",2,4,5
"1414",671,NA,0,-17,9,133,"a0982000407050206",2,4,5
"1416",673,NA,0,-17,9,56,"a0982000407050210",2,4,5
"1417",674,NA,0,-13,13,60,"a0982000407050219",2,4,5
"1418",675,NA,0,-13,13,74,"a0982000407050224",2,4,5
"1420",677,NA,0,-13,13,80,"a0982000407050231",2,4,5
"1422",679,NA,0,-13,13,163,"a0982000407050233",2,4,5
"1423",680,-8,1,-22,4,165,"a0982000407050233  ",2,4,5
"1424",681,NA,0,-10,16,59,"a0982000407050236",2,4,5
"1426",683,NA,0,-15,11,186,"a0982000407050241",2,4,5
"1427",684,NA,0,-19,7,128,"a0982000407050246",2,4,5
"1429",686,NA,0,-13,13,63,"a0982000407050252",2,4,5
"1431",688,NA,0,-9,17,52,"a0982000407050263",2,4,5
"1433",690,NA,0,-6,20,200,"a0982000407050292  ",2,4,5
"1434",691,NA,0,-7,19,131,"a0982000407050297  ",2,4,5
"1435",692,NA,0,-7,19,120,"a0982000407050299  ",2,4,5
"1436",693,NA,0,-5,21,142,"a0982000407050336  ",2,4,5
"1437",694,NA,0,-5,21,55,"a0982000407050341  ",2,4,5
"1438",695,NA,0,-7,19,89,"a0982000407050352  ",2,4,5
"1439",696,-3,1,-7,19,135,"a0982000407050353  ",2,4,5
"1450",707,NA,0,-19,7,55,"a0982000407050898",2,4,5
"1452",709,NA,0,-20,6,120,"a0982000407050902",2,4,5
"1454",711,NA,0,-17,9,65,"a0982000407050918",2,4,5
"1597",111,-3,1,-16,10,177,"a0900067000076503  ",3,5,6
"1598",112,0,1,-17,9,138,"a0900067000076505  ",3,5,6
"1600",114,-4,1,-17,9,166,"a0900067000076527  ",3,5,6
"1602",116,9,1,-17,9,171,"a0900067000076535  ",3,5,6
"1603",117,NA,0,-22,4,132,"a0900067000076568  ",3,5,6
"1604",118,0,1,-13,13,142,"a0900067000076581  ",3,5,6
"1607",121,0,1,-17,9,137,"a0900067000076673  ",3,5,6
"1611",125,0,1,-17,9,145,"a0900067000076774  ",3,5,6
