"","Y","Yrecap","DL","UL","IND_ID","Period","St_occ","End_occ"
"886",NA,0,-10,16,143,2,4,5
"887",NA,0,-13,13,144,2,4,5
"890",NA,0,-7,19,147,2,4,5
"895",NA,0,-7,19,152,2,4,5
"896",1,1,-23,3,153,2,4,5
"897",NA,0,-9,17,154,2,4,5
"900",NA,0,-14,12,157,2,4,5
"904",NA,0,-4,22,161,2,4,5
"910",NA,0,-17,9,167,2,4,5
"917",0,1,-7,19,174,2,4,5
"920",NA,0,-5,21,177,2,4,5
"924",NA,0,-7,19,181,2,4,5
"926",NA,0,-3,23,183,2,4,5
"928",NA,0,-23,3,185,2,4,5
"929",NA,0,-7,19,186,2,4,5
"937",NA,0,-15,11,194,2,4,5
"939",NA,0,-16,10,196,2,4,5
"950",0,1,-7,19,207,2,4,5
"952",NA,0,-6,20,209,2,4,5
"954",NA,0,-9,17,211,2,4,5
"958",NA,0,-10,16,215,2,4,5
"1349",NA,0,-10,16,606,2,4,5
"1350",-3,1,-7,19,607,2,4,5
"1354",NA,0,-7,19,611,2,4,5
"1358",NA,0,-6,20,615,2,4,5
"1360",NA,0,-3,23,617,2,4,5
"1363",7,1,-6,20,620,2,4,5
"1370",NA,0,-7,19,627,2,4,5
"1374",NA,0,-13,13,631,2,4,5
"1377",NA,0,-7,19,634,2,4,5
"1378",NA,0,-1,25,635,2,4,5
"1380",NA,0,-3,23,637,2,4,5
"1381",NA,0,-1,25,638,2,4,5
"1384",-2,1,-6,20,641,2,4,5
"1392",NA,0,-6,20,649,2,4,5
"1395",NA,0,-1,25,652,2,4,5
"1397",-1,1,-5,21,654,2,4,5
"1398",NA,0,-20,6,655,2,4,5
"1401",2,1,-22,4,658,2,4,5
"1412",NA,0,-22,4,669,2,4,5
"1413",NA,0,-22,4,670,2,4,5
"1414",NA,0,-17,9,671,2,4,5
"1416",NA,0,-17,9,673,2,4,5
"1417",NA,0,-13,13,674,2,4,5
"1418",NA,0,-13,13,675,2,4,5
"1420",NA,0,-13,13,677,2,4,5
"1422",NA,0,-13,13,679,2,4,5
"1423",-8,1,-22,4,680,2,4,5
"1424",NA,0,-10,16,681,2,4,5
"1426",NA,0,-15,11,683,2,4,5
"1427",NA,0,-19,7,684,2,4,5
"1429",NA,0,-13,13,686,2,4,5
"1431",NA,0,-9,17,688,2,4,5
"1433",NA,0,-6,20,690,2,4,5
"1434",NA,0,-7,19,691,2,4,5
"1435",NA,0,-7,19,692,2,4,5
"1436",NA,0,-5,21,693,2,4,5
"1437",NA,0,-5,21,694,2,4,5
"1438",NA,0,-7,19,695,2,4,5
"1439",-3,1,-7,19,696,2,4,5
"1450",NA,0,-19,7,707,2,4,5
"1452",NA,0,-20,6,709,2,4,5
"1454",NA,0,-17,9,711,2,4,5
"1597",-3,1,-16,10,111,3,5,6
"1598",0,1,-17,9,112,3,5,6
"1600",-4,1,-17,9,114,3,5,6
"1602",9,1,-17,9,116,3,5,6
"1603",NA,0,-22,4,117,3,5,6
"1604",0,1,-13,13,118,3,5,6
"1607",0,1,-17,9,121,3,5,6
"1611",0,1,-17,9,125,3,5,6
"1615",3,1,-14,12,129,3,5,6
"1617",-4,1,-13,13,131,3,5,6
"1620",1,1,-21,5,134,3,5,6
"1622",NA,0,-9,17,136,3,5,6
"1626",NA,0,-22,4,140,3,5,6
"1627",0,1,-7,19,141,3,5,6
"1628",3,1,-4,22,142,3,5,6
"1636",0,1,-7,19,150,3,5,6
"1639",0,1,-24,2,153,3,5,6
"1642",0,1,-26,0,156,3,5,6
"1649",NA,0,-4,22,163,3,5,6
"1654",NA,0,-15,11,168,3,5,6
"1657",NA,0,-22,4,171,3,5,6
"1660",0,1,-7,19,174,3,5,6
"1673",0,1,-24,2,187,3,5,6
"1675",NA,0,-7,19,189,3,5,6
"1685",NA,0,-24,2,199,3,5,6
"1693",NA,0,-7,19,207,3,5,6
"2091",NA,0,-4,22,605,3,5,6
"2093",NA,0,-4,22,607,3,5,6
"2095",4,1,-9,17,609,3,5,6
"2106",NA,0,-13,13,620,3,5,6
"2110",NA,0,-4,22,624,3,5,6
"2116",NA,0,-4,22,630,3,5,6
"2127",NA,0,-4,22,641,3,5,6
"2129",0,1,-4,22,643,3,5,6
"2130",NA,0,-4,22,644,3,5,6
"2132",-9,1,-15,11,646,3,5,6
"2140",NA,0,-4,22,654,3,5,6
"2144",0,1,-24,2,658,3,5,6
"2147",3,1,-19,7,661,3,5,6
"2154",NA,0,-15,11,668,3,5,6
"2166",-1,1,-14,12,680,3,5,6
"2168",NA,0,-9,17,682,3,5,6
"2182",NA,0,-4,22,696,3,5,6
"2196",0,1,-3,23,710,3,5,6
"2199",NA,0,-4,22,713,3,5,6
"2200",NA,0,-4,22,714,3,5,6
"2202",NA,0,-4,22,716,3,5,6
"2203",0,1,-7,19,717,3,5,6
"2204",0,1,-7,19,718,3,5,6
"2205",-2,1,-4,22,719,3,5,6
"2206",NA,0,-7,19,720,3,5,6
"2207",NA,0,-7,19,721,3,5,6
"2209",NA,0,-17,9,723,3,5,6
"2210",NA,0,-5,21,724,3,5,6
"2211",NA,0,-17,9,725,3,5,6
"2212",NA,0,-13,13,726,3,5,6
"2213",NA,0,-10,16,727,3,5,6
"2214",NA,0,-9,17,728,3,5,6
"2215",NA,0,-9,17,729,3,5,6
"2216",NA,0,-9,17,730,3,5,6
"2217",7,1,-9,17,731,3,5,6
"2218",NA,0,-9,17,732,3,5,6
"2219",NA,0,-10,16,733,3,5,6
"2221",NA,0,-13,13,735,3,5,6
"2222",-1,1,-16,10,736,3,5,6
"2223",0,1,-15,11,737,3,5,6
"2224",-5,1,-14,12,738,3,5,6
"2225",2,1,-22,4,739,3,5,6
"2226",NA,0,-9,17,740,3,5,6
"2227",3,1,-19,7,741,3,5,6
"2228",-6,1,-21,5,742,3,5,6
"2229",NA,0,-19,7,743,3,5,6
"2340",NA,0,-13,13,111,4,6,7
"2341",NA,0,-17,9,112,4,6,7
"2343",NA,0,-13,13,114,4,6,7
"2345",NA,0,-26,0,116,4,6,7
"2347",NA,0,-13,13,118,4,6,7
"2350",NA,0,-17,9,121,4,6,7
"2352",-5,1,-22,4,123,4,6,7
"2353",NA,0,-17,9,124,4,6,7
"2354",NA,0,-17,9,125,4,6,7
"2358",9,1,-17,9,129,4,6,7
"2360",NA,0,-9,17,131,4,6,7
"2362",NA,0,-26,0,133,4,6,7
"2363",NA,0,-22,4,134,4,6,7
"2370",NA,0,-7,19,141,4,6,7
"2371",0,1,-7,19,142,4,6,7
"2374",-4,1,-13,13,145,4,6,7
"2375",NA,0,-16,10,146,4,6,7
"2376",0,1,-7,19,147,4,6,7
"2379",NA,0,-7,19,150,4,6,7
"2382",NA,0,-24,2,153,4,6,7
"2385",NA,0,-26,0,156,4,6,7
"2401",NA,0,-10,16,172,4,6,7
"2403",NA,0,-7,19,174,4,6,7
"2410",0,1,-7,19,181,4,6,7
"2413",NA,0,-10,16,184,4,6,7
"2414",0,1,-24,2,185,4,6,7
"2415",NA,0,-13,13,186,4,6,7
"2416",NA,0,-24,2,187,4,6,7
"2419",NA,0,-26,0,190,4,6,7
"2421",NA,0,-22,4,192,4,6,7
"2424",NA,0,-13,13,195,4,6,7
"2426",NA,0,-16,10,197,4,6,7
"2427",NA,0,-13,13,198,4,6,7
"2433",NA,0,-19,7,204,4,6,7
"2443",NA,0,-6,20,214,4,6,7
"2445",NA,0,-13,13,216,4,6,7
"2838",NA,0,-13,13,609,4,6,7
"2847",NA,0,-16,10,618,4,6,7
"2851",NA,0,-13,13,622,4,6,7
"2852",NA,0,-13,13,623,4,6,7
"2854",NA,0,-21,5,625,4,6,7
"2856",0,1,-7,19,627,4,6,7
"2861",2,1,-24,2,632,4,6,7
"2864",NA,0,-1,25,635,4,6,7
"2866",NA,0,-3,23,637,4,6,7
"2867",-1,1,-10,16,638,4,6,7
"2872",0,1,-4,22,643,4,6,7
"2875",NA,0,-6,20,646,4,6,7
"2876",NA,0,-6,20,647,4,6,7
"2881",NA,0,-2,24,652,4,6,7
"2887",2,1,-24,2,658,4,6,7
"2890",NA,0,-22,4,661,4,6,7
"2891",NA,0,-7,19,662,4,6,7
"2892",0,1,-9,17,663,4,6,7
"2893",NA,0,-4,22,664,4,6,7
"2895",0,1,-17,9,666,4,6,7
"2896",NA,0,-5,21,667,4,6,7
"2898",NA,0,-21,5,669,4,6,7
"2901",NA,0,-6,20,672,4,6,7
"2905",NA,0,-13,13,676,4,6,7
"2909",NA,0,-13,13,680,4,6,7
"2916",NA,0,-13,13,687,4,6,7
"2918",NA,0,-10,16,689,4,6,7
"2924",0,1,-7,19,695,4,6,7
"2926",NA,0,-26,0,697,4,6,7
"2927",16,1,-10,16,698,4,6,7
"2928",NA,0,-13,13,699,4,6,7
"2929",NA,0,-13,13,700,4,6,7
"2930",NA,0,-15,11,701,4,6,7
"2931",NA,0,-10,16,702,4,6,7
"2932",NA,0,-17,9,703,4,6,7
"2934",NA,0,-9,17,705,4,6,7
"2935",-2,1,-9,17,706,4,6,7
"2939",NA,0,-3,23,710,4,6,7
"2941",NA,0,-21,5,712,4,6,7
"2946",NA,0,-7,19,717,4,6,7
"2947",NA,0,-7,19,718,4,6,7
"2948",NA,0,-2,24,719,4,6,7
"2960",NA,0,-16,10,731,4,6,7
"2963",NA,0,-22,4,734,4,6,7
"2965",NA,0,-15,11,736,4,6,7
"2966",NA,0,-15,11,737,4,6,7
"2967",NA,0,-9,17,738,4,6,7
"2968",NA,0,-24,2,739,4,6,7
"2970",NA,0,-22,4,741,4,6,7
"2971",NA,0,-15,11,742,4,6,7
"3095",2,1,-17,9,123,5,7,8
"3101",-3,1,-26,0,129,5,7,8
"3114",NA,0,-7,19,142,5,7,8
"3117",NA,0,-9,17,145,5,7,8
"3119",NA,0,-7,19,147,5,7,8
"3121",NA,0,-4,22,149,5,7,8
"3133",NA,0,-6,20,161,5,7,8
"3135",NA,0,-3,23,163,5,7,8
"3137",NA,0,-5,21,165,5,7,8
"3153",0,1,-7,19,181,5,7,8
"3157",NA,0,-24,2,185,5,7,8
"3173",NA,0,-15,11,201,5,7,8
"3179",NA,0,-7,19,207,5,7,8
"3216",NA,0,-9,17,244,5,7,8
"3217",NA,0,-8,18,245,5,7,8
"3218",11,1,-9,17,246,5,7,8
"3219",1,1,-8,18,247,5,7,8
"3220",NA,0,-8,18,248,5,7,8
"3221",NA,0,-14,12,249,5,7,8
"3222",NA,0,-15,11,250,5,7,8
"3223",0,1,-9,17,251,5,7,8
"3224",1,1,-8,18,252,5,7,8
"3225",1,1,-8,18,253,5,7,8
"3226",5,1,-19,7,254,5,7,8
"3227",NA,0,-22,4,255,5,7,8
"3228",1,1,-19,7,256,5,7,8
"3229",0,1,-23,3,257,5,7,8
"3231",-2,1,-19,7,259,5,7,8
"3232",NA,0,-20,6,260,5,7,8
"3234",NA,0,-17,9,262,5,7,8
"3235",NA,0,-21,5,263,5,7,8
"3236",2,1,-22,4,264,5,7,8
"3237",NA,0,-21,5,265,5,7,8
"3238",NA,0,-19,7,266,5,7,8
"3239",NA,0,-17,9,267,5,7,8
"3240",NA,0,-22,4,268,5,7,8
"3241",NA,0,-22,4,269,5,7,8
"3242",-1,1,-17,9,270,5,7,8
"3243",NA,0,-19,7,271,5,7,8
"3244",NA,0,-17,9,272,5,7,8
"3245",NA,0,-22,4,273,5,7,8
"3246",NA,0,-22,4,274,5,7,8
"3247",NA,0,-17,9,275,5,7,8
"3248",NA,0,-19,7,276,5,7,8
"3249",0,1,-18,8,277,5,7,8
"3324",NA,0,-13,13,352,5,7,8
"3326",0,1,-5,21,354,5,7,8
"3328",NA,0,-4,22,356,5,7,8
"3329",NA,0,-7,19,357,5,7,8
"3330",NA,0,-4,22,358,5,7,8
"3331",NA,0,-4,22,359,5,7,8
"3332",NA,0,-14,12,360,5,7,8
"3334",0,1,-7,19,362,5,7,8
"3335",0,1,-7,19,363,5,7,8
"3336",NA,0,-4,22,364,5,7,8
"3337",NA,0,-7,19,365,5,7,8
"3338",-1,1,-16,10,366,5,7,8
"3339",NA,0,-6,20,367,5,7,8
"3340",NA,0,-5,21,368,5,7,8
"3341",NA,0,-7,19,369,5,7,8
"3342",NA,0,-14,12,370,5,7,8
"3343",NA,0,-6,20,371,5,7,8
"3344",NA,0,-7,19,372,5,7,8
"3345",NA,0,-14,12,373,5,7,8
"3346",0,1,-7,19,374,5,7,8
"3347",NA,0,-5,21,375,5,7,8
"3348",NA,0,-4,22,376,5,7,8
"3349",NA,0,-7,19,377,5,7,8
"3350",NA,0,-7,19,378,5,7,8
"3351",NA,0,-13,13,379,5,7,8
"3352",NA,0,-7,19,380,5,7,8
"3353",NA,0,-7,19,381,5,7,8
"3354",NA,0,-6,20,382,5,7,8
"3355",NA,0,-5,21,383,5,7,8
"3356",NA,0,-5,21,384,5,7,8
"3357",NA,0,-4,22,385,5,7,8
"3579",NA,0,-4,22,607,5,7,8
"3592",-1,1,-6,20,620,5,7,8
"3593",NA,0,-7,19,621,5,7,8
"3596",NA,0,-4,22,624,5,7,8
"3599",NA,0,-7,19,627,5,7,8
"3604",NA,0,-26,0,632,5,7,8
"3610",NA,0,-9,17,638,5,7,8
"3612",0,1,-7,19,640,5,7,8
"3615",NA,0,-4,22,643,5,7,8
"3623",NA,0,-6,20,651,5,7,8
"3626",NA,0,-4,22,654,5,7,8
"3630",NA,0,-26,0,658,5,7,8
"3635",NA,0,-9,17,663,5,7,8
"3638",NA,0,-17,9,666,5,7,8
"3650",NA,0,-13,13,678,5,7,8
"3657",3,1,-4,22,685,5,7,8
"3667",NA,0,-7,19,695,5,7,8
"3668",3,1,-4,22,696,5,7,8
"3670",NA,0,-26,0,698,5,7,8
"3678",0,1,-7,19,706,5,7,8
"3680",NA,0,-26,0,708,5,7,8
"3686",NA,0,-4,22,714,5,7,8
"3692",NA,0,-14,12,720,5,7,8
"3693",NA,0,-7,19,721,5,7,8
"3695",-3,1,-19,7,723,5,7,8
"3707",1,1,-22,4,735,5,7,8
"3838",NA,0,-19,7,123,6,8,9
"3844",0,1,-23,3,129,6,8,9
"3883",NA,0,-16,10,168,6,8,9
"3896",0,1,-7,19,181,6,8,9
"3932",NA,0,-11,15,217,6,8,9
"3935",NA,0,-14,12,220,6,8,9
"3936",NA,0,-14,12,221,6,8,9
"3937",NA,0,-12,14,222,6,8,9
"3938",NA,0,-9,17,223,6,8,9
"3939",9,1,-13,13,224,6,8,9
"3940",-4,1,-9,17,225,6,8,9
"3942",NA,0,-11,15,227,6,8,9
"3943",-2,1,-11,15,228,6,8,9
"3945",NA,0,-12,14,230,6,8,9
"3947",NA,0,-6,20,232,6,8,9
"3948",NA,0,-12,14,233,6,8,9
"3949",NA,0,-11,15,234,6,8,9
"3950",NA,0,-10,16,235,6,8,9
"3951",NA,0,-14,12,236,6,8,9
"3952",NA,0,-10,16,237,6,8,9
"3954",NA,0,-11,15,239,6,8,9
"3955",NA,0,-9,17,240,6,8,9
"3956",0,1,-5,21,241,6,8,9
"3957",NA,0,-9,17,242,6,8,9
"3958",NA,0,-12,14,243,6,8,9
"3961",NA,0,-20,6,246,6,8,9
"3962",NA,0,-9,17,247,6,8,9
"3966",NA,0,-9,17,251,6,8,9
"3967",NA,0,-9,17,252,6,8,9
"3968",NA,0,-9,17,253,6,8,9
"3969",NA,0,-24,2,254,6,8,9
"3971",NA,0,-20,6,256,6,8,9
"3972",0,1,-23,3,257,6,8,9
"3974",NA,0,-17,9,259,6,8,9
"3979",NA,0,-24,2,264,6,8,9
"3985",NA,0,-16,10,270,6,8,9
"3992",NA,0,-18,8,277,6,8,9
"3993",NA,0,-18,8,278,6,8,9
"3994",NA,0,-19,7,279,6,8,9
"3995",2,1,-5,21,280,6,8,9
"3996",-1,1,-6,20,281,6,8,9
"3997",NA,0,-22,4,282,6,8,9
"3998",NA,0,-19,7,283,6,8,9
"3999",NA,0,-6,20,284,6,8,9
"4001",NA,0,-5,21,286,6,8,9
"4002",NA,0,-5,21,287,6,8,9
"4003",0,1,-22,4,288,6,8,9
"4004",NA,0,-7,19,289,6,8,9
"4005",NA,0,-21,5,290,6,8,9
"4006",NA,0,-18,8,291,6,8,9
"4007",0,1,-5,21,292,6,8,9
"4008",NA,0,-6,20,293,6,8,9
"4009",NA,0,-21,5,294,6,8,9
"4010",NA,0,-6,20,295,6,8,9
"4011",NA,0,-5,21,296,6,8,9
"4012",NA,0,-21,5,297,6,8,9
"4013",NA,0,-5,21,298,6,8,9
"4014",NA,0,-22,4,299,6,8,9
"4015",0,1,-6,20,300,6,8,9
"4016",-1,1,-6,20,301,6,8,9
"4017",NA,0,-23,3,302,6,8,9
"4018",NA,0,-6,20,303,6,8,9
"4019",NA,0,-4,22,304,6,8,9
"4020",NA,0,-22,4,305,6,8,9
"4021",NA,0,-26,0,306,6,8,9
"4022",NA,0,-7,19,307,6,8,9
"4023",1,1,-6,20,308,6,8,9
"4024",0,1,-5,21,309,6,8,9
"4025",NA,0,-19,7,310,6,8,9
"4026",NA,0,-6,20,311,6,8,9
"4027",NA,0,-7,19,312,6,8,9
"4029",-3,1,-6,20,314,6,8,9
"4030",NA,0,-22,4,315,6,8,9
"4031",0,1,-5,21,316,6,8,9
"4032",NA,0,-6,20,317,6,8,9
"4033",NA,0,-16,10,318,6,8,9
"4034",NA,0,-15,11,319,6,8,9
"4035",NA,0,-17,9,320,6,8,9
"4036",NA,0,-15,11,321,6,8,9
"4037",NA,0,-13,13,322,6,8,9
"4038",NA,0,-22,4,323,6,8,9
"4039",NA,0,-16,10,324,6,8,9
"4040",NA,0,-17,9,325,6,8,9
"4041",0,1,-23,3,326,6,8,9
"4042",NA,0,-22,4,327,6,8,9
"4043",0,1,-20,6,328,6,8,9
"4044",NA,0,-6,20,329,6,8,9
"4045",NA,0,-15,11,330,6,8,9
"4046",NA,0,-17,9,331,6,8,9
"4048",NA,0,-4,22,333,6,8,9
"4049",NA,0,-16,10,334,6,8,9
"4051",1,1,-22,4,336,6,8,9
"4052",NA,0,-17,9,337,6,8,9
"4053",NA,0,-16,10,338,6,8,9
"4055",NA,0,-7,19,340,6,8,9
"4057",NA,0,-17,9,342,6,8,9
"4058",0,1,-14,12,343,6,8,9
"4059",NA,0,-17,9,344,6,8,9
"4061",NA,0,-17,9,346,6,8,9
"4062",0,1,-18,8,347,6,8,9
"4063",NA,0,-17,9,348,6,8,9
"4064",-4,1,-13,13,349,6,8,9
"4066",-1,1,-6,20,351,6,8,9
"4069",NA,0,-5,21,354,6,8,9
"4077",0,1,-7,19,362,6,8,9
"4078",NA,0,-7,19,363,6,8,9
"4081",NA,0,-15,11,366,6,8,9
"4089",0,1,-7,19,374,6,8,9
"4101",NA,0,-6,20,386,6,8,9
"4102",NA,0,-7,19,387,6,8,9
"4103",NA,0,-7,19,388,6,8,9
"4105",-2,1,-7,19,390,6,8,9
"4106",NA,0,-7,19,391,6,8,9
"4107",-2,1,-7,19,392,6,8,9
"4108",NA,0,-7,19,393,6,8,9
"4109",NA,0,-7,19,394,6,8,9
"4110",NA,0,-7,19,395,6,8,9
"4112",NA,0,-7,19,397,6,8,9
"4113",NA,0,-7,19,398,6,8,9
"4114",NA,0,-7,19,399,6,8,9
"4115",NA,0,-7,19,400,6,8,9
"4116",0,1,-6,20,401,6,8,9
"4117",NA,0,-7,19,402,6,8,9
"4118",-1,1,-6,20,403,6,8,9
"4119",NA,0,-7,19,404,6,8,9
"4120",NA,0,-6,20,405,6,8,9
"4121",0,1,-7,19,406,6,8,9
"4122",NA,0,-7,19,407,6,8,9
"4123",NA,0,-6,20,408,6,8,9
"4125",NA,0,-7,19,410,6,8,9
"4327",NA,0,-7,19,612,6,8,9
"4335",NA,0,-5,21,620,6,8,9
"4355",0,1,-7,19,640,6,8,9
"4375",NA,0,-15,11,660,6,8,9
"4400",0,1,-7,19,685,6,8,9
"4411",NA,0,-7,19,696,6,8,9
"4421",NA,0,-7,19,706,6,8,9
"4427",NA,0,-17,9,712,6,8,9
"4438",NA,0,-16,10,723,6,8,9
"4450",NA,0,-23,3,735,6,8,9
"4458",0,1,-23,3,743,6,8,9
"4572",NA,0,-7,19,114,7,9,10
"4587",NA,0,-23,3,129,7,9,10
"4605",NA,0,-7,19,147,7,9,10
"4621",NA,0,-7,19,163,7,9,10
"4639",NA,0,-7,19,181,7,9,10
"4643",NA,0,-22,4,185,7,9,10
"4677",3,1,-13,13,219,7,9,10
"4682",NA,0,-22,4,224,7,9,10
"4683",NA,0,-5,21,225,7,9,10
"4686",NA,0,-9,17,228,7,9,10
"4699",NA,0,-5,21,241,7,9,10
"4703",NA,0,-26,0,245,7,9,10
"4713",NA,0,-22,4,255,7,9,10
"4715",NA,0,-23,3,257,7,9,10
"4718",NA,0,-21,5,260,7,9,10
"4724",0,1,-19,7,266,7,9,10
"4738",NA,0,-7,19,280,7,9,10
"4739",NA,0,-5,21,281,7,9,10
"4746",NA,0,-22,4,288,7,9,10
"4750",0,1,-5,21,292,7,9,10
"4758",0,1,-6,20,300,7,9,10
"4759",0,1,-5,21,301,7,9,10
"4766",NA,0,-7,19,308,7,9,10
"4767",NA,0,-5,21,309,7,9,10
"4772",NA,0,-3,23,314,7,9,10
"4774",0,1,-5,21,316,7,9,10
"4784",NA,0,-23,3,326,7,9,10
"4786",NA,0,-20,6,328,7,9,10
"4794",NA,0,-23,3,336,7,9,10
"4801",NA,0,-14,12,343,7,9,10
"4805",-1,1,-18,8,347,7,9,10
"4807",0,1,-9,17,349,7,9,10
"4808",NA,0,-17,9,350,7,9,10
"4809",NA,0,-5,21,351,7,9,10
"4820",NA,0,-7,19,362,7,9,10
"4823",NA,0,-7,19,365,7,9,10
"4829",NA,0,-5,21,371,7,9,10
"4832",NA,0,-7,19,374,7,9,10
"4848",0,1,-5,21,390,7,9,10
"4850",0,1,-5,21,392,7,9,10
"4854",NA,0,-14,12,396,7,9,10
"4859",0,1,-6,20,401,7,9,10
"4861",NA,0,-5,21,403,7,9,10
"4864",NA,0,-7,19,406,7,9,10
"4869",NA,0,-16,10,411,7,9,10
"4870",NA,0,-4,22,412,7,9,10
"4871",NA,0,-23,3,413,7,9,10
"4873",NA,0,-18,8,415,7,9,10
"4874",NA,0,-4,22,416,7,9,10
"4875",0,1,-23,3,417,7,9,10
"4876",NA,0,-17,9,418,7,9,10
"4877",NA,0,-16,10,419,7,9,10
"4878",NA,0,-23,3,420,7,9,10
"4879",NA,0,-21,5,421,7,9,10
"4881",0,1,-20,6,423,7,9,10
"4883",3,1,-18,8,425,7,9,10
"4885",NA,0,-18,8,427,7,9,10
"4886",0,1,-19,7,428,7,9,10
"4887",NA,0,-22,4,429,7,9,10
"4888",NA,0,-23,3,430,7,9,10
"4889",NA,0,-21,5,431,7,9,10
"4891",NA,0,-7,19,433,7,9,10
"4892",NA,0,-7,19,434,7,9,10
"4893",NA,0,-7,19,435,7,9,10
"4894",NA,0,-9,17,436,7,9,10
"4895",NA,0,-10,16,437,7,9,10
"4896",0,1,-7,19,438,7,9,10
"4898",NA,0,-7,19,440,7,9,10
"4899",NA,0,-9,17,441,7,9,10
"4900",NA,0,-9,17,442,7,9,10
"4902",NA,0,-9,17,444,7,9,10
"4903",1,1,-8,18,445,7,9,10
"4904",NA,0,-9,17,446,7,9,10
"4906",NA,0,-7,19,448,7,9,10
"4992",NA,0,-7,19,534,7,9,10
"4993",NA,0,-7,19,535,7,9,10
"4994",NA,0,-5,21,536,7,9,10
"4995",NA,0,-7,19,537,7,9,10
"4997",NA,0,-7,19,539,7,9,10
"4998",NA,0,-7,19,540,7,9,10
"4999",NA,0,-7,19,541,7,9,10
"5000",0,1,-5,21,542,7,9,10
"5001",NA,0,-5,21,543,7,9,10
"5002",NA,0,-5,21,544,7,9,10
"5003",NA,0,-7,19,545,7,9,10
"5005",NA,0,-7,19,547,7,9,10
"5006",NA,0,-5,21,548,7,9,10
"5007",NA,0,-7,19,549,7,9,10
"5008",NA,0,-5,21,550,7,9,10
"5009",0,1,-5,21,551,7,9,10
"5010",1,1,-12,14,552,7,9,10
"5011",0,1,-5,21,553,7,9,10
"5012",NA,0,-5,21,554,7,9,10
"5013",NA,0,-6,20,555,7,9,10
"5014",NA,0,-7,19,556,7,9,10
"5016",NA,0,-7,19,558,7,9,10
"5018",NA,0,-15,11,560,7,9,10
"5019",NA,0,-15,11,561,7,9,10
