"","Y","Yrecap","DL","UL","Size","IND_ID","Period","St_occ","End_occ"
"11018",NA,0,-9,17,69,3496,3,5,6
"11019",NA,0,-10,16,55,3497,3,5,6
"11020",NA,0,-10,16,64,3498,3,5,6
"11021",NA,0,-8,18,77,3499,3,5,6
"11022",NA,0,-8,18,63,3500,3,5,6
"11023",NA,0,-9,17,66,3501,3,5,6
"11024",NA,0,-13,13,65,3502,3,5,6
"11025",NA,0,-10,16,69,3503,3,5,6
"11026",NA,0,-12,14,62,3504,3,5,6
"11027",NA,0,-15,11,62,3505,3,5,6
"11028",NA,0,-8,18,65,3506,3,5,6
"11029",NA,0,-9,17,62,3507,3,5,6
"11030",NA,0,-11,15,55,3508,3,5,6
"11031",NA,0,-13,13,73,3509,3,5,6
"11032",NA,0,-13,13,69,3510,3,5,6
"11033",NA,0,-8,18,64,3511,3,5,6
"11034",NA,0,-13,13,65,3512,3,5,6
"11035",NA,0,-8,18,62,3513,3,5,6
"11036",NA,0,-11,15,71,3514,3,5,6
"11037",0,1,-10,16,60,3515,3,5,6
"11038",NA,0,-8,18,72,3516,3,5,6
"11039",NA,0,-8,18,64,3517,3,5,6
"11040",NA,0,-8,18,57,3518,3,5,6
"11041",NA,0,-9,17,70,3519,3,5,6
"11042",NA,0,-10,16,67,3520,3,5,6
"11043",NA,0,-11,15,75,3521,3,5,6
"11044",NA,0,-13,13,77,3522,3,5,6
"11045",NA,0,-11,15,66,3523,3,5,6
"11046",NA,0,-11,15,61,3524,3,5,6
"11047",NA,0,-10,16,75,3525,3,5,6
"11048",0,1,-11,15,79,3526,3,5,6
"11049",NA,0,-11,15,60,3527,3,5,6
"11050",0,1,-11,15,82,3528,3,5,6
"11051",NA,0,-12,14,51,3529,3,5,6
"11052",NA,0,-12,14,64,3530,3,5,6
"11053",NA,0,-9,17,58,3531,3,5,6
"11054",NA,0,-13,13,69,3532,3,5,6
"11055",NA,0,-10,16,67,3533,3,5,6
"11056",NA,0,-8,18,64,3534,3,5,6
"11057",NA,0,-10,16,72,3535,3,5,6
"11058",0,1,-11,15,66,3536,3,5,6
"11059",NA,0,-9,17,64,3537,3,5,6
"11060",15,1,-11,15,65,3538,3,5,6
"11062",NA,0,-13,13,65,3540,3,5,6
"11063",0,1,-9,17,77,3541,3,5,6
"11064",NA,0,-11,15,71,3542,3,5,6
"11065",2,1,-10,16,73,3543,3,5,6
"11066",NA,0,-12,14,62,3544,3,5,6
"11067",NA,0,-11,15,56,3545,3,5,6
"11068",NA,0,-16,10,64,3546,3,5,6
"11069",NA,0,-12,14,69,3547,3,5,6
"11070",NA,0,-9,17,102,3548,3,5,6
"11071",5,1,-9,17,86,3549,3,5,6
"11072",NA,0,-13,13,55,3550,3,5,6
"11073",NA,0,-10,16,72,3551,3,5,6
"11074",NA,0,-10,16,68,3552,3,5,6
"11075",NA,0,-9,17,77,3553,3,5,6
"11076",NA,0,-8,18,75,3554,3,5,6
"11077",NA,0,-11,15,72,3555,3,5,6
"11078",NA,0,-13,13,72,3556,3,5,6
"11177",NA,0,-14,12,74,3655,3,5,6
"11178",NA,0,-13,13,70,3656,3,5,6
"11179",NA,0,-16,10,63,3657,3,5,6
"11180",0,1,-14,12,66,3658,3,5,6
"11181",NA,0,-13,13,75,3659,3,5,6
"11182",NA,0,-14,12,64,3660,3,5,6
"11183",NA,0,-16,10,172,3661,3,5,6
"11184",NA,0,-14,12,69,3662,3,5,6
"11185",NA,0,-13,13,84,3663,3,5,6
"11186",10,1,-14,12,116,3664,3,5,6
"11187",NA,0,-15,11,55,3665,3,5,6
"11188",NA,0,-15,11,70,3666,3,5,6
"11189",NA,0,-16,10,68,3667,3,5,6
"11190",0,1,-14,12,62,3668,3,5,6
"11191",NA,0,-14,12,68,3669,3,5,6
"11192",NA,0,-14,12,59,3670,3,5,6
"11193",NA,0,-14,12,61,3671,3,5,6
"11194",NA,0,-16,10,76,3672,3,5,6
"11195",NA,0,-15,11,76,3673,3,5,6
"11196",NA,0,-15,11,76,3674,3,5,6
"11197",0,1,-20,6,60,3675,3,5,6
"11198",NA,0,-20,6,59,3676,3,5,6
"11199",-1,1,-19,7,63,3677,3,5,6
"11200",0,1,-23,3,63,3678,3,5,6
"11201",NA,0,-19,7,57,3679,3,5,6
"11202",NA,0,-19,7,62,3680,3,5,6
"11203",NA,0,-20,6,65,3681,3,5,6
"11204",NA,0,-18,8,55,3682,3,5,6
"11206",0,1,-20,6,51,3684,3,5,6
"11207",1,1,-20,6,77,3685,3,5,6
"11208",NA,0,-20,6,66,3686,3,5,6
"11209",NA,0,-19,7,64,3687,3,5,6
"11210",NA,0,-22,4,63,3688,3,5,6
"11211",-1,1,-20,6,64,3689,3,5,6
"11212",NA,0,-23,3,76,3690,3,5,6
"11213",NA,0,-19,7,60,3691,3,5,6
"11214",NA,0,-22,4,64,3692,3,5,6
"11215",NA,0,-23,3,71,3693,3,5,6
"11216",NA,0,-23,3,69,3694,3,5,6
"11217",0,1,-21,5,60,3695,3,5,6
"11218",NA,0,-23,3,84,3696,3,5,6
"11219",NA,0,-21,5,65,3697,3,5,6
"11220",NA,0,-21,5,68,3698,3,5,6
"11221",0,1,-23,3,63,3699,3,5,6
"11222",NA,0,-19,7,56,3700,3,5,6
"11223",NA,0,-23,3,55,3701,3,5,6
"11224",NA,0,-22,4,63,3702,3,5,6
"11225",NA,0,-9,17,73,3703,3,5,6
"11226",NA,0,-19,7,62,3704,3,5,6
"11227",NA,0,-20,6,71,3705,3,5,6
"11228",0,1,-21,5,61,3706,3,5,6
"11229",NA,0,-13,13,60,3707,3,5,6
"11230",NA,0,-22,4,68,3708,3,5,6
"11231",NA,0,-23,3,72,3709,3,5,6
"11232",NA,0,-23,3,58,3710,3,5,6
"11233",0,1,-19,7,71,3711,3,5,6
"11234",NA,0,-20,6,59,3712,3,5,6
"11235",NA,0,-23,3,60,3713,3,5,6
"11236",NA,0,-18,8,58,3714,3,5,6
"11237",NA,0,-21,5,68,3715,3,5,6
"11238",NA,0,-21,5,61,3716,3,5,6
"11239",NA,0,-22,4,58,3717,3,5,6
"11240",NA,0,-21,5,66,3718,3,5,6
"11241",0,1,-22,4,60,3719,3,5,6
"11242",NA,0,-20,6,64,3720,3,5,6
"11243",NA,0,-23,3,59,3721,3,5,6
"11244",0,1,-18,8,68,3722,3,5,6
"11245",0,1,-19,7,59,3723,3,5,6
"11246",NA,0,-19,7,60,3724,3,5,6
"11247",0,1,-23,3,71,3725,3,5,6
"11248",NA,0,-23,3,75,3726,3,5,6
"11249",NA,0,-20,6,66,3727,3,5,6
"11250",-1,1,-20,6,63,3728,3,5,6
"11251",NA,0,-19,7,77,3729,3,5,6
"11252",NA,0,-8,18,76,3730,3,5,6
"11253",NA,0,-18,8,64,3731,3,5,6
"11254",NA,0,-19,7,65,3732,3,5,6
"11255",-1,1,-19,7,66,3733,3,5,6
"11256",1,1,-22,4,62,3734,3,5,6
"11257",-3,1,-22,4,63,3735,3,5,6
"11258",NA,0,-18,8,69,3736,3,5,6
"11259",NA,0,-20,6,63,3737,3,5,6
"11260",NA,0,-18,8,64,3738,3,5,6
"11261",-1,1,-23,3,64,3739,3,5,6
"11262",-1,1,-23,3,61,3740,3,5,6
"11263",NA,0,-8,18,59,3741,3,5,6
"11264",NA,0,-20,6,102,3742,3,5,6
"11265",NA,0,-22,4,62,3743,3,5,6
"11266",NA,0,-13,13,65,3744,3,5,6
"11267",NA,0,-20,6,80,3745,3,5,6
"11268",NA,0,-20,6,98,3746,3,5,6
"11269",NA,0,-20,6,58,3747,3,5,6
"11270",NA,0,-20,6,66,3748,3,5,6
"11271",NA,0,-23,3,59,3749,3,5,6
"11272",NA,0,-9,17,69,3750,3,5,6
"11273",NA,0,-22,4,58,3751,3,5,6
"11274",0,1,-20,6,60,3752,3,5,6
"11275",NA,0,-22,4,70,3753,3,5,6
"11276",NA,0,-20,6,55,3754,3,5,6
"11277",NA,0,-19,7,62,3755,3,5,6
"11278",NA,0,-18,8,90,3756,3,5,6
"11279",NA,0,-20,6,55,3757,3,5,6
"11280",NA,0,-19,7,68,3758,3,5,6
"11282",NA,0,-19,7,66,3760,3,5,6
"11283",NA,0,-20,6,66,3761,3,5,6
"12178",NA,0,-18,8,85,895,4,6,7
"12193",0,1,-19,7,75,910,4,6,7
"12204",NA,0,-10,16,77,921,4,6,7
"12210",NA,0,-21,5,76,927,4,6,7
"12214",NA,0,-21,5,71,931,4,6,7
"12220",NA,0,-12,14,76,937,4,6,7
"12252",NA,0,-13,13,75,969,4,6,7
"12260",NA,0,-21,5,74,977,4,6,7
"12261",NA,0,-22,4,76,978,4,6,7
"12266",NA,0,-22,4,69,983,4,6,7
"12272",NA,0,-18,8,107,989,4,6,7
"12292",NA,0,-16,10,98,1009,4,6,7
"12303",NA,0,-21,5,96,1020,4,6,7
"12305",NA,0,-18,8,75,1022,4,6,7
"12318",NA,0,-18,8,78,1035,4,6,7
"12320",NA,0,-20,6,84,1037,4,6,7
"12325",NA,0,-13,13,93,1042,4,6,7
"12328",NA,0,-13,13,68,1045,4,6,7
"12330",NA,0,-13,13,92,1047,4,6,7
"12336",NA,0,-23,3,79,1053,4,6,7
"12350",NA,0,-13,13,74,1067,4,6,7
"12358",NA,0,-16,10,78,1075,4,6,7
"12361",NA,0,-18,8,69,1078,4,6,7
"12368",NA,0,-13,13,113,1085,4,6,7
"12377",NA,0,-10,16,85,1094,4,6,7
"12379",NA,0,-20,6,77,1096,4,6,7
"12383",NA,0,-13,13,110,1100,4,6,7
"12389",NA,0,-9,17,73,1106,4,6,7
"12401",NA,0,-9,17,72,1118,4,6,7
"12402",NA,0,-4,22,73,1119,4,6,7
"12407",NA,0,-23,3,72,1124,4,6,7
"12411",NA,0,-22,4,89,1128,4,6,7
"12414",NA,0,-6,20,84,1131,4,6,7
"12415",NA,0,-23,3,84,1132,4,6,7
"12425",NA,0,-7,19,84,1142,4,6,7
"12429",NA,0,-4,22,76,1146,4,6,7
"12430",NA,0,-9,17,71,1147,4,6,7
"12445",NA,0,-23,3,72,1162,4,6,7
"12456",0,1,-7,19,103,1173,4,6,7
"12475",NA,0,-7,19,114,1192,4,6,7
"12501",NA,0,-7,19,71,1218,4,6,7
"12502",NA,0,-22,4,77,1219,4,6,7
"12506",NA,0,-23,3,85,1223,4,6,7
"12510",NA,0,-22,4,92,1227,4,6,7
"12525",NA,0,-22,4,65,1242,4,6,7
"12526",NA,0,-6,20,77,1243,4,6,7
"12528",NA,0,-23,3,73,1245,4,6,7
"12531",NA,0,-23,3,78,1248,4,6,7
"12534",NA,0,-9,17,77,1251,4,6,7
"12547",NA,0,-4,22,66,1264,4,6,7
"12552",NA,0,-4,22,92,1269,4,6,7
"12567",NA,0,-9,17,74,1284,4,6,7
"12570",NA,0,-26,0,70,1287,4,6,7
"12604",NA,0,-22,4,69,1321,4,6,7
"12614",NA,0,-11,15,77,1331,4,6,7
"12620",NA,0,-13,13,67,1337,4,6,7
"12627",NA,0,-14,12,102,1344,4,6,7
"12636",NA,0,-13,13,89,1353,4,6,7
"12682",NA,0,-5,21,69,1399,4,6,7
"12695",NA,0,-26,0,78,1412,4,6,7
"12709",NA,0,-12,14,72,1426,4,6,7
"12718",NA,0,-25,1,77,1435,4,6,7
"12761",NA,0,-22,4,68,1478,4,6,7
"12786",NA,0,-9,17,71,1503,4,6,7
"12787",NA,0,-14,12,66,1504,4,6,7
"12801",NA,0,-13,13,78,1518,4,6,7
"12809",NA,0,-9,17,73,1526,4,6,7
"12816",NA,0,-23,3,83,1533,4,6,7
"12817",NA,0,-14,12,70,1534,4,6,7
"12818",NA,0,-10,16,77,1535,4,6,7
"12829",NA,0,-12,14,64,1546,4,6,7
"12833",NA,0,-9,17,69,1550,4,6,7
"12841",NA,0,-11,15,63,1558,4,6,7
"12842",NA,0,-13,13,100,1559,4,6,7
"12846",NA,0,-4,22,65,1563,4,6,7
"12853",NA,0,-20,6,56,1570,4,6,7
"12865",NA,0,-24,2,68,1582,4,6,7
"12869",-2,1,-26,0,68,1586,4,6,7
"12874",NA,0,-22,4,68,1591,4,6,7
"12894",NA,0,-18,8,66,1611,4,6,7
"12902",NA,0,-23,3,95,1619,4,6,7
"12903",NA,0,-22,4,68,1620,4,6,7
"12922",NA,0,-18,8,63,1639,4,6,7
"12932",NA,0,-22,4,69,1649,4,6,7
"12934",NA,0,-20,6,64,1651,4,6,7
"12935",NA,0,-22,4,73,1652,4,6,7
"12944",NA,0,-23,3,63,1661,4,6,7
"12949",NA,0,-21,5,63,1666,4,6,7
"12972",1,1,-16,10,75,1689,4,6,7
"12978",NA,0,-21,5,73,1695,4,6,7
"13005",NA,0,-10,16,63,1722,4,6,7
"13016",NA,0,-13,13,90,1733,4,6,7
"13042",NA,0,-3,23,94,1759,4,6,7
"13046",NA,0,-8,18,85,1763,4,6,7
"13048",NA,0,-10,16,107,1765,4,6,7
"13064",NA,0,-11,15,109,1781,4,6,7
"13091",NA,0,-22,4,79,1808,4,6,7
"14008",NA,0,-26,0,84,2725,4,6,7
"14009",NA,0,-18,8,104,2726,4,6,7
"14011",NA,0,-6,20,110,2728,4,6,7
"14048",NA,0,-5,21,77,2765,4,6,7
"14064",NA,0,-15,11,67,2781,4,6,7
"14066",NA,0,-23,3,70,2783,4,6,7
"14078",NA,0,-16,10,75,2795,4,6,7
"14087",NA,0,-13,13,75,2804,4,6,7
"14095",NA,0,-14,12,106,2812,4,6,7
"14097",14,1,-12,14,74,2814,4,6,7
"14113",NA,0,-14,12,80,2830,4,6,7
"14129",NA,0,-8,18,73,2846,4,6,7
"14138",NA,0,-13,13,75,2855,4,6,7
"14139",NA,0,-6,20,70,2856,4,6,7
"14147",NA,0,-7,19,82,2864,4,6,7
"14163",NA,0,-19,7,65,2880,4,6,7
"14164",NA,0,-16,10,87,2881,4,6,7
"14165",NA,0,-21,5,67,2882,4,6,7
"14171",NA,0,-21,5,75,2888,4,6,7
"14186",NA,0,-20,6,76,2903,4,6,7
"14197",NA,0,-20,6,72,2914,4,6,7
"14202",NA,0,-23,3,75,2919,4,6,7
"14210",NA,0,-26,0,79,2927,4,6,7
"14215",NA,0,-8,18,61,2932,4,6,7
"14216",NA,0,-7,19,72,2933,4,6,7
"14217",NA,0,-10,16,65,2934,4,6,7
"14218",NA,0,-4,22,100,2935,4,6,7
"14219",NA,0,-5,21,62,2936,4,6,7
"14220",NA,0,-6,20,67,2937,4,6,7
"14221",NA,0,-7,19,121,2938,4,6,7
"14223",NA,0,-5,21,66,2940,4,6,7
"14224",NA,0,-8,18,63,2941,4,6,7
"14225",NA,0,-7,19,61,2942,4,6,7
"14226",NA,0,-7,19,74,2943,4,6,7
"14227",NA,0,-7,19,85,2944,4,6,7
"14228",NA,0,-4,22,57,2945,4,6,7
"14229",NA,0,-7,19,56,2946,4,6,7
"14230",NA,0,-8,18,63,2947,4,6,7
"14231",NA,0,-6,20,62,2948,4,6,7
"14232",NA,0,-6,20,71,2949,4,6,7
"14233",NA,0,-8,18,59,2950,4,6,7
"14235",NA,0,-5,21,59,2952,4,6,7
"14236",NA,0,-7,19,68,2953,4,6,7
"14237",NA,0,-7,19,72,2954,4,6,7
"14238",NA,0,-5,21,65,2955,4,6,7
"14239",NA,0,-6,20,56,2956,4,6,7
"14240",NA,0,-7,19,93,2957,4,6,7
"14241",NA,0,-11,15,60,2958,4,6,7
"14242",NA,0,-10,16,76,2959,4,6,7
"14243",NA,0,-4,22,72,2960,4,6,7
"14244",NA,0,-7,19,69,2961,4,6,7
"14245",NA,0,-5,21,65,2962,4,6,7
"14246",NA,0,-8,18,86,2963,4,6,7
"14247",NA,0,-5,21,59,2964,4,6,7
"14248",NA,0,-4,22,65,2965,4,6,7
"14249",NA,0,-6,20,53,2966,4,6,7
"14250",NA,0,-7,19,75,2967,4,6,7
"14251",NA,0,-6,20,67,2968,4,6,7
"14252",NA,0,-11,15,64,2969,4,6,7
"14253",NA,0,-5,21,59,2970,4,6,7
"14254",NA,0,-4,22,62,2971,4,6,7
"14255",NA,0,-7,19,90,2972,4,6,7
"14256",NA,0,-6,20,95,2973,4,6,7
"14257",NA,0,-8,18,55,2974,4,6,7
"14258",NA,0,-4,22,62,2975,4,6,7
"14259",NA,0,-6,20,93,2976,4,6,7
"14260",NA,0,-4,22,55,2977,4,6,7
"14261",NA,0,-6,20,64,2978,4,6,7
"14262",NA,0,-6,20,63,2979,4,6,7
"14263",NA,0,-4,22,73,2980,4,6,7
"14264",NA,0,-6,20,69,2981,4,6,7
"14265",NA,0,-5,21,68,2982,4,6,7
"14266",NA,0,-4,22,67,2983,4,6,7
"14267",NA,0,-7,19,74,2984,4,6,7
"14268",NA,0,-7,19,71,2985,4,6,7
"14269",-1,1,-5,21,66,2986,4,6,7
"14270",NA,0,-7,19,65,2987,4,6,7
"14271",NA,0,-7,19,77,2988,4,6,7
"14272",NA,0,-4,22,60,2989,4,6,7
"14273",NA,0,-11,15,62,2990,4,6,7
"14274",NA,0,-4,22,58,2991,4,6,7
"14275",NA,0,-9,17,69,2992,4,6,7
"14276",NA,0,-7,19,88,2993,4,6,7
"14277",NA,0,-6,20,55,2994,4,6,7
"14278",NA,0,-6,20,64,2995,4,6,7
"14279",NA,0,-8,18,65,2996,4,6,7
"14280",NA,0,-7,19,90,2997,4,6,7
"14286",NA,0,-23,3,75,3003,4,6,7
"14292",NA,0,-22,4,59,3009,4,6,7
"14294",NA,0,-23,3,73,3011,4,6,7
"14301",NA,0,-22,4,71,3018,4,6,7
"14304",NA,0,-17,9,68,3021,4,6,7
"14327",NA,0,-13,13,69,3044,4,6,7
"14343",NA,0,-19,7,62,3060,4,6,7
"14360",NA,0,-11,15,70,3077,4,6,7
"14362",NA,0,-14,12,74,3079,4,6,7
"14365",NA,0,-12,14,70,3082,4,6,7
"14372",NA,0,-14,12,75,3089,4,6,7
"14383",NA,0,-25,1,68,3100,4,6,7
"14388",NA,0,-16,10,75,3105,4,6,7
"14395",NA,0,-10,16,75,3112,4,6,7
"14401",NA,0,-6,20,83,3118,4,6,7
"14410",NA,0,-7,19,70,3127,4,6,7
"14411",NA,0,-6,20,75,3128,4,6,7
"14444",NA,0,-14,12,66,3161,4,6,7
"14445",NA,0,-12,14,61,3162,4,6,7
"14446",NA,0,-12,14,63,3163,4,6,7
"14447",NA,0,-16,10,59,3164,4,6,7
"14448",NA,0,-11,15,67,3165,4,6,7
"14449",NA,0,-17,9,55,3166,4,6,7
"14450",NA,0,-13,13,65,3167,4,6,7
"14451",NA,0,-12,14,72,3168,4,6,7
"14452",NA,0,-17,9,70,3169,4,6,7
"14453",NA,0,-16,10,60,3170,4,6,7
"14454",NA,0,-13,13,61,3171,4,6,7
"14455",NA,0,-9,17,69,3172,4,6,7
"14456",NA,0,-12,14,65,3173,4,6,7
"14457",NA,0,-9,17,64,3174,4,6,7
"14458",NA,0,-13,13,62,3175,4,6,7
"14459",NA,0,-9,17,75,3176,4,6,7
"14460",NA,0,-9,17,67,3177,4,6,7
"14461",NA,0,-9,17,69,3178,4,6,7
"14462",NA,0,-14,12,73,3179,4,6,7
"14463",NA,0,-9,17,75,3180,4,6,7
"14464",NA,0,-13,13,83,3181,4,6,7
"14465",NA,0,-17,9,64,3182,4,6,7
"14466",NA,0,-16,10,63,3183,4,6,7
"14467",NA,0,-13,13,67,3184,4,6,7
"14468",NA,0,-15,11,67,3185,4,6,7
"14469",NA,0,-16,10,70,3186,4,6,7
"14470",NA,0,-16,10,58,3187,4,6,7
"14471",NA,0,-10,16,79,3188,4,6,7
"14472",NA,0,-15,11,50,3189,4,6,7
"14473",NA,0,-9,17,79,3190,4,6,7
"14474",NA,0,-10,16,95,3191,4,6,7
"14475",NA,0,-9,17,77,3192,4,6,7
"14476",0,1,-10,16,68,3193,4,6,7
"14478",NA,0,-12,14,55,3195,4,6,7
"14479",NA,0,-16,10,58,3196,4,6,7
"14480",NA,0,-14,12,62,3197,4,6,7
"14481",NA,0,-17,9,53,3198,4,6,7
"14482",NA,0,-9,17,69,3199,4,6,7
"14483",NA,0,-11,15,72,3200,4,6,7
"14484",NA,0,-14,12,56,3201,4,6,7
"14485",NA,0,-16,10,51,3202,4,6,7
"14486",NA,0,-14,12,53,3203,4,6,7
"14487",NA,0,-16,10,66,3204,4,6,7
"14488",NA,0,-13,13,58,3205,4,6,7
"14489",NA,0,-16,10,75,3206,4,6,7
"14490",NA,0,-10,16,68,3207,4,6,7
"14491",NA,0,-9,17,69,3208,4,6,7
"14492",NA,0,-13,13,65,3209,4,6,7
"14493",NA,0,-14,12,63,3210,4,6,7
"14495",NA,0,-14,12,56,3212,4,6,7
"14496",NA,0,-13,13,68,3213,4,6,7
"14497",NA,0,-13,13,72,3214,4,6,7
"14498",NA,0,-14,12,61,3215,4,6,7
"14500",NA,0,-10,16,69,3217,4,6,7
"14501",NA,0,-11,15,69,3218,4,6,7
"14502",NA,0,-14,12,55,3219,4,6,7
"14503",NA,0,-17,9,61,3220,4,6,7
"14504",NA,0,-11,15,71,3221,4,6,7
"14505",NA,0,-12,14,56,3222,4,6,7
"14506",NA,0,-16,10,58,3223,4,6,7
"14507",NA,0,-10,16,70,3224,4,6,7
"14508",NA,0,-14,12,73,3225,4,6,7
"14509",NA,0,-9,17,60,3226,4,6,7
"14510",NA,0,-13,13,60,3227,4,6,7
"14511",NA,0,-13,13,73,3228,4,6,7
"14512",NA,0,-9,17,68,3229,4,6,7
"14513",NA,0,-13,13,62,3230,4,6,7
"14514",NA,0,-16,10,51,3231,4,6,7
"14515",NA,0,-16,10,53,3232,4,6,7
"14516",NA,0,-12,14,61,3233,4,6,7
"14517",NA,0,-14,12,53,3234,4,6,7
"14518",NA,0,-9,17,74,3235,4,6,7
"14519",NA,0,-9,17,67,3236,4,6,7
"14520",NA,0,-14,12,63,3237,4,6,7
"14521",NA,0,-16,10,65,3238,4,6,7
"14522",NA,0,-16,10,60,3239,4,6,7
"14523",NA,0,-16,10,64,3240,4,6,7
"14524",NA,0,-16,10,53,3241,4,6,7
"14525",NA,0,-14,12,70,3242,4,6,7
"14526",NA,0,-14,12,65,3243,4,6,7
"14527",NA,0,-12,14,70,3244,4,6,7
"14529",NA,0,-14,12,68,3246,4,6,7
"14530",NA,0,-13,13,65,3247,4,6,7
"14531",0,1,-16,10,54,3248,4,6,7
"14532",NA,0,-12,14,67,3249,4,6,7
"14533",NA,0,-16,10,51,3250,4,6,7
"14534",1,1,-23,3,60,3251,4,6,7
"14535",NA,0,-23,3,55,3252,4,6,7
"14536",NA,0,-22,4,54,3253,4,6,7
"14537",NA,0,-23,3,56,3254,4,6,7
"14538",NA,0,-23,3,55,3255,4,6,7
"14539",NA,0,-23,3,63,3256,4,6,7
"14540",NA,0,-22,4,72,3257,4,6,7
"14541",NA,0,-22,4,49,3258,4,6,7
"14542",NA,0,-22,4,53,3259,4,6,7
"14543",NA,0,-22,4,92,3260,4,6,7
"14544",NA,0,-22,4,59,3261,4,6,7
"14545",NA,0,-23,3,54,3262,4,6,7
"14546",NA,0,-23,3,82,3263,4,6,7
"14547",NA,0,-22,4,NA,3264,4,6,7
"14548",NA,0,-23,3,74,3265,4,6,7
"14549",NA,0,-22,4,68,3266,4,6,7
"14550",NA,0,-23,3,69,3267,4,6,7
"14551",NA,0,-23,3,56,3268,4,6,7
"14552",NA,0,-22,4,83,3269,4,6,7
"14553",NA,0,-23,3,46,3270,4,6,7
"14554",NA,0,-23,3,87,3271,4,6,7
"14555",NA,0,-23,3,73,3272,4,6,7
"14556",NA,0,-22,4,55,3273,4,6,7
"14557",0,1,-23,3,79,3274,4,6,7
"14558",NA,0,-23,3,51,3275,4,6,7
"14559",NA,0,-23,3,55,3276,4,6,7
"14560",NA,0,-22,4,49,3277,4,6,7
"14561",NA,0,-23,3,69,3278,4,6,7
"14562",NA,0,-22,4,67,3279,4,6,7
"14563",NA,0,-23,3,58,3280,4,6,7
"14564",NA,0,-23,3,58,3281,4,6,7
"14565",NA,0,-22,4,58,3282,4,6,7
"14566",NA,0,-23,3,73,3283,4,6,7
"14567",NA,0,-23,3,60,3284,4,6,7
"14568",NA,0,-23,3,57,3285,4,6,7
"14569",0,1,-23,3,57,3286,4,6,7
"14570",NA,0,-23,3,56,3287,4,6,7
"14571",NA,0,-23,3,77,3288,4,6,7
"14572",NA,0,-23,3,90,3289,4,6,7
"14573",0,1,-23,3,56,3290,4,6,7
"14574",NA,0,-23,3,68,3291,4,6,7
"14575",NA,0,-23,3,99,3292,4,6,7
"14576",NA,0,-23,3,72,3293,4,6,7
"14577",NA,0,-23,3,62,3294,4,6,7
"14578",NA,0,-23,3,57,3295,4,6,7
"14595",NA,0,-9,17,104,3312,4,6,7
"14611",NA,0,-18,8,68,3328,4,6,7
"14616",NA,0,-19,7,68,3333,4,6,7
"14620",NA,0,-18,8,66,3337,4,6,7
"14624",NA,0,-21,5,74,3341,4,6,7
"14626",NA,0,-18,8,62,3343,4,6,7
"14638",NA,0,-21,5,59,3355,4,6,7
"14647",NA,0,-22,4,61,3364,4,6,7
"14657",NA,0,-20,6,77,3374,4,6,7
"14672",NA,0,-6,20,77,3389,4,6,7
"14683",NA,0,-4,22,107,3400,4,6,7
"14699",NA,0,-16,10,55,3416,4,6,7
"14734",NA,0,-18,8,75,3451,4,6,7
"14774",NA,0,-9,17,89,3491,4,6,7
"14798",NA,0,-10,16,62,3515,4,6,7
"14809",NA,0,-11,15,79,3526,4,6,7
"14811",NA,0,-11,15,87,3528,4,6,7
"14819",NA,0,-11,15,67,3536,4,6,7
"14821",NA,0,-26,0,71,3538,4,6,7
"14824",NA,0,-9,17,87,3541,4,6,7
"14826",NA,0,-12,14,73,3543,4,6,7
"14832",NA,0,-14,12,90,3549,4,6,7
"14840",NA,0,-22,4,66,3557,4,6,7
"14841",NA,0,-21,5,55,3558,4,6,7
"14842",NA,0,-20,6,75,3559,4,6,7
"14843",NA,0,-18,8,65,3560,4,6,7
"14844",NA,0,-22,4,68,3561,4,6,7
"14845",NA,0,-20,6,64,3562,4,6,7
"14846",NA,0,-17,9,51,3563,4,6,7
"14847",NA,0,-17,9,53,3564,4,6,7
"14848",NA,0,-20,6,61,3565,4,6,7
"14849",NA,0,-21,5,59,3566,4,6,7
"14850",NA,0,-18,8,55,3567,4,6,7
"14851",NA,0,-22,4,70,3568,4,6,7
"14852",NA,0,-17,9,50,3569,4,6,7
"14853",NA,0,-21,5,61,3570,4,6,7
"14854",NA,0,-21,5,69,3571,4,6,7
"14855",NA,0,-21,5,80,3572,4,6,7
"14856",NA,0,-19,7,55,3573,4,6,7
"14857",NA,0,-19,7,61,3574,4,6,7
"14858",NA,0,-18,8,85,3575,4,6,7
"14859",NA,0,-19,7,67,3576,4,6,7
"14860",NA,0,-17,9,53,3577,4,6,7
"14861",NA,0,-22,4,71,3578,4,6,7
"14862",NA,0,-21,5,65,3579,4,6,7
"14863",NA,0,-20,6,60,3580,4,6,7
"14864",NA,0,-20,6,70,3581,4,6,7
"14865",NA,0,-20,6,50,3582,4,6,7
"14866",NA,0,-20,6,57,3583,4,6,7
"14867",NA,0,-22,4,49,3584,4,6,7
"14868",NA,0,-17,9,59,3585,4,6,7
"14869",NA,0,-21,5,71,3586,4,6,7
"14870",NA,0,-22,4,69,3587,4,6,7
"14871",NA,0,-21,5,52,3588,4,6,7
"14872",NA,0,-22,4,68,3589,4,6,7
"14873",NA,0,-20,6,58,3590,4,6,7
"14874",NA,0,-18,8,68,3591,4,6,7
"14875",NA,0,-21,5,60,3592,4,6,7
"14876",NA,0,-21,5,64,3593,4,6,7
"14877",NA,0,-18,8,75,3594,4,6,7
"14878",NA,0,-20,6,60,3595,4,6,7
"14879",NA,0,-22,4,76,3596,4,6,7
"14880",NA,0,-22,4,69,3597,4,6,7
