"","Y","Yrecap","DL","UL","Size","IND_ID","Period","St_occ","End_occ"
"4472",NA,0,-32,-6,100,206,10,12,13
"4480",0,1,-15,11,117,214,10,12,13
"4483",11,1,-19,7,84,217,10,12,13
"4486",NA,0,-21,5,86,220,10,12,13
"4496",1,1,-29,-3,95,230,10,12,13
"4500",2,1,-26,0,95,234,10,12,13
"4501",-1,1,-33,-7,101,235,10,12,13
"4502",1,1,-17,9,96,236,10,12,13
"4503",NA,0,-24,2,94,237,10,12,13
"4516",NA,0,-26,0,91,250,10,12,13
"4521",NA,0,-7,19,115,255,10,12,13
"4525",0,1,-12,14,109,259,10,12,13
"4534",NA,0,-12,14,92,268,10,12,13
"4536",7,1,-8,18,108,270,10,12,13
"4537",NA,0,-24,2,72,271,10,12,13
"4540",4,1,-29,-3,85,274,10,12,13
"4543",NA,0,-36,-10,86,277,10,12,13
"4544",-1,1,-33,-7,102,278,10,12,13
"4550",1,1,-25,1,73,284,10,12,13
"4551",0,1,-20,6,72,285,10,12,13
"4553",0,1,-30,-4,76,287,10,12,13
"4558",NA,0,-24,2,107,292,10,12,13
"4565",NA,0,-34,-8,124,299,10,12,13
"4569",0,1,-31,-5,80,303,10,12,13
"4572",0,1,-33,-7,89,306,10,12,13
"4575",0,1,-33,-7,78,309,10,12,13
"4578",NA,0,-30,-4,76,312,10,12,13
"4579",NA,0,-29,-3,68,313,10,12,13
"4582",NA,0,-12,14,81,316,10,12,13
"4589",NA,0,-22,4,92,323,10,12,13
"4595",-1,1,-32,-6,82,329,10,12,13
"4606",NA,0,-31,-5,111,340,10,12,13
"4607",-1,1,-32,-6,119,341,10,12,13
"4613",NA,0,-31,-5,118,347,10,12,13
"4625",0,1,-15,11,118,359,10,12,13
"4645",0,1,-22,4,105,379,10,12,13
"4665",NA,0,-15,11,110,399,10,12,13
"4673",NA,0,-26,0,108,407,10,12,13
"4674",NA,0,-29,-3,73,408,10,12,13
"4675",NA,0,-23,3,89,409,10,12,13
"4678",1,1,-32,-6,108,412,10,12,13
"4679",0,1,-34,-8,137,413,10,12,13
"4680",-6,1,-28,-2,128,414,10,12,13
"4688",1,1,-7,19,109,422,10,12,13
"4691",7,1,-8,18,96,425,10,12,13
"4692",NA,0,-12,14,74,426,10,12,13
"4697",0,1,-8,18,107,431,10,12,13
"4707",NA,0,-37,-11,118,441,10,12,13
"4714",NA,0,-20,6,95,448,10,12,13
"4717",0,1,-16,10,83,451,10,12,13
"4721",NA,0,-21,5,98,455,10,12,13
"4725",5,1,-24,2,89,459,10,12,13
"4765",0,1,-6,20,99,25,11,13,14
"4766",0,1,-33,-7,80,26,11,13,14
"4767",0,1,-20,6,81,27,11,13,14
"4769",NA,0,-26,0,100,29,11,13,14
"4771",NA,0,-24,2,86,31,11,13,14
"4775",-2,1,-11,15,107,35,11,13,14
"4779",0,1,-15,11,104,39,11,13,14
"4784",-4,1,-30,-4,87,44,11,13,14
"4785",NA,0,-21,5,87,45,11,13,14
"4787",NA,0,-12,14,84,47,11,13,14
"4788",NA,0,-6,20,88,48,11,13,14
"4791",NA,0,-30,-4,74,51,11,13,14
"4792",NA,0,-25,1,67,52,11,13,14
"4793",NA,0,-8,18,105,53,11,13,14
"4797",NA,0,-25,1,82,57,11,13,14
"4799",-7,1,-18,8,115,59,11,13,14
"4802",NA,0,-9,17,64,62,11,13,14
"4803",NA,0,-26,0,87,63,11,13,14
"4804",0,1,-6,20,65,64,11,13,14
"4805",NA,0,-14,12,62,65,11,13,14
"4806",NA,0,-30,-4,55,66,11,13,14
"4807",NA,0,-24,2,68,67,11,13,14
"4808",NA,0,-26,0,62,68,11,13,14
"4809",0,1,-9,17,75,69,11,13,14
"4810",NA,0,-6,20,84,70,11,13,14
"4811",NA,0,-12,14,76,71,11,13,14
"4812",NA,0,-6,20,78,72,11,13,14
"4813",NA,0,-24,2,61,73,11,13,14
"4814",-1,1,-12,14,66,74,11,13,14
"4815",0,1,-22,4,78,75,11,13,14
"4816",NA,0,-31,-5,70,76,11,13,14
"4817",NA,0,-11,15,65,77,11,13,14
"4818",-2,1,-6,20,83,78,11,13,14
"4819",NA,0,-20,6,90,79,11,13,14
"4820",0,1,-26,0,89,80,11,13,14
"4821",7,1,-5,21,72,81,11,13,14
"4822",1,1,-14,12,97,82,11,13,14
"4823",NA,0,-17,9,85,83,11,13,14
"4824",NA,0,-34,-8,84,84,11,13,14
"4825",NA,0,-31,-5,76,85,11,13,14
"4826",0,1,-6,20,90,86,11,13,14
"4828",NA,0,-13,13,82,88,11,13,14
"4829",NA,0,-29,-3,74,89,11,13,14
"4830",NA,0,-12,14,51,90,11,13,14
"4831",0,1,-20,6,70,91,11,13,14
"4832",NA,0,-19,7,58,92,11,13,14
"4833",0,1,-30,-4,74,93,11,13,14
"4834",NA,0,-7,19,68,94,11,13,14
"4835",NA,0,-23,3,59,95,11,13,14
"4836",NA,0,-5,21,59,96,11,13,14
"4837",0,1,-22,4,98,97,11,13,14
"4838",-1,1,-14,12,65,98,11,13,14
"4839",NA,0,-27,-1,51,99,11,13,14
"4840",NA,0,-4,22,54,100,11,13,14
"4841",NA,0,-5,21,58,101,11,13,14
"4842",NA,0,-6,20,71,102,11,13,14
"4860",-2,1,-26,0,105,120,11,13,14
"4945",NA,0,-34,-8,144,205,11,13,14
"4954",NA,0,-15,11,122,214,11,13,14
"4955",0,1,-15,11,138,215,11,13,14
"4957",1,1,-30,-4,82,217,11,13,14
"4961",NA,0,-31,-5,105,221,11,13,14
"4969",1,1,-31,-5,135,229,11,13,14
"4970",NA,0,-30,-4,108,230,11,13,14
"4973",-2,1,-29,-3,91,233,11,13,14
"4974",-5,1,-28,-2,105,234,11,13,14
"4975",5,1,-32,-6,110,235,11,13,14
"4976",-3,1,-18,8,104,236,11,13,14
"4978",NA,0,-21,5,104,238,11,13,14
"4988",NA,0,-29,-3,97,248,11,13,14
"4989",0,1,-11,15,109,249,11,13,14
"4999",NA,0,-12,14,117,259,11,13,14
"5010",16,1,-15,11,130,270,11,13,14
"5014",NA,0,-33,-7,94,274,11,13,14
"5015",NA,0,-27,-1,150,275,11,13,14
"5018",1,1,-32,-6,106,278,11,13,14
"5019",0,1,-24,2,74,279,11,13,14
"5024",NA,0,-26,0,76,284,11,13,14
"5025",NA,0,-20,6,75,285,11,13,14
"5027",NA,0,-30,-4,79,287,11,13,14
"5028",NA,0,-20,6,85,288,11,13,14
"5040",NA,0,-31,-5,104,300,11,13,14
"5041",NA,0,-21,5,93,301,11,13,14
"5043",-2,1,-31,-5,84,303,11,13,14
"5046",NA,0,-33,-7,102,306,11,13,14
"5049",NA,0,-33,-7,86,309,11,13,14
"5054",3,1,-17,9,105,314,11,13,14
"5057",NA,0,-15,11,109,317,11,13,14
"5069",NA,0,-31,-5,95,329,11,13,14
"5072",1,1,-29,-3,95,332,11,13,14
"5081",NA,0,-31,-5,118,341,11,13,14
"5099",2,1,-15,11,120,359,11,13,14
"5113",0,1,-28,-2,119,373,11,13,14
"5119",0,1,-22,4,114,379,11,13,14
"5152",-13,1,-33,-7,108,412,11,13,14
"5153",NA,0,-34,-8,147,413,11,13,14
"5154",NA,0,-22,4,139,414,11,13,14
"5162",NA,0,-8,18,125,422,11,13,14
"5165",16,1,-15,11,119,425,11,13,14
"5171",NA,0,-8,18,114,431,11,13,14
"5176",NA,0,-7,19,157,436,11,13,14
"5191",NA,0,-16,10,102,451,11,13,14
"5199",NA,0,-29,-3,92,459,11,13,14
"5215",NA,0,-26,0,64,1,12,14,15
"5216",NA,0,-33,-7,83,2,12,14,15
"5217",NA,0,-30,-4,79,3,12,14,15
"5218",NA,0,-24,2,85,4,12,14,15
"5219",NA,0,-12,14,80,5,12,14,15
"5220",NA,0,-18,8,112,6,12,14,15
"5221",NA,0,-18,8,57,7,12,14,15
"5222",NA,0,-19,7,58,8,12,14,15
"5223",NA,0,-18,8,53,9,12,14,15
"5224",NA,0,-33,-7,60,10,12,14,15
"5225",NA,0,-9,17,61,11,12,14,15
"5226",NA,0,-24,2,67,12,12,14,15
"5227",NA,0,-14,12,78,13,12,14,15
"5228",NA,0,-31,-5,60,14,12,14,15
"5229",NA,0,-33,-7,80,15,12,14,15
"5239",NA,0,-6,20,100,25,12,14,15
"5240",NA,0,-33,-7,88,26,12,14,15
"5241",0,1,-20,6,82,27,12,14,15
"5249",2,1,-9,17,110,35,12,14,15
"5253",NA,0,-15,11,107,39,12,14,15
"5254",NA,0,-24,2,86,40,12,14,15
"5258",NA,0,-26,0,96,44,12,14,15
"5260",NA,0,-20,6,93,46,12,14,15
"5269",NA,0,-15,11,91,55,12,14,15
"5273",NA,0,-11,15,122,59,12,14,15
"5278",NA,0,-6,20,68,64,12,14,15
"5283",NA,0,-9,17,76,69,12,14,15
"5288",NA,0,-11,15,74,74,12,14,15
"5289",NA,0,-22,4,86,75,12,14,15
"5292",NA,0,-4,22,89,78,12,14,15
"5294",NA,0,-26,0,90,80,12,14,15
"5295",-1,1,-12,14,75,81,12,14,15
"5296",NA,0,-15,11,104,82,12,14,15
"5300",1,1,-6,20,98,86,12,14,15
"5301",NA,0,-10,16,79,87,12,14,15
"5305",NA,0,-20,6,77,91,12,14,15
"5307",0,1,-30,-4,82,93,12,14,15
"5311",NA,0,-22,4,105,97,12,14,15
"5312",NA,0,-13,13,66,98,12,14,15
"5334",-1,1,-24,2,105,120,12,14,15
"5350",-3,1,-37,-11,142,136,12,14,15
"5379",NA,0,-17,9,105,165,12,14,15
"5429",NA,0,-15,11,143,215,12,14,15
"5431",NA,0,-31,-5,89,217,12,14,15
"5443",NA,0,-32,-6,138,229,12,14,15
"5447",NA,0,-27,-1,103,233,12,14,15
"5448",NA,0,-23,3,109,234,12,14,15
"5449",NA,0,-37,-11,115,235,12,14,15
"5450",NA,0,-15,11,111,236,12,14,15
"5451",1,1,-27,-1,104,237,12,14,15
"5463",NA,0,-11,15,113,249,12,14,15
"5475",NA,0,-31,-5,103,261,12,14,15
"5484",NA,0,-31,-5,134,270,12,14,15
"5492",NA,0,-33,-7,115,278,12,14,15
"5493",0,1,-24,2,78,279,12,14,15
"5503",NA,0,-22,4,82,289,12,14,15
"5509",NA,0,-20,6,117,295,12,14,15
"5517",2,1,-29,-3,85,303,12,14,15
"5528",NA,0,-20,6,107,314,12,14,15
"5536",NA,0,-24,2,95,322,12,14,15
"5546",-1,1,-30,-4,98,332,12,14,15
"5548",0,1,-11,15,76,334,12,14,15
"5549",NA,0,-12,14,60,335,12,14,15
"5573",NA,0,-17,9,122,359,12,14,15
"5587",NA,0,-28,-2,132,373,12,14,15
"5593",0,1,-22,4,116,379,12,14,15
"5613",NA,0,-15,11,121,399,12,14,15
"5626",NA,0,-20,6,112,412,12,14,15
"5639",-3,1,-31,-5,122,425,12,14,15
"5657",NA,0,-12,14,110,443,12,14,15
"5675",NA,0,-14,12,126,461,12,14,15
"5686",2,1,-20,6,108,472,12,14,15
"5704",NA,0,-12,14,152,16,13,15,16
"5705",NA,0,-13,13,72,17,13,15,16
"5706",NA,0,-12,14,64,18,13,15,16
"5707",NA,0,-23,3,57,19,13,15,16
"5708",NA,0,-22,4,63,20,13,15,16
"5709",NA,0,-19,7,62,21,13,15,16
"5710",NA,0,-31,-5,85,22,13,15,16
"5711",NA,0,-22,4,70,23,13,15,16
"5715",NA,0,-20,6,80,27,13,15,16
"5719",NA,0,-24,2,87,31,13,15,16
"5723",NA,0,-11,15,107,35,13,15,16
"5741",2,1,-6,20,107,53,13,15,16
"5745",NA,0,-26,0,88,57,13,15,16
"5755",NA,0,-24,2,70,67,13,15,16
"5759",NA,0,-11,15,80,71,13,15,16
"5769",0,1,-11,15,74,81,13,15,16
"5774",NA,0,-7,19,100,86,13,15,16
"5777",0,1,-29,-3,77,89,13,15,16
"5781",NA,0,-30,-4,82,93,13,15,16
"5808",NA,0,-23,3,107,120,13,15,16
"5824",1,1,-34,-8,143,136,13,15,16
"5894",0,1,-22,4,142,206,13,15,16
"5925",-5,1,-28,-2,106,237,13,15,16
"5967",NA,0,-24,2,76,279,13,15,16
"5991",0,1,-31,-5,84,303,13,15,16
"5995",0,1,-31,-5,109,307,13,15,16
"5997",2,1,-31,-5,92,309,13,15,16
"5999",4,1,-29,-3,77,311,13,15,16
"6001",NA,0,-29,-3,78,313,13,15,16
"6005",NA,0,-22,4,112,317,13,15,16
"6020",NA,0,-29,-3,99,332,13,15,16
"6022",0,1,-11,15,77,334,13,15,16
"6067",NA,0,-22,4,115,379,13,15,16
"6113",NA,0,-28,-2,124,425,13,15,16
"6119",-6,1,-14,12,120,431,13,15,16
"6139",NA,0,-13,13,104,451,13,15,16
"6160",NA,0,-22,4,105,472,13,15,16
