"","ID","Y","Yrecap","DL","UL","Size","IND_ID","Period","St_occ","End_occ"
"1808",386,NA,0,-10,27,102,"a0982000407050392  ",4,6,7
"1809",387,-15,1,-18,19,55,"a0982000407050396  ",4,6,7
"1810",388,NA,0,-7,30,91,"a0982000407050399  ",4,6,7
"1811",389,NA,0,-11,26,104,"a0982000407050415  ",4,6,7
"1812",390,0,1,-13,24,80,"a0982000407050417  ",4,6,7
"1813",391,NA,0,-22,15,53,"a0982000407050427  ",4,6,7
"1814",392,NA,0,-7,30,139,"a0982000407050429  ",4,6,7
"1815",393,NA,0,-17,20,72,"a0982000407050433  ",4,6,7
"1816",394,NA,0,-14,23,55,"a0982000407050443  ",4,6,7
"1817",395,NA,0,-13,24,65,"a0982000407050452  ",4,6,7
"1818",396,NA,0,-9,28,63,"a0982000407050456  ",4,6,7
"1819",397,NA,0,-7,30,65,"a0982000407050463  ",4,6,7
"1820",398,-1,1,-7,30,62,"a0982000407050465  ",4,6,7
"1821",399,1,1,-14,23,70,"a0982000407050472  ",4,6,7
"1822",400,NA,0,-6,31,58,"a0982000407050475  ",4,6,7
"1823",401,NA,0,-29,8,51,"a0982000407050480  ",4,6,7
"1824",402,NA,0,-28,9,72,"a0982000407050483  ",4,6,7
"1825",403,NA,0,-28,9,98,"a0982000407050488  ",4,6,7
"1826",404,NA,0,-24,13,61,"a0982000407050491  ",4,6,7
"1827",405,NA,0,-30,7,121,"a0982000407050523  ",4,6,7
"1828",406,NA,0,-27,10,61,"a0982000407050531  ",4,6,7
"1829",407,NA,0,-25,12,62,"a0982000407050535  ",4,6,7
"1830",408,NA,0,-24,13,49,"a0982000407050536  ",4,6,7
"1831",409,NA,0,-23,14,52,"a0982000407050553  ",4,6,7
"1832",410,NA,0,-22,15,55,"a0982000407050565  ",4,6,7
"1833",411,NA,0,-26,11,62,"a0982000407050571  ",4,6,7
"1837",415,1,1,-28,9,80,"a0982000407050925  ",4,6,7
"1882",460,NA,0,-6,31,78,"a0982000407069645  ",4,6,7
"1893",471,NA,0,-22,15,63,"a0982000407069744  ",4,6,7
"2003",107,NA,0,-24,13,92,"a0900067000077141  ",5,7,8
"2008",112,1,1,-17,20,115,"a0900067000077227  ",5,7,8
"2016",120,0,1,-24,13,85,"a0900067000077400  ",5,7,8
"2017",121,-1,1,-21,16,71,"a0900067000080010  ",5,7,8
"2018",122,NA,0,-32,5,93,"a0900067000080089  ",5,7,8
"2024",128,NA,0,-2,35,145,"a0900067000080174  ",5,7,8
"2032",136,2,1,-32,5,99,"a0900067000080301  ",5,7,8
"2038",142,1,1,-14,23,115,"a0900067000080372  ",5,7,8
"2046",150,NA,0,-7,30,104,"a0900067000080436  ",5,7,8
"2058",162,0,1,-27,10,115,"a0900067000080629  ",5,7,8
"2061",165,0,1,-17,20,76,"a0900067000080713  ",5,7,8
"2063",167,NA,0,-31,6,86,"a0900067000080758  ",5,7,8
"2074",178,-1,1,-17,20,99,"a0900067000085014  ",5,7,8
"2076",180,NA,0,-34,3,118,"a0900067000085036  ",5,7,8
"2082",186,NA,0,-29,8,120,"a0900067000085117  ",5,7,8
"2085",189,NA,0,-7,30,127,"a0900067000085170  ",5,7,8
"2096",200,NA,0,-15,22,122,"a0900067000085386  ",5,7,8
"2101",205,NA,0,-31,6,86,"a0900067000085436  ",5,7,8
"2102",206,NA,0,-22,15,88,"a0900067000085449  ",5,7,8
"2104",208,NA,0,-26,11,95,"a0900067000085460  ",5,7,8
"2126",230,1,1,-29,8,57,"a0900067000121902  ",5,7,8
"2127",231,NA,0,-31,6,54,"a0900067000121924  ",5,7,8
"2128",232,NA,0,-32,5,66,"a0900067000121933  ",5,7,8
"2129",233,NA,0,-26,11,58,"a0900067000121953  ",5,7,8
"2130",234,NA,0,-26,11,68,"a0900067000121967  ",5,7,8
"2131",235,0,1,-29,8,62,"a0900067000121978  ",5,7,8
"2235",339,NA,0,-7,30,132,"a0982000403060055  ",5,7,8
"2237",341,NA,0,-18,19,112,"a0982000403060058  ",5,7,8
"2240",344,NA,0,-32,5,101,"a0982000403060103  ",5,7,8
"2241",345,NA,0,-2,35,146,"a0982000403060106  ",5,7,8
"2250",354,NA,0,-23,14,128,"a0982000403060451  ",5,7,8
"2252",356,NA,0,-7,30,114,"a0982000403060454  ",5,7,8
"2259",363,NA,0,-7,30,124,"a0982000403060487  ",5,7,8
"2266",370,NA,0,-13,24,107,"a0982000403060542  ",5,7,8
"2269",373,NA,0,-24,13,71,"a0982000407050098  ",5,7,8
"2270",374,4,1,-22,15,66,"a0982000407050099  ",5,7,8
"2271",375,NA,0,-32,5,127,"a0982000407050107  ",5,7,8
"2273",377,NA,0,-29,8,98,"a0982000407050140  ",5,7,8
"2283",387,1,1,-3,34,58,"a0982000407050396  ",5,7,8
"2286",390,NA,0,-13,24,92,"a0982000407050417  ",5,7,8
"2294",398,NA,0,-6,31,74,"a0982000407050465  ",5,7,8
"2295",399,0,1,-15,22,81,"a0982000407050472  ",5,7,8
"2308",412,-1,1,-21,16,91,"a0982000407050739  ",5,7,8
"2311",415,NA,0,-29,8,88,"a0982000407050925  ",5,7,8
"2317",421,NA,0,-10,27,85,"a0982000407063136  ",5,7,8
"2318",422,-1,1,-4,33,61,"a0982000407063137  ",5,7,8
"2319",423,NA,0,-10,27,86,"a0982000407063142  ",5,7,8
"2320",424,NA,0,-4,33,55,"a0982000407063148  ",5,7,8
"2321",425,NA,0,-10,27,53,"a0982000407063150  ",5,7,8
"2322",426,NA,0,-12,25,51,"a0982000407063159  ",5,7,8
"2323",427,2,1,-6,31,84,"a0982000407063160  ",5,7,8
"2324",428,NA,0,-4,33,75,"a0982000407063164  ",5,7,8
"2325",429,NA,0,-5,32,49,"a0982000407063165  ",5,7,8
"2326",430,NA,0,-11,26,63,"a0982000407063172  ",5,7,8
"2327",431,NA,0,-8,29,63,"a0982000407063175  ",5,7,8
"2328",432,NA,0,-11,26,64,"a0982000407063186  ",5,7,8
"2329",433,NA,0,-6,31,77,"a0982000407063187  ",5,7,8
"2330",434,NA,0,-4,33,76,"a0982000407063188  ",5,7,8
"2331",435,NA,0,-7,30,53,"a0982000407063196  ",5,7,8
"2332",436,1,1,-9,28,81,"a0982000407063198  ",5,7,8
"2333",437,NA,0,-12,25,75,"a0982000407063206  ",5,7,8
"2334",438,NA,0,-6,31,72,"a0982000407063209  ",5,7,8
"2335",439,1,1,-11,26,70,"a0982000407063210  ",5,7,8
"2336",440,NA,0,-5,32,61,"a0982000407063215  ",5,7,8
"2337",441,0,1,-16,21,79,"a0982000407063219  ",5,7,8
"2338",442,NA,0,-6,31,55,"a0982000407063221  ",5,7,8
"2339",443,0,1,-12,25,63,"a0982000407063224  ",5,7,8
"2340",444,0,1,-12,25,57,"a0982000407063227  ",5,7,8
"2341",445,NA,0,-9,28,76,"a0982000407063232  ",5,7,8
"2342",446,NA,0,-17,20,63,"a0982000407063538  ",5,7,8
"2343",447,NA,0,-13,24,85,"a0982000407063545  ",5,7,8
"2344",448,NA,0,-20,17,78,"a0982000407063565  ",5,7,8
"2345",449,1,1,-15,22,54,"a0982000407063567  ",5,7,8
"2346",450,NA,0,-16,21,71,"a0982000407063587  ",5,7,8
"2347",451,0,1,-16,21,57,"a0982000407063592  ",5,7,8
"2348",452,NA,0,-19,18,65,"a0982000407063595  ",5,7,8
"2349",453,NA,0,-17,20,75,"a0982000407063604  ",5,7,8
"2350",454,NA,0,-25,12,68,"a0982000407063610  ",5,7,8
"2351",455,-1,1,-19,18,68,"a0982000407063611  ",5,7,8
"2352",456,NA,0,-18,19,61,"a0982000407063619  ",5,7,8
"2353",457,NA,0,-19,18,71,"a0982000407063620  ",5,7,8
"2354",458,NA,0,-16,21,60,"a0982000407063622  ",5,7,8
"2355",459,NA,0,-21,16,76,"a0982000407063624  ",5,7,8
"2473",103,NA,0,-20,17,95,"a0900067000077033  ",6,8,9
"2482",112,0,1,-18,19,117,"a0900067000077227  ",6,8,9
"2487",117,NA,0,-15,22,132,"a0900067000077300  ",6,8,9
"2489",119,0,1,-18,19,110,"a0900067000077376  ",6,8,9
"2490",120,0,1,-24,13,89,"a0900067000077400  ",6,8,9
"2491",121,0,1,-20,17,74,"a0900067000080010  ",6,8,9
"2506",136,NA,0,-34,3,104,"a0900067000080301  ",6,8,9
"2508",138,0,1,-22,15,110,"a0900067000080329  ",6,8,9
"2510",140,4,1,-6,31,108,"a0900067000080344  ",6,8,9
"2512",142,NA,0,-15,22,117,"a0900067000080372  ",6,8,9
"2532",162,NA,0,-27,10,113,"a0900067000080629  ",6,8,9
"2535",165,NA,0,-17,20,77,"a0900067000080713  ",6,8,9
"2539",169,0,1,-22,15,94,"a0900067000080786  ",6,8,9
"2542",172,-1,1,-25,12,82,"a0900067000080809  ",6,8,9
"2548",178,2,1,-16,21,101,"a0900067000085014  ",6,8,9
"2551",181,NA,0,-23,14,112,"a0900067000085047  ",6,8,9
"2565",195,0,1,-18,19,135,"a0900067000085268  ",6,8,9
"2581",211,NA,0,-26,11,51,"a0900067000116686  ",6,8,9
"2582",212,NA,0,-18,19,55,"a0900067000116699  ",6,8,9
"2583",213,NA,0,-29,8,94,"a0900067000116703  ",6,8,9
"2584",214,NA,0,-15,22,96,"a0900067000116704  ",6,8,9
"2585",215,NA,0,-16,21,69,"a0900067000116705  ",6,8,9
"2586",216,NA,0,-9,28,105,"a0900067000116706  ",6,8,9
"2587",217,NA,0,-19,18,55,"a0900067000116710  ",6,8,9
"2588",218,0,1,-12,25,79,"a0900067000116714  ",6,8,9
"2589",219,NA,0,-11,26,72,"a0900067000116718  ",6,8,9
"2590",220,NA,0,-20,17,67,"a0900067000116729  ",6,8,9
"2591",221,NA,0,-28,9,68,"a0900067000116744  ",6,8,9
"2592",222,NA,0,-24,13,49,"a0900067000116748  ",6,8,9
"2593",223,0,1,-27,10,98,"a0900067000116754  ",6,8,9
"2594",224,-1,1,-18,19,77,"a0900067000116760  ",6,8,9
"2595",225,NA,0,-23,14,51,"a0900067000116771  ",6,8,9
"2596",226,NA,0,-9,28,59,"a0900067000116774  ",6,8,9
"2597",227,NA,0,-30,7,55,"a0900067000121791  ",6,8,9
"2598",228,0,1,-31,6,55,"a0900067000121794  ",6,8,9
