"","ID","IND_ID","Y","Yrecap","DL","UL","St_Size","End_Size","Period","Interval","St_Date","St_Month","St_Year","End_Date","End_Month","End_Year"
"3168",231,"a0900067000125891  ",NA,0,-35,2,130,NA,12,NA,17476,11,2017,NA,NA,NA
"3171",234,"a0982000403059736  ",1,1,0.5,1.5,69,70,12,68,17475,11,2017,17543,1,2018
"3208",4,"a0900043000125139  ",NA,0,-22,15,64,NA,13,NA,17545,1,2018,NA,NA,NA
"3215",11,"a0900043000134400  ",NA,0,-32,5,59,NA,13,NA,17549,1,2018,NA,NA,NA
"3216",12,"a0900043000134403  ",NA,0,-5,32,69,NA,13,NA,17543,1,2018,NA,NA,NA
"3217",13,"a0900043000134404  ",NA,0,-11,26,71,NA,13,NA,17543,1,2018,NA,NA,NA
"3218",14,"a0900043000134407  ",0,1,-0.5,0.5,61,62,13,45,17549,1,2018,17594,3,2018
"3219",15,"a0900043000134422  ",0,1,-0.5,0.5,66,65,13,45,17549,1,2018,17594,3,2018
"3220",16,"a0900043000134425  ",NA,0,-13,24,92,NA,13,NA,17545,1,2018,NA,NA,NA
"3221",17,"a0900043000134438  ",NA,0,-4,33,62,NA,13,NA,17543,1,2018,NA,NA,NA
"3222",18,"a0900043000134455  ",1,1,0.5,1.5,78,85,13,45,17549,1,2018,17594,3,2018
"3223",19,"a0900043000134464  ",NA,0,-28,9,72,NA,13,NA,17549,1,2018,NA,NA,NA
"3224",20,"a0900043000134467  ",NA,0,-27,10,155,NA,13,NA,17549,1,2018,NA,NA,NA
"3225",21,"a0900043000134470  ",NA,0,-24,13,63,NA,13,NA,17545,1,2018,NA,NA,NA
"3226",22,"a0900043000134566  ",3,1,2.5,3.5,63,62,13,49,17543,1,2018,17592,3,2018
"3227",23,"a0900043000134568  ",NA,0,-16,21,67,NA,13,NA,17545,1,2018,NA,NA,NA
"3238",34,"a0900043000135159  ",NA,0,-20,17,88,NA,13,NA,17545,1,2018,NA,NA,NA
"3253",49,"a0900043000135436  ",NA,0,-21,16,67,NA,13,NA,17545,1,2018,NA,NA,NA
"3255",51,"a0900043000135525  ",-1,1,-1.5,-0.5,68,68,13,49,17545,1,2018,17594,3,2018
"3259",55,"a0900043000135588  ",1,1,0.5,1.5,70,70,13,45,17549,1,2018,17594,3,2018
"3265",61,"a0900043000135693  ",2,1,1.5,2.5,78,76,13,49,17543,1,2018,17592,3,2018
"3270",66,"a0900043000135759  ",3,1,2.5,3.5,84,86,13,49,17545,1,2018,17594,3,2018
"3271",67,"a0900043000135796  ",NA,0,-12,25,99,NA,13,NA,17543,1,2018,NA,NA,NA
"3279",75,"a0900043000135866  ",NA,0,-21,16,59,NA,13,NA,17545,1,2018,NA,NA,NA
"3285",81,"a0900043000135972  ",8,1,7.5,8.5,94,93,13,49,17545,1,2018,17594,3,2018
"3298",94,"a0900067000080260  ",NA,0,-37,0,221,NA,13,NA,17549,1,2018,NA,NA,NA
"3365",161,"a0900067000125004  ",0,1,-0.5,0.5,73,74,13,49,17545,1,2018,17594,3,2018
"3368",164,"a0900067000125019  ",NA,0,-21,16,78,NA,13,NA,17545,1,2018,NA,NA,NA
"3376",172,"a0900067000125054  ",NA,0,-26,11,91,NA,13,NA,17549,1,2018,NA,NA,NA
"3377",173,"a0900067000125080  ",NA,0,-12,25,76,NA,13,NA,17543,1,2018,NA,NA,NA
"3392",188,"a0900067000125340  ",NA,0,-31,6,95,NA,13,NA,17549,1,2018,NA,NA,NA
"3432",228,"a0900067000125847  ",NA,0,-37,0,178,NA,13,NA,17549,1,2018,NA,NA,NA
"3438",234,"a0982000403059736  ",-1,1,-1.5,-0.5,70,70,13,49,17543,1,2018,17592,3,2018
