"","ID","IND_ID","Y","Yrecap","DL","UL","St_Size","End_Size","Period","Interval","St_Date","St_Month","St_Year","End_Date","End_Month","End_Year"
"6795",3034,"a0982000407050189",NA,0,-16,10,60,NA,2,NA,16880,3,2016,NA,NA,NA
"6796",3035,"a0982000407050190",NA,0,-16,10,82,NA,2,NA,16880,3,2016,NA,NA,NA
"6797",3036,"a0982000407050191",NA,0,-15,11,71,NA,2,NA,16880,3,2016,NA,NA,NA
"6799",3038,"a0982000407050193",NA,0,-13,13,67,NA,2,NA,16880,3,2016,NA,NA,NA
"6801",3040,"a0982000407050194",NA,0,-16,10,76,NA,2,NA,16880,3,2016,NA,NA,NA
"6803",3042,"a0982000407050196",NA,0,-13,13,100,NA,2,NA,16880,3,2016,NA,NA,NA
"6804",3043,"a0982000407050198",NA,0,-14,12,64,NA,2,NA,16880,3,2016,NA,NA,NA
"6806",3045,"a0982000407050200",NA,0,-11,15,77,NA,2,NA,16880,3,2016,NA,NA,NA
"6807",3046,"a0982000407050201",NA,0,-17,9,54,NA,2,NA,16880,3,2016,NA,NA,NA
"6808",3047,"a0982000407050202",NA,0,-13,13,60,NA,2,NA,16880,3,2016,NA,NA,NA
"6809",3048,"a0982000407050203",NA,0,-11,15,97,NA,2,NA,16880,3,2016,NA,NA,NA
"6810",3049,"a0982000407050204",NA,0,-15,11,75,NA,2,NA,16880,3,2016,NA,NA,NA
"6811",3050,"a0982000407050205",NA,0,-12,14,74,NA,2,NA,16880,3,2016,NA,NA,NA
"6812",3051,"a0982000407050207",NA,0,-11,15,57,NA,2,NA,16880,3,2016,NA,NA,NA
"6813",3052,"a0982000407050209",NA,0,-12,14,74,NA,2,NA,16880,3,2016,NA,NA,NA
"6815",3054,"a0982000407050212",NA,0,-15,11,63,NA,2,NA,16880,3,2016,NA,NA,NA
"6817",3056,"a0982000407050213",NA,0,-15,11,55,NA,2,NA,16880,3,2016,NA,NA,NA
"6819",3058,"a0982000407050214",NA,0,-12,14,79,NA,2,NA,16880,3,2016,NA,NA,NA
"6820",3059,"a0982000407050215",NA,0,-17,9,53,NA,2,NA,16880,3,2016,NA,NA,NA
"6822",3061,"a0982000407050216",NA,0,-17,9,55,NA,2,NA,16880,3,2016,NA,NA,NA
"6823",3062,"a0982000407050217",NA,0,-13,13,98,NA,2,NA,16880,3,2016,NA,NA,NA
"6824",3063,"a0982000407050218",NA,0,-15,11,60,NA,2,NA,16880,3,2016,NA,NA,NA
"6825",3064,"a0982000407050220",NA,0,-16,10,70,NA,2,NA,16880,3,2016,NA,NA,NA
"6826",3065,"a0982000407050221",NA,0,-10,16,68,NA,2,NA,16880,3,2016,NA,NA,NA
"6827",3066,"a0982000407050222",NA,0,-13,13,63,NA,2,NA,16880,3,2016,NA,NA,NA
"6828",3067,"a0982000407050223",NA,0,-15,11,55,NA,2,NA,16880,3,2016,NA,NA,NA
"6829",3068,"a0982000407050225",NA,0,-13,13,94,NA,2,NA,16880,3,2016,NA,NA,NA
"6830",3069,"a0982000407050226",NA,0,-11,15,70,NA,2,NA,16880,3,2016,NA,NA,NA
"6831",3070,"a0982000407050227",NA,0,-15,11,73,NA,2,NA,16880,3,2016,NA,NA,NA
"6833",3072,"a0982000407050230",NA,0,-10,16,85,NA,2,NA,16880,3,2016,NA,NA,NA
"6834",3073,"a0982000407050232",NA,0,-11,15,75,NA,2,NA,16880,3,2016,NA,NA,NA
"6835",3074,"a0982000407050234",NA,0,-12,14,64,NA,2,NA,16880,3,2016,NA,NA,NA
"6836",3075,"a0982000407050235",NA,0,-9,17,50,NA,2,NA,16880,3,2016,NA,NA,NA
"6837",3076,"a0982000407050237",NA,0,-11,15,73,NA,2,NA,16880,3,2016,NA,NA,NA
"6839",3078,"a0982000407050238",NA,0,-11,15,74,NA,2,NA,16880,3,2016,NA,NA,NA
"6841",3080,"a0982000407050240",NA,0,-13,13,61,NA,2,NA,16880,3,2016,NA,NA,NA
"6842",3081,"a0982000407050242",NA,0,-12,14,59,NA,2,NA,16880,3,2016,NA,NA,NA
"6844",3083,"a0982000407050243",NA,0,-12,14,85,NA,2,NA,16880,3,2016,NA,NA,NA
"6845",3084,"a0982000407050244",NA,0,-16,10,63,NA,2,NA,16880,3,2016,NA,NA,NA
"6847",3086,"a0982000407050247",NA,0,-17,9,53,NA,2,NA,16880,3,2016,NA,NA,NA
"6849",3088,"a0982000407050248",NA,0,-14,12,65,NA,2,NA,16880,3,2016,NA,NA,NA
"6851",3090,"a0982000407050251",NA,0,-16,10,64,NA,2,NA,16880,3,2016,NA,NA,NA
"6853",3092,"a0982000407050253",NA,0,-17,9,58,NA,2,NA,16880,3,2016,NA,NA,NA
"6855",3094,"a0982000407050254",NA,0,-10,16,69,NA,2,NA,16880,3,2016,NA,NA,NA
"6856",3095,"a0982000407050255",NA,0,-12,14,65,NA,2,NA,16880,3,2016,NA,NA,NA
"6857",3096,"a0982000407050256",NA,0,-9,17,114,NA,2,NA,16880,3,2016,NA,NA,NA
"6859",3098,"a0982000407050257",NA,0,-15,11,72,NA,2,NA,16880,3,2016,NA,NA,NA
"6860",3099,"a0982000407050258",NA,0,-10,16,60,NA,2,NA,16880,3,2016,NA,NA,NA
"6862",3101,"a0982000407050259",NA,0,-10,16,56,NA,2,NA,16880,3,2016,NA,NA,NA
"6863",3102,"a0982000407050260",NA,0,-12,14,72,NA,2,NA,16880,3,2016,NA,NA,NA
"6865",3104,"a0982000407050262",NA,0,-15,11,65,NA,2,NA,16880,3,2016,NA,NA,NA
"6867",3106,"a0982000407050264",NA,0,-16,10,56,NA,2,NA,16880,3,2016,NA,NA,NA
"6869",3108,"a0982000407050265",NA,0,-10,16,76,NA,2,NA,16880,3,2016,NA,NA,NA
"6870",3109,"a0982000407050266",NA,0,-14,12,80,NA,2,NA,16880,3,2016,NA,NA,NA
"6871",3110,"a0982000407050267",NA,0,-14,12,79,NA,2,NA,16880,3,2016,NA,NA,NA
"6872",3111,"a0982000407050268",NA,0,-10,16,77,NA,2,NA,16880,3,2016,NA,NA,NA
"6874",3113,"a0982000407050270",NA,0,-14,12,70,NA,2,NA,16880,3,2016,NA,NA,NA
"6875",3114,"a0982000407050271",NA,0,-16,10,77,NA,2,NA,16880,3,2016,NA,NA,NA
"6876",3115,"a0982000407050272",NA,0,-14,12,65,NA,2,NA,16880,3,2016,NA,NA,NA
"6877",3116,"a0982000407050273",NA,0,-10,16,83,NA,2,NA,16880,3,2016,NA,NA,NA
"6878",3117,"a0982000407050274",NA,0,-10,16,105,NA,2,NA,16880,3,2016,NA,NA,NA
"6879",3118,"a0982000407050276  ",NA,0,-5,21,80,NA,2,NA,16884,3,2016,NA,NA,NA
"6880",3119,"a0982000407050277  ",NA,0,-5,21,85,NA,2,NA,16884,3,2016,NA,NA,NA
"6881",3120,"a0982000407050278  ",NA,0,-5,21,85,NA,2,NA,16884,3,2016,NA,NA,NA
"6882",3121,"a0982000407050279  ",0,1,-0.5,0.5,102,105,2,62,16884,3,2016,16946,5,2016
"6883",3122,"a0982000407050283  ",NA,0,-5,21,70,NA,2,NA,16884,3,2016,NA,NA,NA
"6884",3123,"a0982000407050284  ",0,1,-0.5,0.5,64,67,2,62,16884,3,2016,16946,5,2016
"6885",3124,"a0982000407050286  ",0,1,-0.5,0.5,113,110,2,62,16884,3,2016,16946,5,2016
"6886",3125,"a0982000407050287  ",NA,0,-6,20,80,NA,2,NA,16884,3,2016,NA,NA,NA
"6887",3126,"a0982000407050288  ",NA,0,-6,20,83,NA,2,NA,16884,3,2016,NA,NA,NA
"6888",3127,"a0982000407050291  ",NA,0,-7,19,70,NA,2,NA,16884,3,2016,NA,NA,NA
"6889",3128,"a0982000407050294  ",NA,0,-6,20,69,NA,2,NA,16884,3,2016,NA,NA,NA
"6890",3129,"a0982000407050296  ",NA,0,-5,21,70,NA,2,NA,16884,3,2016,NA,NA,NA
"6891",3130,"a0982000407050298  ",0,1,-0.5,0.5,97,103,2,62,16884,3,2016,16946,5,2016
"6892",3131,"a0982000407050300  ",-1,1,-1.5,-0.5,90,96,2,62,16884,3,2016,16946,5,2016
"6893",3132,"a0982000407050301  ",NA,0,-5,21,86,NA,2,NA,16884,3,2016,NA,NA,NA
"6894",3133,"a0982000407050310  ",NA,0,-6,20,78,NA,2,NA,16884,3,2016,NA,NA,NA
"6895",3134,"a0982000407050312  ",NA,0,-4,22,67,NA,2,NA,16884,3,2016,NA,NA,NA
"6896",3135,"a0982000407050314  ",NA,0,-6,20,63,NA,2,NA,16884,3,2016,NA,NA,NA
"6897",3136,"a0982000407050315  ",NA,0,-7,19,85,NA,2,NA,16884,3,2016,NA,NA,NA
"6898",3137,"a0982000407050316  ",NA,0,-6,20,60,NA,2,NA,16884,3,2016,NA,NA,NA
"6899",3138,"a0982000407050319  ",0,1,-0.5,0.5,95,90,2,62,16884,3,2016,16946,5,2016
"6900",3139,"a0982000407050320  ",NA,0,-4,22,100,NA,2,NA,16884,3,2016,NA,NA,NA
"6901",3140,"a0982000407050321  ",NA,0,-6,20,78,NA,2,NA,16884,3,2016,NA,NA,NA
"6902",3141,"a0982000407050323  ",NA,0,-5,21,74,NA,2,NA,16884,3,2016,NA,NA,NA
"6903",3142,"a0982000407050324  ",NA,0,-5,21,60,NA,2,NA,16884,3,2016,NA,NA,NA
"6904",3143,"a0982000407050326  ",NA,0,-7,19,76,NA,2,NA,16884,3,2016,NA,NA,NA
"6906",3145,"a0982000407050327  ",0,1,-0.5,0.5,64,69,2,62,16884,3,2016,16946,5,2016
"6907",3146,"a0982000407050329  ",NA,0,-6,20,56,NA,2,NA,16884,3,2016,NA,NA,NA
"6908",3147,"a0982000407050331  ",0,1,-0.5,0.5,51,55,2,62,16884,3,2016,16946,5,2016
"6909",3148,"a0982000407050333  ",NA,0,-6,20,61,NA,2,NA,16884,3,2016,NA,NA,NA
"6910",3149,"a0982000407050334  ",NA,0,-6,20,84,NA,2,NA,16884,3,2016,NA,NA,NA
"6911",3150,"a0982000407050335  ",NA,0,-5,21,49,NA,2,NA,16884,3,2016,NA,NA,NA
"6912",3151,"a0982000407050340  ",NA,0,-5,21,50,NA,2,NA,16884,3,2016,NA,NA,NA
"6913",3152,"a0982000407050345  ",0,1,-0.5,0.5,79,80,2,62,16884,3,2016,16946,5,2016
"6914",3153,"a0982000407050351  ",NA,0,-6,20,66,NA,2,NA,16884,3,2016,NA,NA,NA
"6915",3154,"a0982000407050356  ",0,1,-0.5,0.5,61,71,2,62,16884,3,2016,16946,5,2016
"6916",3155,"a0982000407050361  ",NA,0,-5,21,66,NA,2,NA,16884,3,2016,NA,NA,NA
"6917",3156,"a0982000407050366  ",NA,0,-4,22,96,NA,2,NA,16884,3,2016,NA,NA,NA
"6918",3157,"a0982000407050369  ",NA,0,-4,22,59,NA,2,NA,16884,3,2016,NA,NA,NA
"6919",3158,"a0982000407050370  ",NA,0,-6,20,57,NA,2,NA,16884,3,2016,NA,NA,NA
"6920",3159,"a0982000407050372  ",NA,0,-7,19,84,NA,2,NA,16884,3,2016,NA,NA,NA
"6921",3160,"a0982000407050373  ",NA,0,-6,20,65,NA,2,NA,16884,3,2016,NA,NA,NA
"7057",3296,"a0982000407050780",NA,0,-8,18,61,NA,2,NA,16880,3,2016,NA,NA,NA
"7058",3297,"a0982000407050783",NA,0,-8,18,69,NA,2,NA,16880,3,2016,NA,NA,NA
"7059",3298,"a0982000407050788",NA,0,-8,18,87,NA,2,NA,16880,3,2016,NA,NA,NA
"7060",3299,"a0982000407050794",NA,0,-8,18,55,NA,2,NA,16880,3,2016,NA,NA,NA
"7061",3300,"a0982000407050806",NA,0,-9,17,91,NA,2,NA,16880,3,2016,NA,NA,NA
"7062",3301,"a0982000407050812",NA,0,-9,17,100,NA,2,NA,16880,3,2016,NA,NA,NA
"7063",3302,"a0982000407050816",NA,0,-8,18,50,NA,2,NA,16880,3,2016,NA,NA,NA
"7064",3303,"a0982000407050821",NA,0,-8,18,58,NA,2,NA,16880,3,2016,NA,NA,NA
"7065",3304,"a0982000407050831",NA,0,-8,18,67,NA,2,NA,16880,3,2016,NA,NA,NA
"7066",3305,"a0982000407050838",NA,0,-8,18,72,NA,2,NA,16880,3,2016,NA,NA,NA
"7067",3306,"a0982000407050845",NA,0,-10,16,70,NA,2,NA,16880,3,2016,NA,NA,NA
"7068",3307,"a0982000407050858",NA,0,-8,18,62,NA,2,NA,16880,3,2016,NA,NA,NA
"7069",3308,"a0982000407050866",NA,0,-9,17,59,NA,2,NA,16880,3,2016,NA,NA,NA
"7070",3309,"a0982000407050872",NA,0,-8,18,96,NA,2,NA,16880,3,2016,NA,NA,NA
"7071",3310,"a0982000407050874",NA,0,-8,18,55,NA,2,NA,16880,3,2016,NA,NA,NA
"7072",3311,"a0982000407050878",NA,0,-9,17,90,NA,2,NA,16880,3,2016,NA,NA,NA
"7074",3313,"a0982000407050880",NA,0,-17,9,64,NA,2,NA,16880,3,2016,NA,NA,NA
"7076",3315,"a0982000407050881",NA,0,-19,7,71,NA,2,NA,16880,3,2016,NA,NA,NA
"7077",3316,"a0982000407050883",NA,0,-18,8,55,NA,2,NA,16880,3,2016,NA,NA,NA
"7079",3318,"a0982000407050885",NA,0,-19,7,62,NA,2,NA,16880,3,2016,NA,NA,NA
"7081",3320,"a0982000407050886",NA,0,-21,5,65,NA,2,NA,16880,3,2016,NA,NA,NA
"7082",3321,"a0982000407050887",NA,0,-21,5,61,NA,2,NA,16880,3,2016,NA,NA,NA
"7084",3323,"a0982000407050888",NA,0,-19,7,59,NA,2,NA,16880,3,2016,NA,NA,NA
"7085",3324,"a0982000407050891",NA,0,-18,8,57,NA,2,NA,16880,3,2016,NA,NA,NA
"7086",3325,"a0982000407050892",NA,0,-21,5,80,NA,2,NA,16880,3,2016,NA,NA,NA
"7087",3326,"a0982000407050895",NA,0,-20,6,57,NA,2,NA,16880,3,2016,NA,NA,NA
"7088",3327,"a0982000407050896",NA,0,-18,8,65,NA,2,NA,16880,3,2016,NA,NA,NA
"7090",3329,"a0982000407050897",NA,0,-19,7,55,NA,2,NA,16880,3,2016,NA,NA,NA
"7092",3331,"a0982000407050904",NA,0,-20,6,63,NA,2,NA,16880,3,2016,NA,NA,NA
"7093",3332,"a0982000407050907",NA,0,-17,9,59,NA,2,NA,16880,3,2016,NA,NA,NA
"7095",3334,"a0982000407050908",NA,0,-19,7,92,NA,2,NA,16880,3,2016,NA,NA,NA
"7096",3335,"a0982000407050909",NA,0,-21,5,105,NA,2,NA,16880,3,2016,NA,NA,NA
"7097",3336,"a0982000407050910",NA,0,-18,8,61,NA,2,NA,16880,3,2016,NA,NA,NA
"7099",3338,"a0982000407050911",NA,0,-19,7,60,NA,2,NA,16880,3,2016,NA,NA,NA
"7100",3339,"a0982000407050913",NA,0,-19,7,66,NA,2,NA,16880,3,2016,NA,NA,NA
"7101",3340,"a0982000407050916",NA,0,-21,5,64,NA,2,NA,16880,3,2016,NA,NA,NA
"7103",3342,"a0982000407050919",NA,0,-18,8,55,NA,2,NA,16880,3,2016,NA,NA,NA
"7105",3344,"a0982000407050922",NA,0,-20,6,78,NA,2,NA,16880,3,2016,NA,NA,NA
"7106",3345,"a0982000407050924",NA,0,-18,8,52,NA,2,NA,16880,3,2016,NA,NA,NA
"7108",3347,"a0982000407050927",NA,0,-19,7,70,NA,2,NA,16880,3,2016,NA,NA,NA
"7109",3348,"a0982000407050928",NA,0,-18,8,75,NA,2,NA,16880,3,2016,NA,NA,NA
"7111",3350,"a0982000407050929",NA,0,-19,7,60,NA,2,NA,16880,3,2016,NA,NA,NA
"7113",3352,"a0982000407050931",NA,0,-21,5,62,NA,2,NA,16880,3,2016,NA,NA,NA
"7114",3353,"a0982000407050934",NA,0,-21,5,61,NA,2,NA,16880,3,2016,NA,NA,NA
"7115",3354,"a0982000407050935",NA,0,-21,5,55,NA,2,NA,16880,3,2016,NA,NA,NA
"7117",3356,"a0982000407050936",NA,0,-21,5,57,NA,2,NA,16880,3,2016,NA,NA,NA
"7118",3357,"a0982000407050937",NA,0,-18,8,60,NA,2,NA,16880,3,2016,NA,NA,NA
"7119",3358,"a0982000407050942",NA,0,-17,9,60,NA,2,NA,16880,3,2016,NA,NA,NA
"7120",3359,"a0982000407050943",NA,0,-18,8,49,NA,2,NA,16880,3,2016,NA,NA,NA
"7121",3360,"a0982000407050944",NA,0,-17,9,67,NA,2,NA,16880,3,2016,NA,NA,NA
"7122",3361,"a0982000407050947",NA,0,-18,8,56,NA,2,NA,16880,3,2016,NA,NA,NA
"7123",3362,"a0982000407050949",NA,0,-20,6,70,NA,2,NA,16880,3,2016,NA,NA,NA
"7124",3363,"a0982000407050951",NA,0,-21,5,55,NA,2,NA,16880,3,2016,NA,NA,NA
"7126",3365,"a0982000407050957",NA,0,-21,5,67,NA,2,NA,16880,3,2016,NA,NA,NA
"7127",3366,"a0982000407050958",NA,0,-18,8,69,NA,2,NA,16880,3,2016,NA,NA,NA
"7128",3367,"a0982000407050960",NA,0,-20,6,83,NA,2,NA,16880,3,2016,NA,NA,NA
"7129",3368,"a0982000407050961",NA,0,-18,8,70,NA,2,NA,16880,3,2016,NA,NA,NA
"7130",3369,"a0982000407050963",NA,0,-21,5,55,NA,2,NA,16880,3,2016,NA,NA,NA
"7132",3371,"a0982000407050964",NA,0,-20,6,82,NA,2,NA,16880,3,2016,NA,NA,NA
"7133",3372,"a0982000407050965",NA,0,-20,6,72,NA,2,NA,16880,3,2016,NA,NA,NA
"7134",3373,"a0982000407050968",NA,0,-20,6,67,NA,2,NA,16880,3,2016,NA,NA,NA
"7136",3375,"a0982000407050985",NA,0,-17,9,63,NA,2,NA,16880,3,2016,NA,NA,NA
"7137",3376,"a0982000407050989",NA,0,-20,6,64,NA,2,NA,16880,3,2016,NA,NA,NA
"7139",3378,"a0982000407050990",NA,0,-20,6,70,NA,2,NA,16880,3,2016,NA,NA,NA
"7140",3379,"a0982000407050991",NA,0,-19,7,80,NA,2,NA,16880,3,2016,NA,NA,NA
"8428",906,"a0900067000076525  ",NA,0,-14,12,88,NA,3,NA,16945,5,2016,NA,NA,NA
"8429",907,"a0900067000076539  ",NA,0,-11,15,70,NA,3,NA,16945,5,2016,NA,NA,NA
"8437",915,"a0900067000076564  ",NA,0,-18,8,80,NA,3,NA,16946,5,2016,NA,NA,NA
"8449",927,"a0900067000076592  ",0,1,-0.5,0.5,70,76,3,50,16946,5,2016,16996,7,2016
"8462",940,"a0900067000076624  ",NA,0,-21,5,98,NA,3,NA,16946,5,2016,NA,NA,NA
"8466",944,"a0900067000076641  ",NA,0,-20,6,68,NA,3,NA,16946,5,2016,NA,NA,NA
"8467",945,"a0900067000076642  ",NA,0,-13,13,71,NA,3,NA,16945,5,2016,NA,NA,NA
"8471",949,"a0900067000076650  ",NA,0,-10,16,80,NA,3,NA,16945,5,2016,NA,NA,NA
"8480",958,"a0900067000076684  ",NA,0,-8,18,73,NA,3,NA,16945,5,2016,NA,NA,NA
"8486",964,"a0900067000076700  ",NA,0,-20,6,98,NA,3,NA,16946,5,2016,NA,NA,NA
"8491",969,"a0900067000076708  ",0,1,-0.5,0.5,72,75,3,49,16945,5,2016,16994,7,2016
"8495",973,"a0900067000076717  ",NA,0,-14,12,107,NA,3,NA,16945,5,2016,NA,NA,NA
"8504",982,"a0900067000076733  ",NA,0,-13,13,74,NA,3,NA,16945,5,2016,NA,NA,NA
"8507",985,"a0900067000076742  ",NA,0,-13,13,86,NA,3,NA,16945,5,2016,NA,NA,NA
"8512",990,"a0900067000076750  ",NA,0,-22,4,84,NA,3,NA,16948,5,2016,NA,NA,NA
"8516",994,"a0900067000076766  ",NA,0,-11,15,65,NA,3,NA,16945,5,2016,NA,NA,NA
"8521",999,"a0900067000076776  ",NA,0,-15,11,102,NA,3,NA,16945,5,2016,NA,NA,NA
"8524",1002,"a0900067000076778  ",NA,0,-21,5,99,NA,3,NA,16946,5,2016,NA,NA,NA
"8530",1008,"a0900067000076792  ",NA,0,-26,0,86,NA,3,NA,16948,5,2016,NA,NA,NA
"8532",1010,"a0900067000076797  ",NA,0,-20,6,66,NA,3,NA,16946,5,2016,NA,NA,NA
"8533",1011,"a0900067000076798  ",NA,0,-13,13,90,NA,3,NA,16945,5,2016,NA,NA,NA
"8539",1017,"a0900067000076805  ",NA,0,-13,13,85,NA,3,NA,16945,5,2016,NA,NA,NA
"8540",1018,"a0900067000076806  ",NA,0,-12,14,72,NA,3,NA,16945,5,2016,NA,NA,NA
"8541",1019,"a0900067000076807  ",NA,0,-16,10,81,NA,3,NA,16945,5,2016,NA,NA,NA
"8545",1023,"a0900067000076813  ",NA,0,-11,15,75,NA,3,NA,16945,5,2016,NA,NA,NA
"8546",1024,"a0900067000076817  ",NA,0,-9,17,74,NA,3,NA,16945,5,2016,NA,NA,NA
"8557",1035,"a0900067000076832  ",0,1,-0.5,0.5,74,78,3,48,16946,5,2016,16994,7,2016
"8559",1037,"a0900067000076834  ",0,1,-0.5,0.5,75,84,3,48,16946,5,2016,16994,7,2016
"8562",1040,"a0900067000076841  ",NA,0,-14,12,79,NA,3,NA,16945,5,2016,NA,NA,NA
"8565",1043,"a0900067000076845  ",NA,0,-20,6,90,NA,3,NA,16946,5,2016,NA,NA,NA
"8571",1049,"a0900067000076858  ",NA,0,-19,7,78,NA,3,NA,16948,5,2016,NA,NA,NA
"8572",1050,"a0900067000076860  ",NA,0,-10,16,77,NA,3,NA,16945,5,2016,NA,NA,NA
"8573",1051,"a0900067000076862  ",NA,0,-13,13,76,NA,3,NA,16945,5,2016,NA,NA,NA
"8580",1058,"a0900067000076873  ",NA,0,-13,13,110,NA,3,NA,16945,5,2016,NA,NA,NA
"8600",1078,"a0900067000076939  ",-2,1,-2.5,-1.5,67,69,3,48,16946,5,2016,16994,7,2016
"8603",1081,"a0900067000076943  ",NA,0,-9,17,74,NA,3,NA,16945,5,2016,NA,NA,NA
"8607",1085,"a0900067000076955  ",0,1,-0.5,0.5,110,113,3,49,16945,5,2016,16994,7,2016
"8608",1086,"a0900067000076959  ",NA,0,-21,5,104,NA,3,NA,16946,5,2016,NA,NA,NA
"8609",1087,"a0900067000076962  ",NA,0,-20,6,73,NA,3,NA,16946,5,2016,NA,NA,NA
"8623",1101,"a0900067000076998  ",NA,0,-14,12,112,NA,3,NA,16945,5,2016,NA,NA,NA
"8624",1102,"a0900067000077000  ",NA,0,-9,17,73,NA,3,NA,16945,5,2016,NA,NA,NA
"8627",1105,"a0900067000077007  ",NA,0,-9,17,79,NA,3,NA,16945,5,2016,NA,NA,NA
"8637",1115,"a0900067000077037  ",NA,0,-6,20,107,NA,3,NA,16946,5,2016,NA,NA,NA
"8638",1116,"a0900067000077040  ",NA,0,-24,2,114,NA,3,NA,16948,5,2016,NA,NA,NA
"8642",1120,"a0900067000077060  ",NA,0,-22,4,76,NA,3,NA,16948,5,2016,NA,NA,NA
"8644",1122,"a0900067000077061  ",NA,0,-9,17,70,NA,3,NA,16945,5,2016,NA,NA,NA
"8648",1126,"a0900067000077071  ",NA,0,-7,19,122,NA,3,NA,16946,5,2016,NA,NA,NA
"8653",1131,"a0900067000077096  ",0,1,-0.5,0.5,81,84,3,47,16946,5,2016,16993,7,2016
"8674",1152,"a0900067000077153  ",NA,0,-8,18,88,NA,3,NA,16945,5,2016,NA,NA,NA
"8681",1159,"a0900067000077185  ",NA,0,-10,16,77,NA,3,NA,16945,5,2016,NA,NA,NA
"8683",1161,"a0900067000077187  ",NA,0,-6,20,85,NA,3,NA,16946,5,2016,NA,NA,NA
"8687",1165,"a0900067000077202  ",NA,0,-7,19,99,NA,3,NA,16946,5,2016,NA,NA,NA
"8696",1174,"a0900067000077235  ",NA,0,-6,20,128,NA,3,NA,16946,5,2016,NA,NA,NA
"8701",1179,"a0900067000077254  ",NA,0,-9,17,89,NA,3,NA,16945,5,2016,NA,NA,NA
"8702",1180,"a0900067000077255  ",NA,0,-7,19,125,NA,3,NA,16946,5,2016,NA,NA,NA
"8705",1183,"a0900067000077264  ",NA,0,-22,4,130,NA,3,NA,16948,5,2016,NA,NA,NA
"8708",1186,"a0900067000077280  ",NA,0,-9,17,114,NA,3,NA,16945,5,2016,NA,NA,NA
"8718",1196,"a0900067000077309  ",NA,0,-9,17,71,NA,3,NA,16945,5,2016,NA,NA,NA
"8723",1201,"a0900067000077328  ",NA,0,-9,17,69,NA,3,NA,16945,5,2016,NA,NA,NA
"8726",1204,"a0900067000077334  ",NA,0,-9,17,66,NA,3,NA,16945,5,2016,NA,NA,NA
"8727",1205,"a0900067000077341  ",NA,0,-23,3,96,NA,3,NA,16948,5,2016,NA,NA,NA
"8732",1210,"a0900067000077350  ",NA,0,-9,17,70,NA,3,NA,16945,5,2016,NA,NA,NA
"8751",1229,"a0900067000077410  ",NA,0,-9,17,77,NA,3,NA,16945,5,2016,NA,NA,NA
"8753",1231,"a0900067000077414  ",NA,0,-6,20,82,NA,3,NA,16946,5,2016,NA,NA,NA
"8756",1234,"a0900067000077424  ",NA,0,-23,3,68,NA,3,NA,16948,5,2016,NA,NA,NA
"8759",1237,"a0900067000077430  ",NA,0,-9,17,88,NA,3,NA,16945,5,2016,NA,NA,NA
"8765",1243,"a0900067000077448  ",1,1,0.5,1.5,75,77,3,47,16946,5,2016,16993,7,2016
"8772",1250,"a0900067000077480  ",NA,0,-7,19,77,NA,3,NA,16946,5,2016,NA,NA,NA
"8774",1252,"a0900067000077484  ",NA,0,-23,3,80,NA,3,NA,16948,5,2016,NA,NA,NA
"8797",1275,"a0900067000080029  ",NA,0,-10,16,69,NA,3,NA,16945,5,2016,NA,NA,NA
"8801",1279,"a0900067000080033  ",NA,0,-9,17,66,NA,3,NA,16945,5,2016,NA,NA,NA
"8809",1287,"a0900067000080043  ",14,1,13.5,14.5,55,70,3,51,16945,5,2016,16996,7,2016
"8811",1289,"a0900067000080045  ",NA,0,-4,22,65,NA,3,NA,16946,5,2016,NA,NA,NA
"8832",1310,"a0900067000080090  ",NA,0,-10,16,64,NA,3,NA,16945,5,2016,NA,NA,NA
"8862",1340,"a0900067000080152  ",NA,0,-9,17,69,NA,3,NA,16945,5,2016,NA,NA,NA
"8864",1342,"a0900067000080157  ",NA,0,-23,3,139,NA,3,NA,16948,5,2016,NA,NA,NA
"8875",1353,"a0900067000080179  ",-1,1,-1.5,-0.5,87,89,3,49,16945,5,2016,16994,7,2016
"8885",1363,"a0900067000080188  ",NA,0,-3,23,69,NA,3,NA,16946,5,2016,NA,NA,NA
"8901",1379,"a0900067000080205  ",NA,0,-7,19,75,NA,3,NA,16946,5,2016,NA,NA,NA
"8905",1383,"a0900067000080210  ",NA,0,-13,13,62,NA,3,NA,16945,5,2016,NA,NA,NA
"8914",1392,"a0900067000080223  ",NA,0,-12,14,69,NA,3,NA,16945,5,2016,NA,NA,NA
"8923",1401,"a0900067000080237  ",NA,0,-12,14,55,NA,3,NA,16945,5,2016,NA,NA,NA
"8931",1409,"a0900067000080259  ",NA,0,-11,15,70,NA,3,NA,16945,5,2016,NA,NA,NA
"8934",1412,"a0900067000080262  ",16,1,15.5,16.5,75,78,3,51,16945,5,2016,16996,7,2016
"8942",1420,"a0900067000080273  ",NA,0,-13,13,72,NA,3,NA,16945,5,2016,NA,NA,NA
"8954",1432,"a0900067000080288  ",NA,0,-5,21,66,NA,3,NA,16946,5,2016,NA,NA,NA
"8956",1434,"a0900067000080290  ",NA,0,-5,21,78,NA,3,NA,16946,5,2016,NA,NA,NA
"8957",1435,"a0900067000080295  ",1,1,0.5,1.5,75,77,3,48,16948,5,2016,16996,7,2016
"8966",1444,"a0900067000080314  ",NA,0,-9,17,71,NA,3,NA,16945,5,2016,NA,NA,NA
"8977",1455,"a0900067000080328  ",NA,0,-11,15,61,NA,3,NA,16945,5,2016,NA,NA,NA
