"","ID","IND_ID","Y","Yrecap","DL","UL","St_Size","End_Size","Period","Interval","St_Date","St_Month","St_Year","End_Date","End_Month","End_Year"
"1071",1071,"a0900067000076916  ",NA,0,-18,8,98,NA,1,NA,16818,1,2016,NA,NA,NA
"1073",1073,"a0900067000076925  ",NA,0,-19,7,72,NA,1,NA,16818,1,2016,NA,NA,NA
"1074",1074,"a0900067000076931  ",NA,0,-20,6,74,NA,1,NA,16821,1,2016,NA,NA,NA
"1076",1076,"a0900067000076934  ",NA,0,-22,4,79,NA,1,NA,16821,1,2016,NA,NA,NA
"1079",1079,"a0900067000076941  ",NA,0,-21,5,71,NA,1,NA,16821,1,2016,NA,NA,NA
"1085",1085,"a0900067000076955  ",NA,0,-13,13,112,NA,1,NA,16818,1,2016,NA,NA,NA
"1087",1087,"a0900067000076962  ",NA,0,-20,6,70,NA,1,NA,16821,1,2016,NA,NA,NA
"1088",1088,"a0900067000076964  ",NA,0,-10,16,95,NA,1,NA,16818,1,2016,NA,NA,NA
"1089",1089,"a0900067000076966  ",NA,0,-10,16,75,NA,1,NA,16818,1,2016,NA,NA,NA
"1090",1090,"a0900067000076967  ",NA,0,-17,9,72,NA,1,NA,16818,1,2016,NA,NA,NA
"1091",1091,"a0900067000076968  ",NA,0,-16,10,70,NA,1,NA,16818,1,2016,NA,NA,NA
"1092",1092,"a0900067000076969  ",NA,0,-15,11,86,NA,1,NA,16818,1,2016,NA,NA,NA
"1094",1094,"a0900067000076971  ",NA,0,-13,13,80,NA,1,NA,16818,1,2016,NA,NA,NA
"1095",1095,"a0900067000076972  ",NA,0,-20,6,70,NA,1,NA,16821,1,2016,NA,NA,NA
"1096",1096,"a0900067000076978  ",NA,0,-20,6,70,NA,1,NA,16821,1,2016,NA,NA,NA
"1097",1097,"a0900067000076983  ",NA,0,-23,3,110,NA,1,NA,16821,1,2016,NA,NA,NA
"1099",1099,"a0900067000076985  ",NA,0,-11,15,101,NA,1,NA,16818,1,2016,NA,NA,NA
"1103",1103,"a0900067000077003  ",NA,0,-22,4,72,NA,1,NA,16821,1,2016,NA,NA,NA
"1104",1104,"a0900067000077004  ",NA,0,-14,12,65,NA,1,NA,16818,1,2016,NA,NA,NA
"1105",1105,"a0900067000077007  ",NA,0,-26,0,73,NA,1,NA,16821,1,2016,NA,NA,NA
"1108",1108,"a0900067000077015  ",NA,0,-22,4,65,NA,1,NA,16821,1,2016,NA,NA,NA
"1109",1109,"a0900067000077018  ",NA,0,-9,17,70,NA,1,NA,16818,1,2016,NA,NA,NA
"1111",1111,"a0900067000077024  ",NA,0,-8,18,72,NA,1,NA,16818,1,2016,NA,NA,NA
"1112",1112,"a0900067000077025  ",NA,0,-9,17,67,NA,1,NA,16818,1,2016,NA,NA,NA
"1114",1114,"a0900067000077037",NA,0,-6,20,105,NA,1,NA,16814,1,2016,NA,NA,NA
"1117",1117,"a0900067000077052  ",0,1,-0.5,0.5,64,61,1,62,16821,1,2016,16883,3,2016
"1118",1118,"a0900067000077054  ",NA,0,-21,5,65,NA,1,NA,16821,1,2016,NA,NA,NA
"1125",1125,"a0900067000077071",NA,0,-7,19,121,NA,1,NA,16814,1,2016,NA,NA,NA
"1127",1127,"a0900067000077081  ",1,1,0.5,1.5,110,106,1,62,16821,1,2016,16883,3,2016
"1129",1129,"a0900067000077083  ",NA,0,-23,3,65,NA,1,NA,16821,1,2016,NA,NA,NA
"1130",1130,"a0900067000077096",NA,0,-6,20,70,NA,1,NA,16814,1,2016,NA,NA,NA
"1132",1132,"a0900067000077097  ",NA,0,-22,4,72,NA,1,NA,16821,1,2016,NA,NA,NA
"1133",1133,"a0900067000077098",NA,0,-4,22,119,NA,1,NA,16814,1,2016,NA,NA,NA
"1134",1134,"a0900067000077102",NA,0,-6,20,80,NA,1,NA,16814,1,2016,NA,NA,NA
"1137",1137,"a0900067000077111  ",NA,0,-10,16,84,NA,1,NA,16818,1,2016,NA,NA,NA
"1139",1139,"a0900067000077113",NA,0,-6,20,105,NA,1,NA,16814,1,2016,NA,NA,NA
"1141",1141,"a0900067000077115",NA,0,-6,20,77,NA,1,NA,16814,1,2016,NA,NA,NA
"1143",1143,"a0900067000077123  ",NA,0,-23,3,67,NA,1,NA,16821,1,2016,NA,NA,NA
"1144",1144,"a0900067000077124",NA,0,-4,22,77,NA,1,NA,16814,1,2016,NA,NA,NA
"1147",1147,"a0900067000077131  ",NA,0,-13,13,68,NA,1,NA,16818,1,2016,NA,NA,NA
"1148",1148,"a0900067000077132  ",NA,0,-13,13,76,NA,1,NA,16818,1,2016,NA,NA,NA
"1151",1151,"a0900067000077138  ",NA,0,-24,2,71,NA,1,NA,16821,1,2016,NA,NA,NA
"1153",1153,"a0900067000077154  ",NA,0,-8,18,68,NA,1,NA,16818,1,2016,NA,NA,NA
"1154",1154,"a0900067000077155",NA,0,-6,20,103,NA,1,NA,16814,1,2016,NA,NA,NA
"1155",1155,"a0900067000077166  ",NA,0,-12,14,74,NA,1,NA,16818,1,2016,NA,NA,NA
"1156",1156,"a0900067000077169",NA,0,-7,19,105,NA,1,NA,16814,1,2016,NA,NA,NA
"1163",1163,"a0900067000077193",NA,0,-4,22,81,NA,1,NA,16814,1,2016,NA,NA,NA
"1164",1164,"a0900067000077198  ",NA,0,-24,2,104,NA,1,NA,16821,1,2016,NA,NA,NA
"1166",1166,"a0900067000077205  ",NA,0,-22,4,104,NA,1,NA,16821,1,2016,NA,NA,NA
"1167",1167,"a0900067000077210  ",NA,0,-22,4,62,NA,1,NA,16821,1,2016,NA,NA,NA
"1169",1169,"a0900067000077222  ",NA,0,-22,4,68,NA,1,NA,16821,1,2016,NA,NA,NA
"1170",1170,"a0900067000077228  ",NA,0,-22,4,75,NA,1,NA,16821,1,2016,NA,NA,NA
"1171",1171,"a0900067000077229",NA,0,-7,19,105,NA,1,NA,16814,1,2016,NA,NA,NA
"1172",1172,"a0900067000077234",NA,0,-7,19,86,NA,1,NA,16814,1,2016,NA,NA,NA
"1176",1176,"a0900067000077244  ",NA,0,-22,4,61,NA,1,NA,16821,1,2016,NA,NA,NA
"1177",1177,"a0900067000077252  ",NA,0,-22,4,66,NA,1,NA,16821,1,2016,NA,NA,NA
"1181",1181,"a0900067000077259  ",0,1,-0.5,0.5,76,76,1,62,16821,1,2016,16883,3,2016
"1183",1183,"a0900067000077264  ",NA,0,-22,4,125,NA,1,NA,16821,1,2016,NA,NA,NA
"1185",1185,"a0900067000077280",NA,0,-7,19,104,NA,1,NA,16814,1,2016,NA,NA,NA
"1187",1187,"a0900067000077294  ",NA,0,-9,17,71,NA,1,NA,16818,1,2016,NA,NA,NA
"1188",1188,"a0900067000077296",NA,0,-6,20,65,NA,1,NA,16814,1,2016,NA,NA,NA
"1190",1190,"a0900067000077298  ",0,1,-0.5,0.5,109,117,1,62,16821,1,2016,16883,3,2016
"1191",1191,"a0900067000077299",NA,0,-6,20,108,NA,1,NA,16814,1,2016,NA,NA,NA
"1194",1194,"a0900067000077308",NA,0,-7,19,81,NA,1,NA,16814,1,2016,NA,NA,NA
"1197",1197,"a0900067000077310",NA,0,-4,22,97,NA,1,NA,16814,1,2016,NA,NA,NA
"1198",1198,"a0900067000077315  ",NA,0,-9,17,67,NA,1,NA,16818,1,2016,NA,NA,NA
"1199",1199,"a0900067000077325",NA,0,-5,21,120,NA,1,NA,16814,1,2016,NA,NA,NA
"1202",1202,"a0900067000077332",NA,0,-7,19,102,NA,1,NA,16814,1,2016,NA,NA,NA
"1205",1205,"a0900067000077341  ",NA,0,-23,3,80,NA,1,NA,16821,1,2016,NA,NA,NA
"1206",1206,"a0900067000077344",NA,0,-7,19,82,NA,1,NA,16814,1,2016,NA,NA,NA
"1207",1207,"a0900067000077345  ",NA,0,-13,13,75,NA,1,NA,16818,1,2016,NA,NA,NA
"1209",1209,"a0900067000077349  ",-6,1,-6.5,-5.5,77,75,1,66,16818,1,2016,16884,3,2016
"1210",1210,"a0900067000077350  ",NA,0,-8,18,67,NA,1,NA,16818,1,2016,NA,NA,NA
"1211",1211,"a0900067000077356  ",NA,0,-16,10,63,NA,1,NA,16818,1,2016,NA,NA,NA
"1214",1214,"a0900067000077359  ",NA,0,-22,4,102,NA,1,NA,16821,1,2016,NA,NA,NA
"1216",1216,"a0900067000077374  ",NA,0,-9,17,83,NA,1,NA,16818,1,2016,NA,NA,NA
"1217",1217,"a0900067000077377  ",NA,0,-23,3,72,NA,1,NA,16821,1,2016,NA,NA,NA
"1218",1218,"a0900067000077381  ",NA,0,-16,10,68,NA,1,NA,16818,1,2016,NA,NA,NA
"1219",1219,"a0900067000077383  ",NA,0,-10,16,69,NA,1,NA,16818,1,2016,NA,NA,NA
"1220",1220,"a0900067000077385",NA,0,-7,19,114,NA,1,NA,16814,1,2016,NA,NA,NA
"1223",1223,"a0900067000077389  ",NA,0,-23,3,70,NA,1,NA,16821,1,2016,NA,NA,NA
"1224",1224,"a0900067000077396",NA,0,-6,20,90,NA,1,NA,16814,1,2016,NA,NA,NA
"1225",1225,"a0900067000077397",NA,0,-7,19,66,NA,1,NA,16814,1,2016,NA,NA,NA
"1232",1232,"a0900067000077418",NA,0,-7,19,88,NA,1,NA,16814,1,2016,NA,NA,NA
"1233",1233,"a0900067000077420  ",NA,0,-21,5,68,NA,1,NA,16821,1,2016,NA,NA,NA
"1235",1235,"a0900067000077428",NA,0,-7,19,98,NA,1,NA,16814,1,2016,NA,NA,NA
"1239",1239,"a0900067000077434  ",NA,0,-23,3,73,NA,1,NA,16821,1,2016,NA,NA,NA
"1244",1244,"a0900067000077450",NA,0,-6,20,88,NA,1,NA,16814,1,2016,NA,NA,NA
"1246",1246,"a0900067000077458  ",NA,0,-23,3,75,NA,1,NA,16821,1,2016,NA,NA,NA
"1249",1249,"a0900067000077478",NA,0,-6,20,63,NA,1,NA,16814,1,2016,NA,NA,NA
"1251",1251,"a0900067000077482  ",NA,0,-9,17,70,NA,1,NA,16818,1,2016,NA,NA,NA
"1253",1253,"a0900067000077489  ",NA,0,-23,3,82,NA,1,NA,16821,1,2016,NA,NA,NA
"1254",1254,"a0900067000077493",NA,0,-4,22,114,NA,1,NA,16814,1,2016,NA,NA,NA
"1257",1257,"a0900067000080001  ",NA,0,-15,11,56,NA,1,NA,16818,1,2016,NA,NA,NA
"1258",1258,"a0900067000080004  ",NA,0,-11,15,66,NA,1,NA,16818,1,2016,NA,NA,NA
"1259",1259,"a0900067000080006",NA,0,-5,21,61,NA,1,NA,16814,1,2016,NA,NA,NA
"1260",1260,"a0900067000080012  ",NA,0,-22,4,68,NA,1,NA,16821,1,2016,NA,NA,NA
"1262",1262,"a0900067000080014  ",NA,0,-14,12,89,NA,1,NA,16818,1,2016,NA,NA,NA
"1263",1263,"a0900067000080015",NA,0,-5,21,65,NA,1,NA,16814,1,2016,NA,NA,NA
"1266",1266,"a0900067000080016  ",NA,0,-12,14,65,NA,1,NA,16818,1,2016,NA,NA,NA
"1267",1267,"a0900067000080019  ",NA,0,-13,13,55,NA,1,NA,16818,1,2016,NA,NA,NA
"1268",1268,"a0900067000080020",NA,0,-4,22,91,NA,1,NA,16814,1,2016,NA,NA,NA
"1270",1270,"a0900067000080021  ",NA,0,-10,16,62,NA,1,NA,16818,1,2016,NA,NA,NA
"1271",1271,"a0900067000080022  ",NA,0,-14,12,84,NA,1,NA,16818,1,2016,NA,NA,NA
"1272",1272,"a0900067000080025  ",NA,0,-15,11,60,NA,1,NA,16818,1,2016,NA,NA,NA
"1273",1273,"a0900067000080027",NA,0,-6,20,60,NA,1,NA,16814,1,2016,NA,NA,NA
"1274",1274,"a0900067000080029",NA,0,-7,19,64,NA,1,NA,16814,1,2016,NA,NA,NA
"1276",1276,"a0900067000080031",NA,0,-5,21,69,NA,1,NA,16814,1,2016,NA,NA,NA
"1278",1278,"a0900067000080032  ",NA,0,-13,13,59,NA,1,NA,16818,1,2016,NA,NA,NA
"1279",1279,"a0900067000080033  ",NA,0,-9,17,55,NA,1,NA,16818,1,2016,NA,NA,NA
"1280",1280,"a0900067000080034",NA,0,-5,21,65,NA,1,NA,16814,1,2016,NA,NA,NA
"1282",1282,"a0900067000080035  ",NA,0,-14,12,76,NA,1,NA,16818,1,2016,NA,NA,NA
"1285",1285,"a0900067000080040  ",NA,0,-13,13,50,NA,1,NA,16818,1,2016,NA,NA,NA
"1286",1286,"a0900067000080042  ",NA,0,-10,16,62,NA,1,NA,16818,1,2016,NA,NA,NA
"1287",1287,"a0900067000080043  ",NA,0,-13,13,50,NA,1,NA,16818,1,2016,NA,NA,NA
"1288",1288,"a0900067000080045",NA,0,-5,21,60,NA,1,NA,16814,1,2016,NA,NA,NA
"1290",1290,"a0900067000080049  ",NA,0,-12,14,60,NA,1,NA,16818,1,2016,NA,NA,NA
"1291",1291,"a0900067000080051  ",NA,0,-22,4,70,NA,1,NA,16821,1,2016,NA,NA,NA
"1292",1292,"a0900067000080052  ",NA,0,-14,12,74,NA,1,NA,16818,1,2016,NA,NA,NA
"1293",1293,"a0900067000080056  ",NA,0,-8,18,50,NA,1,NA,16818,1,2016,NA,NA,NA
"1294",1294,"a0900067000080058",NA,0,-5,21,78,NA,1,NA,16814,1,2016,NA,NA,NA
"1295",1295,"a0900067000080060  ",NA,0,-13,13,58,NA,1,NA,16818,1,2016,NA,NA,NA
"1297",1297,"a0900067000080062  ",NA,0,-10,16,68,NA,1,NA,16818,1,2016,NA,NA,NA
"1298",1298,"a0900067000080064",NA,0,-5,21,94,NA,1,NA,16814,1,2016,NA,NA,NA
"1299",1299,"a0900067000080065  ",0,1,-0.5,0.5,106,117,1,62,16821,1,2016,16883,3,2016
"1300",1300,"a0900067000080066  ",NA,0,-23,3,70,NA,1,NA,16821,1,2016,NA,NA,NA
"1301",1301,"a0900067000080067  ",NA,0,-15,11,63,NA,1,NA,16818,1,2016,NA,NA,NA
"1303",1303,"a0900067000080069  ",NA,0,-11,15,70,NA,1,NA,16818,1,2016,NA,NA,NA
"1304",1304,"a0900067000080072  ",NA,0,-8,18,55,NA,1,NA,16818,1,2016,NA,NA,NA
"1305",1305,"a0900067000080073",NA,0,-7,19,59,NA,1,NA,16814,1,2016,NA,NA,NA
"1306",1306,"a0900067000080074  ",NA,0,-13,13,55,NA,1,NA,16818,1,2016,NA,NA,NA
"1307",1307,"a0900067000080076",NA,0,-7,19,71,NA,1,NA,16814,1,2016,NA,NA,NA
"1308",1308,"a0900067000080085  ",NA,0,-9,17,53,NA,1,NA,16818,1,2016,NA,NA,NA
"1309",1309,"a0900067000080088",NA,0,-5,21,75,NA,1,NA,16814,1,2016,NA,NA,NA
"1310",1310,"a0900067000080090  ",NA,0,-10,16,59,NA,1,NA,16818,1,2016,NA,NA,NA
"1311",1311,"a0900067000080091  ",NA,0,-14,12,93,NA,1,NA,16818,1,2016,NA,NA,NA
"1312",1312,"a0900067000080094",NA,0,-7,19,129,NA,1,NA,16814,1,2016,NA,NA,NA
"1315",1315,"a0900067000080097  ",NA,0,-16,10,74,NA,1,NA,16818,1,2016,NA,NA,NA
"1317",1317,"a0900067000080107  ",NA,0,-8,18,58,NA,1,NA,16818,1,2016,NA,NA,NA
"1318",1318,"a0900067000080113",NA,0,-6,20,64,NA,1,NA,16814,1,2016,NA,NA,NA
"1319",1319,"a0900067000080114  ",NA,0,-15,11,56,NA,1,NA,16818,1,2016,NA,NA,NA
"1320",1320,"a0900067000080115  ",NA,0,-13,13,61,NA,1,NA,16818,1,2016,NA,NA,NA
"1323",1323,"a0900067000080117  ",NA,0,-11,15,73,NA,1,NA,16818,1,2016,NA,NA,NA
"1324",1324,"a0900067000080121",NA,0,-7,19,95,NA,1,NA,16814,1,2016,NA,NA,NA
"1325",1325,"a0900067000080124",NA,0,-5,21,50,NA,1,NA,16814,1,2016,NA,NA,NA
"1326",1326,"a0900067000080125  ",NA,0,-15,11,52,NA,1,NA,16818,1,2016,NA,NA,NA
"1327",1327,"a0900067000080127  ",NA,0,-8,18,73,NA,1,NA,16818,1,2016,NA,NA,NA
"1329",1329,"a0900067000080129  ",NA,0,-13,13,63,NA,1,NA,16818,1,2016,NA,NA,NA
"1330",1330,"a0900067000080130  ",NA,0,-11,15,68,NA,1,NA,16818,1,2016,NA,NA,NA
"1331",1331,"a0900067000080131  ",NA,0,-10,16,72,NA,1,NA,16818,1,2016,NA,NA,NA
"1333",1333,"a0900067000080134  ",NA,0,-12,14,62,NA,1,NA,16818,1,2016,NA,NA,NA
"1334",1334,"a0900067000080138  ",NA,0,-16,10,55,NA,1,NA,16818,1,2016,NA,NA,NA
"1335",1335,"a0900067000080139  ",NA,0,-11,15,68,NA,1,NA,16818,1,2016,NA,NA,NA
"1336",1336,"a0900067000080140  ",NA,0,-11,15,80,NA,1,NA,16818,1,2016,NA,NA,NA
"1337",1337,"a0900067000080141  ",NA,0,-14,12,58,NA,1,NA,16818,1,2016,NA,NA,NA
"1338",1338,"a0900067000080147  ",NA,0,-8,18,53,NA,1,NA,16818,1,2016,NA,NA,NA
"1339",1339,"a0900067000080148",NA,0,-4,22,60,NA,1,NA,16814,1,2016,NA,NA,NA
"1340",1340,"a0900067000080152  ",NA,0,-8,18,62,NA,1,NA,16818,1,2016,NA,NA,NA
"1341",1341,"a0900067000080154  ",NA,0,-8,18,48,NA,1,NA,16818,1,2016,NA,NA,NA
"1342",1342,"a0900067000080157  ",0,1,-0.5,0.5,126,132,1,62,16821,1,2016,16883,3,2016
"1344",1344,"a0900067000080164  ",NA,0,-13,13,88,NA,1,NA,16818,1,2016,NA,NA,NA
"1345",1345,"a0900067000080165  ",NA,0,-13,13,59,NA,1,NA,16818,1,2016,NA,NA,NA
"1347",1347,"a0900067000080166  ",NA,0,-13,13,60,NA,1,NA,16818,1,2016,NA,NA,NA
"1348",1348,"a0900067000080169",NA,0,-5,21,65,NA,1,NA,16814,1,2016,NA,NA,NA
"1349",1349,"a0900067000080170",NA,0,-5,21,50,NA,1,NA,16814,1,2016,NA,NA,NA
"1350",1350,"a0900067000080171  ",NA,0,-13,13,61,NA,1,NA,16818,1,2016,NA,NA,NA
"1351",1351,"a0900067000080176  ",NA,0,-12,14,55,NA,1,NA,16818,1,2016,NA,NA,NA
"1352",1352,"a0900067000080178  ",NA,0,-13,13,62,NA,1,NA,16818,1,2016,NA,NA,NA
"1353",1353,"a0900067000080179  ",NA,0,-13,13,80,NA,1,NA,16818,1,2016,NA,NA,NA
"1355",1355,"a0900067000080181  ",NA,0,-10,16,67,NA,1,NA,16818,1,2016,NA,NA,NA
"1357",1357,"a0900067000080183  ",NA,0,-9,17,56,NA,1,NA,16818,1,2016,NA,NA,NA
"1358",1358,"a0900067000080184  ",NA,0,-9,17,45,NA,1,NA,16818,1,2016,NA,NA,NA
"1359",1359,"a0900067000080185  ",NA,0,-11,15,65,NA,1,NA,16818,1,2016,NA,NA,NA
"1361",1361,"a0900067000080186  ",NA,0,-8,18,59,NA,1,NA,16818,1,2016,NA,NA,NA
"1362",1362,"a0900067000080188",NA,0,-5,21,57,NA,1,NA,16814,1,2016,NA,NA,NA
"1364",1364,"a0900067000080190  ",NA,0,-8,18,60,NA,1,NA,16818,1,2016,NA,NA,NA
"1365",1365,"a0900067000080191",NA,0,-4,22,60,NA,1,NA,16814,1,2016,NA,NA,NA
"1366",1366,"a0900067000080192",NA,0,-6,20,60,NA,1,NA,16814,1,2016,NA,NA,NA
