"","ID","Y","Yrecap","DL","UL","Size","IND_ID","Period","St_occ","End_occ"
"3986",346,0,1,-33,4,62,"a0900067000121881  ",6,8,9
"3987",347,NA,0,-30,7,79,"a0900067000121882  ",6,8,9
"3988",348,0,1,-34,3,142,"a0900067000121884  ",6,8,9
"3991",351,NA,0,-31,6,82,"a0900067000121890  ",6,8,9
"3993",353,NA,0,-29,8,63,"a0900067000121898  ",6,8,9
"4001",361,NA,0,-31,6,78,"a0900067000121916  ",6,8,9
"4003",363,NA,0,-34,3,83,"a0900067000121919  ",6,8,9
"4006",366,NA,0,-29,8,80,"a0900067000121929  ",6,8,9
"4007",367,NA,0,-29,8,73,"a0900067000121930  ",6,8,9
"4010",370,NA,0,-30,7,66,"a0900067000121936  ",6,8,9
"4011",371,NA,0,-34,3,63,"a0900067000121938  ",6,8,9
"4012",372,NA,0,-35,2,104,"a0900067000121942  ",6,8,9
"4013",373,0,1,-29,8,61,"a0900067000121946  ",6,8,9
"4016",376,NA,0,-31,6,94,"a0900067000121951  ",6,8,9
"4026",386,NA,0,-26,11,90,"a0900067000121969  ",6,8,9
"4030",390,NA,0,-29,8,72,"a0900067000121974  ",6,8,9
"4034",394,NA,0,-29,8,68,"a0900067000121980  ",6,8,9
"4035",395,NA,0,-18,19,67,"a0900067000122081  ",6,8,9
"4036",396,NA,0,-12,25,67,"a0900067000122089  ",6,8,9
"4037",397,0,1,-29,8,64,"a0900067000122090  ",6,8,9
"4038",398,NA,0,-13,24,51,"a0900067000122092  ",6,8,9
"4039",399,NA,0,-24,13,93,"a0900067000122093  ",6,8,9
"4040",400,NA,0,-20,17,58,"a0900067000122094  ",6,8,9
"4041",401,NA,0,-11,26,53,"a0900067000122096  ",6,8,9
"4042",402,NA,0,-29,8,79,"a0900067000122098  ",6,8,9
"4043",403,7,1,-11,26,82,"a0900067000122101  ",6,8,9
"4044",404,NA,0,-24,13,69,"a0900067000122103  ",6,8,9
"4045",405,NA,0,-19,18,94,"a0900067000122110  ",6,8,9
"4046",406,0,1,-29,8,81,"a0900067000122112  ",6,8,9
"4047",407,NA,0,-16,21,76,"a0900067000122114  ",6,8,9
"4048",408,NA,0,-29,8,60,"a0900067000122115  ",6,8,9
"4049",409,NA,0,-28,9,61,"a0900067000122116  ",6,8,9
"4050",410,NA,0,-25,12,65,"a0900067000122117  ",6,8,9
"4051",411,0,1,-15,22,78,"a0900067000122118  ",6,8,9
"4052",412,NA,0,-28,9,79,"a0900067000122125  ",6,8,9
"4053",413,NA,0,-8,29,57,"a0900067000122127  ",6,8,9
"4054",414,-2,1,-24,13,85,"a0900067000122128  ",6,8,9
"4055",415,NA,0,-20,17,114,"a0900067000122131  ",6,8,9
"4056",416,NA,0,-29,8,80,"a0900067000122132  ",6,8,9
"4057",417,3,1,-13,24,67,"a0900067000122134  ",6,8,9
"4058",418,NA,0,-29,8,52,"a0900067000122140  ",6,8,9
"4059",419,NA,0,-11,26,75,"a0900067000122143  ",6,8,9
"4060",420,NA,0,-11,26,59,"a0900067000122150  ",6,8,9
"4061",421,0,1,-16,21,55,"a0900067000122151  ",6,8,9
"4062",422,NA,0,-11,26,61,"a0900067000122152  ",6,8,9
"4063",423,NA,0,-22,15,78,"a0900067000122153  ",6,8,9
"4064",424,NA,0,-29,8,61,"a0900067000122158  ",6,8,9
"4065",425,NA,0,-25,12,71,"a0900067000122162  ",6,8,9
"4066",426,1,1,-23,14,90,"a0900067000122163  ",6,8,9
"4067",427,NA,0,-20,17,82,"a0900067000122172  ",6,8,9
"4068",428,NA,0,-20,17,83,"a0900067000122173  ",6,8,9
"4069",429,NA,0,-28,9,72,"a0900067000122174  ",6,8,9
"4070",430,NA,0,-9,28,62,"a0900067000122177  ",6,8,9
"4071",431,NA,0,-20,17,78,"a0900067000122178  ",6,8,9
"4072",432,NA,0,-29,8,73,"a0900067000122180  ",6,8,9
"4197",557,NA,0,-31,6,70,"a0982000407050039  ",6,8,9
"4207",567,NA,0,-22,15,103,"a0982000407050119  ",6,8,9
"4211",571,NA,0,-26,11,95,"a0982000407050147  ",6,8,9
"4217",577,NA,0,-15,22,91,"a0982000407050349  ",6,8,9
"4224",584,NA,0,-13,24,68,"a0982000407050398  ",6,8,9
"4226",586,NA,0,-28,9,96,"a0982000407050411  ",6,8,9
"4229",589,1,1,-13,24,101,"a0982000407050435  ",6,8,9
"4234",594,NA,0,-13,24,87,"a0982000407050454  ",6,8,9
"4236",596,NA,0,-15,22,110,"a0982000407050473  ",6,8,9
"4244",604,NA,0,-28,9,80,"a0982000407050494  ",6,8,9
"4251",611,-1,1,-27,10,102,"a0982000407050509  ",6,8,9
"4261",621,NA,0,-27,10,106,"a0982000407050534  ",6,8,9
"4262",622,NA,0,-28,9,79,"a0982000407050539  ",6,8,9
"4263",623,NA,0,-28,9,81,"a0982000407050540  ",6,8,9
"4265",625,NA,0,-35,2,72,"a0982000407050544  ",6,8,9
"4282",642,NA,0,-30,7,73,"a0982000407050577  ",6,8,9
"4284",644,-1,1,-25,12,74,"a0982000407050817  ",6,8,9
"4286",646,NA,0,-29,8,83,"a0982000407050893  ",6,8,9
"4292",652,NA,0,-20,17,107,"a0982000407050945  ",6,8,9
"4294",654,NA,0,-32,5,103,"a0982000407050954  ",6,8,9
"4297",657,NA,0,-4,33,55,"a0982000407063135  ",6,8,9
"4299",659,NA,0,-11,26,116,"a0982000407063145  ",6,8,9
"4300",660,NA,0,-11,26,110,"a0982000407063151  ",6,8,9
"4301",661,NA,0,-11,26,72,"a0982000407063153  ",6,8,9
"4302",662,-3,1,-9,28,66,"a0982000407063155  ",6,8,9
"4304",664,NA,0,-11,26,108,"a0982000407063179  ",6,8,9
"4307",667,2,1,-16,21,71,"a0982000407063194  ",6,8,9
"4310",670,NA,0,-4,33,60,"a0982000407063204  ",6,8,9
"4311",671,NA,0,-11,26,98,"a0982000407063220  ",6,8,9
"4316",676,NA,0,-19,18,152,"a0982000407063537  ",6,8,9
"4317",677,NA,0,-29,8,67,"a0982000407063539  ",6,8,9
"4321",681,NA,0,-16,21,70,"a0982000407063553  ",6,8,9
"4322",682,NA,0,-13,24,88,"a0982000407063554  ",6,8,9
"4326",686,NA,0,-20,17,66,"a0982000407063564  ",6,8,9
"4329",689,0,1,-29,8,81,"a0982000407063582  ",6,8,9
"4330",690,-2,1,-18,19,60,"a0982000407063583  ",6,8,9
"4333",693,NA,0,-13,24,78,"a0982000407063590  ",6,8,9
"4334",694,NA,0,-14,23,97,"a0982000407063591  ",6,8,9
"4339",699,0,1,-13,24,81,"a0982000407063608  ",6,8,9
"4341",701,NA,0,-26,11,67,"a0982000407063614  ",6,8,9
"4342",702,1,1,-20,17,114,"a0982000407063616  ",6,8,9
"4345",705,NA,0,-22,15,82,"a0982000407063632  ",6,8,9
"4346",706,-1,1,-13,24,68,"a0982000407063633  ",6,8,9
"4355",715,NA,0,-9,28,71,"a0982000407069666  ",6,8,9
"4359",719,NA,0,-29,8,87,"a0982000407069705  ",6,8,9
"4362",722,NA,0,-11,26,54,"a0982000407069718  ",6,8,9
"4363",723,NA,0,-20,17,71,"a0982000407069730  ",6,8,9
"4569",201,0,1,-19,18,117,"a0900067000077137  ",7,9,10
"4575",207,-1,1,-28,9,120,"a0900067000077402  ",7,9,10
"4590",222,0,1,-28,9,116,"a0900067000080153  ",7,9,10
"4594",226,NA,0,-29,8,119,"a0900067000080200  ",7,9,10
"4626",258,0,1,-15,22,113,"a0900067000080740  ",7,9,10
"4632",264,NA,0,-29,8,82,"a0900067000080936  ",7,9,10
"4639",271,0,1,-37,0,121,"a0900067000085035  ",7,9,10
"4644",276,0,1,-23,14,106,"a0900067000085086  ",7,9,10
"4647",279,0,1,-34,3,107,"a0900067000085118  ",7,9,10
"4649",281,4,1,-19,18,146,"a0900067000085185  ",7,9,10
"4658",290,0,1,-37,0,111,"a0900067000085293  ",7,9,10
"4666",298,NA,0,-19,18,142,"a0900067000085374  ",7,9,10
"4671",303,0,1,-31,6,87,"a0900067000085430  ",7,9,10
"4678",310,NA,0,-34,3,72,"a0900067000116681  ",7,9,10
"4679",311,4,1,-14,23,73,"a0900067000116682  ",7,9,10
"4683",315,0,1,-22,15,64,"a0900067000116698  ",7,9,10
"4689",321,NA,0,-20,17,107,"a0900067000116737  ",7,9,10
"4693",325,NA,0,-5,32,58,"a0900067000116745  ",7,9,10
"4714",346,NA,0,-33,4,63,"a0900067000121881  ",7,9,10
"4716",348,NA,0,-34,3,143,"a0900067000121884  ",7,9,10
"4725",357,NA,0,-31,6,87,"a0900067000121912  ",7,9,10
"4726",358,NA,0,-34,3,70,"a0900067000121913  ",7,9,10
"4741",373,0,1,-29,8,61,"a0900067000121946  ",7,9,10
"4752",384,NA,0,-30,7,72,"a0900067000121965  ",7,9,10
"4755",387,0,1,-31,6,75,"a0900067000121970  ",7,9,10
"4765",397,NA,0,-29,8,63,"a0900067000122090  ",7,9,10
"4771",403,NA,0,-18,19,84,"a0900067000122101  ",7,9,10
"4774",406,0,1,-29,8,83,"a0900067000122112  ",7,9,10
"4779",411,0,1,-15,22,78,"a0900067000122118  ",7,9,10
"4782",414,NA,0,-22,15,86,"a0900067000122128  ",7,9,10
"4785",417,-1,1,-16,21,68,"a0900067000122134  ",7,9,10
"4789",421,NA,0,-16,21,55,"a0900067000122151  ",7,9,10
"4794",426,NA,0,-24,13,91,"a0900067000122163  ",7,9,10
"4801",433,0,1,-14,23,89,"a0900067000122192  ",7,9,10
"4802",434,NA,0,-18,19,62,"a0900067000122487  ",7,9,10
"4803",435,NA,0,-14,23,51,"a0900067000122488  ",7,9,10
"4804",436,NA,0,-24,13,81,"a0900067000122495  ",7,9,10
"4805",437,NA,0,-12,25,77,"a0900067000122504  ",7,9,10
"4806",438,NA,0,-11,26,95,"a0900067000122505  ",7,9,10
"4807",439,-1,1,-14,23,57,"a0900067000122522  ",7,9,10
"4808",440,NA,0,-21,16,72,"a0900067000122531  ",7,9,10
"4809",441,NA,0,-13,24,65,"a0900067000122542  ",7,9,10
"4810",442,2,1,-13,24,56,"a0900067000122544  ",7,9,10
"4811",443,NA,0,-12,25,55,"a0900067000122552  ",7,9,10
"4812",444,NA,0,-12,25,66,"a0900067000122561  ",7,9,10
"4813",445,NA,0,-12,25,65,"a0900067000122566  ",7,9,10
"4814",446,NA,0,-5,32,55,"a0900067000122570  ",7,9,10
"4887",519,NA,0,-29,8,65,"a0900067000125789  ",7,9,10
"4888",520,NA,0,-29,8,96,"a0900067000125792  ",7,9,10
"4889",521,1,1,-27,10,72,"a0900067000125802  ",7,9,10
"4890",522,NA,0,-21,16,65,"a0900067000125804  ",7,9,10
"4891",523,NA,0,-34,3,67,"a0900067000125810  ",7,9,10
"4892",524,NA,0,-34,3,77,"a0900067000125814  ",7,9,10
"4893",525,NA,0,-26,11,68,"a0900067000125819  ",7,9,10
"4894",526,NA,0,-24,13,67,"a0900067000125823  ",7,9,10
"4895",527,-1,1,-27,10,84,"a0900067000125827  ",7,9,10
"4896",528,0,1,-34,3,127,"a0900067000125829  ",7,9,10
"4897",529,NA,0,-20,17,64,"a0900067000125833  ",7,9,10
"4898",530,NA,0,-30,7,58,"a0900067000125836  ",7,9,10
"4899",531,NA,0,-31,6,69,"a0900067000125837  ",7,9,10
"4900",532,NA,0,-34,3,75,"a0900067000125838  ",7,9,10
"4901",533,NA,0,-29,8,60,"a0900067000125844  ",7,9,10
"4902",534,NA,0,-34,3,118,"a0900067000125852  ",7,9,10
"4903",535,NA,0,-31,6,55,"a0900067000125854  ",7,9,10
"4904",536,0,1,-17,20,50,"a0900067000125858  ",7,9,10
"4905",537,NA,0,-19,18,122,"a0900067000125859  ",7,9,10
"4906",538,NA,0,-20,17,53,"a0900067000125860  ",7,9,10
"4907",539,NA,0,-34,3,60,"a0900067000125870  ",7,9,10
"4908",540,NA,0,-34,3,57,"a0900067000125871  ",7,9,10
"4909",541,NA,0,-34,3,75,"a0900067000125874  ",7,9,10
"4910",542,0,1,-29,8,55,"a0900067000125875  ",7,9,10
"4911",543,NA,0,-18,19,86,"a0900067000125879  ",7,9,10
"4927",559,0,1,-34,3,100,"a0982000407050052  ",7,9,10
"4937",569,-1,1,-32,5,131,"a0982000407050133  ",7,9,10
"4940",572,NA,0,-28,9,97,"a0982000407050148  ",7,9,10
"4957",589,-2,1,-14,23,101,"a0982000407050435  ",7,9,10
"4979",611,0,1,-26,11,100,"a0982000407050509  ",7,9,10
"4982",614,NA,0,-28,9,62,"a0982000407050518  ",7,9,10
"4995",627,2,1,-21,16,85,"a0982000407050548  ",7,9,10
"5008",640,NA,0,-29,8,71,"a0982000407050574  ",7,9,10
"5011",643,NA,0,-34,3,90,"a0982000407050799  ",7,9,10
"5012",644,0,1,-24,13,72,"a0982000407050817  ",7,9,10
"5030",662,NA,0,-6,31,66,"a0982000407063155  ",7,9,10
"5035",667,9,1,-18,19,70,"a0982000407063194  ",7,9,10
"5056",688,NA,0,-20,17,75,"a0982000407063581  ",7,9,10
"5057",689,-6,1,-29,8,82,"a0982000407063582  ",7,9,10
"5058",690,NA,0,-16,21,60,"a0982000407063583  ",7,9,10
"5066",698,NA,0,-6,31,108,"a0982000407063607  ",7,9,10
"5067",699,NA,0,-13,24,85,"a0982000407063608  ",7,9,10
"5068",700,3,1,-15,22,93,"a0982000407063609  ",7,9,10
"5070",702,NA,0,-21,16,115,"a0982000407063616  ",7,9,10
"5074",706,6,1,-12,25,69,"a0982000407063633  ",7,9,10
"5085",717,NA,0,-23,14,121,"a0982000407069688  ",7,9,10
"5297",201,NA,0,-19,18,118,"a0900067000077137  ",8,10,11
"5303",207,0,1,-27,10,120,"a0900067000077402  ",8,10,11
"5317",221,0,1,-31,6,109,"a0900067000080128  ",8,10,11
"5318",222,6,1,-28,9,118,"a0900067000080153  ",8,10,11
"5354",258,NA,0,-15,22,113,"a0900067000080740  ",8,10,11
"5356",260,NA,0,-28,9,98,"a0900067000080778  ",8,10,11
"5367",271,NA,0,-37,0,123,"a0900067000085035  ",8,10,11
"5368",272,-5,1,-34,3,124,"a0900067000085040  ",8,10,11
"5372",276,1,1,-23,14,107,"a0900067000085086  ",8,10,11
"5375",279,NA,0,-34,3,107,"a0900067000085118  ",8,10,11
"5377",281,NA,0,-23,14,146,"a0900067000085185  ",8,10,11
"5383",287,NA,0,-11,26,110,"a0900067000085219  ",8,10,11
"5386",290,NA,0,-37,0,111,"a0900067000085293  ",8,10,11
"5395",299,NA,0,-28,9,150,"a0900067000085377  ",8,10,11
"5399",303,NA,0,-31,6,87,"a0900067000085430  ",8,10,11
"5407",311,NA,0,-18,19,74,"a0900067000116682  ",8,10,11
"5408",312,NA,0,-14,23,84,"a0900067000116689  ",8,10,11
"5411",315,NA,0,-22,15,65,"a0900067000116698  ",8,10,11
"5412",316,NA,0,-10,27,111,"a0900067000116709  ",8,10,11
"5420",324,NA,0,-22,15,73,"a0900067000116740  ",8,10,11
"5423",327,NA,0,-27,10,67,"a0900067000116750  ",8,10,11
"5430",334,NA,0,-18,19,70,"a0900067000116780  ",8,10,11
"5432",336,-8,1,-37,0,69,"a0900067000121795  ",8,10,11
"5434",338,NA,0,-34,3,73,"a0900067000121797  ",8,10,11
"5437",341,0,1,-30,7,67,"a0900067000121824  ",8,10,11
"5439",343,NA,0,-34,3,92,"a0900067000121857  ",8,10,11
"5440",344,NA,0,-29,8,66,"a0900067000121861  ",8,10,11
"5443",347,NA,0,-29,8,80,"a0900067000121882  ",8,10,11
"5451",355,0,1,-29,8,99,"a0900067000121908  ",8,10,11
"5456",360,1,1,-28,9,72,"a0900067000121915  ",8,10,11
"5460",364,NA,0,-31,6,63,"a0900067000121923  ",8,10,11
"5463",367,NA,0,-29,8,73,"a0900067000121930  ",8,10,11
"5467",371,NA,0,-34,3,64,"a0900067000121938  ",8,10,11
"5468",372,NA,0,-34,3,108,"a0900067000121942  ",8,10,11
"5469",373,0,1,-29,8,63,"a0900067000121946  ",8,10,11
"5483",387,0,1,-31,6,76,"a0900067000121970  ",8,10,11
"5485",389,NA,0,-31,6,65,"a0900067000121972  ",8,10,11
"5490",394,0,1,-29,8,69,"a0900067000121980  ",8,10,11
"5494",398,NA,0,-13,24,55,"a0900067000122092  ",8,10,11
"5498",402,NA,0,-23,14,83,"a0900067000122098  ",8,10,11
"5502",406,NA,0,-29,8,83,"a0900067000122112  ",8,10,11
"5507",411,NA,0,-15,22,80,"a0900067000122118  ",8,10,11
"5511",415,NA,0,-19,18,115,"a0900067000122131  ",8,10,11
"5512",416,NA,0,-29,8,83,"a0900067000122132  ",8,10,11
"5513",417,-1,1,-15,22,70,"a0900067000122134  ",8,10,11
"5515",419,12,1,-11,26,77,"a0900067000122143  ",8,10,11
"5524",428,4,1,-20,17,83,"a0900067000122173  ",8,10,11
"5525",429,3,1,-28,9,79,"a0900067000122174  ",8,10,11
"5529",433,-1,1,-14,23,89,"a0900067000122192  ",8,10,11
"5535",439,0,1,-13,24,58,"a0900067000122522  ",8,10,11
"5538",442,NA,0,-15,22,57,"a0900067000122544  ",8,10,11
"5549",453,NA,0,-21,16,59,"a0900067000125181  ",8,10,11
"5550",454,NA,0,-23,14,83,"a0900067000125186  ",8,10,11
"5551",455,NA,0,-8,29,66,"a0900067000125192  ",8,10,11
"5552",456,NA,0,-25,12,66,"a0900067000125196  ",8,10,11
"5553",457,NA,0,-31,6,71,"a0900067000125197  ",8,10,11
"5554",458,17,1,-5,32,68,"a0900067000125198  ",8,10,11
"5555",459,4,1,-12,25,80,"a0900067000125199  ",8,10,11
"5556",460,NA,0,-23,14,65,"a0900067000125200  ",8,10,11
"5557",461,NA,0,-6,31,55,"a0900067000125201  ",8,10,11
"5558",462,NA,0,-12,25,71,"a0900067000125203  ",8,10,11
"5559",463,16,1,-11,26,61,"a0900067000125207  ",8,10,11
"5560",464,NA,0,-9,28,62,"a0900067000125208  ",8,10,11
"5561",465,NA,0,-15,22,52,"a0900067000125211  ",8,10,11
"5562",466,NA,0,-28,9,82,"a0900067000125212  ",8,10,11
"5563",467,8,1,-15,22,55,"a0900067000125214  ",8,10,11
"5564",468,NA,0,-26,11,63,"a0900067000125215  ",8,10,11
"5565",469,NA,0,-29,8,67,"a0900067000125218  ",8,10,11
"5566",470,NA,0,-29,8,98,"a0900067000125221  ",8,10,11
"5567",471,NA,0,-6,31,102,"a0900067000125227  ",8,10,11
"5568",472,NA,0,-20,17,55,"a0900067000125229  ",8,10,11
"5569",473,NA,0,-29,8,60,"a0900067000125231  ",8,10,11
"5570",474,NA,0,-29,8,81,"a0900067000125232  ",8,10,11
"5571",475,NA,0,-12,25,55,"a0900067000125235  ",8,10,11
"5572",476,NA,0,-17,20,54,"a0900067000125238  ",8,10,11
"5573",477,-1,1,-23,14,64,"a0900067000125239  ",8,10,11
"5574",478,NA,0,-32,5,104,"a0900067000125241  ",8,10,11
"5575",479,NA,0,-26,11,82,"a0900067000125244  ",8,10,11
"5576",480,NA,0,-15,22,66,"a0900067000125247  ",8,10,11
"5577",481,0,1,-19,18,98,"a0900067000125248  ",8,10,11
"5578",482,-2,1,-15,22,55,"a0900067000125254  ",8,10,11
"5579",483,8,1,-13,24,53,"a0900067000125259  ",8,10,11
"5580",484,NA,0,-25,12,67,"a0900067000125260  ",8,10,11
"5581",485,-2,1,-31,6,73,"a0900067000125264  ",8,10,11
"5582",486,NA,0,-28,9,75,"a0900067000125265  ",8,10,11
"5583",487,0,1,-24,13,69,"a0900067000125266  ",8,10,11
"5584",488,0,1,-23,14,110,"a0900067000125267  ",8,10,11
"5585",489,NA,0,-20,17,62,"a0900067000125269  ",8,10,11
"5586",490,NA,0,-15,22,60,"a0900067000125270  ",8,10,11
"5587",491,NA,0,-31,6,57,"a0900067000125271  ",8,10,11
"5588",492,NA,0,-20,17,56,"a0900067000125272  ",8,10,11
"5589",493,NA,0,-15,22,66,"a0900067000125277  ",8,10,11
"5617",521,-7,1,-28,9,73,"a0900067000125802  ",8,10,11
"5623",527,NA,0,-26,11,84,"a0900067000125827  ",8,10,11
"5624",528,0,1,-34,3,129,"a0900067000125829  ",8,10,11
"5632",536,0,1,-17,20,53,"a0900067000125858  ",8,10,11
"5638",542,NA,0,-29,8,57,"a0900067000125875  ",8,10,11
"5640",544,NA,0,-34,3,67,"a0900067000125963  ",8,10,11
"5641",545,NA,0,-33,4,60,"a0900067000125964  ",8,10,11
"5653",557,-4,1,-33,4,72,"a0982000407050039  ",8,10,11
"5655",559,-3,1,-34,3,103,"a0982000407050052  ",8,10,11
"5656",560,NA,0,-28,9,87,"a0982000407050059  ",8,10,11
"5657",561,NA,0,-34,3,60,"a0982000407050062  ",8,10,11
"5664",568,-4,1,-27,10,100,"a0982000407050131  ",8,10,11
"5665",569,NA,0,-31,6,135,"a0982000407050133  ",8,10,11
"5667",571,NA,0,-26,11,95,"a0982000407050147  ",8,10,11
"5685",589,NA,0,-12,25,103,"a0982000407050435  ",8,10,11
"5690",594,0,1,-12,25,88,"a0982000407050454  ",8,10,11
"5692",596,NA,0,-6,31,113,"a0982000407050473  ",8,10,11
"5698",602,NA,0,-20,17,70,"a0982000407050490  ",8,10,11
"5703",607,NA,0,-29,8,67,"a0982000407050504  ",8,10,11
"5705",609,NA,0,-2,35,127,"a0982000407050507  ",8,10,11
"5707",611,NA,0,-26,11,100,"a0982000407050509  ",8,10,11
"5711",615,NA,0,-23,14,78,"a0982000407050519  ",8,10,11
"5715",619,NA,0,-23,14,140,"a0982000407050532  ",8,10,11
"5718",622,NA,0,-28,9,81,"a0982000407050539  ",8,10,11
"5723",627,NA,0,-23,14,81,"a0982000407050548  ",8,10,11
"5735",639,NA,0,-27,10,72,"a0982000407050573  ",8,10,11
"5740",644,0,1,-24,13,75,"a0982000407050817  ",8,10,11
"5750",654,NA,0,-34,3,106,"a0982000407050954  ",8,10,11
"5760",664,0,1,-6,31,111,"a0982000407063179  ",8,10,11
"5763",667,NA,0,-27,10,71,"a0982000407063194  ",8,10,11
"5771",675,NA,0,-34,3,64,"a0982000407063274  ",8,10,11
"5777",681,NA,0,-18,19,72,"a0982000407063553  ",8,10,11
"5778",682,NA,0,-15,22,87,"a0982000407063554  ",8,10,11
"5780",684,NA,0,-19,18,90,"a0982000407063562  ",8,10,11
"5785",689,0,1,-23,14,82,"a0982000407063582  ",8,10,11
"5788",692,1,1,-25,12,81,"a0982000407063585  ",8,10,11
"5789",693,NA,0,-13,24,79,"a0982000407063590  ",8,10,11
"5796",700,NA,0,-18,19,95,"a0982000407063609  ",8,10,11
"5802",706,NA,0,-18,19,70,"a0982000407063633  ",8,10,11
"5820",724,NA,0,-12,25,78,"a0982000407069733  ",8,10,11
"5823",727,NA,0,-35,2,133,"a0989001003769581  ",8,10,11
"6031",207,1,1,-27,10,119,"a0900067000077402  ",9,11,12
"6035",211,0,1,-22,15,109,"a0900067000080002  ",9,11,12
"6045",221,0,1,-31,6,109,"a0900067000080128  ",9,11,12
"6046",222,0,1,-34,3,129,"a0900067000080153  ",9,11,12
"6051",227,NA,0,-28,9,142,"a0900067000080216  ",9,11,12
"6080",256,0,1,-28,9,104,"a0900067000080708  ",9,11,12
"6088",264,NA,0,-29,8,84,"a0900067000080936  ",9,11,12
"6096",272,NA,0,-29,8,125,"a0900067000085040  ",9,11,12
"6100",276,NA,0,-24,13,107,"a0900067000085086  ",9,11,12
"6109",285,0,1,-34,3,109,"a0900067000085211  ",9,11,12
"6113",289,NA,0,-27,10,94,"a0900067000085276  ",9,11,12
"6124",300,NA,0,-32,5,83,"a0900067000085394  ",9,11,12
"6142",318,NA,0,-15,22,100,"a0900067000116722  ",9,11,12
"6160",336,NA,0,-29,8,77,"a0900067000121795  ",9,11,12
"6164",340,NA,0,-31,6,71,"a0900067000121821  ",9,11,12
"6165",341,-1,1,-30,7,67,"a0900067000121824  ",9,11,12
"6166",342,-2,1,-34,3,70,"a0900067000121837  ",9,11,12
"6175",351,NA,0,-29,8,96,"a0900067000121890  ",9,11,12
"6179",355,5,1,-29,8,108,"a0900067000121908  ",9,11,12
"6184",360,NA,0,-29,8,81,"a0900067000121915  ",9,11,12
"6185",361,NA,0,-29,8,89,"a0900067000121916  ",9,11,12
"6197",373,1,1,-29,8,70,"a0900067000121946  ",9,11,12
"6209",385,NA,0,-29,8,76,"a0900067000121966  ",9,11,12
"6211",387,NA,0,-31,6,77,"a0900067000121970  ",9,11,12
"6212",388,NA,0,-26,11,89,"a0900067000121971  ",9,11,12
"6218",394,0,1,-29,8,71,"a0900067000121980  ",9,11,12
"6220",396,NA,0,-12,25,83,"a0900067000122089  ",9,11,12
"6232",408,0,1,-29,8,65,"a0900067000122115  ",9,11,12
"6238",414,NA,0,-23,14,87,"a0900067000122128  ",9,11,12
"6241",417,NA,0,-14,23,84,"a0900067000122134  ",9,11,12
"6242",418,NA,0,-29,8,62,"a0900067000122140  ",9,11,12
"6243",419,NA,0,-23,14,80,"a0900067000122143  ",9,11,12
"6245",421,NA,0,-16,21,72,"a0900067000122151  ",9,11,12
"6247",423,NA,0,-22,15,93,"a0900067000122153  ",9,11,12
"6248",424,NA,0,-29,8,68,"a0900067000122158  ",9,11,12
"6249",425,NA,0,-28,9,74,"a0900067000122162  ",9,11,12
"6252",428,NA,0,-24,13,88,"a0900067000122173  ",9,11,12
"6253",429,-3,1,-31,6,87,"a0900067000122174  ",9,11,12
"6257",433,NA,0,-13,24,104,"a0900067000122192  ",9,11,12
"6258",434,NA,0,-18,19,77,"a0900067000122487  ",9,11,12
"6259",435,0,1,-13,24,67,"a0900067000122488  ",9,11,12
"6263",439,NA,0,-13,24,73,"a0900067000122522  ",9,11,12
"6271",447,1,1,-22,15,66,"a0900067000125000  ",9,11,12
"6272",448,6,1,-23,14,66,"a0900067000125007  ",9,11,12
"6273",449,6,1,-22,15,109,"a0900067000125012  ",9,11,12
"6274",450,NA,0,-23,14,114,"a0900067000125015  ",9,11,12
"6275",451,NA,0,-23,14,74,"a0900067000125029  ",9,11,12
"6276",452,-2,1,-23,14,77,"a0900067000125067  ",9,11,12
"6282",458,NA,0,-22,15,75,"a0900067000125198  ",9,11,12
"6283",459,-3,1,-16,21,93,"a0900067000125199  ",9,11,12
"6287",463,NA,0,-27,10,70,"a0900067000125207  ",9,11,12
"6291",467,NA,0,-23,14,68,"a0900067000125214  ",9,11,12
"6301",477,NA,0,-22,15,70,"a0900067000125239  ",9,11,12
"6305",481,NA,0,-19,18,107,"a0900067000125248  ",9,11,12
"6306",482,0,1,-13,24,67,"a0900067000125254  ",9,11,12
"6307",483,NA,0,-21,16,65,"a0900067000125259  ",9,11,12
"6309",485,NA,0,-29,8,85,"a0900067000125264  ",9,11,12
"6311",487,NA,0,-24,13,78,"a0900067000125266  ",9,11,12
"6312",488,NA,0,-23,14,109,"a0900067000125267  ",9,11,12
"6318",494,NA,0,-28,9,173,"a0900067000125286  ",9,11,12
"6319",495,NA,0,-34,3,92,"a0900067000125298  ",9,11,12
"6320",496,NA,0,-34,3,76,"a0900067000125312  ",9,11,12
"6321",497,NA,0,-34,3,90,"a0900067000125318  ",9,11,12
"6322",498,NA,0,-31,6,82,"a0900067000125332  ",9,11,12
"6323",499,-2,1,-27,10,71,"a0900067000125350  ",9,11,12
"6324",500,-1,1,-30,7,78,"a0900067000125366  ",9,11,12
"6326",502,NA,0,-8,29,107,"a0900067000125392  ",9,11,12
"6327",503,NA,0,-9,28,60,"a0900067000125399  ",9,11,12
"6328",504,0,1,-8,29,66,"a0900067000125402  ",9,11,12
"6329",505,-2,1,-8,29,64,"a0900067000125411  ",9,11,12
"6330",506,NA,0,-13,24,60,"a0900067000125424  ",9,11,12
"6331",507,NA,0,-11,26,61,"a0900067000125430  ",9,11,12
"6332",508,NA,0,-7,30,65,"a0900067000125433  ",9,11,12
