"","ID","IND_ID","Y","Yrecap","DL","UL","St_Size","End_Size","Period","Interval","St_Date","St_Month","St_Year","End_Date","End_Month","End_Year","species","Stream","Q90","Q95","Q99","Q_sigma","Temp"
"1",117,"a0900067000076568  ",NA,0,-20,6,129,NA,1,NA,16821,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"2",123,"a0900067000076713  ",NA,0,-20,6,114,NA,1,NA,16821,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"3",124,"a0900067000076735  ",NA,0,-16,10,103,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"4",126,"a0900067000076780  ",NA,0,-19,7,117,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"5",127,"a0900067000076782  ",NA,0,-20,6,135,NA,1,NA,16821,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"6",129,"a0900067000076786  ",-1,1,-1.5,-0.5,147,144,1,62,16821,1,2016,16883,3,2016,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"7",131,"a0900067000076818  ",12,1,11.5,12.5,136,138,1,65,16818,1,2016,16883,3,2016,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"8",134,"a0900067000076993  ",NA,0,-22,4,110,NA,1,NA,16821,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"9",135,"a0900067000077030",NA,0,-7,19,180,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"10",137,"a0900067000077076",NA,0,-7,19,178,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"11",145,"a0900067000077337  ",NA,0,-14,12,169,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"12",151,"a0900067000077468",NA,0,-7,19,142,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"13",153,"a0900067000080000  ",0,1,-0.5,0.5,133,134,1,62,16821,1,2016,16883,3,2016,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"14",155,"a0900067000080013  ",NA,0,-9,17,66,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"15",158,"a0900067000080057  ",NA,0,-11,15,142,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"16",159,"a0900067000080078",NA,0,-7,19,215,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"17",160,"a0900067000080081",NA,0,-4,22,69,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"18",162,"a0900067000080093",NA,0,-7,19,115,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"19",164,"a0900067000080095",NA,0,-6,20,56,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"20",166,"a0900067000080103",NA,0,-7,19,179,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"21",169,"a0900067000080123",NA,0,-7,19,176,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"22",170,"a0900067000080132",NA,0,-7,19,180,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"23",172,"a0900067000080159  ",NA,0,-9,17,50,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"24",173,"a0900067000080162",NA,0,-7,19,120,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"25",175,"a0900067000080189",NA,0,-5,21,64,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"26",176,"a0900067000080201",NA,0,-5,21,77,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"27",178,"a0900067000080224  ",NA,0,-22,4,117,NA,1,NA,16821,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"28",179,"a0900067000080284",NA,0,-7,19,114,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"29",180,"a0900067000080337",NA,0,-7,19,107,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"30",182,"a0900067000080352",NA,0,-7,19,205,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"31",184,"a0900067000080406  ",NA,0,-10,16,81,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"32",185,"a0900067000080413  ",1,1,0.5,1.5,123,126,1,62,16821,1,2016,16883,3,2016,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"33",186,"a0900067000080443  ",-3,1,-3.5,-2.5,121,122,1,66,16818,1,2016,16884,3,2016,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"34",187,"a0900067000080468  ",NA,0,-23,3,176,NA,1,NA,16821,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"35",188,"a0900067000080476",NA,0,-7,19,112,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"36",190,"a0900067000080479  ",NA,0,-23,3,135,NA,1,NA,16821,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"37",191,"a0900067000080492",NA,0,-7,19,195,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"38",192,"a0900067000080596  ",NA,0,-18,8,61,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"39",193,"a0900067000080627  ",NA,0,-20,6,50,NA,1,NA,16821,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"40",195,"a0900067000080669  ",NA,0,-17,9,61,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"41",197,"a0900067000080737  ",NA,0,-15,11,59,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"42",198,"a0900067000080757  ",NA,0,-16,10,55,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"43",199,"a0900067000080784  ",NA,0,-23,3,109,NA,1,NA,16821,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"44",200,"a0900067000080785  ",NA,0,-18,8,50,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"45",201,"a0900067000080807  ",NA,0,-15,11,62,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"46",203,"a0900067000080952  ",NA,0,-22,4,167,NA,1,NA,16821,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"47",204,"a0900067000080960  ",NA,0,-18,8,51,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"48",205,"a0900067000084636",NA,0,-7,19,159,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"49",208,"a0900067000084917",NA,0,-7,19,186,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"50",210,"a0900067000085213  ",NA,0,-10,16,67,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"51",212,"a0900067000085269  ",NA,0,-9,17,168,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"52",213,"a0900067000085313",NA,0,-7,19,124,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"53",216,"a0900067000085352  ",NA,0,-10,16,107,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"54",607,"a0982000403060155  ",-4,1,-4.5,-3.5,139,138,1,66,16818,1,2016,16884,3,2016,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"55",610,"a0982000403060192",NA,0,-6,20,121,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"56",613,"a0982000403060241  ",NA,0,-14,12,175,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"57",614,"a0982000403060248",NA,0,-7,19,131,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"58",616,"a0982000403060254",NA,0,-7,19,197,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"59",619,"a0982000403060288",NA,0,-6,20,132,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"60",628,"a0982000403060319  ",NA,0,-15,11,59,NA,1,NA,16818,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"61",629,"a0982000403060325",NA,0,-7,19,135,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"62",633,"a0982000403060356",NA,0,-7,19,204,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"63",636,"a0982000403060366",NA,0,-7,19,167,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"64",645,"a0982000403060398",NA,0,-5,21,140,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"65",653,"a0982000403060437",NA,0,-7,19,140,NA,1,NA,16814,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"66",656,"a0982000403060575  ",NA,0,-20,6,165,NA,1,NA,16821,1,2016,NA,NA,NA,"STJ","Todd",46,20,2,0.0253565400784194,10.6994025821596
"67",111,"a0900067000076503  ",-8,1,-8.5,-7.5,175,177,2,62,16883,3,2016,16945,5,2016,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"68",112,"a0900067000076505  ",-7,1,-7.5,-6.5,138,138,2,62,16883,3,2016,16945,5,2016,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"69",113,"a0900067000076527",NA,0,-18,8,171,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"70",115,"a0900067000076535",NA,0,-18,8,167,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"71",116,"a0900067000076535  ",-7,1,-7.5,-6.5,165,171,2,62,16883,3,2016,16945,5,2016,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"72",119,"a0900067000076661",NA,0,-15,11,172,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"73",120,"a0900067000076669",NA,0,-17,9,166,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"74",122,"a0900067000076713",NA,0,-19,7,117,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"75",129,"a0900067000076786  ",-8,1,-8.5,-7.5,144,145,2,62,16883,3,2016,16945,5,2016,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"76",130,"a0900067000076818",NA,0,-16,10,137,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"77",131,"a0900067000076818  ",-10,1,-10.5,-9.5,138,136,2,62,16883,3,2016,16945,5,2016,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"78",133,"a0900067000076855  ",NA,0,-24,2,143,NA,2,NA,16883,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"79",138,"a0900067000077076  ",NA,0,-7,19,175,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"80",139,"a0900067000077090  ",NA,0,-6,20,170,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"81",143,"a0900067000077321",NA,0,-10,16,210,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"82",144,"a0900067000077337",NA,0,-13,13,161,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"83",147,"a0900067000077387  ",NA,0,-7,19,122,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"84",152,"a0900067000077468  ",NA,0,-7,19,145,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"85",153,"a0900067000080000  ",1,1,0.5,1.5,134,134,2,65,16883,3,2016,16948,5,2016,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"86",154,"a0900067000080013",NA,0,-9,17,66,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"87",157,"a0900067000080057",NA,0,-14,12,142,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"88",161,"a0900067000080081  ",NA,0,-4,22,75,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"89",167,"a0900067000080111",NA,0,-17,9,70,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"90",174,"a0900067000080162  ",0,1,-0.5,0.5,120,129,2,62,16884,3,2016,16946,5,2016,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"91",177,"a0900067000080201  ",NA,0,-5,21,83,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"92",181,"a0900067000080337  ",NA,0,-7,19,114,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"93",183,"a0900067000080352  ",NA,0,-3,23,211,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"94",185,"a0900067000080413  ",NA,0,-23,3,126,NA,2,NA,16883,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"95",186,"a0900067000080443  ",NA,0,-7,19,122,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"96",194,"a0900067000080669",NA,0,-15,11,68,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"97",196,"a0900067000080737",NA,0,-16,10,62,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"98",207,"a0900067000084905  ",0,1,-0.5,0.5,210,210,2,62,16884,3,2016,16946,5,2016,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"99",209,"a0900067000084946  ",NA,0,-6,20,175,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"100",211,"a0900067000085269",NA,0,-9,17,163,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"101",215,"a0900067000085352",NA,0,-10,16,120,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"102",606,"a0982000403060155",NA,0,-10,16,140,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"103",607,"a0982000403060155  ",-3,1,-3.5,-2.5,138,155,2,62,16884,3,2016,16946,5,2016,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"104",611,"a0982000403060192  ",NA,0,-7,19,123,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"105",615,"a0982000403060253  ",NA,0,-6,20,194,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"106",617,"a0982000403060254  ",NA,0,-3,23,200,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"107",620,"a0982000403060288  ",7,1,6.5,7.5,127,130,2,61,16884,3,2016,16945,5,2016,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"108",627,"a0982000403060318  ",NA,0,-7,19,187,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"109",631,"a0982000403060337",NA,0,-13,13,64,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"110",634,"a0982000403060356  ",NA,0,-7,19,200,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"111",635,"a0982000403060360  ",NA,0,-1,25,133,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"112",637,"a0982000403060371  ",NA,0,-3,23,135,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"113",638,"a0982000403060376  ",NA,0,-1,25,151,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"114",641,"a0982000403060384  ",-2,1,-2.5,-1.5,122,132,2,62,16884,3,2016,16946,5,2016,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"115",649,"a0982000403060415  ",NA,0,-6,20,63,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"116",652,"a0982000403060433  ",NA,0,-1,25,120,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"117",654,"a0982000403060437  ",-1,1,-1.5,-0.5,142,149,2,62,16884,3,2016,16946,5,2016,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"118",655,"a0982000403060575",NA,0,-20,6,168,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"119",658,"a0982000403060601  ",2,1,1.5,2.5,124,132,2,65,16883,3,2016,16948,5,2016,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"120",669,"a0982000407050143  ",NA,0,-22,4,42,NA,2,NA,16883,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"121",670,"a0982000407050156  ",NA,0,-22,4,67,NA,2,NA,16883,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"122",671,"a0982000407050206",NA,0,-17,9,133,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"123",673,"a0982000407050210",NA,0,-17,9,56,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"124",674,"a0982000407050219",NA,0,-13,13,60,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"125",675,"a0982000407050224",NA,0,-13,13,74,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"126",677,"a0982000407050231",NA,0,-13,13,80,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"127",679,"a0982000407050233",NA,0,-13,13,163,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"128",680,"a0982000407050233  ",-8,1,-8.5,-7.5,165,166,2,62,16883,3,2016,16945,5,2016,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"129",681,"a0982000407050236",NA,0,-10,16,59,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"130",683,"a0982000407050241",NA,0,-15,11,186,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"131",684,"a0982000407050246",NA,0,-19,7,128,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"132",686,"a0982000407050252",NA,0,-13,13,63,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"133",688,"a0982000407050263",NA,0,-9,17,52,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"134",690,"a0982000407050292  ",NA,0,-6,20,200,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"135",691,"a0982000407050297  ",NA,0,-7,19,131,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"136",692,"a0982000407050299  ",NA,0,-7,19,120,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"137",693,"a0982000407050336  ",NA,0,-5,21,142,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"138",694,"a0982000407050341  ",NA,0,-5,21,55,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"139",695,"a0982000407050352  ",NA,0,-7,19,89,NA,2,NA,16884,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"140",696,"a0982000407050353  ",-3,1,-3.5,-2.5,135,147,2,62,16884,3,2016,16946,5,2016,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"141",707,"a0982000407050898",NA,0,-19,7,55,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"142",709,"a0982000407050902",NA,0,-20,6,120,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"143",711,"a0982000407050918",NA,0,-17,9,65,NA,2,NA,16880,3,2016,NA,NA,NA,"STJ","Todd",3,1,0,0.0163673853852051,16.6685157004831
"144",111,"a0900067000076503  ",-3,1,-3.5,-2.5,177,182,3,49,16945,5,2016,16994,7,2016,"STJ","Todd",0,0,0,0.0156542102529171,22.7828269230769
"145",112,"a0900067000076505  ",0,1,-0.5,0.5,138,145,3,49,16945,5,2016,16994,7,2016,"STJ","Todd",0,0,0,0.0156542102529171,22.7828269230769
"146",114,"a0900067000076527  ",-4,1,-4.5,-3.5,166,167,3,49,16945,5,2016,16994,7,2016,"STJ","Todd",0,0,0,0.0156542102529171,22.7828269230769
"147",116,"a0900067000076535  ",9,1,8.5,9.5,171,167,3,51,16945,5,2016,16996,7,2016,"STJ","Todd",0,0,0,0.0156542102529171,22.7828269230769
"148",117,"a0900067000076568  ",NA,0,-22,4,132,NA,3,NA,16948,5,2016,NA,NA,NA,"STJ","Todd",0,0,0,0.0156542102529171,22.7828269230769
"149",118,"a0900067000076581  ",0,1,-0.5,0.5,142,154,3,49,16945,5,2016,16994,7,2016,"STJ","Todd",0,0,0,0.0156542102529171,22.7828269230769
"150",121,"a0900067000076673  ",0,1,-0.5,0.5,137,142,3,49,16945,5,2016,16994,7,2016,"STJ","Todd",0,0,0,0.0156542102529171,22.7828269230769
"151",125,"a0900067000076774  ",0,1,-0.5,0.5,145,156,3,49,16945,5,2016,16994,7,2016,"STJ","Todd",0,0,0,0.0156542102529171,22.7828269230769
"152",129,"a0900067000076786  ",3,1,2.5,3.5,145,148,3,49,16945,5,2016,16994,7,2016,"STJ","Todd",0,0,0,0.0156542102529171,22.7828269230769
"153",131,"a0900067000076818  ",-4,1,-4.5,-3.5,136,146,3,48,16945,5,2016,16993,7,2016,"STJ","Todd",0,0,0,0.0156542102529171,22.7828269230769
"154",134,"a0900067000076993  ",1,1,0.5,1.5,127,131,3,50,16946,5,2016,16996,7,2016,"STJ","Todd",0,0,0,0.0156542102529171,22.7828269230769
"155",136,"a0900067000077030  ",NA,0,-9,17,183,NA,3,NA,16945,5,2016,NA,NA,NA,"STJ","Todd",0,0,0,0.0156542102529171,22.7828269230769
"156",140,"a0900067000077201  ",NA,0,-22,4,122,NA,3,NA,16948,5,2016,NA,NA,NA,"STJ","Todd",0,0,0,0.0156542102529171,22.7828269230769
"157",141,"a0900067000077225  ",0,1,-0.5,0.5,205,204,3,47,16946,5,2016,16993,7,2016,"STJ","Todd",0,0,0,0.0156542102529171,22.7828269230769
"158",142,"a0900067000077311  ",3,1,2.5,3.5,228,226,3,47,16946,5,2016,16993,7,2016,"STJ","Todd",0,0,0,0.0156542102529171,22.7828269230769
"159",150,"a0900067000077426  ",0,1,-0.5,0.5,138,143,3,47,16946,5,2016,16993,7,2016,"STJ","Todd",0,0,0,0.0156542102529171,22.7828269230769
"160",153,"a0900067000080000  ",0,1,-0.5,0.5,134,141,3,48,16948,5,2016,16996,7,2016,"STJ","Todd",0,0,0,0.0156542102529171,22.7828269230769
"161",156,"a0900067000080048  ",0,1,-0.5,0.5,123,127,3,48,16948,5,2016,16996,7,2016,"STJ","Todd",0,0,0,0.0156542102529171,22.7828269230769
"162",163,"a0900067000080093  ",NA,0,-4,22,130,NA,3,NA,16946,5,2016,NA,NA,NA,"STJ","Todd",0,0,0,0.0156542102529171,22.7828269230769
"163",168,"a0900067000080111  ",NA,0,-15,11,81,NA,3,NA,16945,5,2016,NA,NA,NA,"STJ","Todd",0,0,0,0.0156542102529171,22.7828269230769
"164",171,"a0900067000080135  ",NA,0,-22,4,80,NA,3,NA,16948,5,2016,NA,NA,NA,"STJ","Todd",0,0,0,0.0156542102529171,22.7828269230769
