"","ID","IND_ID","Y","Yrecap","DL","UL","St_Size","End_Size","Period","Interval","St_Month","St_Year","End_Month","End_Year"
"117",117,"a0900067000076568  ",NA,0,-20,6,129,NA,1,NA,1,2016,NA,NA
"123",123,"a0900067000076713  ",NA,0,-20,6,114,NA,1,NA,1,2016,NA,NA
"124",124,"a0900067000076735  ",NA,0,-16,10,103,NA,1,NA,1,2016,NA,NA
"126",126,"a0900067000076780  ",NA,0,-19,7,117,NA,1,NA,1,2016,NA,NA
"127",127,"a0900067000076782  ",NA,0,-20,6,135,NA,1,NA,1,2016,NA,NA
"129",129,"a0900067000076786  ",-1,1,-1.5,-0.5,147,144,1,62,1,2016,3,2016
"131",131,"a0900067000076818  ",12,1,11.5,12.5,136,138,1,65,1,2016,3,2016
"134",134,"a0900067000076993  ",NA,0,-22,4,110,NA,1,NA,1,2016,NA,NA
"135",135,"a0900067000077030",NA,0,-7,19,180,NA,1,NA,1,2016,NA,NA
"137",137,"a0900067000077076",NA,0,-7,19,178,NA,1,NA,1,2016,NA,NA
"145",145,"a0900067000077337  ",NA,0,-14,12,169,NA,1,NA,1,2016,NA,NA
"151",151,"a0900067000077468",NA,0,-7,19,142,NA,1,NA,1,2016,NA,NA
"153",153,"a0900067000080000  ",0,1,-0.5,0.5,133,134,1,62,1,2016,3,2016
"155",155,"a0900067000080013  ",NA,0,-9,17,66,NA,1,NA,1,2016,NA,NA
"158",158,"a0900067000080057  ",NA,0,-11,15,142,NA,1,NA,1,2016,NA,NA
"159",159,"a0900067000080078",NA,0,-7,19,215,NA,1,NA,1,2016,NA,NA
"160",160,"a0900067000080081",NA,0,-4,22,69,NA,1,NA,1,2016,NA,NA
"162",162,"a0900067000080093",NA,0,-7,19,115,NA,1,NA,1,2016,NA,NA
"164",164,"a0900067000080095",NA,0,-6,20,56,NA,1,NA,1,2016,NA,NA
"166",166,"a0900067000080103",NA,0,-7,19,179,NA,1,NA,1,2016,NA,NA
"169",169,"a0900067000080123",NA,0,-7,19,176,NA,1,NA,1,2016,NA,NA
"170",170,"a0900067000080132",NA,0,-7,19,180,NA,1,NA,1,2016,NA,NA
"172",172,"a0900067000080159  ",NA,0,-9,17,50,NA,1,NA,1,2016,NA,NA
"173",173,"a0900067000080162",NA,0,-7,19,120,NA,1,NA,1,2016,NA,NA
"175",175,"a0900067000080189",NA,0,-5,21,64,NA,1,NA,1,2016,NA,NA
"176",176,"a0900067000080201",NA,0,-5,21,77,NA,1,NA,1,2016,NA,NA
"178",178,"a0900067000080224  ",NA,0,-22,4,117,NA,1,NA,1,2016,NA,NA
"179",179,"a0900067000080284",NA,0,-7,19,114,NA,1,NA,1,2016,NA,NA
"180",180,"a0900067000080337",NA,0,-7,19,107,NA,1,NA,1,2016,NA,NA
"182",182,"a0900067000080352",NA,0,-7,19,205,NA,1,NA,1,2016,NA,NA
"184",184,"a0900067000080406  ",NA,0,-10,16,81,NA,1,NA,1,2016,NA,NA
"185",185,"a0900067000080413  ",1,1,0.5,1.5,123,126,1,62,1,2016,3,2016
"186",186,"a0900067000080443  ",-3,1,-3.5,-2.5,121,122,1,66,1,2016,3,2016
"187",187,"a0900067000080468  ",NA,0,-23,3,176,NA,1,NA,1,2016,NA,NA
"188",188,"a0900067000080476",NA,0,-7,19,112,NA,1,NA,1,2016,NA,NA
"190",190,"a0900067000080479  ",NA,0,-23,3,135,NA,1,NA,1,2016,NA,NA
"191",191,"a0900067000080492",NA,0,-7,19,195,NA,1,NA,1,2016,NA,NA
"192",192,"a0900067000080596  ",NA,0,-18,8,61,NA,1,NA,1,2016,NA,NA
"193",193,"a0900067000080627  ",NA,0,-20,6,50,NA,1,NA,1,2016,NA,NA
"195",195,"a0900067000080669  ",NA,0,-17,9,61,NA,1,NA,1,2016,NA,NA
"197",197,"a0900067000080737  ",NA,0,-15,11,59,NA,1,NA,1,2016,NA,NA
"198",198,"a0900067000080757  ",NA,0,-16,10,55,NA,1,NA,1,2016,NA,NA
"199",199,"a0900067000080784  ",NA,0,-23,3,109,NA,1,NA,1,2016,NA,NA
"200",200,"a0900067000080785  ",NA,0,-18,8,50,NA,1,NA,1,2016,NA,NA
"201",201,"a0900067000080807  ",NA,0,-15,11,62,NA,1,NA,1,2016,NA,NA
"203",203,"a0900067000080952  ",NA,0,-22,4,167,NA,1,NA,1,2016,NA,NA
"204",204,"a0900067000080960  ",NA,0,-18,8,51,NA,1,NA,1,2016,NA,NA
"205",205,"a0900067000084636",NA,0,-7,19,159,NA,1,NA,1,2016,NA,NA
"208",208,"a0900067000084917",NA,0,-7,19,186,NA,1,NA,1,2016,NA,NA
"210",210,"a0900067000085213  ",NA,0,-10,16,67,NA,1,NA,1,2016,NA,NA
"212",212,"a0900067000085269  ",NA,0,-9,17,168,NA,1,NA,1,2016,NA,NA
"213",213,"a0900067000085313",NA,0,-7,19,124,NA,1,NA,1,2016,NA,NA
"216",216,"a0900067000085352  ",NA,0,-10,16,107,NA,1,NA,1,2016,NA,NA
"607",607,"a0982000403060155  ",-4,1,-4.5,-3.5,139,138,1,66,1,2016,3,2016
"610",610,"a0982000403060192",NA,0,-6,20,121,NA,1,NA,1,2016,NA,NA
"613",613,"a0982000403060241  ",NA,0,-14,12,175,NA,1,NA,1,2016,NA,NA
"614",614,"a0982000403060248",NA,0,-7,19,131,NA,1,NA,1,2016,NA,NA
"616",616,"a0982000403060254",NA,0,-7,19,197,NA,1,NA,1,2016,NA,NA
"619",619,"a0982000403060288",NA,0,-6,20,132,NA,1,NA,1,2016,NA,NA
"628",628,"a0982000403060319  ",NA,0,-15,11,59,NA,1,NA,1,2016,NA,NA
"629",629,"a0982000403060325",NA,0,-7,19,135,NA,1,NA,1,2016,NA,NA
"633",633,"a0982000403060356",NA,0,-7,19,204,NA,1,NA,1,2016,NA,NA
"636",636,"a0982000403060366",NA,0,-7,19,167,NA,1,NA,1,2016,NA,NA
"645",645,"a0982000403060398",NA,0,-5,21,140,NA,1,NA,1,2016,NA,NA
"653",653,"a0982000403060437",NA,0,-7,19,140,NA,1,NA,1,2016,NA,NA
"656",656,"a0982000403060575  ",NA,0,-20,6,165,NA,1,NA,1,2016,NA,NA
"854",111,"a0900067000076503  ",-8,1,-8.5,-7.5,175,177,2,62,3,2016,5,2016
"855",112,"a0900067000076505  ",-7,1,-7.5,-6.5,138,138,2,62,3,2016,5,2016
"856",113,"a0900067000076527",NA,0,-18,8,171,NA,2,NA,3,2016,NA,NA
"858",115,"a0900067000076535",NA,0,-18,8,167,NA,2,NA,3,2016,NA,NA
"859",116,"a0900067000076535  ",-7,1,-7.5,-6.5,165,171,2,62,3,2016,5,2016
"862",119,"a0900067000076661",NA,0,-15,11,172,NA,2,NA,3,2016,NA,NA
"863",120,"a0900067000076669",NA,0,-17,9,166,NA,2,NA,3,2016,NA,NA
"865",122,"a0900067000076713",NA,0,-19,7,117,NA,2,NA,3,2016,NA,NA
"872",129,"a0900067000076786  ",-8,1,-8.5,-7.5,144,145,2,62,3,2016,5,2016
"873",130,"a0900067000076818",NA,0,-16,10,137,NA,2,NA,3,2016,NA,NA
"874",131,"a0900067000076818  ",-10,1,-10.5,-9.5,138,136,2,62,3,2016,5,2016
"876",133,"a0900067000076855  ",NA,0,-24,2,143,NA,2,NA,3,2016,NA,NA
"881",138,"a0900067000077076  ",NA,0,-7,19,175,NA,2,NA,3,2016,NA,NA
"882",139,"a0900067000077090  ",NA,0,-6,20,170,NA,2,NA,3,2016,NA,NA
"886",143,"a0900067000077321",NA,0,-10,16,210,NA,2,NA,3,2016,NA,NA
"887",144,"a0900067000077337",NA,0,-13,13,161,NA,2,NA,3,2016,NA,NA
"890",147,"a0900067000077387  ",NA,0,-7,19,122,NA,2,NA,3,2016,NA,NA
"895",152,"a0900067000077468  ",NA,0,-7,19,145,NA,2,NA,3,2016,NA,NA
"896",153,"a0900067000080000  ",1,1,0.5,1.5,134,134,2,65,3,2016,5,2016
"897",154,"a0900067000080013",NA,0,-9,17,66,NA,2,NA,3,2016,NA,NA
"900",157,"a0900067000080057",NA,0,-14,12,142,NA,2,NA,3,2016,NA,NA
"904",161,"a0900067000080081  ",NA,0,-4,22,75,NA,2,NA,3,2016,NA,NA
"910",167,"a0900067000080111",NA,0,-17,9,70,NA,2,NA,3,2016,NA,NA
"917",174,"a0900067000080162  ",0,1,-0.5,0.5,120,129,2,62,3,2016,5,2016
"920",177,"a0900067000080201  ",NA,0,-5,21,83,NA,2,NA,3,2016,NA,NA
"924",181,"a0900067000080337  ",NA,0,-7,19,114,NA,2,NA,3,2016,NA,NA
"926",183,"a0900067000080352  ",NA,0,-3,23,211,NA,2,NA,3,2016,NA,NA
"928",185,"a0900067000080413  ",NA,0,-23,3,126,NA,2,NA,3,2016,NA,NA
"929",186,"a0900067000080443  ",NA,0,-7,19,122,NA,2,NA,3,2016,NA,NA
"937",194,"a0900067000080669",NA,0,-15,11,68,NA,2,NA,3,2016,NA,NA
"939",196,"a0900067000080737",NA,0,-16,10,62,NA,2,NA,3,2016,NA,NA
"950",207,"a0900067000084905  ",0,1,-0.5,0.5,210,210,2,62,3,2016,5,2016
"952",209,"a0900067000084946  ",NA,0,-6,20,175,NA,2,NA,3,2016,NA,NA
"954",211,"a0900067000085269",NA,0,-9,17,163,NA,2,NA,3,2016,NA,NA
"958",215,"a0900067000085352",NA,0,-10,16,120,NA,2,NA,3,2016,NA,NA
"1349",606,"a0982000403060155",NA,0,-10,16,140,NA,2,NA,3,2016,NA,NA
"1350",607,"a0982000403060155  ",-3,1,-3.5,-2.5,138,155,2,62,3,2016,5,2016
"1354",611,"a0982000403060192  ",NA,0,-7,19,123,NA,2,NA,3,2016,NA,NA
"1358",615,"a0982000403060253  ",NA,0,-6,20,194,NA,2,NA,3,2016,NA,NA
"1360",617,"a0982000403060254  ",NA,0,-3,23,200,NA,2,NA,3,2016,NA,NA
"1363",620,"a0982000403060288  ",7,1,6.5,7.5,127,130,2,61,3,2016,5,2016
"1370",627,"a0982000403060318  ",NA,0,-7,19,187,NA,2,NA,3,2016,NA,NA
"1374",631,"a0982000403060337",NA,0,-13,13,64,NA,2,NA,3,2016,NA,NA
"1377",634,"a0982000403060356  ",NA,0,-7,19,200,NA,2,NA,3,2016,NA,NA
"1378",635,"a0982000403060360  ",NA,0,-1,25,133,NA,2,NA,3,2016,NA,NA
"1380",637,"a0982000403060371  ",NA,0,-3,23,135,NA,2,NA,3,2016,NA,NA
"1381",638,"a0982000403060376  ",NA,0,-1,25,151,NA,2,NA,3,2016,NA,NA
"1384",641,"a0982000403060384  ",-2,1,-2.5,-1.5,122,132,2,62,3,2016,5,2016
"1392",649,"a0982000403060415  ",NA,0,-6,20,63,NA,2,NA,3,2016,NA,NA
"1395",652,"a0982000403060433  ",NA,0,-1,25,120,NA,2,NA,3,2016,NA,NA
"1397",654,"a0982000403060437  ",-1,1,-1.5,-0.5,142,149,2,62,3,2016,5,2016
"1398",655,"a0982000403060575",NA,0,-20,6,168,NA,2,NA,3,2016,NA,NA
"1401",658,"a0982000403060601  ",2,1,1.5,2.5,124,132,2,65,3,2016,5,2016
"1412",669,"a0982000407050143  ",NA,0,-22,4,42,NA,2,NA,3,2016,NA,NA
"1413",670,"a0982000407050156  ",NA,0,-22,4,67,NA,2,NA,3,2016,NA,NA
"1414",671,"a0982000407050206",NA,0,-17,9,133,NA,2,NA,3,2016,NA,NA
"1416",673,"a0982000407050210",NA,0,-17,9,56,NA,2,NA,3,2016,NA,NA
"1417",674,"a0982000407050219",NA,0,-13,13,60,NA,2,NA,3,2016,NA,NA
"1418",675,"a0982000407050224",NA,0,-13,13,74,NA,2,NA,3,2016,NA,NA
"1420",677,"a0982000407050231",NA,0,-13,13,80,NA,2,NA,3,2016,NA,NA
"1422",679,"a0982000407050233",NA,0,-13,13,163,NA,2,NA,3,2016,NA,NA
"1423",680,"a0982000407050233  ",-8,1,-8.5,-7.5,165,166,2,62,3,2016,5,2016
"1424",681,"a0982000407050236",NA,0,-10,16,59,NA,2,NA,3,2016,NA,NA
"1426",683,"a0982000407050241",NA,0,-15,11,186,NA,2,NA,3,2016,NA,NA
"1427",684,"a0982000407050246",NA,0,-19,7,128,NA,2,NA,3,2016,NA,NA
"1429",686,"a0982000407050252",NA,0,-13,13,63,NA,2,NA,3,2016,NA,NA
"1431",688,"a0982000407050263",NA,0,-9,17,52,NA,2,NA,3,2016,NA,NA
"1433",690,"a0982000407050292  ",NA,0,-6,20,200,NA,2,NA,3,2016,NA,NA
"1434",691,"a0982000407050297  ",NA,0,-7,19,131,NA,2,NA,3,2016,NA,NA
"1435",692,"a0982000407050299  ",NA,0,-7,19,120,NA,2,NA,3,2016,NA,NA
"1436",693,"a0982000407050336  ",NA,0,-5,21,142,NA,2,NA,3,2016,NA,NA
"1437",694,"a0982000407050341  ",NA,0,-5,21,55,NA,2,NA,3,2016,NA,NA
"1438",695,"a0982000407050352  ",NA,0,-7,19,89,NA,2,NA,3,2016,NA,NA
"1439",696,"a0982000407050353  ",-3,1,-3.5,-2.5,135,147,2,62,3,2016,5,2016
"1450",707,"a0982000407050898",NA,0,-19,7,55,NA,2,NA,3,2016,NA,NA
"1452",709,"a0982000407050902",NA,0,-20,6,120,NA,2,NA,3,2016,NA,NA
"1454",711,"a0982000407050918",NA,0,-17,9,65,NA,2,NA,3,2016,NA,NA
"1597",111,"a0900067000076503  ",-3,1,-3.5,-2.5,177,182,3,49,5,2016,7,2016
"1598",112,"a0900067000076505  ",0,1,-0.5,0.5,138,145,3,49,5,2016,7,2016
"1600",114,"a0900067000076527  ",-4,1,-4.5,-3.5,166,167,3,49,5,2016,7,2016
"1602",116,"a0900067000076535  ",9,1,8.5,9.5,171,167,3,51,5,2016,7,2016
"1603",117,"a0900067000076568  ",NA,0,-22,4,132,NA,3,NA,5,2016,NA,NA
"1604",118,"a0900067000076581  ",0,1,-0.5,0.5,142,154,3,49,5,2016,7,2016
"1607",121,"a0900067000076673  ",0,1,-0.5,0.5,137,142,3,49,5,2016,7,2016
"1611",125,"a0900067000076774  ",0,1,-0.5,0.5,145,156,3,49,5,2016,7,2016
"1615",129,"a0900067000076786  ",3,1,2.5,3.5,145,148,3,49,5,2016,7,2016
"1617",131,"a0900067000076818  ",-4,1,-4.5,-3.5,136,146,3,48,5,2016,7,2016
"1620",134,"a0900067000076993  ",1,1,0.5,1.5,127,131,3,50,5,2016,7,2016
"1622",136,"a0900067000077030  ",NA,0,-9,17,183,NA,3,NA,5,2016,NA,NA
"1626",140,"a0900067000077201  ",NA,0,-22,4,122,NA,3,NA,5,2016,NA,NA
"1627",141,"a0900067000077225  ",0,1,-0.5,0.5,205,204,3,47,5,2016,7,2016
"1628",142,"a0900067000077311  ",3,1,2.5,3.5,228,226,3,47,5,2016,7,2016
"1636",150,"a0900067000077426  ",0,1,-0.5,0.5,138,143,3,47,5,2016,7,2016
"1639",153,"a0900067000080000  ",0,1,-0.5,0.5,134,141,3,48,5,2016,7,2016
"1642",156,"a0900067000080048  ",0,1,-0.5,0.5,123,127,3,48,5,2016,7,2016
"1649",163,"a0900067000080093  ",NA,0,-4,22,130,NA,3,NA,5,2016,NA,NA
"1654",168,"a0900067000080111  ",NA,0,-15,11,81,NA,3,NA,5,2016,NA,NA
"1657",171,"a0900067000080135  ",NA,0,-22,4,80,NA,3,NA,5,2016,NA,NA
"1660",174,"a0900067000080162  ",0,1,-0.5,0.5,129,123,3,47,5,2016,7,2016
"1673",187,"a0900067000080468  ",0,1,-0.5,0.5,172,177,3,48,5,2016,7,2016
"1675",189,"a0900067000080476  ",NA,0,-7,19,124,NA,3,NA,5,2016,NA,NA
"1685",199,"a0900067000080784  ",NA,0,-24,2,113,NA,3,NA,5,2016,NA,NA
"1693",207,"a0900067000084905  ",NA,0,-7,19,210,NA,3,NA,5,2016,NA,NA
"2091",605,"a0982000403060151  ",NA,0,-4,22,205,NA,3,NA,5,2016,NA,NA
"2093",607,"a0982000403060155  ",NA,0,-4,22,155,NA,3,NA,5,2016,NA,NA
"2095",609,"a0982000403060186  ",4,1,3.5,4.5,154,157,3,49,5,2016,7,2016
"2106",620,"a0982000403060288  ",NA,0,-13,13,130,NA,3,NA,5,2016,NA,NA
"2110",624,"a0982000403060302  ",NA,0,-4,22,133,NA,3,NA,5,2016,NA,NA
"2116",630,"a0982000403060325  ",NA,0,-4,22,149,NA,3,NA,5,2016,NA,NA
"2127",641,"a0982000403060384  ",NA,0,-4,22,132,NA,3,NA,5,2016,NA,NA
"2129",643,"a0982000403060387  ",0,1,-0.5,0.5,138,136,3,47,5,2016,7,2016
"2130",644,"a0982000403060394  ",NA,0,-4,22,88,NA,3,NA,5,2016,NA,NA
"2132",646,"a0982000403060398  ",-9,1,-9.5,-8.5,135,143,3,48,5,2016,7,2016
"2140",654,"a0982000403060437  ",NA,0,-4,22,149,NA,3,NA,5,2016,NA,NA
"2144",658,"a0982000403060601  ",0,1,-0.5,0.5,132,137,3,48,5,2016,7,2016
"2147",661,"a0982000403060619  ",3,1,2.5,3.5,76,99,3,48,5,2016,7,2016
"2154",668,"a0982000407050097  ",NA,0,-15,11,116,NA,3,NA,5,2016,NA,NA
"2166",680,"a0982000407050233  ",-1,1,-1.5,-0.5,166,163,3,49,5,2016,7,2016
"2168",682,"a0982000407050236  ",NA,0,-9,17,75,NA,3,NA,5,2016,NA,NA
"2182",696,"a0982000407050353  ",NA,0,-4,22,147,NA,3,NA,5,2016,NA,NA
"2196",710,"a0982000407050902  ",0,1,-0.5,0.5,128,135,3,47,5,2016,7,2016
"2199",713,"a0982000407063248  ",NA,0,-4,22,81,NA,3,NA,5,2016,NA,NA
"2200",714,"a0982000407063256  ",NA,0,-4,22,140,NA,3,NA,5,2016,NA,NA
"2202",716,"a0982000407063262  ",NA,0,-4,22,73,NA,3,NA,5,2016,NA,NA
"2203",717,"a0982000407063285  ",0,1,-0.5,0.5,126,130,3,47,5,2016,7,2016
"2204",718,"a0982000407063298  ",0,1,-0.5,0.5,137,140,3,47,5,2016,7,2016
"2205",719,"a0982000407063306  ",-2,1,-2.5,-1.5,140,141,3,47,5,2016,7,2016
"2206",720,"a0982000407063307  ",NA,0,-7,19,125,NA,3,NA,5,2016,NA,NA
"2207",721,"a0982000407063311  ",NA,0,-7,19,152,NA,3,NA,5,2016,NA,NA
"2209",723,"a0982000407063317  ",NA,0,-17,9,71,NA,3,NA,5,2016,NA,NA
"2210",724,"a0982000407063329  ",NA,0,-5,21,190,NA,3,NA,5,2016,NA,NA
"2211",725,"a0982000407063330  ",NA,0,-17,9,127,NA,3,NA,5,2016,NA,NA
"2212",726,"a0982000407063362  ",NA,0,-13,13,81,NA,3,NA,5,2016,NA,NA
"2213",727,"a0982000407063369  ",NA,0,-10,16,82,NA,3,NA,5,2016,NA,NA
"2214",728,"a0982000407063371  ",NA,0,-9,17,76,NA,3,NA,5,2016,NA,NA
"2215",729,"a0982000407063386  ",NA,0,-9,17,165,NA,3,NA,5,2016,NA,NA
"2216",730,"a0982000407063393  ",NA,0,-9,17,77,NA,3,NA,5,2016,NA,NA
"2217",731,"a0982000407063404  ",7,1,6.5,7.5,199,200,3,49,5,2016,7,2016
"2218",732,"a0982000407063416  ",NA,0,-9,17,136,NA,3,NA,5,2016,NA,NA
"2219",733,"a0982000407063420  ",NA,0,-10,16,177,NA,3,NA,5,2016,NA,NA
"2221",735,"a0982000407069458  ",NA,0,-13,13,85,NA,3,NA,5,2016,NA,NA
"2222",736,"a0982000407069461  ",-1,1,-1.5,-0.5,140,144,3,49,5,2016,7,2016
"2223",737,"a0982000407069465  ",0,1,-0.5,0.5,134,136,3,49,5,2016,7,2016
"2224",738,"a0982000407069540  ",-5,1,-5.5,-4.5,130,135,3,48,5,2016,7,2016
"2225",739,"a0982000407069587  ",2,1,1.5,2.5,135,141,3,48,5,2016,7,2016
"2226",740,"a0982000407069599  ",NA,0,-9,17,136,NA,3,NA,5,2016,NA,NA
"2227",741,"a0982000407069610  ",3,1,2.5,3.5,69,87,3,48,5,2016,7,2016
"2228",742,"a0982000407069631  ",-6,1,-6.5,-5.5,122,129,3,48,5,2016,7,2016
"2229",743,"a0982000407069641  ",NA,0,-19,7,69,NA,3,NA,5,2016,NA,NA
"2340",111,"a0900067000076503  ",NA,0,-13,13,182,NA,4,NA,7,2016,NA,NA
"2341",112,"a0900067000076505  ",NA,0,-17,9,145,NA,4,NA,7,2016,NA,NA
"2343",114,"a0900067000076527  ",NA,0,-13,13,167,NA,4,NA,7,2016,NA,NA
"2345",116,"a0900067000076535  ",NA,0,-26,0,167,NA,4,NA,7,2016,NA,NA
"2347",118,"a0900067000076581  ",NA,0,-13,13,154,NA,4,NA,7,2016,NA,NA
"2350",121,"a0900067000076673  ",NA,0,-17,9,142,NA,4,NA,7,2016,NA,NA
"2352",123,"a0900067000076713  ",-5,1,-5.5,-4.5,122,132,4,66,7,2016,9,2016
"2353",124,"a0900067000076735  ",NA,0,-17,9,122,NA,4,NA,7,2016,NA,NA
"2354",125,"a0900067000076774  ",NA,0,-17,9,156,NA,4,NA,7,2016,NA,NA
"2358",129,"a0900067000076786  ",9,1,8.5,9.5,148,153,4,73,7,2016,9,2016
"2360",131,"a0900067000076818  ",NA,0,-9,17,146,NA,4,NA,7,2016,NA,NA
"2362",133,"a0900067000076855  ",NA,0,-26,0,166,NA,4,NA,7,2016,NA,NA
"2363",134,"a0900067000076993  ",NA,0,-22,4,131,NA,4,NA,7,2016,NA,NA
"2370",141,"a0900067000077225  ",NA,0,-7,19,204,NA,4,NA,7,2016,NA,NA
"2371",142,"a0900067000077311  ",0,1,-0.5,0.5,226,235,4,69,7,2016,9,2016
"2374",145,"a0900067000077337  ",-4,1,-4.5,-3.5,166,165,4,68,7,2016,9,2016
"2375",146,"a0900067000077382  ",NA,0,-16,10,151,NA,4,NA,7,2016,NA,NA
"2376",147,"a0900067000077387  ",0,1,-0.5,0.5,135,148,4,69,7,2016,9,2016
"2379",150,"a0900067000077426  ",NA,0,-7,19,143,NA,4,NA,7,2016,NA,NA
"2382",153,"a0900067000080000  ",NA,0,-24,2,141,NA,4,NA,7,2016,NA,NA
"2385",156,"a0900067000080048  ",NA,0,-26,0,127,NA,4,NA,7,2016,NA,NA
"2401",172,"a0900067000080159  ",NA,0,-10,16,85,NA,4,NA,7,2016,NA,NA
"2403",174,"a0900067000080162  ",NA,0,-7,19,123,NA,4,NA,7,2016,NA,NA
"2410",181,"a0900067000080337  ",0,1,-0.5,0.5,130,137,4,69,7,2016,9,2016
"2413",184,"a0900067000080406  ",NA,0,-10,16,116,NA,4,NA,7,2016,NA,NA
"2414",185,"a0900067000080413  ",0,1,-0.5,0.5,141,143,4,71,7,2016,9,2016
"2415",186,"a0900067000080443  ",NA,0,-13,13,137,NA,4,NA,7,2016,NA,NA
"2416",187,"a0900067000080468  ",NA,0,-24,2,177,NA,4,NA,7,2016,NA,NA
"2419",190,"a0900067000080479  ",NA,0,-26,0,149,NA,4,NA,7,2016,NA,NA
"2421",192,"a0900067000080596  ",NA,0,-22,4,99,NA,4,NA,7,2016,NA,NA
"2424",195,"a0900067000080669  ",NA,0,-13,13,109,NA,4,NA,7,2016,NA,NA
"2426",197,"a0900067000080737  ",NA,0,-16,10,90,NA,4,NA,7,2016,NA,NA
"2427",198,"a0900067000080757  ",NA,0,-13,13,103,NA,4,NA,7,2016,NA,NA
"2433",204,"a0900067000080960  ",NA,0,-19,7,88,NA,4,NA,7,2016,NA,NA
"2443",214,"a0900067000085313  ",NA,0,-6,20,132,NA,4,NA,7,2016,NA,NA
"2445",216,"a0900067000085352  ",NA,0,-13,13,127,NA,4,NA,7,2016,NA,NA
"2838",609,"a0982000403060186  ",NA,0,-13,13,157,NA,4,NA,7,2016,NA,NA
"2847",618,"a0982000403060260  ",NA,0,-16,10,95,NA,4,NA,7,2016,NA,NA
"2851",622,"a0982000403060294  ",NA,0,-13,13,99,NA,4,NA,7,2016,NA,NA
"2852",623,"a0982000403060301  ",NA,0,-13,13,91,NA,4,NA,7,2016,NA,NA
"2854",625,"a0982000403060305  ",NA,0,-21,5,102,NA,4,NA,7,2016,NA,NA
"2856",627,"a0982000403060318  ",0,1,-0.5,0.5,195,199,4,69,7,2016,9,2016
"2861",632,"a0982000403060337  ",2,1,1.5,2.5,98,110,4,71,7,2016,9,2016
"2864",635,"a0982000403060360  ",NA,0,-1,25,136,NA,4,NA,7,2016,NA,NA
"2866",637,"a0982000403060371  ",NA,0,-3,23,145,NA,4,NA,7,2016,NA,NA
"2867",638,"a0982000403060376  ",-1,1,-1.5,-0.5,151,156,4,69,7,2016,9,2016
"2872",643,"a0982000403060387  ",0,1,-0.5,0.5,136,140,4,69,7,2016,9,2016
"2875",646,"a0982000403060398  ",NA,0,-6,20,143,NA,4,NA,7,2016,NA,NA
"2876",647,"a0982000403060404  ",NA,0,-6,20,108,NA,4,NA,7,2016,NA,NA
"2881",652,"a0982000403060433  ",NA,0,-2,24,126,NA,4,NA,7,2016,NA,NA
"2887",658,"a0982000403060601  ",2,1,1.5,2.5,137,145,4,71,7,2016,9,2016
"2890",661,"a0982000403060619  ",NA,0,-22,4,99,NA,4,NA,7,2016,NA,NA
"2891",662,"a0982000407049977  ",NA,0,-7,19,95,NA,4,NA,7,2016,NA,NA
"2892",663,"a0982000407049991  ",0,1,-0.5,0.5,150,164,4,69,7,2016,9,2016
"2893",664,"a0982000407049995  ",NA,0,-4,22,95,NA,4,NA,7,2016,NA,NA
"2895",666,"a0982000407050046  ",0,1,-0.5,0.5,110,130,4,68,7,2016,9,2016
"2896",667,"a0982000407050060  ",NA,0,-5,21,91,NA,4,NA,7,2016,NA,NA
"2898",669,"a0982000407050143  ",NA,0,-21,5,81,NA,4,NA,7,2016,NA,NA
"2901",672,"a0982000407050206  ",NA,0,-6,20,153,NA,4,NA,7,2016,NA,NA
"2905",676,"a0982000407050224  ",NA,0,-13,13,107,NA,4,NA,7,2016,NA,NA
"2909",680,"a0982000407050233  ",NA,0,-13,13,163,NA,4,NA,7,2016,NA,NA
"2916",687,"a0982000407050252  ",NA,0,-13,13,97,NA,4,NA,7,2016,NA,NA
"2918",689,"a0982000407050263  ",NA,0,-10,16,83,NA,4,NA,7,2016,NA,NA
"2924",695,"a0982000407050352  ",0,1,-0.5,0.5,115,121,4,69,7,2016,9,2016
"2926",697,"a0982000407050583  ",NA,0,-26,0,155,NA,4,NA,7,2016,NA,NA
"2927",698,"a0982000407050602  ",16,1,15.5,16.5,89,110,4,74,7,2016,9,2016
"2928",699,"a0982000407050625  ",NA,0,-13,13,139,NA,4,NA,7,2016,NA,NA
"2929",700,"a0982000407050629  ",NA,0,-13,13,103,NA,4,NA,7,2016,NA,NA
"2930",701,"a0982000407050647  ",NA,0,-15,11,146,NA,4,NA,7,2016,NA,NA
"2931",702,"a0982000407050670  ",NA,0,-10,16,149,NA,4,NA,7,2016,NA,NA
"2932",703,"a0982000407050672  ",NA,0,-17,9,136,NA,4,NA,7,2016,NA,NA
"2934",705,"a0982000407050674  ",NA,0,-9,17,143,NA,4,NA,7,2016,NA,NA
"2935",706,"a0982000407050678  ",-2,1,-2.5,-1.5,147,163,4,69,7,2016,9,2016
"2939",710,"a0982000407050902  ",NA,0,-3,23,135,NA,4,NA,7,2016,NA,NA
"2941",712,"a0982000407050918  ",NA,0,-21,5,98,NA,4,NA,7,2016,NA,NA
"2946",717,"a0982000407063285  ",NA,0,-7,19,130,NA,4,NA,7,2016,NA,NA
"2947",718,"a0982000407063298  ",NA,0,-7,19,140,NA,4,NA,7,2016,NA,NA
"2948",719,"a0982000407063306  ",NA,0,-2,24,141,NA,4,NA,7,2016,NA,NA
"2960",731,"a0982000407063404  ",NA,0,-16,10,200,NA,4,NA,7,2016,NA,NA
