"","Y","Yrecap","DL","UL","Size","IND_ID","Period","St_occ","End_occ"
"6383",NA,0,-7,19,82,439,9,11,12
"6387",NA,0,-9,17,77,443,9,11,12
"6391",NA,0,-7,19,93,447,9,11,12
"6394",NA,0,-18,8,95,450,9,11,12
"6395",NA,0,-23,3,95,451,9,11,12
"6405",NA,0,-18,8,100,461,9,11,12
"6406",NA,0,-10,16,166,462,9,11,12
"6408",NA,0,-7,19,100,464,9,11,12
"6410",NA,0,-7,19,90,466,9,11,12
"6412",NA,0,-7,19,145,468,9,11,12
"6414",NA,0,-6,20,104,470,9,11,12
"6415",NA,0,-6,20,97,471,9,11,12
"6416",NA,0,-8,18,97,472,9,11,12
"6418",NA,0,-12,14,213,474,9,11,12
"6420",NA,0,-7,19,87,476,9,11,12
"6422",NA,0,-4,22,105,478,9,11,12
"6424",NA,0,-7,19,86,480,9,11,12
"6425",NA,0,-6,20,97,481,9,11,12
"6427",NA,0,-4,22,104,483,9,11,12
"6428",NA,0,-9,17,122,484,9,11,12
"6429",NA,0,-7,19,82,485,9,11,12
"6430",NA,0,-12,14,155,486,9,11,12
"6432",NA,0,-9,17,164,488,9,11,12
"6433",NA,0,-17,9,153,489,9,11,12
"6435",NA,0,-6,20,104,491,9,11,12
"6437",NA,0,-9,17,85,493,9,11,12
"6439",NA,0,-7,19,101,495,9,11,12
"6441",NA,0,-12,14,144,497,9,11,12
"6443",NA,0,-7,19,86,499,9,11,12
"6444",NA,0,-9,17,161,500,9,11,12
"6446",NA,0,-15,11,92,502,9,11,12
"6447",NA,0,-22,4,130,503,9,11,12
"6448",NA,0,-13,13,77,504,9,11,12
"6449",NA,0,-13,13,100,505,9,11,12
"6451",NA,0,-21,5,101,507,9,11,12
"6452",NA,0,-22,4,90,508,9,11,12
"6453",NA,0,-15,11,91,509,9,11,12
"6455",-4,1,-23,3,100,511,9,11,12
"6456",NA,0,-15,11,80,512,9,11,12
"6458",NA,0,-15,11,83,514,9,11,12
"6460",NA,0,-15,11,80,516,9,11,12
"6462",NA,0,-21,5,95,518,9,11,12
"6463",NA,0,-19,7,86,519,9,11,12
"6465",NA,0,-16,10,88,521,9,11,12
"6467",NA,0,-17,9,96,523,9,11,12
"6469",NA,0,-13,13,102,525,9,11,12
"6470",1,1,-23,3,84,526,9,11,12
"6471",NA,0,-13,13,84,527,9,11,12
"6472",NA,0,-15,11,130,528,9,11,12
"6474",NA,0,-14,12,165,530,9,11,12
"6475",1,1,-22,4,72,531,9,11,12
"6476",NA,0,-17,9,154,532,9,11,12
"6482",NA,0,-14,12,145,538,9,11,12
"6490",NA,0,-7,19,116,546,9,11,12
"6501",NA,0,-7,19,92,557,9,11,12
"6503",NA,0,-15,11,86,559,9,11,12
"6509",NA,0,-5,21,95,565,9,11,12
"6511",NA,0,-17,9,81,567,9,11,12
"6514",NA,0,-5,21,96,570,9,11,12
"6518",NA,0,-7,19,98,574,9,11,12
"6530",NA,0,-10,16,79,586,9,11,12
"6532",NA,0,-15,11,86,588,9,11,12
"6534",NA,0,-7,19,96,590,9,11,12
"6537",NA,0,-5,21,93,593,9,11,12
"6540",NA,0,-5,21,86,596,9,11,12
"6546",NA,0,-3,23,120,602,9,11,12
"6550",NA,0,-9,17,170,606,9,11,12
"6570",NA,0,-7,19,201,626,9,11,12
"6576",NA,0,-26,0,133,632,9,11,12
"6583",NA,0,-7,19,157,639,9,11,12
"6586",NA,0,-9,17,152,642,9,11,12
"6592",NA,0,-4,22,135,648,9,11,12
"6594",NA,0,-9,17,160,650,9,11,12
"6597",NA,0,-6,20,160,653,9,11,12
"6601",NA,0,-17,9,135,657,9,11,12
"6603",NA,0,-16,10,134,659,9,11,12
"6609",NA,0,-18,8,138,665,9,11,12
"6610",NA,0,-24,2,134,666,9,11,12
"6621",NA,0,-13,13,145,677,9,11,12
"6648",NA,0,-12,14,156,704,9,11,12
"6652",NA,0,-26,0,121,708,9,11,12
"6659",NA,0,-9,17,123,715,9,11,12
"6666",NA,0,-18,8,130,722,9,11,12
"6720",NA,0,-22,4,83,33,10,12,13
"6721",NA,0,-21,5,90,34,10,12,13
"6722",NA,0,-17,9,85,35,10,12,13
"6723",0,1,-9,17,98,36,10,12,13
"6724",NA,0,-12,14,115,37,10,12,13
"6725",NA,0,-23,3,106,38,10,12,13
"6726",0,1,-19,7,93,39,10,12,13
"6728",1,1,-10,16,107,41,10,12,13
"6729",NA,0,-13,13,117,42,10,12,13
"6730",NA,0,-5,21,103,43,10,12,13
"6731",NA,0,-6,20,100,44,10,12,13
"6732",1,1,-9,17,153,45,10,12,13
"6733",-2,1,-19,7,94,46,10,12,13
"6734",NA,0,-4,22,116,47,10,12,13
"6735",-1,1,-14,12,106,48,10,12,13
"6736",1,1,-4,22,105,49,10,12,13
"6737",NA,0,-7,19,117,50,10,12,13
"6738",1,1,-22,4,103,51,10,12,13
"6739",NA,0,-4,22,140,52,10,12,13
"6740",1,1,-19,7,116,53,10,12,13
"6741",-1,1,-10,16,110,54,10,12,13
"6742",NA,0,-5,21,98,55,10,12,13
"6743",NA,0,-5,21,114,56,10,12,13
"6744",1,1,-4,22,134,57,10,12,13
"6745",NA,0,-5,21,105,58,10,12,13
"6746",NA,0,-7,19,104,59,10,12,13
"6747",NA,0,-4,22,115,60,10,12,13
"6748",-1,1,-9,17,118,61,10,12,13
"6749",NA,0,-9,17,127,62,10,12,13
"6750",0,1,-7,19,103,63,10,12,13
"6751",NA,0,-7,19,94,64,10,12,13
"6752",NA,0,-26,0,167,65,10,12,13
"6753",-1,1,-10,16,119,66,10,12,13
"6754",0,1,-6,20,109,67,10,12,13
"6755",NA,0,-20,6,96,68,10,12,13
"6756",NA,0,-13,13,91,69,10,12,13
"6757",0,1,-17,9,92,70,10,12,13
"6758",NA,0,-13,13,99,71,10,12,13
"6759",1,1,-9,17,106,72,10,12,13
"6760",NA,0,-19,7,100,73,10,12,13
"6810",1,1,-17,9,140,123,10,12,13
"6820",NA,0,-9,17,193,133,10,12,13
"6834",0,1,-7,19,160,147,10,12,13
"6836",-2,1,-9,17,163,149,10,12,13
"6850",NA,0,-3,23,159,163,10,12,13
"6855",2,1,-8,18,140,168,10,12,13
"6859",NA,0,-17,9,147,172,10,12,13
"6865",NA,0,-26,0,158,178,10,12,13
"6868",0,1,-7,19,142,181,10,12,13
"6872",-3,1,-26,0,159,185,10,12,13
"6904",2,1,-11,15,106,217,10,12,13
"6906",NA,0,-15,11,99,219,10,12,13
"6919",NA,0,-6,20,98,232,10,12,13
"6924",NA,0,-9,17,109,237,10,12,13
"6926",0,1,-13,13,103,239,10,12,13
"6930",NA,0,-13,13,101,243,10,12,13
"6937",4,1,-18,8,117,250,10,12,13
"6941",NA,0,-22,4,136,254,10,12,13
"6947",NA,0,-21,5,98,260,10,12,13
"6949",-5,1,-22,4,94,262,10,12,13
"6977",0,1,-21,5,90,290,10,12,13
"6980",NA,0,-22,4,115,293,10,12,13
"6981",NA,0,-21,5,102,294,10,12,13
"6982",1,1,-4,22,115,295,10,12,13
"6984",-4,1,-22,4,93,297,10,12,13
"6987",NA,0,-4,22,96,300,10,12,13
"6994",NA,0,-6,20,111,307,10,12,13
"6995",NA,0,-26,0,100,308,10,12,13
"6996",NA,0,-6,20,102,309,10,12,13
"6998",-3,1,-21,5,116,311,10,12,13
"6999",0,1,-7,19,104,312,10,12,13
"7005",2,1,-17,9,113,318,10,12,13
"7009",NA,0,-13,13,102,322,10,12,13
"7010",NA,0,-21,5,88,323,10,12,13
"7013",0,1,-24,2,93,326,10,12,13
"7015",11,1,-9,17,140,328,10,12,13
"7018",NA,0,-9,17,115,331,10,12,13
"7023",10,1,-13,13,124,336,10,12,13
"7025",NA,0,-17,9,109,338,10,12,13
"7029",NA,0,-22,4,110,342,10,12,13
"7031",NA,0,-23,3,113,344,10,12,13
"7038",NA,0,-4,22,100,351,10,12,13
"7041",-1,1,-10,16,103,354,10,12,13
"7043",0,1,-9,17,149,356,10,12,13
"7046",2,1,-5,21,164,359,10,12,13
"7049",NA,0,-6,20,108,362,10,12,13
"7050",0,1,-9,17,126,363,10,12,13
"7058",1,1,-5,21,106,371,10,12,13
"7059",0,1,-7,19,134,372,10,12,13
"7071",0,1,-4,22,106,384,10,12,13
"7072",NA,0,-7,19,102,385,10,12,13
"7073",1,1,-5,21,121,386,10,12,13
"7074",0,1,-7,19,97,387,10,12,13
"7077",NA,0,-4,22,116,390,10,12,13
"7082",NA,0,-1,25,135,395,10,12,13
"7090",NA,0,-5,21,86,403,10,12,13
"7092",0,1,-9,17,119,405,10,12,13
"7093",NA,0,-13,13,110,406,10,12,13
"7100",NA,0,-14,12,116,413,10,12,13
"7102",NA,0,-22,4,102,415,10,12,13
"7105",NA,0,-17,9,105,418,10,12,13
"7112",NA,0,-23,3,90,425,10,12,13
"7121",NA,0,-4,22,118,434,10,12,13
"7123",0,1,-9,17,93,436,10,12,13
"7125",NA,0,-13,13,95,438,10,12,13
"7128",NA,0,-10,16,107,441,10,12,13
"7141",4,1,-9,17,100,454,10,12,13
"7142",1,1,-13,13,108,455,10,12,13
"7143",NA,0,-17,9,102,456,10,12,13
"7144",0,1,-22,4,95,457,10,12,13
"7146",NA,0,-21,5,94,459,10,12,13
"7147",-1,1,-14,12,107,460,10,12,13
"7150",-1,1,-3,23,168,463,10,12,13
"7152",0,1,-7,19,107,465,10,12,13
"7154",NA,0,-7,19,95,467,10,12,13
"7160",-5,1,-23,3,112,473,10,12,13
"7162",NA,0,-9,17,222,475,10,12,13
"7164",NA,0,-7,19,93,477,10,12,13
"7166",NA,0,-4,22,107,479,10,12,13
"7174",NA,0,-14,12,159,487,10,12,13
"7177",NA,0,-10,16,155,490,10,12,13
"7179",NA,0,-6,20,112,492,10,12,13
"7183",0,1,-7,19,112,496,10,12,13
"7188",NA,0,-9,17,170,501,10,12,13
"7193",NA,0,-14,12,119,506,10,12,13
"7198",NA,0,-19,7,113,511,10,12,13
"7200",NA,0,-15,11,91,513,10,12,13
"7202",-4,1,-19,7,97,515,10,12,13
"7207",NA,0,-18,8,99,520,10,12,13
"7211",-4,1,-22,4,115,524,10,12,13
"7213",NA,0,-24,2,93,526,10,12,13
"7216",NA,0,-15,11,142,529,10,12,13
"7218",NA,0,-23,3,85,531,10,12,13
"7220",0,1,-9,17,155,533,10,12,13
"7222",NA,0,-8,18,91,535,10,12,13
"7226",-3,1,-10,16,142,539,10,12,13
"7230",NA,0,-4,22,96,543,10,12,13
"7234",0,1,-7,19,117,547,10,12,13
"7239",NA,0,-13,13,103,552,10,12,13
"7245",0,1,-7,19,101,558,10,12,13
"7248",NA,0,-19,7,96,561,10,12,13
"7256",NA,0,-4,22,104,569,10,12,13
"7259",0,1,-6,20,102,572,10,12,13
"7270",NA,0,-6,20,110,583,10,12,13
"7271",NA,0,-7,19,141,584,10,12,13
"7274",0,1,-9,17,88,587,10,12,13
"7276",-4,1,-19,7,108,589,10,12,13
"7281",NA,0,-9,17,101,594,10,12,13
"7287",0,1,-6,20,127,600,10,12,13
"7296",NA,0,-10,16,168,609,10,12,13
"7327",NA,0,-7,19,165,640,10,12,13
"7330",1,1,-9,17,151,643,10,12,13
"7338",NA,0,-9,17,164,651,10,12,13
"7372",5,1,-4,22,147,685,10,12,13
"7385",NA,0,-22,4,140,698,10,12,13
"7392",-1,1,-10,16,160,705,10,12,13
"7400",1,1,-6,20,150,713,10,12,13
"7403",-13,1,-22,4,133,716,10,12,13
"7408",NA,0,-6,20,172,721,10,12,13
"7422",2,1,-13,13,138,735,10,12,13
"7430",1,1,-21,5,128,743,10,12,13
"7466",NA,0,-9,17,105,36,11,13,14
"7469",NA,0,-19,7,111,39,11,13,14
"7470",NA,0,-7,19,71,40,11,13,14
"7471",NA,0,-11,15,131,41,11,13,14
"7475",NA,0,-10,16,160,45,11,13,14
"7476",NA,0,-17,9,109,46,11,13,14
"7478",NA,0,-13,13,124,48,11,13,14
"7479",NA,0,-5,21,108,49,11,13,14
"7481",NA,0,-23,3,115,51,11,13,14
"7483",0,1,-20,6,126,53,11,13,14
"7484",NA,0,-9,17,119,54,11,13,14
"7487",NA,0,-5,21,139,57,11,13,14
"7491",NA,0,-8,18,140,61,11,13,14
"7493",NA,0,-7,19,111,63,11,13,14
"7496",NA,0,-9,17,135,66,11,13,14
"7497",NA,0,-6,20,120,67,11,13,14
"7500",NA,0,-17,9,91,70,11,13,14
"7502",NA,0,-10,16,115,72,11,13,14
"7504",NA,0,-7,19,72,74,11,13,14
"7505",NA,0,-15,11,140,75,11,13,14
"7506",NA,0,-5,21,65,76,11,13,14
"7507",2,1,-9,17,136,77,11,13,14
"7508",NA,0,-9,17,111,78,11,13,14
"7509",NA,0,-16,10,118,79,11,13,14
"7510",1,1,-11,15,131,80,11,13,14
"7511",NA,0,-6,20,82,81,11,13,14
"7512",NA,0,-5,21,70,82,11,13,14
"7513",-1,1,-16,10,67,83,11,13,14
"7514",NA,0,-6,20,121,84,11,13,14
"7515",NA,0,-7,19,68,85,11,13,14
"7516",NA,0,-23,3,128,86,11,13,14
"7517",NA,0,-15,11,57,87,11,13,14
"7518",NA,0,-7,19,96,88,11,13,14
"7520",NA,0,-10,16,103,90,11,13,14
"7521",NA,0,-13,13,108,91,11,13,14
"7522",NA,0,-6,20,105,92,11,13,14
"7523",NA,0,-18,8,61,93,11,13,14
"7524",NA,0,-5,21,72,94,11,13,14
"7525",1,1,-13,13,101,95,11,13,14
"7526",NA,0,-7,19,121,96,11,13,14
"7527",-1,1,-5,21,105,97,11,13,14
"7528",-1,1,-5,21,82,98,11,13,14
"7529",NA,0,-12,14,64,99,11,13,14
"7530",NA,0,-10,16,105,100,11,13,14
"7531",NA,0,-17,9,66,101,11,13,14
"7532",NA,0,-6,20,120,102,11,13,14
"7533",NA,0,-17,9,131,103,11,13,14
"7534",NA,0,-7,19,189,104,11,13,14
"7535",NA,0,-6,20,117,105,11,13,14
"7536",NA,0,-7,19,76,106,11,13,14
"7537",NA,0,-5,21,105,107,11,13,14
"7538",1,1,-17,9,109,108,11,13,14
"7539",NA,0,-17,9,115,109,11,13,14
"7540",NA,0,-5,21,75,110,11,13,14
"7553",NA,0,-18,8,144,123,11,13,14
"7577",NA,0,-7,19,174,147,11,13,14
"7579",NA,0,-7,19,176,149,11,13,14
"7591",0,1,-7,19,152,161,11,13,14
"7598",-3,1,-10,16,145,168,11,13,14
"7611",NA,0,-7,19,145,181,11,13,14
"7615",NA,0,-23,3,162,185,11,13,14
"7647",NA,0,-13,13,118,217,11,13,14
"7652",NA,0,-9,17,115,222,11,13,14
"7655",NA,0,-6,20,110,225,11,13,14
"7669",1,1,-13,13,112,239,11,13,14
"7670",NA,0,-9,17,100,240,11,13,14
"7680",NA,0,-22,4,134,250,11,13,14
"7682",NA,0,-8,18,117,252,11,13,14
"7683",NA,0,-18,8,135,253,11,13,14
"7687",NA,0,-23,3,142,257,11,13,14
"7689",NA,0,-18,8,105,259,11,13,14
"7692",0,1,-17,9,112,262,11,13,14
"7708",NA,0,-19,7,115,278,11,13,14
"7716",NA,0,-7,19,126,286,11,13,14
"7720",NA,0,-21,5,104,290,11,13,14
"7722",NA,0,-9,17,124,292,11,13,14
"7725",-1,1,-5,21,118,295,11,13,14
"7726",NA,0,-6,20,115,296,11,13,14
"7727",NA,0,-18,8,102,297,11,13,14
"7731",-2,1,-6,20,117,301,11,13,14
"7741",NA,0,-18,8,131,311,11,13,14
"7742",0,1,-7,19,112,312,11,13,14
"7745",0,1,-17,9,103,315,11,13,14
"7747",NA,0,-6,20,109,317,11,13,14
"7748",-1,1,-19,7,125,318,11,13,14
"7751",NA,0,-21,5,117,321,11,13,14
"7754",NA,0,-14,12,125,324,11,13,14
"7756",NA,0,-24,2,116,326,11,13,14
"7758",0,1,-20,6,143,328,11,13,14
"7760",NA,0,-16,10,115,330,11,13,14
"7766",NA,0,-23,3,132,336,11,13,14
"7779",NA,0,-10,16,111,349,11,13,14
"7784",NA,0,-9,17,112,354,11,13,14
"7786",NA,0,-9,17,152,356,11,13,14
"7789",NA,0,-7,19,164,359,11,13,14
"7793",NA,0,-9,17,131,363,11,13,14
"7795",NA,0,-11,15,113,365,11,13,14
"7801",NA,0,-6,20,109,371,11,13,14
"7802",0,1,-7,19,132,372,11,13,14
"7809",NA,0,-15,11,120,379,11,13,14
"7814",3,1,-4,22,115,384,11,13,14
"7816",NA,0,-6,20,133,386,11,13,14
"7817",0,1,-7,19,100,387,11,13,14
"7821",NA,0,-7,19,97,391,11,13,14
"7822",0,1,-6,20,115,392,11,13,14
"7824",NA,0,-7,19,108,394,11,13,14
"7826",NA,0,-16,10,113,396,11,13,14
"7829",NA,0,-9,17,112,399,11,13,14
"7832",-1,1,-5,21,118,402,11,13,14
"7835",NA,0,-9,17,134,405,11,13,14
"7851",NA,0,-21,5,119,421,11,13,14
"7859",NA,0,-26,0,131,429,11,13,14
"7860",NA,0,-9,17,125,430,11,13,14
"7861",0,1,-23,3,112,431,11,13,14
"7865",NA,0,-6,20,126,435,11,13,14
"7866",NA,0,-9,17,95,436,11,13,14
"7872",NA,0,-10,16,100,442,11,13,14
"7884",1,1,-13,13,112,454,11,13,14
"7885",0,1,-14,12,124,455,11,13,14
"7887",1,1,-22,4,113,457,11,13,14
"7890",NA,0,-13,13,124,460,11,13,14
"7893",NA,0,-2,24,172,463,11,13,14
"7895",NA,0,-7,19,112,465,11,13,14
"7899",NA,0,-9,17,158,469,11,13,14
"7903",-1,1,-18,8,124,473,11,13,14
"7924",NA,0,-7,19,96,494,11,13,14
"7926",NA,0,-7,19,118,496,11,13,14
"7928",NA,0,-7,19,155,498,11,13,14
"7940",NA,0,-17,9,115,510,11,13,14
"7945",NA,0,-15,11,109,515,11,13,14
"7947",NA,0,-15,11,101,517,11,13,14
"7952",NA,0,-15,11,111,522,11,13,14
"7954",NA,0,-18,8,135,524,11,13,14
"7963",NA,0,-9,17,163,533,11,13,14
"7969",NA,0,-7,19,140,539,11,13,14
"7970",NA,0,-7,19,95,540,11,13,14
"7974",NA,0,-6,20,103,544,11,13,14
"7977",NA,0,-7,19,117,547,11,13,14
"7980",NA,0,-5,21,102,550,11,13,14
"7981",-2,1,-6,20,105,551,11,13,14
"7984",NA,0,-5,21,112,554,11,13,14
"7985",NA,0,-5,21,132,555,11,13,14
"7988",NA,0,-7,19,108,558,11,13,14
"7993",-3,1,-7,19,129,563,11,13,14
"7998",NA,0,-17,9,115,568,11,13,14
"8002",0,1,-6,20,110,572,11,13,14
"8017",NA,0,-9,17,94,587,11,13,14
"8019",NA,0,-15,11,120,589,11,13,14
"8030",NA,0,-6,20,141,600,11,13,14
"8057",NA,0,-7,19,203,627,11,13,14
"8073",NA,0,-10,16,153,643,11,13,14
"8074",0,1,-4,22,133,644,11,13,14
"8079",3,1,-4,22,147,649,11,13,14
"8097",-1,1,-5,21,126,667,11,13,14
"8115",-2,1,-9,17,155,685,11,13,14
"8126",1,1,-6,20,160,696,11,13,14
"8135",NA,0,-9,17,166,705,11,13,14
"8136",NA,0,-7,19,118,706,11,13,14
"8142",NA,0,-17,9,154,712,11,13,14
"8143",0,1,-7,19,151,713,11,13,14
"8146",NA,0,-9,17,141,716,11,13,14
"8165",NA,0,-15,11,146,735,11,13,14
"8170",NA,0,-9,17,157,740,11,13,14
"8173",4,1,-22,4,134,743,11,13,14
"8174",NA,0,-18,8,111,1,12,14,15
"8182",NA,0,-23,3,102,9,12,14,15
"8183",NA,0,-23,3,105,10,12,14,15
"8184",NA,0,-7,19,113,11,12,14,15
"8185",NA,0,-7,19,93,12,12,14,15
"8186",NA,0,-7,19,112,13,12,14,15
"8187",0,1,-8,18,58,14,12,14,15
"8188",NA,0,-17,9,72,15,12,14,15
"8189",NA,0,-8,18,66,16,12,14,15
"8190",NA,0,-10,16,65,17,12,14,15
"8191",0,1,-19,7,76,18,12,14,15
"8192",0,1,-9,17,105,19,12,14,15
"8193",NA,0,-10,16,114,20,12,14,15
"8194",NA,0,-19,7,72,21,12,14,15
"8195",NA,0,-15,11,107,22,12,14,15
"8196",NA,0,-17,9,93,23,12,14,15
"8197",1,1,-4,22,123,24,12,14,15
"8198",NA,0,-7,19,107,25,12,14,15
"8199",0,1,-7,19,117,26,12,14,15
"8200",0,1,-17,9,72,27,12,14,15
"8201",NA,0,-5,21,102,28,12,14,15
"8202",NA,0,-5,21,107,29,12,14,15
"8203",0,1,-4,22,90,30,12,14,15
"8204",NA,0,-17,9,63,31,12,14,15
"8216",NA,0,-4,22,107,43,12,14,15
"8226",0,1,-20,6,133,53,12,14,15
"8235",NA,0,-14,12,132,62,12,14,15
"8250",NA,0,-11,15,138,77,12,14,15
"8253",2,1,-12,14,133,80,12,14,15
"8256",0,1,-15,11,75,83,12,14,15
"8268",2,1,-14,12,103,95,12,14,15
"8270",NA,0,-4,22,104,97,12,14,15
"8271",NA,0,-4,22,91,98,12,14,15
"8281",NA,0,-18,8,112,108,12,14,15
"8334",NA,0,-7,19,151,161,12,14,15
"8336",NA,0,-7,19,170,163,12,14,15
"8341",0,1,-7,19,150,168,12,14,15
"8392",0,1,-18,8,105,219,12,14,15
"8406",-3,1,-12,14,93,233,12,14,15
"8410",NA,0,-23,3,125,237,12,14,15
"8412",NA,0,-14,12,115,239,12,14,15
"8416",NA,0,-11,15,126,243,12,14,15
"8420",NA,0,-14,12,113,247,12,14,15
"8433",NA,0,-20,6,118,260,12,14,15
"8435",NA,0,-17,9,104,262,12,14,15
"8461",NA,0,-24,2,111,288,12,14,15
"8468",NA,0,-4,22,118,295,12,14,15
"8474",NA,0,-4,22,117,301,12,14,15
"8482",NA,0,-4,22,108,309,12,14,15
"8485",NA,0,-7,19,112,312,12,14,15
"8488",-1,1,-17,9,107,315,12,14,15
"8491",NA,0,-18,8,128,318,12,14,15
"8501",NA,0,-20,6,148,328,12,14,15
"8513",NA,0,-7,19,103,340,12,14,15
"8515",NA,0,-20,6,124,342,12,14,15
"8523",NA,0,-18,8,111,350,12,14,15
"8524",NA,0,-4,22,103,351,12,14,15
"8539",NA,0,-20,6,114,366,12,14,15
"8545",NA,0,-7,19,136,372,12,14,15
"8556",NA,0,-7,19,125,383,12,14,15
"8557",NA,0,-7,19,121,384,12,14,15
"8560",0,1,-7,19,102,387,12,14,15
"8565",0,1,-6,20,118,392,12,14,15
"8575",NA,0,-4,22,121,402,12,14,15
"8589",NA,0,-7,19,133,416,12,14,15
"8598",NA,0,-23,3,108,425,12,14,15
"8604",0,1,-23,3,114,431,12,14,15
"8617",NA,0,-9,17,101,444,12,14,15
"8622",NA,0,-19,7,97,449,12,14,15
"8627",NA,0,-14,12,114,454,12,14,15
"8628",NA,0,-14,12,128,455,12,14,15
"8630",0,1,-23,3,112,457,12,14,15
"8640",NA,0,-7,19,95,467,12,14,15
"8646",-1,1,-17,9,126,473,12,14,15
"8676",NA,0,-24,2,130,503,12,14,15
"8724",2,1,-4,22,105,551,12,14,15
"8725",NA,0,-12,14,112,552,12,14,15
"8726",NA,0,-7,19,135,553,12,14,15
"8733",NA,0,-15,11,94,560,12,14,15
"8736",NA,0,-4,22,130,563,12,14,15
"8739",NA,0,-6,20,108,566,12,14,15
"8744",0,1,-4,22,102,571,12,14,15
"8745",NA,0,-6,20,111,572,12,14,15
"8753",NA,0,-7,19,121,580,12,14,15
"8767",-7,1,-26,0,100,594,12,14,15
"8768",NA,0,-6,20,142,595,12,14,15
"8770",0,1,-4,22,104,597,12,14,15
"8781",NA,0,-7,19,155,608,12,14,15
"8817",0,1,-4,22,130,644,12,14,15
"8822",NA,0,-7,19,147,649,12,14,15
"8839",NA,0,-23,3,157,666,12,14,15
"8840",NA,0,-4,22,128,667,12,14,15
"8858",0,1,-7,19,157,685,12,14,15
"8869",0,1,-7,19,165,696,12,14,15
"8871",0,1,-21,5,141,698,12,14,15
"8886",0,1,-7,19,159,713,12,14,15
"8916",-3,1,-26,0,125,743,12,14,15
"8918",NA,0,-7,19,116,2,13,15,16
"8919",NA,0,-14,12,83,3,13,15,16
"8920",NA,0,-14,12,109,4,13,15,16
"8921",NA,0,-7,19,103,5,13,15,16
"8922",NA,0,-11,15,61,6,13,15,16
"8923",1,1,-12,14,103,7,13,15,16
"8924",NA,0,-14,12,82,8,13,15,16
"8930",0,1,-8,18,61,14,13,15,16
"8934",NA,0,-19,7,76,18,13,15,16
"8935",NA,0,-9,17,105,19,13,15,16
"8940",0,1,-5,21,124,24,13,15,16
"8942",0,1,-7,19,115,26,13,15,16
"8943",0,1,-17,9,73,27,13,15,16
"8946",0,1,-4,22,89,30,13,15,16
"8948",0,1,-22,4,119,32,13,15,16
"8958",-6,1,-18,8,132,42,13,15,16
"8964",0,1,-14,12,129,48,13,15,16
"8965",NA,0,-6,20,108,49,13,15,16
"8967",1,1,-22,4,113,51,13,15,16
"8969",NA,0,-20,6,129,53,13,15,16
"8977",NA,0,-14,12,141,61,13,15,16
"8996",0,1,-14,12,136,80,13,15,16
"8999",NA,0,-15,11,76,83,13,15,16
"9005",NA,0,-7,19,85,89,13,15,16
"9010",-1,1,-5,21,79,94,13,15,16
"9011",NA,0,-16,10,108,95,13,15,16
"9015",0,1,-13,13,68,99,13,15,16
"9084",NA,0,-7,19,150,168,13,15,16
"9135",0,1,-18,8,110,219,13,15,16
"9141",NA,0,-7,19,114,225,13,15,16
"9149",NA,0,-9,17,97,233,13,15,16
"9213",NA,0,-23,3,105,297,13,15,16
"9231",-13,1,-16,10,106,315,13,15,16
"9240",NA,0,-14,12,133,324,13,15,16
"9252",NA,0,-14,12,135,336,13,15,16
"9265",NA,0,-21,5,115,349,13,15,16
"9303",NA,0,-7,19,96,387,13,15,16
"9304",0,1,-7,19,110,388,13,15,16
"9308",NA,0,-6,20,117,392,13,15,16
"9311",-4,1,-7,19,140,395,13,15,16
"9347",NA,0,-23,3,110,431,13,15,16
"9356",0,1,-7,19,104,440,13,15,16
"9364",NA,0,-7,19,111,448,13,15,16
"9373",0,1,-23,3,111,457,13,15,16
"9375",-1,1,-23,3,109,459,13,15,16
"9389",NA,0,-16,10,129,473,13,15,16
"9398",0,1,-7,19,122,482,13,15,16
"9429",0,1,-24,2,94,513,13,15,16
"9451",0,1,-9,17,93,535,13,15,16
"9455",NA,0,-7,19,148,539,13,15,16
"9461",0,1,-7,19,101,545,13,15,16
"9467",0,1,-6,20,101,551,13,15,16
"9471",NA,0,-7,19,135,555,13,15,16
"9484",0,1,-18,8,108,568,13,15,16
"9487",NA,0,-4,22,104,571,13,15,16
"9492",NA,0,-7,19,107,576,13,15,16
"9510",NA,0,-19,7,102,594,13,15,16
"9513",0,1,-4,22,101,597,13,15,16
"9560",2,1,-4,22,130,644,13,15,16
"9601",NA,0,-7,19,153,685,13,15,16
"9612",NA,0,-7,19,163,696,13,15,16
"9614",NA,0,-21,5,139,698,13,15,16
"9629",NA,0,-7,19,157,713,13,15,16
"9651",NA,0,-14,12,146,735,13,15,16
"9659",NA,0,-23,3,134,743,13,15,16
