"","Y","Yrecap","DL","UL","IND_ID","Period","St_occ","End_occ"
"2019",NA,0,-23,14,563,3,5,6
"2020",NA,0,-29,8,564,3,5,6
"2021",NA,0,-31,6,565,3,5,6
"2022",NA,0,-28,9,566,3,5,6
"2023",0,1,-22,15,567,3,5,6
"2024",NA,0,-24,13,568,3,5,6
"2025",0,1,-31,6,569,3,5,6
"2026",NA,0,-27,10,570,3,5,6
"2027",NA,0,-24,13,571,3,5,6
"2028",-1,1,-24,13,572,3,5,6
"2029",NA,0,-31,6,573,3,5,6
"2030",NA,0,-24,13,574,3,5,6
"2031",NA,0,-29,8,575,3,5,6
"2032",NA,0,-14,23,576,3,5,6
"2033",NA,0,-14,23,577,3,5,6
"2102",0,1,-30,7,646,3,5,6
"2103",NA,0,-29,8,647,3,5,6
"2108",NA,0,-29,8,652,3,5,6
"2110",0,1,-31,6,654,3,5,6
"2164",-1,1,-32,5,708,3,5,6
"2165",NA,0,-34,3,709,3,5,6
"2166",NA,0,-33,4,710,3,5,6
"2167",NA,0,-34,3,711,3,5,6
"2168",NA,0,-33,4,712,3,5,6
"2169",NA,0,-34,3,713,3,5,6
"2170",NA,0,-8,29,714,3,5,6
"2171",NA,0,-5,32,715,3,5,6
"2172",NA,0,-7,30,716,3,5,6
"2173",NA,0,-23,14,717,3,5,6
"2174",NA,0,-12,25,718,3,5,6
"2175",0,1,-4,33,719,3,5,6
"2176",NA,0,-5,32,720,3,5,6
"2177",0,1,-31,6,721,3,5,6
"2178",0,1,-5,32,722,3,5,6
"2179",NA,0,-20,17,723,3,5,6
"2180",NA,0,-5,32,724,3,5,6
"2181",NA,0,-7,30,725,3,5,6
"2182",NA,0,-6,31,726,3,5,6
"2392",NA,0,-20,17,208,4,6,7
"2393",0,1,-20,17,209,4,6,7
"2398",NA,0,-29,8,214,4,6,7
"2399",NA,0,-32,5,215,4,6,7
"2404",10,1,-24,13,220,4,6,7
"2405",2,1,-32,5,221,4,6,7
"2409",NA,0,-32,5,225,4,6,7
"2412",0,1,-34,3,228,4,6,7
"2416",NA,0,-29,8,232,4,6,7
"2418",NA,0,-24,13,234,4,6,7
