Occasion,Date,SEC,IND,PASS,SPE_COR,SPE,LEN_COR,LEN,WEIGH_COR,WEIGH,TAGNUMBER_COR,TAGNUMBER         ,RECAP ,MORTAL,GENETICS,TAGGER    ,COMMENTS            
13,20170917,7,33,1,BHC,BHC,147,147,39,39,a0900043000135639,0900043000135639  N,Y     ,N     ,N     ,KIM       ,                    
13,20170917,7,34,1,BHC,BHC,136,136,25.1,25.1,a0900067000122400,0900067000122400  Y,Y     ,N     ,N     ,KIM       ,                    
1,20150916,4,1,1,STJ,STJ,140,140,24.3,24.3,a0982000403060224  ,0982000403060224  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,2,1,STJ,STJ,125,125,19.2,19.2,a0982000403060171  ,0982000403060171  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,3,1,STJ,STJ,134,134,22.2,22.2,a0982000403060155  ,0982000403060155  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,4,1,BHC,BHC,60,60,2.4,2.4,a0982000403060230  ,0982000403060230  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,5,1,STJ,STJ,116,116,13.6,13.6,a0982000403060160  ,0982000403060160  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,6,1,BHC,BHC,78,78,4.4,4.4,a0982000403060185  ,0982000403060185  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,7,1,BHC,BHC,64,64,2.1,2.1,a0982000403060161  ,0982000403060161  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,8,1,BHC,BHC,65,65,1.9,1.9,a0982000403060173  ,0982000403060173  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,9,1,BHC,BHC,72,72,3.5,3.5,a0982000403060180  ,0982000403060180  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,10,2,BHC,BHC,79,79,4.6,4.6,a0982000403060238  ,0982000403060238  ,N     ,Y     ,N,PREGLER   ,
1,20150916,4,11,2,BHC,BHC,65,65,1.8,1.8,a0982000403060172  ,0982000403060172  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,12,2,BHC,BHC,75,75,3.2,3.2,a0982000403060150  ,0982000403060150  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,13,2,BHC,BHC,56,56,1.6,1.6,a0982000403060200  ,0982000403060200  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,14,2,STJ,STJ,166,166,39.6,39.6,a0982000403060170  ,0982000403060170  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,15,2,STJ,STJ,200,200,73.1,73.1,a0982000403060151  ,0982000403060151  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,16,2,BHC,BHC,121,121,16.4,16.4,a0982000403060218  ,0982000403060218  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,17,2,STJ,STJ,150,150,31.4,31.4,a0982000403060186  ,0982000403060186  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,18,2,STJ,STJ,130,130,18.3,18.3,a0982000403060216  ,0982000403060216  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,19,2,BHC,BHC,122,122,18.2,18.2,a0982000403060145  ,0982000403060145  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,20,2,BHC,BHC,80,80,4.7,4.7,a0982000403060167  ,0982000403060167  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,21,2,BHC,BHC,70,70,3,3,a0982000403060219  ,0982000403060219  ,N     ,Y     ,N,PREGLER   ,
1,20150916,4,22,2,BHC,BHC,76,76,4,4,a0982000403060220  ,0982000403060220  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,23,2,STJ,STJ,131,131,22.5,22.5,a0982000403060235  ,0982000403060235  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,24,2,BHC,BHC,116,116,14.8,14.8,a0982000403060227  ,0982000403060227  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,25,2,STJ,STJ,116,116,14.4,14.4,a0982000403060192  ,0982000403060192  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,26,2,BHC,BHC,109,109,12,12,a0982000403060221  ,0982000403060221  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,27,2,BHC,BHC,89,89,6.6,6.6,a0982000403060205  ,0982000403060205  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,28,2,BHC,BHC,71,71,3.7,3.7,a0982000403060162  ,0982000403060162  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,29,2,BHC,BHC,73,73,3.3,3.3,a0982000403060190  ,0982000403060190  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,30,2,BHC,BHC,113,113,13.8,13.8,a0982000403060182  ,0982000403060182  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,31,2,BHC,BHC,64,64,2.3,2.3,a0982000403060217  ,0982000403060217  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,32,2,BHC,BHC,64,64,2.5,2.5,a0982000403060201  ,0982000403060201  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,33,2,BHC,BHC,70,70,3.4,3.4,a0982000403060225  ,0982000403060225  ,N     ,N     ,N,PREGLER   ,
1,20150916,4,34,2,BHC,BHC,100,100,10.4,10.4,a0982000403060174  ,0982000403060174  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,1,1,BHC,BHC,75,75,4.1,4.1,a0982000403060168  ,0982000403060168  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,2,1,BHC,BHC,80,80,5.2,5.2,a0982000403060233  ,0982000403060233  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,3,1,BHC,BHC,72,72,3.3,3.3,a0982000403060236  ,0982000403060236  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,4,1,BHC,BHC,66,66,3.2,3.2,a0982000403060210  ,0982000403060210  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,5,1,BHC,BHC,64,64,2.2,2.2,a0982000403060179  ,0982000403060179  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,6,1,BHC,BHC,81,81,5,5,a0982000403060148  ,0982000403060148  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,7,1,BHC,BHC,63,63,2.5,2.5,a0982000403060215  ,0982000403060215  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,8,1,BHC,BHC,68,68,3.5,3.5,a0982000403060159  ,0982000403060159  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,9,1,BHC,BHC,72,72,3.5,3.5,a0982000403060209  ,0982000403060209  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,10,1,BHC,BHC,77,77,4,4,a0982000403060214  ,0982000403060214  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,11,1,BHC,BHC,95,95,8.3,8.3,a0982000403060240  ,0982000403060240  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,12,1,BHC,BHC,70,70,3.4,3.4,a0982000403060232  ,0982000403060232  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,13,1,BHC,BHC,71,71,3.6,3.6,a0982000403060163  ,0982000403060163  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,14,1,BHC,BHC,65,65,2.6,2.6,a0982000403060184  ,0982000403060184  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,15,1,BHC,BHC,71,71,3.6,3.6,a0982000403060147  ,0982000403060147  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,16,1,BHC,BHC,68,68,2.8,2.8,a0982000403060222  ,0982000403060222  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,17,1,BHC,BHC,60,60,1.3,1.3,a0982000403060213  ,0982000403060213  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,18,1,BHC,BHC,75,75,4,4,a0982000403060191  ,0982000403060191  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,19,1,BHC,BHC,72,72,3.4,3.4,a0982000403060142  ,0982000403060142  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,20,1,BHC,BHC,110,110,13.3,13.3,a0982000403060141  ,0982000403060141  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,21,1,BHC,BHC,67,67,3.1,3.1,a0982000403060237  ,0982000403060237  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,22,1,BHC,BHC,84,84,7,7,a0982000403060223  ,0982000403060223  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,23,1,BHC,BHC,75,75,4.4,4.4,a0982000403060228  ,0982000403060228  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,24,1,BHC,BHC,58,58,2.4,2.4,a0982000403060212  ,0982000403060212  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,25,1,BHC,BHC,70,70,3.2,3.2,a0982000403060165  ,0982000403060165  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,26,1,BHC,BHC,70,70,3,3,a0982000403060149  ,0982000403060149  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,27,1,BHC,BHC,60,60,2.5,2.5,a0982000403060193  ,0982000403060193  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,28,1,BHC,BHC,65,65,2.9,2.9,a0982000403060146  ,0982000403060146  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,29,1,STJ,STJ,143,143,29,29,a0982000403060154  ,0982000403060154  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,30,1,BHC,BHC,100,100,9.3,9.3,a0982000403060175  ,0982000403060175  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,31,1,BHC,BHC,96,96,9.5,9.5,a0982000403060229  ,0982000403060229  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,32,1,BHC,BHC,63,63,2.6,2.6,a0982000403060207  ,0982000403060207  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,33,1,BHC,BHC,70,70,4,4,a0982000403060169  ,0982000403060169  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,34,1,BHC,BHC,76,76,5.3,5.3,a0982000403060199  ,0982000403060199  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,35,1,BHC,BHC,70,70,4.5,4.5,a0982000403060206  ,0982000403060206  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,36,1,BHC,BHC,70,70,3.7,3.7,a0982000403060204  ,0982000403060204  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,37,1,BHC,BHC,65,65,3.6,3.6,a0982000403060181  ,0982000403060181  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,38,1,BHC,BHC,90,90,7.4,7.4,a0982000403060202  ,0982000403060202  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,39,1,BHC,BHC,68,68,4,4,a0982000403060144  ,0982000403060144  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,40,1,BHC,BHC,69,69,3.7,3.7,a0982000403060203  ,0982000403060203  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,41,1,BHC,BHC,97,97,8.6,8.6,a0982000403060211  ,0982000403060211  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,42,1,BHC,BHC,65,65,2.8,2.8,a0982000403060187  ,0982000403060187  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,43,1,BHC,BHC,70,70,3.9,3.9,a0982000403060234  ,0982000403060234  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,44,1,BHC,BHC,100,100,10.4,10.4,a0982000403060166  ,0982000403060166  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,45,1,BHC,BHC,76,76,4.8,4.8,a0982000403060239  ,0982000403060239  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,46,1,BHC,BHC,85,85,6.2,6.2,a0982000403060231  ,0982000403060231  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,47,1,BHC,BHC,79,79,5,5,a0982000403060178  ,0982000403060178  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,48,1,BHC,BHC,80,80,5.5,5.5,a0982000403060189  ,0982000403060189  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,49,1,BHC,BHC,71,71,4.1,4.1,a0982000403060156  ,0982000403060156  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,50,1,BHC,BHC,62,62,3.1,3.1,a0982000403060188  ,0982000403060188  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,51,1,BHC,BHC,65,65,3.4,3.4,a0982000403060208  ,0982000403060208  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,52,1,BHC,BHC,77,77,4.3,4.3,a0982000403060177  ,0982000403060177  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,53,1,BHC,BHC,61,61,1.7,1.7,a0982000403060197  ,0982000403060197  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,54,1,BHC,BHC,67,67,3.3,3.3,a0982000403060195  ,0982000403060195  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,55,1,BHC,BHC,66,66,3,3,a0982000403060157  ,0982000403060157  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,56,1,BHC,BHC,61,61,2.9,2.9,a0982000403060158  ,0982000403060158  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,57,2,BHC,BHC,71,71,3.4,3.4,a0982000403060152  ,0982000403060152  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,58,2,BHC,BHC,68,68,3.2,3.2,a0982000403060198  ,0982000403060198  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,59,2,BHC,BHC,63,63,2.7,2.7,a0982000403060226  ,0982000403060226  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,60,2,BHC,BHC,69,69,3.3,3.3,a0982000403060143  ,0982000403060143  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,61,2,BHC,BHC,66,66,3.6,3.6,a0982000403060153  ,0982000403060153  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,62,2,BHC,BHC,105,105,11.7,11.7,a0900067000077407  ,0900067000077407  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,63,2,BHC,BHC,79,79,4.5,4.5,a0900067000077193  ,0900067000077193  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,64,2,BHC,BHC,85,85,4.8,4.8,a0982000403060196  ,0982000403060196  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,65,2,BHC,BHC,67,67,3.1,3.1,a0982000403060194  ,0982000403060194  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,66,2,BHC,BHC,70,70,3.6,3.6,a0982000403060183  ,0982000403060183  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,67,2,BHC,BHC,90,90,7,7,a0982000403060164  ,0982000403060164  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,68,2,BHC,BHC,60,60,2.1,2.1,a0982000403060176  ,0982000403060176  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,69,2,BHC,BHC,70,70,3.4,3.4,a0900067000077126  ,0900067000077126  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,70,2,BHC,BHC,72,72,3.6,3.6,a0900067000077034  ,0900067000077034  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,71,2,BHC,BHC,70,70,3.8,3.8,a0900067000077105  ,0900067000077105  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,72,2,BHC,BHC,65,65,2.4,2.4,a0900067000077059  ,0900067000077059  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,73,2,BHC,BHC,60,60,2.7,2.7,a0900067000077001  ,0900067000077001  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,74,2,BHC,BHC,66,66,2.3,2.3,a0900067000077088  ,0900067000077088  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,75,2,BHC,BHC,71,71,4.3,4.3,a0900067000077063  ,0900067000077063  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,76,2,BHC,BHC,60,60,2.1,2.1,a0900067000077296  ,0900067000077296  ,N     ,N     ,N,PREGLER   ,
1,20150916,5,77,2,BHC,BHC,73,73,3.7,3.7,a0900067000077449  ,0900067000077449  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,1,1,BHC,BHC,106,106,12,12,a0900067000077113  ,0900067000077113  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,2,1,BHC,BHC,110,110,11.2,11.2,a0900067000077040  ,0900067000077040  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,3,1,STJ,STJ,126,126,19.1,19.1,a0900067000077415  ,0900067000077415  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,4,1,BHC,BHC,116,116,15.1,15.1,a0900067000077071  ,0900067000077071  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,5,1,STJ,STJ,142,142,26.3,26.3,a0900067000077411  ,0900067000077411  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,6,1,BHC,BHC,90,90,5.1,5.1,a0900067000077416  ,0900067000077416  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,7,1,BHC,BHC,86,86,6,6,a0900067000077450  ,0900067000077450  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,8,1,STJ,STJ,175,175,49.3,49.3,a0900067000077090  ,0900067000077090  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,9,1,BHC,BHC,74,74,3.7,3.7,a0900067000077124  ,0900067000077124  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,10,1,BHC,BHC,115,115,15.4,15.4,a0900067000077325  ,0900067000077325  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,11,1,BHC,BHC,112,112,14.5,14.5,a0900067000077493  ,0900067000077493  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,12,1,STJ,STJ,197,197,69.3,69.3,a0900067000077225  ,0900067000077225  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,13,1,BHC,BHC,108,108,12.4,12.4,a0900067000077098  ,0900067000077098  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,14,1,BHC,BHC,83,83,5.2,5.2,a0900067000077452  ,0900067000077452  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,15,1,BHC,BHC,107,107,10.7,10.7,a0900067000077297  ,0900067000077297  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,16,1,BHC,BHC,85,85,5.7,5.7,a0900067000077396  ,0900067000077396  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,17,2,BHC,BHC,118,118,17.1,17.1,a0900067000077235  ,0900067000077235  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,18,2,BHC,BHC,107,107,12.4,12.4,a0900067000077299  ,0900067000077299  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,19,2,BHC,BHC,103,103,10.5,10.5,a0900067000077155  ,0900067000077155  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,20,2,STJ,STJ,134,134,26.8,26.8,a0900067000077128  ,0900067000077128  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,21,2,BHC,BHC,102,102,11.6,11.6,a0900067000077169  ,0900067000077169  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,22,2,BHC,BHC,129,129,20.1,20.1,a0900067000077357  ,0900067000077357  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,23,2,STJ,STJ,172,172,47,47,a0900067000077087  ,0900067000077087  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,24,2,BHC,BHC,82,82,5.6,5.6,a0900067000077405  ,0900067000077405  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,25,2,BHC,BHC,80,80,5.5,5.5,a0900067000077187  ,0900067000077187  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,26,2,BHC,BHC,110,110,13.7,13.7,a0900067000077363  ,0900067000077363  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,27,2,BHC,BHC,70,70,3.7,3.7,a0900067000077414  ,0900067000077414  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,28,2,BHC,BHC,70,70,4.1,4.1,a0900067000077096  ,0900067000077096  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,29,2,BHC,BHC,111,111,15.1,15.1,a0900067000077179  ,0900067000077179  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,30,2,BHC,BHC,100,100,10.9,10.9,a0900067000077037  ,0900067000077037  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,31,2,BHC,BHC,67,67,3.9,3.9,a0900067000077448  ,0900067000077448  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,32,2,BHC,BHC,95,95,9.5,9.5,a0900067000077310  ,0900067000077310  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,33,2,BHC,BHC,76,76,4.6,4.6,a0900067000077365  ,0900067000077365  ,N     ,N     ,N,PREGLER   ,
1,20150916,6,34,2,BHC,BHC,70,70,4.8,4.8,a0900067000077104  ,0900067000077104  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,1,1,BHC,BHC,120,120,17.2,17.2,a0900067000077084  ,0900067000077084  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,2,1,STJ,STJ,181,181,53,53,a0900067000077446  ,0900067000077446  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,3,1,STJ,STJ,140,140,26,26,a0900067000077468  ,0900067000077468  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,4,1,STJ,STJ,138,138,24.6,24.6,a0900067000077353  ,0900067000077353  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,5,1,BHC,BHC,121,121,21.9,21.9,a0900067000077200  ,0900067000077200  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,6,1,BHC,BHC,104,104,12.3,12.3,a0900067000077229  ,0900067000077229  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,7,1,STJ,STJ,130,130,21.5,21.5,a0900067000077466  ,0900067000077466  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,8,1,STJ,STJ,225,225,102.1,102.1,a0900067000077311  ,0900067000077311  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,9,1,STJ,STJ,110,110,14.2,14.2,a0900067000077241  ,0900067000077241  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,10,1,STJ,STJ,134,134,23.3,23.3,a0900067000077426  ,0900067000077426  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,11,1,BHC,BHC,144,144,30,30,a0900067000077391  ,0900067000077391  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,12,1,BHC,BHC,110,110,16.8,16.8,a0900067000077013  ,0900067000077013  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,13,1,BHC,BHC,103,103,12.5,12.5,a0900067000077305  ,0900067000077305  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,14,1,BHC,BHC,65,65,4.1,4.1,a0900067000077117  ,0900067000077117  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,15,1,BHC,BHC,65,65,4.4,4.4,a0900067000077049  ,0900067000077049  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,16,1,STJ,STJ,123,123,17.8,17.8,a0900067000077387  ,0900067000077387  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,17,1,BHC,BHC,93,93,10.2,10.2,a0900067000077202  ,0900067000077202  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,18,1,BHC,BHC,113,113,15.1,15.1,a0900067000077043  ,0900067000077043  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,19,1,BHC,BHC,63,63,3.8,3.8,a0900067000077129  ,0900067000077129  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,20,1,BHC,BHC,65,65,4.4,4.4,a0900067000077157  ,0900067000077157  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,21,1,BHC,BHC,129,129,23.7,23.7,a0900067000077016  ,0900067000077016  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,22,1,BHC,BHC,95,95,10.1,10.1,a0900067000077428  ,0900067000077428  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,23,1,BHC,BHC,75,75,5.2,5.2,a0900067000077480  ,0900067000077480  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,24,1,BHC,BHC,84,84,7.9,7.9,a0900067000077234  ,0900067000077234  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,25,1,BHC,BHC,74,74,5.8,5.8,a0900067000077432  ,0900067000077432  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,26,1,BHC,BHC,73,73,5.4,5.4,a0900067000077132  ,0900067000077132  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,27,1,BHC,BHC,109,109,15.3,15.3,a0900067000077385  ,0900067000077385  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,28,1,BHC,BHC,78,78,5.8,5.8,a0900067000077308  ,0900067000077308  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,29,1,BHC,BHC,81,81,7.9,7.9,a0900067000077422  ,0900067000077422  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,30,1,BHC,BHC,86,86,9.1,9.1,a0900067000077418  ,0900067000077418  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,31,1,BHC,BHC,80,80,7.8,7.8,a0900067000077344  ,0900067000077344  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,32,1,BHC,BHC,99,99,13.1,13.1,a0900067000077058  ,0900067000077058  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,33,1,BHC,BHC,66,66,5.5,5.5,a0900067000077413  ,0900067000077413  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,34,1,BHC,BHC,77,77,7.5,7.5,a0900067000077223  ,0900067000077223  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,35,1,BHC,BHC,66,66,5.6,5.6,a0900067000077006  ,0900067000077006  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,36,1,BHC,BHC,114,114,17.7,17.7,a0900067000077255  ,0900067000077255  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,37,1,BHC,BHC,72,72,7,7,a0900067000077276  ,0900067000077276  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,38,1,BHC,BHC,110,110,17,17,a0900067000077114  ,0900067000077114  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,39,1,STJ,STJ,75,75,6.7,6.7,a0900067000077467  ,0900067000077467  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,40,1,BHC,BHC,65,65,5.3,5.3,a0900067000077397  ,0900067000077397  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,41,1,BHC,BHC,93,93,10.4,10.4,a0900067000077095  ,0900067000077095  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,42,1,BHC,BHC,76,76,7.2,7.2,a0900067000077358  ,0900067000077358  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,43,1,BHC,BHC,63,63,4.9,4.9,a0900067000077478  ,0900067000077478  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,44,1,BHC,BHC,65,65,5.6,5.6,a0900067000077215  ,0900067000077215  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,45,1,BHC,BHC,83,83,8.6,8.6,a0900067000077398  ,0900067000077398  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,46,1,BHC,BHC,101,101,14.1,14.1,a0900067000077332  ,0900067000077332  ,N     ,N     ,N,PREGLER   ,
1,20150916,7,47,1,BHC,BHC,66,66,5.3,5.3,a0900067000077170  ,0900067000077170  ,N     ,N     ,N,PREGLER   ,
1,20150920,8,1,1,BHC,BHC,83,83,5.7,5.7,a0900067000077066  ,0900067000077066  ,N     ,N     ,N,PREGLER   ,                    
1,20150920,8,2,1,BHC,BHC,68,68,2.9,2.9,a0900067000077496  ,0900067000077496  ,N     ,N     ,N,PREGLER   ,                    
1,20150920,8,3,1,BHC,BHC,77,77,4.2,4.2,a0900067000077259  ,0900067000077259  ,N     ,N     ,N,PREGLER   ,                    
1,20150920,8,4,1,BHC,BHC,65,65,3,3,a0900067000077364  ,0900067000077364  ,N     ,N     ,N,PREGLER   ,                    
1,20150920,8,5,1,BHC,BHC,69,69,3.2,3.2,a0900067000077024  ,0900067000077024  ,N     ,N     ,N,PREGLER   ,                    
