Occasion,Date,SEC,IND,PASS,SPE,LEN,WEIGH,TAGNUMBER         ,RECAP ,MORTAL,GENETIC,TAGGER    ,COMMENTS            ,,,,,,,,,,,,,,,
3,20160110,18,8,2,MTS,58,2.4,0900067000080245  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,18,9,2,MTS,58,1.4,0900067000080450  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,18,10,2,MTS,59,2.2,0900067000080239  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,19,1,1,MTS,85,7.6,0900067000085108  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,19,2,1,MTS,68,4.3,0900067000085378  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,19,3,1,MTS,70,4.6,0900067000085292  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,19,4,1,MTS,69,4.6,0900067000080350  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,19,5,1,STJ,58,1.7,0900067000080416  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,19,6,2,CRC,113,15.5,0900067000085348  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,19,7,2,CRC,81,6.9,0900067000085197  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,19,8,2,MTS,67,3.5,0900067000080028  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,19,9,2,MTS,66,4.5,0900067000080017  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,20,1,1,CRC,115,17.5,0900067000077354  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,20,2,1,MTS,78,5.6,0900067000077047  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,20,3,1,STJ,58,1.6,0900067000085491  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,20,4,1,CRC,147,30.2,0900067000080172  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,20,5,1,BHC,67,2.9,0900067000080489  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,20,6,1,MTS,71,4.6,0900067000080011  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,20,7,2,STJ,92,7.5,0900067000085131  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,20,8,2,BHC,130,25.3,0900067000080230  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,21,1,1,BHC,89,8.5,0900067000085370  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,21,2,1,MTS,69,4.2,0900067000077459  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,21,3,1,BHC,82,5.6,0900067000085113  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,21,4,1,STJ,80,4.6,0900067000085068  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,21,5,1,BHC,142,32.4,0900067000080499  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,21,6,1,BHC,86,7.6,0900067000080126  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,21,7,1,MTS,77,7,0900067000080330  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,21,8,1,MTS,77,5.6,0900067000080305  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,21,9,1,MTS,75,4.9,0900067000080106  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,21,10,1,MTS,65,2.6,0900067000080137  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,21,11,1,MTS,61,2.7,0900067000080381  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,21,12,1,MTS,66,3,0900067000080177  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,21,13,1,MTS,56,2.1,0900067000080084  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,21,14,2,MTS,73,5.4,0900067000080026  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,21,15,2,MTS,69,4.4,0900067000080289  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,21,16,2,MTS,60,2.7,0900067000080485  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,21,17,2,MTS,61,3,0900067000080041  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,21,18,2,MTS,61,3.1,0900067000080269  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,22,1,1,CRC,146,33.8,0900067000077026  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,22,2,1,STJ,94,9.2,0900067000085192  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,22,3,1,MTS,78,7.3,0900067000077371  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,22,4,1,MTS,75,5.1,0900067000077002  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,22,5,1,MTS,67,4,0900067000077283  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,22,6,1,MTS,58,2.5,0900067000085291  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,22,7,1,BHC,139,21.8,0900067000080175  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,22,8,1,MTS,61,2.8,0900067000080367  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,22,9,1,MTS,61,2.9,0900067000080050  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,22,10,1,MTS,69,4.9,0900067000080161  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,22,11,1,MTS,59,3,0900067000080007  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,22,12,1,MTS,58,2.1,0900067000080374  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,22,1,2,BHC,116,17.6,0900067000085479  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,22,2,2,MTS,54,1.6,0900067000080108  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,22,3,2,BHC,79,5.1,0900067000080329  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,23,1,1,CRC,140,29.3,0900067000077494  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,23,2,1,BHC,138,21.8,0900067000085085  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,23,3,1,MTS,74,5.7,0900067000077197  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,23,4,1,BHC,70,1.5,0900067000085390  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,23,5,1,BHC,137,26.4,0900067000080490  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,23,6,1,CRC,154,39,0900067000080391  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,23,7,1,CRC,95,8.8,0900067000080044  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,23,8,1,CRC,85,5.8,0900067000080320  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,23,9,1,MTS,61,2.5,0900067000080323  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,23,10,1,MTS,70,5.2,0900067000080255  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,23,11,1,MTS,64,3.3,0900067000080379  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,23,12,1,MTS,56,2.6,0900067000080105  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,23,13,1,STJ,53,1.6,0900067000080429  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,23,14,2,CRC,110,14.3,0900067000085413  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,23,15,2,STJ,52,1.2,0900067000080385  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,24,1,1,CRC,86,5.7,0900067000085060  ,Y     ,N     ,N     ,CARY      ,24 AND 25 COLLECTED TOGETHER,,,,,,,,,,,,,,,
3,20160110,24,2,1,CRC,142,30.6,0900067000085212  ,Y     ,N     ,N     ,CARY      ,24 AND 25 COLLECTED TOGETHER,,,,,,,,,,,,,,,
3,20160110,24,3,1,CRC,96,8.4,0900067000080312  ,N     ,N     ,N     ,CARY      ,24 AND 25 COLLECTED TOGETHER,,,,,,,,,,,,,,,
3,20160110,24,4,1,BHC,67,2.9,0900067000080133  ,N     ,N     ,N     ,CARY      ,24 AND 25 COLLECTED TOGETHER,,,,,,,,,,,,,,,
3,20160110,24,5,1,MTS,74,5.9,0900067000080077  ,N     ,N     ,N     ,KIM       ,24 AND 25 COLLECTED TOGETHER,,,,,,,,,,,,,,,
3,20160110,24,6,2,BHC,110,13.8,0900067000085373  ,Y     ,N     ,N     ,KIM       ,24 AND 25 COLLECTED TOGETHER,,,,,,,,,,,,,,,
3,20160110,24,7,2,MTS,66,3.3,0900067000085496  ,Y     ,N     ,N     ,KIM       ,24 AND 25 COLLECTED TOGETHER,,,,,,,,,,,,,,,
3,20160110,24,8,2,BHC,65,2.7,0900067000085279  ,Y     ,N     ,N     ,KIM       ,24 AND 25 COLLECTED TOGETHER,,,,,,,,,,,,,,,
3,20160110,25,1,1,CRC,122,18.3,0900067000077085  ,Y     ,N     ,N     ,CARY      ,24 AND 25 COLLECTED TOGETHER,,,,,,,,,,,,,,,
3,20160110,25,2,1,CRC,103,9.6,0900067000080370  ,N     ,N     ,N     ,CARY      ,24 AND 25 COLLECTED TOGETHER,,,,,,,,,,,,,,,
3,20160110,25,3,1,STJ,53,1.8,0900067000080096  ,N     ,N     ,N     ,CARY      ,24 AND 25 COLLECTED TOGETHER,,,,,,,,,,,,,,,
3,20160110,25,4,1,MTS,79,7.1,0900067000080037  ,N     ,N     ,N     ,KIM       ,24 AND 25 COLLECTED TOGETHER,,,,,,,,,,,,,,,
3,20160110,25,5,1,MTS,65,3.8,0900067000080238  ,N     ,N     ,N     ,KIM       ,24 AND 25 COLLECTED TOGETHER,,,,,,,,,,,,,,,
3,20160110,25,6,2,MTS,75,5.4,0900067000080398  ,N     ,N     ,N     ,KIM       ,24 AND 25 COLLECTED TOGETHER,,,,,,,,,,,,,,,
3,20160110,25,7,2,CRC,94,9.7,0900067000080455  ,N     ,N     ,N     ,CARY      ,24 AND 25 COLLECTED TOGETHER,,,,,,,,,,,,,,,
3,20160110,25,8,2,CRC,71,3.2,0900067000080346  ,N     ,N     ,N     ,CARY      ,24 AND 25 COLLECTED TOGETHER,,,,,,,,,,,,,,,
3,20160110,26,1,1,BHC,125,19.2,0900067000077281  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,26,2,1,MTS,62,3.5,0900067000077288  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,26,3,1,CRC,90,9.2,0900067000085343  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,26,4,1,MTS,48,1.1,0900067000080142  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,26,5,1,MTS,81,7.3,0900067000080156  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,26,6,1,MTS,83,8.7,0900067000080136  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,26,7,1,MTS,82,8.1,0900067000080482  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,26,8,1,MTS,72,5.6,0900067000080180  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,26,9,1,MTS,73,5.4,0900067000080495  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,26,10,1,CRC,50,1,0900067000080002  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,26,11,2,MTS,71,4.5,0900067000085405  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,26,12,2,MTS,62,2.8,0900067000085316  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,26,13,2,MTS,70,3.6,0900067000085363  ,Y     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,26,14,2,MTS,59,2.3,0900067000080023  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,26,15,2,MTS,61,2.8,0900067000080061  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,27,1,1,NHS,185,51.7,0900067000085406  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,27,2,1,CRC,127,20.3,0900067000085440  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,27,3,1,BHC,123,21,0900067000085489  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,27,4,1,MTS,78,6.3,0900067000085461  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,27,5,1,CRC,93,8.5,0900067000080291  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,27,6,2,CRC,121,17.7,0900067000085075  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,27,7,2,CRC,132,23.5,0900067000085377  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,27,8,2,STJ,167,44.1,0900067000080441  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,28,1,1,CRC,151,33.4,0900067000085250  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,28,2,1,CRC,124,19,0900067000085374  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,28,3,1,BHC,65,2.5,0900067000085069  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,28,4,1,MTS,46,0.8,0900067000080251  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,28,5,1,BHC,120,19.1,0900067000080098  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,28,6,1,CRC,167,49.8,0900067000080331  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,28,7,1,CRC,128,19.3,0900067000080187  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,28,8,1,STJ,87,5.5,0900067000080241  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,28,9,2,MTS,84,8.5,0900067000080003  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,28,10,2,MTS,78,6.3,0900067000080244  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,28,11,2,BHC,54,1.2,0900067000080411  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,29,1,1,BHC,113,16,0900067000085117  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,29,2,1,CRC,96,10.1,0900067000077028  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,29,3,1,CRC,85,7.6,0900067000085199  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,29,4,1,CRC,81,6.5,0900067000085349  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,29,5,1,BHC,70,3.8,0982000403060103  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,29,6,1,CRC,85,5.7,0900067000080216  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,29,7,1,CRC,75,3.8,0900067000080153  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,29,8,1,CRC,88,5.8,0900067000080302  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,29,9,1,CRC,75,4.2,0900067000080460  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,29,10,1,BHC,71,3.7,0900067000080301  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,29,11,1,CRC,84,6,0900067000080231  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,29,12,1,BHC,65,2.2,0900067000080089  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,29,13,1,STJ,54,1.1,0900067000080266  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,29,14,2,CRC,100,10.8,0900067000085328  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,29,15,2,CRC,97,10.1,0900067000085360  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,29,16,2,STJ,81,3.9,0900067000085183  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,29,17,2,CRC,84,5.8,0900067000080200  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,29,18,2,BHC,76,4.8,0900067000080146  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,29,19,2,CRC,82,5.7,0900067000080457  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,30,1,1,MTS,79,6.5,0900067000085425  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,30,2,1,MTS,87,8.4,0900067000085146  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,30,3,1,MTS,79,7,0900067000080099  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,30,4,1,CRC,71,3.3,0900067000080047  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,30,5,2,BHC,58,1.5,0900067000080294  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,31,1,1,BHC,97,9.6,0900067000085284  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,31,2,1,MTS,69,3.7,0900067000085272  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,31,3,1,MTS,74,5.3,0900067000080008  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,31,4,1,MTS,76,6.5,0900067000080298  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,31,5,1,CRC,100,12.5,0900067000080128  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,31,6,1,CRC,83,5.8,0900067000080267  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,31,7,1,STJ,53,1.4,0900067000080220  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,31,8,1,STJ,93,6.6,0900067000080409  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,31,9,2,MTS,45,1,0900067000080274  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,31,10,2,BHC,65,2.3,0900067000080338  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,31,11,2,BHC,63,2.2,0900067000080487  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,32,1,1,BHC,131,22,0900067000085180  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,32,2,1,MTS,81,7.3,0900067000085204  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,32,3,1,MTS,74,5.5,0900067000085283  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,32,4,1,MTS,57,2.3,0900067000080393  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,32,5,2,MTS,76,6.1,0900067000085320  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,33,1,1,MTS,90,10.7,0900067000085308  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,33,2,1,MTS,63,3.1,0900067000085109  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,33,3,1,MTS,84,9.1,0900067000080149  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,33,4,1,MTS,65,3.3,0900067000080005  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
3,20160110,33,5,1,CRC,102,12,0900067000080053  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,33,6,1,CRC,134,23.1,0900067000080197  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,33,7,1,CRC,100,9.1,0900067000080218  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,33,8,1,CRC,92,7.1,0900067000080442  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,33,NA,2,NA,NA,NA,NA,NA,NA,N     ,NA,NO FISH             ,,,,,,,,,,,,,,,
3,20160110,34,1,1,CRC,161,41,0900067000085437  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,34,2,1,CRC,80,5.8,0900067000085211  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,34,3,1,CRC,139,24.9,0900067000080101  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,34,4,1,CRC,121,17,0900067000080118  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,34,5,1,CRC,90,7.5,0900067000080055  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,34,6,1,BHC,68,3,0900067000080300  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,34,7,1,STJ,84,5.2,0900067000080082  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,34,8,1,STJ,82,5.1,0900067000080246  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,34,9,2,BHC,142,28.1,0900067000085392  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,34,10,2,BHC,122,21.2,0982000403060458  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,34,11,2,CRC,106,12.5,0900067000085011  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,34,12,2,BHC,130,22.6,0900067000085243  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,34,13,2,BHC,117,18.3,0900067000085036  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,34,14,2,CRC,56,1.3,0900067000080365  ,N     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,35,NA,1,NA,NA,NA,NA,NA,NA,N     ,NA,NO RECAP            ,,,,,,,,,,,,,,,
3,20160110,35,NA,2,NA,NA,NA,NA,NA,NA,N     ,NA,NO RECAP            ,,,,,,,,,,,,,,,
3,20160110,36,NA,1,MTS,64,3,0900067000085101  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
3,20160110,36,NA,2,NA,NA,NA,NA,NA,NA,N     ,NA,NO RECAP            ,,,,,,,,,,,,,,,
3,20160110,37,NA,1,NA,NA,NA,NA,NA,NA,N     ,NA,NO RECAP            ,,,,,,,,,,,,,,,
3,20160110,37,NA,2,NA,NA,NA,NA,NA,NA,N     ,NA,NO RECAP            ,,,,,,,,,,,,,,,
4,20160304,1,1,1,BHC,50,1.2,0900067000080344  ,Y     ,N     ,N     ,CARY      ,Tagged on OCC3 first day but lost data,,,,,,,,,,,,,,,
4,20160304,1,2,2,NHS,191,73,0900067000085021  ,Y     ,N     ,N     ,CARY      ,,,,,,,,,,,,,,,,
4,20160304,1,3,2,BHC,71,4.1,0982000403060452  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
4,20160304,2,1,2,CRC,128,28.3,0982000403060491  ,Y     ,N     ,N     ,CARY      ,TIME 271            ,,,,,,,,,,,,,,,
4,20160304,2,2,2,BHC,102,11.3,0900067000080225  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
4,20160304,2,3,2,MTS,45,0.9,0900067000080167  ,Y     ,N     ,N     ,CARY      ,                    ,,,,,,,,,,,,,,,
4,20160304,3,NA,1,NA,NA,NA,NA,NA,NA,N     ,CARY      ,NO FISH IN PASS1    ,,,,,,,,,,,,,,,
4,20160304,3,NA,2,NA,NA,NA,NA,NA,NA,N     ,CARY      ,NO FISH IN PASS2    ,,,,,,,,,,,,,,,
4,20160304,4,1,1,MTS,77,6.7,0900067000080564  ,N     ,N     ,N     ,KIM       ,,,,,,,,,,,,,,,,
4,20160304,4,2,2,MTS,44,0.9,0900067000080966  ,Y     ,N     ,N     ,KIM       ,Tagged on OCC3 first day but lost data,,,,,,,,,,,,,,,
4,20160304,4,3,2,MTS,61,2.6,0900067000080801  ,N     ,N     ,N     ,KIM       ,                    ,,,,,,,,,,,,,,,
4,20160304,5,1,1,MTS,74,5.3,0900067000080292  ,Y     ,N     ,N     ,KIM       ,Tagged on OCC3 first day but lost data,,,,,,,,,,,,,,,
