"","b[1]","b[2]","b[3]","b[4]","b[5]","b[6]","sigma","phi","bpvalue"
"270",3.38607,0.470575,-0.0258573,-0.035658,-0.136842,-0.302832,0.114202,0.267885,1
"271",3.34227,0.513353,-0.0284524,-0.12912,-0.0468956,-0.174377,0.112863,0.289424,0
"272",3.35183,0.574213,0.0104149,-0.228421,-0.0569424,-0.290683,0.104572,0.280496,0
"273",3.29888,0.690287,-0.0340672,-0.158436,-0.0574665,-0.0426063,0.109441,0.277228,0
"274",3.39132,0.583562,-0.0949692,0.000279057,-0.0507984,-0.263357,0.107504,0.275844,0
"275",3.37029,0.60773,0.0145121,-0.121686,-0.103775,-0.288337,0.108907,0.293247,1
"276",3.36075,0.557185,-0.00211089,-0.0954675,-0.078862,-0.0394831,0.106941,0.254186,1
"277",3.37426,0.469067,-0.0446909,-0.150178,-0.0601923,-0.134356,0.104039,0.273231,1
"278",3.32013,0.584868,-0.109143,-0.060007,-0.0315296,0.185744,0.10623,0.273758,0
"279",3.31047,0.634495,-0.0627067,-0.0943095,-0.0941575,-0.264606,0.111551,0.281983,1
"280",3.31574,0.589028,-0.150263,0.00648305,-0.0361404,-0.0882316,0.114376,0.263619,1
"281",3.38067,0.482464,0.010711,-0.162657,-0.0765213,-0.0666707,0.106198,0.282211,1
"282",3.34869,0.484697,-0.0567882,-0.0897308,-0.0337063,0.055542,0.108675,0.264583,1
"283",3.36576,0.650421,-0.0154096,-0.156886,-0.0727672,-0.0190849,0.111968,0.283853,0
"284",3.3634,0.585622,-0.00641642,-0.114016,-0.0763093,-0.179493,0.110126,0.281486,1
"285",3.41056,0.556118,-0.0218896,-0.0819687,-0.087309,-0.226415,0.107937,0.29384,0
"286",3.40051,0.496724,-0.0452734,-0.0705899,-0.0962114,-0.349068,0.112542,0.279846,0
"287",3.3312,0.567051,-0.0232547,-0.0488551,-0.122942,-0.0549111,0.107831,0.292223,1
"288",3.32772,0.599279,0.00156544,-0.11035,-0.0419414,0.151302,0.106822,0.275679,1
"289",3.39242,0.54009,-0.0152494,-0.0920167,-0.0977297,0.130638,0.107661,0.27698,0
"290",3.35572,0.562852,-0.0541464,-0.056342,-0.0723522,-0.0612767,0.111093,0.279781,1
"291",3.41182,0.439689,0.00849917,-0.108184,-0.0708602,-0.136934,0.112795,0.267088,0
"292",3.34148,0.506204,-0.0727588,-0.0684763,-0.187802,-0.1358,0.110298,0.281534,1
"293",3.33556,0.500031,0.00305738,-0.209082,-0.0720059,-0.00191581,0.110146,0.275872,0
"294",3.23302,0.700851,-0.0943324,-0.0143041,0.010331,0.094739,0.109398,0.285752,1
"295",3.28426,0.532468,-0.0289837,-0.138678,-0.0401585,0.0559251,0.111859,0.281069,1
"296",3.42636,0.551033,-0.0677056,-0.0636507,-0.0706454,-0.171347,0.113597,0.284124,0
"297",3.40068,0.491175,0.00183979,-0.0837785,-0.129372,-0.316429,0.106122,0.272813,0
"298",3.3914,0.486906,-0.00801699,-0.119322,-0.0524535,-0.277946,0.110053,0.278573,1
"299",3.34874,0.512456,-0.0365451,-0.0598346,-0.0843946,0.0201624,0.109459,0.287955,1
"300",3.31429,0.67196,-0.0300354,-0.134575,-0.0914447,0.0327185,0.111999,0.29711,0
"301",3.33128,0.65162,0.0117947,-0.248729,-0.0468461,-0.00520095,0.108308,0.277192,0
"302",3.35734,0.654025,-0.0176597,-0.0192693,-0.0808124,0.164814,0.115155,0.285449,1
"303",3.33281,0.614048,-0.137124,0.000967895,-0.0966784,-0.114869,0.111832,0.263801,0
"304",3.3398,0.582418,-0.0755991,-0.0519898,-0.010387,-0.172259,0.112435,0.278653,0
"305",3.32742,0.527391,-0.0339433,-0.140931,-0.0537083,-0.277618,0.111643,0.281267,0
"306",3.37264,0.690088,-0.055196,-0.136877,-0.06554,-0.501335,0.109389,0.264347,0
"307",3.3646,0.556098,0.0139992,-0.0679448,-0.040198,0.0398306,0.107983,0.276564,0
"308",3.37599,0.426444,-0.0450199,0.00244191,0.0236892,-0.0522705,0.112141,0.271493,0
"309",3.36468,0.50706,-0.0796704,-0.0510063,-0.0287252,0.160976,0.113148,0.26841,1
"310",3.4416,0.522202,-0.0112935,-0.135448,-0.0516149,-0.241816,0.114134,0.267558,0
"311",3.34988,0.608386,-0.0182261,-0.186418,-0.0652577,-0.0933394,0.112456,0.269997,1
"312",3.38313,0.667718,-0.00772419,-0.122064,-0.176246,-0.380852,0.115697,0.29293,1
"313",3.33266,0.592364,-0.0458954,0.0292805,0.00318214,-0.124945,0.109655,0.270644,1
"314",3.36927,0.568662,-0.0101898,-0.037121,-0.0949407,-0.238627,0.109004,0.258704,1
"315",3.35064,0.649269,0.012727,-0.0875821,-0.0529679,-0.0474088,0.108063,0.296465,1
"316",3.36653,0.570233,-0.0453586,-0.0569971,-0.0687936,-0.325485,0.109105,0.284088,0
"317",3.35679,0.53375,-0.0309788,-0.0768681,-0.0344809,-0.0207398,0.107861,0.313761,0
"318",3.39841,0.509838,0.00137209,-0.0877845,-0.12157,0.0599902,0.109718,0.282622,1
"319",3.28954,0.6462,-0.0277919,-0.162939,-0.0570784,-0.0699614,0.115578,0.282087,0
"320",3.3466,0.650659,-0.0578504,-0.131449,0.00541428,0.0500254,0.108852,0.267696,1
"321",3.31907,0.638541,-0.0420585,-0.101944,-0.0593342,0.0827428,0.114739,0.283104,1
"322",3.37087,0.585035,-0.0092854,-0.156231,-0.0713613,-0.186267,0.110612,0.284118,0
"323",3.38622,0.566225,0.00735192,-0.0540383,-0.0845718,-0.160982,0.1061,0.279127,0
"324",3.37494,0.535091,-0.043224,-0.0820138,-0.0143261,0.000977422,0.109308,0.272968,0
"325",3.30866,0.583942,-0.00162518,-0.123876,-0.103684,-0.188826,0.113445,0.291531,1
"326",3.3985,0.524655,-0.0386424,-0.0796971,-0.0464149,0.0142292,0.109837,0.279185,0
"327",3.36465,0.507306,-0.0202729,-0.152349,-0.0497864,0.0528303,0.104834,0.282551,0
"328",3.37974,0.485663,0.00719479,-0.150056,-0.0718403,0.123317,0.110237,0.268666,1
"329",3.34863,0.560147,-0.0413038,-0.0982624,-0.0526246,0.0860267,0.109393,0.291163,0
"330",3.38882,0.576766,0.0052238,-0.185407,-0.0826893,-0.118985,0.111426,0.27314,0
"331",3.27523,0.623271,-0.019418,-0.130609,-0.0517709,-0.0413993,0.10535,0.285684,0
"332",3.4047,0.507198,-0.0132979,-0.156551,-0.0408106,-0.21597,0.106294,0.277358,0
"333",3.32473,0.67363,-0.101911,-0.0446926,-0.0450263,0.0077463,0.10448,0.270507,0
"334",3.27842,0.561922,-0.00304585,-0.0603613,-0.0343812,-0.0952738,0.107902,0.269985,1
"335",3.35502,0.509258,-0.0527835,-0.0757426,-0.0472592,-0.084922,0.110482,0.277207,0
"336",3.42708,0.427016,0.0225716,-0.181197,-0.035256,-0.104316,0.114464,0.289207,0
"337",3.33869,0.568919,-0.0229571,-0.168518,-0.0617818,-0.107792,0.112778,0.27162,1
"338",3.39826,0.566607,-0.0334242,-0.0915799,-0.0574026,-0.163747,0.109374,0.281626,1
"339",3.29813,0.648619,-0.0045067,-0.00889831,-0.0208857,0.170986,0.108076,0.271597,0
"340",3.4589,0.512266,-0.0624308,-0.0228169,-0.0805447,-0.257253,0.112376,0.272072,1
"341",3.29941,0.654986,0.0285908,-0.0328372,-0.0951591,-0.0581389,0.110113,0.283562,0
"342",3.38095,0.603611,0.00762208,-0.107981,-0.0869895,-0.247688,0.110349,0.278082,1
"343",3.33673,0.450495,-0.0125795,-0.0816633,-0.018352,0.183188,0.107746,0.288684,0
"344",3.38821,0.635468,-0.0523645,-0.124593,-0.0590488,-0.0910614,0.11785,0.268186,1
"345",3.4259,0.460387,0.0185187,-0.247093,-0.0861181,-0.0532932,0.107354,0.289441,0
"346",3.34788,0.552271,-0.0164017,-0.147083,-0.120655,-0.296601,0.112294,0.27169,1
"347",3.40254,0.449418,0.0182561,-0.116137,-0.0764032,-0.15113,0.112715,0.290781,0
"348",3.44204,0.472625,-0.0282011,-0.102666,-0.182854,-0.540623,0.109255,0.274635,0
"349",3.32477,0.665379,-0.0537772,-0.163755,-0.0653748,-0.102739,0.116057,0.290442,0
"350",3.38383,0.509877,-0.0542179,-0.0916782,-0.122014,-0.258456,0.105567,0.264219,1
"351",3.35615,0.492908,-0.075252,0.0205425,-0.0608502,-0.00420262,0.114965,0.261398,1
"352",3.37121,0.534905,-0.00888913,-0.160229,-0.0881463,0.07909,0.115187,0.289191,1
"353",3.42291,0.473553,0.0252368,-0.191292,-0.125291,-0.330176,0.110637,0.279974,0
"354",3.33085,0.654705,0.000746967,-0.271213,-0.0415571,-0.240169,0.10817,0.2763,0
"355",3.37687,0.529584,-0.00473292,-0.137856,-0.120197,-0.0834477,0.116685,0.287033,1
"356",3.43286,0.557931,-0.0833777,0.0113142,-0.0737607,-0.216773,0.109707,0.268636,0
"357",3.36458,0.559251,0.00327368,-0.23813,-0.0152848,-0.0230119,0.105461,0.287321,1
"358",3.30918,0.571061,-0.0198356,-0.0921557,-0.0291872,-0.0805392,0.108686,0.282042,1
"359",3.40755,0.479684,-0.0522909,-0.0958351,-0.0658677,-0.27889,0.111426,0.278894,0
"360",3.30599,0.666197,0.00592143,-0.241602,-0.086011,-0.145007,0.111758,0.261659,1
"361",3.38883,0.556612,0.0206426,-0.225763,-0.0999589,-0.311712,0.10651,0.29541,0
"362",3.31089,0.589892,0.0767308,-0.186612,-0.108029,-0.0966145,0.112874,0.282278,0
"363",3.38509,0.555301,-0.0410339,-0.039521,-0.0558364,-0.019254,0.108063,0.276258,1
"364",3.2951,0.579287,-0.0762783,-0.181907,-0.0570604,0.0502314,0.111733,0.276641,0
"365",3.41181,0.575772,-0.0405062,-0.105216,-0.121993,-0.159073,0.115825,0.27559,0
"366",3.46122,0.50502,-0.024966,-0.0139681,-0.0819023,-0.253172,0.108835,0.270346,0
"367",3.30851,0.734848,-0.0284065,-0.152216,-0.0363764,-0.342638,0.105014,0.295288,0
"368",3.40214,0.560229,0.0017209,-0.0205037,-0.0863215,0.041199,0.110394,0.2712,0
"369",3.44553,0.469309,0.0259415,-0.248613,-0.109982,-0.263291,0.116308,0.286264,1
"370",3.37506,0.486667,-0.0122749,-0.136453,-0.0457087,-0.109516,0.110754,0.294992,1
"371",3.3618,0.547836,-0.0519516,-0.119621,-0.119618,-0.177246,0.110759,0.292251,0
"372",3.35324,0.645116,-0.0132403,-0.216144,-0.0719409,-0.00910325,0.110768,0.28845,1
"373",3.35385,0.504855,-0.0834641,-0.170213,-0.0179955,-0.0281181,0.115937,0.288745,0
"374",3.32879,0.61293,-0.0118408,-0.0265869,-0.130128,0.0615553,0.112804,0.263146,0
"375",3.35433,0.511522,-0.0639313,-0.028566,-0.0333687,-0.0827255,0.115391,0.280552,0
"376",3.43269,0.577203,-0.0210802,-0.138551,-0.0285027,-0.174663,0.108335,0.259754,1
"377",3.33453,0.493686,0.007722,-0.100426,-0.0371743,-0.194871,0.118537,0.279468,1
"378",3.4052,0.491488,0.00250461,-0.0885638,-0.0931825,-0.282815,0.10832,0.272901,0
"379",3.3347,0.598209,-0.0685757,0.158242,-0.0537974,-0.043555,0.116095,0.270383,1
"380",3.28603,0.569712,0.0779075,-0.246342,-0.00717025,0.0968597,0.109648,0.284809,0
"381",3.42768,0.570296,-0.029978,-0.0574167,-0.129928,-0.114943,0.117944,0.276194,0
"382",3.30701,0.692187,-0.0147221,-0.102581,0.0112202,-0.12321,0.112954,0.278891,1
"383",3.36337,0.570964,0.0127995,-0.151503,-0.0170942,-0.0769459,0.117201,0.291556,1
"384",3.33837,0.455248,-0.00357249,-0.134151,-0.0316178,-0.105603,0.10583,0.270344,1
"385",3.36992,0.643605,-0.0242363,-0.252293,-0.0950011,-0.31557,0.103305,0.259234,1
"386",3.41087,0.600185,-0.0487954,0.0381741,-0.0383564,-0.0568386,0.112729,0.284232,1
"387",3.42804,0.425289,-0.0631129,0.0540074,-0.10944,0.0542032,0.112839,0.284325,0
"388",3.30239,0.682812,-0.0010047,-0.223598,-0.0671677,-0.105514,0.107727,0.265866,0
"389",3.3796,0.553863,-0.103127,0.0474974,-0.0559352,-0.0405311,0.111028,0.26649,1
"390",3.41751,0.570966,0.00751353,-0.199286,-0.109338,-0.21978,0.115464,0.257328,1
"391",3.35892,0.466494,-0.0164756,-0.155625,-0.127708,-0.112729,0.117114,0.26064,1
"392",3.30213,0.629198,0.010995,-0.0628924,-0.0529986,-0.111931,0.109288,0.279221,0
"393",3.30424,0.562421,-0.016311,-0.0288131,-0.0823441,-0.274354,0.110213,0.267447,0
"394",3.40434,0.485675,-0.104675,-0.024738,-0.0549029,-0.15578,0.110204,0.280239,0
"395",3.38711,0.488831,-0.00303075,0.0154343,-0.126745,-0.308462,0.106027,0.283764,0
"396",3.34708,0.524754,-0.0425713,-0.060313,-0.0511494,-0.0467386,0.110115,0.281933,0
"397",3.33146,0.576501,-0.019324,-0.175357,-0.0860136,0.0475713,0.113907,0.264924,1
"398",3.3678,0.557895,-0.0771827,0.0472351,-0.0442566,-0.00974846,0.108871,0.286445,1
"399",3.31845,0.590349,-0.0692196,-0.0833861,-0.0563583,-0.0667212,0.110789,0.27658,1
"400",3.43185,0.541447,-0.0239597,-0.204258,-0.0398969,-0.181358,0.112925,0.273597,1
"401",3.38354,0.580063,-0.0242318,-0.0950829,-0.0273214,0.0524224,0.106992,0.290739,1
"402",3.32882,0.519618,-0.068578,0.0479326,-0.0271202,0.0757459,0.110555,0.291567,0
"403",3.37934,0.5624,-0.0341083,-0.0820765,-0.0465395,-0.152533,0.106864,0.259506,1
"404",3.35366,0.601601,-0.00698199,-0.100379,-0.140821,0.0265489,0.105156,0.28233,1
"405",3.32555,0.596146,-0.0149856,-0.148104,-0.0740372,-0.0567135,0.106372,0.253055,1
"406",3.28204,0.647755,-0.00245703,-0.0949656,-0.0599134,0.0986309,0.11022,0.291907,0
"407",3.43682,0.430727,-0.014271,-0.0820024,-0.0548467,0.175017,0.105884,0.284133,0
"408",3.35257,0.565771,-0.00032671,-0.200436,-0.0946443,-0.185752,0.108579,0.265857,1
"409",3.35415,0.546164,0.0219338,-0.141596,-0.0654972,-0.18463,0.105177,0.279186,0
"410",3.36624,0.581233,-0.00618973,-0.268993,-0.103556,-0.276674,0.114219,0.263405,0
"411",3.40368,0.594004,-0.0306575,-0.0833949,-0.0303943,-0.27888,0.100592,0.2525,0
"412",3.41086,0.476416,0.0336222,-0.264639,-0.140341,-0.163921,0.109234,0.277337,0
"413",3.33978,0.550868,0.0134588,-0.121991,-0.0240858,-0.0266769,0.1085,0.274255,1
"414",3.34397,0.67027,0.00481192,-0.127773,-0.0399668,-0.0162761,0.102603,0.294264,0
"415",3.34554,0.615611,-0.0401664,0.0336159,-0.0618133,-0.153896,0.108175,0.291613,1
"416",3.34549,0.599827,-0.0675409,0.0480437,-0.0546822,-0.0512658,0.113864,0.285128,0
"417",3.32244,0.626225,-0.0275547,-0.14619,-0.0588445,-0.145632,0.111797,0.283594,1
"418",3.34482,0.54493,-0.0101239,-0.054148,-0.0591435,-0.0203502,0.110525,0.26748,0
"419",3.28846,0.58683,-0.0169977,-0.114371,-0.0498409,-0.0293275,0.112361,0.27164,1
"420",3.30826,0.61598,0.061967,-0.247336,-0.166013,-0.153793,0.112451,0.291405,0
"421",3.42598,0.587999,0.0154606,-0.204824,-0.105855,-0.0693838,0.114713,0.29152,1
"422",3.34107,0.660979,-0.0405769,-0.158101,-0.0386253,-0.338067,0.110619,0.281028,1
"423",3.32041,0.5137,0.0195343,-0.212836,-0.0356979,-0.0523063,0.106883,0.283476,1
"424",3.35699,0.531789,-0.0124707,-0.130708,-0.133637,-0.279977,0.10685,0.282542,0
"425",3.33461,0.616254,0.0293315,-0.243344,-0.0719208,-0.144065,0.110552,0.274493,0
"426",3.32954,0.667152,0.0352743,-0.14529,-0.0881175,-0.180567,0.118882,0.285159,0
"427",3.36141,0.612139,0.0370532,-0.201635,-0.0674674,-0.0523249,0.108769,0.279209,1
"428",3.39541,0.625375,-0.0103864,-0.215626,-0.051401,-0.218716,0.1069,0.277579,0
"429",3.3496,0.582232,-0.049815,-0.309299,-0.0328427,-0.146773,0.112717,0.297884,1
"430",3.3526,0.519388,-0.010778,-0.00777328,-0.0751675,-0.133868,0.109579,0.30285,1
"431",3.36167,0.538083,-0.0301441,-0.0808766,-0.0719054,0.144308,0.107724,0.260646,1
"432",3.41179,0.430418,-0.00676396,-0.101126,-0.0221719,-0.0510326,0.107705,0.279483,0
"433",3.31104,0.591368,0.00028578,-0.141928,-0.041515,0.0397247,0.116975,0.281298,1
"434",3.43035,0.494767,-0.0444707,-0.133901,-0.111793,-0.325055,0.113446,0.287527,1
"435",3.24521,0.650645,-0.00770276,-0.165023,-0.0243387,0.0424613,0.102056,0.282536,0
"436",3.40965,0.529943,-0.00311016,-0.192434,-0.0608666,-0.0809144,0.11228,0.2766,1
"437",3.37799,0.56772,-0.0123848,-0.17915,-0.0904226,0.00501318,0.115447,0.288794,0
"438",3.41353,0.567649,-0.138126,0.106912,-0.0932963,-0.0958907,0.10894,0.289222,0
"439",3.3725,0.528386,-0.0302334,-0.183862,-0.0727236,-0.194265,0.102709,0.282539,0
"440",3.3284,0.598159,0.00730661,-0.130379,-0.0622708,-0.0358891,0.114178,0.285201,0
"441",3.36907,0.580521,-0.0662501,-0.0336579,-0.0185447,-0.0474649,0.112182,0.275971,0
"442",3.40648,0.539872,0.031847,-0.228814,-0.147108,-0.191182,0.10848,0.286171,1
"443",3.27036,0.597191,-0.0446235,-0.0530606,-0.0650873,-0.0975528,0.110829,0.285121,1
"444",3.34164,0.476749,0.0308433,-0.0173356,-0.0472596,-0.0178534,0.104993,0.286668,1
"445",3.4005,0.483301,-0.118284,0.0163552,-0.0713847,-0.0338608,0.113675,0.30145,0
"446",3.23452,0.598859,-0.00255122,-0.0949475,-0.0715869,-0.131137,0.107274,0.279082,0
"447",3.33448,0.563734,-0.0519295,-0.0600499,-0.077452,-0.134689,0.112677,0.266432,0
"448",3.37046,0.567248,-0.0393319,-0.139816,-0.029979,-0.209683,0.106147,0.28946,0
"449",3.44926,0.447647,-0.00223542,-0.0802819,-0.0750106,-0.294146,0.108231,0.283769,0
"450",3.33837,0.642547,0.0148309,-0.0396911,-0.080039,-0.234701,0.115661,0.27602,1
"451",3.41671,0.560163,-0.027956,-0.144955,-0.082845,-0.50639,0.108179,0.287329,0
"452",3.2576,0.632225,-0.0588512,-0.037378,-0.0622522,0.124067,0.113037,0.279475,1
"453",3.39435,0.501683,0.0805752,-0.128381,-0.078201,-0.0845144,0.107192,0.281492,0
"454",3.31058,0.66096,-0.0739562,-0.0635779,-0.0817455,-0.2534,0.115607,0.290185,0
"455",3.33194,0.546247,-0.0668831,-0.0605289,-0.0296407,-0.0929077,0.107988,0.28645,0
"456",3.3368,0.560262,-0.0374177,-0.0803545,-0.0512081,0.0124584,0.119498,0.278989,1
"457",3.35476,0.687709,0.0405813,-0.201522,-0.0778991,-0.115886,0.110674,0.270385,0
"458",3.36926,0.547718,0.0183436,-0.133885,-0.0576884,-0.172901,0.10556,0.285013,0
"459",3.40071,0.471703,-0.0391101,-0.07917,-0.0491493,-0.0657085,0.105375,0.273087,0
"460",3.38808,0.508895,0.0121174,-0.109363,-0.0964851,0.0231124,0.108976,0.289623,0
"461",3.37309,0.571419,-0.0183089,-0.0389681,-0.0261755,-0.0547897,0.107999,0.275796,0
"462",3.36339,0.549911,-0.0584219,0.0159005,-0.0938756,-0.0594948,0.111052,0.276135,0
"463",3.29529,0.625065,-0.0149632,-0.157169,-0.114915,-0.0442647,0.11251,0.264256,1
"464",3.35612,0.701421,-0.0121915,-0.127724,-0.127538,-0.374939,0.112816,0.279964,1
"465",3.31993,0.565282,-0.0882365,-0.0916173,-0.0757601,0.00700871,0.115693,0.277221,0
"466",3.31271,0.643406,-0.018731,-0.14586,-0.111497,-0.277033,0.111808,0.289935,1
"467",3.38981,0.469961,-0.0290337,-0.0795015,-0.0390342,0.121907,0.10486,0.278846,1
"468",3.42646,0.542977,-0.0273766,-0.113972,-0.0592955,-0.0857858,0.106365,0.263345,1
"469",3.43999,0.534821,-0.0683976,-0.0673409,-0.00418304,-0.167259,0.105874,0.283339,1
"470",3.38866,0.483663,0.0867963,-0.133666,-0.0575841,-0.156967,0.10719,0.279683,1
"471",3.30315,0.660063,0.0312867,-0.114627,-0.031575,-0.209453,0.111005,0.280028,1
"472",3.37739,0.541927,-0.0446867,-0.136842,-0.0299794,-0.0244801,0.110328,0.292008,0
"473",3.36563,0.603825,-0.0155379,-0.0416563,-0.0783821,-0.199866,0.108045,0.294771,1
"474",3.41216,0.57418,-0.0195682,-0.111659,-0.0888942,0.101697,0.108263,0.279323,1
"475",3.36668,0.601879,-0.064206,-0.0138156,-0.0404591,-0.0437479,0.116938,0.284892,1
"476",3.35841,0.502574,-0.0344367,-0.197507,-0.0483977,-0.000112181,0.118421,0.297007,0
"477",3.39797,0.5159,-0.0288264,-0.00501707,-0.0420657,-0.114682,0.103474,0.29488,0
"478",3.42329,0.453545,-0.0407846,-0.0832823,-0.0856073,-0.3206,0.107442,0.28231,1
"479",3.3134,0.703383,-0.0266772,-0.185926,0.0120527,-0.259471,0.107839,0.279689,0
"480",3.33352,0.569276,-0.0273967,-0.125928,-0.028035,-0.138076,0.107143,0.275548,0
"481",3.45065,0.572786,-0.0236173,-0.169694,-0.0615969,-0.527242,0.115979,0.276668,0
"482",3.44213,0.435973,0.0191208,-0.096574,-0.125335,-0.237556,0.108616,0.266245,1
"483",3.31439,0.424511,-0.106166,0.0191939,-0.00516077,0.202241,0.112823,0.29248,0
"484",3.44901,0.493879,-0.0115636,-0.0798655,-0.104701,-0.130569,0.109358,0.279328,1
"485",3.40365,0.483582,0.0112507,-0.214385,-0.089263,-0.212114,0.109706,0.275777,0
"486",3.35799,0.545423,-0.0579977,-0.0300593,0.00444894,-0.118926,0.105497,0.268139,0
"487",3.34247,0.592239,-0.0124056,-0.10754,-0.0155488,-0.10645,0.106862,0.273094,0
"488",3.29803,0.67858,-0.0520868,-0.173504,-0.0786224,-0.317603,0.115408,0.259791,1
"489",3.42038,0.584541,-0.0557927,-0.0158403,-0.0193524,-0.246748,0.105968,0.276052,0
"490",3.419,0.451937,-0.0664861,-0.0975372,-0.0374483,-0.226725,0.110842,0.286072,0
"491",3.33441,0.572287,-0.0454108,-0.0929458,-0.063768,-0.220735,0.116686,0.287586,1
"492",3.37021,0.613526,-0.0584625,-0.0151569,-0.0234236,-0.0613531,0.113379,0.285602,1
"493",3.27403,0.674684,-0.0377536,0.0780429,-0.0822657,0.219043,0.112156,0.28772,0
"494",3.37688,0.63657,-0.0760477,-0.0212376,-0.0569761,-0.383023,0.108207,0.275527,0
"495",3.39941,0.629895,-0.0740552,-0.00874746,0.0299456,-0.00580102,0.108012,0.296655,1
"496",3.38771,0.561871,-0.15743,0.108365,-0.0565099,-0.120018,0.114263,0.275433,0
"497",3.34712,0.487123,-0.0615935,0.0302198,-0.0526735,-0.0504831,0.111637,0.275045,1
"498",3.38204,0.497148,0.00654099,-0.164453,-0.113761,-0.175076,0.106877,0.268795,0
"499",3.36434,0.479729,-0.0615901,-0.0184475,-0.0635401,-0.166946,0.110649,0.275527,1
"500",3.39671,0.579781,-0.0535277,-0.021873,-0.0450609,-0.0749322,0.115167,0.267084,0
"501",3.31441,0.675076,0.00636921,-0.151046,-0.0435444,-0.207254,0.1063,0.295713,1
"502",3.29463,0.576843,0.0353309,-0.164823,-0.0751692,-0.151831,0.107728,0.270617,0
"503",3.30855,0.552764,-0.0397231,-0.206818,-0.0238977,0.127106,0.111396,0.268659,1
"504",3.31092,0.509995,-0.0274444,-0.141876,0.00460181,-0.146617,0.111352,0.270616,1
"505",3.32612,0.602603,-0.0352245,-0.128606,-0.0570242,-0.273276,0.109917,0.275323,1
"506",3.3412,0.521356,-0.0877031,-0.0806483,-0.0688175,-0.00257656,0.110877,0.278626,0
"507",3.34722,0.586669,0.0362897,-0.147367,-0.0617214,0.131723,0.109876,0.25659,1
"508",3.38527,0.626291,-0.020775,-0.089815,-0.120682,-0.371588,0.102398,0.276882,0
"509",3.3872,0.487024,0.0199409,-0.101975,-0.112018,-0.0736593,0.1137,0.298851,0
"510",3.38078,0.485109,-0.134156,0.00299482,-0.0292881,-0.0893953,0.109085,0.270058,0
"511",3.39486,0.356458,0.00787308,-0.157635,-0.0663108,0.0204589,0.111785,0.291566,1
"512",3.35929,0.503243,-0.0217922,-0.0186061,-0.0648245,-0.0471509,0.112355,0.288427,1
"513",3.42564,0.416432,-0.0108382,-0.239731,-0.0802047,-0.297675,0.115119,0.261875,0
"514",3.34074,0.626437,0.0560737,-0.272325,-0.115873,-0.0228563,0.109044,0.286797,0
"515",3.31993,0.544185,-0.0435031,-0.0651995,-0.0935413,-0.229625,0.1076,0.277044,0
"516",3.37663,0.546013,-0.0984819,-0.0932478,-0.0717231,-0.114866,0.112026,0.268082,1
"517",3.32147,0.570468,-0.0477279,-0.0758608,-0.010516,-0.0750669,0.109462,0.274649,0
"518",3.43213,0.482595,-0.0235654,-0.10858,-0.109775,-0.0368779,0.108956,0.290349,1
"519",3.38084,0.47387,-0.04134,-0.0905721,-0.0913441,-0.17069,0.11545,0.26538,0
"520",3.3934,0.63266,0.0154148,-0.160119,-0.0801516,-0.123115,0.108492,0.262367,1
"521",3.39746,0.4752,-0.0321793,-0.0900323,-0.0560825,-0.111469,0.103119,0.292293,1
"522",3.38289,0.632629,-0.00783294,-0.202169,-0.118384,-0.288763,0.105822,0.272278,0
"523",3.44561,0.459451,-0.0222328,-0.0469442,-0.108677,0.104492,0.113344,0.260254,0
"524",3.41647,0.417607,0.0213267,-0.138101,-0.0160702,-0.00420045,0.109996,0.270963,1
"525",3.32285,0.652752,-0.0140382,0.00579735,-0.0753294,-0.203151,0.115544,0.285723,1
"526",3.35114,0.64485,-0.105612,0.0983007,-0.0539105,0.0905411,0.110066,0.253845,0
"527",3.38307,0.524467,0.0491574,-0.121617,-0.127356,-0.0765175,0.106634,0.269569,1
"528",3.27174,0.67791,-0.042938,-0.11602,-0.0645936,-0.0113904,0.106865,0.288855,1
"529",3.34451,0.508525,0.00316917,-0.0164329,-0.116124,-0.0344685,0.110672,0.259706,1
"530",3.33326,0.625909,-0.0994252,-0.0262904,0.00593258,-0.153235,0.112428,0.275923,0
"531",3.36734,0.518339,-0.0295893,-0.0735887,-0.0521693,0.0550034,0.110097,0.295896,0
"532",3.40937,0.581557,-0.0258795,-0.214584,0.0209884,-0.0598275,0.108198,0.284154,0
"533",3.37979,0.698963,0.0266258,-0.200137,-0.141541,-0.129344,0.108135,0.269377,1
"534",3.3726,0.510959,-0.0061981,-0.104581,-0.041226,-0.00762512,0.102476,0.265884,1
"535",3.40341,0.518251,0.00806681,-0.157171,-0.104897,-0.116421,0.111652,0.282151,0
"536",3.34921,0.506387,-0.0340573,-0.176976,-0.093894,-0.12206,0.11383,0.280686,0
"537",3.33023,0.480649,0.00482983,-0.0248132,-0.0421798,0.075495,0.116445,0.270244,0
"538",3.36316,0.515086,-0.0497281,-0.0359416,-0.0578457,0.0437682,0.110653,0.287332,0
"539",3.38988,0.517489,-0.00488726,-0.137739,-0.0750731,-0.0689078,0.108125,0.271658,0
"540",3.31702,0.542891,-0.0421386,-0.0365128,-0.0212276,-0.125803,0.108766,0.280471,0
"541",3.36197,0.530654,-0.00719659,0.0766114,-0.0745443,-0.155452,0.108698,0.28252,1
"542",3.36889,0.617085,-0.0753163,-0.0557267,-0.119461,-0.206678,0.111011,0.287947,0
"543",3.38134,0.581428,0.047696,-0.177573,-0.0794457,-0.0147911,0.112062,0.273936,0
