"","b[1]","b[2]","b[3]","b[4]","b[5]","b[6]","sigma","phi","bpvalue"
"544",3.35047,0.539187,-0.0645643,-0.028079,-0.0723964,0.108477,0.114897,0.276311,1
"545",3.35524,0.574414,-0.0830436,-0.0544631,-0.0483257,-0.0209317,0.109859,0.283748,1
"546",3.32953,0.558354,-0.080861,0.0223824,-0.0515962,0.0551329,0.107448,0.26149,0
"547",3.34512,0.581233,-0.0282035,-0.106037,-0.0720859,0.114146,0.11101,0.263028,1
"548",3.37408,0.544766,-0.045466,-0.0661507,-0.0189184,-0.155591,0.114994,0.287861,1
"549",3.35481,0.56986,-0.0502704,-0.0100323,-0.0590063,-0.0810617,0.111159,0.258734,1
"550",3.29265,0.565243,0.0316008,-0.137625,-0.0424677,0.00386998,0.114458,0.294427,1
"551",3.33814,0.597003,-0.0360193,-0.102755,-0.101856,-0.0568486,0.107447,0.269937,0
"552",3.37725,0.655561,0.0793254,-0.211714,-0.0710203,-0.174703,0.11206,0.28854,0
"553",3.34831,0.683003,0.00735754,-0.156353,-0.0789376,-0.176498,0.109726,0.269909,0
"554",3.29937,0.727775,-0.0595205,-0.144032,0.00833863,-0.206812,0.110114,0.27733,0
"555",3.38329,0.486712,-0.0328501,-0.071895,-0.0454324,-0.0454101,0.112742,0.283934,0
"556",3.28252,0.559441,-0.127964,-0.00563225,-0.0440209,0.136159,0.10908,0.274919,0
"557",3.38648,0.544526,-0.0385611,-0.221943,-0.0844331,-0.137643,0.111197,0.265427,0
"558",3.37944,0.650867,0.00697541,-0.213172,-0.0640471,-0.215183,0.116414,0.279742,0
"559",3.32637,0.501709,-0.0501577,0.00326028,-0.0354343,-0.0189009,0.109437,0.305438,1
"560",3.36788,0.574824,0.00553815,-0.153763,-0.0686379,-0.196475,0.111317,0.291914,0
"561",3.38689,0.492214,-0.0106759,-0.172533,-0.0744132,-0.226869,0.110533,0.276781,1
"562",3.37833,0.563265,-0.0692839,-0.0409784,-0.0841362,-0.120144,0.110689,0.275983,1
"563",3.31141,0.749153,0.00365504,0.0404709,-0.0236779,0.0493742,0.109338,0.274586,1
"564",3.37422,0.463829,-0.0253956,-0.158008,-0.0240813,0.0616436,0.110162,0.275906,1
"565",3.34724,0.57325,-0.0501546,-0.0445303,-0.0750398,-0.0702994,0.117242,0.276706,0
"566",3.38679,0.572683,0.0139842,-0.21819,-0.0388394,-0.108199,0.107462,0.280935,1
"567",3.38885,0.494073,-0.0862289,-0.0670422,-0.0868613,-0.292186,0.108151,0.270977,0
"568",3.33257,0.72984,-0.0461925,-0.00791053,-0.0710756,-0.0958737,0.11456,0.272853,1
"569",3.29358,0.599335,-0.0156295,-0.0560809,-0.0370194,-0.00957816,0.108255,0.286684,0
"570",3.41397,0.531155,0.0433452,-0.195864,-0.0884802,-0.348001,0.110101,0.264838,0
"571",3.37613,0.567808,-0.0100198,-0.171149,-0.0659723,-0.107812,0.106811,0.28735,1
"572",3.40809,0.554093,-0.00186033,-0.0675421,-0.0889365,-0.185796,0.112136,0.281714,1
"573",3.35924,0.56078,-0.0186595,-0.192297,-0.0339682,-0.229544,0.115434,0.267395,1
"574",3.31644,0.624377,-0.038315,-0.12978,-0.0672439,-0.219839,0.116597,0.285619,0
"575",3.35382,0.731514,-0.0444839,-0.245548,-0.0154005,-0.231112,0.111266,0.269005,0
"576",3.39113,0.535502,-0.00118245,-0.224778,-0.0702407,-0.133076,0.109044,0.26782,0
"577",3.38628,0.613107,-0.0757247,-0.0863369,-0.10246,-0.0696487,0.113584,0.270376,1
"578",3.3249,0.721479,-0.0324211,-0.0589048,-0.0959588,-0.205867,0.108575,0.264087,1
"579",3.36535,0.473911,-0.0374126,-0.187463,-0.0307738,-0.082638,0.107673,0.286105,0
"580",3.30661,0.679469,-0.0203065,-0.107468,0.0282159,-0.408917,0.108956,0.2803,1
"581",3.36827,0.525972,0.0510954,-0.221302,-0.0325896,-0.160699,0.108445,0.267307,0
"582",3.34883,0.666999,0.00746689,-0.219772,-0.114957,-0.199064,0.105978,0.264897,0
"583",3.32747,0.558916,0.0230737,-0.258311,-0.0565878,-0.380796,0.114235,0.279306,1
"584",3.3433,0.565057,0.0511263,-0.190092,-0.0597454,-0.123088,0.113662,0.300022,1
"585",3.37899,0.551554,-0.100358,-0.0595703,-0.0860021,0.126552,0.113213,0.296088,1
"586",3.35513,0.679642,-0.0847931,-0.088908,-0.113658,-0.351118,0.103471,0.267878,1
"587",3.3019,0.5883,-0.0207182,-0.0929585,-0.0083715,0.136371,0.106898,0.274133,0
"588",3.39493,0.461341,-0.104625,0.0105634,-0.0537535,0.0266814,0.109609,0.284638,0
"589",3.28519,0.613751,-0.100356,-0.025105,-0.0937032,-0.017265,0.111036,0.277387,1
"590",3.32626,0.575893,-0.0329902,-0.0378076,-0.0775095,-0.0164058,0.110116,0.260938,0
"591",3.414,0.466309,-0.043356,-0.151252,-0.0428589,-0.0210561,0.111472,0.27168,0
"592",3.3083,0.619185,0.00552284,0.0321555,-0.0637078,-0.102517,0.110699,0.267794,0
"593",3.32391,0.631898,-0.0514057,-0.0942341,-0.0645632,-0.107379,0.104133,0.285713,1
"594",3.38961,0.468212,0.0257053,-0.16488,-0.0141274,0.0974835,0.109605,0.275788,0
"595",3.28114,0.661421,-0.0288307,-0.120755,-0.0574465,-0.0928749,0.108224,0.280244,1
"596",3.37962,0.527478,-0.0648994,-0.10296,-0.0683883,-0.104725,0.10933,0.280351,1
"597",3.37054,0.632958,-0.0312136,-0.14901,-0.105269,-0.110138,0.120319,0.272824,0
"598",3.40514,0.603493,0.00744213,-0.213498,0.0203843,-0.161576,0.109433,0.293858,0
"599",3.41516,0.499644,-0.0953678,-0.133808,-0.0761654,-0.106125,0.113482,0.285672,1
"600",3.39036,0.581155,-0.0671924,-0.0700608,-0.0377457,-0.0634107,0.108376,0.275408,1
"601",3.31758,0.705345,-0.0548986,-0.0959264,0.00756344,-0.0320708,0.110498,0.275745,0
"602",3.38767,0.544042,-0.023308,-0.127003,-0.0320377,-0.157362,0.109513,0.2838,1
"603",3.29714,0.638267,-0.0249792,0.0171793,-0.0644313,0.0603072,0.108231,0.296583,1
"604",3.36249,0.541712,-0.0288616,-0.185303,-0.0948055,0.0307348,0.111403,0.265956,0
"605",3.3085,0.533801,-0.0210194,-0.108906,-0.0694373,0.0118846,0.110061,0.288319,1
"606",3.33263,0.559813,-0.112369,-0.0018751,-0.0880065,0.0533052,0.111587,0.284862,1
"607",3.43063,0.485746,0.0206026,-0.106048,-0.082482,0.0120092,0.110988,0.266924,1
"608",3.35791,0.521302,0.0165026,-0.0699429,-0.0329093,-0.113179,0.109672,0.264715,0
"609",3.38189,0.620685,-0.0551868,-0.0695481,-0.0111983,-0.266341,0.113642,0.274265,1
"610",3.34975,0.578275,-0.0175594,-0.11702,0.0119916,-0.0764873,0.110527,0.273221,1
"611",3.39102,0.532022,-0.0597035,-0.0632953,-0.103796,-0.0344029,0.118669,0.271186,0
"612",3.33477,0.50439,-0.102955,-0.0375059,-0.0377988,-0.0426383,0.112337,0.274593,1
"613",3.40799,0.494866,-0.00839464,-0.114091,-0.0403115,-0.0104387,0.106346,0.267517,0
"614",3.38026,0.541513,-0.0655434,-0.10448,-0.0674733,-0.300063,0.110503,0.285719,1
"615",3.35918,0.515713,-0.0213539,-0.090854,-0.064275,-0.114947,0.115955,0.279131,0
"616",3.30135,0.608431,0.0430513,-0.194799,-0.0322564,0.141127,0.114937,0.296782,1
"617",3.34061,0.54393,-0.0138164,-0.0838873,-0.0136446,-0.150003,0.110352,0.284312,0
"618",3.40654,0.490148,-0.0198446,-0.00679247,-0.109279,-0.0473808,0.115113,0.28071,0
"619",3.40992,0.55713,-0.0472978,0.00620342,0.0023868,-0.0246673,0.107079,0.286471,0
"620",3.37421,0.655919,-0.00605791,-0.207418,-0.0967736,-0.278567,0.107425,0.284126,0
"621",3.37898,0.568456,0.0618483,-0.196727,-0.0435925,-0.0579958,0.110142,0.267474,0
"622",3.33738,0.63852,-0.00323858,-0.176632,-0.0324081,0.00268965,0.117588,0.272895,1
"623",3.32368,0.594514,-0.00400446,-0.133272,-0.0322073,-0.0492229,0.109694,0.248042,0
"624",3.39471,0.508933,-0.0862644,-0.0254379,-0.0935033,-0.0278549,0.111127,0.27415,0
"625",3.37746,0.632614,-0.0318628,-0.106954,-0.0677561,-0.128988,0.113436,0.28219,0
"626",3.33057,0.564533,-0.0275275,-0.00293358,-0.0463436,0.221652,0.109937,0.292997,0
"627",3.35903,0.562823,-0.113851,-0.135967,-0.105332,-0.252455,0.111335,0.2648,1
"628",3.3549,0.614998,-0.00615182,-0.152963,-0.0880098,-0.116849,0.110013,0.288742,1
"629",3.48245,0.328221,-0.0078837,-0.10125,-0.0681917,-0.304854,0.11182,0.285491,0
"630",3.42343,0.516738,-0.0501764,-0.0554079,-0.0639441,-0.455737,0.108819,0.300636,0
"631",3.38883,0.576352,-0.0678978,-0.129318,-0.0617169,-0.0639572,0.110553,0.266123,1
"632",3.3451,0.530088,-0.017505,-0.146856,-0.0711444,-0.222295,0.116197,0.267532,1
"633",3.41804,0.498737,-0.0441377,-0.0420166,-0.0330272,-0.230382,0.112776,0.288306,1
"634",3.35207,0.646336,0.0291611,-0.221914,-0.0263893,-0.26055,0.107749,0.268531,1
"635",3.30948,0.637654,0.0432547,-0.193077,-0.0401302,-0.0882382,0.113306,0.268933,0
"636",3.36603,0.669904,-0.0388921,-0.0858753,-0.048781,-0.202345,0.110082,0.287952,1
"637",3.3392,0.624026,-0.0614396,-0.0563947,-0.0498118,-0.104457,0.106298,0.297974,0
"638",3.39434,0.42734,-0.0791584,0.110552,-0.0593306,-0.116711,0.109689,0.284382,1
"639",3.3744,0.546524,-0.129486,-0.0445299,-0.0570532,-0.345698,0.110825,0.279565,0
"640",3.37361,0.52333,-0.0605112,0.0146703,-0.0739012,-0.27806,0.113573,0.300455,0
"641",3.35104,0.603355,-0.0023785,-0.105886,0.0130556,0.162522,0.111929,0.279365,0
"642",3.29827,0.700225,-0.0234497,-0.111153,-0.0614343,0.04694,0.108943,0.291308,1
"643",3.41332,0.483121,0.0326666,-0.181006,-0.0116372,-0.056217,0.110611,0.279568,0
"644",3.36958,0.620656,-0.0745011,-0.0361869,-0.0603929,-0.0574262,0.111125,0.271695,1
"645",3.32213,0.572562,0.0141059,-0.230834,-0.00512686,-0.139917,0.109075,0.275152,0
"646",3.44019,0.444022,0.00870043,-0.200234,-0.0469663,0.0146004,0.106676,0.260324,0
"647",3.33769,0.52485,-0.0136229,-0.0327142,-0.056935,0.1312,0.114476,0.276451,0
"648",3.35562,0.597477,-0.0182166,-0.0517199,0.00168615,0.0304042,0.105927,0.260058,0
"649",3.37272,0.63989,-0.0168668,-0.142186,-0.110403,-0.0601041,0.103765,0.292652,0
"650",3.3064,0.68398,-0.0309038,-0.0671287,-0.0151153,0.0327006,0.111866,0.274353,1
"651",3.41749,0.463371,-0.0035507,-0.226728,-0.046009,-0.277068,0.111688,0.276604,0
"652",3.48244,0.363489,-0.0524719,-0.0148453,-0.0998258,-0.0631458,0.108806,0.270524,0
"653",3.37343,0.483428,-0.0565933,-0.0549121,-0.0102063,-0.160796,0.1108,0.267682,0
"654",3.35534,0.701441,-0.0690318,-0.0998992,-0.0754016,-0.182071,0.107109,0.277945,1
"655",3.33455,0.49914,-0.0528688,-0.105499,-0.0673985,-0.194752,0.112436,0.283639,0
"656",3.33852,0.596359,-0.00807122,-0.0235946,-0.0518706,-0.0523439,0.108667,0.268959,0
"657",3.41197,0.490319,0.0257801,-0.170233,-0.0654424,0.040619,0.110215,0.292882,1
"658",3.41216,0.405602,-0.0780745,0.0480641,-0.00260289,-0.190752,0.113347,0.287958,1
"659",3.33063,0.651331,0.0347307,-0.116473,-0.124052,-0.399298,0.108058,0.264342,1
"660",3.42073,0.512554,-0.00635319,-0.156219,-0.0918286,-0.204674,0.107224,0.273051,0
"661",3.39484,0.54263,-0.0290763,-0.182098,-0.0563326,0.0426594,0.111673,0.307368,0
"662",3.37548,0.523672,-0.0427166,-0.0787079,-0.15802,-0.357762,0.113566,0.289114,1
"663",3.42672,0.506193,-0.0483317,0.0266303,-0.130836,-0.231549,0.114241,0.29325,0
"664",3.30823,0.568197,-0.0683567,-0.0487083,-0.0838758,-0.0515272,0.116015,0.276607,0
"665",3.44447,0.4693,-0.061892,-0.111122,-0.0824161,-0.1435,0.108817,0.277967,0
"666",3.34844,0.588477,-0.0208178,-0.106437,-0.0335189,-0.110976,0.11112,0.280192,0
"667",3.37386,0.640875,0.0135013,-0.163421,-0.0890246,-0.332869,0.110529,0.287262,1
"668",3.38925,0.566678,-0.0123117,-0.132286,-0.0609463,-0.0719515,0.110954,0.299947,0
"669",3.31338,0.615993,0.0184906,-0.207571,-0.10224,-0.298484,0.111392,0.272215,1
"670",3.38745,0.699556,-0.07083,-0.0838361,0.0154373,0.0503244,0.111176,0.289273,0
"671",3.33166,0.588534,-0.0329628,-0.165582,-0.0301616,0.053937,0.108128,0.272402,0
"672",3.37885,0.480944,-0.00444489,-0.0360675,-0.0992519,0.0798891,0.110086,0.278286,1
"673",3.42195,0.4769,-0.00958672,-0.190607,-0.115175,-0.23936,0.106023,0.2844,1
"674",3.348,0.56591,0.00167314,-0.205385,-0.0747315,-0.0332898,0.106305,0.298109,0
"675",3.34286,0.614181,0.0198539,-0.105754,-0.102735,-0.2688,0.113996,0.250705,0
"676",3.42129,0.511261,0.0286071,-0.0769435,-0.133411,-0.29749,0.108156,0.284497,0
"677",3.31089,0.50884,-0.0758776,-0.0298509,-0.0342486,-0.152801,0.115989,0.270507,0
"678",3.37632,0.463722,0.000622917,-0.179869,-0.0325497,0.0530295,0.107715,0.263854,1
"679",3.36372,0.500816,-0.0648276,-0.129918,-2.48848e-05,0.205266,0.104708,0.26039,0
"680",3.46483,0.459911,-0.05018,-0.0521645,-0.127898,-0.181324,0.110286,0.288497,1
"681",3.34971,0.5856,-0.0301856,-0.195917,-0.0689537,0.0376265,0.106653,0.27711,0
"682",3.40083,0.546609,-0.0723393,-0.172469,-0.0720289,-0.19145,0.106148,0.301429,1
"683",3.33025,0.539916,0.019088,-0.185244,0.00617281,-0.119154,0.109249,0.26695,0
"684",3.31349,0.584888,0.0626585,-0.150232,-0.00778269,0.0335773,0.107732,0.286408,1
"685",3.36882,0.598111,-0.0505544,-0.138067,-0.075369,-0.129516,0.116195,0.298957,1
"686",3.37371,0.61212,0.0062976,-0.045196,-0.0654063,-0.15175,0.101967,0.258006,1
"687",3.29723,0.615825,0.0702232,-0.143724,-0.13209,-0.283819,0.112958,0.266999,1
"688",3.41509,0.37788,-0.0791149,0.0518525,-0.0803038,0.0434736,0.112713,0.261467,0
"689",3.28637,0.601491,0.0189306,-0.120165,-0.132862,-0.296558,0.111795,0.280095,0
"690",3.30756,0.613123,0.0388072,-0.130906,-0.0615114,-0.041797,0.109026,0.270604,0
"691",3.35748,0.513865,-0.00832889,-0.091999,-0.0415991,-0.0891653,0.103887,0.290582,1
"692",3.41416,0.491729,-0.0103958,-0.0237382,-0.108767,0.020356,0.11044,0.284665,0
"693",3.23065,0.607516,0.026994,-0.0902387,-0.0848439,0.0764339,0.116217,0.286435,0
"694",3.33965,0.557494,0.0127579,-0.188487,-0.056563,-0.0951912,0.112366,0.297432,0
"695",3.43458,0.494045,-0.0692381,-0.0780652,-0.00631006,-0.129635,0.107075,0.293296,0
"696",3.35564,0.567034,-0.0195575,-0.164689,-0.0349914,-0.21398,0.11598,0.252415,0
"697",3.3601,0.570355,0.0181557,-0.161015,-0.077916,-0.266631,0.108936,0.291942,1
"698",3.37108,0.550041,-0.0145954,-0.0698046,-0.0928329,-0.134603,0.112223,0.284028,1
"699",3.24761,0.603693,-0.0463295,-0.195686,-0.0344286,0.0110251,0.103398,0.272433,1
"700",3.3405,0.514026,-0.0851565,-0.0366939,0.00846321,-0.147576,0.103613,0.29161,0
"701",3.34842,0.607337,-0.00551509,-0.249453,-0.0631075,-0.286713,0.109027,0.265474,0
"702",3.29921,0.707688,-0.0513139,-0.0311839,-0.0544928,-0.0324576,0.11107,0.280084,1
"703",3.29784,0.643853,-0.0221242,-0.0054359,0.0122936,-0.000992791,0.116321,0.273175,1
"704",3.39563,0.549314,0.022129,-0.255522,-0.0636184,-0.107662,0.113738,0.284975,1
"705",3.36574,0.599293,0.00203442,-0.234057,-0.0757082,0.00233022,0.109081,0.286026,1
"706",3.35722,0.57551,-0.0122877,-0.228515,-0.042042,-0.200148,0.113733,0.273399,1
"707",3.40178,0.571779,-0.0398821,-0.230059,-0.102339,-0.271886,0.10865,0.307223,1
"708",3.37888,0.554384,-0.0021547,-0.0954035,-0.0838322,-0.304497,0.110376,0.257861,1
"709",3.37103,0.558791,0.0226583,-0.228431,-0.0276906,0.084879,0.10676,0.245106,0
"710",3.27197,0.680946,0.0420297,-0.191563,-0.0558922,0.0275646,0.114562,0.287786,0
"711",3.34632,0.601857,-0.00209942,-0.209684,-0.0963215,-0.152185,0.114839,0.259864,1
"712",3.338,0.550999,0.033752,-0.267557,-0.0389681,0.0726355,0.112107,0.272145,1
"713",3.37409,0.6415,0.0239608,-0.178425,-0.116876,0.0368447,0.10947,0.282309,1
"714",3.41247,0.486259,-0.0126214,-0.0446358,-0.0950681,-0.141397,0.109172,0.276609,1
"715",3.32586,0.519361,-0.000316312,-0.196442,-0.115355,-0.0856861,0.113115,0.269052,0
"716",3.3316,0.561805,-0.00665514,-0.187392,-0.086029,-0.122301,0.107155,0.287836,1
"717",3.33403,0.626406,-0.00926238,-0.159153,-0.00845517,0.121426,0.114057,0.281978,1
"718",3.41524,0.465725,0.0173447,-0.207112,-0.0556891,-0.192323,0.117927,0.264269,0
"719",3.39712,0.626809,-0.0320451,-0.028734,-0.0209592,-0.164805,0.111645,0.278434,1
"720",3.42468,0.559999,0.0388059,-0.109796,-0.0637855,-0.23333,0.101528,0.262646,1
"721",3.32182,0.595453,0.0248283,-0.0711961,-0.049258,0.101589,0.117186,0.300874,0
"722",3.4039,0.497928,-0.0695645,-0.0351838,-0.112346,-0.181003,0.109094,0.299616,1
"723",3.38075,0.520562,-0.0893744,-0.152904,-0.0442407,-0.05362,0.110256,0.284267,1
"724",3.34038,0.546567,0.0135421,-0.159414,-0.0502926,0.0332127,0.109702,0.271087,1
"725",3.42174,0.494346,0.0102944,-0.147418,-0.00956093,0.100898,0.114568,0.279373,1
"726",3.27009,0.5578,0.0207612,-0.072547,-0.0288422,-0.0497561,0.112888,0.281015,0
"727",3.3602,0.640928,0.0214063,-0.13311,-0.093219,-0.176634,0.10989,0.277007,0
"728",3.29621,0.640855,-0.0274567,-0.116996,-0.0563136,-0.0891582,0.111301,0.287461,1
"729",3.39238,0.541362,0.0398037,-0.0505889,-0.133096,0.0455463,0.109453,0.279439,0
"730",3.351,0.606155,-0.0236457,-0.0568985,-0.0657955,-0.172773,0.110944,0.280187,1
"731",3.38524,0.692459,0.0733704,-0.229762,-0.0303779,-0.209718,0.109146,0.280964,0
"732",3.28089,0.645139,-0.100072,-0.0931224,-0.0574555,-0.037164,0.106268,0.275856,0
"733",3.32128,0.69942,-0.0323118,-0.0997658,-0.0460991,0.0776102,0.108807,0.302701,0
"734",3.43225,0.406213,0.0327112,-0.311874,-0.078848,-0.138869,0.118902,0.27724,1
"735",3.33054,0.586858,0.0434575,-0.0684004,-0.0976881,0.156104,0.103325,0.261437,1
"736",3.37342,0.550737,-0.0130635,-0.0912378,-0.107083,-0.213487,0.112962,0.274573,0
"737",3.3948,0.547956,-0.0348357,-0.0659381,-0.0434635,-0.136896,0.112374,0.271329,0
"738",3.44378,0.481914,-0.0195877,-0.104876,-0.106916,0.0986227,0.11143,0.280246,0
"739",3.42106,0.632661,-0.0482154,-0.115299,-0.0987745,-0.248328,0.112224,0.278696,0
"740",3.30575,0.728608,-0.0570131,-0.0954556,-0.0547707,-0.0109082,0.110042,0.283188,1
"741",3.29523,0.63232,-0.0232444,-0.0627794,-0.0456182,0.133545,0.107217,0.268908,0
"742",3.3409,0.588521,-0.0870242,-0.221204,-0.0548569,0.0667457,0.104248,0.274361,1
"743",3.38303,0.491747,-0.0480426,-0.191005,-0.029872,-0.0820575,0.108804,0.278877,1
"744",3.34118,0.545799,-0.0984641,-0.0249852,-0.0576392,-0.10456,0.107904,0.275638,1
"745",3.3107,0.602278,-0.133805,0.0690806,-0.0110683,-0.202257,0.108398,0.306848,1
"746",3.30627,0.729174,-0.0729112,-0.0858515,-0.0639691,0.20149,0.112293,0.2999,1
"747",3.33695,0.67609,0.080876,-0.205601,-0.0724911,-0.418659,0.109715,0.266411,0
"748",3.4893,0.429558,-0.0401589,-0.0282729,-0.0839681,-0.166446,0.108721,0.272515,0
"749",3.42622,0.507218,-0.0878774,0.0784011,-0.0892644,-0.244564,0.116297,0.274168,0
"750",3.3419,0.510774,0.0107254,-0.194073,-0.0909081,-0.059082,0.108987,0.265625,1
"751",3.30839,0.630117,0.060625,-0.246069,-0.0634218,-0.0997257,0.104697,0.285249,0
"752",3.40771,0.453744,-0.107113,0.0129006,-0.0252411,-0.106072,0.108797,0.266877,0
"753",3.39588,0.543553,0.046008,-0.136797,-0.117071,-0.179614,0.109585,0.273171,0
"754",3.40549,0.576026,-0.0508658,-0.189626,-0.0658003,-0.125997,0.11203,0.285157,0
"755",3.38311,0.518765,-0.0397708,0.0232017,-0.0632906,0.142621,0.109717,0.255612,0
"756",3.24513,0.736305,-0.0276305,-0.0871246,-0.018082,-0.0988267,0.115047,0.294614,1
"757",3.33615,0.67236,-0.0683026,-0.175497,-0.0325324,-0.393642,0.113779,0.274141,0
"758",3.38599,0.652615,2.53582e-05,-0.0444972,-0.0708899,-0.112284,0.109485,0.242566,1
"759",3.39486,0.515496,-0.0502971,-0.0642447,-0.0434107,-0.0549168,0.107815,0.279332,0
"760",3.31705,0.586342,-0.0310361,-0.00356159,-0.0326309,-0.0667433,0.112332,0.273875,0
"761",3.36646,0.597564,0.00276874,-0.111115,-0.0267253,-0.371606,0.103449,0.300138,1
"762",3.339,0.583189,-0.0179821,-0.157253,-0.0493611,0.00204379,0.114371,0.282813,0
"763",3.41679,0.461467,0.0162767,-0.257563,-0.0695464,-0.00254366,0.113017,0.285278,0
"764",3.42135,0.517909,-0.0286057,-0.0463638,-0.0784791,-0.153683,0.109818,0.28363,0
"765",3.35732,0.484499,-0.0188836,-0.0870062,-0.0503137,-0.155212,0.106523,0.278874,0
"766",3.34865,0.567781,-0.0113422,-0.0741458,-0.0168759,0.196524,0.107324,0.29204,0
"767",3.358,0.541208,0.0325663,-0.167501,-0.0880154,0.0966153,0.116581,0.268244,0
"768",3.40443,0.505238,0.0424291,-0.342483,-0.0525433,-0.123919,0.113462,0.279122,1
"769",3.30783,0.568654,0.0207627,-0.27261,-0.0937119,-0.0913599,0.107671,0.263902,1
"770",3.38605,0.608523,-0.0635466,-0.0538905,-0.0688613,-0.0481233,0.116018,0.285605,1
"771",3.3555,0.53187,-0.000410015,-0.114195,-0.0484614,-0.0206157,0.112982,0.306197,0
"772",3.32288,0.527475,-0.0341095,-0.0452566,-0.0134036,0.078266,0.112539,0.282836,0
"773",3.33899,0.579987,-0.00292526,-0.1335,-0.0558716,-0.234198,0.112416,0.277447,0
"774",3.30155,0.540636,-0.0491396,-0.0450654,-0.0695426,-0.13666,0.11632,0.267331,1
"775",3.3377,0.520984,-0.0809839,-0.00805714,-0.0402132,-0.15225,0.110666,0.265323,0
"776",3.38525,0.417553,0.0589445,-0.295376,-0.0183644,-0.179933,0.109053,0.279649,1
"777",3.35105,0.53795,-0.0137293,-0.0882474,-0.0841214,0.0104797,0.110027,0.265015,1
"778",3.39602,0.503228,-0.0419041,-0.0194932,0.0158935,0.13175,0.112458,0.287856,1
"779",3.25466,0.752444,0.0169739,-0.0166653,-0.0167783,-0.137738,0.11527,0.272276,0
"780",3.38792,0.478029,-0.0668882,0.0582725,-0.134924,-0.0541611,0.113512,0.290857,0
"781",3.31183,0.623553,-0.0315555,-0.167644,-0.0451576,-0.157507,0.115133,0.271989,1
"782",3.43507,0.435625,-0.00635001,-0.0928095,-0.0586122,-0.23535,0.113398,0.268204,1
"783",3.47914,0.386967,-0.0822068,-0.0456308,-0.101299,-0.200144,0.110784,0.270158,0
"784",3.28935,0.642516,-0.0139471,-0.0645562,-0.0792881,-0.0134161,0.110479,0.271322,0
"785",3.30346,0.744267,0.0188962,-0.211399,-0.0395609,0.0194432,0.109965,0.295638,0
"786",3.42729,0.582069,-0.0581376,-0.0675858,-0.0278747,-0.183182,0.109193,0.286072,0
"787",3.39814,0.500439,-0.0592585,-0.124426,-0.113352,-0.0827994,0.108193,0.269906,1
"788",3.40813,0.551393,-0.051252,-0.127411,-0.0216151,-0.112858,0.10257,0.285749,1
"789",3.39438,0.544257,-0.0275119,-0.113895,-0.0488697,-0.00549043,0.113519,0.27193,1
"790",3.39663,0.545262,0.0487211,-0.160818,-0.0476123,-0.231115,0.112464,0.266872,0
"791",3.32581,0.618321,-0.0297868,-0.00693753,-0.0493614,0.0556028,0.111898,0.274488,1
"792",3.32287,0.693713,-0.0643979,-0.210745,-0.0180363,-0.113474,0.110155,0.266166,1
"793",3.38293,0.520401,-0.00184952,-0.2683,-0.0689238,-0.032387,0.108179,0.283978,0
"794",3.26746,0.600663,0.00716867,-0.159732,-0.00563788,0.024851,0.109763,0.271985,0
"795",3.31803,0.592803,-0.0739623,-0.13391,-0.0715438,-0.208026,0.107141,0.279848,0
"796",3.35118,0.523895,-0.0216083,-0.125926,-0.0332848,-0.0750623,0.110319,0.264308,1
"797",3.35347,0.534972,-0.0669247,-0.207167,-0.0409973,-0.138245,0.106602,0.293944,1
"798",3.3752,0.636592,-0.0283355,-0.0348745,-0.0966105,-0.185894,0.110612,0.267893,0
"799",3.34837,0.559062,-0.0336227,-0.14859,-0.0403576,-0.132427,0.110783,0.275691,0
"800",3.3342,0.571243,-0.0276483,-0.153555,-0.0764417,-0.167855,0.111,0.263569,0
"801",3.32257,0.588199,-0.00816561,-0.130422,0.0300241,-0.125661,0.106628,0.260702,1
"802",3.42181,0.467582,-0.0810497,0.00846952,-0.0541495,-0.00641636,0.106678,0.285233,0
"803",3.37231,0.537496,-0.010524,-0.0551267,-0.0378451,-0.160383,0.111213,0.260383,0
"804",3.35724,0.534692,-0.0594417,-0.237598,-0.00892009,-0.178044,0.113809,0.298599,0
"805",3.35969,0.4204,0.132862,-0.216256,-0.0631179,-0.198351,0.108836,0.283383,0
"806",3.37763,0.482851,-0.0217586,-0.205655,-0.0999322,0.0452226,0.104877,0.260136,0
"807",3.36202,0.469825,-0.032027,-0.122241,-0.0240744,-0.0279734,0.116155,0.28172,0
"808",3.41135,0.516226,-0.0606834,-0.126921,-0.0678792,-0.0565149,0.117993,0.283914,1
"809",3.38995,0.49912,-0.00440513,-0.225949,-0.0444472,0.242589,0.108898,0.276737,1
"810",3.46301,0.519598,-0.0436735,-0.249969,-0.0906349,-0.220193,0.109253,0.262561,1
"811",3.39091,0.55389,-0.0168606,-0.0127402,-0.100506,0.0938858,0.107699,0.263034,0
"812",3.28294,0.640574,-0.0434452,-0.123742,-0.0266777,-0.0382569,0.107959,0.286399,0
"813",3.35561,0.465135,-0.0187097,-0.0444393,-0.00208301,0.0429837,0.107975,0.267562,0
"814",3.39423,0.67489,-0.109321,-0.00738785,-0.131544,-0.245457,0.112208,0.291629,1
"815",3.32136,0.611408,-0.0333653,-0.162617,-0.0322664,-0.0750204,0.109347,0.285305,1
"816",3.31472,0.535143,-0.0719537,-0.110121,-0.0391026,-0.139023,0.113153,0.267357,1
"817",3.34353,0.658978,-0.0348194,-0.141058,-0.0624463,0.0246975,0.108401,0.283745,1
