"","50%","2.5%","97.5%","Rhat","n.eff","PP","PN"
"b[1]",3.37667499955207,3.26772099505483,3.49743921645558,1.00832818012943,260,1,0
"b[2]",-0.08045215,-0.186185,0.0127970349999999,1.00342568571514,590,0.0533333333333333,0.946666666666667
"b[3]",0.161050999996895,0.114548449473163,0.206087366998428,1.00700968939723,410,1,0
"b[4]",0.03798465,-0.0119546,0.0876324425,1.00804624213337,280,0.930666666666667,0.0693333333333334
"b[5]",0.195794,0.0816286175,0.31155755,1.0027788580094,720,0.999333333333333,0.000666666666666704
"sigma",7.79637499915185,7.46114724157572,8.12601592300806,1.00041774778367,1500,1,0
"phi",0.19223749999935,0.182779122936439,0.202657699517633,1.00121516715802,1500,1,0
