"","b[1]","b[2]","b[3]","b[4]","b[5]","b[6]","sigma","phi","bpvalue"
"311",3.26472,0.0963528,0.0407964,0.246567,0.0622776,0.205454,0.131124,0.190611,0
"312",3.23471,0.00459631,0.0247155,0.295712,0.033703,0.260682,0.130915,0.20359,0
"313",3.3189,-0.0243439,0.0512773,0.242543,0.0603069,0.242799,0.121517,0.185227,0
"314",3.27508,-0.00336649,0.0331148,0.314221,0.0915039,0.234718,0.127879,0.191341,0
"315",3.31839,-0.0237265,0.0162351,0.281927,0.0975074,0.192267,0.125899,0.186046,1
"316",3.23495,0.0436242,0.0326613,0.340234,0.113902,0.309812,0.129801,0.194624,0
"317",3.31128,-0.0231977,0.0181398,0.291357,0.0412481,0.210479,0.132068,0.191544,1
"318",3.23575,0.0113399,0.0486192,0.331139,0.0509174,0.286272,0.135497,0.186585,0
"319",3.23808,-0.0602226,0.077842,0.297316,0.0247313,0.290731,0.129071,0.185203,1
"320",3.25369,0.0532278,0.0527778,0.244386,0.0845062,0.290553,0.129096,0.196991,1
"321",3.28778,-0.0498164,-0.00422295,0.293067,0.0808829,0.266062,0.129717,0.195315,0
"322",3.2595,-0.0441512,0.012709,0.330887,0.0731416,0.298739,0.132231,0.194384,1
"323",3.30253,0.0244687,0.0199624,0.290651,0.0797498,0.189739,0.129434,0.182367,0
"324",3.33124,-0.0279031,0.0301956,0.294698,0.0503642,0.228481,0.132495,0.189339,1
"325",3.21245,0.000710303,0.071554,0.218606,0.104888,0.279225,0.138305,0.185491,0
"326",3.33014,-0.085246,-0.00971061,0.362445,0.0323754,0.232526,0.128187,0.190918,1
"327",3.32849,-0.0827819,-0.00434086,0.393503,0.0579778,0.206279,0.131304,0.200917,1
"328",3.23907,0.0128843,0.0402026,0.271766,0.0427987,0.295095,0.127186,0.199697,0
"329",3.24724,0.00206173,0.0217709,0.33406,0.0982509,0.316767,0.127682,0.19048,0
"330",3.25606,0.0163379,0.0221768,0.293633,0.0707363,0.26287,0.131148,0.198474,0
"331",3.27264,0.0401513,-0.0103965,0.350869,0.068878,0.212498,0.125474,0.19019,0
"332",3.30299,0.0396956,-0.0335771,0.34195,0.0692608,0.180345,0.13678,0.198532,0
"333",3.42965,-0.0160807,-0.00750502,0.318333,0.0881191,0.107814,0.130499,0.19214,1
"334",3.25974,0.0877346,0.0302518,0.321318,0.105759,0.195193,0.135404,0.193828,1
"335",3.23699,0.0120809,0.0734764,0.186501,0.0890903,0.314376,0.127301,0.186614,0
"336",3.30782,0.0209601,0.0232541,0.294243,0.00506055,0.171617,0.124955,0.197383,0
"337",3.3999,-0.0268837,0.0021825,0.268532,0.0719945,0.127113,0.128778,0.183652,1
"338",3.35397,-0.0369738,-0.0554796,0.360547,0.079604,0.177714,0.133787,0.19713,0
"339",3.31316,-0.0864097,0.0189304,0.291079,0.133661,0.281692,0.131153,0.190037,1
"340",3.37259,-0.0724284,0.0225243,0.309091,0.0355723,0.195153,0.13136,0.196471,1
"341",3.29261,-0.0114965,-0.00311576,0.33838,0.0846713,0.239239,0.131353,0.186919,0
"342",3.32908,-0.043882,0.0117896,0.282279,0.0452715,0.203684,0.127979,0.183276,0
"343",3.21592,0.0172167,0.048345,0.292286,0.0812793,0.344913,0.128048,0.197002,1
"344",3.30663,-0.0697567,0.0460683,0.250223,0.0330189,0.242388,0.12667,0.184202,0
"345",3.26965,0.028471,0.00442307,0.34398,0.0712739,0.20302,0.126023,0.194089,1
"346",3.35559,-0.106278,0.00685201,0.296968,0.0848634,0.187541,0.123782,0.200189,0
"347",3.30293,-0.00939718,-0.0102895,0.267626,0.056638,0.197207,0.132085,0.186888,0
"348",3.2872,-0.0814584,0.00338315,0.340793,0.0822344,0.234095,0.132662,0.195422,0
"349",3.3251,-0.0344586,0.0493564,0.287758,0.074007,0.239184,0.131114,0.19976,0
"350",3.3726,-0.103177,-0.0151399,0.325281,0.0819716,0.177581,0.13084,0.184527,1
"351",3.29834,0.0240645,0.0519984,0.253705,0.0722923,0.163764,0.131122,0.195496,1
"352",3.34572,-0.0712133,-0.00137528,0.305118,0.0646147,0.235344,0.135774,0.189997,0
"353",3.26443,0.0406946,0.011888,0.272118,0.0929003,0.317073,0.126102,0.195163,1
"354",3.29787,-0.0604113,0.00189834,0.334936,0.0514211,0.219825,0.130758,0.187276,0
"355",3.33373,0.0266718,0.0173149,0.283993,0.086765,0.192002,0.132898,0.191476,0
"356",3.33582,0.0195802,0.0102961,0.273826,0.0150762,0.137718,0.135664,0.18919,0
"357",3.25431,-0.0513952,0.0512876,0.3103,0.0610142,0.291777,0.127993,0.195245,1
"358",3.34163,0.00936139,0.00932912,0.284449,0.0596839,0.201229,0.125643,0.192107,0
"359",3.22667,-0.064627,0.00664167,0.339653,0.113336,0.375743,0.131962,0.187917,0
"360",3.2924,0.0630575,0.019298,0.236855,0.0603541,0.219108,0.13217,0.188777,1
"361",3.3556,-0.108371,-0.0079721,0.298942,0.0470872,0.151047,0.128207,0.187368,1
"362",3.26209,-0.0126573,0.0171807,0.304171,0.045805,0.274352,0.126754,0.196671,1
"363",3.44274,-0.0789693,0.005073,0.350088,0.0359819,0.10028,0.126628,0.188742,0
"364",3.39295,-0.00531452,-0.0551538,0.337295,0.0592272,0.0810799,0.13272,0.197029,0
"365",3.38553,-0.0408628,-0.000702321,0.287269,0.0492061,0.150683,0.130705,0.193511,1
"366",3.38279,0.0135273,-0.0314264,0.302911,0.0871815,0.127603,0.12908,0.190323,0
"367",3.31076,-0.0114618,-0.0248651,0.368236,0.058895,0.228906,0.128719,0.194536,0
"368",3.29615,-0.0239963,0.0270983,0.341185,0.0815872,0.212645,0.128339,0.187009,0
"369",3.26973,0.0369839,0.0239519,0.260177,0.0544153,0.243494,0.131273,0.190051,1
"370",3.25009,-0.077865,0.0234103,0.325129,0.0635685,0.299606,0.132043,0.196118,0
"371",3.38666,0.0225615,-0.0336868,0.376921,0.0897879,0.143234,0.127909,0.199791,1
"372",3.23739,-0.0162325,-0.0106105,0.335299,0.0795852,0.252724,0.132029,0.199034,1
"373",3.34346,-0.019906,0.0140851,0.316931,0.0718108,0.162497,0.126543,0.189554,0
"374",3.29838,-0.0984569,-0.0055514,0.332882,0.0480064,0.250931,0.12811,0.1899,0
"375",3.33902,-0.0305095,-0.0143952,0.307173,0.0550003,0.183292,0.133019,0.195385,0
"376",3.21818,-0.0367837,0.0605013,0.275796,0.107211,0.285218,0.131643,0.193512,1
"377",3.21118,0.0153973,0.00919145,0.293244,0.0454618,0.298386,0.130098,0.190461,1
"378",3.17057,0.0292315,0.0389699,0.299406,0.0627452,0.357297,0.136262,0.188729,0
"379",3.28153,-0.0417073,0.027491,0.307198,0.061211,0.257717,0.134617,0.190345,0
"380",3.21284,-0.00755947,0.0435827,0.276185,0.0885691,0.354763,0.12884,0.196329,0
"381",3.32874,-0.0292461,0.0223896,0.287132,0.0949785,0.209758,0.123855,0.179477,0
"382",3.29838,0.072939,0.016978,0.267257,0.0465517,0.176835,0.128518,0.182859,1
"383",3.31984,0.037284,-0.0474434,0.358079,0.0827388,0.147555,0.12945,0.193204,0
"384",3.25463,0.0546189,0.0284483,0.247442,0.078587,0.257323,0.128064,0.186028,0
"385",3.38368,0.0520095,-0.0168751,0.279847,0.0526412,0.103911,0.131109,0.186242,0
"386",3.31994,-0.0539195,-0.0106529,0.287297,0.0675675,0.219959,0.127083,0.193519,0
"387",3.19817,-0.00775702,0.0721363,0.270459,0.0878079,0.298437,0.133693,0.190891,0
"388",3.31197,-0.0449373,-0.022384,0.322508,0.0518679,0.222099,0.132134,0.191765,1
"389",3.30548,-0.0505194,0.0417288,0.310718,0.0972254,0.233935,0.136091,0.19144,0
"390",3.32127,-0.106484,-0.00119237,0.282924,0.099056,0.252043,0.131369,0.196412,1
"391",3.36068,-0.025762,0.00680728,0.345775,0.0421547,0.176042,0.128216,0.194478,0
"392",3.3387,-0.0296177,0.00708412,0.315344,0.0774741,0.182505,0.132432,0.191432,0
"393",3.36154,-0.102374,0.0208032,0.313887,0.0911182,0.159966,0.127813,0.196008,0
"394",3.3945,-0.0462577,0.02899,0.259142,0.068768,0.178761,0.130724,0.194933,0
"395",3.19438,0.063299,0.0201368,0.291944,0.0801501,0.265387,0.13202,0.191543,0
"396",3.20607,-0.0394079,0.0331215,0.268883,0.115923,0.319947,0.132548,0.200213,0
"397",3.25323,-0.0227321,0.0335829,0.326848,0.0867667,0.25041,0.127011,0.194176,0
"398",3.22379,0.0310129,0.0196602,0.31822,0.066118,0.258273,0.131833,0.190476,1
"399",3.3376,-0.0668892,0.0296017,0.320453,0.0785458,0.253669,0.133136,0.193155,1
"400",3.30323,-0.0121756,0.0853011,0.275684,0.0766724,0.207198,0.126245,0.195536,0
"401",3.3155,-0.0179588,-0.0258144,0.319101,0.0350886,0.171468,0.127979,0.192269,0
"402",3.24245,0.0345018,0.0436623,0.269614,0.0725656,0.326553,0.124169,0.180548,1
"403",3.33124,0.0569223,0.00876344,0.340293,0.0553843,0.143701,0.128571,0.194616,0
"404",3.38874,-0.025328,-0.00843391,0.390343,0.0600261,0.167349,0.130118,0.180901,0
"405",3.31562,-0.0140103,-0.0137328,0.342607,0.077629,0.19688,0.131096,0.188301,0
"406",3.25666,0.0205335,-0.0274318,0.369368,0.0807455,0.254153,0.12978,0.186886,0
"407",3.30614,0.00250896,0.0248068,0.317737,0.0579754,0.159903,0.128616,0.18826,0
"408",3.32923,-0.00598743,0.0161459,0.281977,0.0580064,0.164236,0.129585,0.187532,1
"409",3.28419,-0.0230765,0.0545371,0.265497,0.0631198,0.239228,0.131815,0.199798,0
"410",3.31176,-0.0346668,0.0231608,0.271105,0.101045,0.206352,0.132126,0.192786,1
"411",3.33637,-0.07255,-0.0436684,0.39537,0.0292501,0.193013,0.12806,0.19231,0
"412",3.28954,0.0672429,0.017918,0.326494,0.0613534,0.245209,0.130653,0.194784,1
"413",3.28286,-0.0268556,-0.00828677,0.360779,0.0394606,0.225171,0.132662,0.182452,1
"414",3.35496,-0.0480019,0.0251812,0.320493,0.111492,0.218251,0.132269,0.186656,0
"415",3.26253,-0.0151227,0.0612502,0.276195,0.0457977,0.261048,0.12857,0.191229,0
"416",3.21951,0.0600422,0.064183,0.25545,0.0470527,0.27084,0.126723,0.190558,0
"417",3.38233,-0.07827,-0.00770684,0.340347,0.0859404,0.155126,0.129901,0.197199,0
"418",3.27799,-0.0491226,0.00556612,0.27669,0.0386273,0.206711,0.12408,0.191592,1
"419",3.2897,0.0104483,0.0720842,0.238578,0.0561503,0.209914,0.127866,0.191426,0
"420",3.3426,-0.00884957,-0.0101733,0.261401,0.0502399,0.170428,0.128437,0.194055,0
"421",3.24499,0.0809593,-0.000137962,0.326406,0.0916472,0.225485,0.129954,0.189474,0
"422",3.31719,-0.0387636,0.0196277,0.288911,0.0758383,0.221489,0.127316,0.189485,0
"423",3.28216,0.113485,0.0650256,0.231608,0.0688394,0.188289,0.129711,0.187684,1
"424",3.295,-0.03205,0.0558688,0.315432,0.110913,0.274845,0.13152,0.19704,1
"425",3.27874,0.0330981,0.00197031,0.284793,0.0637903,0.218897,0.127108,0.198893,0
"426",3.22687,0.0282658,0.0413404,0.309404,0.0565674,0.315881,0.128862,0.193798,0
"427",3.29787,0.0229895,-0.0350878,0.365039,0.0598872,0.229775,0.130105,0.183069,0
"428",3.26457,0.0785877,0.0797236,0.225272,0.0514602,0.191406,0.134784,0.195787,0
"429",3.35871,-0.00388665,-0.034791,0.330055,0.0680866,0.115061,0.130216,0.193902,1
"430",3.27539,-0.0156408,-0.00187479,0.313527,0.0798195,0.251349,0.131471,0.192362,0
"431",3.32323,0.0343723,-0.00136354,0.30132,0.0200624,0.151089,0.128248,0.184118,1
"432",3.38046,-0.0456758,0.00452271,0.3039,0.059607,0.201906,0.134107,0.19381,1
"433",3.16847,0.0315886,0.0756298,0.271444,0.0715253,0.325829,0.130611,0.196475,0
"434",3.31518,-0.0572272,0.026143,0.31824,0.0464042,0.244246,0.130697,0.195603,1
"435",3.31958,0.0201596,0.0246016,0.257939,0.0734486,0.197726,0.131299,0.19051,0
"436",3.37939,-0.0750108,0.0242779,0.26653,0.0458495,0.188137,0.134434,0.196506,0
"437",3.30688,-0.0562047,0.00371439,0.3262,0.0696119,0.214166,0.129657,0.185917,0
"438",3.36923,-0.0370721,-0.0644444,0.399314,0.0799348,0.189736,0.128569,0.197658,0
"439",3.30551,-0.00589142,0.0403877,0.284811,0.0490284,0.236974,0.135284,0.195853,0
"440",3.25266,-0.0173533,-0.0106159,0.281458,0.0512151,0.264099,0.132811,0.194316,0
"441",3.2895,0.0249408,0.0364367,0.287873,0.0269538,0.200328,0.131404,0.194972,0
"442",3.24702,0.0192779,0.0321895,0.28493,0.0344795,0.233179,0.129719,0.190822,0
"443",3.35655,0.0147484,0.0130897,0.290632,0.0546357,0.138969,0.132689,0.190223,1
"444",3.30666,-0.00284634,-0.0280396,0.369091,0.0755252,0.205455,0.132293,0.195354,1
"445",3.25423,-0.000276271,0.013464,0.352172,0.0666405,0.258939,0.12578,0.188415,0
"446",3.35647,0.0155428,0.00108804,0.298213,0.0761903,0.188088,0.131748,0.192685,1
"447",3.28705,-0.0840993,0.0494407,0.315568,0.0906389,0.279593,0.129027,0.195758,1
"448",3.30182,-0.0136578,0.0113612,0.343148,0.038069,0.224423,0.132947,0.192506,1
"449",3.26587,0.0047311,0.0343694,0.35681,0.051293,0.259344,0.130816,0.193733,0
"450",3.33614,-0.0241391,-0.00809133,0.322742,0.0585983,0.158534,0.129173,0.191759,1
"451",3.2766,-0.0102744,0.0224927,0.353041,0.100341,0.245736,0.134198,0.197952,0
"452",3.26124,0.0557573,-0.0181813,0.345306,0.069375,0.246539,0.132902,0.191837,0
"453",3.38766,-0.0343682,-0.0132072,0.345178,0.0265068,0.104017,0.13186,0.196939,1
"454",3.23863,-0.043559,0.0004527,0.324717,0.0816956,0.299697,0.12973,0.187813,0
"455",3.27945,0.0121975,0.016271,0.335303,0.0706947,0.246533,0.133116,0.200483,1
"456",3.26433,-0.00704404,0.0370443,0.272985,0.0897746,0.270292,0.127592,0.200987,1
"457",3.16093,-0.0392071,0.0167831,0.328593,0.066096,0.366985,0.1323,0.198028,0
"458",3.34952,-0.027552,-0.00578249,0.316333,0.075976,0.143076,0.13023,0.188165,1
"459",3.32401,0.0474611,0.00735877,0.313524,0.0764018,0.179183,0.131222,0.192138,0
"460",3.28587,-0.00829336,-0.000790979,0.324562,0.0413516,0.20111,0.127725,0.186874,0
"461",3.32827,-0.00302165,0.00472424,0.269706,0.0528074,0.152826,0.13176,0.197711,0
"462",3.40874,-0.00891078,-0.0138941,0.304781,0.0547463,0.139423,0.131305,0.195274,1
"463",3.36068,-0.129971,0.0288944,0.277954,0.101627,0.208953,0.131525,0.200632,1
"464",3.43988,0.0228755,-0.0328308,0.315804,0.0633174,0.052475,0.131666,0.18675,0
"465",3.25762,0.00655632,0.0331656,0.306476,0.0356122,0.297454,0.128798,0.200851,0
"466",3.29131,-0.057606,0.00569352,0.303058,0.0407963,0.249088,0.12755,0.189775,1
"467",3.26292,-0.0942489,0.00953135,0.345067,0.0869779,0.257003,0.131116,0.196769,1
"468",3.18413,-0.013701,0.100429,0.246414,0.0617119,0.373742,0.126755,0.184935,1
"469",3.28285,-0.0208075,0.01406,0.36848,0.0672294,0.249408,0.131607,0.195517,1
"470",3.19887,-0.0132107,0.00482359,0.376218,0.0670057,0.373554,0.129203,0.192324,1
"471",3.33632,0.0146749,0.0254276,0.273248,0.0410796,0.141533,0.137452,0.192238,1
"472",3.38607,-0.0177604,0.000779414,0.321439,0.0682382,0.151782,0.129399,0.189386,1
"473",3.34065,-0.0134099,0.0256962,0.295102,0.0642525,0.173743,0.135432,0.199198,1
"474",3.24883,0.0231926,0.00241195,0.362069,0.0986251,0.273951,0.129771,0.18665,0
"475",3.40496,-0.0592517,-0.0232802,0.361274,0.0559273,0.119906,0.128726,0.183275,0
"476",3.32145,-0.075328,-0.0228034,0.388529,0.0951331,0.259929,0.12657,0.195443,1
"477",3.42587,-0.0397089,0.0136276,0.259825,0.0589379,0.0976675,0.131375,0.197938,0
"478",3.2632,-0.0223813,0.00755077,0.301036,0.0804248,0.274887,0.128314,0.189208,1
"479",3.2738,0.00470664,0.0120011,0.308078,0.0779021,0.244842,0.128803,0.200452,0
"480",3.31662,-0.0282842,-0.00883205,0.304093,0.0744581,0.205024,0.130697,0.189589,0
"481",3.33294,-0.034199,0.0585066,0.246599,0.079956,0.20506,0.133159,0.19093,0
"482",3.29641,0.0491077,0.0195117,0.306201,0.0687561,0.238392,0.131422,0.192233,0
"483",3.3408,0.0128289,0.0397909,0.255251,0.0587513,0.141743,0.133002,0.193939,0
"484",3.28991,0.0506292,0.0304977,0.264471,0.0645357,0.208035,0.13344,0.185116,1
"485",3.31897,-0.0622041,0.0714112,0.180556,0.0711194,0.240994,0.136199,0.187549,0
"486",3.30138,0.0186616,0.0253295,0.280465,0.0761713,0.204967,0.136387,0.191725,0
"487",3.24854,0.0586279,-0.00170814,0.326607,0.0662532,0.235064,0.132507,0.188389,0
"488",3.33765,-0.019353,-0.0217176,0.313633,0.0343481,0.152316,0.128314,0.189218,1
"489",3.27207,0.0197075,0.0248492,0.329883,0.0759086,0.192305,0.130379,0.203123,1
"490",3.28463,0.0375365,0.00549919,0.302448,0.0188615,0.202065,0.135144,0.184783,1
"491",3.40415,-0.0341754,0.0118858,0.34893,0.0500169,0.152883,0.13351,0.193182,0
"492",3.2423,0.0219966,0.0237634,0.289711,0.0478601,0.242449,0.128003,0.194933,0
"493",3.30049,0.0119321,-0.0103816,0.346362,0.0633723,0.193566,0.126943,0.196651,0
"494",3.29751,-0.0383929,-0.00362532,0.331014,0.0318974,0.21767,0.134274,0.186113,0
"495",3.29992,-0.0634025,0.0359638,0.31225,0.0516113,0.2295,0.136531,0.18699,0
"496",3.31395,0.013748,-0.00999839,0.351386,0.102931,0.239642,0.12918,0.193156,0
"497",3.35487,0.0454783,-0.00439148,0.306662,0.063401,0.108812,0.128187,0.183951,0
"498",3.2473,-0.0244937,-0.00616049,0.366425,0.103317,0.295905,0.130661,0.185294,1
"499",3.22321,0.0488375,0.0227216,0.282091,0.0817934,0.300949,0.130451,0.196067,0
"500",3.30112,-0.0215077,0.0350075,0.318616,0.0566572,0.199796,0.126776,0.191417,1
"501",3.39314,-0.0504996,-0.00957548,0.31139,0.0639134,0.129085,0.127992,0.190369,0
"502",3.27433,0.0369135,-0.052462,0.34211,0.11446,0.260328,0.132896,0.189134,0
"503",3.21932,0.0190594,0.0289648,0.326806,0.0641093,0.312556,0.127038,0.190299,1
"504",3.35121,-0.0174377,0.0047376,0.32653,0.0694473,0.192281,0.130334,0.188368,0
"505",3.25969,0.0575024,0.0182291,0.283278,0.103626,0.266674,0.129464,0.189371,0
"506",3.27222,0.00130649,0.0399109,0.238918,0.0400385,0.253885,0.130667,0.196576,0
"507",3.2883,0.0476321,0.0668,0.233238,0.0721679,0.222179,0.127662,0.192708,1
"508",3.32762,-0.0242974,0.025582,0.28387,0.0735266,0.215339,0.131319,0.192414,0
"509",3.21368,0.0232746,0.0311437,0.321207,0.0399545,0.3098,0.134542,0.196727,1
"510",3.30233,0.00906587,0.045184,0.290708,0.0717345,0.23801,0.128162,0.188555,0
"511",3.35816,-0.0973913,-0.0458374,0.346055,0.0906617,0.204628,0.124312,0.197892,0
"512",3.2152,-0.0612144,0.0193935,0.344904,0.0433223,0.315347,0.130323,0.19022,1
"513",3.28553,0.0170114,-0.0114371,0.322538,0.0459508,0.221395,0.131363,0.18482,0
"514",3.26035,-0.0137433,0.0293739,0.251105,0.0608407,0.282483,0.127751,0.188253,0
"515",3.30197,-0.0379147,0.0222662,0.372488,0.0682142,0.252771,0.128716,0.199081,0
"516",3.28892,-0.0118609,-0.0134377,0.329077,0.085355,0.264687,0.132734,0.195705,0
"517",3.32117,-0.0543276,-0.0476289,0.400854,0.0927833,0.179409,0.132794,0.190203,0
"518",3.23852,0.0311467,0.0573522,0.277679,0.0479809,0.262774,0.129706,0.182828,0
"519",3.24663,0.0751154,0.0400476,0.268582,0.0944873,0.188038,0.129798,0.178802,1
"520",3.29466,0.0223057,0.0276207,0.26542,0.0384387,0.175182,0.130151,0.184848,0
"521",3.2594,-0.00566984,0.0102635,0.301475,0.0984335,0.280402,0.12891,0.204159,1
"522",3.32432,0.0141802,0.000541915,0.246995,0.0852423,0.283527,0.134412,0.188223,0
"523",3.24028,0.0397136,0.0228431,0.298136,0.0771952,0.255688,0.133014,0.191076,1
"524",3.3044,0.0206198,0.0241622,0.323411,0.069936,0.199616,0.12647,0.192945,0
"525",3.35525,-0.00786498,-0.00861104,0.310102,0.0165088,0.112836,0.131096,0.191178,0
"526",3.18487,-0.019483,0.0516652,0.25664,0.0599594,0.384634,0.135277,0.190923,0
"527",3.38217,-0.0603117,-0.0450818,0.345958,0.0843376,0.184059,0.129208,0.191462,1
"528",3.32002,-0.00388863,0.0346943,0.22772,0.0708043,0.225377,0.134289,0.193451,1
"529",3.2822,-0.00741897,0.0121554,0.290661,0.0937535,0.26242,0.135737,0.190238,1
"530",3.24041,-0.0682936,0.031933,0.325739,0.0677039,0.293161,0.128806,0.190414,0
"531",3.25004,0.0391524,0.0281211,0.299718,0.0820163,0.246593,0.126369,0.199248,0
"532",3.27953,-0.0112278,0.0406247,0.308407,0.0699753,0.260968,0.128333,0.19464,0
"533",3.25115,-0.0139484,0.0328012,0.294174,0.0795979,0.289066,0.133747,0.195397,0
"534",3.30996,-0.0313494,-0.00393409,0.266985,0.0175968,0.20742,0.129444,0.192446,1
"535",3.18828,0.0351617,0.0671093,0.25514,0.0856317,0.317996,0.127263,0.189629,0
"536",3.34638,0.0400242,0.0337698,0.259006,0.0676067,0.168965,0.132163,0.194129,0
"537",3.31891,0.00433471,0.00172552,0.349271,0.0638792,0.20323,0.130802,0.194216,0
"538",3.33988,0.025728,-0.0432204,0.350528,0.0624115,0.147188,0.127079,0.189864,1
"539",3.25689,0.0415893,0.0436974,0.303406,0.0229766,0.226329,0.128677,0.191777,0
"540",3.30714,0.0604881,-0.00804193,0.261572,0.0499783,0.203791,0.130875,0.193689,0
"541",3.34408,-0.12318,0.0234055,0.262391,0.0791812,0.197561,0.128069,0.193212,0
"542",3.29365,-0.00857209,-0.026572,0.441244,0.0945593,0.241931,0.132266,0.192879,1
"543",3.34266,-0.0943536,-0.0397714,0.349097,0.0849482,0.183243,0.129162,0.197092,0
"544",3.26914,-0.0303127,0.044795,0.277303,0.0925033,0.24214,0.127255,0.192059,0
"545",3.1981,0.036269,0.079551,0.335189,0.0552514,0.287624,0.129105,0.19206,0
"546",3.31815,-0.0713321,0.018301,0.287167,0.0628288,0.248046,0.128693,0.191929,0
"547",3.25456,0.0223835,0.0353431,0.258753,0.0437015,0.256253,0.127919,0.194542,1
"548",3.29431,-0.0105658,-0.0113895,0.30803,0.0688576,0.253114,0.128029,0.190286,0
"549",3.27759,0.0336195,-0.0139925,0.337333,0.0444923,0.196938,0.128752,0.186391,0
"550",3.28723,-0.0825371,0.0205507,0.288333,0.0538963,0.287296,0.130116,0.191994,0
"551",3.30092,0.00954033,-0.00248739,0.329102,0.0744734,0.203248,0.124992,0.191953,0
"552",3.22273,0.0419971,0.0508227,0.222151,0.0767178,0.311175,0.126849,0.199254,0
"553",3.22708,-0.00797235,0.0352193,0.329448,0.0516205,0.243627,0.133722,0.18586,1
"554",3.21604,0.0280015,0.00901926,0.349125,0.0858463,0.287033,0.12888,0.198759,0
"555",3.2395,-0.0679369,-0.0115324,0.347944,0.0648727,0.294507,0.135581,0.197312,1
"556",3.39651,-0.0542607,-0.00175112,0.319597,0.084841,0.151112,0.130771,0.193459,0
"557",3.36417,-0.0328755,-0.016713,0.292021,0.0267676,0.103691,0.130928,0.195376,1
"558",3.27799,0.00301947,0.00503426,0.293745,0.102038,0.288418,0.13259,0.19303,0
"559",3.26674,0.0667596,0.00600264,0.301132,0.0525756,0.261494,0.12816,0.189427,0
"560",3.35708,-0.0219041,0.0037345,0.266149,0.0542504,0.160998,0.130518,0.200649,0
"561",3.32482,-0.0911146,0.0197621,0.290471,0.0428856,0.203416,0.135721,0.194853,0
"562",3.39252,-0.0315164,0.0221768,0.305605,0.0664428,0.103628,0.129573,0.189659,0
"563",3.38695,0.0485099,0.0176663,0.291647,0.0763561,0.127032,0.127397,0.19834,0
"564",3.26722,-0.0164947,0.049079,0.206011,0.0589494,0.285031,0.131259,0.193363,0
"565",3.24643,0.106139,0.0629012,0.266126,-0.0128022,0.265127,0.128519,0.201708,0
"566",3.30796,-0.0392522,0.00882338,0.329171,0.0801587,0.243172,0.1304,0.196561,0
"567",3.37755,-0.0198019,-0.0212321,0.371338,0.0972689,0.108887,0.130387,0.189749,1
"568",3.23053,0.0612906,0.00112408,0.266464,0.0630199,0.313159,0.128238,0.197898,0
"569",3.26329,-0.0236098,0.0391072,0.31877,0.0351369,0.260658,0.132921,0.193705,1
"570",3.27452,-0.0274693,0.0154707,0.316975,0.07153,0.261174,0.131161,0.188864,1
"571",3.35037,-0.0307165,-0.00947469,0.305597,0.0878493,0.181968,0.132538,0.188965,0
"572",3.24538,0.00716879,0.0319616,0.33463,0.105705,0.278043,0.13028,0.179144,0
"573",3.31581,0.0125043,-0.0120493,0.309927,0.0194981,0.132439,0.126872,0.194658,0
"574",3.28419,0.0374879,-0.0223538,0.341002,0.108368,0.210131,0.128864,0.194626,0
"575",3.38454,0.0383499,0.00358903,0.27587,0.079156,0.0931858,0.131548,0.192087,0
"576",3.18944,-0.0168427,-0.0361387,0.423478,0.106741,0.336233,0.128185,0.198654,1
"577",3.30538,0.0933723,-0.0141048,0.327535,0.0555834,0.154693,0.128977,0.191811,1
"578",3.31076,-0.02198,-0.0208527,0.30071,0.0599303,0.200036,0.13042,0.190438,0
"579",3.31076,0.0197033,0.00506055,0.310793,0.0796172,0.205953,0.131686,0.181655,0
"580",3.32081,-0.0164282,-0.0200501,0.338507,0.0557234,0.202656,0.126088,0.193515,1
"581",3.32848,-0.0268285,0.0209489,0.301583,0.0985954,0.181566,0.132068,0.190319,1
"582",3.36939,-0.0110233,0.0378642,0.331601,0.0225235,0.126893,0.12931,0.191244,0
"583",3.21418,0.0429006,0.0687419,0.242405,0.0628837,0.276498,0.130566,0.198703,0
"584",3.20353,0.011921,0.0271486,0.385833,0.0622842,0.27944,0.128759,0.186457,1
"585",3.32455,-0.0800169,-0.00578736,0.303038,0.0656803,0.211323,0.129751,0.201031,0
"586",3.30514,-0.0384373,-0.0152704,0.325413,0.0499414,0.193989,0.129526,0.192653,1
"587",3.22621,-0.0477685,0.00983717,0.309085,0.0541611,0.332935,0.136416,0.192324,0
"588",3.37145,0.06499,-0.0128379,0.313781,0.0654776,0.111245,0.135144,0.194001,0
"589",3.25792,0.0523734,-0.0215547,0.322831,0.0672732,0.25833,0.129176,0.189749,0
"590",3.16097,0.0665842,0.0795238,0.230093,0.076255,0.340388,0.130693,0.196086,0
"591",3.36048,-0.0330584,-0.00778391,0.368672,0.0509652,0.179392,0.137116,0.187957,1
"592",3.28082,0.00808545,-0.00438108,0.352818,0.0614285,0.188,0.127482,0.192424,0
"593",3.31058,0.0214253,0.0124368,0.270103,0.034141,0.140695,0.130008,0.201885,0
"594",3.25984,0.0185892,0.114508,0.244628,0.0524731,0.232491,0.128425,0.183514,1
"595",3.22457,0.0123941,0.0410481,0.339306,0.0724558,0.279509,0.126879,0.210108,0
"596",3.39084,-0.09097,-0.0431746,0.426164,0.087454,0.152071,0.129857,0.190349,1
"597",3.29915,0.0414816,0.0136393,0.315624,0.115881,0.190034,0.131481,0.190474,1
