"","50%","2.5%","97.5%","Rhat","n.eff","PP","PN"
"b[1]",3.84435999780198,3.68238369709351,4.00744524999689,1.0042656943718,470,1,0
"b[2]",0.326935496693155,0.160030120677091,0.499180529851873,1.00419251286444,480,1,0
"b[3]",0.362817499996899,0.281177268309577,0.454603974045237,1.00096444380293,1500,1,0
"b[4]",-0.0744977,-0.2341028,0.0803846575,1.00078756230931,1500,0.170666666666667,0.829333333333333
"b[5]",0.225174998498945,0.157702369287651,0.295981949391687,1.00032861063595,1500,1,0
"b[6]",-0.644405,-0.815060325,-0.482381275,1.00204657245856,980,0,1
"sigma",0.126447499880385,0.119021974538011,0.134696874791719,1.00080069789608,1500,1,0
