"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"b[1]",3.37999381333333,0.0570487705962438,3.27273017639011,3.34190999995512,3.37955499916779,3.41888499911157,3.49345474457127,1.00707464325281,310
"b[2]",-0.0836724238225333,0.0517536388258069,-0.18433805,-0.1182365,-0.0833903,-0.04915495,0.016234855,1.00735717058552,270
"b[3]",0.161992516866667,0.0230556931342224,0.116796222223305,0.146628997994684,0.16187849999305,0.177758499744749,0.206099104730902,1.00027514341247,1500
"b[4]",0.037742357422,0.0248344768475293,-0.0089213285,0.020649875,0.03724415,0.054625125,0.088279005,1.00201195815526,1000
"b[5]",0.196974862,0.0555213210095779,0.0905531896861985,0.158191248207065,0.196773998147621,0.235619497579521,0.304337265549733,1.00433528966966,1000
"sigma",7.79083483333333,0.162868918432072,7.4674172119282,7.67590249998901,7.78535999989724,7.89834749640954,8.11247349005321,1.00025594752268,1500
"phi",0.192257836,0.00494389257039455,0.182197749931565,0.188918249975684,0.19231049999415,0.19566924991903,0.201953774925294,1.00117393348256,1500
"test",0,0,0,0,0,0,0,1,1
"logLik[1]",-5.34124639333333,1.02276520888335,-8.1157905,-5.7406925,-5.03404,-4.62336,-4.25405325,1.00409566125008,1000
"logLik[2]",-5.00594578,0.974482187010924,-7.50654075,-5.3850275,-4.7211,-4.32041,-3.9436685,1.00053427698735,1500
"logLik[3]",-5.19315558666667,1.02057736540044,-7.896241,-5.6271525,-4.900265,-4.4538075,-4.08960625,1.00324420492567,1500
"logLik[4]",-5.25059589333333,1.03517560234638,-7.896283,-5.67292,-4.95234,-4.53699,-4.18053975,1.00334358212752,1500
"logLik[5]",-5.03416519333333,1.0291403843681,-7.71098075,-5.4376075,-4.768975,-4.325275,-3.9299265,1.0065188172589,960
"logLik[6]",-5.28148027333333,1.012604279748,-8.057449,-5.68592,-4.997005,-4.5862575,-4.1876705,1.00122366419219,1500
"logLik[7]",-5.27598140666667,1.02223745699513,-7.9754985,-5.69751,-5.001325,-4.5494225,-4.19575675,1.00036140946183,1500
"logLik[8]",-5.21048334,1.01770073152399,-7.73039675,-5.6216175,-4.912865,-4.487865,-4.11910975,1.00333279722844,1500
"logLik[9]",-5.12999632,1.01311828599057,-7.745033,-5.522395,-4.82463,-4.43363,-4.0911425,1.00262318699594,1200
"logLik[10]",-5.11592508,1.05429327515884,-7.88384775,-5.5174775,-4.813295,-4.3794375,-4.0191345,1.00400424498353,650
