"","50%","2.5%","97.5%","Rhat","n.eff","PP","PN"
"b[1]",3.29279999998481,3.19667448500643,3.39070592374577,1.00506210322372,470,1,0
"b[2]",-0.0066441,-0.09639378,0.0799988475,1.00044879543898,1500,0.441333333333333,0.558666666666667
"b[3]",0.01968175,-0.0362230075,0.0766016874999999,1.00278134542478,720,0.746,0.254
"b[4]",0.302625493337888,0.218957044924132,0.38419005886032,1.00106772751744,1500,1,0
"b[5]",0.0681048,0.02078594,0.1113761,1.00117575559776,1500,0.999333333333333,0.000666666666666704
"b[6]",0.230769995213849,0.112591863877196,0.341877144209724,1.01094583586536,260,1,0
"sigma",0.129980999903832,0.125154424991034,0.13542971770713,1.00459284827508,440,1,0
