"","50%","2.5%","97.5%","Rhat","n.eff"
"b[1]",3.85700499906339,3.7060092366465,4.00044616514287,1.00217835891619,920
"b[2]",0.327257488568253,0.160853555387102,0.475684952212885,1.00003417699017,1500
"b[3]",0.338413499866657,0.265624626488421,0.411782097863431,1.00080442353862,1500
"b[4]",0.235652997095305,0.168872043758151,0.298803491821002,1.00218328081233,920
"b[5]",-0.6536825,-0.81599985,-0.5033566,1.00093755741372,1500
"sigma",7.53519999989383,7.05880174503816,8.0468786492418,1.00260851844888,810
"phi",0.26824049942915,0.247875324975352,0.290333099168554,1.00243069842733,1500
