"","mean","50%","2.5%","97.5%","Rhat","n.eff","PP","PN"
"loglik[5470]",-4.28634814,-4.28626,-4.41663125,-4.166746,1.00629879782859,710,0,1
"loglik[5473]",-4.28293937333333,-4.283025,-4.4128195,-4.1666985,1.00561726964898,750,0,1
"loglik[5474]",-13.7711623333333,-13.79125,-14.76627,-12.7879725,1.0024374739009,1500,0,1
"loglik[5475]",-4.26930421333333,-4.26755,-4.38676975,-4.16589275,1.00344533965556,1100,0,1
"loglik[5477]",-4.27782623333333,-4.27786,-4.40388325,-4.1676045,1.00461555365961,840,0,1
"loglik[5478]",-4.83536324666667,-4.83378,-4.8902095,-4.7914155,1.00474625148269,1100,0,1
"loglik[5480]",-5.3885179,-5.385775,-5.40909825,-5.38204,1.02356655149069,370,0,1
"loglik[5484]",-4.30850527333333,-4.30634,-4.47557,-4.147998,1.00891003567314,620,0,1
"loglik[5486]",-4.29657443333333,-4.296865,-4.44199775,-4.16083325,1.00797331971851,640,0,1
"loglik[5494]",-4.28975680666667,-4.28974,-4.42505925,-4.1651885,1.0069371576379,680,0,1
"loglik[5495]",-4.83526301333333,-4.8341,-4.896161,-4.78712225,1.00609763493933,710,0,1
"loglik[5497]",-4.28464378,-4.28468,-4.41465,-4.1673085,1.00596096448779,730,0,1
"loglik[5499]",-4.27441738,-4.274245,-4.3969665,-4.16580275,1.00404203535299,930,0,1
"loglik[5500]",-4.38690708666667,-4.38149,-4.751139,-4.03251825,1.00681839800693,740,0,1
"loglik[5501]",-4.28293937333333,-4.283025,-4.4128195,-4.1666985,1.00561726964898,750,0,1
"loglik[5506]",-4.83685503333333,-4.8358,-4.89860025,-4.78706425,1.00656871937137,670,0,1
"loglik[5507]",-4.29316549333333,-4.29289,-4.43258975,-4.16202875,1.00750038339634,660,0,1
"loglik[5508]",-4.32214028,-4.31975,-4.520889,-4.13250875,1.00900524545951,630,0,1
"loglik[5511]",-4.84851977333333,-4.84565,-4.930922,-4.77983425,1.00818965924353,600,0,1
"loglik[5512]",-4.28464378,-4.28468,-4.41465,-4.1673085,1.00596096448779,730,0,1
"loglik[5513]",-4.83526301333333,-4.8341,-4.896161,-4.78712225,1.00609763493933,710,0,1
"loglik[5514]",-4.29201072,-4.29204,-4.41806325,-4.18178975,1.00461519447157,840,0,1
"loglik[5517]",-4.26930421333333,-4.26755,-4.38676975,-4.16589275,1.00344533965556,1100,0,1
"loglik[5519]",-4.84906911333333,-4.84783,-4.920447,-4.7900115,1.0078370750098,610,0,1
"loglik[5522]",-4.27100849333333,-4.26995,-4.3876165,-4.165983,1.00360331094168,1100,0,1
"loglik[5523]",-4.26248646666667,-4.25901,-4.37967475,-4.160244,1.00321252888817,1500,0,1
"loglik[5528]",-11.7516260666667,-11.737,-12.5456325,-10.9540975,1.00520151741826,810,0,1
"loglik[5530]",-5.38872972,-5.38641,-5.40772975,-5.38204,1.0156077912767,560,0,1
"loglik[5532]",-4.84326204,-4.84222,-4.90597025,-4.7925195,1.00654578744861,670,0,1
"loglik[5533]",-7.96987848,-7.964235,-8.284912,-7.65573075,1.00468076361279,850,0,1
"loglik[5536]",-4.2999833,-4.2993,-4.4517785,-4.158028,1.00835033971584,630,0,1
"loglik[5537]",-4.30735034,-4.307075,-4.44677975,-4.17621875,1.00750065294459,660,0,1
"loglik[5539]",-5.38849756,-5.385685,-5.4104805,-5.38204,1.02672406752541,320,0,1
"loglik[5540]",-9.89546437333333,-9.87986,-10.5518775,-9.2808085,1.00813016091834,670,0,1
"loglik[5548]",-4.83846589333333,-4.837415,-4.90176875,-4.7863645,1.00701377214023,650,0,1
"loglik[5554]",-6.43281176666667,-6.431325,-6.553805,-6.31590925,1.00161188218682,1500,0,1
"loglik[5555]",-4.8298421,-4.82819,-4.88440725,-4.78652675,1.00486124831528,990,0,1
"loglik[5557]",-4.83846570666667,-4.837485,-4.89679825,-4.79193425,1.00520610071682,840,0,1
"loglik[5560]",-5.90686284666667,-5.90498,-5.97259675,-5.8488035,1.00154872216141,1500,0,1
"loglik[5563]",-4.26248646666667,-4.25901,-4.37967475,-4.160244,1.00321252888817,1500,0,1
"loglik[5564]",-4.29827872,-4.29847,-4.44674925,-4.15912625,1.0081736685648,640,0,1
"loglik[5570]",-4.26589542666667,-4.26391,-4.38312475,-4.16293675,1.00325438055422,1400,0,1
"loglik[5571]",-5.38896803333333,-5.386785,-5.406951,-5.38205,1.01106651797687,780,0,1
"loglik[5572]",-4.8417438,-4.840585,-4.9101115,-4.784708,1.00771188144813,610,0,1
"loglik[5575]",-4.30339189333333,-4.302285,-4.46141075,-4.1525975,1.00863548024331,630,0,1
"loglik[5576]",-10.1257236,-10.1149,-10.7888575,-9.49834625,1.00737525924828,700,0,1
"loglik[5577]",-4.28293937333333,-4.283025,-4.4128195,-4.1666985,1.00561726964898,750,0,1
"loglik[5580]",-4.26589542666667,-4.26391,-4.38312475,-4.16293675,1.00325438055422,1400,0,1
"loglik[5581]",-4.26419102666667,-4.261465,-4.38049325,-4.16141325,1.00321774731151,1500,0,1
"loglik[5584]",-4.26759981333333,-4.265985,-4.3840785,-4.1644685,1.0033294298016,1200,0,1
"loglik[5592]",-5.38851322666667,-5.3855,-5.41141725,-5.38204,1.02978578789997,290,0,1
"loglik[5595]",-4.34770612666667,-4.342515,-4.60516975,-4.09960275,1.00818112721018,670,0,1
"loglik[5596]",-4.28519334,-4.28414,-4.40180125,-4.18016825,1.00360351864332,1100,0,1
"loglik[5598]",-4.281235,-4.280885,-4.409912,-4.16745775,1.00527423525197,770,0,1
