,mean,50%,2.50%,97.50%,Rhat,n.eff,PN,PP
loglik[1552],-5.38950462,-5.38541,-5.417905,-5.38203,1.000734767,1500,1,0
loglik[1554],-4.210755953,-4.212485,-4.45494425,-3.9757575,1.003543437,1000,1,0
loglik[1558],-4.822365053,-4.818015,-4.91997075,-4.747757,1.005551932,570,1,0
loglik[1559],-4.86378008,-4.858735,-4.973894,-4.77829325,1.00445014,600,1,0
loglik[1578],-9.705510813,-9.644165,-11.1073675,-8.51494325,1.000999475,1500,1,0
loglik[1579],-4.821559907,-4.81843,-4.9358755,-4.735948,1.006917937,740,1,0
loglik[1580],-8.098820593,-8.071375,-8.73651975,-7.549139,1.001946976,1100,1,0
loglik[1584],-10.50743658,-10.47325,-11.633845,-9.49872625,1.0024514,950,1,0
loglik[1587],-4.251323973,-4.24721,-4.583482,-3.9453745,1.002089445,1500,1,0
loglik[1602],-4.194202613,-4.19009,-4.72565925,-3.7138135,1.000643469,1500,1,0
loglik[1612],-4.284375213,-4.28279,-4.56064025,-4.02902775,1.002990701,1200,1,0
loglik[1614],-7.109940787,-7.09066,-7.53119725,-6.7529395,1.001836528,1100,1,0
loglik[1618],-5.39731338,-5.389515,-5.45037225,-5.38204,1.000473237,1500,1,0
loglik[1622],-9.47497926,-9.39858,-11.1930575,-8.1630165,1.041632456,53,1,0
loglik[1625],-5.997748147,-5.97074,-6.34499525,-5.80360875,1.034961282,62,1,0
loglik[1627],-7.300018153,-7.25904,-8.1924145,-6.66674825,1.040428503,55,1,0
loglik[1628],-4.203349387,-4.197865,-4.57335375,-3.85182825,1.048969955,48,1,0
loglik[1629],-4.240625713,-4.238645,-4.63366825,-3.8896475,1.047216568,51,1,0
loglik[1631],-4.825934613,-4.815245,-5.00999,-4.70762125,1.057493647,45,1,0
loglik[1632],-4.243056433,-4.23903,-4.63878625,-3.89044525,1.046689769,52,1,0
loglik[1634],-6.0773654,-6.048195,-6.5134285,-5.82363325,1.037560791,60,1,0
loglik[1635],-4.208210867,-4.206345,-4.5809825,-3.8571585,1.049123811,48,1,0
loglik[1640],-12.37914523,-12.25785,-15.2917975,-10.1030525,1.042140096,53,1,0
loglik[1643],-6.30004058,-6.286575,-6.53586775,-6.1326015,1.01382525,180,1,0
loglik[1645],-4.469131653,-4.464695,-4.71062025,-4.24251775,1.023648829,92,1,0
loglik[1657],-4.939671353,-4.93493,-5.0942975,-4.81774125,1.021234328,130,1,0
loglik[1669],-4.372769193,-4.367665,-4.62151925,-4.141841,1.025870165,86,1,0
loglik[1675],-4.49154138,-4.48769,-4.72783275,-4.265658,1.020090326,100,1,0
loglik[1677],-4.90926312,-4.90405,-5.04490075,-4.801416,1.019135551,110,1,0
loglik[1683],-5.007898553,-5.003335,-5.173816,-4.87404975,1.020291638,130,1,0
loglik[1689],-4.924207653,-4.919805,-5.06806525,-4.811124,1.019154118,130,1,0
loglik[1690],-4.62039592,-4.618305,-4.92297925,-4.3462335,1.022596364,130,1,0
loglik[1701],-6.932035947,-6.92104,-7.358117,-6.596086,1.022989934,93,1,0
loglik[1703],-8.35767284,-8.34423,-9.19591775,-7.6340825,1.02983698,78,1,0
loglik[1708],-4.401903173,-4.39473,-4.687764,-4.1496805,1.037894306,67,1,0
loglik[1713],-10.00011917,-9.91327,-11.9879525,-8.4895165,1.068283419,34,1,0
loglik[1716],-4.532579367,-4.528575,-4.9414165,-4.1508145,1.071997515,33,1,0
loglik[1718],-6.4233613,-6.38829,-6.9345125,-6.12551375,1.025074111,83,1,0
loglik[1721],-4.36371944,-4.35939,-4.75842475,-3.98318525,1.033484905,69,1,0
loglik[1722],-4.594205307,-4.585165,-5.027184,-4.191606,1.085100995,29,1,0
