"","b[1]","b[2]","b[3]","b[4]","b[5]","b[6]","sigma"
"315",3.44366,0.483851,-0.0329067,-0.0840764,-0.0807539,-0.0773392,0.110585
"316",3.36495,0.520495,-0.02109,0.0329161,-0.0667774,0.0146082,0.112863
"317",3.37388,0.584378,-0.0277286,-0.170321,-0.0816295,-0.302036,0.113206
"318",3.30397,0.693788,0.0108622,-0.131203,-0.000436259,-0.130844,0.120948
"319",3.36648,0.624018,-0.0183017,-0.094145,-0.0547902,-0.159869,0.118096
"320",3.29325,0.592649,-0.0414584,-0.0230688,-0.083187,-0.161528,0.108143
"321",3.40989,0.536663,-0.00938435,-0.213897,-0.0755875,-0.0999432,0.113965
"322",3.36915,0.598368,-0.0389245,-0.155793,-0.0607474,-0.235975,0.112895
"323",3.33603,0.627406,0.0466488,-0.0482196,-0.098809,-0.133114,0.109865
"324",3.35132,0.713442,-0.0619239,-0.028437,-0.0540992,0.0771593,0.111086
"325",3.30875,0.689527,-0.0471035,-0.150989,-0.0569164,0.00752786,0.111167
"326",3.43286,0.473673,-0.0820309,-0.0381483,-0.126901,-0.396371,0.109635
"327",3.35025,0.573287,-0.0425337,-0.0838758,-0.0475746,-0.0541434,0.113412
"328",3.2781,0.621147,0.0203382,-0.111012,-0.106833,-0.116604,0.110799
"329",3.40118,0.539666,-0.000309791,-0.182348,-0.126242,-0.0930486,0.11167
"330",3.37861,0.576921,-0.0759822,-0.13693,-0.0764786,-0.0712121,0.11264
"331",3.40614,0.525189,-0.0790885,-0.0753458,-0.0371467,-0.120838,0.103206
"332",3.29068,0.535729,-0.0172993,-0.206183,-0.0386296,0.267433,0.108509
"333",3.30487,0.640286,0.00448019,-0.215426,-0.124694,-0.110365,0.105085
"334",3.31872,0.570784,-0.0699446,-0.0794554,-0.0437788,-0.140827,0.108739
"335",3.38848,0.48548,0.0174144,-0.0842415,-0.0165793,-0.0798381,0.109945
"336",3.34269,0.565166,-0.0923849,0.0339195,-0.0168982,-0.141534,0.113041
"337",3.31709,0.526872,-0.0385363,0.0280501,-0.0664952,-0.167865,0.109184
"338",3.456,0.469082,-0.0605241,-0.106699,-0.0557053,-0.216847,0.110969
"339",3.37657,0.605526,-0.0726468,-0.0664646,-0.127376,-0.135298,0.113769
"340",3.39339,0.504212,-0.0188631,-0.20743,0.000354617,-0.15379,0.11572
"341",3.32674,0.778165,-0.0332352,-0.031855,-0.0844532,-0.320866,0.111526
"342",3.37316,0.549063,-0.0756881,-0.100777,-0.0437241,-0.184991,0.112291
"343",3.37098,0.530808,0.0322157,-0.151808,-0.109076,-0.256745,0.119808
"344",3.42892,0.458998,-0.032122,-0.051608,-0.0653067,-0.111957,0.115085
"345",3.30531,0.622071,-0.101668,0.0739101,-0.0407292,0.0620139,0.112712
"346",3.32466,0.57641,-0.084003,-0.0813938,-0.12902,-0.0572607,0.108228
"347",3.436,0.495626,-0.0146829,-0.145252,-0.033475,0.0323214,0.113542
"348",3.35969,0.556375,-0.0309595,-0.0642608,-0.0513591,-0.206096,0.107973
"349",3.30073,0.616207,-0.0816282,-0.0758539,-0.0446017,-0.000809208,0.116112
"350",3.38936,0.496158,0.027606,-0.233148,-0.12024,-0.151632,0.109548
"351",3.28253,0.557482,0.0262603,-0.121436,-0.036005,-0.0659083,0.109582
"352",3.42559,0.510308,-0.0326694,-0.224826,-0.059764,0.012614,0.108719
"353",3.3305,0.592093,-0.0155116,-0.237751,-0.0427473,-0.324299,0.1076
"354",3.4011,0.504954,-0.0539422,-0.0358997,-0.0991801,-0.181131,0.104616
"355",3.27684,0.696905,-0.0208549,-0.0389745,-0.0784277,0.0429529,0.107158
"356",3.34782,0.590427,-0.0363223,-0.136649,-0.0299617,-0.0219279,0.108087
"357",3.3711,0.544646,-0.119195,-0.040329,-0.0316618,-0.151537,0.111724
"358",3.3678,0.489955,-0.0456553,-0.115018,0.00755929,0.0324682,0.110404
"359",3.40232,0.56975,0.000312969,-0.0281271,-0.0774451,-0.0995,0.110002
"360",3.34452,0.612988,0.0388345,-0.228627,-0.0445018,-0.124012,0.109872
"361",3.38297,0.499483,0.0503455,-0.20354,-0.108848,-0.297762,0.111982
"362",3.35502,0.664713,0.062227,-0.112203,-0.100337,-0.0457877,0.111436
"363",3.35199,0.58151,-0.0929069,0.047441,-0.0823544,-0.0942816,0.110456
"364",3.39861,0.472674,-0.0479064,-0.00177006,-0.0283542,-0.111488,0.111525
"365",3.35337,0.684458,0.0638429,-0.262725,-0.105692,-0.217971,0.119164
"366",3.41406,0.568254,-0.0890054,-0.0646925,-0.0713502,0.0113275,0.109555
"367",3.40397,0.485517,-0.0475464,-0.104817,-0.0651277,-0.273024,0.112015
"368",3.36126,0.595851,0.0364531,-0.144448,-0.0464341,-0.0204456,0.115637
"369",3.38065,0.502886,-0.0475858,-0.0973463,-0.0382951,-0.0442501,0.109368
"370",3.37432,0.606306,-0.0723232,-0.166349,-0.060048,-0.177312,0.113145
"371",3.32074,0.564209,0.0499324,-0.192474,-0.118592,0.0631848,0.113394
"372",3.28553,0.674183,0.00300746,-0.0451628,-0.0584449,0.0926794,0.117647
"373",3.4408,0.51571,-0.0824491,-0.0489933,-0.100717,-0.118924,0.110208
"374",3.3315,0.648696,-0.0803547,-0.110727,-0.0805634,-0.121965,0.108972
"375",3.33731,0.524722,-0.00185923,-0.167412,-0.0780377,-0.316092,0.110652
"376",3.35912,0.573496,-0.0833306,-0.0609815,-0.0432548,0.0204789,0.108642
"377",3.45009,0.496354,0.0220538,-0.150379,-0.0741927,-0.157048,0.107948
"378",3.36866,0.542517,-0.0760791,-0.0684701,-0.150507,-0.278094,0.11049
"379",3.4051,0.529164,0.0618128,-0.102342,-0.0725527,-0.103731,0.112969
"380",3.31064,0.658314,0.0125617,-0.0718936,-0.0190657,0.0577658,0.111751
"381",3.39558,0.464309,-0.0969184,-0.0186019,-0.0656556,-0.249904,0.110294
"382",3.34536,0.643145,0.00875124,-0.201659,-0.0703015,-0.324119,0.113096
"383",3.42176,0.623799,-0.0806286,-0.125903,-0.106907,-0.165027,0.11545
"384",3.3386,0.516752,-0.00460569,-0.0714552,-0.0307347,0.0741161,0.109215
"385",3.32068,0.551967,0.00847255,-0.0801291,-0.0846046,-0.0657644,0.106457
"386",3.26434,0.595481,0.016236,-0.278705,-0.10024,-0.102445,0.114199
"387",3.309,0.516132,-0.0179767,-0.144294,-0.0981639,0.0657347,0.109401
"388",3.38894,0.48232,-0.0733823,-0.0268879,-0.0492179,0.21397,0.106796
"389",3.38975,0.63472,-0.0474719,0.0118288,-0.0685834,-0.0961972,0.103946
"390",3.36298,0.647885,-0.0118328,-0.162175,-0.105902,-0.123309,0.112141
"391",3.3577,0.445312,-0.0269839,-0.0418667,-0.0576905,-0.10179,0.112523
"392",3.40061,0.570177,0.0343864,-0.128268,-0.0574265,-0.309982,0.108753
"393",3.35666,0.484075,-0.0353721,-0.221253,-0.0530402,0.0261889,0.109534
"394",3.43031,0.619122,0.0489388,-0.219006,0.00344996,-0.0759957,0.117741
"395",3.32234,0.531259,-0.0497365,0.00177661,-0.109208,-0.168567,0.106152
"396",3.31366,0.573133,-0.0131615,-0.12961,-0.0534652,0.0175787,0.11256
"397",3.37136,0.41402,-0.0733357,-0.0357495,-0.11759,-0.182834,0.113694
"398",3.37186,0.560683,-0.0684466,-0.109468,-0.0661501,-0.0459087,0.106885
"399",3.404,0.64925,-0.0727503,-0.0238862,-0.080695,-0.169539,0.117121
"400",3.30396,0.575633,-0.0540519,-0.0868371,-0.0876726,-0.0907142,0.109974
"401",3.31129,0.680416,-0.054366,0.00720621,-0.0202557,-0.0764036,0.107638
"402",3.42042,0.538866,-0.0603948,-0.126164,-0.111638,-0.255883,0.109089
"403",3.38014,0.67426,0.00781627,-0.174766,-0.118948,-0.0608611,0.104514
"404",3.38631,0.555824,0.0100402,-0.278935,-0.0832023,-0.192527,0.115207
"405",3.33121,0.590662,0.0839712,-0.13206,-0.0765674,0.132547,0.107911
"406",3.36176,0.556422,0.019946,-0.0389628,-0.102511,-0.187897,0.111011
"407",3.34399,0.573193,-0.0559819,-0.076912,-0.052469,-0.0826755,0.105134
"408",3.38771,0.593301,-0.00922019,-0.1685,-0.0821974,-0.309033,0.110132
"409",3.31497,0.515057,-0.0265497,-0.125843,-0.0889858,-0.265938,0.110168
"410",3.28806,0.598478,-0.0652112,0.0160592,-0.0628358,0.270066,0.109661
"411",3.33544,0.526831,-0.0350418,-0.00257648,-0.118713,-0.195994,0.11174
"412",3.36245,0.597404,-0.0625238,-0.125178,-0.0693072,-0.350617,0.104087
"413",3.24873,0.588457,0.0855837,-0.188994,-0.0740244,0.0566863,0.102336
"414",3.43018,0.513351,-0.0587234,-0.101724,-0.0968782,-0.0713587,0.11254
"415",3.36691,0.58793,-0.02423,-0.100517,-0.0443166,-0.0770526,0.109748
"416",3.30837,0.617997,0.00777929,-0.206611,-0.0263578,-0.177096,0.115765
"417",3.38415,0.404017,-0.0235866,-0.107895,-0.0618634,0.112428,0.109205
"418",3.35509,0.556005,-0.0333693,-0.101934,-0.0245401,-0.0130163,0.110499
"419",3.40088,0.413962,-0.00124039,-0.165585,-0.0322146,0.132172,0.118015
"420",3.44876,0.374552,-0.0813703,-0.0355528,-0.15258,-0.0620738,0.114714
"421",3.36588,0.546251,-0.0477048,-0.157857,-0.0729155,-0.00240868,0.108904
"422",3.38709,0.479754,-0.0543596,-0.103014,-0.0444425,0.0644223,0.109721
"423",3.3349,0.645378,-0.0235783,-0.113977,0.00480746,0.0116801,0.110477
"424",3.3569,0.450155,0.00226239,-0.132813,-0.102546,-0.175045,0.101141
"425",3.39515,0.582748,-0.0734208,0.0466442,-0.0733938,-0.224191,0.108651
"426",3.37418,0.552105,0.00534596,-0.252688,-0.0781384,-0.171532,0.109613
"427",3.39528,0.480358,-0.0211383,-0.125942,-0.0825735,-0.152503,0.10866
"428",3.36246,0.592994,-0.0674461,0.0367214,-0.0498427,-0.0601872,0.107818
"429",3.29098,0.620972,-0.0621598,-0.0187216,-0.0996565,-0.0968259,0.110873
"430",3.33904,0.513848,-0.056971,0.035364,-0.0640813,-0.0744412,0.108951
"431",3.38438,0.531978,0.0539397,-0.215018,-0.0700976,-0.284157,0.109209
"432",3.35702,0.604597,0.0610948,-0.327382,-0.0750881,-0.289941,0.110758
"433",3.38792,0.490387,0.0134479,-0.184412,0.0136011,0.00135157,0.105105
"434",3.40345,0.542232,-0.0404654,-0.0740619,-0.108244,-0.234136,0.108413
"435",3.32062,0.68488,0.00327331,-0.100271,-0.103303,-0.242437,0.112205
"436",3.36731,0.626702,0.0114218,-0.121751,-0.0996824,-0.0519279,0.113507
"437",3.36415,0.549116,-0.133045,-0.0417423,-0.0183611,-0.0894476,0.11187
"438",3.47569,0.410394,-0.0329044,-0.137843,-0.0917238,0.0333501,0.115109
"439",3.42663,0.492092,-0.0536693,-0.11661,-0.0755004,-0.193698,0.109975
"440",3.35332,0.601716,-0.0462716,-0.00230661,-0.0478355,-0.274444,0.106034
"441",3.27697,0.653046,-0.0309083,-0.131385,-0.012961,-0.209073,0.121036
"442",3.30433,0.607825,-0.0404326,-0.0984616,-0.0756595,-0.203817,0.110589
"443",3.35628,0.555924,-0.0197846,-0.174459,-0.108454,-0.160149,0.110745
"444",3.33806,0.548465,-0.0265633,-0.0930323,-0.0416184,-0.076082,0.108058
"445",3.30674,0.667591,-0.0563076,-0.0947272,-0.0365109,0.0500618,0.113899
"446",3.41881,0.520897,-0.0680133,-0.0305885,-0.0384487,-0.254274,0.111987
"447",3.30812,0.519597,-0.0430341,-0.159715,-0.093433,-0.207739,0.107318
"448",3.33861,0.558824,-0.0107009,-0.0597547,-0.0251612,-0.0315462,0.1049
"449",3.44336,0.500699,-0.00439303,-0.26254,-0.114992,-0.352096,0.112345
"450",3.3474,0.618931,0.00445499,-0.18442,-0.0247877,-0.0342361,0.111346
"451",3.35544,0.613841,-0.0504035,-0.0122633,0.0218045,0.0662877,0.109073
"452",3.36646,0.641911,-0.00885228,-0.161303,-0.0737339,0.0937121,0.10751
"453",3.37084,0.624793,0.0365785,-0.0729063,-0.0262961,-0.215231,0.110582
"454",3.49987,0.455283,-0.0345718,-0.0748228,-0.114917,-0.131382,0.109328
"455",3.38137,0.592142,0.0131935,-0.0514312,-0.124835,-0.217919,0.107991
"456",3.3855,0.501583,0.0462667,-0.147917,-0.0261912,-0.200298,0.108527
"457",3.38168,0.532246,-0.100561,0.113466,-0.117862,-0.264159,0.108948
"458",3.38223,0.489237,0.0117095,-0.16123,-0.0840852,-0.0650011,0.113606
"459",3.34685,0.584978,-0.0330277,-0.0776849,-0.0706777,0.0992068,0.115485
"460",3.31973,0.570115,-0.00550849,-0.0478864,-0.0312272,-0.0306394,0.107487
"461",3.35216,0.489895,-0.0166416,-0.158362,-0.0384101,-0.0896192,0.111039
"462",3.33996,0.600989,0.117206,-0.215943,-0.0627563,-0.175408,0.108077
"463",3.33753,0.552525,-0.000692745,-0.202971,-0.0968706,-0.0918989,0.113396
"464",3.34466,0.604886,0.0461277,-0.198273,-0.0719996,-0.182745,0.110336
"465",3.33226,0.526274,-0.0675366,0.0343237,-0.0810076,0.158373,0.110353
"466",3.32048,0.618222,-0.0304626,-0.098106,-0.0412954,-0.0686658,0.114307
"467",3.36859,0.458442,-0.187373,-0.110314,-0.0128144,-0.113585,0.101308
"468",3.36975,0.486698,-0.0362412,-0.0358474,-0.0811267,0.229451,0.110641
"469",3.35503,0.558476,-0.132195,-0.103378,-0.0707068,0.0402192,0.109414
"470",3.40983,0.543493,0.00366113,-0.0741922,-0.155882,-0.410729,0.112072
"471",3.36995,0.640992,-0.0702176,-0.0310879,-0.0743226,-0.136128,0.111657
"472",3.28611,0.594085,-0.0578426,-0.0636147,-0.0708554,-0.0308451,0.10693
"473",3.36937,0.522083,0.0296926,-0.152587,-0.0817638,-0.0834905,0.105964
"474",3.35517,0.571833,-0.0869353,-0.128016,-0.0815841,-0.101109,0.10548
"475",3.29524,0.643563,0.0330096,-0.0706838,0.000334195,0.087852,0.111396
"476",3.36092,0.535371,-0.0318007,-0.128779,-0.0261651,-0.271386,0.104577
"477",3.36743,0.555943,-0.0834782,-0.122765,-0.0434346,-0.0807209,0.108921
"478",3.31989,0.579417,-0.000992848,-0.125714,-0.0386028,-0.00796806,0.110675
"479",3.36774,0.602799,0.00658372,-0.174792,-0.0388805,-0.0888207,0.108329
"480",3.36858,0.565033,-0.0860096,-0.141887,-0.0888456,-0.309163,0.112308
"481",3.26761,0.709918,-0.0324767,-0.0679905,-0.045851,0.104054,0.110412
"482",3.39164,0.517843,0.0335763,-0.177661,-0.0646691,-0.188347,0.11747
"483",3.35509,0.647394,-0.0127234,-0.21325,-0.0607514,-0.32764,0.116777
"484",3.36071,0.474305,-0.0414489,-0.136994,-0.0413435,-0.0178466,0.106957
"485",3.35349,0.46197,-0.0341564,-0.198978,-0.0633557,-0.269627,0.103594
"486",3.3683,0.604478,-0.0654101,-0.137916,-0.0756848,0.0239155,0.112428
"487",3.41166,0.428825,0.000355124,-0.128495,-0.0576105,-0.128311,0.1115
"488",3.41995,0.608721,0.0249052,-0.230078,-0.0402952,0.0205782,0.109654
"489",3.32829,0.451876,-0.0327803,0.000680539,-0.0463387,-0.0864313,0.108721
"490",3.35719,0.569866,-0.0317092,-0.000399519,-0.0395922,0.0029115,0.108686
"491",3.34047,0.494261,0.0236858,-0.173066,-0.118588,-0.252149,0.10614
"492",3.46682,0.348089,0.0272194,-0.0932275,-0.045401,-0.221816,0.110777
"493",3.36724,0.529314,-0.0185251,-0.178055,-0.049681,-0.0492035,0.114425
"494",3.40421,0.59664,0.0350862,-0.235368,-0.0798506,-0.21774,0.115136
"495",3.37523,0.599796,-0.0787522,-0.0619077,-0.0988377,-0.187797,0.112164
"496",3.33112,0.599399,-0.101419,-0.114896,-0.00841459,-0.0787546,0.113693
"497",3.31589,0.715889,0.063861,-0.083575,-0.0491442,-0.101029,0.112487
"498",3.3723,0.603816,0.000785618,-0.12549,-0.0771668,-0.209746,0.115983
"499",3.32969,0.565462,-0.0316013,-0.00432883,-0.00492417,-0.159488,0.112734
"500",3.28819,0.602496,-0.0851066,-0.0579993,-0.0331591,-0.0515376,0.112103
"501",3.38718,0.402303,-0.0271907,-0.193117,-0.0475244,0.0406263,0.112843
"502",3.33401,0.596116,0.043051,-0.218747,-0.0199134,-0.123947,0.113398
"503",3.36765,0.47441,-0.0769754,0.00795993,-0.0826205,-0.0674595,0.112475
"504",3.32312,0.587807,-0.076836,-0.0345151,-0.0487536,0.0986449,0.111356
"505",3.452,0.514913,-0.128648,-0.044588,-0.0313201,-0.0692573,0.113446
"506",3.28938,0.619281,0.0157867,-0.220882,-0.0210708,-0.00254685,0.11126
"507",3.2851,0.755737,-0.00752099,-0.164945,-0.0671453,-0.0968298,0.107113
"508",3.43276,0.448484,0.00862638,-0.0312779,-0.0174972,-0.0582,0.105036
"509",3.3457,0.579288,-0.0265632,-0.0370243,-0.014136,0.088925,0.11007
"510",3.34352,0.55098,0.0116909,-0.151486,-0.0607568,-0.174226,0.109125
"511",3.30229,0.689211,0.0164561,-0.102018,-0.0627417,-0.12774,0.107153
"512",3.33117,0.523138,0.0386844,-0.160991,-0.0378562,0.189587,0.113537
"513",3.41442,0.538782,-0.0401721,-0.109149,-0.0818049,-0.170094,0.105361
"514",3.30592,0.703967,-0.0211574,-0.144514,-0.0670349,-0.193367,0.110247
"515",3.34896,0.443213,-0.0287607,-0.075077,-0.0806837,-0.211171,0.117109
"516",3.33916,0.685955,-0.00346038,-0.130284,-0.0393104,-0.0296509,0.113483
"517",3.35245,0.607604,0.0307376,-0.114713,-0.00332124,-0.117185,0.111854
"518",3.33363,0.81788,-0.00839778,-0.16231,-0.0761967,-0.184825,0.111917
"519",3.33783,0.533756,-0.0330912,-0.223185,-0.0624166,-0.239661,0.110064
"520",3.35639,0.600265,0.0785807,-0.138321,-0.127073,-0.244423,0.109143
"521",3.3173,0.703745,0.00979642,-0.0427202,-0.103174,-0.219799,0.118083
"522",3.32686,0.575966,-0.0379044,-0.150515,-0.0895714,-0.0719365,0.110663
"523",3.36719,0.592261,-0.0234489,-0.16523,-0.0905423,-0.295158,0.112752
"524",3.32082,0.607049,0.000384098,-0.178901,-0.118371,-0.191847,0.117963
"525",3.40268,0.492108,-0.0206631,-0.124827,-0.0461079,-0.202073,0.106569
"526",3.3041,0.514758,-0.0436967,-0.0412673,-0.0399766,-0.170848,0.113386
"527",3.40482,0.536857,-0.125022,-0.0347863,-0.107357,-0.0198882,0.113791
"528",3.41443,0.407046,0.115846,-0.252261,-0.147535,-0.259585,0.111936
"529",3.40581,0.634158,-0.0271576,-0.131227,-0.0233286,-0.0313742,0.110061
"530",3.36074,0.515765,-0.0550501,-0.0824566,-0.0775433,-0.131219,0.102715
"531",3.39087,0.474997,-0.0605862,-0.0363312,0.0264012,-0.045639,0.112012
"532",3.45016,0.535775,-0.0337048,-0.234854,-0.0919888,-0.0320534,0.109594
"533",3.38277,0.545391,-0.00128691,-0.0376844,-0.0388121,0.0275533,0.109314
"534",3.37289,0.580636,0.0213942,-0.133646,-0.0919778,-0.246871,0.112782
"535",3.3358,0.603729,-0.0155003,-0.0985097,-0.0896382,-0.166297,0.112832
"536",3.34591,0.545275,-0.0329665,-0.140077,-0.0927854,-0.161168,0.107842
"537",3.34804,0.581048,-0.0208045,-0.156265,-0.0735774,-0.0752415,0.105648
"538",3.36996,0.712744,0.0150889,-0.122048,-0.0723173,0.0260522,0.102987
"539",3.39132,0.470872,0.0179602,-0.243419,-0.113031,-0.0673601,0.111545
"540",3.38112,0.543492,-0.0549817,-0.0382428,-0.0528898,-0.0285606,0.110095
"541",3.42929,0.407542,-0.00211491,-0.0927996,-0.0228459,-0.0373704,0.105092
"542",3.38024,0.545925,-0.0770017,-0.039665,-0.0305913,0.0534206,0.116998
"543",3.3692,0.535206,0.00634231,-0.166369,-0.094805,-0.100559,0.109564
"544",3.34069,0.535142,0.0444188,-0.29801,-0.0413146,-0.100569,0.115125
"545",3.35678,0.565601,0.00085588,-0.0566295,-0.0472209,0.00589907,0.110548
"546",3.34848,0.595532,0.00853438,-0.104105,-0.0939389,0.0917417,0.111795
"547",3.39139,0.541428,-0.0712815,0.0510774,-0.03561,-0.172934,0.114895
"548",3.286,0.634261,-0.0283398,-0.0427343,-0.0697098,-0.0290597,0.108785
"549",3.33278,0.724334,-0.0382954,-0.148651,-0.0566347,0.0618513,0.106903
"550",3.39295,0.51447,-0.051827,-0.0549743,0.00938178,-0.128932,0.111145
"551",3.35805,0.561437,-0.0365562,0.00111937,-0.0581835,-0.0628574,0.111544
"552",3.41412,0.450895,-0.00653765,-0.103691,-0.035078,-0.23667,0.112654
"553",3.34119,0.586528,-0.0622513,-0.0456486,-0.0483266,0.0771074,0.111083
"554",3.40669,0.556849,0.0206506,-0.0699249,-0.0377542,0.201526,0.104541
"555",3.28538,0.610862,0.038574,-0.0709469,-0.0610169,-0.0388836,0.112964
"556",3.37384,0.501364,0.03138,-0.14135,-0.0575244,-0.289969,0.110264
"557",3.41245,0.496325,-0.0310747,-0.149155,-0.0768169,-0.156646,0.105539
"558",3.39977,0.58912,0.0317617,-0.225898,0.00371825,-0.142594,0.108504
"559",3.36102,0.534975,-0.0274297,0.0417514,-0.0577905,-0.0509164,0.113987
"560",3.36069,0.517151,-0.0871521,-0.139731,-0.112811,-0.42232,0.112865
"561",3.37396,0.57944,-0.0183585,-0.091973,-0.122345,-0.0775901,0.107525
"562",3.48143,0.511129,-0.041323,-0.0331982,-0.0778158,-0.0625515,0.109914
"563",3.3643,0.623995,-0.0121149,-0.128694,-0.0475827,-0.171553,0.108645
"564",3.37019,0.459445,0.0295791,-0.287239,-0.0446023,0.14272,0.111082
"565",3.36089,0.591989,-0.0807085,0.0958014,0.011563,-0.0916783,0.112116
"566",3.41419,0.592105,-0.0218692,-0.205799,-0.0344462,-0.164127,0.110319
"567",3.34454,0.435242,-0.0485139,-0.00275909,-0.0364881,0.043808,0.114672
"568",3.36193,0.519708,-0.0088827,-0.146174,-0.066074,-0.0345546,0.112909
"569",3.371,0.575963,0.0137543,-0.113491,-0.143789,-0.196869,0.112234
"570",3.32095,0.647638,-0.0551966,-0.0252652,-0.0665426,-0.123443,0.10935
"571",3.30558,0.55119,-0.0342453,-0.211268,-0.0718065,-0.275218,0.107291
"572",3.37975,0.563482,-0.00170924,-0.144758,-0.0538835,-0.230027,0.112737
"573",3.39104,0.630702,0.0170908,-0.145556,-0.0785566,-0.198579,0.115077
"574",3.33501,0.59646,0.0379217,-0.152799,-0.0647202,-0.142374,0.110287
"575",3.38287,0.506949,-0.0169343,-0.173652,-0.00962295,-0.170057,0.116652
"576",3.45472,0.40613,-0.103049,-0.0610179,-0.071902,-0.287674,0.11065
"577",3.33808,0.690418,-0.00430121,-0.11757,-0.0341665,-0.125625,0.105788
"578",3.31343,0.595192,-0.080317,-0.0810674,-0.0687188,-0.141179,0.106582
"579",3.31126,0.49793,-0.0176285,-0.0401275,-0.0150604,0.130536,0.106831
"580",3.35588,0.595268,-0.031487,-0.0404659,-0.0490452,0.0420299,0.114898
"581",3.32952,0.638022,-0.0105845,-0.109932,-0.0980743,-0.249803,0.105273
"582",3.3697,0.565804,-0.0101216,-0.173907,-0.08261,-0.0620681,0.105494
"583",3.35951,0.581661,0.0663098,-0.235114,-0.0670033,-0.0868028,0.108841
"584",3.39131,0.603199,-0.00052678,-0.230744,-0.0134113,-0.313729,0.109934
"585",3.37394,0.505437,-0.0721125,-0.0425422,-0.0324309,0.00668264,0.114323
"586",3.34336,0.57586,0.00857721,-0.180435,-0.0961227,-0.179851,0.111137
"587",3.34635,0.550473,-0.0610773,-0.0493294,-0.050551,-0.154904,0.110665
"588",3.4784,0.47196,-0.00793253,-0.0517265,-0.0680565,-0.348065,0.105
"589",3.3378,0.577314,-0.0168986,-0.151045,-0.120985,0.0358029,0.105341
"590",3.29984,0.68573,-0.0131994,-0.203353,-0.0472168,-0.0108095,0.111588
"591",3.3841,0.518887,-0.0387622,-0.0261375,-0.0588624,-0.121725,0.106181
"592",3.37677,0.60556,-0.114281,-0.0401548,-0.0537368,0.0127081,0.109933
"593",3.32055,0.618068,-0.0518615,-0.0745641,-0.0455506,-0.146401,0.109747
"594",3.30052,0.713103,0.0393148,-0.238834,-0.0871728,-0.257147,0.112901
"595",3.33752,0.548526,-0.013036,-0.00283053,-0.0175165,-0.105725,0.109652
"596",3.3803,0.570899,0.00384548,-0.151248,-0.10586,-0.27918,0.110956
"597",3.31446,0.522826,0.0205918,-0.183276,-0.0223495,0.253834,0.115254
"598",3.36644,0.58818,0.00529559,-0.113786,-0.0695841,-0.0229283,0.107605
"599",3.38739,0.610972,-0.0349211,-0.138395,-0.00884766,-0.198734,0.112367
"600",3.45058,0.599316,-0.0730157,-0.0149019,-0.132361,-0.306678,0.109749
"601",3.38622,0.55917,0.0127484,-0.0819412,0.00103435,0.0286196,0.106289
"602",3.36427,0.628616,-0.0226455,-0.0671951,-0.0291904,-0.0116884,0.112793
"603",3.32329,0.591194,-0.0341639,-0.028954,-0.0504072,-0.426394,0.113197
"604",3.34957,0.595359,-0.0791948,-0.0684431,-0.0319487,0.126207,0.112631
"605",3.37113,0.577481,-0.0912872,0.0490416,-0.121424,-0.0156111,0.108905
"606",3.39484,0.629702,-0.00704435,-0.255031,-0.0667191,0.00588743,0.110454
"607",3.34137,0.652923,-0.0491856,-0.033673,-0.0479502,-0.0407034,0.122954
"608",3.37363,0.532482,-0.00705271,-0.0530196,-0.0400639,-0.0311106,0.111864
"609",3.41309,0.463527,-0.0492103,-0.0527011,-0.0532155,-0.130409,0.110622
"610",3.40739,0.491637,-0.0560447,-0.0657719,-0.137151,-0.207468,0.111685
"611",3.34012,0.579763,-0.00518363,-0.10862,-0.105629,-0.155809,0.106837
"612",3.31399,0.562984,-0.0699456,-0.0258903,-0.0553705,0.0770662,0.11369
"613",3.36059,0.492087,-0.0559047,-0.0927121,-0.0793205,-0.279793,0.10144
"614",3.27037,0.592324,0.0303417,-0.199512,-0.0741134,0.0510997,0.10835
"615",3.38129,0.561961,-0.0242949,-0.138981,-0.106691,-0.0450634,0.110757
"616",3.35829,0.593178,-0.0601718,-0.137975,-0.113202,-0.134491,0.107362
"617",3.34389,0.638744,-0.0416062,-0.153748,-0.0277429,-0.155032,0.115067
"618",3.29908,0.681039,-0.00226172,-0.178135,-0.106702,-0.0379618,0.109426
"619",3.32869,0.675022,-0.0493318,-0.0732887,-0.0540092,-0.172569,0.113255
"620",3.36764,0.611074,-0.0152148,-0.163901,-0.0370183,0.0229351,0.105935
"621",3.35899,0.555281,0.0339342,-0.155502,-0.0458789,-0.180913,0.1064
"622",3.41238,0.490891,-0.00739804,-0.117087,-0.029717,-0.0997372,0.109265
"623",3.33466,0.547197,-0.0501966,-0.0287758,0.0233299,-0.070903,0.111498
"624",3.35855,0.477034,-0.0312853,-0.116507,-0.0630798,-0.17068,0.112798
"625",3.44015,0.466423,-0.0816922,-0.0557491,-0.0945526,-0.267034,0.11421
"626",3.39472,0.55791,0.00988511,-0.110423,-0.0934159,-0.23207,0.118649
"627",3.39653,0.430914,0.0126942,-0.11263,-0.0638659,0.167206,0.119804
"628",3.3552,0.58175,-0.115537,-0.0358963,0.0284067,0.153214,0.112968
"629",3.3311,0.606096,-0.0344039,-0.188464,-0.0303686,-0.353318,0.112096
"630",3.44419,0.518439,-0.0726914,-0.107355,-0.0652894,-0.289615,0.10896
"631",3.35002,0.657799,-0.0586717,-0.104382,-0.101808,-0.102114,0.111852
"632",3.33209,0.569306,0.0435434,-0.161157,-0.00597511,0.114345,0.111209
