"","50%","2.5%","97.5%","Rhat","n.eff","PP","PN"
"b[1]",3.25856999993862,3.148533749901,3.37944774955356,1.00494395980051,410,1,0
"b[2]",0.533594996513273,0.388534265834404,0.684750184896353,1.00342518499659,590,1,0
"b[3]",-0.0813977,-0.1502295,-0.00619585375000005,1.00202867510089,990,0.0133333333333333,0.986666666666667
"b[4]",0.06235445,-0.01734997,0.1402327,1.00134034509793,1500,0.935333333333333,0.0646666666666667
"b[5]",-0.1146735,-0.3671172,0.15663805,1.00124897119785,1500,0.191333333333333,0.808666666666667
"sigma",6.68897999981312,6.27307173280879,7.15807285147539,1.00001717065558,1500,1,0
"phi",0.279752999955318,0.259716245234815,0.301894572154702,1.00376689764833,530,1,0
