"","b[1]","b[2]","b[3]","b[4]","b[5]","b[6]","sigma"
"815",3.84884,0.264889,0.377996,-0.0273097,0.16603,-0.675398,0.123426
"816",3.87829,0.328606,0.340133,-0.110686,0.217662,-0.624933,0.12333
"817",3.6599,0.408461,0.33101,-0.11949,0.195727,-0.531736,0.123896
"818",3.77303,0.307531,0.342961,-0.0715321,0.238587,-0.512363,0.130403
"819",3.72638,0.411759,0.401777,-0.100364,0.242693,-0.591556,0.126442
"820",3.6841,0.641796,0.298481,-0.0359571,0.248862,-0.502982,0.131988
"821",3.85615,0.305459,0.345593,0.0644438,0.214374,-0.633087,0.126806
"822",3.63749,0.41922,0.463388,-0.311288,0.219921,-0.525791,0.131921
"823",3.81108,0.321165,0.343508,0.00480258,0.25422,-0.656318,0.129167
"824",3.88798,0.288597,0.38418,-0.0878288,0.2143,-0.683654,0.127094
"825",3.8267,0.32295,0.361756,-0.12699,0.189929,-0.656302,0.127513
"826",3.88127,0.274957,0.313667,-0.0133945,0.17594,-0.693122,0.124249
"827",3.8243,0.343941,0.354992,0.0211815,0.232567,-0.644056,0.123241
"828",3.89012,0.238072,0.373269,-0.0513844,0.179632,-0.648543,0.125012
"829",3.78056,0.343146,0.39983,-0.195156,0.134675,-0.581991,0.125504
"830",3.88225,0.2933,0.353439,-0.038558,0.308075,-0.645354,0.129756
"831",3.79392,0.363053,0.346457,-0.0474043,0.182966,-0.626226,0.130893
"832",3.87928,0.475913,0.342524,0.0491362,0.252368,-0.7421,0.132476
"833",3.78185,0.436048,0.422216,-0.120077,0.196242,-0.642289,0.135902
"834",3.83708,0.322904,0.29443,-0.0436627,0.224036,-0.599408,0.127072
"835",3.92415,0.192726,0.458687,-0.215584,0.15167,-0.707536,0.128875
"836",3.87253,0.385549,0.366044,-0.0539051,0.228569,-0.739398,0.128157
"837",3.70196,0.540372,0.341455,-0.0903744,0.261025,-0.527127,0.129228
"838",3.92151,0.390812,0.405533,-0.0955952,0.197167,-0.708868,0.125437
"839",3.99076,0.181915,0.293994,0.0996943,0.286679,-0.736017,0.131823
"840",3.77956,0.406615,0.356834,-0.115926,0.225887,-0.556318,0.130575
"841",3.83217,0.206063,0.327879,-0.0788097,0.224041,-0.610803,0.120847
"842",3.88995,0.281554,0.358925,-0.0734312,0.245054,-0.693444,0.128951
"843",3.85226,0.325554,0.381691,2.35702e-05,0.260758,-0.680274,0.125272
"844",4.00268,0.277215,0.262957,0.17396,0.265011,-0.862595,0.121006
"845",3.86987,0.224756,0.337753,-0.0664779,0.207942,-0.693906,0.124664
"846",3.77377,0.359811,0.414248,-0.156011,0.218413,-0.524785,0.116635
"847",3.89067,0.244428,0.414311,-0.180572,0.274667,-0.685307,0.127043
"848",3.92848,0.268101,0.379253,-0.255394,0.170684,-0.65316,0.120352
"849",3.8727,0.274056,0.406802,-0.150344,0.175452,-0.617815,0.126323
"850",3.94091,0.226924,0.386823,-0.0282461,0.185738,-0.700392,0.124109
"851",3.88079,0.367505,0.388121,-0.0587926,0.230395,-0.632703,0.135112
"852",3.85261,0.24819,0.308286,-0.0134773,0.278936,-0.632014,0.132414
"853",3.77692,0.30707,0.420432,-0.187045,0.265862,-0.608759,0.126533
"854",3.83836,0.383325,0.392378,-0.0311131,0.186226,-0.555986,0.121464
"855",3.802,0.421819,0.312687,-0.063419,0.205707,-0.59472,0.13437
"856",3.80116,0.235374,0.348011,-0.0701827,0.173472,-0.576072,0.124697
"857",3.77592,0.302763,0.424051,-0.112931,0.16834,-0.638526,0.127323
"858",3.88857,0.279392,0.36013,-0.0692626,0.206165,-0.685363,0.134848
"859",3.8085,0.308843,0.368941,-0.0574381,0.206711,-0.554551,0.122029
"860",3.82016,0.357947,0.439924,-0.089709,0.237385,-0.588695,0.129448
"861",3.96532,0.272484,0.317803,0.0570497,0.250538,-0.754827,0.126326
"862",4.00745,0.2378,0.397314,-0.0982142,0.229857,-0.814287,0.133142
"863",3.81065,0.35027,0.418767,-0.147993,0.203258,-0.665105,0.125267
"864",3.80863,0.374508,0.354727,-0.0592361,0.214217,-0.576947,0.120484
"865",3.8668,0.272351,0.327319,-0.129566,0.235218,-0.657807,0.123517
"866",3.66301,0.41018,0.354434,-0.11279,0.211979,-0.469934,0.132638
"867",3.81464,0.323749,0.355239,-0.00509612,0.250893,-0.693907,0.12756
"868",3.97013,0.169186,0.356035,-0.0871468,0.23974,-0.719602,0.125758
"869",4.07604,0.144249,0.301108,0.0307726,0.230649,-0.912505,0.122379
"870",3.97655,0.155142,0.39112,-0.0807174,0.199558,-0.731511,0.13169
"871",3.80673,0.251841,0.425108,-0.129833,0.243147,-0.60981,0.131225
"872",3.83313,0.403432,0.352767,-0.0932832,0.218689,-0.651821,0.130095
"873",3.94424,0.312992,0.337114,-0.109022,0.263231,-0.708202,0.129878
"874",3.86368,0.471365,0.347601,-0.0590059,0.250495,-0.703155,0.125324
"875",3.78439,0.451423,0.331693,-0.0792853,0.187959,-0.628467,0.121694
"876",3.8338,0.338968,0.333971,-0.111601,0.269436,-0.543349,0.126943
"877",3.99667,0.326386,0.419408,-0.0359427,0.212188,-0.895011,0.129171
"878",3.83623,0.385534,0.394967,0.0287553,0.177284,-0.713457,0.132742
"879",3.87294,0.318573,0.355445,-0.139257,0.249212,-0.692885,0.128755
"880",3.77865,0.349444,0.465266,-0.269598,0.187708,-0.581094,0.12173
"881",3.85463,0.306433,0.280161,0.0129605,0.204301,-0.588128,0.127685
"882",3.86831,0.309395,0.306792,-0.0022058,0.224026,-0.689025,0.122168
"883",3.86229,0.256345,0.378918,0.0033836,0.241807,-0.657881,0.127246
"884",3.97776,0.197587,0.38461,-0.0542386,0.297374,-0.784069,0.127962
"885",3.92924,0.372182,0.313587,0.0776369,0.227012,-0.763668,0.126415
"886",3.77042,0.389231,0.337814,0.00465103,0.216893,-0.630539,0.131583
"887",3.86226,0.319137,0.398587,-0.0399423,0.241791,-0.655402,0.127554
"888",3.73697,0.29979,0.29981,0.0485162,0.277845,-0.482035,0.127812
"889",3.89908,0.282729,0.359073,-0.00450325,0.246795,-0.730782,0.123082
"890",3.92729,0.37684,0.40642,-0.0536395,0.205672,-0.754868,0.130633
"891",3.89175,0.207224,0.377866,-0.0561301,0.168365,-0.63929,0.128368
"892",3.81929,0.383273,0.316504,-0.0208619,0.27723,-0.593332,0.12769
"893",3.82159,0.31535,0.399274,-0.0784743,0.218025,-0.665313,0.131571
"894",3.83875,0.309764,0.359398,0.0356907,0.246738,-0.643883,0.116077
"895",3.77194,0.352642,0.376023,-0.157342,0.206044,-0.617171,0.132404
"896",3.85841,0.272627,0.395135,-0.0787913,0.235144,-0.634239,0.129158
"897",3.92167,0.36772,0.349753,0.108023,0.232225,-0.687739,0.124445
"898",3.95266,0.283219,0.42795,-0.0706916,0.200728,-0.771927,0.125508
"899",3.70738,0.317086,0.352688,-0.0216147,0.195293,-0.528698,0.131601
"900",3.76506,0.326108,0.339461,-0.0287845,0.19671,-0.575447,0.123948
"901",3.75822,0.385442,0.380627,-0.0743315,0.23,-0.567173,0.122685
"902",3.69003,0.479958,0.308525,-0.103968,0.235285,-0.472367,0.131348
"903",3.80634,0.295542,0.393932,-0.119057,0.252494,-0.619843,0.123131
"904",3.81026,0.276229,0.379591,-0.112207,0.229463,-0.59041,0.129591
"905",4.03354,0.155916,0.303581,0.0791956,0.24225,-0.825365,0.126993
"906",3.88444,0.315687,0.384271,-0.0252126,0.199486,-0.609747,0.126169
"907",3.87839,0.28612,0.42379,-0.176868,0.189237,-0.713044,0.122508
"908",3.88635,0.285155,0.407266,-0.0182279,0.240188,-0.651573,0.132854
"909",3.83772,0.15489,0.378247,-0.00560483,0.210962,-0.635974,0.126597
"910",3.72142,0.452082,0.362037,-0.171746,0.19706,-0.519081,0.132933
"911",3.74197,0.351911,0.303784,-0.0678393,0.199484,-0.501643,0.124577
"912",3.90966,0.25756,0.406765,-0.165246,0.173186,-0.733704,0.123309
"913",3.89051,0.263883,0.370088,-0.0734378,0.222913,-0.673983,0.121579
"914",3.8869,0.356396,0.367397,-0.10001,0.249296,-0.699851,0.124123
"915",3.93183,0.500482,0.388643,-0.043642,0.240536,-0.775584,0.127478
"916",3.84423,0.371735,0.291656,-0.0193711,0.283314,-0.634912,0.128012
"917",3.86643,0.292818,0.343972,-0.0643,0.238924,-0.649155,0.124441
"918",3.91923,0.224181,0.345824,-0.0462005,0.232116,-0.708658,0.116844
"919",3.69785,0.633628,0.305598,0.045664,0.248978,-0.529511,0.135102
"920",3.95425,0.164369,0.368574,-0.030523,0.197781,-0.725174,0.133716
"921",3.84641,0.412837,0.325046,0.0071028,0.229507,-0.61042,0.126789
"922",3.8197,0.278392,0.363556,-0.0888128,0.229139,-0.642898,0.122676
"923",3.84384,0.221352,0.376646,-0.114223,0.204914,-0.614824,0.124606
"924",3.84133,0.369525,0.31296,0.0346028,0.309054,-0.613989,0.123958
"925",3.90545,0.224348,0.361584,-0.0705762,0.245461,-0.678582,0.128236
"926",3.69584,0.421156,0.403516,-0.0780457,0.209259,-0.525501,0.127836
"927",3.75519,0.41527,0.276347,0.0655327,0.260128,-0.552539,0.122158
"928",3.85226,0.377624,0.306371,-0.124647,0.290259,-0.656455,0.127954
"929",3.81876,0.362829,0.424272,-0.167656,0.214416,-0.672048,0.128515
"930",3.8735,0.280997,0.332325,-0.113314,0.250121,-0.68813,0.126495
"931",3.81872,0.300846,0.395084,-0.241716,0.204607,-0.650864,0.11857
"932",3.84147,0.190933,0.420736,-0.150502,0.235408,-0.538148,0.128983
"933",3.76699,0.276586,0.323656,0.0133875,0.288473,-0.593127,0.134718
"934",3.88778,0.421757,0.382158,-0.128481,0.206452,-0.730504,0.128711
"935",3.81243,0.329426,0.411638,-0.15838,0.230254,-0.595654,0.130585
"936",3.94465,0.306531,0.464619,-0.177958,0.152377,-0.771032,0.124313
"937",3.75221,0.357866,0.34752,-0.0890384,0.250969,-0.530198,0.12353
"938",3.73374,0.438276,0.407799,-0.0700723,0.198655,-0.526893,0.129451
"939",3.89114,0.350509,0.337986,0.0870518,0.295576,-0.714494,0.128844
"940",3.8179,0.375109,0.38124,-0.183196,0.236696,-0.616856,0.124095
"941",3.74929,0.542292,0.429412,-0.0911602,0.224962,-0.554304,0.125961
"942",3.91463,0.159938,0.427688,-0.249567,0.214769,-0.629044,0.130315
"943",3.85404,0.287474,0.363189,-0.0378768,0.183837,-0.651446,0.12316
"944",3.88355,0.2755,0.333449,-0.0325887,0.252821,-0.697729,0.131238
"945",3.95194,0.247457,0.387592,-0.120011,0.215323,-0.754997,0.12744
"946",3.88562,0.218879,0.393859,-0.16318,0.224988,-0.687967,0.120695
"947",3.9096,0.326066,0.349141,0.180394,0.250257,-0.757623,0.133813
"948",3.84766,0.344233,0.365769,-0.0216759,0.249385,-0.702558,0.120576
"949",3.78283,0.437941,0.328608,-0.0947231,0.20534,-0.567502,0.123488
"950",3.88035,0.268329,0.324158,0.130618,0.266265,-0.695693,0.129093
"951",3.88305,0.310956,0.337625,0.0296467,0.244054,-0.690296,0.125115
"952",3.80066,0.365181,0.436298,-0.101188,0.230059,-0.707463,0.126592
"953",3.98577,0.274241,0.46794,-0.195607,0.204094,-0.812358,0.115814
"954",3.77478,0.413565,0.333045,-0.0704615,0.279558,-0.6176,0.130909
"955",3.79659,0.452707,0.384413,-0.144201,0.231159,-0.546016,0.131338
"956",3.8614,0.220775,0.313072,-0.0870308,0.24972,-0.519326,0.124466
"957",3.8347,0.246417,0.424361,-0.153389,0.206209,-0.634504,0.117923
"958",3.87254,0.300955,0.306663,-0.0900369,0.21662,-0.644266,0.128405
"959",3.84031,0.386543,0.250427,-0.0345215,0.230396,-0.561364,0.124212
"960",3.92741,0.367229,0.452054,-0.138434,0.254088,-0.702709,0.131729
"961",3.72971,0.519365,0.350425,-0.0514245,0.188351,-0.567611,0.128741
"962",3.91225,0.269712,0.399511,0.0737886,0.259477,-0.704785,0.134576
"963",3.72647,0.432583,0.387751,-0.181002,0.24938,-0.542339,0.12621
"964",3.84474,0.298677,0.337867,-0.0382933,0.21169,-0.644695,0.122116
"965",3.89291,0.280393,0.425135,-0.0715639,0.238625,-0.712389,0.129686
"966",3.67576,0.463359,0.451677,-0.116173,0.18411,-0.456451,0.125386
"967",3.81549,0.260575,0.326779,0.0761121,0.220103,-0.581211,0.126661
"968",3.77525,0.481303,0.332075,-0.0915998,0.23137,-0.59087,0.124755
"969",3.77918,0.313825,0.330519,-0.126272,0.245332,-0.538415,0.119793
"970",3.93822,0.195051,0.358233,-0.100952,0.234411,-0.707625,0.122916
"971",3.82788,0.33325,0.359648,-0.113177,0.273314,-0.659162,0.129636
"972",3.77846,0.421765,0.410954,-0.258027,0.183011,-0.618422,0.125408
"973",3.78163,0.479438,0.326975,-0.0687191,0.192177,-0.558721,0.126516
"974",3.8718,0.333073,0.415598,-0.0895892,0.148421,-0.744217,0.124853
"975",3.82986,0.371332,0.378362,-0.112192,0.202123,-0.688366,0.133183
"976",3.82982,0.397049,0.333619,-0.112348,0.242814,-0.597458,0.124546
"977",3.88822,0.34834,0.414077,-0.115528,0.222814,-0.718731,0.128805
"978",3.9763,0.341968,0.453142,-0.0902134,0.25371,-0.792722,0.127206
"979",3.97325,0.337462,0.416052,-0.139291,0.15334,-0.803835,0.123324
"980",3.94339,0.283372,0.309313,-0.0120016,0.271951,-0.72735,0.128018
"981",3.9312,0.352965,0.465195,-0.140606,0.228175,-0.753969,0.137094
"982",3.84085,0.366079,0.33991,-0.0828849,0.238151,-0.654803,0.1252
"983",3.78435,0.35429,0.394162,-0.132473,0.211935,-0.583844,0.122956
"984",3.874,0.358806,0.341387,-0.073174,0.183207,-0.764809,0.120569
"985",3.83439,0.324056,0.352459,-0.136555,0.187269,-0.607732,0.124563
"986",3.728,0.472118,0.385934,-0.083518,0.264694,-0.565231,0.123137
"987",3.7737,0.380444,0.335042,0.0698251,0.245619,-0.612698,0.12927
"988",3.89988,0.343257,0.414898,-0.0390457,0.187523,-0.68443,0.125646
"989",3.89485,0.30657,0.353779,0.00312628,0.268254,-0.699323,0.124332
"990",3.93522,0.263309,0.358263,0.0150063,0.226287,-0.766416,0.134347
"991",3.83282,0.444688,0.390278,-0.167924,0.22075,-0.65595,0.121805
"992",3.79364,0.367363,0.342963,-0.157315,0.178017,-0.650232,0.127176
"993",3.91833,0.176331,0.367303,-0.0433602,0.163673,-0.71058,0.123868
"994",3.80413,0.381134,0.451749,-0.272931,0.216435,-0.571878,0.126533
"995",3.77736,0.326789,0.384632,-0.113363,0.260785,-0.590188,0.128347
"996",3.72148,0.385802,0.329258,-0.0448856,0.241093,-0.587206,0.124433
"997",3.87519,0.277076,0.346912,-0.0482355,0.19789,-0.67227,0.133668
"998",3.96122,0.198514,0.397068,-0.0916499,0.176319,-0.680253,0.125722
"999",3.82755,0.205079,0.406295,-0.174758,0.197348,-0.57928,0.126886
"1000",3.79565,0.360479,0.394264,0.0173708,0.197314,-0.626734,0.127257
"1001",3.87712,0.272782,0.332676,-0.112216,0.271636,-0.659454,0.12505
"1002",3.83297,0.272876,0.395645,-0.153187,0.196495,-0.588184,0.130111
"1003",3.81824,0.39946,0.412343,-0.0796708,0.19849,-0.648515,0.120756
"1004",3.86833,0.482961,0.419265,-0.119157,0.223817,-0.755043,0.124742
"1005",3.84593,0.357209,0.401881,-0.193771,0.236672,-0.621401,0.129971
"1006",3.83601,0.257515,0.375448,-0.108179,0.20179,-0.684169,0.127375
"1007",3.9834,0.230682,0.409833,-0.179567,0.207125,-0.737159,0.128611
"1008",3.83659,0.426274,0.411319,-0.171114,0.188682,-0.605806,0.129486
"1009",3.95685,0.200937,0.350908,-0.000595856,0.250065,-0.693195,0.134676
"1010",3.86874,0.148941,0.36555,-0.101078,0.201727,-0.634979,0.133796
"1011",3.80761,0.270355,0.335478,-0.00961967,0.230244,-0.666305,0.124939
"1012",3.76865,0.210811,0.358838,-0.0618983,0.241469,-0.519,0.126835
"1013",3.78059,0.444753,0.324125,0.0318993,0.241997,-0.571822,0.123301
"1014",3.95041,0.293605,0.388829,0.0281498,0.223943,-0.783837,0.129327
"1015",3.81861,0.431835,0.291396,0.0162592,0.325773,-0.584985,0.123054
"1016",3.76047,0.35916,0.406412,-0.240383,0.17959,-0.669484,0.127715
"1017",3.82386,0.377759,0.431305,-0.0919132,0.226204,-0.588586,0.124555
"1018",3.63685,0.507335,0.376756,-0.0896189,0.232835,-0.413457,0.126525
"1019",3.7778,0.524274,0.279514,0.0148378,0.245438,-0.697066,0.129433
"1020",3.92431,0.330422,0.343988,-0.0233716,0.176549,-0.738655,0.126354
"1021",3.78878,0.325979,0.390531,-0.0653313,0.215866,-0.643255,0.122612
"1022",3.85407,0.434106,0.377838,-0.0726461,0.200814,-0.716502,0.129326
"1023",3.97803,0.237033,0.391546,-0.169323,0.257838,-0.790083,0.120227
"1024",3.83157,0.213412,0.412271,-0.147058,0.172805,-0.609758,0.126564
"1025",3.70295,0.483891,0.384174,-0.136332,0.24477,-0.524882,0.125065
"1026",3.89695,0.34616,0.367283,-0.127187,0.226848,-0.761054,0.12476
"1027",3.9388,0.15062,0.386737,-0.0878047,0.240942,-0.837369,0.126754
"1028",3.94956,0.443959,0.384537,-0.0674937,0.142013,-0.732404,0.121045
"1029",3.9129,0.369047,0.349774,0.0124479,0.216638,-0.757399,0.117168
"1030",3.65389,0.330097,0.357351,-0.177546,0.223979,-0.479154,0.123082
"1031",3.86823,0.386537,0.481123,-0.00382353,0.220723,-0.728647,0.124423
"1032",3.90282,0.239167,0.427755,-0.0799493,0.19962,-0.704015,0.128621
"1033",3.92859,0.327105,0.320475,0.0473059,0.228118,-0.729952,0.126892
"1034",3.87956,0.194117,0.467412,-0.239142,0.195307,-0.634637,0.133673
"1035",3.80184,0.33899,0.353046,-0.0787654,0.206907,-0.64777,0.126536
"1036",3.72231,0.310787,0.365021,-0.103847,0.268267,-0.590625,0.129798
"1037",3.89132,0.316601,0.35059,0.022199,0.198718,-0.651046,0.131351
"1038",3.96223,0.373666,0.404442,-0.0449199,0.272006,-0.734354,0.127886
"1039",3.8103,0.410253,0.409595,-0.099456,0.242207,-0.698228,0.129072
"1040",3.81506,0.370993,0.334979,-0.0810781,0.209842,-0.663205,0.128612
"1041",3.91495,0.299944,0.378512,-0.0730082,0.209855,-0.709308,0.128172
"1042",3.74243,0.453835,0.420601,-0.186381,0.203409,-0.605381,0.126587
"1043",3.78046,0.377063,0.337023,-0.0383894,0.245585,-0.585897,0.126119
"1044",3.88776,0.431119,0.367707,-0.0728314,0.226669,-0.728023,0.133139
"1045",3.76255,0.380471,0.407902,-0.16142,0.256627,-0.619818,0.131126
"1046",3.80701,0.392221,0.301883,-0.0244211,0.237775,-0.61565,0.128237
"1047",3.90797,0.232133,0.401564,-0.177595,0.219542,-0.713058,0.127822
"1048",3.9373,0.191528,0.395199,-0.0618201,0.28825,-0.691106,0.128956
"1049",3.86907,0.406696,0.335716,0.0287031,0.225149,-0.667941,0.133076
"1050",3.83744,0.311869,0.272128,-0.0465237,0.324593,-0.702771,0.131849
"1051",3.74658,0.365856,0.440465,-0.236358,0.18771,-0.513415,0.129516
"1052",3.74351,0.368707,0.388547,-0.22607,0.258252,-0.564967,0.132843
"1053",3.76275,0.419828,0.289419,-0.0811368,0.217088,-0.575891,0.128493
"1054",3.95597,0.27244,0.42172,-0.175837,0.185981,-0.731293,0.127808
"1055",3.93868,0.236554,0.355244,-0.0604834,0.222143,-0.668888,0.13188
"1056",3.96018,0.290128,0.344169,-0.132462,0.184392,-0.802904,0.124787
"1057",3.80121,0.346966,0.350295,-0.0615262,0.26623,-0.572475,0.125759
"1058",3.84155,0.278982,0.289327,-0.0279086,0.266731,-0.587864,0.127361
"1059",3.88559,0.35548,0.35642,-0.15198,0.237682,-0.693372,0.121273
"1060",3.92255,0.358813,0.379464,0.00585413,0.178442,-0.741899,0.13525
"1061",3.8797,0.369502,0.420602,-0.0916249,0.204564,-0.701812,0.126941
"1062",3.78441,0.455739,0.363092,-0.182536,0.231379,-0.632714,0.126353
"1063",3.91541,0.417167,0.411068,-0.0573298,0.225516,-0.767454,0.127632
"1064",3.80705,0.316776,0.396575,-0.0625126,0.240142,-0.654254,0.123051
"1065",3.8504,0.348381,0.341006,-0.076975,0.213542,-0.671278,0.127454
"1066",3.7362,0.358466,0.340429,-0.119479,0.255579,-0.539299,0.129508
"1067",3.89223,0.320481,0.389477,-0.0290562,0.194095,-0.669356,0.123839
"1068",3.81717,0.386526,0.360695,-0.0458677,0.214764,-0.550909,0.121216
"1069",3.80227,0.247002,0.38341,-0.116067,0.266254,-0.586122,0.129317
"1070",3.92388,0.269938,0.343415,-0.0716176,0.234426,-0.773096,0.129266
"1071",3.76677,0.28802,0.313788,0.0591063,0.277333,-0.562108,0.129096
"1072",3.81853,0.352542,0.332273,-0.120907,0.210397,-0.555094,0.121251
"1073",3.92249,0.231799,0.287322,-0.067722,0.237677,-0.621481,0.125385
"1074",3.82514,0.389239,0.437149,-0.295396,0.174677,-0.61415,0.123065
"1075",3.87263,0.285851,0.236563,-0.0599052,0.214253,-0.615642,0.12213
"1076",3.70906,0.402175,0.401626,-0.0756223,0.184858,-0.546725,0.129663
"1077",3.81133,0.342243,0.316188,-0.0220989,0.27544,-0.546047,0.1337
"1078",3.87352,0.344558,0.380054,-0.131401,0.182285,-0.671512,0.134516
"1079",4.08866,0.130123,0.435516,-0.152779,0.191337,-0.863709,0.117573
"1080",3.71716,0.263066,0.339403,-0.11677,0.175663,-0.520726,0.127527
"1081",3.75336,0.351752,0.338308,-0.0961185,0.241869,-0.49544,0.135804
"1082",3.80375,0.316981,0.346025,0.0110712,0.249217,-0.562685,0.128684
"1083",3.81718,0.319354,0.325031,-0.0678181,0.221567,-0.554202,0.123514
"1084",3.80233,0.39537,0.340308,-0.0527426,0.208553,-0.66587,0.129108
"1085",3.86077,0.483997,0.343531,-0.0485726,0.262508,-0.711733,0.137754
"1086",3.8434,0.310618,0.412604,-0.134649,0.244696,-0.629977,0.123344
"1087",3.78598,0.395167,0.433961,-0.158363,0.194416,-0.597422,0.124191
"1088",3.7983,0.433219,0.332808,0.0126861,0.181395,-0.63575,0.131755
"1089",3.83895,0.30687,0.353563,-0.0657806,0.221339,-0.650241,0.125946
"1090",4.01891,0.242808,0.340333,-0.0900509,0.263699,-0.851434,0.127794
"1091",4.00751,0.284817,0.365522,-0.102762,0.221136,-0.770325,0.122884
"1092",4.02992,0.189577,0.439708,-0.157345,0.25516,-0.773622,0.130268
"1093",3.845,0.45395,0.384821,-0.0437221,0.22763,-0.622476,0.126121
"1094",3.85128,0.301003,0.426377,-0.184077,0.161776,-0.537986,0.128634
"1095",3.89911,0.24478,0.365763,-0.0970645,0.231793,-0.706402,0.124268
"1096",3.92935,0.291769,0.356002,-0.100859,0.237201,-0.744706,0.124677
"1097",3.94914,0.334454,0.40045,-0.0827444,0.219781,-0.700287,0.126876
"1098",3.80988,0.304106,0.364952,-0.113073,0.213851,-0.601038,0.124053
"1099",3.77623,0.35531,0.349656,-0.0193564,0.242169,-0.572718,0.125241
"1100",3.84715,0.562955,0.356618,-0.0978682,0.196635,-0.592591,0.132456
"1101",3.89046,0.305006,0.412636,-0.150696,0.191137,-0.65583,0.130991
"1102",3.90887,0.237639,0.364432,-0.0932119,0.22806,-0.592675,0.121512
"1103",3.78905,0.271751,0.335065,-0.0890094,0.212452,-0.615794,0.13008
"1104",3.83824,0.280683,0.296364,-0.0866003,0.181069,-0.628245,0.130552
"1105",3.84275,0.345305,0.235258,0.0403135,0.267364,-0.54278,0.130265
"1106",3.74374,0.426671,0.285177,0.0438394,0.245816,-0.52284,0.120527
"1107",3.74093,0.525665,0.415742,-0.187303,0.214901,-0.663335,0.125171
"1108",3.91224,0.348638,0.3548,-0.0214489,0.222915,-0.696379,0.128084
"1109",3.82395,0.333505,0.311603,-0.145888,0.234134,-0.634553,0.130919
"1110",3.79754,0.350596,0.304586,-0.0376785,0.214811,-0.549621,0.12775
"1111",3.89036,0.318512,0.298515,-0.0729532,0.297593,-0.663493,0.127743
"1112",3.73783,0.445375,0.383905,-0.102299,0.215195,-0.542382,0.123252
"1113",3.81666,0.328348,0.366703,-0.0315968,0.235264,-0.603746,0.122748
"1114",3.79141,0.509479,0.379875,-0.0904821,0.23596,-0.599535,0.126737
"1115",3.80778,0.305375,0.368225,-0.112862,0.190222,-0.575779,0.125898
"1116",3.87732,0.351428,0.364302,-0.0786921,0.208471,-0.609732,0.125642
"1117",3.84473,0.453425,0.38155,-0.109435,0.274188,-0.673438,0.130261
"1118",3.82587,0.355676,0.338929,-0.0930913,0.20234,-0.617282,0.122946
"1119",4.04183,0.17221,0.380803,0.034185,0.216707,-0.792137,0.122698
"1120",3.71212,0.417779,0.322061,-0.0788937,0.22489,-0.561025,0.12616
"1121",3.79494,0.35091,0.412536,-0.129102,0.204004,-0.589379,0.127982
"1122",3.81877,0.292284,0.347269,-0.141474,0.266856,-0.556395,0.125275
"1123",3.80341,0.404239,0.428929,-0.213884,0.189734,-0.628368,0.132971
"1124",3.92431,0.339451,0.439403,-0.185577,0.220022,-0.718057,0.127981
"1125",3.8381,0.365598,0.42157,-0.238744,0.202293,-0.650534,0.128838
"1126",3.78757,0.401044,0.334391,-0.015108,0.204763,-0.544685,0.123275
"1127",3.91991,0.16672,0.298652,0.00957074,0.220305,-0.671446,0.136051
"1128",3.857,0.39359,0.360786,-0.0355702,0.257031,-0.730366,0.123314
"1129",3.76454,0.374124,0.34343,0.0317825,0.206451,-0.630572,0.130188
"1130",3.93922,0.264534,0.31907,0.0849667,0.226246,-0.761026,0.121564
"1131",3.84944,0.354376,0.392284,-0.0336906,0.273871,-0.664855,0.124706
"1132",3.75006,0.31231,0.301474,-0.0681593,0.228244,-0.526418,0.130933
"1133",4.00186,0.260136,0.430115,-0.145935,0.193194,-0.744399,0.125058
"1134",3.85568,0.304549,0.440303,-0.209834,0.190666,-0.664555,0.128591
"1135",3.77283,0.339468,0.350142,-0.0354783,0.232482,-0.571075,0.127721
"1136",3.76949,0.332713,0.330718,-0.00361229,0.263491,-0.530406,0.129824
"1137",3.88262,0.261873,0.387199,-0.000529265,0.210282,-0.667796,0.126898
"1138",3.85161,0.318542,0.367032,-0.0707466,0.234209,-0.658568,0.117567
"1139",3.81008,0.41929,0.383896,-0.220266,0.170493,-0.660526,0.126497
"1140",3.92498,0.254794,0.462807,-0.126932,0.154783,-0.665331,0.13023
"1141",3.86495,0.21402,0.412203,-0.174502,0.206821,-0.665609,0.125468
"1142",3.86022,0.297126,0.311229,-0.10395,0.286114,-0.652112,0.121559
"1143",3.84658,0.234813,0.303278,-0.0547563,0.2466,-0.581327,0.124134
"1144",3.70479,0.330424,0.431234,-0.189627,0.195127,-0.538831,0.129153
"1145",3.8729,0.272208,0.413994,-0.0730259,0.179779,-0.763445,0.129656
"1146",3.90617,0.222156,0.391791,-0.0619549,0.293997,-0.674714,0.12642
"1147",3.8745,0.281269,0.329682,-0.120777,0.301534,-0.708383,0.124924
"1148",3.87923,0.29536,0.382927,-0.0974633,0.200245,-0.660631,0.122183
"1149",3.84817,0.359848,0.450386,-0.120197,0.22721,-0.670446,0.12589
"1150",3.91312,0.259072,0.408941,-0.123424,0.191507,-0.667175,0.123752
"1151",3.82668,0.219291,0.450368,-0.0803037,0.172686,-0.640032,0.130029
"1152",3.76481,0.444181,0.361244,-0.107124,0.266082,-0.550314,0.131646
"1153",3.88013,0.313948,0.383194,-0.146401,0.206212,-0.639669,0.130306
"1154",3.66065,0.410252,0.349777,-0.180427,0.223474,-0.460265,0.130236
"1155",3.97112,0.136402,0.348217,0.0263626,0.193829,-0.758865,0.125639
