"","b[1]","b[2]","b[3]","b[4]","b[5]","b[6]","sigma"
"1156",3.89718,0.315667,0.397976,-0.0443637,0.219975,-0.637153,0.131122
"1157",3.78619,0.425574,0.32721,-0.0689002,0.206121,-0.499517,0.125293
"1158",3.85216,0.353599,0.338135,-0.0190185,0.234978,-0.646618,0.132574
"1159",3.95553,0.27952,0.383962,-0.0305205,0.180297,-0.745643,0.126415
"1160",3.78975,0.351594,0.402911,-0.069828,0.256446,-0.617741,0.131407
"1161",3.96225,0.297659,0.328995,0.0110561,0.238871,-0.743916,0.122635
"1162",3.78231,0.347221,0.267726,0.114813,0.227819,-0.538245,0.118377
"1163",3.64892,0.492897,0.40758,-0.241528,0.18837,-0.436845,0.129477
"1164",3.96243,0.336113,0.365928,0.00956351,0.22287,-0.807115,0.129975
"1165",3.83445,0.353111,0.399561,-0.156352,0.249408,-0.708064,0.128187
"1166",3.82345,0.267797,0.426277,-0.20498,0.186914,-0.618542,0.124843
"1167",3.91329,0.25419,0.329849,0.00790221,0.258955,-0.731942,0.129996
"1168",3.79878,0.328561,0.374738,-0.144971,0.231691,-0.598464,0.128102
"1169",3.82811,0.282507,0.380458,-0.0730879,0.169619,-0.66699,0.124334
"1170",3.88382,0.284212,0.374518,-0.16106,0.200498,-0.608598,0.128956
"1171",3.75867,0.368574,0.394806,-0.155886,0.203403,-0.615108,0.131921
"1172",3.78131,0.397113,0.399292,-0.110227,0.192626,-0.600798,0.12346
"1173",3.84274,0.322764,0.3559,-0.0891073,0.198916,-0.696368,0.132416
"1174",3.90478,0.301588,0.410122,-0.192049,0.236092,-0.662204,0.122067
"1175",3.87009,0.312391,0.410897,-0.0767196,0.239207,-0.679857,0.126377
"1176",3.62049,0.482949,0.320967,0.0745911,0.23342,-0.452356,0.126812
"1177",3.84956,0.250098,0.366149,-0.216541,0.163938,-0.668037,0.131162
"1178",3.79791,0.395477,0.369929,-0.0564188,0.179801,-0.64892,0.128869
"1179",3.8615,0.241725,0.309684,0.0698808,0.274483,-0.581264,0.128667
"1180",3.8543,0.50295,0.382413,-0.0278254,0.249812,-0.660243,0.123246
"1181",3.89224,0.296036,0.450517,-0.174591,0.197181,-0.654173,0.133458
"1182",3.89989,0.258932,0.381331,0.0492505,0.220478,-0.766114,0.120748
"1183",3.68304,0.33494,0.342318,0.015352,0.241033,-0.530023,0.125474
"1184",3.85648,0.36017,0.409099,-0.132347,0.269403,-0.684187,0.129407
"1185",3.72294,0.441355,0.383161,-0.0722898,0.267937,-0.648989,0.128236
"1186",3.75821,0.436595,0.270922,-0.0269974,0.294025,-0.569164,0.136204
"1187",3.83665,0.375203,0.411369,-0.197995,0.192957,-0.70244,0.127844
"1188",3.82397,0.377675,0.326255,-0.082146,0.253954,-0.587427,0.128582
"1189",3.78396,0.388633,0.291261,-0.00667558,0.227279,-0.648656,0.129954
"1190",3.84107,0.430286,0.28856,-0.0217958,0.222748,-0.670805,0.127782
"1191",3.74362,0.449479,0.414313,-0.110965,0.160315,-0.5271,0.12758
"1192",3.7424,0.539284,0.328122,-0.10036,0.22803,-0.60685,0.11987
"1193",3.81216,0.397995,0.342889,-0.0710882,0.259736,-0.673524,0.131246
"1194",3.75566,0.320328,0.411086,-0.16432,0.210315,-0.627606,0.12049
"1195",3.83131,0.302702,0.367026,-0.123296,0.241679,-0.625502,0.128421
"1196",3.88644,0.340141,0.370114,0.22101,0.227835,-0.675689,0.129815
"1197",3.83158,0.278006,0.436113,-0.176761,0.147208,-0.571658,0.129317
"1198",3.85603,0.338865,0.390981,-0.138309,0.28518,-0.659568,0.133348
"1199",3.84976,0.303287,0.393554,-0.0831984,0.256571,-0.646679,0.128301
"1200",3.74976,0.318836,0.370675,-0.066876,0.204572,-0.57329,0.128935
"1201",3.99376,0.169833,0.397704,0.0126789,0.250667,-0.790328,0.119389
"1202",3.88985,0.276055,0.3312,0.0298419,0.203615,-0.656827,0.127952
"1203",3.97011,0.221997,0.331325,-0.0559707,0.157747,-0.73592,0.125096
"1204",3.7245,0.326292,0.342444,-0.150136,0.248477,-0.508042,0.124023
"1205",3.7913,0.348373,0.305917,0.0347,0.243756,-0.595447,0.128691
"1206",3.82717,0.373726,0.263043,-0.0236512,0.229286,-0.642705,0.132193
"1207",3.78781,0.397628,0.362248,-0.0381391,0.218963,-0.573829,0.123746
"1208",3.89268,0.28378,0.405832,-0.0904483,0.22026,-0.686702,0.125938
"1209",3.77433,0.392746,0.37187,-0.255577,0.22106,-0.561116,0.122516
"1210",3.77846,0.296774,0.363934,-0.196362,0.205494,-0.516854,0.119547
"1211",3.84907,0.385349,0.298066,0.055871,0.224034,-0.635243,0.136768
"1212",3.8319,0.310714,0.32158,0.0565527,0.260368,-0.576253,0.132796
"1213",3.79874,0.335533,0.349621,-0.104509,0.237598,-0.649562,0.126087
"1214",3.85588,0.120135,0.31468,-0.0471563,0.252024,-0.602541,0.128143
"1215",3.82387,0.334173,0.319445,-0.0609692,0.215317,-0.637712,0.128525
"1216",3.83801,0.318416,0.364308,-0.0926453,0.259326,-0.655061,0.124102
"1217",3.85032,0.377008,0.345515,0.0435227,0.287048,-0.62739,0.124561
"1218",3.86708,0.27627,0.333441,-0.0289261,0.227172,-0.579593,0.133797
"1219",3.89684,0.310834,0.340559,-0.0240474,0.238758,-0.751493,0.126253
"1220",3.82238,0.321379,0.374532,-0.119427,0.266153,-0.662225,0.123651
"1221",3.89095,0.353944,0.367396,-0.0366855,0.236622,-0.658766,0.12559
"1222",3.7922,0.494447,0.362705,0.00347743,0.205897,-0.59986,0.130908
"1223",3.7826,0.484009,0.293195,0.109551,0.241998,-0.628289,0.131226
"1224",3.90435,0.318492,0.416503,-0.171567,0.219872,-0.739784,0.121517
"1225",4.01896,0.276767,0.29253,0.117457,0.299852,-0.865959,0.129136
"1226",3.89264,0.364971,0.365506,-0.102331,0.228138,-0.683136,0.118915
"1227",3.68179,0.307122,0.297549,0.0417654,0.21346,-0.461266,0.123841
"1228",3.80745,0.259071,0.355373,-0.209272,0.23806,-0.584321,0.127654
"1229",3.81966,0.225123,0.368551,-0.0137973,0.22016,-0.579146,0.122711
"1230",3.93673,0.233146,0.320165,-0.0346016,0.199108,-0.679206,0.119541
"1231",3.71591,0.349142,0.390635,-0.215199,0.175191,-0.513298,0.129883
"1232",3.89554,0.327326,0.336643,-0.0577106,0.245204,-0.725651,0.133049
"1233",3.83181,0.335412,0.293432,-0.0634751,0.252982,-0.637835,0.12327
"1234",3.81789,0.274501,0.419344,-0.11977,0.185409,-0.628387,0.123991
"1235",3.82896,0.471071,0.34573,-0.0671343,0.225332,-0.690833,0.125958
"1236",3.94752,0.258839,0.361036,-0.0168534,0.185376,-0.766381,0.12892
"1237",3.88534,0.318316,0.283782,-0.0239305,0.223536,-0.707647,0.132652
"1238",3.83466,0.315334,0.257613,0.0810262,0.291525,-0.585243,0.129372
"1239",4.03488,0.155758,0.37016,-0.0228988,0.191041,-0.806687,0.130832
"1240",4.00744,0.35044,0.448629,-0.096114,0.234536,-0.824017,0.124034
"1241",3.76673,0.304966,0.412633,-0.137733,0.206676,-0.619279,0.130899
"1242",3.9216,0.23168,0.363449,-0.0777236,0.194289,-0.660907,0.123482
"1243",3.6817,0.37946,0.389349,-0.174083,0.227821,-0.513028,0.127593
"1244",3.7187,0.396564,0.379359,-0.224476,0.240637,-0.545377,0.121468
"1245",3.80004,0.4682,0.315902,-0.0309143,0.259341,-0.681182,0.12644
"1246",3.92477,0.326779,0.378061,0.0177767,0.234727,-0.743726,0.123771
"1247",3.80907,0.353061,0.371849,-0.00902013,0.279272,-0.635441,0.118169
"1248",3.78499,0.493683,0.352052,-0.0422287,0.216059,-0.459261,0.116363
"1249",3.76416,0.454556,0.307781,-0.149005,0.210967,-0.572025,0.127336
"1250",3.87195,0.400617,0.418693,-0.0895827,0.226438,-0.718079,0.131837
"1251",3.85801,0.301004,0.348885,-0.083073,0.197885,-0.747841,0.129737
"1252",3.89856,0.335182,0.353706,-0.0375317,0.210614,-0.786989,0.118676
"1253",3.87057,0.246535,0.467396,-0.297962,0.222937,-0.625462,0.130399
"1254",3.70399,0.409022,0.43809,-0.292461,0.232982,-0.489836,0.12409
"1255",3.91887,0.27405,0.438528,-0.072668,0.217297,-0.671561,0.11971
"1256",3.86017,0.363522,0.39688,-0.241077,0.185248,-0.604754,0.120356
"1257",4.00147,0.373929,0.342923,-0.117217,0.225066,-0.808567,0.121761
"1258",3.84487,0.464703,0.298241,0.0608988,0.293107,-0.646728,0.12595
"1259",3.97632,0.275486,0.384215,-0.0673102,0.245835,-0.821066,0.129889
"1260",3.85412,0.346261,0.291299,-0.0135788,0.212086,-0.549321,0.129076
"1261",3.85587,0.372066,0.379983,-0.0859338,0.171002,-0.701971,0.1218
"1262",3.81685,0.287296,0.350394,0.044135,0.239804,-0.611882,0.127796
"1263",3.69625,0.53975,0.367508,-0.063392,0.169579,-0.489726,0.128758
"1264",3.92918,0.278487,0.37579,0.00798156,0.23894,-0.753984,0.121678
"1265",3.76306,0.403711,0.328635,-0.0617161,0.269152,-0.611567,0.133225
"1266",3.96225,0.33138,0.327759,0.0401098,0.247488,-0.753211,0.133057
"1267",3.87222,0.31273,0.373617,-0.172702,0.238237,-0.602472,0.11924
"1268",3.83896,0.386481,0.339104,-0.046894,0.203068,-0.667424,0.130781
"1269",3.90178,0.186645,0.329681,-0.0620083,0.190232,-0.666548,0.11744
"1270",3.80263,0.315842,0.298311,-0.0445321,0.209621,-0.578909,0.1221
"1271",3.84525,0.303281,0.328687,-0.0192508,0.187165,-0.63171,0.128742
"1272",3.77371,0.400256,0.358925,0.00253145,0.234513,-0.538468,0.133438
"1273",3.84075,0.23798,0.376327,-0.166823,0.221698,-0.617492,0.123009
"1274",4.01282,0.312988,0.395343,-0.17167,0.217896,-0.776404,0.125139
"1275",3.95178,0.399694,0.367234,0.058275,0.256916,-0.771369,0.124469
"1276",3.91008,0.383234,0.356969,0.0552301,0.284094,-0.724156,0.134184
"1277",3.7946,0.432681,0.412435,-0.144879,0.205874,-0.620751,0.123125
"1278",3.76409,0.485255,0.357156,-0.114691,0.242266,-0.56013,0.124841
"1279",3.87803,0.253016,0.358532,-0.0735627,0.224638,-0.707554,0.12983
"1280",3.73215,0.511504,0.298886,0.00478618,0.199471,-0.589444,0.126316
"1281",3.735,0.395655,0.330642,-0.0825474,0.217601,-0.474719,0.128096
"1282",3.81346,0.270485,0.375632,-0.0849992,0.175467,-0.510139,0.126506
"1283",3.87822,0.390079,0.368501,-0.0851889,0.208146,-0.671879,0.130955
"1284",3.87007,0.321063,0.370767,-0.0373445,0.231657,-0.659902,0.126299
"1285",3.78768,0.372171,0.358621,-0.132513,0.251817,-0.605196,0.123369
"1286",3.78729,0.356291,0.426531,-0.238889,0.105989,-0.609906,0.1204
"1287",3.81668,0.401283,0.377575,-0.204788,0.224114,-0.634584,0.134956
"1288",3.7356,0.446901,0.372257,-0.182783,0.216918,-0.539277,0.122504
"1289",3.79447,0.50718,0.341722,-0.0785911,0.271126,-0.637727,0.127927
"1290",3.9466,0.302982,0.415649,-0.136788,0.231017,-0.783533,0.12368
"1291",3.84104,0.448912,0.380972,-0.0645441,0.258605,-0.715455,0.124441
"1292",3.77647,0.270757,0.415472,-0.248945,0.257251,-0.573846,0.120062
"1293",3.91542,0.164834,0.465947,-0.216483,0.161418,-0.625427,0.126834
"1294",3.60613,0.442205,0.338026,-0.121399,0.228907,-0.495665,0.135071
"1295",3.69621,0.425127,0.358844,-0.0804723,0.272148,-0.532438,0.126392
"1296",3.84243,0.413115,0.4287,-0.176057,0.258081,-0.712899,0.124754
"1297",3.96327,0.297122,0.390827,-0.145739,0.254182,-0.724502,0.119947
"1298",3.75682,0.387672,0.318405,0.00693939,0.267995,-0.487429,0.124896
"1299",3.90164,0.367915,0.340645,-0.0632562,0.189351,-0.722803,0.123617
"1300",3.88222,0.405282,0.328364,-0.0210262,0.210453,-0.653111,0.128058
"1301",3.82936,0.26525,0.331685,-0.0276447,0.252544,-0.631156,0.129346
"1302",3.84259,0.337325,0.402693,-0.150843,0.193096,-0.687383,0.122568
"1303",3.69838,0.36953,0.353488,-0.216036,0.186992,-0.468846,0.125217
"1304",3.79364,0.353987,0.343967,0.0223393,0.246684,-0.562957,0.120103
"1305",3.92401,0.388434,0.347877,-0.0444705,0.239541,-0.714713,0.126951
"1306",3.88396,0.331073,0.312929,0.104874,0.255901,-0.712724,0.137636
"1307",3.89963,0.239808,0.377517,-0.000796435,0.192655,-0.691582,0.131924
"1308",4.00025,0.206239,0.425665,-0.0596884,0.239328,-0.774878,0.127654
"1309",3.86772,0.333961,0.271834,0.118645,0.299183,-0.658464,0.123401
"1310",3.89032,0.325853,0.341873,0.0451508,0.264731,-0.690752,0.123117
"1311",3.88766,0.285258,0.326562,-0.102472,0.264975,-0.6897,0.122708
"1312",3.78757,0.501515,0.412597,-0.20365,0.22822,-0.672695,0.132993
"1313",3.86045,0.242618,0.381997,-0.163701,0.152135,-0.651525,0.122535
"1314",3.75853,0.373933,0.366037,-0.0677059,0.212347,-0.552986,0.125267
"1315",3.97377,0.379245,0.343988,0.0049238,0.220173,-0.763779,0.119348
"1316",3.72597,0.41943,0.333719,-0.0143503,0.267182,-0.528023,0.128393
"1317",3.78103,0.405812,0.394074,-0.121296,0.216897,-0.540518,0.127916
"1318",3.89217,0.246874,0.390643,-0.15721,0.216311,-0.613333,0.132035
"1319",3.74686,0.316001,0.387976,-0.0948845,0.31043,-0.488783,0.124204
"1320",3.87962,0.389649,0.408209,-0.119268,0.258103,-0.66052,0.128046
"1321",3.85149,0.197537,0.406433,-0.261612,0.169867,-0.680717,0.122706
"1322",3.89716,0.246817,0.258908,-0.0214484,0.251529,-0.721114,0.133015
"1323",3.75444,0.507153,0.391035,-0.0998187,0.261624,-0.614164,0.129959
"1324",3.79782,0.411194,0.344717,0.000169986,0.219506,-0.652654,0.120161
"1325",3.80102,0.49735,0.318959,-0.0567255,0.247464,-0.659626,0.12758
"1326",3.76747,0.358926,0.335201,-0.0541864,0.222932,-0.569447,0.128015
"1327",3.92236,0.329361,0.366102,-0.198563,0.104206,-0.681489,0.125075
"1328",3.74277,0.452336,0.379274,-0.129872,0.231799,-0.59635,0.122615
"1329",3.99195,0.257995,0.366236,0.0548253,0.275095,-0.807614,0.125826
"1330",3.727,0.376025,0.331354,0.0308006,0.235921,-0.521876,0.12542
"1331",3.77869,0.348525,0.383111,-0.110845,0.235849,-0.600847,0.121355
"1332",3.86007,0.24647,0.416016,-0.100877,0.197382,-0.675217,0.124792
"1333",3.76411,0.416952,0.339607,-0.0708329,0.173113,-0.529339,0.131861
"1334",3.86093,0.210913,0.326351,-0.0149497,0.218691,-0.661584,0.126619
"1335",3.96014,0.235971,0.381643,-0.0507018,0.246387,-0.784042,0.132407
"1336",3.82021,0.441983,0.360649,-0.0305649,0.21651,-0.654319,0.126938
"1337",3.96303,0.0965285,0.327058,0.0732134,0.270655,-0.804937,0.119257
"1338",3.87328,0.350227,0.316435,-0.00373512,0.31434,-0.693908,0.125623
"1339",3.90752,0.337581,0.361478,0.00651908,0.295962,-0.706674,0.132137
"1340",4.06181,0.202631,0.444912,-0.0901173,0.174457,-0.891756,0.122084
"1341",3.83908,0.405814,0.322044,0.0573846,0.262136,-0.624986,0.125335
"1342",3.93326,0.375222,0.320543,0.0744709,0.267046,-0.777854,0.131639
"1343",3.88476,0.306211,0.317618,-0.078729,0.246065,-0.65035,0.125203
"1344",3.7014,0.376937,0.325381,-0.0492433,0.211434,-0.511555,0.121815
"1345",3.70461,0.414479,0.320335,-0.0965734,0.213437,-0.530367,0.136967
"1346",3.92719,0.27636,0.322633,-0.0540841,0.212058,-0.681907,0.125635
"1347",3.70604,0.520219,0.452157,-0.119375,0.20168,-0.5703,0.12672
"1348",3.93054,0.373917,0.396919,0.00192239,0.26177,-0.821757,0.123655
"1349",3.76612,0.392082,0.318466,-0.0286171,0.203201,-0.600345,0.127691
"1350",3.96892,0.14279,0.368179,-0.119789,0.231079,-0.643575,0.125878
"1351",3.77994,0.277621,0.401429,-0.119663,0.254842,-0.560738,0.12263
"1352",3.96816,0.223604,0.291045,-0.114812,0.221735,-0.769544,0.122631
"1353",3.69202,0.428565,0.329711,-0.0800997,0.283991,-0.474649,0.13206
"1354",3.90293,0.336004,0.380295,-0.215059,0.189041,-0.652526,0.136265
"1355",3.88619,0.255858,0.34607,-0.19437,0.181019,-0.643464,0.122866
"1356",3.85132,0.458124,0.313681,-0.0226226,0.300526,-0.667276,0.124497
"1357",3.91378,0.236206,0.376031,0.0227904,0.214358,-0.673168,0.138177
"1358",3.91512,0.322605,0.319074,0.0802186,0.226808,-0.770324,0.128619
"1359",3.83871,0.3202,0.273589,0.00565345,0.265245,-0.648416,0.129118
"1360",3.83991,0.476967,0.333922,-0.0175453,0.270114,-0.662106,0.127098
"1361",3.90891,0.227602,0.435067,-0.0729438,0.230732,-0.69887,0.131212
"1362",3.78455,0.509107,0.389025,-0.0247284,0.27197,-0.578225,0.125458
"1363",3.95408,0.224873,0.382243,-0.00167597,0.211508,-0.708947,0.123273
"1364",3.87792,0.305185,0.405355,-0.107263,0.194216,-0.642329,0.121746
"1365",3.97194,0.253121,0.351804,0.113869,0.202822,-0.702547,0.126036
"1366",3.8483,0.29617,0.339964,-0.0212343,0.203312,-0.722184,0.124202
"1367",3.77139,0.50573,0.331482,-0.146102,0.209915,-0.647986,0.128925
"1368",3.789,0.314889,0.387708,-0.157143,0.222311,-0.563765,0.126542
"1369",3.89251,0.358371,0.436748,-0.140026,0.255475,-0.70416,0.123229
"1370",3.87857,0.317208,0.345237,-0.115494,0.239907,-0.633966,0.126126
"1371",3.65495,0.427369,0.354903,-0.216466,0.200556,-0.478299,0.134495
"1372",3.89562,0.281488,0.341355,-0.126692,0.212169,-0.640769,0.121349
"1373",3.79691,0.447366,0.39236,-0.0830695,0.235483,-0.59443,0.133115
"1374",3.89804,0.310167,0.300845,-0.0318685,0.213091,-0.678592,0.125684
"1375",3.94451,0.423886,0.391609,-0.0177652,0.25839,-0.791325,0.124531
"1376",3.73333,0.439121,0.347033,-0.0763595,0.252464,-0.570395,0.132297
"1377",3.82998,0.348933,0.34596,-0.0385304,0.257489,-0.68277,0.129434
"1378",3.71333,0.427623,0.315143,-0.0320611,0.256754,-0.504988,0.123386
"1379",3.80902,0.279612,0.371084,-0.0760259,0.195821,-0.656057,0.135473
"1380",3.82293,0.380127,0.405746,-0.252684,0.197662,-0.611587,0.126292
"1381",3.8941,0.324551,0.389951,-0.0886618,0.216326,-0.702902,0.127582
"1382",3.80717,0.317712,0.399491,-0.158943,0.200369,-0.612286,0.120167
"1383",3.79153,0.373883,0.39193,-0.146521,0.169583,-0.601075,0.126371
"1384",3.80911,0.445949,0.406595,-0.129492,0.17776,-0.579572,0.123857
"1385",3.90186,0.250625,0.410251,-0.158803,0.284205,-0.685242,0.122301
"1386",3.78592,0.421231,0.374585,-0.201216,0.250801,-0.585281,0.122843
"1387",3.91748,0.344892,0.371048,-0.119884,0.230315,-0.663173,0.130579
"1388",3.75267,0.424738,0.391494,0.0493808,0.246519,-0.557591,0.126956
"1389",3.96144,0.204876,0.387157,-0.155354,0.152508,-0.708411,0.121275
"1390",3.84188,0.278516,0.330468,0.018073,0.276312,-0.64637,0.127813
"1391",3.92375,0.30542,0.403177,-0.186507,0.214687,-0.68029,0.124904
"1392",3.85244,0.348072,0.432562,-0.150975,0.147145,-0.709658,0.131139
"1393",3.84629,0.437191,0.37857,-0.0118791,0.25235,-0.604016,0.12978
"1394",3.84846,0.350328,0.357649,-0.184607,0.199016,-0.64449,0.12412
"1395",3.75805,0.387579,0.387638,-0.164602,0.166118,-0.601134,0.122568
"1396",3.86097,0.296475,0.311392,-0.172676,0.197622,-0.632245,0.126304
"1397",3.76083,0.304888,0.290758,-0.0290626,0.269081,-0.581427,0.124578
"1398",3.75786,0.397866,0.448577,-0.168835,0.187756,-0.668285,0.129247
"1399",3.91832,0.225434,0.495936,-0.213573,0.147307,-0.720473,0.12273
"1400",3.9021,0.352747,0.382537,-0.0629842,0.231337,-0.724647,0.123311
"1401",3.74195,0.46374,0.335984,-0.148286,0.191648,-0.54729,0.129491
"1402",3.85051,0.281864,0.368511,-0.0865009,0.212261,-0.624735,0.122581
"1403",3.81931,0.358326,0.396417,-0.0740483,0.195852,-0.674997,0.125801
"1404",3.86109,0.367444,0.396881,-0.0357795,0.236828,-0.733617,0.12489
"1405",3.80674,0.381107,0.385416,-0.0666438,0.251684,-0.600874,0.122573
"1406",3.86574,0.360756,0.48582,-0.221031,0.214084,-0.659564,0.123702
"1407",3.91297,0.278781,0.379643,0.120139,0.244603,-0.614582,0.124383
"1408",3.77652,0.352352,0.365765,0.076495,0.224153,-0.518923,0.120494
"1409",3.82206,0.253139,0.343799,-0.179824,0.259126,-0.599218,0.126727
"1410",3.83593,0.312473,0.346851,-0.148648,0.176262,-0.607912,0.117852
"1411",3.80521,0.300765,0.349451,-0.161758,0.264314,-0.623268,0.125889
"1412",3.90211,0.271366,0.364336,-0.124809,0.182059,-0.751883,0.129185
"1413",3.8876,0.383015,0.335722,-0.0487217,0.220367,-0.70765,0.128481
"1414",3.73302,0.42232,0.347278,-0.087479,0.203793,-0.587566,0.12875
"1415",3.67863,0.361782,0.36068,-0.00993511,0.185729,-0.503015,0.13017
"1416",3.91259,0.31085,0.366828,-0.0695973,0.21484,-0.748246,0.125155
"1417",3.86599,0.371642,0.383953,0.00409214,0.219766,-0.646676,0.123628
"1418",3.7096,0.296503,0.428326,-0.164043,0.165725,-0.52784,0.12145
"1419",3.83449,0.447616,0.277118,-0.0661187,0.333964,-0.641918,0.123315
"1420",3.92152,0.314323,0.39385,-0.213438,0.184916,-0.758123,0.124055
"1421",3.93678,0.285535,0.334399,-0.0200803,0.250739,-0.753232,0.129958
"1422",3.96092,0.234405,0.318335,0.00239325,0.191762,-0.680324,0.127069
"1423",3.85955,0.403596,0.374258,-0.144905,0.218999,-0.770654,0.129088
"1424",3.66858,0.353594,0.328563,-0.0280644,0.208898,-0.499453,0.122291
"1425",3.80522,0.31331,0.402911,-0.100128,0.220197,-0.638843,0.128351
"1426",3.78233,0.319091,0.336937,0.00367606,0.226026,-0.559905,0.131564
"1427",3.84071,0.25724,0.405727,-0.148028,0.223531,-0.579033,0.127189
"1428",3.67009,0.310181,0.339108,-0.111083,0.214461,-0.431876,0.122705
"1429",4.01305,0.259787,0.476847,-0.01234,0.208762,-0.833593,0.126821
"1430",3.89777,0.334597,0.389328,-0.0628051,0.234386,-0.735911,0.12763
"1431",3.80686,0.426191,0.370237,-0.187043,0.25656,-0.617574,0.121699
"1432",3.83276,0.434178,0.332436,0.00927692,0.251332,-0.60782,0.122945
"1433",3.89238,0.228341,0.3672,-0.128735,0.239205,-0.733258,0.125631
"1434",3.79747,0.332713,0.406582,-0.0507814,0.194613,-0.570038,0.125226
"1435",3.937,0.332288,0.325501,-0.137987,0.211992,-0.784644,0.129893
"1436",3.88773,0.266813,0.417465,0.0153984,0.191588,-0.645345,0.120453
"1437",3.69586,0.298031,0.308082,0.0364791,0.231693,-0.424312,0.123588
"1438",3.88994,0.314926,0.384139,-0.103,0.131513,-0.64504,0.125272
"1439",3.65165,0.469009,0.32523,-0.043813,0.23584,-0.478783,0.124471
"1440",3.93886,0.293582,0.42209,-0.207746,0.230659,-0.79438,0.122674
"1441",3.83258,0.26428,0.365984,-0.0371134,0.236805,-0.665739,0.123144
"1442",4.01018,0.251076,0.324497,-0.0390519,0.222933,-0.7545,0.125927
"1443",3.92068,0.139499,0.445995,-0.119287,0.146377,-0.747966,0.127985
"1444",3.86353,0.260099,0.428454,-0.154547,0.222833,-0.676585,0.130091
"1445",3.72587,0.314201,0.332169,-0.0447142,0.231317,-0.546698,0.126436
"1446",3.69246,0.483817,0.354756,-0.16081,0.252877,-0.49095,0.124316
"1447",3.67814,0.449339,0.356489,-0.213346,0.192445,-0.491429,0.119833
"1448",3.78954,0.3356,0.360328,0.00857908,0.224752,-0.611373,0.12985
"1449",3.89283,0.349491,0.414321,-0.126614,0.220167,-0.679936,0.120304
"1450",3.76124,0.378202,0.374382,-0.181849,0.216086,-0.516191,0.127625
"1451",3.90739,0.338772,0.30654,-0.00223051,0.208315,-0.733761,0.119498
"1452",3.74802,0.391558,0.355187,-0.062372,0.216712,-0.541521,0.124122
"1453",3.75557,0.415926,0.29197,0.0503505,0.232052,-0.543533,0.121255
"1454",3.82712,0.348437,0.38446,-0.0700057,0.255226,-0.675783,0.130486
"1455",3.71816,0.419135,0.344249,-0.037427,0.21324,-0.606329,0.128247
"1456",3.84778,0.315957,0.294011,-0.0258786,0.265204,-0.638619,0.127077
"1457",3.82112,0.26577,0.375107,-0.0601566,0.207609,-0.559135,0.131052
"1458",3.87321,0.242079,0.379546,-0.16876,0.241535,-0.710256,0.123728
"1459",3.74353,0.284199,0.318205,-0.0410338,0.186959,-0.547949,0.131562
"1460",3.75775,0.313437,0.376233,-0.130113,0.233845,-0.459627,0.127788
"1461",3.8388,0.236769,0.429699,-0.0412057,0.236272,-0.677919,0.12687
"1462",3.79268,0.326622,0.364178,-0.0288476,0.237328,-0.622714,0.121975
"1463",3.94297,0.287415,0.385567,-0.189428,0.217779,-0.705547,0.125507
"1464",3.91838,0.196613,0.389514,-0.11124,0.183737,-0.678105,0.12153
"1465",3.83458,0.2812,0.389676,-0.0725184,0.249475,-0.600613,0.12067
"1466",3.81824,0.47189,0.292387,0.111672,0.265623,-0.616524,0.131196
"1467",3.82036,0.176532,0.309302,-0.0509094,0.238853,-0.610796,0.128405
"1468",3.80746,0.37065,0.390023,-0.220874,0.236314,-0.623853,0.123495
"1469",3.8155,0.45163,0.318998,-0.0726692,0.247549,-0.657869,0.119138
"1470",3.85369,0.313563,0.329478,-0.0312857,0.246557,-0.616801,0.126153
"1471",3.90544,0.337877,0.364822,-0.120347,0.247722,-0.755211,0.129259
"1472",3.85418,0.306268,0.399457,-0.130114,0.243009,-0.631403,0.121162
"1473",3.81258,0.447917,0.31797,-0.0907862,0.288145,-0.587418,0.125224
"1474",3.69452,0.349986,0.351802,0.0302807,0.239827,-0.452085,0.12574
"1475",3.81058,0.411635,0.369623,-0.0981842,0.260755,-0.572144,0.125554
"1476",3.7197,0.375394,0.299232,-0.119536,0.286171,-0.488634,0.127387
"1477",3.92558,0.319225,0.36443,-0.0192583,0.250726,-0.755191,0.12662
"1478",3.76836,0.382859,0.262124,0.00697406,0.228682,-0.526847,0.121876
"1479",3.83755,0.240997,0.332064,-0.108443,0.246525,-0.593522,0.131454
"1480",3.80071,0.427501,0.363956,-0.0668655,0.202269,-0.604404,0.122019
"1481",3.87814,0.294955,0.378213,-0.198167,0.202062,-0.751564,0.126542
"1482",3.82518,0.370422,0.304808,0.0131439,0.245897,-0.572234,0.12052
"1483",3.85703,0.364387,0.343547,-0.087494,0.27927,-0.590647,0.132574
"1484",3.96232,0.321399,0.364703,-0.0998764,0.186966,-0.806935,0.125842
"1485",3.95626,0.260256,0.381112,-0.106155,0.176781,-0.750121,0.126735
"1486",3.81302,0.40708,0.416493,-0.157022,0.235989,-0.593291,0.130629
"1487",3.79104,0.389723,0.372743,-0.0600055,0.221068,-0.627174,0.127109
"1488",3.85688,0.260822,0.397226,-0.0488856,0.213982,-0.704448,0.12648
"1489",3.89744,0.361744,0.349386,0.0207142,0.189933,-0.772234,0.130053
"1490",3.93106,0.348672,0.437141,-0.182042,0.241448,-0.778528,0.127862
"1491",3.87258,0.363268,0.341417,-0.0272169,0.224463,-0.783368,0.123039
"1492",3.70645,0.416369,0.418652,-0.0968453,0.25952,-0.597566,0.13191
