,mean,50%,2.50%,97.50%,Rhat,n.eff,PN,PP
loglik[15],-8.81905012,-8.79606,-9.4511565,-8.30101425,1.019243446,190,1,0
loglik[20],-3.74684908,-3.75122,-3.9521605,-3.53236575,1.010058123,400,1,0
loglik[21],-3.713581667,-3.718545,-3.909227,-3.50480125,1.008337125,420,1,0
loglik[24],-3.642130947,-3.64733,-3.855573,-3.41749125,1.011839194,380,1,0
loglik[27],-5.563174447,-5.55393,-5.718485,-5.459202,1.003751045,530,1,0
loglik[40],-9.747835427,-9.71538,-10.861245,-8.90720625,1.021750557,100,1,0
loglik[41],-3.689764793,-3.694005,-3.8928005,-3.4768385,1.009473729,410,1,0
loglik[44],-4.51144682,-4.510025,-4.72572825,-4.28482425,1.019099948,110,1,0
loglik[47],-5.388280293,-5.384985,-5.41096925,-5.38203,1.000157387,1500,1,0
loglik[54],-4.628073447,-4.62684,-4.85442425,-4.385812,1.018970076,110,1,0
loglik[55],-4.249461187,-4.2486,-4.415343,-4.08333025,1.021664214,140,1,0
loglik[56],-4.332820327,-4.330795,-4.512874,-4.15658275,1.021131036,120,1,0
loglik[59],-7.434989987,-7.406785,-8.000379,-7.00034925,1.003988123,520,1,0
loglik[60],-5.663501127,-5.64994,-5.8765455,-5.51567425,1.004161835,570,1,0
loglik[62],-3.701673207,-3.7061,-3.90104975,-3.4898785,1.008898778,410,1,0
loglik[64],-3.701673207,-3.7061,-3.90104975,-3.4898785,1.008898778,410,1,0
loglik[66],-3.760572967,-3.764875,-3.938729,-3.5675195,1.00511743,440,1,0
loglik[67],-3.784389847,-3.7883,-3.95731275,-3.5933365,1.004570007,440,1,0
loglik[74],-4.827666833,-4.82509,-4.90607075,-4.761228,1.016022172,160,1,0
loglik[109],-5.993467147,-5.971855,-6.30401275,-5.82081725,1.014699589,270,1,0
loglik[144],-4.787997693,-4.78322,-4.9121455,-4.701866,1.078998995,37,1,0
loglik[178],-4.142710567,-4.153285,-4.4439395,-3.834048,1.064966188,39,1,0
loglik[181],-4.81792026,-4.803955,-5.00500225,-4.69846775,1.007540253,500,1,0
loglik[209],-4.161458393,-4.168565,-4.43856925,-3.87313,1.051803272,52,1,0
loglik[214],-4.213015227,-4.209625,-4.597506,-3.833126,1.004830316,780,1,0
loglik[224],-7.771239487,-7.718245,-8.6063295,-7.16158175,1.042665984,62,1,0
loglik[277],-4.20832806,-4.203425,-4.57115125,-3.84259725,1.006395052,530,1,0
loglik[312],-4.239574833,-4.23444,-4.7522855,-3.75254025,1.001908912,1500,1,0
loglik[397],-5.411253767,-5.396895,-5.510804,-5.38209,1.031979943,85,1,0
loglik[493],-4.150522007,-4.1571,-4.44058475,-3.85448775,1.061382591,43,1,0
loglik[549],-4.133336473,-4.145145,-4.45211175,-3.78557825,1.066132477,38,1,0
loglik[553],-4.14114802,-4.15252,-4.445901,-3.82804,1.065373604,39,1,0
loglik[559],-4.152084407,-4.1559,-4.44144675,-3.8554245,1.060336198,44,1,0
loglik[588],-6.0665492,-6.03797,-6.40979725,-5.8562785,1.046215877,51,1,0
loglik[595],-4.12708704,-4.140335,-4.46393525,-3.76494375,1.065553367,38,1,0
loglik[675],-4.13958578,-4.149735,-4.445735,-3.82200225,1.065688133,39,1,0
loglik[739],-3.802574907,-3.80348,-4.00971175,-3.58358825,1.021666663,220,1,0
loglik[742],-13.93102893,-13.886,-15.481465,-12.536415,1.033847557,63,1,0
loglik[750],-3.86958468,-3.871445,-4.044366,-3.683976,1.017437193,220,1,0
loglik[751],-3.955280373,-3.956675,-4.12417625,-3.7769415,1.016457072,220,1,0
loglik[760],-3.86753196,-3.86944,-4.05947575,-3.6635475,1.019867491,220,1,0
loglik[773],-4.804383253,-4.804355,-4.8570705,-4.75546675,1.016593802,120,1,0
loglik[779],-5.153603827,-5.15109,-5.318067,-5.00485525,1.036264283,64,1,0
loglik[780],-5.07841924,-5.07619,-5.21180525,-4.960946,1.035545537,62,1,0
loglik[794],-5.492964,-5.485455,-5.60937725,-5.41654275,1.012361848,310,1,0
loglik[799],-4.92744874,-4.92561,-5.00377625,-4.85690375,1.033868483,64,1,0
loglik[808],-4.04302846,-4.044955,-4.192693,-3.8890125,1.013568867,190,1,0
loglik[838],-5.390357027,-5.386235,-5.42234975,-5.38204,1.0479041,90,1,0
loglik[850],-4.30017836,-4.296755,-4.510771,-4.11480325,1.072302478,52,1,0
loglik[894],-4.235859607,-4.23519,-4.445243,-4.04793025,1.080497177,45,1,0
loglik[905],-4.406516767,-4.40549,-4.7463425,-4.0969795,1.01041867,1200,1,0
loglik[944],-4.966040513,-4.956005,-5.23523925,-4.77387075,1.009485242,1500,1,0
loglik[1015],-4.2020505,-4.197385,-4.45835825,-3.97988625,1.08070588,36,1,0
loglik[1055],-7.63338356,-7.62654,-8.13938925,-7.19444175,1.051861695,82,1,0
loglik[1056],-5.393008087,-5.387155,-5.435152,-5.38204,1.052294788,90,1,0
loglik[1065],-4.22306042,-4.22169,-4.43646875,-4.03302275,1.08477676,41,1,0
loglik[1083],-4.18466282,-4.183055,-4.41925725,-3.97911125,1.08691471,36,1,0
loglik[1084],-4.917763453,-4.909925,-5.1364125,-4.759961,1.012111032,1500,1,0
loglik[1086],-4.789609847,-4.78377,-4.898198,-4.7196565,1.10304997,33,1,0
loglik[1110],-4.266046933,-4.265575,-4.481852,-4.0760225,1.085796592,40,1,0
loglik[1114],-5.391876087,-5.3874,-5.42677675,-5.38204,1.04744777,140,1,0
loglik[1121],-4.798649507,-4.79299,-4.919416,-4.719315,1.09398228,34,1,0
loglik[1208],-4.346786913,-4.34153,-4.60664575,-4.10009525,1.022982895,250,1,0
loglik[1210],-4.18466282,-4.183055,-4.41925725,-3.97911125,1.08691471,36,1,0
loglik[1211],-4.39371748,-4.391155,-4.71491425,-4.09781475,1.012153462,810,1,0
loglik[1217],-4.32545456,-4.32059,-4.566992,-4.0954945,1.031144141,160,1,0
loglik[1218],-4.84395412,-4.838465,-4.95230875,-4.7591595,1.053349854,75,1,0
loglik[1225],-4.316921787,-4.311705,-4.55234075,-4.0929235,1.03509064,130,1,0
loglik[1231],-4.18466282,-4.183055,-4.41925725,-3.97911125,1.08691471,36,1,0
loglik[1233],-4.129199093,-4.12699,-4.40432,-3.8812995,1.073461682,37,1,0
loglik[1238],-4.248659027,-4.24657,-4.4585375,-4.0646345,1.074574483,50,1,0
loglik[1240],-4.171863267,-4.16805,-4.41626525,-3.961026,1.0847795,36,1,0
loglik[1317],-3.837999953,-3.83843,-3.99435525,-3.67860975,1.020145003,170,1,0
loglik[1320],-3.949570467,-3.95037,-4.08701775,-3.81437175,1.015878361,170,1,0
loglik[1321],-4.75607072,-4.75516,-4.800142,-4.72034425,1.018014387,130,1,0
loglik[1325],-4.284281733,-4.282745,-4.4200305,-4.14085125,1.026794159,78,1,0
loglik[1330],-4.437691307,-4.4366,-4.6093395,-4.2652765,1.033354496,68,1,0
loglik[1333],-6.12028134,-6.10554,-6.2518995,-6.07528475,1.015083203,260,1,0
loglik[1334],-4.704350907,-4.701575,-4.73418975,-4.68907475,1.031770108,120,1,0
loglik[1336],-10.5096299,-10.4881,-11.387015,-9.71988725,1.016303986,190,1,0
loglik[1337],-9.428224813,-9.42294,-10.0380125,-8.92785975,1.024152064,85,1,0
loglik[1338],-4.72855038,-4.726885,-4.766816,-4.7004895,1.021431168,140,1,0
loglik[1343],-3.72642944,-3.728305,-3.9142095,-3.539655,1.02480601,150,1,0
loglik[1349],-3.865892813,-3.86607,-4.01787275,-3.71495075,1.018936512,170,1,0
loglik[1352],-3.85194636,-3.852585,-4.00581225,-3.697659,1.019537698,170,1,0
loglik[1364],-17.77964933,-17.6659,-20.6853725,-15.2827525,1.027949546,140,1,0
loglik[1371],-4.054600693,-4.05338,-4.19527625,-3.9126545,1.053537798,89,1,0
loglik[1378],-4.049906673,-4.0487,-4.18925675,-3.90708025,1.053748265,92,1,0
loglik[1394],-4.044796147,-4.044575,-4.1846065,-3.903052,1.053690336,95,1,0
loglik[1395],-4.052550493,-4.051445,-4.1929705,-3.9091905,1.05355996,97,1,0
loglik[1402],-5.473573813,-5.469985,-5.55321475,-5.414696,1.045656601,100,1,0
loglik[1404],-4.34457084,-4.343565,-4.58145,-4.14199925,1.028958136,410,1,0
loglik[1415],-4.078022833,-4.0745,-4.227354,-3.93050175,1.051408355,110,1,0
loglik[1434],-4.74325468,-4.741085,-4.78882525,-4.70747875,1.062891865,75,1,0
loglik[1439],-14.68760213,-14.68945,-16.2207725,-13.133125,1.042195083,90,1,0
loglik[1444],-4.788619533,-4.786,-4.85558525,-4.7363165,1.052277499,110,1,0
loglik[1451],-14.6081132,-14.59135,-16.05109,-13.3499475,1.05092583,110,1,0
loglik[1455],-4.749479847,-4.747335,-4.79702525,-4.7114625,1.062118592,77,1,0
loglik[1461],-10.13203325,-10.12265,-10.8989975,-9.4719825,1.050598341,100,1,0
loglik[1470],-4.052550493,-4.051445,-4.1929705,-3.9091905,1.05355996,97,1,0
loglik[1471],-4.011135207,-4.0106,-4.15748525,-3.8694375,1.052743953,87,1,0
loglik[1472],-4.738232593,-4.73604,-4.78222925,-4.7046375,1.064494812,73,1,0
loglik[1478],-15.37723087,-15.3541,-16.9525825,-13.9465575,1.048475839,91,1,0
loglik[1480],-3.975007307,-3.97435,-4.12217125,-3.83123575,1.051928294,86,1,0
loglik[1487],-4.712207133,-4.70956,-4.74933675,-4.69122375,1.070518809,73,1,0
loglik[1499],-3.975007307,-3.97435,-4.12217125,-3.83123575,1.051928294,86,1,0
loglik[1506],-4.764455907,-4.761415,-4.81988675,-4.72054825,1.057872454,88,1,0
loglik[1507],-4.261916993,-4.25892,-4.467424,-4.08197075,1.034764763,280,1,0
loglik[1512],-4.788619533,-4.786,-4.85558525,-4.7363165,1.052277499,110,1,0
loglik[1513],-5.39025912,-5.385725,-5.4218735,-5.38204,1.110693904,66,1,0
loglik[1528],-7.199934487,-7.193725,-7.54333275,-6.88029875,1.041106076,240,1,0
loglik[1531],-7.505461713,-7.497125,-7.877353,-7.1887075,1.050376316,110,1,0
loglik[1546],-3.924693373,-3.92295,-4.0734675,-3.781686,1.051445424,86,1,0
loglik[1547],-4.747138953,-4.745265,-4.7937365,-4.7102565,1.062687495,76,1,0
loglik[1555],-6.1410275,-6.13701,-6.3111415,-6.00326575,1.048693173,100,1,0
loglik[1557],-8.107686107,-8.100585,-8.57108825,-7.71314425,1.050514881,110,1,0
loglik[1560],-3.897464093,-3.893805,-4.0697895,-3.748689,1.045469066,89,1,0
loglik[1564],-4.727588613,-4.725135,-4.771918,-4.698249,1.06444242,75,1,0
loglik[1566],-3.98276154,-3.98251,-4.12888875,-3.84070775,1.052363696,86,1,0
loglik[1581],-4.277425413,-4.27569,-4.49087575,-4.0915195,1.033207048,310,1,0
loglik[1586],-4.713663467,-4.71115,-4.75086075,-4.6917595,1.070178391,72,1,0
loglik[1589],-4.72166784,-4.718515,-4.768034,-4.6949095,1.061910482,83,1,0
loglik[1601],-4.03149708,-4.03039,-4.17191525,-3.88813575,1.053558965,97,1,0
loglik[1612],-4.27188072,-4.27099,-4.49491375,-4.0815125,1.031717801,340,1,0
loglik[1627],-3.90257478,-3.897085,-4.08108725,-3.75241425,1.043909949,91,1,0
loglik[1661],-4.01377884,-4.01256,-4.1544515,-3.8718345,1.053537339,89,1,0
loglik[1700],-4.130093473,-4.12689,-4.286784,-3.9784995,1.048875774,130,1,0
loglik[1724],-3.936235673,-3.93473,-4.094851,-3.7928815,1.049085242,86,1,0
loglik[1735],-4.083567793,-4.07994,-4.228173,-3.93884875,1.052371377,110,1,0
loglik[1737],-4.10683074,-4.10341,-4.26016175,-3.958038,1.050845155,120,1,0
loglik[1745],-3.98276154,-3.98251,-4.12888875,-3.84070775,1.052363696,86,1,0
loglik[1747],-14.66838093,-14.64665,-16.1362675,-13.33634,1.048456729,91,1,0
loglik[1749],-4.068059087,-4.065985,-4.2099535,-3.92101275,1.053094813,100,1,0
loglik[1751],-5.45264482,-5.449195,-5.5224525,-5.404505,1.048243509,130,1,0
loglik[1757],-7.294453773,-7.290245,-7.64783875,-6.98099375,1.046006305,180,1,0
loglik[1768],-4.00338084,-4.00313,-4.1495035,-3.86132775,1.052363703,86,1,0
loglik[1774],-9.22650926,-9.201815,-10.1498825,-8.36332025,1.021756709,860,1,0
loglik[1778],-3.97236356,-3.970805,-4.1260605,-3.828952,1.0503416,85,1,0
loglik[1785],-3.936235673,-3.93473,-4.094851,-3.7928815,1.049085242,86,1,0
loglik[1787],-4.71517242,-4.71254,-4.75215325,-4.69242125,1.069833764,71,1,0
loglik[1788],-3.959498527,-3.95714,-4.10956275,-3.81681975,1.050915253,85,1,0
loglik[1793],-3.86644684,-3.861,-4.05175325,-3.7143295,1.042321244,94,1,0
loglik[1794],-4.767668767,-4.765215,-4.82090525,-4.7229595,1.059758047,82,1,0
loglik[1798],-4.726291547,-4.723845,-4.768396,-4.6976445,1.065833949,73,1,0
loglik[1804],-3.977057627,-3.97555,-4.13567625,-3.8337015,1.049085078,86,1,0
loglik[1808],-3.959498527,-3.95714,-4.10956275,-3.81681975,1.050915253,85,1,0
loglik[1815],-3.984812087,-3.982775,-4.14134775,-3.84153925,1.049730465,86,1,0
loglik[1820],-3.978973433,-3.977885,-4.11970725,-3.83590275,1.053676088,90,1,0
loglik[1828],-3.936235673,-3.93473,-4.094851,-3.7928815,1.049085242,86,1,0
loglik[1831],-3.998270207,-3.99703,-4.14267975,-3.85633675,1.05306943,87,1,0
loglik[1832],-3.885921713,-3.88428,-4.0465145,-3.742224,1.048408934,86,1,0
loglik[1834],-4.021533113,-4.020445,-4.16226725,-3.87846275,1.053675561,90,1,0
loglik[1837],-4.72447234,-4.72185,-4.76616,-4.6967245,1.065915504,74,1,0
loglik[1842],-4.720010527,-4.71792,-4.758361,-4.69463825,1.068721672,70,1,0
loglik[1843],-4.72270306,-4.720235,-4.76475225,-4.695739,1.065968172,74,1,0
loglik[1844],-6.31163914,-6.308445,-6.5287495,-6.122439,1.045818557,91,1,0
loglik[1848],-4.726291547,-4.723845,-4.768396,-4.6976445,1.065833949,73,1,0
loglik[1849],-4.72098432,-4.71836,-4.7630845,-4.69490325,1.065995122,75,1,0
loglik[1861],-3.936235673,-3.93473,-4.094851,-3.7928815,1.049085242,86,1,0
loglik[1871],-4.247470547,-4.24724,-4.38844575,-4.1056235,1.014166001,160,1,0
loglik[1872],-4.436677407,-4.437895,-4.58369575,-4.28022675,1.020372274,100,1,0
loglik[1875],-6.024586507,-6.019145,-6.159073,-5.91458775,1.010608153,230,1,0
loglik[1877],-5.9376092,-5.933825,-6.041225,-5.8589175,1.01232591,170,1,0
loglik[1881],-4.6251121,-4.627735,-4.81238225,-4.42990775,1.029738522,77,1,0
loglik[1891],-4.6251121,-4.627735,-4.81238225,-4.42990775,1.029738522,77,1,0
loglik[1893],-4.10329326,-4.104435,-4.261778,-3.9507935,1.015864819,180,1,0
loglik[1894],-4.117015713,-4.117965,-4.2726145,-3.96814975,1.015029459,190,1,0
loglik[1895],-4.30622286,-4.30557,-4.447695,-4.16304275,1.015065802,140,1,0
loglik[1905],-8.914069313,-8.88545,-9.73558775,-8.26020275,1.027879792,85,1,0
loglik[1913],-3.972066207,-3.971935,-4.16054625,-3.79390075,1.020297954,160,1,0
loglik[1919],-17.52840173,-17.37305,-20.819675,-14.66372,1.030698879,120,1,0
loglik[1922],-4.146778147,-4.148285,-4.3007135,-4.0004025,1.014683901,190,1,0
loglik[1930],-4.7120851,-4.70737,-4.7633145,-4.68896,1.025133464,120,1,0
loglik[1931],-4.73630812,-4.73317,-4.79428475,-4.69803175,1.023156942,140,1,0
loglik[1944],-4.781283807,-4.779945,-4.84306575,-4.732728,1.018002533,160,1,0
loglik[1948],-4.430389773,-4.428575,-4.58164625,-4.27281125,1.042345075,120,1,0
loglik[1985],-4.656289147,-4.654175,-4.87458825,-4.4694495,1.032611509,300,1,0
loglik[2024],-5.38518414,-5.38333,-5.3986805,-5.38203,1.159495792,42,1,0
loglik[2035],-4.900669627,-4.89825,-4.98259175,-4.824114,1.044457442,110,1,0
loglik[2053],-10.78058306,-10.7702,-11.6715325,-10.04247,1.040760123,140,1,0
loglik[2119],-4.8716065,-4.86938,-4.949282,-4.80116275,1.043835253,100,1,0
loglik[2180],-4.373914953,-4.37144,-4.52347325,-4.2189715,1.041534596,110,1,0
loglik[2231],-4.246366433,-4.242465,-4.42764975,-4.08631875,1.036641088,120,1,0
loglik[2234],-4.862161487,-4.859155,-4.944126,-4.79314125,1.042216309,110,1,0
loglik[2257],-4.491234467,-4.489275,-4.64791025,-4.33072975,1.042134247,140,1,0
loglik[2269],-4.313742087,-4.310795,-4.484077,-4.15740775,1.037957099,110,1,0
loglik[2273],-4.30567428,-4.30249,-4.47898675,-4.14797475,1.037530752,120,1,0
loglik[2358],-4.246366433,-4.242465,-4.42764975,-4.08631875,1.036641088,120,1,0
loglik[2420],-4.948894107,-4.94742,-5.05762875,-4.85102475,1.023055502,110,1,0
loglik[2421],-4.06484196,-4.06622,-4.18695875,-3.941413,1.009530202,260,1,0
loglik[2422],-4.705784433,-4.702735,-4.74035125,-4.68913475,1.032942539,120,1,0
loglik[2425],-5.389218507,-5.38668,-5.4115925,-5.38204,1.009808,260,1,0
loglik[2426],-4.948894107,-4.94742,-5.05762875,-4.85102475,1.023055502,110,1,0
loglik[2428],-4.4872992,-4.4884,-4.673166,-4.30083475,1.021274886,110,1,0
loglik[2429],-3.932976487,-3.933515,-4.07796575,-3.78869975,1.020338367,150,1,0
loglik[2431],-4.830531533,-4.829545,-4.89009525,-4.77386175,1.008955199,230,1,0
loglik[2439],-4.696279533,-4.69235,-4.72539175,-4.68888,1.102156508,54,1,0
loglik[2444],-3.7446595,-3.747135,-3.95249825,-3.54488925,1.033549326,100,1,0
loglik[2454],-7.431644607,-7.4116,-7.96120425,-6.97965625,1.032094328,100,1,0
loglik[2457],-4.70254188,-4.6957,-4.74905575,-4.6889,1.074719869,60,1,0
loglik[2460],-4.00623514,-4.007115,-4.136982,-3.87377175,1.013994923,200,1,0
loglik[2461],-4.782818207,-4.782165,-4.831476,-4.74033275,1.006693529,310,1,0
loglik[2464],-4.697334887,-4.692745,-4.7284015,-4.68889,1.081474469,60,1,0
loglik[2469],-5.48744066,-5.483405,-5.56169825,-5.43015825,1.007109169,310,1,0
loglik[2478],-4.7150398,-4.71335,-4.74641875,-4.693377,1.021213113,160,1,0
loglik[2481],-4.694735167,-4.69187,-4.716041,-4.68889,1.052610181,100,1,0
loglik[2483],-3.976931787,-3.97821,-4.11484675,-3.84083825,1.016521149,180,1,0
loglik[2485],-3.653950767,-3.656435,-3.856455,-3.45799725,1.03290526,100,1,0
loglik[2486],-3.566040273,-3.56815,-3.79819825,-3.34152025,1.036225881,94,1,0
loglik[2491],-4.700776587,-4.69418,-4.7445645,-4.6889,1.0940958,52,1,0
loglik[2493],-3.654593733,-3.6567,-3.88674825,-3.4300755,1.036226023,94,1,0
loglik[2497],-4.700359833,-4.696745,-4.7318925,-4.6889,1.036793595,110,1,0
loglik[2506],-4.800981173,-4.79852,-4.8501635,-4.76483375,1.017964221,140,1,0
loglik[2519],-5.469436107,-5.468225,-5.523229,-5.42536625,1.012755021,170,1,0
loglik[2522],-4.160611993,-4.15801,-4.26254875,-4.0682885,1.016480359,130,1,0
loglik[2526],-4.238322607,-4.234095,-4.3577805,-4.13891125,1.014688212,150,1,0
loglik[2533],-15.57823987,-15.57065,-16.6175525,-14.58934,1.014465867,140,1,0
loglik[2536],-4.0551696,-4.054405,-4.15477725,-3.96061375,1.014899286,140,1,0
loglik[2538],-8.4686444,-8.47319,-8.791834,-8.1391075,1.015101261,130,1,0
loglik[2544],-4.086513813,-4.083555,-4.192352,-3.99245575,1.016197616,130,1,0
loglik[2546],-4.13287988,-4.13089,-4.234958,-4.042407,1.01654477,130,1,0
loglik[2547],-8.2555166,-8.25263,-8.581253,-7.951006,1.013816905,150,1,0
loglik[2552],-4.008803207,-4.00844,-4.108483,-3.91612375,1.015931527,130,1,0
loglik[2554],-4.152307433,-4.149845,-4.25592775,-4.0583315,1.01636255,130,1,0
loglik[2555],-4.014905153,-4.01308,-4.11920675,-3.914165,1.012682435,160,1,0
loglik[2563],-4.729972487,-4.728355,-4.76076925,-4.706486,1.010959956,180,1,0
loglik[2572],-4.026027927,-4.02533,-4.12570275,-3.92919125,1.01383449,150,1,0
loglik[2573],-6.814418147,-6.81278,-6.98674925,-6.6483995,1.01502915,140,1,0
loglik[2583],-4.123166033,-4.121115,-4.22657625,-4.0318445,1.016549197,130,1,0
loglik[2585],-4.09261564,-4.09189,-4.194057,-4.00024475,1.015630284,130,1,0
loglik[2595],-7.654305047,-7.65306,-7.93552025,-7.39184875,1.012477635,160,1,0
loglik[2601],-6.139087013,-6.137295,-6.2512985,-6.039301,1.014269895,150,1,0
loglik[2611],-4.77741516,-4.77642,-4.8155645,-4.7446835,1.014438835,140,1,0
loglik[2632],-4.799525953,-4.798615,-4.84121525,-4.76434375,1.017627381,130,1,0
loglik[2638],-4.26556196,-4.262605,-4.371402,-4.17150575,1.016197533,130,1,0
loglik[2661],-4.23642056,-4.23443,-4.338498,-4.145947,1.016544245,130,1,0
loglik[2662],-4.103738353,-4.102455,-4.20385125,-4.011359,1.01636637,130,1,0
loglik[2665],-4.189753593,-4.18703,-4.298823,-4.095024,1.015993807,130,1,0
loglik[2669],-4.8042995,-4.802125,-4.8532555,-4.76779575,1.018198146,140,1,0
loglik[2671],-3.979652427,-3.97901,-4.07862525,-3.883008,1.014186534,140,1,0
loglik[2672],-4.814108187,-4.81079,-4.87472125,-4.76973,1.014682999,180,1,0
loglik[2674],-3.950520407,-3.94982,-4.05020275,-3.85368125,1.01383425,150,1,0
loglik[2681],-4.123166033,-4.121115,-4.22657625,-4.0318445,1.016549197,130,1,0
loglik[2682],-4.77508366,-4.773635,-4.8141745,-4.74461425,1.019399244,130,1,0
loglik[2685],-4.425123853,-4.424125,-4.64416975,-4.21846325,1.008016968,340,1,0
loglik[2687],-4.322013147,-4.32369,-4.51259075,-4.138684,1.003351711,760,1,0
loglik[2688],-4.01268098,-4.0144,-4.16234275,-3.8584685,1.012122981,400,1,0
loglik[2689],-3.791729393,-3.789895,-3.9778565,-3.61333475,1.038286896,100,1,0
loglik[2691],-4.322013147,-4.32369,-4.51259075,-4.138684,1.003351711,760,1,0
loglik[2692],-6.396406427,-6.3859,-6.6001785,-6.235124,1.001251449,1500,1,0
loglik[2696],-4.08633156,-4.086875,-4.23470825,-3.934471,1.004727179,1300,1,0
loglik[2697],-4.714307433,-4.711645,-4.75480475,-4.6907595,1.029315184,170,1,0
loglik[2698],-5.40614128,-5.401135,-5.45163275,-5.38256425,1.000102252,1500,1,0
loglik[2700],-4.69026576,-4.69105,-5.00265625,-4.39883025,1.018730408,160,1,0
loglik[2708],-3.94946304,-3.949605,-4.1247115,-3.78365325,1.030778383,130,1,0
loglik[2713],-4.14525196,-4.147135,-4.30362475,-3.99430475,1.001392157,1500,1,0
loglik[2714],-4.702626193,-4.699135,-4.73721525,-4.68893,1.041494451,130,1,0
loglik[2718],-3.476139433,-3.476135,-3.74735725,-3.2120575,1.050819005,72,1,0
loglik[2721],-5.75483472,-5.7472,-6.025082,-5.54635625,1.052293422,70,1,0
loglik[2722],-3.688618787,-3.6845,-3.90304675,-3.48127125,1.045355014,84,1,0
loglik[2723],-5.642925687,-5.635975,-5.839384,-5.49347025,1.046114177,80,1,0
loglik[2725],-4.322013147,-4.32369,-4.51259075,-4.138684,1.003351711,760,1,0
loglik[2726],-3.65915858,-3.655145,-3.88518775,-3.44492425,1.046739056,81,1,0
loglik[2736],-4.69523236,-4.69189,-4.7190835,-4.68889,1.073762617,83,1,0
loglik[2739],-4.380933553,-4.382665,-4.58911875,-4.18440075,1.005948212,450,1,0
loglik[2740],-4.02741112,-4.028885,-4.1767435,-3.87375625,1.010410179,480,1,0
loglik[2746],-4.351473393,-4.3526,-4.55045925,-4.16208325,1.004609186,570,1,0
loglik[2749],-4.05687116,-4.057885,-4.20383625,-3.9060565,1.007306658,740,1,0
loglik[2752],-3.549789973,-3.54693,-3.79947875,-3.3096345,1.049271043,76,1,0
loglik[2760],-4.067304093,-4.068725,-4.21967275,-3.91353775,1.015781422,290,1,0
loglik[2763],-17.04019013,-16.9775,-19.014285,-15.265695,1.0193761,220,1,0
loglik[2768],-3.703349027,-3.699575,-3.912008,-3.50185775,1.044568115,86,1,0
loglik[2781],-4.272864847,-4.27135,-4.38830675,-4.162944,1.03325897,67,1,0
loglik[2788],-4.13718866,-4.136825,-4.23750675,-4.038091,1.041000028,57,1,0
loglik[2790],-13.36156687,-13.3504,-14.1952125,-12.5651775,1.042122786,56,1,0
loglik[2796],-4.419507353,-4.41612,-4.581659,-4.2710735,1.020760238,110,1,0
loglik[2797],-5.39210896,-5.39028,-5.41285525,-5.38209,1.044374942,66,1,0
loglik[2799],-4.302543833,-4.302285,-4.4137905,-4.1971525,1.034989738,64,1,0
loglik[2800],-8.83820594,-8.831945,-9.23409175,-8.464681,1.037660823,61,1,0
loglik[2801],-4.165066667,-4.16579,-4.26697575,-4.0656765,1.041044396,59,1,0
loglik[2803],-14.21881607,-14.20875,-15.1535425,-13.3463525,1.043234379,55,1,0
loglik[2804],-4.091745407,-4.09185,-4.19986475,-3.9814735,1.038620513,72,1,0
loglik[2814],-7.4609193,-7.453465,-7.70878225,-7.23226875,1.044691995,58,1,0
loglik[2815],-4.073415173,-4.074305,-4.1854865,-3.9599865,1.037726666,77,1,0
loglik[2820],-9.7228649,-9.716755,-10.19471,-9.27802425,1.041777525,56,1,0
loglik[2825],-12.75215973,-12.7186,-13.703095,-11.894955,1.041760766,76,1,0
loglik[2834],-15.37661073,-15.35025,-16.5862775,-14.2923425,1.042482421,69,1,0
loglik[2835],-4.741689667,-4.740745,-4.78138775,-4.71029975,1.024495939,120,1,0
loglik[2839],-8.136663487,-8.127485,-8.4539245,-7.841996,1.044426651,58,1,0
loglik[2849],-4.8620229,-4.860315,-4.9218825,-4.8099795,1.029927078,72,1,0
loglik[2853],-4.153717853,-4.153355,-4.254032,-4.05461575,1.041000186,57,1,0
loglik[2859],-4.738733867,-4.737785,-4.77247525,-4.71087275,1.028887591,90,1,0
loglik[2860],-4.080396567,-4.081745,-4.18300775,-3.9795915,1.040137486,64,1,0
loglik[2862],-4.208708847,-4.20883,-4.31320675,-4.1083545,1.038685899,58,1,0
loglik[2872],-4.00707546,-4.00941,-4.12330175,-3.89007275,1.036779655,83,1,0
loglik[2878],-4.720861167,-4.7197,-4.75336575,-4.6973465,1.020997415,140,1,0
loglik[2887],-4.025405827,-4.026295,-4.1374765,-3.91198175,1.037725553,77,1,0
loglik[2888],-5.433107047,-5.431045,-5.47271675,-5.40264,1.050936698,53,1,0
loglik[2890],-4.129546647,-4.12935,-4.230417,-4.030679,1.040806437,57,1,0
loglik[2892],-3.982904233,-3.98455,-4.0976065,-3.86788225,1.037258123,80,1,0
loglik[2897],-15.012768,-14.96445,-16.3954625,-13.77948,1.039719005,93,1,0
loglik[2902],-4.062066427,-4.06255,-4.16708425,-3.95572475,1.039435264,67,1,0
loglik[2903],-4.019564853,-4.020045,-4.126894,-3.911595,1.039039951,70,1,0
loglik[2905],-4.04706042,-4.04841,-4.149673,-3.9462515,1.040138835,64,1,0
loglik[2906],-4.32201486,-4.319715,-4.463055,-4.189808,1.025515465,87,1,0
loglik[2907],-4.126222393,-4.126535,-4.22756025,-4.02684125,1.041134569,58,1,0
loglik[2909],-4.071231427,-4.07242,-4.175623,-3.96804425,1.039803399,66,1,0
loglik[2912],-4.062066427,-4.06255,-4.16708425,-3.95572475,1.039435264,67,1,0
