"","b[1]","b[2]","b[3]","b[4]","b[5]","sigma","phi"
"156",3.43533,-0.161734,0.189956,0.0424706,0.220092,7.59522,0.187169
"157",3.38546,-0.0857466,0.130676,0.0512242,0.205923,7.95427,0.19234
"158",3.31776,-0.0293373,0.168343,0.0286773,0.195397,7.83567,0.186338
"159",3.39257,-0.0483857,0.135374,0.0570176,0.158151,7.53634,0.195936
"160",3.26592,0.0273407,0.168544,0.0610753,0.222582,7.85163,0.188798
"161",3.4138,-0.0704572,0.15523,0.0465013,0.150367,8.19479,0.194808
"162",3.37453,-0.0305246,0.166544,0.0177289,0.175176,7.64843,0.193592
"163",3.25115,0.0441123,0.168612,0.0488768,0.264584,7.60271,0.193849
"164",3.48984,-0.106474,0.166362,0.00652847,0.0802953,7.58363,0.185669
"165",3.37947,-0.0571508,0.168123,0.03073,0.126323,8.19076,0.193636
"166",3.38716,-0.133255,0.130219,0.0222541,0.257013,7.75572,0.188847
"167",3.499,-0.180614,0.146277,0.0202783,0.155232,7.89841,0.186488
"168",3.3213,-0.0795838,0.165906,0.0242151,0.276633,7.7289,0.195198
"169",3.35703,-0.0607725,0.179701,0.0523603,0.25098,7.63397,0.187004
"170",3.46124,-0.130838,0.143401,0.00737493,0.1071,8.0192,0.190622
"171",3.39195,-0.111929,0.167132,0.0301861,0.221842,7.65303,0.191364
"172",3.44668,-0.158681,0.162198,0.0220938,0.238735,7.83719,0.194004
"173",3.35394,-0.0527953,0.180003,0.0755634,0.251719,7.64227,0.19302
"174",3.34552,-0.0121505,0.192742,0.0230418,0.193139,7.86618,0.197198
"175",3.42702,-0.130852,0.154249,0.0148691,0.192262,7.92095,0.193998
"176",3.35297,-0.127318,0.179893,0.0410205,0.219893,7.79811,0.200759
"177",3.38665,-0.0720912,0.194533,0.0513596,0.151131,7.79099,0.18624
"178",3.2902,-0.105183,0.182481,0.0499984,0.283001,7.73847,0.186419
"179",3.4104,-0.134861,0.162487,0.0161561,0.206093,7.7676,0.198057
"180",3.31402,-0.00859229,0.14577,0.0286218,0.198972,7.80609,0.193026
"181",3.40546,-0.0744397,0.145568,0.0203726,0.135332,7.90768,0.195876
"182",3.39652,-0.104598,0.142471,0.0369544,0.175632,7.8139,0.186154
"183",3.4535,-0.0684122,0.155353,0.00779618,0.161356,7.64608,0.19599
"184",3.35165,-0.0237486,0.15052,0.0271409,0.172727,7.63882,0.186197
"185",3.40643,-0.122378,0.168491,0.0352673,0.143657,7.95665,0.196292
"186",3.43624,-0.0967882,0.153624,0.0751316,0.167238,7.58603,0.194913
"187",3.42359,-0.0172302,0.147946,0.0374727,0.0668768,7.72926,0.18429
"188",3.39993,-0.126491,0.15629,0.0607203,0.179515,7.84549,0.18891
"189",3.47903,-0.0287237,0.118372,0.02304,0.0320436,8.09815,0.200209
"190",3.40679,-0.121942,0.189655,0.0467725,0.241026,7.79406,0.194906
"191",3.33212,-0.0377466,0.174595,0.0163092,0.206498,7.88339,0.189458
"192",3.46257,-0.121142,0.155817,0.0374276,0.135563,7.62059,0.200848
"193",3.38195,-0.0806572,0.158938,0.0618314,0.255297,8.00441,0.198229
"194",3.48689,-0.0657334,0.1419,0.0381975,0.0630483,7.65137,0.190177
"195",3.39777,-0.125979,0.145785,0.0752692,0.234541,7.56015,0.189056
"196",3.37084,-0.0426287,0.145186,0.0526289,0.205126,7.63967,0.189186
"197",3.3853,-0.0687525,0.179102,0.0371135,0.180212,7.84559,0.192027
"198",3.35879,-0.0499174,0.137699,0.0159796,0.185339,8.08821,0.19555
"199",3.35705,-0.106506,0.173792,0.0061181,0.221645,7.69042,0.1937
"200",3.34056,-0.108423,0.214306,0.0495818,0.264216,7.70574,0.189838
"201",3.40525,-0.0262228,0.180669,0.0301506,0.0666433,7.62547,0.19107
"202",3.3089,-0.0584166,0.13062,0.043905,0.249782,7.7948,0.190453
"203",3.27912,-0.0530883,0.198043,0.01444,0.270712,7.81133,0.197206
"204",3.41991,-0.149075,0.196857,0.0205853,0.182495,8.01384,0.19412
"205",3.31013,0.0098479,0.136668,0.0613831,0.186982,7.73154,0.19512
"206",3.39377,-0.150594,0.166304,0.0324523,0.262587,7.65122,0.189646
"207",3.3899,-0.0203418,0.15062,0.0421054,0.123496,7.85472,0.191643
"208",3.37361,-0.110598,0.176229,0.0349066,0.2452,7.63816,0.199076
"209",3.45588,-0.107242,0.128694,-0.0160062,0.105929,7.936,0.197973
"210",3.42709,-0.129595,0.187922,0.0510024,0.192789,8.00626,0.192096
"211",3.47964,-0.097462,0.141133,0.0325551,0.0895697,7.72014,0.198642
"212",3.39668,-0.105684,0.163704,0.0406847,0.214632,7.64697,0.19266
"213",3.42861,-0.132247,0.161648,-0.010839,0.146095,7.67746,0.194926
"214",3.48201,-0.16871,0.137402,0.0289616,0.164256,7.66268,0.187724
"215",3.3729,-0.0436017,0.120927,0.056231,0.193434,7.58908,0.193413
"216",3.37485,-0.0877285,0.144085,0.0362235,0.210895,7.84647,0.20078
"217",3.3362,-0.071586,0.151734,0.0707577,0.266169,7.61892,0.193552
"218",3.27877,-0.0313834,0.184143,0.0542875,0.238747,7.58215,0.192056
"219",3.35492,-0.102767,0.153493,0.0534416,0.219003,7.61293,0.186166
"220",3.40876,-0.121792,0.176393,-0.0102551,0.178181,8.01987,0.18782
"221",3.37768,-0.167196,0.137552,0.0268798,0.291078,7.91661,0.194985
"222",3.45859,-0.201392,0.198188,0.019416,0.192471,7.87975,0.191878
"223",3.32709,-0.031574,0.161052,0.108132,0.227065,8.28841,0.188011
"224",3.51231,-0.224293,0.184653,0.0186244,0.147594,7.6344,0.192682
"225",3.42102,-0.106601,0.122898,0.037468,0.211904,7.67082,0.189978
"226",3.42138,-0.184101,0.149943,-0.00229198,0.183752,7.90893,0.188608
"227",3.4024,-0.0642246,0.189363,0.0304671,0.181015,7.76711,0.188615
"228",3.49337,-0.0882596,0.130123,0.0208745,0.0325097,7.75591,0.19021
"229",3.3698,-0.070323,0.135949,0.0148402,0.191311,7.5013,0.189803
"230",3.38967,-0.126481,0.176285,0.0202789,0.210032,7.706,0.188219
"231",3.3634,-0.173073,0.186971,0.0364227,0.324871,7.6528,0.198152
"232",3.3163,-0.136309,0.195607,0.0209946,0.269026,7.86547,0.196976
"233",3.39018,-0.0551402,0.145805,0.0625135,0.196867,7.71164,0.185333
"234",3.45395,-0.120876,0.130951,0.0462293,0.157267,7.86289,0.18242
"235",3.30736,-0.00434901,0.184529,0.0507188,0.227013,8.03863,0.185809
"236",3.36948,-0.0973971,0.149335,0.0145237,0.164071,8.01833,0.191199
"237",3.39414,-0.0941426,0.162426,0.0237717,0.227964,8.1247,0.202058
"238",3.3211,-0.0542805,0.143816,0.0581324,0.309215,7.79609,0.189388
"239",3.41317,-0.0280263,0.168206,0.0198535,0.146205,8.11476,0.184016
"240",3.2719,-0.0297553,0.128981,0.0630113,0.28397,7.95198,0.196
"241",3.41987,-0.101277,0.134031,0.0609679,0.17177,7.82866,0.20009
"242",3.4027,-0.0485588,0.139422,0.0983655,0.187481,8.06969,0.191098
"243",3.44436,-0.185199,0.162789,0.0637486,0.196791,7.86233,0.187404
"244",3.48752,-0.24269,0.189318,0.0394954,0.146733,7.5884,0.193263
"245",3.41377,-0.0977709,0.179712,0.0077425,0.173372,7.86307,0.191547
"246",3.36341,-0.0475605,0.126581,0.0168403,0.226308,7.79574,0.195382
"247",3.38349,-0.131556,0.163009,-0.0119565,0.268809,8.04815,0.19841
"248",3.44305,-0.182172,0.184014,0.00781239,0.16032,7.79226,0.195598
"249",3.33603,-0.0585016,0.170452,0.0447251,0.216291,7.61987,0.193257
"250",3.32302,-0.0122609,0.186633,0.0826435,0.218675,7.58816,0.198219
"251",3.47989,-0.140021,0.168991,0.0110058,0.0886669,8.28264,0.187708
"252",3.4987,-0.16907,0.132656,-0.0167507,0.102518,7.61464,0.201852
"253",3.28864,-0.0400203,0.175683,0.0331489,0.270073,7.76933,0.193693
"254",3.28243,-0.0152624,0.18623,0.0939367,0.262784,7.79927,0.190451
"255",3.37245,-0.126127,0.171182,0.0264619,0.209273,7.65687,0.190434
"256",3.39114,-0.00695205,0.173789,0.0270004,0.119784,7.76792,0.194023
"257",3.37252,-0.0281963,0.140219,0.0203489,0.153131,7.85499,0.194627
"258",3.47442,-0.189227,0.135148,0.0451939,0.204029,7.5052,0.188144
"259",3.37014,-0.0121721,0.105492,0.0654857,0.167219,7.98334,0.192244
"260",3.45711,-0.128428,0.15898,0.0319368,0.148825,7.66918,0.194497
"261",3.45228,-0.117375,0.129539,0.018129,0.187773,7.79459,0.198785
"262",3.27458,-0.040064,0.15292,0.0250692,0.252726,8.02573,0.186935
"263",3.28523,0.0216849,0.116482,0.063039,0.205857,7.7973,0.187744
"264",3.35636,-0.0854229,0.17474,0.0220295,0.229857,7.96793,0.194948
"265",3.33012,-0.0182614,0.185618,0.0660081,0.189296,7.5848,0.198219
"266",3.39449,-0.162292,0.19536,0.057357,0.264589,7.69233,0.190197
"267",3.38317,-0.148545,0.135654,0.000351694,0.240103,7.90064,0.198911
"268",3.31265,-0.0420619,0.160176,0.0678631,0.254361,7.5814,0.19099
"269",3.36906,-0.0251908,0.134447,0.0641723,0.174094,7.61318,0.181531
"270",3.44286,-0.0928644,0.186468,0.0314111,0.206329,7.66493,0.192788
"271",3.33013,-0.0920189,0.179823,0.0314775,0.283726,7.59282,0.186012
"272",3.2977,-0.0849915,0.181855,0.0359675,0.244347,8.00428,0.186048
"273",3.32515,-0.0298813,0.161306,0.0370005,0.246065,7.73163,0.191473
"274",3.4299,-0.132755,0.149353,-0.0208602,0.185561,7.99064,0.198818
"275",3.35487,-0.133022,0.179168,0.00308836,0.212887,7.94079,0.194468
"276",3.36444,-0.0715096,0.155404,0.0608599,0.198264,7.75996,0.201779
"277",3.37234,-0.057255,0.169762,0.0247747,0.214072,7.91504,0.198512
"278",3.40532,-0.0866522,0.166783,0.0131704,0.159522,7.86222,0.186423
"279",3.30204,-0.080552,0.165208,0.069797,0.312654,7.95594,0.191629
"280",3.32873,-0.0121493,0.142429,0.053323,0.185137,7.77298,0.200641
"281",3.44137,-0.0899485,0.110203,0.0711795,0.137994,7.52096,0.192874
"282",3.28898,-0.0186052,0.209659,0.0428086,0.25286,7.9378,0.191659
"283",3.39553,-0.0880106,0.165345,-0.0134672,0.18982,7.53489,0.192324
"284",3.42536,-0.0888801,0.130275,0.0548156,0.127097,8.10641,0.187615
"285",3.34557,-0.0175638,0.108626,0.0744138,0.219066,7.86642,0.197484
"286",3.41139,-0.0267782,0.159172,0.0604055,0.116943,7.59738,0.192219
"287",3.46044,-0.0991694,0.131478,-0.00295537,0.134055,7.66779,0.192947
"288",3.35483,-0.075255,0.201396,0.00262993,0.181848,7.97144,0.195445
