,mean,50%,2.50%,97.50%,Rhat,n.eff,PN,PP
loglik[1292],-5.445783727,-5.44201,-5.51010175,-5.3968135,1.003063758,980,1,0
loglik[1295],-4.774616927,-4.77246,-4.95819,-4.5774675,1.00383639,630,1,0
loglik[1296],-5.810798647,-5.805285,-5.86241575,-5.78763,1.004259728,700,1,0
loglik[1297],-5.386446213,-5.38409,-5.40423475,-5.38203,1.000493735,1500,1,0
loglik[1301],-4.329553753,-4.329785,-4.51598975,-4.15481025,1.001467703,1400,1,0
loglik[1303],-6.2707258,-6.265325,-6.415237,-6.159748,1.000793805,1500,1,0
loglik[1306],-7.189645373,-7.17526,-7.610903,-6.83825225,1.002471971,810,1,0
loglik[1307],-4.195384233,-4.194955,-4.40251775,-3.992621,1.003157826,630,1,0
loglik[1310],-4.912331467,-4.909645,-5.01002375,-4.8280325,1.000646782,1500,1,0
loglik[1311],-6.610383793,-6.599055,-6.9227145,-6.36213875,1.002571763,780,1,0
loglik[1316],-5.8513863,-5.84677,-5.930642,-5.7992245,1.00088911,1500,1,0
loglik[1317],-4.340965747,-4.34121,-4.52618925,-4.1679695,1.0013574,1500,1,0
loglik[1318],-5.38753082,-5.38457,-5.408564,-5.38203,1.005433421,1500,1,0
loglik[1321],-4.229619813,-4.22874,-4.43090175,-4.0326225,1.002748911,730,1,0
loglik[1322],-8.56874174,-8.557905,-9.16672,-8.09948975,1.004105536,600,1,0
loglik[1324],-8.64392814,-8.634645,-9.21128175,-8.166615,1.001034564,1500,1,0
loglik[1329],-4.858789533,-4.8566,-4.95330325,-4.7823595,1.001482168,1300,1,0
loglik[1330],-4.854499887,-4.854115,-5.0520205,-4.64536375,1.004928478,470,1,0
loglik[1331],-5.554920647,-5.55129,-5.67495425,-5.452865,1.005750547,360,1,0
loglik[1333],-4.592026927,-4.59006,-4.7650535,-4.41788375,1.001304123,1500,1,0
loglik[1334],-4.861169273,-4.858625,-4.954838,-4.78585,1.001147862,1500,1,0
loglik[1335],-4.683321887,-4.681535,-4.85970525,-4.499748,1.002514167,1000,1,0
loglik[1336],-4.33480212,-4.334045,-4.5187245,-4.16412,1.0011526,1500,1,0
loglik[1338],-4.94935172,-4.94635,-5.04957825,-4.8592265,1.000921171,1500,1,0
loglik[1339],-4.261082707,-4.260605,-4.45415325,-4.07636225,1.002210455,910,1,0
loglik[1343],-4.512143813,-4.509725,-4.68525375,-4.34219875,1.000585581,1500,1,0
loglik[1350],-4.215435067,-4.214555,-4.41671175,-4.0184325,1.002748718,730,1,0
loglik[1353],-6.486474673,-6.476465,-6.7241895,-6.2902285,1.00172966,1200,1,0
loglik[1354],-4.886350807,-4.883715,-4.98350125,-4.80547975,1.000956291,1500,1,0
loglik[1356],-4.252443593,-4.252225,-4.44939625,-4.063761,1.002477434,810,1,0
loglik[1358],-4.880700167,-4.8782,-4.977621,-4.80187925,1.00104928,1500,1,0
loglik[1359],-5.302767433,-5.30032,-5.48970075,-5.12113625,1.006805315,300,1,0
loglik[1360],-4.375201273,-4.374345,-4.558522,-4.20512075,1.001059252,1500,1,0
loglik[1362],-6.8392658,-6.831975,-7.11350175,-6.613338,1.000782269,1500,1,0
loglik[1369],-4.432260673,-4.430755,-4.611462,-4.2586635,1.000702772,1500,1,0
loglik[1374],-6.547614933,-6.537145,-6.81636975,-6.3275625,1.002080132,960,1,0
loglik[1376],-6.323872153,-6.31819,-6.492668,-6.19197675,1.000755774,1500,1,0
loglik[1380],-4.922971033,-4.92123,-5.13073375,-4.700101,1.00576515,390,1,0
loglik[1382],-5.792271173,-5.78969,-5.8133235,-5.7875,1.010258234,460,1,0
loglik[1384],-4.48932006,-4.4877,-4.66208475,-4.3216955,1.000568726,1500,1,0
loglik[1386],-4.30673026,-4.30609,-4.494318,-4.12888525,1.001701873,1200,1,0
loglik[1389],-4.28915448,-4.28872,-4.4758835,-4.11208125,1.001582718,1300,1,0
loglik[1392],-4.15837592,-4.15823,-4.37258325,-3.951265,1.003428514,580,1,0
loglik[1393],-6.40014548,-6.393165,-6.59985275,-6.237861,1.000994782,1500,1,0
loglik[1395],-4.574451133,-4.57283,-4.7495255,-4.39925825,1.001439754,1500,1,0
loglik[1398],-5.18370364,-5.180635,-5.3276445,-5.040341,1.004923012,460,1,0
loglik[1400],-6.434428393,-6.426945,-6.583696,-6.3392945,1.006751391,400,1,0
loglik[1402],-5.25683632,-5.25415,-5.42252575,-5.09429575,1.006019292,350,1,0
loglik[1403],-5.17577256,-5.1734,-5.31764175,-5.03496025,1.004788703,470,1,0
loglik[1404],-9.612301933,-9.597315,-10.3932425,-8.97116825,1.002577485,940,1,0
loglik[1406],-5.43888196,-5.43498,-5.49939625,-5.3938315,1.002855321,1200,1,0
loglik[1407],-5.0211116,-5.01879,-5.13202875,-4.9184475,1.001623109,1500,1,0
loglik[1411],-6.086399867,-6.080345,-6.127779,-6.07518,1.023494119,200,1,0
loglik[1414],-4.458445587,-4.451465,-4.7652385,-4.194274,1.027774379,77,1,0
loglik[1415],-6.684605147,-6.67514,-7.0024235,-6.43273725,1.026467946,79,1,0
loglik[1416],-5.146276027,-5.144075,-5.29311,-5.0204935,1.019124333,120,1,0
loglik[1417],-4.441097667,-4.433855,-4.7533105,-4.17070925,1.027601722,77,1,0
loglik[1419],-6.706254027,-6.69674,-7.0345935,-6.444452,1.026486803,79,1,0
loglik[1425],-5.052914393,-5.047385,-5.21996125,-4.92315625,1.028726879,76,1,0
loglik[1435],-5.44210408,-5.43768,-5.517214,-5.394595,1.028682071,85,1,0
loglik[1451],-5.296371427,-5.29307,-5.4740395,-5.13133275,1.01171811,220,1,0
loglik[1452],-5.16237832,-5.158535,-5.46088325,-4.87606875,1.008564374,330,1,0
loglik[1457],-5.327809727,-5.323665,-5.52970675,-5.14787375,1.009933076,280,1,0
loglik[1469],-4.43635426,-4.432765,-4.72320125,-4.18675275,1.018851702,130,1,0
loglik[1481],-5.397211113,-5.389975,-5.45395075,-5.38204475,1.023220991,200,1,0
loglik[1484],-4.91893972,-4.9149,-5.08649025,-4.79330975,1.015598845,170,1,0
loglik[1487],-4.713334687,-4.70175,-4.8030415,-4.68891,1.064871897,54,1,0
loglik[1498],-4.78491836,-4.776205,-4.90404575,-4.71237825,1.043874982,56,1,0
loglik[1500],-4.826859853,-4.817655,-4.955097,-4.73894175,1.039946052,61,1,0
loglik[1501],-4.755395093,-4.744975,-4.8744755,-4.69405125,1.055796349,47,1,0
loglik[1511],-4.811535393,-4.80245,-4.93202825,-4.72931575,1.036629773,68,1,0
loglik[1517],-4.62678524,-4.632415,-4.95721025,-4.30641675,1.003628326,790,1,0
loglik[1518],-5.830179333,-5.81276,-5.952326,-5.78758475,1.009762095,550,1,0
loglik[1524],-4.822337007,-4.81383,-4.948713,-4.73560325,1.033710075,74,1,0
loglik[1531],-4.24346044,-4.23414,-4.50781425,-4.01095875,1.031669401,75,1,0
loglik[1536],-4.878754713,-4.87169,-5.0269265,-4.77231325,1.02749056,91,1,0
loglik[1539],-5.390714207,-5.385905,-5.42562575,-5.38204,1.029550892,300,1,0
loglik[1541],-4.27982786,-4.27051,-4.54418425,-4.0473235,1.031669233,75,1,0
loglik[1542],-4.16539492,-4.15527,-4.43944925,-3.9318485,1.039264564,59,1,0
loglik[1544],-4.87390976,-4.867505,-5.02818275,-4.76616325,1.020935675,120,1,0
loglik[1548],-4.583811207,-4.588215,-4.89439925,-4.2871145,1.007252009,380,1,0
loglik[1558],-4.453306513,-4.455015,-4.7431885,-4.19017475,1.014046764,190,1,0
loglik[1560],-5.916482187,-5.90738,-6.08067325,-5.80351225,1.025563692,91,1,0
loglik[1562],-4.175740727,-4.165275,-4.452076,-3.940537,1.041395608,55,1,0
loglik[1564],-4.340941093,-4.334735,-4.61368975,-4.10820675,1.028892752,83,1,0
loglik[1568],-4.878754713,-4.87169,-5.0269265,-4.77231325,1.02749056,91,1,0
loglik[1573],-4.27982786,-4.27051,-4.54418425,-4.0473235,1.031669233,75,1,0
loglik[1577],-4.822337007,-4.81383,-4.948713,-4.73560325,1.033710075,74,1,0
loglik[1578],-4.347547393,-4.34363,-4.6333485,-4.101314,1.02059307,120,1,0
loglik[1579],-4.84190414,-4.833295,-4.97607275,-4.74878125,1.032561986,76,1,0
loglik[1584],-4.869681147,-4.8632,-5.022234,-4.76334975,1.021872933,120,1,0
loglik[1599],-5.399517947,-5.393105,-5.454975,-5.38206,1.025981302,110,1,0
loglik[1603],-5.874633127,-5.86128,-6.0229845,-5.7903895,1.014830682,180,1,0
loglik[1605],-4.297571553,-4.28695,-4.55843025,-4.06747375,1.033475182,70,1,0
loglik[1611],-4.497071867,-4.499075,-4.78808975,-4.230255,1.013316798,200,1,0
loglik[1612],-5.818706127,-5.80265,-5.91985975,-5.78753475,1.011424965,630,1,0
loglik[1613],-4.914239773,-4.90803,-5.078675,-4.79457675,1.019847242,130,1,0
loglik[1614],-5.42790986,-5.416915,-5.53615675,-5.38221,1.003683801,690,1,0
loglik[1615],-5.090222753,-5.08625,-5.33658975,-4.8791975,1.001442858,1500,1,0
loglik[1619],-4.61811128,-4.623985,-4.94590225,-4.30114425,1.003954671,730,1,0
loglik[1623],-6.30540746,-6.28493,-6.57315425,-6.12261575,1.011869064,230,1,0
loglik[1627],-3.96040776,-3.964195,-4.23464575,-3.677221,1.004232935,470,1,0
loglik[1638],-4.01746712,-4.021305,-4.27962,-3.742907,1.004011239,500,1,0
loglik[1639],-4.745844927,-4.740245,-4.83759575,-4.69084375,1.008305481,400,1,0
loglik[1642],-4.095860493,-4.100105,-4.355327,-3.82356775,1.003938292,510,1,0
loglik[1643],-4.7624941,-4.757545,-4.85856225,-4.6962875,1.00532163,490,1,0
loglik[1646],-4.3355099,-4.3382,-4.59268875,-4.0719845,1.003835112,520,1,0
loglik[1650],-7.122145733,-7.08435,-7.6131775,-6.89059475,1.016217433,260,1,0
loglik[1652],-4.733898933,-4.727705,-4.816364,-4.68932475,1.008975387,400,1,0
loglik[1659],-3.127951133,-3.124615,-3.36525075,-2.8918685,1.01373247,160,1,0
loglik[1663],-3.333364773,-3.332685,-3.54661325,-3.1258995,1.014920953,150,1,0
loglik[1664],-3.66430904,-3.666525,-3.86857275,-3.45665925,1.017963279,130,1,0
loglik[1669],-4.70989358,-4.704825,-4.759017,-4.68896475,1.010932968,210,1,0
loglik[1671],-3.8012515,-3.802395,-4.011696,-3.58022125,1.018687521,130,1,0
loglik[1672],-3.28771722,-3.28539,-3.50732925,-3.07540425,1.014610862,150,1,0
loglik[1675],-3.493130953,-3.49473,-3.695089,-3.29730525,1.016305645,130,1,0
loglik[1678],-3.925000773,-3.927855,-4.16409975,-3.6775545,1.018454015,130,1,0
loglik[1681],-5.50010382,-5.48626,-5.67068975,-5.40087575,1.030903552,110,1,0
loglik[1682],-3.321952867,-3.321205,-3.53839325,-3.11342025,1.014840194,150,1,0
loglik[1683],-5.749461327,-5.73511,-6.0092695,-5.55572175,1.020387979,120,1,0
loglik[1689],-4.177843013,-4.177885,-4.46014675,-3.893464,1.017410271,140,1,0
loglik[1690],-3.66430904,-3.666525,-3.86857275,-3.45665925,1.017963279,130,1,0
loglik[1691],-7.07090996,-7.05063,-7.62229475,-6.616131,1.016755729,130,1,0
loglik[1703],-4.694271873,-4.691345,-4.71777425,-4.68889,1.044198333,370,1,0
loglik[1714],-3.630073307,-3.63302,-3.833772,-3.427203,1.017668524,130,1,0
loglik[1715],-3.812663307,-3.813255,-4.0235365,-3.59046325,1.018709932,130,1,0
loglik[1719],-3.781200493,-3.782615,-3.9891855,-3.56254425,1.018583651,120,1,0
loglik[1724],-3.75837676,-3.759975,-3.965963,-3.541025,1.018484645,120,1,0
loglik[1726],-4.716141473,-4.71092,-4.77240675,-4.68908,1.010996314,200,1,0
loglik[1728],-5.724888147,-5.711735,-5.97944875,-5.539634,1.021107772,120,1,0
loglik[1734],-3.630073307,-3.63302,-3.833772,-3.427203,1.017668524,130,1,0
loglik[1737],-11.75453377,-11.6855,-13.3418175,-10.4166325,1.018402577,130,1,0
loglik[1739],-3.65289716,-3.655395,-3.8575185,-3.445853,1.017869046,130,1,0
loglik[1741],-3.94960562,-3.95183,-4.180362,-3.70762025,1.018579322,130,1,0
loglik[1745],-4.25772626,-4.255915,-4.56503125,-3.96052525,1.016930147,140,1,0
loglik[1746],-4.349021147,-4.34532,-4.68445825,-4.02631,1.01640237,140,1,0
loglik[1747],-4.08932094,-4.09135,-4.350822,-3.82613075,1.018009036,130,1,0
loglik[1748],-4.280549927,-4.27728,-4.5959205,-3.9773545,1.016795364,140,1,0
loglik[1749],-6.356759093,-6.337,-6.75073875,-6.07378675,1.024512285,120,1,0
loglik[1754],-3.929087113,-3.929505,-4.253783,-3.62560625,1.021479527,98,1,0
loglik[1755],-3.972456673,-3.970615,-4.28120575,-3.685176,1.021067343,100,1,0
loglik[1758],-4.761122053,-4.754925,-4.86780425,-4.69679475,1.024818772,110,1,0
loglik[1762],-6.186964553,-6.160245,-6.60266725,-5.8987745,1.01864762,110,1,0
loglik[1766],-4.762036747,-4.75403,-4.8786555,-4.694016,1.02760462,99,1,0
loglik[1767],-4.74208888,-4.733845,-4.84411925,-4.6898565,1.029273176,100,1,0
loglik[1768],-5.419090047,-5.40838,-5.51776625,-5.3822095,1.01959725,150,1,0
loglik[1769],-6.002578827,-5.989235,-6.23579075,-5.84450825,1.016384842,130,1,0
loglik[1772],-8.67034184,-8.644025,-9.501414,-7.9740095,1.012751921,160,1,0
loglik[1774],-4.118332127,-4.114685,-4.40684775,-3.8477945,1.020096678,100,1,0
loglik[1780],-4.767252,-4.759465,-4.8851045,-4.69652475,1.02675807,100,1,0
loglik[1786],-4.69950022,-4.69326,-4.74797075,-4.68889,1.060712413,73,1,0
loglik[1788],-3.39730208,-3.382735,-3.81658075,-3.06316625,1.050583031,49,1,0
loglik[1791],-3.982226333,-3.977985,-4.26033075,-3.7358905,1.026677576,88,1,0
loglik[1792],-3.904160873,-3.89595,-4.1809215,-3.66908525,1.035843218,66,1,0
loglik[1793],-3.55854784,-3.545545,-3.9327025,-3.2662005,1.052956813,46,1,0
loglik[1794],-3.67863854,-3.668415,-3.9971865,-3.42114825,1.05270035,46,1,0
loglik[1795],-3.86038498,-3.854905,-4.13755075,-3.619389,1.031787953,74,1,0
loglik[1796],-8.266756253,-8.23668,-9.22180875,-7.47575,1.016462904,140,1,0
loglik[1797],-4.044288093,-4.0413,-4.32483925,-3.785496,1.021774252,110,1,0
loglik[1799],-4.703125707,-4.69558,-4.758812,-4.68889475,1.057820596,67,1,0
loglik[1802],-4.10500558,-4.104715,-4.39256075,-3.83126975,1.015641724,150,1,0
loglik[1805],-4.707368727,-4.69866,-4.77083875,-4.68891,1.022178108,250,1,0
loglik[1807],-3.45801984,-3.44504,-3.84979375,-3.148454,1.052118435,47,1,0
loglik[1809],-3.879483273,-3.86915,-4.16068575,-3.65122225,1.040622498,58,1,0
loglik[1813],-14.8767216,-14.8957,-17.411535,-12.358755,1.039102731,57,1,0
loglik[1818],-3.86079118,-3.85046,-4.1419905,-3.632527,1.040622315,58,1,0
loglik[1820],-6.74627128,-6.72207,-7.2939305,-6.35579325,1.010610153,220,1,0
loglik[1822],-3.808747573,-3.797855,-4.09585275,-3.57475925,1.045578566,52,1,0
loglik[1824],-3.790993553,-3.78047,-4.07230575,-3.56228325,1.039705171,59,1,0
loglik[1825],-4.700058407,-4.693565,-4.74881775,-4.68889,1.05993903,72,1,0
loglik[1827],-3.9648784,-3.96175,-4.241056,-3.7198065,1.028711352,82,1,0
loglik[1828],-3.643536687,-3.63301,-3.9474515,-3.39358375,1.051201191,47,1,0
loglik[1829],-3.674868207,-3.66426,-3.9825275,-3.42400025,1.051568702,46,1,0
loglik[1831],-3.782725827,-3.7723,-4.07554225,-3.540452,1.047636785,50,1,0
loglik[1832],-3.782725827,-3.7723,-4.07554225,-3.540452,1.047636785,50,1,0
loglik[1834],-3.862135547,-3.851085,-4.14459275,-3.62855525,1.042386906,56,1,0
loglik[1838],-3.782725827,-3.7723,-4.07554225,-3.540452,1.047636785,50,1,0
loglik[1839],-5.463522,-5.451785,-5.6100005,-5.38450475,1.014465246,150,1,0
