"","b[1]","b[2]","b[3]","b[4]","b[5]","b[6]","sigma","phi","bpvalue"
"586",3.893,0.261148,0.438978,-0.102994,0.253477,-0.725957,0.128139,0.265697,0
"587",3.84531,0.329744,0.340755,-0.00820215,0.247054,-0.634983,0.126774,0.257832,1
"588",4.05714,0.119788,0.430376,-0.0979703,0.165149,-0.837867,0.122358,0.259128,1
"589",3.90807,0.296458,0.319313,0.0545806,0.268492,-0.703562,0.132053,0.280724,1
"590",3.79748,0.367947,0.228391,0.149602,0.279698,-0.540827,0.128533,0.255399,1
"591",3.87722,0.336032,0.425869,-0.297503,0.17542,-0.700553,0.130223,0.263802,0
"592",3.9081,0.300591,0.309048,0.0101297,0.242445,-0.704338,0.122972,0.253324,0
"593",3.99026,0.19467,0.336479,0.0141971,0.227046,-0.804161,0.123517,0.248259,0
"594",3.94589,0.160227,0.341147,-0.0281014,0.215207,-0.653405,0.127033,0.270509,1
"595",3.67319,0.435132,0.307155,-0.00756615,0.232671,-0.448533,0.122132,0.2641,0
"596",3.79989,0.373161,0.320835,-0.0287726,0.241207,-0.679185,0.127405,0.267728,1
"597",3.92462,0.128514,0.347457,-0.0767806,0.225722,-0.725848,0.127156,0.283494,0
"598",3.87347,0.410037,0.336025,-0.0829491,0.235934,-0.680996,0.132187,0.263595,1
"599",3.94965,0.255564,0.39163,-0.227394,0.191161,-0.774756,0.121571,0.252249,1
"600",3.79412,0.241868,0.355398,-0.0654777,0.23921,-0.546372,0.117138,0.258485,0
"601",3.96041,0.234298,0.271349,-0.0407505,0.253011,-0.758091,0.131069,0.251254,1
"602",3.79178,0.355574,0.376464,-0.14822,0.16781,-0.535578,0.13341,0.268412,1
"603",3.72921,0.297945,0.38815,-0.0195138,0.187806,-0.567842,0.126239,0.279556,1
"604",3.88541,0.382378,0.378955,-0.034929,0.218881,-0.735553,0.124406,0.286801,1
"605",3.92219,0.308054,0.308726,-0.0400885,0.2243,-0.711807,0.132363,0.270335,0
"606",3.85645,0.271895,0.425182,-0.12124,0.216192,-0.69427,0.132182,0.282402,1
"607",4.01566,0.323817,0.326725,0.00416343,0.252269,-0.788641,0.129547,0.277245,1
"608",3.86056,0.388776,0.364766,-0.0947087,0.25046,-0.693209,0.122052,0.255948,0
"609",3.88577,0.384329,0.32644,0.0196908,0.248091,-0.629765,0.138925,0.282141,0
"610",3.87631,0.237449,0.351546,-0.0216675,0.196142,-0.654874,0.123657,0.257116,0
"611",3.97946,0.331377,0.340081,-0.0587692,0.267719,-0.781129,0.127638,0.257702,0
"612",3.75528,0.329373,0.290747,-0.114952,0.249627,-0.585493,0.126248,0.268933,1
"613",3.76359,0.415851,0.290545,0.0151792,0.251134,-0.576412,0.121384,0.284085,0
"614",3.67111,0.521425,0.354495,-0.172885,0.26269,-0.467758,0.131977,0.27963,0
"615",3.81897,0.378796,0.321843,-0.0301373,0.232677,-0.599772,0.128431,0.256996,1
"616",3.95131,0.143292,0.266364,0.180506,0.251653,-0.786367,0.12854,0.272771,1
"617",3.90232,0.308986,0.338957,-0.0543218,0.300813,-0.678083,0.122007,0.281391,1
"618",3.72427,0.417523,0.30478,-0.0647886,0.248647,-0.528785,0.132919,0.271144,1
"619",3.84189,0.349033,0.40914,-0.108937,0.247627,-0.702785,0.132204,0.278057,1
"620",3.79997,0.434099,0.284478,0.108897,0.256785,-0.567103,0.127085,0.229,0
"621",3.80587,0.345891,0.418686,-0.232017,0.189852,-0.613845,0.122017,0.281071,1
"622",3.86475,0.324308,0.312332,-0.0181372,0.256033,-0.650691,0.123789,0.252945,0
"623",4.03233,0.208286,0.369341,-0.0756161,0.248368,-0.864581,0.125489,0.256035,1
"624",3.92747,0.31271,0.382841,-0.180175,0.241685,-0.698661,0.128878,0.278832,1
"625",3.90558,0.293188,0.285638,0.00243743,0.278977,-0.704454,0.128234,0.236633,0
"626",3.92884,0.274575,0.328562,-0.0341914,0.246198,-0.704551,0.12876,0.275646,0
"627",3.69759,0.43274,0.45307,-0.179893,0.209555,-0.523908,0.127583,0.267387,0
"628",3.79396,0.294743,0.323683,-0.0218156,0.227413,-0.613336,0.132048,0.258639,1
"629",3.96833,0.306557,0.324949,-0.0614502,0.247836,-0.73959,0.12579,0.282891,1
"630",3.91659,0.397576,0.355044,-0.0585884,0.232728,-0.735271,0.128226,0.261194,1
"631",3.93121,0.312697,0.286159,-0.00169511,0.281738,-0.756435,0.131799,0.275008,0
"632",3.80138,0.244245,0.28755,0.0230624,0.229181,-0.524432,0.126892,0.252621,1
"633",3.66819,0.431869,0.324972,-0.00990645,0.294957,-0.485543,0.131886,0.27426,1
"634",3.78655,0.439139,0.37935,-0.164589,0.269005,-0.565604,0.133113,0.272095,1
"635",3.95967,0.281192,0.376629,-0.0932319,0.18732,-0.785857,0.129399,0.280065,0
"636",3.82562,0.417541,0.402573,-0.112726,0.196464,-0.598125,0.133732,0.263335,0
"637",3.91815,0.370699,0.372175,-0.0679375,0.25848,-0.752053,0.123632,0.249228,1
"638",3.72581,0.359952,0.325708,-0.0713778,0.224404,-0.575675,0.119454,0.268498,0
"639",3.79894,0.374424,0.372872,-0.226959,0.208343,-0.631142,0.12047,0.274765,0
"640",3.72369,0.391528,0.370184,-0.0668928,0.218744,-0.529682,0.118287,0.28197,1
"641",3.82197,0.426302,0.337364,-0.0322121,0.2372,-0.65022,0.122873,0.276645,1
"642",3.8176,0.293126,0.300286,0.0879016,0.226089,-0.58741,0.127664,0.257364,0
"643",3.74868,0.350861,0.37418,-0.146583,0.179365,-0.541248,0.120213,0.261117,1
"644",3.78471,0.249025,0.353417,-0.116044,0.167697,-0.58745,0.127753,0.268292,0
"645",3.84056,0.333018,0.347706,-0.00485636,0.203622,-0.601756,0.125231,0.288561,1
"646",3.6771,0.467721,0.392199,-0.109932,0.183639,-0.501659,0.132938,0.258427,0
"647",3.82542,0.35858,0.371928,-0.0552239,0.23244,-0.64298,0.129597,0.266267,1
"648",3.80676,0.376201,0.31285,-0.0205762,0.275348,-0.694986,0.119581,0.254778,0
"649",3.87829,0.285802,0.317851,0.0631184,0.265881,-0.6882,0.123305,0.271314,1
"650",3.95302,0.156708,0.348202,-0.0753812,0.169382,-0.729329,0.129235,0.267809,1
"651",3.84195,0.186647,0.406473,-0.0265773,0.180944,-0.621213,0.127179,0.250219,1
"652",3.81024,0.389043,0.431351,-0.176282,0.196932,-0.660592,0.123947,0.254326,1
"653",3.90057,0.214035,0.301949,-0.106215,0.260462,-0.553617,0.12591,0.268638,1
"654",3.81434,0.502441,0.374708,-0.0972516,0.20016,-0.72892,0.133289,0.266564,0
"655",3.9024,0.38823,0.331331,-0.109972,0.228902,-0.705809,0.123962,0.278783,1
"656",3.83704,0.361395,0.295757,-0.0407641,0.281458,-0.668503,0.122785,0.253115,1
"657",3.85324,0.325449,0.415744,-0.206277,0.225842,-0.625145,0.137787,0.266361,0
"658",3.95,0.294157,0.361566,-0.0779937,0.219666,-0.746276,0.123119,0.258159,0
"659",3.76976,0.400228,0.322839,0.0595996,0.239197,-0.633203,0.120497,0.266042,0
"660",3.88439,0.233491,0.367856,-0.129283,0.234691,-0.676756,0.122091,0.278267,0
"661",3.88448,0.338523,0.340441,-0.00175539,0.24493,-0.657051,0.129399,0.268889,0
"662",3.77939,0.542494,0.353447,-0.00611039,0.25845,-0.669822,0.127536,0.267466,0
"663",3.79213,0.296162,0.372719,0.0123479,0.233116,-0.593124,0.122636,0.279139,1
"664",3.82468,0.301636,0.416391,-0.166589,0.248786,-0.61226,0.130837,0.247513,1
"665",3.91123,0.296402,0.350291,-0.142497,0.236811,-0.730546,0.123371,0.289015,1
"666",3.93872,0.191138,0.39828,-0.0764604,0.213655,-0.699435,0.12233,0.252481,1
"667",4.04073,0.239794,0.417604,-0.116139,0.153884,-0.793221,0.122228,0.289494,1
"668",3.88946,0.343122,0.414872,-0.135954,0.231112,-0.653053,0.124669,0.279059,0
"669",3.84881,0.285289,0.313943,-0.063391,0.288223,-0.694375,0.133048,0.250613,1
"670",3.73119,0.500993,0.355529,-0.1293,0.229693,-0.556652,0.125293,0.25224,1
"671",3.778,0.303811,0.292867,-0.122281,0.237099,-0.63564,0.124252,0.262194,1
"672",3.85424,0.422191,0.334008,-0.0974984,0.239369,-0.639947,0.122507,0.280742,1
"673",3.91805,0.316453,0.316994,-0.0717943,0.20523,-0.696298,0.131247,0.263241,1
"674",3.8242,0.223582,0.308028,0.01161,0.245845,-0.598248,0.127024,0.26239,1
"675",3.76824,0.41148,0.358846,-0.0412812,0.206828,-0.603831,0.132561,0.265662,0
"676",4.04595,0.20608,0.452617,-0.293607,0.174583,-0.849641,0.12346,0.279507,1
"677",3.79743,0.44451,0.378611,-0.128449,0.181269,-0.70557,0.125249,0.250621,0
"678",3.76212,0.359644,0.356603,-0.0532205,0.239337,-0.623722,0.13319,0.263038,0
"679",3.80361,0.306579,0.357315,-0.133421,0.27487,-0.608789,0.125883,0.247398,0
"680",3.71323,0.449075,0.352741,-0.133201,0.259536,-0.450379,0.128511,0.289186,1
"681",3.8275,0.345335,0.287072,0.0330243,0.204601,-0.611937,0.127873,0.257507,0
"682",3.88404,0.335244,0.338116,0.0524599,0.235269,-0.755276,0.120675,0.243586,0
"683",3.93619,0.187398,0.286903,0.0496887,0.273938,-0.702073,0.124638,0.269118,1
"684",3.79526,0.268279,0.305205,-0.0885981,0.227677,-0.565899,0.121718,0.278739,1
"685",3.96494,0.169119,0.386935,-0.0713251,0.181294,-0.813794,0.128155,0.254871,1
"686",3.84977,0.324542,0.319349,-0.0554562,0.217753,-0.659336,0.124748,0.248784,0
"687",3.74555,0.457397,0.366702,-0.00986875,0.235714,-0.555946,0.126278,0.288117,0
"688",3.91459,0.181942,0.2821,0.0143781,0.233417,-0.680585,0.125212,0.266379,1
"689",3.91943,0.344018,0.413557,-0.0588415,0.188711,-0.740608,0.116049,0.278343,1
"690",3.83954,0.350557,0.392267,-0.150359,0.204516,-0.672,0.123653,0.271136,1
"691",3.94147,0.250898,0.384214,-0.00262609,0.174769,-0.709176,0.119158,0.2699,1
"692",3.88459,0.252402,0.351276,-0.0555901,0.198805,-0.698006,0.1213,0.261323,0
"693",3.90786,0.359201,0.362909,-0.100719,0.27623,-0.770484,0.130394,0.265584,1
"694",3.88867,0.284274,0.403795,-0.20695,0.199141,-0.721597,0.127901,0.247382,0
"695",3.8591,0.406616,0.323058,0.0376793,0.218013,-0.739941,0.117508,0.301559,0
"696",3.61856,0.451104,0.319545,-0.123298,0.258217,-0.407848,0.127595,0.268655,1
"697",3.91618,0.169294,0.395921,-0.0231777,0.21405,-0.71486,0.132503,0.258245,1
"698",3.8107,0.427038,0.438613,-0.200921,0.160629,-0.608527,0.124616,0.259945,1
"699",3.88111,0.35244,0.348474,0.0502384,0.267662,-0.662253,0.121089,0.278336,1
"700",3.70418,0.462304,0.382258,-0.138466,0.241603,-0.474835,0.125258,0.267854,1
"701",3.84941,0.319531,0.334441,0.0596501,0.256566,-0.668041,0.131991,0.253913,1
"702",3.85176,0.285384,0.331983,0.0145441,0.208031,-0.698147,0.125834,0.254565,1
"703",3.82927,0.354266,0.322123,-0.137323,0.263982,-0.578782,0.128972,0.281803,1
"704",3.6495,0.472468,0.363787,-0.132108,0.248984,-0.481873,0.132083,0.281117,1
"705",3.83069,0.494019,0.340339,-0.174965,0.264636,-0.638868,0.123878,0.258422,1
"706",3.83688,0.215766,0.318378,-0.177722,0.195755,-0.566258,0.12909,0.254039,0
"707",3.7767,0.380145,0.399066,-0.222421,0.238721,-0.558584,0.125712,0.273346,1
"708",3.87606,0.406501,0.358154,-0.0156846,0.218985,-0.693259,0.125175,0.271436,0
"709",3.76603,0.378298,0.315007,-0.101996,0.254197,-0.540214,0.121185,0.285942,0
"710",3.89423,0.387346,0.341647,0.0257626,0.229875,-0.735389,0.12944,0.253352,1
"711",3.77266,0.396916,0.322025,-0.0897182,0.284645,-0.576024,0.132185,0.269233,0
"712",3.90977,0.341357,0.437205,-0.152233,0.160959,-0.758546,0.119328,0.268164,1
"713",3.93772,0.308697,0.344946,-0.0614978,0.236618,-0.703009,0.118917,0.271356,1
"714",3.81332,0.427643,0.333062,-0.0418796,0.236689,-0.631289,0.131859,0.25489,1
"715",3.8367,0.240596,0.312922,-0.00410988,0.261281,-0.647729,0.131263,0.274546,1
"716",3.6944,0.361768,0.320872,0.0292715,0.213234,-0.51904,0.125099,0.274407,1
"717",3.77293,0.3503,0.345083,-0.0280719,0.26198,-0.590385,0.129265,0.254193,1
"718",3.904,0.20001,0.425876,-0.120685,0.276001,-0.706592,0.120604,0.26051,1
"719",3.87246,0.318679,0.398874,-0.128771,0.255229,-0.740432,0.131648,0.262446,0
"720",3.79987,0.240256,0.387385,-0.207543,0.214414,-0.597894,0.127518,0.243234,1
"721",3.76705,0.495774,0.316617,-0.0322525,0.197541,-0.644508,0.12252,0.291218,0
"722",3.92356,0.262515,0.386352,-0.0441895,0.232766,-0.725318,0.126048,0.273033,1
"723",3.72424,0.544495,0.423432,-0.320424,0.234675,-0.559649,0.125938,0.256049,0
"724",3.80132,0.34746,0.337141,-0.0400844,0.200624,-0.656186,0.125444,0.281943,1
"725",3.69075,0.479913,0.282214,-0.0226617,0.289094,-0.457237,0.126692,0.284636,0
"726",3.82845,0.365991,0.349166,-0.0337298,0.207094,-0.652007,0.127152,0.261613,1
"727",3.89929,0.343886,0.356917,0.015025,0.237714,-0.666467,0.121863,0.266068,1
"728",3.88037,0.285268,0.343629,-0.0354381,0.26904,-0.65286,0.133089,0.274664,1
"729",3.81269,0.385195,0.375338,-0.0571928,0.233051,-0.658555,0.124512,0.276808,0
"730",4.05946,0.21651,0.274001,0.054455,0.241999,-0.797722,0.121983,0.256625,1
"731",3.90547,0.268486,0.309085,-0.106515,0.268076,-0.649535,0.122858,0.26994,0
"732",3.85418,0.252273,0.383991,-0.177144,0.167861,-0.615307,0.134598,0.288764,1
"733",3.83372,0.28978,0.407856,-0.269537,0.162464,-0.631833,0.125844,0.265066,0
"734",3.81709,0.507389,0.347801,-0.159469,0.202576,-0.663591,0.134314,0.261214,0
"735",3.83267,0.468695,0.375378,-0.0369921,0.256865,-0.674324,0.124711,0.256457,0
"736",3.83051,0.412861,0.384333,-0.0663803,0.282734,-0.655743,0.122821,0.267594,0
"737",3.79964,0.292101,0.362553,-0.00925073,0.195915,-0.52341,0.124293,0.27862,1
"738",3.8673,0.256699,0.377544,0.00148975,0.162488,-0.671543,0.129736,0.273432,1
"739",3.82459,0.265416,0.35224,-0.0793386,0.209109,-0.610154,0.126061,0.257954,0
"740",3.79831,0.364943,0.343116,-0.159044,0.205662,-0.584273,0.128231,0.270728,0
"741",3.85016,0.41614,0.445135,-0.154232,0.235546,-0.65553,0.131043,0.269714,1
"742",3.85584,0.275366,0.295814,-0.0704177,0.238877,-0.651549,0.123177,0.267757,0
"743",3.87343,0.315175,0.452008,-0.237862,0.136923,-0.659431,0.120797,0.2594,0
"744",3.80085,0.343645,0.370178,-0.03563,0.260402,-0.616443,0.123943,0.271566,1
"745",3.87589,0.415724,0.445495,-0.172418,0.183344,-0.70488,0.122142,0.264915,0
"746",3.74857,0.346552,0.354364,-0.124467,0.19712,-0.566065,0.129753,0.264292,0
"747",3.94458,0.241984,0.395194,-0.0985091,0.185304,-0.788818,0.12681,0.267515,0
"748",3.70313,0.399581,0.289705,-0.0392478,0.238066,-0.569027,0.125502,0.260523,1
"749",3.86061,0.415005,0.300333,-0.0172795,0.21661,-0.691459,0.128124,0.269647,1
"750",3.85602,0.338291,0.402573,-0.211124,0.196341,-0.6362,0.128534,0.275921,1
"751",3.82718,0.443337,0.276766,0.137339,0.272256,-0.603933,0.134702,0.254903,1
"752",3.82547,0.366699,0.39197,-0.0961417,0.230819,-0.608019,0.126656,0.271791,1
"753",3.75829,0.428154,0.372477,-0.0663992,0.29024,-0.496441,0.123425,0.274873,1
"754",3.79901,0.349343,0.365067,-0.0812712,0.264983,-0.542184,0.129855,0.28331,1
"755",3.90233,0.329402,0.431214,-0.105535,0.164643,-0.734964,0.126119,0.255984,0
"756",4.01006,0.198347,0.284995,-0.0472351,0.25161,-0.787921,0.130966,0.246458,1
"757",3.80196,0.307635,0.356392,-0.0783852,0.218917,-0.664578,0.131849,0.270122,1
"758",3.92694,0.213778,0.316712,-0.00267275,0.259148,-0.69459,0.132179,0.268347,1
"759",3.9396,0.157313,0.325052,-0.012154,0.2529,-0.717245,0.124028,0.251769,1
"760",3.83941,0.225598,0.39672,-0.166101,0.196548,-0.573276,0.131,0.26511,1
"761",3.81348,0.345755,0.43303,-0.0618969,0.238462,-0.648285,0.11569,0.255681,1
"762",3.95459,0.278281,0.376881,-0.065639,0.220373,-0.77191,0.117803,0.265318,1
"763",3.90763,0.271736,0.342578,-0.0204589,0.252134,-0.741067,0.123788,0.264111,1
"764",3.88748,0.394838,0.439633,-0.110207,0.197815,-0.710346,0.123654,0.27191,1
"765",3.99325,0.232001,0.39286,0.0351801,0.247294,-0.75719,0.133222,0.270322,0
"766",3.7301,0.263316,0.319395,0.04865,0.234567,-0.524364,0.127532,0.256313,0
"767",3.89995,0.110381,0.338006,-0.0696135,0.224749,-0.62118,0.128055,0.270435,1
"768",3.87503,0.324611,0.34403,0.0247835,0.193384,-0.683545,0.127388,0.269769,0
"769",3.8992,0.467172,0.318426,-0.0274336,0.269869,-0.755135,0.128128,0.279416,1
"770",3.92505,0.19341,0.467247,-0.107464,0.268078,-0.710268,0.118534,0.268915,0
"771",3.92025,0.285974,0.295921,-0.0999093,0.191202,-0.677283,0.124277,0.262873,1
"772",3.74065,0.345914,0.318955,-0.0344195,0.22518,-0.48977,0.122625,0.254568,1
"773",3.79841,0.321557,0.410397,-0.184451,0.206622,-0.622291,0.122622,0.274249,1
"774",3.87273,0.276918,0.37154,-0.0281156,0.210518,-0.683433,0.124837,0.273944,0
"775",3.96814,0.191256,0.376423,-0.00331044,0.19293,-0.749573,0.125872,0.248778,1
"776",3.85492,0.275866,0.315353,0.0207854,0.248851,-0.671588,0.122572,0.265898,1
"777",3.81428,0.268445,0.360928,-0.0337639,0.18858,-0.640538,0.124227,0.251972,1
"778",3.79371,0.462559,0.330457,-0.093187,0.244223,-0.579819,0.121611,0.265686,0
"779",3.78711,0.325831,0.23984,0.00904681,0.267091,-0.613916,0.123941,0.257044,0
"780",3.79475,0.327116,0.326353,-0.0357844,0.199888,-0.591128,0.130464,0.264348,1
"781",3.89608,0.319252,0.367346,-0.158695,0.215778,-0.671637,0.130412,0.25752,0
"782",3.87443,0.268194,0.408203,-0.141942,0.221259,-0.657884,0.132737,0.275132,1
"783",3.97797,0.357418,0.310082,0.057991,0.221773,-0.739157,0.119595,0.258244,1
"784",3.87185,0.283978,0.357512,-0.0825456,0.219679,-0.624642,0.117026,0.246146,1
"785",3.90102,0.329044,0.374059,-0.142701,0.19401,-0.675806,0.122855,0.27278,1
"786",3.92633,0.26213,0.361533,-0.0321317,0.25657,-0.70906,0.134138,0.249401,0
"787",3.78937,0.441339,0.397669,-0.102032,0.197856,-0.653422,0.133097,0.247903,1
"788",3.81962,0.425718,0.258752,0.063849,0.282976,-0.614389,0.127695,0.250268,0
"789",4.0141,0.176123,0.429964,-0.144129,0.182582,-0.728739,0.131604,0.267797,1
"790",3.86476,0.337716,0.341671,-0.0649982,0.215034,-0.608087,0.123447,0.271456,1
"791",3.80832,0.392538,0.237876,0.0428144,0.237002,-0.587927,0.124156,0.250736,0
"792",3.93542,0.17905,0.316642,-0.0399555,0.203432,-0.699222,0.131749,0.285268,1
"793",3.87785,0.307328,0.426282,-0.100125,0.267706,-0.70931,0.135422,0.250314,0
"794",3.74673,0.340512,0.309595,-0.11559,0.274637,-0.56169,0.121735,0.28052,1
"795",3.83516,0.289342,0.426632,-0.108603,0.184678,-0.667246,0.127503,0.256644,1
"796",3.92545,0.272026,0.290735,0.00560531,0.243208,-0.649794,0.127632,0.264458,1
"797",3.91129,0.307086,0.362445,0.0721904,0.203595,-0.693941,0.129664,0.273941,0
"798",3.85155,0.280337,0.355696,-0.100671,0.227988,-0.665441,0.125111,0.279898,0
"799",3.98677,0.334685,0.351674,-0.0112455,0.234621,-0.827307,0.125762,0.257387,1
"800",3.8759,0.296258,0.294362,0.0484645,0.262033,-0.618066,0.123728,0.270718,1
"801",3.61682,0.496944,0.280596,0.00973602,0.231658,-0.485567,0.13434,0.271577,0
"802",3.98924,0.220935,0.366383,-0.0154469,0.192341,-0.871454,0.122965,0.247768,0
"803",3.7412,0.393124,0.272074,-0.0208489,0.198264,-0.535921,0.126575,0.254064,0
"804",3.78763,0.386294,0.325678,-0.0860718,0.150193,-0.522221,0.129869,0.248424,1
"805",3.98128,0.221094,0.388948,-0.0403314,0.222798,-0.754917,0.116959,0.263788,1
"806",3.87723,0.406513,0.368091,-0.1306,0.237627,-0.685235,0.128086,0.258598,0
"807",3.86549,0.287606,0.393723,0.00395859,0.269512,-0.630778,0.128537,0.25313,1
"808",3.76665,0.373423,0.379994,-0.194383,0.243407,-0.599665,0.122814,0.281565,1
"809",3.80406,0.357465,0.430868,-0.141592,0.224978,-0.611121,0.129029,0.273215,1
"810",3.90579,0.196053,0.295247,0.00688638,0.216484,-0.622588,0.130985,0.265731,1
"811",3.80787,0.358488,0.401014,-0.0124592,0.234849,-0.641128,0.118684,0.275221,1
"812",3.59005,0.562637,0.394522,-0.185174,0.189305,-0.424561,0.127959,0.266198,1
"813",3.72657,0.33699,0.377752,-0.150477,0.251739,-0.502024,0.119288,0.272071,1
"814",3.76675,0.364871,0.43937,-0.161007,0.217039,-0.591529,0.132033,0.25506,0
"815",3.75443,0.45569,0.41608,-0.123072,0.191602,-0.555179,0.129916,0.2618,1
"816",3.78469,0.33687,0.329497,-0.0620105,0.260456,-0.546825,0.117857,0.256027,0
"817",3.76026,0.379349,0.350533,-0.0407212,0.264248,-0.635365,0.121867,0.275076,0
"818",4.04082,0.0879849,0.291597,0.0645538,0.209627,-0.772662,0.114658,0.281559,1
"819",3.79843,0.339351,0.4195,-0.10258,0.25203,-0.575746,0.132845,0.283589,0
"820",3.76342,0.326451,0.316988,0.0557677,0.283055,-0.491683,0.126826,0.261611,1
"821",3.9117,0.316446,0.362417,-0.11297,0.21859,-0.697759,0.123234,0.267643,1
"822",3.80757,0.361341,0.295108,-0.0730072,0.253193,-0.588608,0.120158,0.257394,0
"823",3.86771,0.296535,0.319983,-0.152745,0.221373,-0.626056,0.12725,0.274543,0
"824",3.79584,0.350841,0.413867,-0.099074,0.21922,-0.577495,0.126478,0.259197,1
"825",3.89291,0.359619,0.32277,-0.0801852,0.192435,-0.704495,0.125698,0.264838,1
"826",3.84781,0.376474,0.448558,-0.119784,0.262659,-0.660502,0.129451,0.263323,1
"827",3.86912,0.344806,0.351404,-0.0394784,0.226778,-0.717153,0.121698,0.277693,0
"828",4.00369,0.14902,0.310738,0.0707021,0.230086,-0.799889,0.135957,0.274078,1
"829",3.68295,0.372708,0.325437,-0.14427,0.219856,-0.457408,0.124584,0.265546,1
"830",3.99014,0.141221,0.406358,-0.238717,0.26119,-0.761541,0.130973,0.254198,0
"831",3.76622,0.375359,0.390983,-0.167745,0.240392,-0.549983,0.128652,0.276873,1
"832",3.99599,0.188574,0.364141,-0.118972,0.209901,-0.779863,0.129662,0.255694,0
"833",3.86544,0.322999,0.364347,0.0448535,0.213993,-0.640649,0.122219,0.255052,0
"834",3.86855,0.356892,0.424457,-0.0894807,0.242554,-0.631636,0.121404,0.270993,1
"835",3.95358,0.36705,0.40293,-0.105963,0.197504,-0.824934,0.118734,0.283262,1
"836",3.75217,0.341036,0.375408,-0.240128,0.243828,-0.551169,0.126125,0.271689,0
"837",3.80483,0.328543,0.300608,-0.020823,0.278884,-0.5615,0.129698,0.274645,1
"838",3.86942,0.266238,0.334431,-0.00182511,0.270592,-0.649672,0.129766,0.288467,1
"839",3.77957,0.432321,0.384313,-0.0812944,0.229393,-0.559682,0.135803,0.272649,1
"840",3.92051,0.313824,0.419523,0.0549172,0.16755,-0.746202,0.119392,0.260679,0
"841",3.87425,0.435686,0.402077,-0.0953028,0.248352,-0.673097,0.13322,0.264584,1
"842",3.79191,0.386799,0.353682,-0.067555,0.23405,-0.613318,0.129239,0.290376,1
"843",3.81053,0.29122,0.383433,-0.112205,0.210208,-0.610901,0.126382,0.271018,1
"844",3.89598,0.241184,0.326406,-0.0247745,0.254611,-0.676696,0.131572,0.27129,1
"845",3.71229,0.359201,0.32578,0.0276008,0.228966,-0.530212,0.126475,0.267448,1
"846",3.89103,0.351552,0.315908,-0.0264486,0.203145,-0.706554,0.13747,0.262536,0
"847",3.70703,0.34846,0.371731,-0.164018,0.173663,-0.464497,0.12074,0.268865,0
"848",3.79552,0.275571,0.263686,-0.061806,0.222966,-0.543859,0.126735,0.263699,0
"849",3.73391,0.311531,0.426149,-0.219589,0.215346,-0.557595,0.122688,0.282435,1
"850",3.66344,0.563661,0.268983,0.0140343,0.197105,-0.458294,0.127408,0.280177,1
"851",3.82691,0.29343,0.360832,-0.036385,0.261193,-0.656665,0.127837,0.288609,0
"852",3.88193,0.265159,0.304803,0.0370818,0.190861,-0.700204,0.131558,0.28624,1
"853",3.82311,0.407443,0.382814,-0.17697,0.151468,-0.662708,0.130295,0.252976,0
"854",3.93386,0.293031,0.359708,0.00192725,0.261079,-0.648104,0.124581,0.265915,1
"855",3.849,0.398561,0.280226,-0.00988455,0.286296,-0.696006,0.132729,0.288573,0
"856",3.93307,0.295436,0.367267,-0.0842336,0.197676,-0.732066,0.124604,0.268514,1
"857",3.88973,0.323751,0.307552,-0.161957,0.192889,-0.729039,0.126917,0.260203,1
"858",3.87291,0.280216,0.388105,0.0281973,0.244957,-0.658838,0.12215,0.273256,0
"859",3.85076,0.352309,0.270537,-0.0413329,0.275098,-0.606689,0.130067,0.263569,1
"860",3.80122,0.378477,0.432122,-0.0435438,0.2498,-0.56391,0.121576,0.267157,1
"861",3.94285,0.391226,0.32672,0.192049,0.269747,-0.72442,0.121093,0.268269,0
"862",3.9552,0.350092,0.374093,0.00737472,0.19643,-0.786496,0.12084,0.283154,0
"863",3.93729,0.456979,0.419986,-0.11443,0.234602,-0.792177,0.126347,0.273072,0
"864",3.81968,0.36834,0.2306,0.0288972,0.241439,-0.623306,0.121556,0.26341,0
"865",3.90094,0.391128,0.329521,-0.0447713,0.227723,-0.722639,0.120726,0.27302,1
"866",3.8948,0.291175,0.376333,-0.126557,0.202812,-0.693499,0.123382,0.244005,0
"867",3.823,0.380206,0.379723,-0.0346613,0.191699,-0.631398,0.127342,0.262731,1
"868",3.88763,0.33853,0.308603,0.0133666,0.200885,-0.661644,0.127312,0.265214,1
"869",3.86176,0.216618,0.364096,-0.0961673,0.23728,-0.631008,0.131254,0.287864,1
"870",3.88211,0.308204,0.420451,-0.105277,0.249193,-0.645134,0.121119,0.269989,0
"871",3.91879,0.348774,0.348015,-0.180378,0.226824,-0.669552,0.122219,0.277741,1
"872",3.81347,0.283486,0.373432,-0.153069,0.25578,-0.580611,0.132038,0.279546,0
"873",3.68405,0.492331,0.358024,-0.0585709,0.203887,-0.483204,0.124436,0.275104,0
"874",3.91196,0.22936,0.362235,-0.0633041,0.200081,-0.670053,0.132751,0.279642,0
"875",3.87813,0.290719,0.392497,0.0293076,0.205146,-0.684258,0.129564,0.273953,1
"876",3.92579,0.322444,0.337537,-0.0721376,0.295404,-0.711154,0.122259,0.268339,1
"877",3.85704,0.374426,0.309313,0.0155114,0.210318,-0.736047,0.12207,0.264855,1
"878",3.88731,0.145975,0.36203,-0.0964373,0.225759,-0.656194,0.12174,0.290412,1
"879",3.9663,0.217051,0.286165,0.0345017,0.262146,-0.669242,0.126018,0.273051,0
