"","b[1]","b[2]","b[3]","b[4]","b[5]","b[6]","sigma","phi","bpvalue"
"292",3.96166,0.184818,0.362249,-0.0331645,0.25952,-0.706733,0.128222,0.262712,0
"293",3.92733,0.360084,0.393239,-0.196379,0.170837,-0.74737,0.125629,0.265589,0
"294",4.03922,0.222806,0.393818,-0.0716408,0.270681,-0.823327,0.132882,0.264765,1
"295",3.94086,0.172431,0.333721,0.00423338,0.217791,-0.776466,0.125607,0.271227,0
"296",3.80021,0.316437,0.391559,-0.18676,0.216368,-0.603018,0.124848,0.255772,1
"297",3.74169,0.386562,0.39708,-0.0948985,0.16045,-0.517524,0.128796,0.265646,1
"298",3.87764,0.197353,0.351555,0.0453735,0.219456,-0.690891,0.133722,0.264527,1
"299",3.81158,0.308579,0.392553,-0.0940888,0.22911,-0.638177,0.126409,0.272609,1
"300",3.86907,0.268324,0.348114,-0.144297,0.224047,-0.623947,0.128365,0.270126,0
"301",3.93545,0.227759,0.243347,0.0661772,0.246584,-0.731123,0.118656,0.268296,1
"302",3.96282,0.312266,0.302911,0.0608768,0.269097,-0.767735,0.127371,0.261697,0
"303",3.78639,0.32686,0.386899,-0.170777,0.160214,-0.610787,0.121344,0.26072,0
"304",3.91907,0.301515,0.401391,-0.0312829,0.21354,-0.750209,0.12352,0.253682,1
"305",3.98077,0.165631,0.288335,0.0259958,0.250082,-0.818433,0.121204,0.28041,1
"306",3.77149,0.309023,0.309731,0.00678193,0.211039,-0.568619,0.128771,0.262484,1
"307",3.99845,0.163726,0.379848,-0.158545,0.200183,-0.698321,0.12541,0.274864,1
"308",3.899,0.215297,0.289852,-0.101679,0.27211,-0.732312,0.120477,0.271774,0
"309",3.8788,0.371715,0.390618,-0.0595412,0.169993,-0.75113,0.126914,0.268736,1
"310",3.84018,0.281071,0.405191,-0.128138,0.241002,-0.736272,0.125617,0.266088,1
"311",3.90535,0.288093,0.424781,-0.147313,0.201924,-0.716139,0.128125,0.25255,1
"312",3.88439,0.280557,0.466347,-0.144722,0.218728,-0.716912,0.129517,0.24274,1
"313",3.98312,0.215991,0.373523,-0.209533,0.223217,-0.738824,0.130848,0.270992,1
"314",3.89963,0.224769,0.320538,0.059837,0.263864,-0.676764,0.130396,0.257632,1
"315",3.72333,0.264373,0.350617,-0.00528421,0.159472,-0.501196,0.12153,0.260263,0
"316",3.98028,0.244117,0.379596,-0.101256,0.234406,-0.772484,0.126403,0.266064,1
"317",3.84994,0.456852,0.325691,-0.0339359,0.236076,-0.656194,0.123759,0.285243,1
"318",3.83629,0.343136,0.447331,-0.0965436,0.186436,-0.66175,0.122503,0.282784,0
"319",3.9116,0.36357,0.345104,-0.00746034,0.224955,-0.697754,0.129682,0.264155,1
"320",3.81741,0.272556,0.474284,-0.291272,0.267304,-0.604868,0.126537,0.245941,0
"321",3.78816,0.441599,0.398235,-0.0949672,0.154989,-0.517829,0.120553,0.264083,0
"322",3.86227,0.332114,0.387083,-0.0419052,0.187066,-0.691609,0.129048,0.266519,1
"323",3.67891,0.349139,0.379145,0.00416882,0.230691,-0.470597,0.12261,0.276274,1
"324",3.93613,0.167017,0.311552,-0.0498032,0.240371,-0.654949,0.122891,0.271365,1
"325",3.9407,0.261444,0.431422,-0.111981,0.203011,-0.720965,0.129238,0.262032,0
"326",3.83385,0.288362,0.407607,-0.158742,0.248578,-0.618109,0.133493,0.266683,1
"327",3.93508,0.251505,0.437345,-0.118254,0.221262,-0.797722,0.136857,0.25727,1
"328",3.96472,0.3522,0.374121,-0.0117033,0.19079,-0.771328,0.124505,0.255219,1
"329",3.87089,0.258191,0.380204,-0.153664,0.257846,-0.706179,0.118298,0.260406,1
"330",3.99865,0.261228,0.330354,-0.10476,0.209774,-0.706389,0.125974,0.271991,0
"331",3.76934,0.432331,0.317145,0.0309154,0.207602,-0.579333,0.124315,0.251604,0
"332",3.8778,0.313998,0.335798,-0.0388756,0.262925,-0.797589,0.124362,0.280716,0
"333",3.72113,0.541,0.406944,-0.174679,0.223643,-0.549849,0.127793,0.289565,1
"334",3.8711,0.350079,0.396418,-0.158544,0.272649,-0.749387,0.12564,0.275325,1
"335",3.85515,0.437133,0.459357,-0.236508,0.201915,-0.682615,0.126411,0.244652,0
"336",3.92594,0.110208,0.388952,-0.0467706,0.215697,-0.722454,0.126096,0.26338,0
"337",3.85001,0.362708,0.304054,-0.083343,0.215076,-0.623539,0.12745,0.280566,1
"338",3.88905,0.260352,0.430633,0.00889027,0.248885,-0.676492,0.128657,0.259226,0
"339",3.98433,0.293094,0.332499,-0.103818,0.225448,-0.740007,0.121628,0.266201,1
"340",3.74896,0.378896,0.347709,-0.088836,0.265535,-0.526385,0.121376,0.274737,0
"341",3.8203,0.350521,0.351925,-0.0921879,0.254997,-0.61987,0.126893,0.262103,0
"342",3.92689,0.248639,0.40696,-0.094523,0.217911,-0.739956,0.118931,0.267352,1
"343",3.96788,0.310632,0.381209,-0.0591083,0.241652,-0.753164,0.125142,0.285388,0
"344",3.99253,0.328221,0.341361,0.022061,0.193085,-0.858421,0.131082,0.264973,1
"345",3.77541,0.282453,0.285335,-0.111066,0.235342,-0.594671,0.125524,0.256277,1
"346",3.81531,0.26932,0.305395,-0.00527354,0.213751,-0.613868,0.121483,0.263497,0
"347",3.88423,0.439103,0.365914,-0.0849486,0.271222,-0.753053,0.131048,0.2712,0
"348",3.91979,0.203199,0.380029,-0.0108381,0.210651,-0.73229,0.124631,0.269836,1
"349",3.89793,0.342157,0.326624,-0.0364469,0.289315,-0.697678,0.130927,0.281299,0
"350",3.74031,0.457834,0.278546,-0.0869203,0.249745,-0.572308,0.123909,0.272376,0
"351",3.89573,0.355426,0.387259,-0.0972851,0.251516,-0.68367,0.134429,0.274191,0
"352",3.75003,0.401169,0.378934,-0.0648121,0.234076,-0.60034,0.131621,0.282956,1
"353",3.87538,0.395755,0.342503,-0.0425192,0.181639,-0.704887,0.124722,0.255118,1
"354",3.85017,0.296064,0.369753,-0.154279,0.207646,-0.610284,0.121143,0.270059,1
"355",3.75894,0.279628,0.442336,-0.244454,0.164744,-0.616882,0.13375,0.279704,0
"356",3.83423,0.302996,0.357924,-0.0078264,0.222001,-0.621067,0.122314,0.242566,1
"357",3.74076,0.418941,0.325718,-0.0174993,0.231828,-0.527817,0.124576,0.28837,0
"358",3.76427,0.312276,0.346971,-0.0587671,0.154022,-0.627903,0.129972,0.256066,1
"359",3.77492,0.454778,0.32951,-0.0495741,0.212399,-0.601582,0.122739,0.271025,1
"360",3.90116,0.290087,0.363303,-0.0886347,0.247828,-0.742985,0.123392,0.258831,1
"361",3.84185,0.360495,0.365727,-0.112561,0.212167,-0.705222,0.13006,0.260446,0
"362",3.85914,0.382653,0.309568,0.0478938,0.180528,-0.608919,0.122732,0.273937,1
"363",3.79182,0.373004,0.299915,-0.0643302,0.204334,-0.547999,0.126886,0.266135,0
"364",3.80704,0.425393,0.397618,-0.0997821,0.185529,-0.659132,0.134397,0.274876,1
"365",3.84385,0.306589,0.288966,0.0899554,0.254806,-0.635429,0.124036,0.259919,0
"366",3.93377,0.215058,0.358162,-0.150272,0.239807,-0.778197,0.118698,0.275479,0
"367",3.72051,0.338542,0.37236,-0.11733,0.278274,-0.514161,0.124618,0.266857,1
"368",3.68458,0.416064,0.375297,-0.151546,0.267182,-0.473293,0.125081,0.269412,1
"369",3.77985,0.318816,0.320065,-0.0244281,0.276592,-0.587597,0.122759,0.260957,1
"370",3.80246,0.366328,0.350614,-0.181866,0.289265,-0.62164,0.11816,0.283215,1
"371",3.88903,0.273711,0.483896,-0.259153,0.137804,-0.71142,0.126388,0.262506,1
"372",3.89644,0.179842,0.385036,-0.120822,0.17458,-0.683855,0.127869,0.265325,1
"373",3.74385,0.434914,0.377818,-0.144109,0.2547,-0.517499,0.123166,0.261072,1
"374",3.9343,0.271858,0.425025,-0.117347,0.18479,-0.709771,0.129627,0.276165,1
"375",3.69505,0.33419,0.426023,-0.183073,0.171773,-0.531473,0.126208,0.250212,1
"376",3.95717,0.279204,0.292223,-0.0298571,0.197162,-0.724912,0.130763,0.27643,1
"377",3.99877,0.187645,0.253015,-0.00918762,0.257962,-0.747921,0.129072,0.265207,1
"378",3.86183,0.203073,0.434288,-0.0562535,0.21425,-0.61508,0.124604,0.271577,1
"379",3.78567,0.391189,0.385428,-0.137797,0.163005,-0.62113,0.121005,0.284491,1
"380",3.8438,0.299029,0.287293,0.0892198,0.259661,-0.62268,0.130049,0.262281,1
"381",3.81458,0.334082,0.371426,-0.0802114,0.351487,-0.593744,0.122037,0.274794,0
"382",3.87598,0.344363,0.33313,-0.0347917,0.266493,-0.671521,0.120033,0.25565,1
"383",3.82667,0.346398,0.456718,-0.0873375,0.201916,-0.610195,0.125621,0.256937,0
"384",3.96305,0.287612,0.336518,-0.162799,0.211591,-0.786876,0.127246,0.271623,0
"385",3.9129,0.290515,0.34319,-0.13619,0.197613,-0.656145,0.12637,0.275371,1
"386",3.97752,0.242511,0.337162,-0.0158169,0.209015,-0.825564,0.122564,0.274964,1
"387",3.77135,0.383785,0.390559,-0.0912811,0.256538,-0.568508,0.127491,0.275208,1
"388",3.87662,0.358249,0.369815,-0.118653,0.22483,-0.665829,0.126166,0.279231,1
"389",3.92151,0.253417,0.34974,-0.0254089,0.194222,-0.706762,0.12595,0.261356,1
"390",3.84917,0.357372,0.314618,-0.0942386,0.250085,-0.683293,0.129906,0.260974,1
"391",3.86023,0.361653,0.357398,-0.0661658,0.229655,-0.716556,0.129075,0.269063,0
"392",3.89785,0.226943,0.389531,-0.207186,0.205867,-0.649874,0.120291,0.257113,1
"393",3.92711,0.368962,0.391258,-0.133392,0.225745,-0.796615,0.129662,0.25575,0
"394",3.77405,0.33521,0.401767,-0.0942028,0.224293,-0.587511,0.127012,0.259342,0
"395",3.98873,0.136338,0.361585,0.0676701,0.169055,-0.741277,0.123005,0.281189,1
"396",3.91879,0.286838,0.397139,-0.131543,0.176962,-0.744333,0.121637,0.264184,1
"397",3.81145,0.38956,0.34552,-0.0261921,0.218801,-0.655171,0.12817,0.272853,0
"398",3.93108,0.319356,0.34092,-0.105399,0.222865,-0.774165,0.128251,0.250336,1
"399",3.91581,0.362748,0.302954,0.0522416,0.277207,-0.732927,0.126752,0.256842,1
"400",4.00658,0.311245,0.400538,-0.130383,0.230299,-0.879124,0.130944,0.264368,1
"401",3.79021,0.378622,0.33965,-0.129392,0.223652,-0.639127,0.131223,0.264124,0
"402",3.87948,0.282331,0.359739,0.0954484,0.237211,-0.626483,0.122247,0.272559,0
"403",3.81857,0.338752,0.374726,-0.167093,0.186755,-0.610429,0.11741,0.252823,0
"404",3.73139,0.430627,0.373185,-0.119719,0.242681,-0.593921,0.130789,0.266907,0
"405",3.81509,0.318244,0.426717,-0.289729,0.202236,-0.651954,0.125735,0.275026,0
"406",3.82566,0.296452,0.350798,-0.0885246,0.266914,-0.646087,0.121641,0.259327,0
"407",3.81621,0.283489,0.343998,-0.144507,0.210554,-0.575631,0.134628,0.266487,1
"408",3.79217,0.358677,0.347313,-0.000308711,0.196112,-0.610158,0.122026,0.254395,0
"409",3.85323,0.312874,0.405671,-0.151913,0.25361,-0.699916,0.125402,0.248316,0
"410",3.858,0.413009,0.371299,-0.208966,0.196887,-0.708016,0.125527,0.280728,0
"411",3.84275,0.395563,0.41078,-0.11209,0.227256,-0.715356,0.120014,0.245104,0
"412",3.74132,0.32795,0.37671,-0.158037,0.2531,-0.597657,0.123516,0.292468,0
"413",3.81386,0.397752,0.427138,-0.0013538,0.20432,-0.642206,0.120602,0.267932,0
"414",3.81536,0.300629,0.457254,-0.136784,0.209617,-0.596243,0.120761,0.27129,1
"415",3.76218,0.476655,0.348616,-0.00609596,0.225941,-0.521521,0.121695,0.26737,1
"416",3.89329,0.374923,0.412055,-0.165579,0.18069,-0.66821,0.123876,0.273681,1
"417",3.88617,0.370471,0.358998,-0.0827203,0.206953,-0.645393,0.13348,0.283467,1
"418",3.92668,0.278487,0.332151,-0.0908807,0.164408,-0.774993,0.120151,0.263034,0
"419",3.75754,0.337191,0.320509,0.0478073,0.239424,-0.481097,0.126272,0.272013,0
"420",3.67614,0.549898,0.396924,-0.0617152,0.211621,-0.504042,0.127949,0.266949,0
"421",3.83022,0.234137,0.364676,-0.132591,0.210146,-0.593805,0.125423,0.273744,0
"422",3.79533,0.471935,0.33056,0.00783293,0.243333,-0.631548,0.124709,0.257152,1
"423",3.86152,0.41544,0.283085,-0.000563412,0.269079,-0.682333,0.130171,0.267821,1
"424",3.80304,0.360549,0.384718,-0.140311,0.171663,-0.586013,0.128485,0.263698,1
"425",3.889,0.332373,0.388751,-0.102806,0.162943,-0.707454,0.124699,0.266834,1
"426",3.91084,0.266107,0.385955,-0.114183,0.145395,-0.650385,0.129261,0.269656,0
"427",3.92821,0.207573,0.380315,-0.0352923,0.245154,-0.668614,0.126499,0.267421,1
"428",3.72824,0.331167,0.319042,0.0742566,0.207467,-0.522592,0.12696,0.263984,1
"429",3.74883,0.267372,0.427416,-0.207592,0.192954,-0.650581,0.125608,0.276025,0
"430",3.86722,0.15371,0.358438,-0.187376,0.21136,-0.574916,0.125291,0.262858,0
"431",3.84716,0.441591,0.357061,-0.0550172,0.241703,-0.643913,0.131884,0.268353,1
"432",3.76537,0.456186,0.370181,-0.0870364,0.293218,-0.5314,0.128284,0.263145,1
"433",3.82109,0.37325,0.384064,0.00666116,0.222617,-0.636769,0.125577,0.261307,1
"434",3.72178,0.400955,0.383292,-0.0451748,0.225172,-0.517031,0.126,0.259332,1
"435",3.93986,0.237854,0.317114,0.00139843,0.2317,-0.665085,0.126154,0.262209,1
"436",3.76927,0.353009,0.319554,0.00598103,0.250982,-0.567145,0.123,0.255275,1
"437",3.90532,0.370904,0.388682,-0.145039,0.18204,-0.730733,0.125407,0.248525,0
"438",3.94542,0.235133,0.356736,-0.0379968,0.206971,-0.722937,0.122359,0.261473,0
"439",3.99708,0.187157,0.313541,-0.0999241,0.236473,-0.80994,0.133101,0.275544,1
"440",3.89345,0.234399,0.384315,-0.134472,0.21615,-0.727497,0.126042,0.265733,1
"441",3.95445,0.290589,0.356465,0.0544694,0.216803,-0.763044,0.124116,0.279277,1
"442",3.85476,0.348955,0.397216,-0.0291565,0.253785,-0.677166,0.119296,0.245031,1
"443",3.77794,0.349652,0.331683,-0.0169325,0.237377,-0.639115,0.124783,0.246049,1
"444",3.85236,0.288654,0.367778,-0.225834,0.224221,-0.650054,0.118974,0.27258,1
"445",3.8623,0.343207,0.360307,-0.120343,0.250512,-0.622392,0.124489,0.263349,1
"446",3.92317,0.404833,0.283923,0.0630108,0.300827,-0.684157,0.127822,0.273994,1
"447",3.89547,0.297744,0.336826,-0.0482815,0.275332,-0.689492,0.127196,0.27139,0
"448",3.66429,0.434391,0.34745,-0.0815864,0.278427,-0.428865,0.130465,0.273368,0
"449",3.83177,0.305532,0.276566,0.142746,0.288221,-0.601948,0.129266,0.270208,0
"450",3.8653,0.257421,0.328047,0.0488667,0.240533,-0.791352,0.125416,0.295609,0
"451",3.85758,0.198425,0.327766,-0.135961,0.214007,-0.530153,0.127669,0.266587,1
"452",3.8669,0.384465,0.428856,-0.0431209,0.201493,-0.662116,0.12417,0.285513,0
"453",3.75264,0.453141,0.365054,-0.0510304,0.18826,-0.598773,0.126446,0.268267,1
"454",3.90414,0.286213,0.397905,0.000218877,0.220029,-0.660941,0.129868,0.268353,1
"455",3.72965,0.346927,0.370643,-0.133156,0.210737,-0.508667,0.125835,0.265073,1
"456",3.78766,0.315644,0.346396,0.0209836,0.233752,-0.67474,0.126093,0.267941,0
"457",3.82459,0.340064,0.366794,-0.07415,0.211876,-0.638736,0.125547,0.270115,0
"458",3.71237,0.390911,0.40708,-0.149898,0.198748,-0.53299,0.126646,0.275293,1
"459",3.91796,0.237971,0.367805,-0.154136,0.232871,-0.686688,0.12797,0.257552,0
"460",3.86602,0.327674,0.348849,-0.0744895,0.235372,-0.577839,0.128794,0.262928,1
"461",3.83279,0.320828,0.342789,-0.0543985,0.25841,-0.62928,0.128055,0.285656,1
"462",3.81419,0.27207,0.390377,-0.153674,0.287929,-0.676954,0.121295,0.259347,1
"463",3.89795,0.366498,0.43357,-0.199749,0.168037,-0.654978,0.119234,0.248141,1
"464",3.94545,0.140743,0.314573,0.120949,0.238466,-0.665605,0.126397,0.260347,0
"465",3.8437,0.305838,0.368218,-0.0214885,0.241633,-0.656484,0.123765,0.267123,1
"466",3.86185,0.292719,0.325509,0.0474716,0.269286,-0.707216,0.129,0.262561,1
"467",3.79081,0.29998,0.404058,-0.125633,0.228163,-0.604427,0.125859,0.257806,0
"468",3.82705,0.301968,0.369957,-0.143787,0.196325,-0.543253,0.126013,0.284689,1
"469",3.81359,0.375907,0.288494,-0.0500778,0.238223,-0.577694,0.120398,0.275255,1
"470",3.78478,0.370074,0.34131,0.0954229,0.249154,-0.611315,0.133121,0.255174,1
"471",3.77675,0.393669,0.35539,-0.13205,0.2909,-0.500924,0.128655,0.271842,1
"472",3.83938,0.331861,0.351081,-0.0187149,0.196789,-0.709333,0.123963,0.247057,1
"473",3.86877,0.237309,0.338696,-0.0641149,0.212148,-0.63689,0.126858,0.25102,1
"474",3.77886,0.337158,0.372629,-0.0957464,0.220707,-0.586322,0.123131,0.263761,1
"475",3.80632,0.395301,0.368436,-0.177383,0.209228,-0.675886,0.123011,0.259922,0
"476",3.87886,0.34617,0.439947,-0.128016,0.201422,-0.708764,0.127106,0.271346,1
"477",3.87325,0.306309,0.42538,-0.166025,0.180773,-0.665594,0.124001,0.251406,1
"478",3.84446,0.286382,0.27214,-0.0491829,0.240302,-0.684625,0.126851,0.274229,0
"479",3.88832,0.338326,0.379247,-0.126283,0.248443,-0.775929,0.128044,0.281537,1
"480",3.88393,0.287403,0.295772,0.113949,0.292995,-0.640988,0.124249,0.270707,0
"481",3.96536,0.239628,0.458419,-0.185354,0.185621,-0.76001,0.117955,0.264967,1
"482",3.8893,0.263979,0.353574,-0.0772923,0.203433,-0.674347,0.13065,0.27395,0
"483",3.90954,0.263078,0.394495,-0.0923479,0.198374,-0.68603,0.133326,0.26725,0
"484",3.70998,0.442138,0.32692,-0.0163953,0.269258,-0.469968,0.132409,0.266042,1
"485",3.73971,0.497581,0.308638,0.02055,0.257529,-0.569968,0.124111,0.284868,0
"486",3.68415,0.412795,0.341473,-0.123469,0.22968,-0.593488,0.120007,0.256738,1
"487",3.98065,0.15867,0.495327,-0.0826495,0.177502,-0.682997,0.131604,0.251745,0
"488",3.95665,0.230021,0.38486,-0.0942683,0.190638,-0.755822,0.12494,0.273114,0
"489",4.00559,0.224115,0.306214,0.00779281,0.258989,-0.778404,0.127151,0.26038,1
"490",3.83615,0.352984,0.346276,-0.036949,0.273683,-0.674759,0.133015,0.270531,0
"491",3.93799,0.329987,0.409445,0.0130648,0.160336,-0.788587,0.125325,0.267409,1
"492",3.83327,0.2201,0.416286,-0.0791905,0.224653,-0.553819,0.125162,0.263055,1
"493",3.97304,0.272738,0.28011,0.0724737,0.225471,-0.739276,0.131464,0.276775,1
"494",3.80622,0.490264,0.282944,0.0487033,0.248534,-0.595721,0.125656,0.286615,0
"495",3.78715,0.440528,0.394048,-0.065346,0.240546,-0.664624,0.124269,0.271693,0
"496",3.83917,0.294439,0.338603,-0.13386,0.251014,-0.661488,0.136015,0.248522,1
"497",3.85361,0.347461,0.234905,0.184313,0.29123,-0.684081,0.130295,0.265617,1
"498",3.74252,0.432345,0.291472,0.108668,0.286494,-0.569887,0.136885,0.265465,1
"499",3.91798,0.270146,0.385363,0.0267234,0.229782,-0.759402,0.122358,0.270004,1
"500",3.95488,0.209763,0.32556,-0.0404391,0.223299,-0.757684,0.128232,0.266703,0
"501",3.9088,0.323477,0.324644,-0.0945002,0.212929,-0.660671,0.126742,0.253404,1
"502",3.93941,0.23031,0.353603,-0.106253,0.22291,-0.751154,0.128866,0.27304,1
"503",3.79321,0.293309,0.295597,-0.0633545,0.210066,-0.520442,0.126475,0.270975,0
"504",3.76156,0.371869,0.310259,-0.00410902,0.261443,-0.521407,0.125376,0.249181,0
"505",3.71525,0.449336,0.351146,-0.194272,0.173571,-0.550828,0.130169,0.268075,1
"506",3.71982,0.404693,0.425941,-0.227825,0.185851,-0.521017,0.140484,0.27481,0
"507",3.87237,0.268127,0.464534,-0.0998311,0.18612,-0.584368,0.127866,0.270455,0
"508",3.91538,0.202142,0.326475,-0.0262015,0.187288,-0.709781,0.130401,0.257011,1
"509",3.77194,0.359333,0.356144,-0.0383853,0.16737,-0.556418,0.131606,0.265791,0
"510",3.80068,0.342433,0.376845,-0.0495294,0.272286,-0.622162,0.126255,0.270781,1
"511",3.8963,0.124517,0.413468,-0.105088,0.215137,-0.648382,0.126047,0.26886,0
"512",3.70441,0.634172,0.392469,-0.0446021,0.238424,-0.535433,0.121446,0.261467,0
"513",3.8813,0.28062,0.34987,-0.0886834,0.226115,-0.718013,0.129471,0.257994,1
"514",3.94787,0.2309,0.357844,-0.0674974,0.245379,-0.709593,0.118406,0.278146,1
"515",3.77645,0.404591,0.37403,-0.0759232,0.193163,-0.567198,0.123239,0.2681,1
"516",3.7792,0.303955,0.393564,-0.0758456,0.21398,-0.618698,0.137044,0.265708,1
"517",3.85045,0.496516,0.369156,-0.0489807,0.263773,-0.618033,0.124737,0.265456,1
"518",3.83312,0.306296,0.408489,-0.158244,0.173382,-0.675474,0.122124,0.261731,1
"519",3.93157,0.245955,0.444763,0.000377478,0.248918,-0.734272,0.12557,0.273629,1
"520",3.82801,0.385927,0.439282,-0.137863,0.150789,-0.634314,0.130829,0.260955,1
"521",3.77603,0.398989,0.36869,-0.173579,0.264124,-0.648422,0.125136,0.276327,1
"522",3.61371,0.488781,0.272415,-0.0173455,0.258712,-0.417852,0.11964,0.24375,0
"523",3.81271,0.412855,0.494213,-0.148716,0.188825,-0.735645,0.130717,0.272836,1
"524",3.75691,0.352824,0.327748,-0.0656268,0.264533,-0.600341,0.131137,0.287011,0
"525",3.86995,0.308503,0.423883,-0.15415,0.157371,-0.637196,0.131031,0.274238,0
"526",3.83307,0.346883,0.269655,0.0024742,0.253056,-0.600824,0.126706,0.269304,0
"527",4.00161,0.229458,0.390695,-0.0988616,0.24635,-0.814649,0.120918,0.27979,1
"528",3.89091,0.377156,0.417102,-0.108405,0.205042,-0.781886,0.128408,0.269917,0
"529",3.83699,0.209566,0.299416,0.102358,0.196362,-0.60675,0.125752,0.274628,1
"530",3.81269,0.284237,0.42176,-0.0977167,0.205541,-0.618141,0.121367,0.269915,1
"531",3.78781,0.400735,0.383958,-0.0746036,0.246782,-0.709626,0.126485,0.263208,1
"532",3.90789,0.278756,0.393546,0.058392,0.264667,-0.723528,0.12564,0.272367,0
"533",3.95083,0.239002,0.40788,-0.100675,0.26278,-0.73783,0.122833,0.258535,1
"534",3.93803,0.226966,0.408824,-0.173134,0.20793,-0.78408,0.12839,0.267216,0
"535",3.80446,0.388944,0.349355,0.0321666,0.233921,-0.628061,0.123536,0.271204,0
"536",3.90206,0.347742,0.422381,0.002067,0.225652,-0.73495,0.126243,0.274401,1
"537",3.82886,0.342462,0.276083,-0.0348758,0.282556,-0.60272,0.125077,0.284291,1
"538",3.92225,0.299752,0.309545,0.0582415,0.173733,-0.678557,0.124322,0.279569,0
"539",3.84856,0.346837,0.409915,-0.0943333,0.265023,-0.616428,0.122601,0.255521,1
"540",3.87236,0.332278,0.403011,-0.136104,0.25703,-0.680747,0.122195,0.264758,0
"541",3.8793,0.294166,0.387008,0.0383221,0.186707,-0.634037,0.123509,0.288502,1
"542",3.90233,0.235301,0.335157,-0.0819625,0.183773,-0.670729,0.12738,0.269541,0
"543",3.89962,0.421778,0.325129,-0.0625283,0.246169,-0.736081,0.130895,0.265156,0
"544",3.67828,0.36725,0.373655,-0.171554,0.204181,-0.443524,0.121299,0.272273,1
"545",3.88753,0.324662,0.377195,-0.167097,0.173612,-0.692315,0.121518,0.252659,1
"546",3.98606,0.265784,0.345612,-0.0150812,0.310089,-0.766104,0.125243,0.287262,0
"547",3.92618,0.329044,0.318126,0.0434714,0.266602,-0.695641,0.124644,0.257437,0
"548",3.76893,0.297965,0.338492,-0.168317,0.207714,-0.594064,0.126134,0.266899,0
"549",3.85215,0.290477,0.369052,-0.136326,0.199786,-0.632154,0.129461,0.260642,1
"550",3.79487,0.370547,0.388975,-0.144068,0.233014,-0.603359,0.116073,0.24616,0
"551",3.834,0.342622,0.374508,-0.0838699,0.248146,-0.641791,0.124071,0.264442,1
"552",3.88906,0.301664,0.373915,-0.128944,0.251493,-0.626743,0.124082,0.270221,0
"553",3.867,0.371515,0.391754,-0.00825099,0.203111,-0.666517,0.127843,0.260597,1
"554",3.8075,0.326672,0.325659,-0.043188,0.210973,-0.654219,0.133257,0.288031,1
"555",3.76849,0.430558,0.42511,-0.306379,0.185297,-0.545605,0.132812,0.282274,1
"556",3.6909,0.488303,0.29897,0.00657864,0.257174,-0.526737,0.126946,0.284941,1
"557",3.8474,0.330843,0.325889,-0.0170671,0.233197,-0.627989,0.128071,0.259256,1
"558",3.83078,0.430143,0.430513,-0.148274,0.220786,-0.703081,0.122473,0.259751,1
"559",3.84388,0.158602,0.337372,-0.0646212,0.289898,-0.577408,0.121121,0.250291,0
"560",3.91356,0.154002,0.324572,-0.0335555,0.270559,-0.662257,0.130325,0.292368,0
"561",3.87406,0.244866,0.386912,-0.144433,0.25773,-0.676783,0.128458,0.276567,0
"562",3.82843,0.305469,0.319904,-0.0223315,0.255355,-0.583933,0.12281,0.275274,1
"563",3.90806,0.433202,0.379553,-0.132037,0.23136,-0.702469,0.117319,0.262786,0
"564",3.76578,0.403197,0.386468,-0.0661609,0.261182,-0.633568,0.128872,0.279664,1
"565",3.78099,0.292269,0.307306,-0.112197,0.267012,-0.529633,0.132739,0.262313,1
"566",3.86049,0.224493,0.388431,-0.0886544,0.216025,-0.703902,0.129363,0.265163,1
"567",3.91013,0.268411,0.358971,-0.106363,0.218061,-0.651639,0.12638,0.264681,1
"568",3.73493,0.41407,0.468632,-0.169645,0.19713,-0.566862,0.120191,0.258695,0
"569",3.88727,0.384219,0.425774,0.00807114,0.246167,-0.750448,0.12329,0.272412,0
"570",3.98909,0.231302,0.416414,-0.15955,0.183247,-0.758214,0.127716,0.271509,1
"571",3.92771,0.188617,0.354891,-0.0211151,0.230275,-0.731829,0.131289,0.267146,0
"572",3.84444,0.355615,0.416268,-0.11058,0.17344,-0.636509,0.125883,0.256122,1
"573",3.8625,0.335502,0.414848,-0.148798,0.159842,-0.703736,0.127945,0.267619,1
"574",3.83673,0.390003,0.269182,-0.05582,0.243859,-0.590005,0.125172,0.26676,0
"575",3.91732,0.276927,0.316249,-0.0932278,0.2592,-0.717333,0.126619,0.268082,0
"576",3.75953,0.332189,0.366911,-0.0495853,0.209694,-0.542727,0.125593,0.254417,1
"577",3.76127,0.364283,0.345018,0.00349725,0.202519,-0.516359,0.12428,0.270696,0
"578",3.90952,0.283771,0.340916,-0.00800757,0.209924,-0.709158,0.127294,0.259224,1
"579",4.03792,0.19846,0.402202,-0.0121039,0.220934,-0.83298,0.126361,0.267733,0
"580",3.87716,0.356114,0.392073,-0.119864,0.267287,-0.728162,0.131018,0.256015,1
"581",3.70337,0.384659,0.301896,-0.0516821,0.189492,-0.458081,0.127059,0.261308,0
"582",3.86326,0.348024,0.378343,-0.0184242,0.223348,-0.656528,0.132086,0.262909,0
"583",3.96339,0.41965,0.393582,0.0267861,0.218928,-0.78138,0.127625,0.258941,1
"584",3.89061,0.337712,0.373622,-0.139125,0.229751,-0.734082,0.128834,0.26645,0
"585",3.68078,0.333314,0.431578,-0.180802,0.179076,-0.462222,0.124001,0.244154,1
