"","b[1]","b[2]","b[3]","b[4]","b[5]","sigma","m.phi","var.phi"
"923",3.8517,0.243377,0.303995,0.259954,-0.619741,7.84484,0.272133,0.018444
"924",3.91403,0.461111,0.314154,0.258132,-0.694083,7.73425,0.266313,0.044033
"925",3.94774,0.309544,0.426955,0.199235,-0.735492,7.26898,0.260095,0.0159469
"926",3.90041,0.283816,0.426717,0.207396,-0.717472,7.38992,0.268789,0.0613283
"927",3.77027,0.295535,0.289024,0.244848,-0.508533,7.81836,0.265849,0.0163295
"928",3.79411,0.325597,0.286847,0.307153,-0.631082,7.52848,0.266118,0.0154895
"929",3.8459,0.321641,0.275904,0.251586,-0.644658,7.54919,0.260894,0.0172043
"930",3.72284,0.507723,0.230375,0.246896,-0.518491,7.50681,0.262883,0.0199882
"931",3.85114,0.195829,0.297156,0.26164,-0.631265,7.37865,0.27406,0.0548576
"932",3.71254,0.399242,0.310014,0.24225,-0.494464,7.51385,0.280633,0.0162007
"933",3.95315,0.280552,0.337639,0.237526,-0.730381,7.75428,0.282516,0.0218663
"934",3.92796,0.368047,0.35576,0.233102,-0.793238,7.67355,0.287546,0.0215141
"935",3.9555,0.374359,0.397505,0.22393,-0.798595,7.39521,0.272446,0.0242778
"936",3.8721,0.228016,0.340311,0.282894,-0.636713,7.39786,0.26758,0.0163166
"937",3.87339,0.411264,0.3207,0.305945,-0.692877,7.67672,0.236018,0.0145432
"938",3.82075,0.250796,0.383398,0.195338,-0.612639,7.0701,0.271156,0.0212116
"939",3.80278,0.351394,0.328479,0.205727,-0.608585,7.41827,0.26834,0.0165328
"940",3.84772,0.259355,0.330638,0.268031,-0.661,7.69633,0.264505,0.0208322
"941",3.87944,0.256207,0.372022,0.252341,-0.60968,7.44032,0.271825,0.105688
"942",3.75887,0.433231,0.291376,0.284119,-0.527251,7.31264,0.272635,0.0214443
"943",3.77996,0.356033,0.289023,0.259434,-0.586563,7.64241,0.267023,0.0331673
"944",3.87142,0.273562,0.352745,0.217832,-0.689526,7.63393,0.265523,0.0185282
"945",3.7848,0.396849,0.37932,0.224084,-0.51209,7.37007,0.263581,0.0169922
"946",3.86642,0.28852,0.313139,0.24683,-0.666472,7.77494,0.28089,0.103694
"947",3.91941,0.380031,0.411502,0.224781,-0.766347,7.35086,0.260682,0.0297502
"948",3.89196,0.226845,0.310387,0.283669,-0.667188,7.1573,0.257506,0.0134013
"949",3.97726,0.213713,0.303484,0.260996,-0.790351,7.59985,0.263574,0.0145144
"950",3.81053,0.382853,0.358639,0.25522,-0.674998,7.46153,0.261486,0.0225764
"951",3.87882,0.296685,0.406479,0.208163,-0.729401,7.77142,0.270871,0.0203469
"952",3.85228,0.327897,0.314888,0.252734,-0.666982,7.33469,0.287038,0.0166485
"953",3.69207,0.325401,0.321298,0.225344,-0.503183,7.58448,0.276987,0.0212825
"954",3.89904,0.393944,0.3909,0.223909,-0.757544,7.45164,0.289355,0.0194065
"955",3.85982,0.303689,0.325108,0.231653,-0.664255,7.44653,0.265879,0.0186106
"956",3.76904,0.389456,0.392711,0.219141,-0.642621,7.35793,0.267357,0.0619972
"957",3.85915,0.25683,0.37233,0.200256,-0.667459,7.09505,0.273267,0.0219933
"958",3.75715,0.4669,0.332229,0.262407,-0.54507,7.60979,0.263121,0.0193966
"959",3.9133,0.305747,0.366466,0.173068,-0.769874,7.17795,0.283557,0.0205806
"960",3.8133,0.403265,0.374791,0.217039,-0.63157,7.21289,0.271745,0.0415966
"961",3.78965,0.450195,0.293654,0.226647,-0.533301,7.62108,0.272863,0.0241916
"962",3.90625,0.224907,0.352813,0.243401,-0.71108,7.72917,0.273263,0.0406669
"963",3.80712,0.377785,0.370666,0.235798,-0.703979,7.11016,0.253227,0.0144027
"964",3.89243,0.289831,0.358596,0.274592,-0.693483,7.60928,0.267311,0.0211284
"965",3.83035,0.503351,0.324597,0.233686,-0.715767,7.61965,0.246784,0.0138961
"966",3.81461,0.468523,0.390067,0.258555,-0.662857,7.13228,0.278004,0.0172629
"967",3.82737,0.334924,0.313911,0.226311,-0.58279,7.64072,0.274918,0.08918
"968",3.88029,0.230901,0.314195,0.213203,-0.674979,7.51424,0.24749,0.0261073
"969",3.92015,0.214814,0.320159,0.215396,-0.706862,7.99916,0.271219,0.0211822
"970",3.84938,0.18978,0.343399,0.270333,-0.631183,7.43373,0.266857,0.0164488
"971",3.85859,0.241391,0.397619,0.262369,-0.675554,7.69598,0.271084,0.0172984
"972",3.91733,0.170307,0.244715,0.262725,-0.727903,7.02686,0.256695,0.0525081
"973",3.80544,0.256362,0.25576,0.222106,-0.646598,7.64586,0.282866,0.0552087
"974",3.8898,0.313789,0.337535,0.215772,-0.702316,7.16951,0.258387,0.0167705
"975",3.73704,0.365108,0.3508,0.213116,-0.541803,7.33082,0.267057,0.0188526
"976",3.91897,0.171323,0.354415,0.204795,-0.690473,7.81089,0.262739,0.0153271
"977",3.83311,0.395206,0.337501,0.243436,-0.643945,7.57119,0.278674,0.0302981
"978",3.79068,0.215882,0.307686,0.226993,-0.487608,7.60978,0.288766,0.0528737
"979",3.7938,0.301981,0.295358,0.246153,-0.490247,7.26383,0.272534,0.0218677
"980",3.9042,0.22274,0.372867,0.167126,-0.697323,7.68704,0.274414,0.0167974
"981",3.81351,0.318738,0.421224,0.251714,-0.64692,7.4785,0.278508,0.0391312
"982",3.86185,0.431331,0.303748,0.247801,-0.71913,7.49232,0.278435,0.05397
"983",3.7182,0.373055,0.3311,0.237781,-0.442366,7.48545,0.263514,0.0345434
"984",3.83091,0.295797,0.316226,0.281881,-0.598809,7.64396,0.259003,0.017382
"985",3.88215,0.339457,0.329806,0.215437,-0.691988,7.60799,0.249586,0.0154254
"986",3.8181,0.239315,0.255628,0.212893,-0.56057,7.52742,0.265273,0.0188767
"987",3.89765,0.347526,0.401256,0.18242,-0.797429,7.37976,0.256894,0.0154683
"988",3.78261,0.420792,0.289716,0.247826,-0.609319,7.49495,0.264286,0.0211433
"989",3.89008,0.218912,0.343948,0.213727,-0.68262,7.73434,0.278645,0.0164821
"990",3.91174,0.25768,0.36113,0.235732,-0.618852,7.30023,0.269722,0.0210868
"991",3.87512,0.307869,0.358315,0.229615,-0.785362,7.35172,0.272417,0.0222252
"992",3.92648,0.122951,0.316528,0.21682,-0.697117,7.54754,0.272037,0.0140283
"993",3.77446,0.487996,0.304924,0.210065,-0.588254,7.39001,0.265954,0.027107
"994",3.79219,0.245862,0.320238,0.280689,-0.591316,7.29005,0.241353,0.0145196
"995",3.9011,0.295311,0.438181,0.204247,-0.720199,7.74113,0.255723,0.088388
"996",3.88733,0.311613,0.353162,0.237195,-0.654069,7.20191,0.284143,0.0184736
"997",3.78005,0.387674,0.345791,0.180187,-0.607892,7.59482,0.273996,0.0166764
"998",3.89632,0.168636,0.404038,0.175861,-0.628242,7.44107,0.278219,0.0474275
"999",3.84599,0.363543,0.343104,0.248747,-0.678844,7.30815,0.253505,0.101805
"1000",3.80614,0.303224,0.337284,0.247204,-0.608962,7.52764,0.255568,0.013969
"1001",3.92366,0.1122,0.296505,0.231081,-0.675547,7.59807,0.246114,0.0176163
"1002",3.83764,0.253376,0.308442,0.215107,-0.577499,7.72846,0.262044,0.0896314
"1003",3.81919,0.404258,0.321271,0.297031,-0.616449,7.38381,0.266199,0.0342803
"1004",3.85867,0.326833,0.349364,0.215181,-0.705612,7.43082,0.283259,0.0393901
"1005",3.92945,0.246241,0.390265,0.227098,-0.702427,7.85904,0.267287,0.0210568
"1006",3.97543,0.373301,0.343592,0.219019,-0.757299,7.27502,0.263418,0.0132311
"1007",3.81395,0.309062,0.262457,0.21884,-0.597214,7.24179,0.282735,0.0520918
"1008",3.82445,0.353961,0.301152,0.270255,-0.60937,7.59254,0.290917,0.0373121
"1009",3.79406,0.305599,0.370297,0.298789,-0.651788,7.70347,0.261875,0.0919236
"1010",3.8599,0.188495,0.315912,0.245038,-0.601282,7.65233,0.282922,0.0204915
"1011",3.95803,0.319301,0.342904,0.23404,-0.787839,7.72723,0.282523,0.018959
"1012",3.74915,0.46676,0.261443,0.321418,-0.546081,8.06197,0.260439,0.0873892
"1013",3.89073,0.298368,0.310872,0.226785,-0.695115,7.76149,0.246775,0.0699601
"1014",3.79414,0.414035,0.330547,0.212383,-0.582825,7.69162,0.257841,0.0147477
"1015",3.83717,0.339559,0.338022,0.236054,-0.563609,7.77419,0.269175,0.061922
"1016",3.89915,0.274882,0.331489,0.226952,-0.676892,7.73899,0.273299,0.0406059
"1017",3.64854,0.47378,0.345377,0.282209,-0.421447,7.26127,0.254402,0.0144675
"1018",3.91239,0.328941,0.361752,0.273666,-0.779673,7.4923,0.26105,0.0136332
"1019",3.85397,0.227372,0.284862,0.297059,-0.610505,7.44571,0.26629,0.0191012
"1020",3.97062,0.32927,0.325469,0.27702,-0.78007,8.01282,0.25238,0.0497561
"1021",3.8855,0.40593,0.341354,0.290643,-0.713041,7.45505,0.268487,0.0391776
"1022",3.99223,0.275559,0.339078,0.118415,-0.728503,7.53261,0.264835,0.0164884
"1023",3.71483,0.437982,0.346857,0.210757,-0.512603,7.57681,0.263328,0.01646
"1024",3.86687,0.356822,0.295627,0.276137,-0.692578,7.51974,0.264741,0.0479346
"1025",3.94362,0.212402,0.309708,0.265632,-0.752345,7.3894,0.28763,0.0230561
"1026",3.83561,0.341558,0.295766,0.276302,-0.599363,7.32396,0.277076,0.0174628
"1027",3.89664,0.387327,0.322048,0.199566,-0.723021,7.89856,0.251425,0.0620931
"1028",3.8997,0.237931,0.336431,0.207721,-0.673433,7.9209,0.262056,0.0145749
"1029",3.77247,0.368432,0.32192,0.1959,-0.567037,7.49229,0.263216,0.0183561
"1030",3.84463,0.373819,0.289843,0.231373,-0.663315,7.36085,0.249641,0.0314796
"1031",3.7325,0.507395,0.358374,0.243144,-0.538631,7.97037,0.273106,0.0915894
"1032",3.88118,0.256302,0.35705,0.189327,-0.631549,7.80099,0.273457,0.0334483
"1033",3.82009,0.241424,0.296239,0.238199,-0.579725,7.6971,0.262972,0.0148424
"1034",3.9064,0.336931,0.296503,0.259364,-0.718184,7.57393,0.252328,0.088985
"1035",3.80769,0.335992,0.329918,0.2767,-0.587413,7.65287,0.256051,0.04338
"1036",3.95808,0.255442,0.306326,0.167836,-0.763033,7.99548,0.252999,0.0284731
"1037",3.81035,0.323574,0.289774,0.260791,-0.545598,7.40071,0.269737,0.0152388
"1038",3.77217,0.473034,0.364425,0.216021,-0.709352,7.52717,0.27058,0.0288282
"1039",3.95821,0.318412,0.395674,0.283451,-0.731473,7.05587,0.264085,0.0418387
"1040",3.74044,0.452401,0.292478,0.24287,-0.57449,7.96529,0.26875,0.0565829
"1041",3.834,0.247617,0.360499,0.200329,-0.634674,7.2427,0.261426,0.0896724
"1042",3.92235,0.260812,0.35852,0.231916,-0.679707,7.54919,0.257699,0.0182089
"1043",3.88975,0.491641,0.36539,0.262665,-0.740434,7.63555,0.275045,0.0152693
"1044",3.76793,0.204806,0.273323,0.188581,-0.508045,7.33906,0.255343,0.0385145
"1045",3.90119,0.236087,0.391415,0.269287,-0.723015,7.31609,0.2557,0.0883647
"1046",3.88179,0.325969,0.349368,0.251137,-0.69189,7.37421,0.26835,0.0306229
"1047",3.90889,0.239585,0.422559,0.152048,-0.724574,7.48875,0.271098,0.0141632
"1048",3.78503,0.426558,0.359451,0.206681,-0.623538,7.46587,0.276589,0.0376974
"1049",3.86966,0.33503,0.369939,0.222446,-0.718181,7.72764,0.270601,0.0198433
"1050",3.93704,0.221552,0.335375,0.256431,-0.708994,7.6109,0.291749,0.0264153
"1051",3.8111,0.304767,0.339862,0.224913,-0.627127,7.15845,0.271705,0.0189779
"1052",3.7685,0.386351,0.361844,0.294053,-0.61359,8.1191,0.262729,0.0161217
"1053",3.85299,0.425507,0.298538,0.244793,-0.652918,7.49372,0.25269,0.0160954
"1054",3.76939,0.466815,0.324887,0.24655,-0.566269,7.64084,0.266794,0.0163359
"1055",3.78635,0.406477,0.305768,0.229154,-0.61847,7.44543,0.273587,0.0934381
"1056",3.93716,0.210123,0.31616,0.230015,-0.613763,7.35081,0.264227,0.059564
"1057",3.89022,0.375594,0.393718,0.224842,-0.724356,7.22634,0.263083,0.0168126
"1058",3.91826,0.282927,0.370584,0.263495,-0.733956,7.40123,0.279234,0.0263877
"1059",3.81665,0.32437,0.318181,0.233606,-0.524239,7.66354,0.273993,0.0236855
"1060",3.81926,0.358217,0.344496,0.18505,-0.641284,7.16249,0.273685,0.0211184
"1061",3.93087,0.255968,0.351668,0.211416,-0.716804,7.9924,0.274231,0.0212787
"1062",3.82746,0.465161,0.36846,0.213221,-0.644827,7.83556,0.26427,0.0149051
"1063",3.8341,0.403918,0.37287,0.216383,-0.729255,7.98254,0.258737,0.0444462
"1064",3.88137,0.22339,0.372279,0.234097,-0.686782,7.74438,0.273414,0.0202182
"1065",3.91711,0.28246,0.341336,0.211986,-0.707479,7.70692,0.261698,0.0142782
"1066",3.80757,0.397813,0.386751,0.227703,-0.61631,7.26507,0.286924,0.0199826
"1067",3.86773,0.249807,0.355856,0.230184,-0.644995,7.53331,0.275829,0.0181973
"1068",3.84187,0.292683,0.402486,0.236373,-0.574121,7.689,0.272914,0.042613
"1069",3.89836,0.239025,0.269138,0.230925,-0.65769,7.57741,0.267932,0.0167871
"1070",3.90624,0.336968,0.39602,0.276907,-0.706654,7.66803,0.267989,0.0254955
"1071",3.95982,0.140622,0.298623,0.189888,-0.705688,7.50936,0.262233,0.0162076
"1072",3.90784,0.192557,0.34702,0.21004,-0.648702,7.48902,0.260949,0.0195803
"1073",3.68346,0.453355,0.300072,0.205426,-0.469597,7.53279,0.274015,0.0970216
"1074",3.78759,0.371203,0.353776,0.243396,-0.578627,7.4535,0.258324,0.017508
"1075",3.82922,0.347938,0.317908,0.212175,-0.573378,7.29644,0.243786,0.0223301
"1076",3.87419,0.323534,0.348148,0.28114,-0.713819,7.29188,0.265235,0.0158435
"1077",3.87385,0.303394,0.347473,0.207587,-0.631396,7.66691,0.264455,0.0271279
"1078",3.79025,0.388738,0.335737,0.221413,-0.542029,7.84209,0.253735,0.0170064
"1079",3.77213,0.300292,0.28337,0.214777,-0.595794,7.80273,0.261947,0.0329266
"1080",3.85874,0.353523,0.444378,0.153725,-0.682089,7.52547,0.253293,0.0157424
"1081",3.74368,0.410233,0.346027,0.207257,-0.5433,7.32344,0.298085,0.0237074
"1082",3.93115,0.202985,0.246013,0.25625,-0.742635,6.82465,0.25503,0.0156359
"1083",3.83228,0.235523,0.381008,0.274133,-0.606723,7.48968,0.263171,0.0212878
"1084",3.72928,0.432441,0.319798,0.300391,-0.579909,7.49554,0.272492,0.0566459
"1085",3.8344,0.384258,0.335405,0.254352,-0.606782,7.32438,0.281655,0.0186973
"1086",3.88342,0.338323,0.34393,0.232453,-0.690091,7.43758,0.275211,0.020998
"1087",3.7854,0.352451,0.337715,0.275927,-0.550444,7.6702,0.246977,0.0162492
"1088",3.9217,0.265036,0.328141,0.221154,-0.763166,7.5933,0.267424,0.0160839
"1089",4.03852,0.258535,0.382823,0.260972,-0.901359,7.36729,0.258549,0.0230233
"1090",3.81825,0.286134,0.432515,0.193166,-0.574163,7.26444,0.257584,0.0880505
"1091",3.85513,0.360441,0.357658,0.267617,-0.64019,7.53881,0.265678,0.0483585
"1092",3.80614,0.361095,0.384694,0.227455,-0.504217,7.7418,0.266799,0.0222674
"1093",3.72445,0.372424,0.324835,0.284413,-0.4742,7.65879,0.275406,0.0202559
"1094",3.78786,0.314896,0.342291,0.218382,-0.628568,7.33318,0.261936,0.0300761
"1095",3.91193,0.153995,0.3675,0.198068,-0.674153,7.31847,0.283494,0.0965317
"1096",3.77985,0.295804,0.328483,0.191529,-0.581761,7.52825,0.26865,0.0194076
"1097",3.94626,0.203753,0.339158,0.31212,-0.734053,7.17087,0.273004,0.0537386
"1098",3.91999,0.31911,0.349696,0.258194,-0.732022,7.34823,0.278575,0.0408219
"1099",3.95002,0.281275,0.375112,0.251221,-0.762688,7.47737,0.261266,0.0154473
"1100",3.79325,0.474367,0.311046,0.282466,-0.547177,7.85576,0.262885,0.0187819
"1101",3.90276,0.363466,0.318465,0.277045,-0.678752,7.2802,0.280748,0.0437565
"1102",3.7184,0.270791,0.306434,0.20257,-0.502494,7.44436,0.270218,0.0341614
"1103",3.9225,0.350016,0.403809,0.244357,-0.746697,7.49641,0.269711,0.0249677
"1104",3.83906,0.280127,0.303293,0.250107,-0.585233,7.41911,0.265095,0.0152139
"1105",3.83385,0.321302,0.355795,0.300834,-0.655307,7.83803,0.270411,0.0196715
"1106",3.80824,0.311305,0.281418,0.188377,-0.594649,7.58536,0.277725,0.101465
"1107",3.82576,0.311977,0.315259,0.280157,-0.620839,7.6067,0.272901,0.0160897
"1108",3.84726,0.301308,0.337164,0.264265,-0.661408,7.27367,0.267904,0.0215492
"1109",3.99068,0.211847,0.320918,0.205751,-0.763322,7.68183,0.262452,0.0139748
"1110",3.8427,0.390452,0.297111,0.208873,-0.657769,7.49211,0.250339,0.0149668
"1111",3.84467,0.181187,0.268494,0.219979,-0.6645,7.25404,0.25154,0.0297153
"1112",3.86112,0.335019,0.263843,0.179303,-0.629925,8.03431,0.281805,0.0190235
"1113",3.92205,0.329036,0.359607,0.217154,-0.725941,7.57904,0.265286,0.026038
"1114",3.85601,0.440219,0.316339,0.256857,-0.703714,6.78203,0.269965,0.01399
"1115",3.84792,0.304848,0.300996,0.256759,-0.691791,7.6306,0.274474,0.0197251
"1116",3.90045,0.35094,0.331187,0.215011,-0.677581,7.7801,0.269742,0.0212218
"1117",3.91032,0.326949,0.302853,0.18739,-0.691577,7.57624,0.252613,0.0629127
"1118",3.794,0.329801,0.343317,0.191466,-0.635982,7.587,0.266667,0.026546
"1119",3.89548,0.328737,0.359211,0.254869,-0.686027,7.6432,0.259164,0.0674546
"1120",3.8144,0.307503,0.341766,0.212463,-0.626807,7.3557,0.268406,0.0191348
"1121",3.81199,0.392285,0.239069,0.310642,-0.561155,7.88317,0.283762,0.0194596
"1122",3.78041,0.366488,0.324755,0.227606,-0.574903,7.62068,0.281004,0.0220666
"1123",3.78416,0.425113,0.355095,0.246742,-0.651729,7.55868,0.261648,0.0563659
"1124",3.75273,0.395697,0.377971,0.230733,-0.51828,7.83421,0.259558,0.0386195
"1125",3.91635,0.497681,0.391658,0.193688,-0.763219,7.79627,0.272428,0.0284637
"1126",3.8075,0.310885,0.348656,0.211637,-0.592801,7.58119,0.276206,0.0160995
"1127",3.83701,0.313957,0.340281,0.215547,-0.657023,7.57126,0.25198,0.0393187
"1128",3.91197,0.254742,0.34227,0.241155,-0.644636,7.55122,0.271586,0.0180102
"1129",3.93693,0.293928,0.289763,0.280669,-0.72263,7.40869,0.260683,0.0514001
"1130",3.91822,0.320316,0.304057,0.277494,-0.726055,7.62761,0.250722,0.0305861
"1131",3.88839,0.232294,0.308568,0.214879,-0.663183,7.51062,0.269043,0.0426351
"1132",3.96024,0.190242,0.322993,0.243758,-0.731439,7.26262,0.268184,0.0395385
"1133",4.01118,0.262207,0.364091,0.243425,-0.83137,7.33062,0.275445,0.0262218
"1134",3.7441,0.353097,0.376512,0.252436,-0.495505,7.71885,0.268154,0.0166062
"1135",4.01761,0.209095,0.334016,0.203524,-0.803795,7.29297,0.28443,0.0441894
"1136",3.87066,0.254622,0.379968,0.217654,-0.670806,7.63668,0.242878,0.0172395
"1137",3.85569,0.349232,0.389699,0.223379,-0.703554,7.4146,0.284114,0.042407
"1138",3.83466,0.345065,0.341929,0.192708,-0.631739,7.75548,0.264075,0.0154538
"1139",3.90858,0.344605,0.335763,0.285845,-0.719791,7.64567,0.275845,0.0388893
"1140",3.97248,0.366102,0.337614,0.21177,-0.854948,7.60775,0.262954,0.037869
"1141",3.79191,0.372555,0.278064,0.279003,-0.543909,7.46973,0.275884,0.0426799
"1142",3.75464,0.303845,0.264204,0.285254,-0.503839,7.4348,0.254422,0.0362
"1143",3.8092,0.48539,0.36112,0.283589,-0.662112,7.63501,0.291376,0.0179144
"1144",3.95263,0.225699,0.330556,0.265259,-0.738059,7.44831,0.276107,0.0349546
"1145",3.83168,0.308688,0.326955,0.19097,-0.660994,7.285,0.259427,0.0157123
"1146",4.03445,0.211895,0.357971,0.29583,-0.860306,7.85575,0.266312,0.0198723
"1147",3.86243,0.445006,0.343768,0.237927,-0.630567,7.35067,0.254,0.0369091
"1148",3.83729,0.300459,0.356067,0.189414,-0.634683,7.21674,0.258613,0.0344626
"1149",3.96489,0.228182,0.290296,0.211542,-0.717522,7.32247,0.265491,0.0164156
"1150",3.97053,0.289344,0.351304,0.246386,-0.806894,7.5836,0.266293,0.0158091
"1151",3.8248,0.373679,0.314883,0.302293,-0.601926,7.31374,0.280838,0.0235766
"1152",4.01949,0.330428,0.401377,0.224529,-0.854517,7.49266,0.265697,0.020997
"1153",3.84858,0.263273,0.331547,0.200003,-0.651339,7.97388,0.295283,0.0264164
"1154",3.89292,0.382359,0.321725,0.256019,-0.666348,7.64548,0.260635,0.0163162
"1155",3.78645,0.437873,0.349307,0.285661,-0.687739,7.73335,0.263171,0.0157414
"1156",3.83222,0.260195,0.369045,0.250009,-0.68615,7.26347,0.243857,0.014704
"1157",3.92738,0.290089,0.275573,0.259888,-0.759943,7.41684,0.269648,0.0369872
"1158",3.82505,0.297285,0.297146,0.251803,-0.55286,7.24523,0.271738,0.0159908
"1159",3.78353,0.452202,0.284621,0.227851,-0.644535,7.44194,0.275555,0.0646926
"1160",3.88331,0.407056,0.405,0.207985,-0.703722,7.49164,0.274214,0.022806
"1161",3.73084,0.556723,0.374871,0.186766,-0.608273,7.27083,0.252747,0.0537963
"1162",3.88948,0.343485,0.371405,0.26581,-0.716659,7.39786,0.264206,0.0175009
"1163",3.73327,0.41672,0.325017,0.313799,-0.617334,7.89987,0.273642,0.021706
"1164",3.77166,0.442962,0.243331,0.229115,-0.56982,7.5198,0.256682,0.0166435
"1165",3.88737,0.291777,0.378922,0.216534,-0.700338,7.3667,0.251656,0.0148753
"1166",3.85948,0.356188,0.279334,0.244153,-0.697017,7.69143,0.265806,0.0144807
"1167",3.83683,0.349905,0.314742,0.222881,-0.600454,7.74128,0.250102,0.0627495
"1168",3.80284,0.37708,0.325679,0.2507,-0.587375,7.43186,0.267565,0.0227844
"1169",3.81226,0.334751,0.312806,0.242591,-0.613629,7.48434,0.251497,0.0418683
"1170",3.69378,0.364664,0.352883,0.19511,-0.556006,7.66974,0.255761,0.0249149
"1171",3.98526,0.347858,0.336892,0.220521,-0.748714,7.63204,0.27939,0.0202242
"1172",3.7429,0.464414,0.320795,0.233542,-0.574001,7.59138,0.283839,0.0975669
"1173",3.8187,0.379859,0.253664,0.252873,-0.604264,7.36011,0.281068,0.0213589
"1174",3.8792,0.32452,0.348971,0.251105,-0.625437,7.01192,0.289967,0.0903369
"1175",3.8997,0.247111,0.314224,0.216884,-0.706475,7.48605,0.26797,0.047527
"1176",3.75121,0.39556,0.335098,0.2811,-0.574977,7.36098,0.256079,0.026666
"1177",3.84744,0.257244,0.307657,0.268687,-0.629129,6.95672,0.267215,0.0308216
"1178",3.89529,0.285784,0.273272,0.223227,-0.667701,8.13676,0.267176,0.0211699
"1179",3.80884,0.25405,0.364243,0.257774,-0.611642,7.99487,0.262263,0.0359919
"1180",3.81463,0.275641,0.301906,0.204245,-0.59678,7.63903,0.254906,0.0198627
"1181",3.83012,0.323841,0.366194,0.24411,-0.593895,7.8626,0.280112,0.0283589
"1182",3.93705,0.36732,0.314373,0.264501,-0.837977,7.45144,0.267051,0.0512325
"1183",3.88754,0.302352,0.354497,0.187327,-0.669856,7.83385,0.249542,0.0505702
"1184",3.77691,0.369481,0.294233,0.287535,-0.607169,7.62765,0.263219,0.0552328
"1185",4.00941,0.221891,0.357037,0.171501,-0.764097,7.25488,0.262997,0.0179455
"1186",3.92907,0.181121,0.360908,0.22221,-0.695055,7.60923,0.254781,0.0176697
"1187",3.82309,0.364498,0.350531,0.193481,-0.712028,7.4896,0.247066,0.0840558
"1188",3.82873,0.43558,0.339523,0.260779,-0.572163,7.33096,0.269289,0.0863085
"1189",3.82636,0.30261,0.379858,0.240831,-0.587161,7.43782,0.251114,0.073207
"1190",3.8214,0.311306,0.384085,0.251341,-0.649907,7.54314,0.255734,0.0261802
"1191",3.7889,0.473799,0.36578,0.220901,-0.668306,7.20648,0.259641,0.0227905
"1192",3.87886,0.238206,0.309142,0.250672,-0.652404,7.20592,0.263591,0.018887
"1193",3.94224,0.255121,0.38448,0.210897,-0.775431,7.44938,0.260241,0.015675
"1194",3.85585,0.366873,0.344263,0.25364,-0.68539,7.46982,0.255933,0.0180299
"1195",3.71822,0.536939,0.332311,0.251294,-0.514994,7.29591,0.280826,0.0340963
"1196",3.77244,0.374742,0.368206,0.22008,-0.59392,7.43297,0.265343,0.0165219
"1197",3.75858,0.310886,0.297297,0.229023,-0.588338,7.67452,0.267016,0.0949536
"1198",3.94991,0.309006,0.298024,0.266968,-0.702754,8.06607,0.274829,0.0185413
"1199",3.84595,0.310422,0.356953,0.24291,-0.602322,7.68948,0.270869,0.020948
"1200",3.7703,0.351096,0.316357,0.209123,-0.625892,7.47993,0.264158,0.013552
"1201",3.78673,0.337655,0.384656,0.271326,-0.606673,7.72959,0.245445,0.0290023
"1202",3.75906,0.3299,0.311792,0.193154,-0.569703,7.42961,0.263957,0.0230842
"1203",3.90062,0.292258,0.323703,0.233188,-0.591369,7.67426,0.291615,0.0350245
"1204",3.95616,0.200096,0.343789,0.175907,-0.693191,7.43804,0.278586,0.0278044
"1205",3.88443,0.291364,0.318314,0.237973,-0.702224,7.57991,0.275452,0.0212652
"1206",3.8036,0.462585,0.331991,0.254239,-0.679032,7.20014,0.276226,0.0220498
"1207",3.92836,0.215061,0.336975,0.229902,-0.711407,7.32354,0.240956,0.0148433
"1208",3.90128,0.272226,0.292387,0.280193,-0.678252,7.28099,0.263494,0.0152988
"1209",3.9272,0.350211,0.272851,0.246619,-0.729868,7.6681,0.275408,0.021916
"1210",3.86526,0.24322,0.425562,0.147325,-0.649064,7.69766,0.267883,0.0167727
"1211",3.79626,0.441725,0.299123,0.265654,-0.559744,7.54219,0.266104,0.0430024
"1212",3.82431,0.40647,0.33789,0.190028,-0.681861,7.2967,0.267096,0.0542995
"1213",3.94874,0.174828,0.335941,0.315291,-0.731011,7.62819,0.263171,0.0161179
"1214",3.89994,0.292055,0.271202,0.209109,-0.711491,7.35686,0.271642,0.0934573
"1215",3.88763,0.271124,0.317606,0.179235,-0.588268,7.37164,0.248021,0.083151
"1216",3.88934,0.312367,0.359264,0.262689,-0.717848,7.5616,0.253682,0.0618481
"1217",3.75205,0.46936,0.384373,0.275314,-0.63612,7.49228,0.274167,0.0983553
"1218",3.84489,0.224392,0.27275,0.148117,-0.596951,7.50184,0.267962,0.0192259
"1219",3.80617,0.454815,0.346569,0.270166,-0.65754,7.66426,0.259609,0.0321649
"1220",3.8014,0.285328,0.358059,0.226826,-0.588744,7.5696,0.260772,0.0149453
"1221",3.80191,0.34651,0.318818,0.291253,-0.632696,7.25506,0.267559,0.0612262
"1222",3.84246,0.37431,0.249918,0.295078,-0.634335,7.37762,0.246424,0.0216565
"1223",3.8648,0.266907,0.359345,0.202272,-0.638801,7.27056,0.248059,0.0159295
"1224",3.79794,0.458541,0.319238,0.267976,-0.615847,7.25026,0.272236,0.0636389
"1225",3.59742,0.382931,0.298999,0.225642,-0.38117,7.35742,0.26604,0.0198995
"1226",3.99529,0.374875,0.375305,0.249325,-0.8745,7.36197,0.268765,0.0422149
"1227",3.85351,0.250089,0.26864,0.200097,-0.609544,7.71561,0.268477,0.0306974
"1228",3.9029,0.369918,0.333335,0.164991,-0.702314,7.29549,0.263762,0.0459834
