"","b[1]","b[2]","b[3]","b[4]","b[5]","sigma","m.phi","var.phi"
"301",3.73015,0.347262,0.352313,0.178443,-0.533336,7.38172,0.281307,0.0544165
"302",3.97178,0.311891,0.346731,0.218816,-0.742566,7.60568,0.270781,0.0179898
"303",3.79489,0.409206,0.309408,0.321209,-0.553357,7.85157,0.272965,0.0193855
"304",3.96699,0.28769,0.36061,0.242888,-0.750574,7.41449,0.275712,0.0194055
"305",3.81845,0.373645,0.32232,0.276596,-0.672659,7.1527,0.279214,0.0164707
"306",3.85335,0.345748,0.258903,0.259396,-0.618429,7.5512,0.276609,0.0209617
"307",3.88333,0.429118,0.38826,0.256242,-0.72293,6.92966,0.263186,0.035565
"308",3.91189,0.337188,0.394561,0.205191,-0.725512,7.64895,0.259189,0.0343333
"309",3.77331,0.340021,0.372194,0.230741,-0.545617,7.8309,0.252111,0.0159886
"310",3.67468,0.382691,0.276704,0.228882,-0.503672,7.55196,0.27352,0.0203777
"311",3.82448,0.255643,0.351516,0.320814,-0.625335,8.08992,0.263782,0.0185512
"312",3.83067,0.305122,0.381586,0.227354,-0.618272,7.24382,0.253678,0.0523698
"313",3.83949,0.366737,0.347275,0.252342,-0.562549,7.50697,0.273273,0.0218424
"314",3.89846,0.273303,0.333325,0.220981,-0.630888,7.55378,0.25388,0.013656
"315",3.87413,0.304898,0.273111,0.211635,-0.573,7.74939,0.276829,0.0151815
"316",3.91903,0.205246,0.335934,0.215094,-0.670469,7.5412,0.256479,0.0172338
"317",3.71862,0.359149,0.325803,0.270553,-0.516686,7.49555,0.24482,0.0856012
"318",3.78495,0.287641,0.306514,0.233271,-0.585097,7.5668,0.250084,0.0605197
"319",3.94297,0.264351,0.300456,0.283891,-0.669142,7.50478,0.259902,0.0989052
"320",3.75142,0.430031,0.318604,0.227458,-0.570075,7.86302,0.267241,0.0371129
"321",3.82167,0.351451,0.343803,0.222275,-0.659713,7.93929,0.275395,0.0178547
"322",3.84918,0.393939,0.386088,0.18504,-0.698526,7.64297,0.249951,0.0255325
"323",3.83809,0.490213,0.346659,0.317589,-0.666282,7.75886,0.275398,0.013564
"324",3.87697,0.385729,0.382272,0.235569,-0.667903,7.14492,0.272332,0.017487
"325",3.7798,0.432896,0.360998,0.259326,-0.65683,7.53247,0.263676,0.0156422
"326",3.80301,0.284064,0.330941,0.213167,-0.581011,8.16342,0.272706,0.0469123
"327",3.89184,0.186139,0.342159,0.160157,-0.648758,7.65253,0.286109,0.0156145
"328",3.87436,0.304372,0.347834,0.2282,-0.665253,7.32307,0.249602,0.0142516
"329",3.79517,0.431262,0.355424,0.20555,-0.653849,7.42798,0.263028,0.063129
"330",3.83024,0.249651,0.317514,0.22518,-0.520842,7.09925,0.258304,0.053349
"331",3.82068,0.416374,0.274267,0.222551,-0.571369,7.7463,0.259241,0.0396184
"332",3.84603,0.43165,0.268523,0.205187,-0.655923,7.93472,0.257902,0.0630119
"333",3.95604,0.278141,0.3294,0.24576,-0.750867,7.98505,0.272188,0.0189304
"334",3.9304,0.268386,0.318707,0.247353,-0.78992,7.35056,0.268815,0.0334002
"335",3.74544,0.333505,0.354793,0.18526,-0.506318,7.93387,0.262739,0.0188193
"336",3.79207,0.394756,0.387093,0.216221,-0.612494,7.32298,0.272745,0.0204056
"337",3.8335,0.265402,0.318338,0.204348,-0.647591,7.66435,0.271276,0.0155025
"338",3.90808,0.34181,0.269525,0.266526,-0.710463,7.28381,0.251858,0.0140671
"339",3.76632,0.334877,0.274914,0.231693,-0.537341,7.32155,0.270442,0.0222502
"340",3.895,0.24172,0.303574,0.200426,-0.630297,7.475,0.2502,0.014643
"341",3.91047,0.223701,0.348667,0.21949,-0.679886,7.58878,0.277971,0.0196241
"342",3.94332,0.258717,0.254608,0.252227,-0.75244,7.17178,0.266999,0.0180009
"343",3.80481,0.550454,0.405519,0.198717,-0.610311,7.4,0.27052,0.0425535
"344",3.74708,0.41929,0.339815,0.248171,-0.558648,7.72918,0.275639,0.0418582
"345",3.65364,0.483074,0.339223,0.20273,-0.473114,7.47734,0.263986,0.0192634
"346",3.88272,0.371466,0.373858,0.278937,-0.680714,7.26191,0.264313,0.0899224
"347",4.05937,0.145105,0.352208,0.247736,-0.819262,7.53496,0.288513,0.0587595
"348",3.93433,0.254477,0.390802,0.187006,-0.763894,7.51801,0.26188,0.0673427
"349",3.98971,0.271594,0.288172,0.213132,-0.820845,7.21221,0.262905,0.0389118
"350",3.8484,0.307604,0.356887,0.267881,-0.614776,7.19817,0.252919,0.0255407
"351",3.8409,0.361647,0.341516,0.208494,-0.705036,7.12008,0.26131,0.0190057
"352",3.86323,0.253475,0.335608,0.239348,-0.636068,7.70688,0.255686,0.019171
"353",3.91941,0.217962,0.296762,0.268925,-0.663876,7.55832,0.252555,0.0154682
"354",3.74976,0.352095,0.362502,0.215577,-0.62391,7.69876,0.263222,0.0201478
"355",3.88588,0.291541,0.34591,0.236882,-0.723703,7.2908,0.246602,0.0342223
"356",3.8854,0.267623,0.339015,0.228921,-0.734376,7.37097,0.260321,0.021231
"357",3.81489,0.28349,0.346143,0.226472,-0.682256,7.49953,0.30556,0.0458846
"358",3.89833,0.295353,0.291345,0.231999,-0.68224,7.58798,0.271753,0.0199786
"359",3.80413,0.466064,0.37016,0.312497,-0.652699,7.63174,0.258938,0.0651763
"360",3.92906,0.185512,0.316784,0.239893,-0.677362,8.20769,0.261395,0.0644294
"361",3.90575,0.200876,0.273033,0.166665,-0.648231,7.20849,0.265862,0.0150428
"362",3.77131,0.366374,0.348193,0.295148,-0.53476,8.02698,0.254247,0.0183419
"363",3.81021,0.302119,0.34339,0.164727,-0.507867,7.8733,0.26522,0.0504136
"364",3.87763,0.290439,0.390498,0.238543,-0.631344,7.65572,0.268332,0.0563848
"365",3.8494,0.281215,0.38611,0.193624,-0.672165,7.11619,0.251923,0.0446303
"366",3.8587,0.406057,0.358924,0.239775,-0.713817,7.37475,0.268732,0.0474698
"367",3.8874,0.418769,0.340914,0.224589,-0.658759,7.51181,0.264884,0.0660027
"368",3.90776,0.37662,0.310503,0.232476,-0.70336,7.5201,0.268243,0.0193168
"369",3.7545,0.410027,0.333074,0.172188,-0.602918,7.60544,0.258352,0.0347829
"370",3.91622,0.263654,0.275834,0.237975,-0.572661,7.30437,0.276518,0.0391438
"371",3.82987,0.253808,0.270548,0.225148,-0.618025,7.36287,0.261449,0.0197986
"372",3.74468,0.374494,0.307175,0.286971,-0.57031,7.35482,0.272129,0.01614
"373",3.90758,0.389297,0.405132,0.214281,-0.751128,7.05956,0.265053,0.039612
"374",3.87549,0.331901,0.292537,0.267847,-0.616175,7.70712,0.268406,0.035852
"375",3.73176,0.451581,0.326599,0.214083,-0.573407,7.22522,0.265944,0.0208662
"376",3.89722,0.346593,0.354475,0.211672,-0.687068,7.79751,0.260592,0.0183757
"377",3.77781,0.353655,0.31602,0.189685,-0.630991,7.37314,0.261744,0.0255413
"378",3.83653,0.290462,0.300378,0.210361,-0.698191,7.22969,0.281016,0.0600201
"379",3.94856,0.34306,0.360637,0.217085,-0.760354,7.46872,0.277601,0.0382438
"380",3.77053,0.307557,0.420538,0.245617,-0.553917,7.49563,0.263621,0.0222469
"381",3.79086,0.271321,0.353964,0.225787,-0.587483,7.13103,0.271366,0.0171296
"382",3.81042,0.337723,0.239221,0.250608,-0.619911,7.56725,0.268766,0.0196214
"383",3.84646,0.301285,0.386196,0.275765,-0.623088,7.31538,0.277799,0.0222225
"384",3.89179,0.210954,0.331418,0.313333,-0.719869,7.59736,0.282096,0.0184201
"385",3.88923,0.200816,0.372503,0.272679,-0.635159,7.33112,0.279028,0.0167882
"386",3.94846,0.289543,0.334674,0.265351,-0.746298,7.51378,0.258281,0.0878106
"387",3.91891,0.375434,0.351269,0.246033,-0.701601,7.7035,0.27847,0.0215912
"388",3.85387,0.357998,0.364652,0.25076,-0.703525,7.4945,0.289127,0.0270777
"389",3.78979,0.353146,0.306391,0.231871,-0.604939,7.68229,0.266563,0.0189815
"390",3.80835,0.405998,0.304963,0.203566,-0.666034,7.58709,0.260779,0.0168641
"391",3.91174,0.29545,0.356297,0.207679,-0.647456,7.68606,0.266391,0.0261575
"392",3.94865,0.207879,0.331713,0.277733,-0.726132,7.41189,0.270416,0.0966593
"393",3.86264,0.249246,0.405411,0.19269,-0.686101,7.58163,0.2583,0.0372353
"394",3.93386,0.270374,0.338923,0.227859,-0.796223,6.9836,0.283061,0.0187331
"395",3.98295,0.398148,0.370787,0.208468,-0.754724,7.69098,0.264525,0.044618
"396",3.79146,0.397229,0.282595,0.252785,-0.635827,7.42435,0.270004,0.0381971
"397",3.84953,0.347173,0.312385,0.273004,-0.629682,7.54103,0.267632,0.0157263
"398",3.94958,0.206283,0.338965,0.215774,-0.677754,7.69234,0.244743,0.0379079
"399",3.8095,0.347669,0.292951,0.229997,-0.585546,7.61142,0.272418,0.0699349
"400",3.84903,0.330268,0.393756,0.197914,-0.676027,7.74214,0.259145,0.0152025
"401",3.79311,0.445911,0.341055,0.223355,-0.58709,7.74994,0.261331,0.0178287
"402",3.86583,0.216754,0.383079,0.204567,-0.66314,7.54036,0.263532,0.0152225
"403",3.86356,0.327134,0.394759,0.212597,-0.656828,7.30039,0.278512,0.021968
"404",3.72466,0.393049,0.299514,0.205042,-0.502225,7.48756,0.261895,0.018633
"405",3.76793,0.336583,0.284451,0.211271,-0.579892,7.2365,0.27718,0.0205807
"406",3.86071,0.329242,0.373566,0.253357,-0.700569,7.87929,0.265097,0.0159935
"407",3.76375,0.468485,0.344303,0.233076,-0.637272,7.67054,0.277098,0.0382578
"408",3.71736,0.377977,0.340077,0.241579,-0.490778,7.42406,0.275184,0.025526
"409",3.85274,0.367377,0.356906,0.239189,-0.672291,7.14923,0.287463,0.0224201
"410",3.77239,0.296886,0.369286,0.240522,-0.578974,7.60973,0.272786,0.0187817
"411",3.84608,0.384268,0.340678,0.309958,-0.584437,7.52686,0.27978,0.0150172
"412",3.83006,0.209902,0.3128,0.161857,-0.603499,7.78659,0.266312,0.0152516
"413",3.99611,0.158124,0.330094,0.256968,-0.776991,7.59827,0.269124,0.013319
"414",3.84161,0.33905,0.345726,0.201494,-0.628354,7.54775,0.274736,0.014894
"415",3.79837,0.306064,0.369305,0.215962,-0.617101,7.95466,0.264197,0.0163271
"416",3.93407,0.253909,0.358956,0.232557,-0.786786,7.05,0.266205,0.0414001
"417",3.81095,0.283962,0.305081,0.210676,-0.563168,8.10257,0.277134,0.0198839
"418",3.85231,0.288177,0.28025,0.259288,-0.642578,7.00047,0.28662,0.0490079
"419",3.97023,0.34411,0.297874,0.233807,-0.79896,7.68153,0.273436,0.0213265
"420",3.98237,0.281953,0.342839,0.211867,-0.757695,7.63109,0.275917,0.0315529
"421",3.88781,0.491849,0.315267,0.294648,-0.665428,7.32465,0.24177,0.0148043
"422",3.84538,0.202217,0.358123,0.24479,-0.583546,7.18957,0.251171,0.0811575
"423",3.82725,0.261036,0.343852,0.21358,-0.585392,7.20108,0.262574,0.0371326
"424",3.948,0.22958,0.384851,0.209772,-0.748975,7.39537,0.275441,0.0170203
"425",3.97043,0.236268,0.328966,0.210561,-0.826237,7.47703,0.284186,0.0404159
"426",3.8052,0.259931,0.35986,0.222286,-0.611195,7.8736,0.277265,0.0209804
"427",3.92774,0.245261,0.337475,0.219885,-0.695929,7.57062,0.247027,0.0144662
"428",3.8793,0.314321,0.321927,0.279687,-0.722959,7.96439,0.263761,0.0227342
"429",3.81097,0.39419,0.370853,0.214269,-0.616454,7.91945,0.275231,0.0285581
"430",3.91493,0.344933,0.365539,0.275039,-0.653358,7.47471,0.250146,0.0201448
"431",3.88604,0.306025,0.40887,0.173525,-0.75235,7.77112,0.274797,0.03992
"432",3.86763,0.329248,0.329861,0.226625,-0.687546,7.77759,0.252317,0.038939
"433",3.92314,0.182818,0.300427,0.20069,-0.732485,7.78106,0.269822,0.0170721
"434",3.8014,0.258977,0.341291,0.225179,-0.602944,7.90814,0.256148,0.0344561
"435",3.82719,0.429661,0.279796,0.268935,-0.641823,7.63928,0.256208,0.0437625
"436",3.89604,0.330598,0.315162,0.262999,-0.683335,7.4403,0.27345,0.0287605
"437",3.82843,0.416749,0.320532,0.2439,-0.732474,7.72488,0.272005,0.0215392
"438",3.87622,0.317253,0.398966,0.233424,-0.697362,7.50104,0.274955,0.0197986
"439",3.80409,0.321177,0.363573,0.191859,-0.652186,7.69759,0.268272,0.0183389
"440",3.80821,0.360799,0.307852,0.236231,-0.579394,7.69752,0.268644,0.025166
"441",3.90499,0.253395,0.299024,0.30822,-0.698807,7.67113,0.27277,0.0196753
"442",3.76596,0.278489,0.312152,0.219449,-0.490078,7.66943,0.256201,0.0182407
"443",3.93064,0.32765,0.363804,0.241563,-0.718127,8.2902,0.269452,0.0939962
"444",3.87911,0.357198,0.333639,0.294643,-0.68306,7.53231,0.276444,0.0157211
"445",3.81241,0.435938,0.334738,0.205796,-0.602846,7.57255,0.266142,0.0161051
"446",3.98951,0.228706,0.30061,0.22841,-0.801138,7.59979,0.25753,0.0378669
"447",3.88058,0.282097,0.33189,0.230271,-0.707897,6.95955,0.284888,0.0460291
"448",3.90863,0.38697,0.360812,0.276667,-0.694581,7.62965,0.27037,0.0203972
"449",3.76666,0.358655,0.364252,0.264352,-0.54491,7.50535,0.264491,0.0138598
"450",4.04957,0.118003,0.306867,0.221707,-0.839238,7.59387,0.280056,0.0242631
"451",3.81469,0.395157,0.355732,0.252941,-0.72239,7.15356,0.260545,0.0153822
"452",3.97975,0.312739,0.391268,0.201046,-0.772813,7.82887,0.259808,0.0200527
"453",3.88055,0.292779,0.351809,0.304943,-0.655994,7.13616,0.269141,0.0173379
"454",3.84127,0.360461,0.355959,0.224413,-0.69295,7.74505,0.25228,0.039456
"455",3.78264,0.285923,0.374394,0.273292,-0.539967,7.45357,0.253647,0.0178123
"456",3.84834,0.324424,0.362478,0.241374,-0.676829,7.6395,0.256952,0.0171658
"457",3.83249,0.429732,0.371041,0.218048,-0.639476,7.42117,0.25545,0.0207079
"458",3.85075,0.235544,0.335067,0.23963,-0.711553,7.8816,0.268846,0.0209355
"459",3.87164,0.319192,0.365847,0.218949,-0.678465,7.53478,0.273528,0.0439228
"460",3.89554,0.282785,0.355319,0.233884,-0.608743,7.51517,0.272303,0.0174625
"461",3.73575,0.385803,0.295052,0.253231,-0.481538,7.63039,0.26376,0.0197218
"462",3.80864,0.281215,0.341553,0.205353,-0.599695,7.44688,0.276813,0.0354042
"463",3.83173,0.349118,0.261418,0.248738,-0.572873,7.64699,0.261045,0.0174069
"464",3.7601,0.192733,0.37529,0.222282,-0.567693,7.54424,0.275082,0.0401786
"465",3.93014,0.199759,0.407609,0.243373,-0.699271,7.48178,0.259306,0.0246093
"466",3.87969,0.334644,0.328782,0.214839,-0.705776,7.22366,0.281309,0.0157108
"467",3.8435,0.381208,0.327668,0.276682,-0.741953,7.37493,0.255386,0.025065
"468",3.82254,0.318108,0.307512,0.261417,-0.565827,7.59518,0.268534,0.0418046
"469",3.86035,0.319359,0.391944,0.189879,-0.743624,7.50059,0.267443,0.0321828
"470",3.71455,0.505051,0.425717,0.192923,-0.579578,7.12636,0.282039,0.0365869
"471",4.05817,0.238491,0.313224,0.246928,-0.804191,7.15425,0.262661,0.0263807
"472",3.79887,0.333359,0.370204,0.252451,-0.632046,7.81449,0.270031,0.0138343
"473",3.98444,0.31572,0.380526,0.25857,-0.757064,7.49945,0.248673,0.0144316
"474",3.84072,0.359983,0.310401,0.287407,-0.720642,7.18124,0.284737,0.104902
"475",3.83245,0.315158,0.284079,0.289075,-0.647504,7.77234,0.249726,0.0160574
"476",3.64749,0.486042,0.343716,0.236858,-0.455814,7.50375,0.260528,0.035751
"477",3.83259,0.333103,0.301747,0.233975,-0.52464,7.26371,0.280169,0.0193013
"478",3.9167,0.322409,0.344843,0.231553,-0.749011,7.05591,0.268561,0.0927249
"479",3.98047,0.332701,0.330901,0.285855,-0.808431,7.76255,0.251227,0.0894445
"480",3.93925,0.234521,0.325127,0.238418,-0.727878,7.46517,0.25236,0.0159861
"481",3.79671,0.3523,0.247424,0.252905,-0.620177,7.79954,0.249045,0.0147858
"482",3.83441,0.356668,0.411567,0.186539,-0.621612,7.28209,0.288791,0.0316495
"483",3.85506,0.323184,0.330824,0.26113,-0.604833,7.54807,0.264087,0.0205801
"484",3.80354,0.410817,0.410371,0.209879,-0.549379,7.6356,0.269978,0.0568842
"485",3.83164,0.330641,0.305003,0.211115,-0.560658,7.59168,0.252861,0.0147034
"486",3.82711,0.381427,0.310131,0.234425,-0.617494,7.4025,0.254827,0.0221064
"487",3.81155,0.254464,0.316745,0.240827,-0.605052,7.35191,0.262952,0.0158895
"488",3.82965,0.318975,0.431721,0.243253,-0.669515,7.31343,0.257435,0.0201666
"489",3.89632,0.337748,0.368109,0.190936,-0.715406,7.30412,0.269126,0.0188032
"490",3.9212,0.226097,0.364774,0.236682,-0.799021,8.15481,0.258513,0.0177593
"491",3.91458,0.27237,0.374979,0.204845,-0.771404,7.93547,0.287309,0.0190316
"492",3.79567,0.35146,0.342627,0.249765,-0.592346,7.90764,0.282103,0.0654704
"493",3.84051,0.319679,0.317684,0.262258,-0.592337,7.6626,0.266122,0.0876402
"494",3.85447,0.269222,0.337074,0.25049,-0.720023,8.00223,0.285152,0.0191303
"495",3.96032,0.248157,0.321168,0.248272,-0.751127,7.64785,0.277463,0.0431415
"496",3.77087,0.389761,0.360233,0.247241,-0.587819,7.30947,0.266084,0.0922178
"497",3.93763,0.355559,0.335782,0.191078,-0.704484,7.3651,0.26237,0.0138554
"498",3.92849,0.336847,0.290111,0.24602,-0.636845,7.99805,0.280289,0.0151754
"499",3.95026,0.31766,0.38218,0.19821,-0.865807,7.47593,0.262822,0.0166169
"500",3.81586,0.371264,0.367003,0.210665,-0.634939,7.75099,0.26473,0.0288374
"501",3.95922,0.313325,0.366152,0.188818,-0.753414,7.37297,0.298795,0.0592265
"502",3.89945,0.161012,0.320522,0.209384,-0.651634,7.37635,0.277396,0.0200695
"503",3.99629,0.229017,0.299327,0.236184,-0.672164,7.61178,0.259353,0.0185264
"504",3.87363,0.214771,0.41699,0.205011,-0.685736,7.41894,0.267215,0.0195925
"505",3.81583,0.334068,0.344499,0.184474,-0.673943,7.87516,0.264069,0.047959
"506",3.87778,0.268278,0.322892,0.17122,-0.636772,7.59249,0.279617,0.106309
"507",3.85145,0.29772,0.348285,0.262779,-0.605769,7.48206,0.251135,0.0844123
"508",3.77488,0.293325,0.336132,0.192608,-0.589601,7.49156,0.279028,0.0165813
"509",3.84325,0.304121,0.366365,0.215412,-0.65689,7.81916,0.266939,0.0377438
"510",3.78039,0.311146,0.360271,0.257075,-0.561982,7.85558,0.283763,0.0193139
"511",3.83925,0.380974,0.431546,0.225705,-0.642109,7.59198,0.285067,0.0210534
"512",3.91538,0.387858,0.384729,0.222967,-0.761847,7.83707,0.262413,0.0140111
"513",3.86734,0.253392,0.385626,0.201705,-0.593879,7.99083,0.270382,0.0591382
"514",3.91108,0.209348,0.340886,0.202463,-0.671373,7.64876,0.279194,0.0387828
"515",3.79766,0.365926,0.341248,0.252791,-0.544513,7.39529,0.273213,0.0217935
"516",3.84163,0.240591,0.350093,0.174387,-0.653076,7.73618,0.259074,0.0143293
"517",3.83039,0.358164,0.362426,0.215021,-0.666677,7.38806,0.271944,0.0174834
"518",3.85503,0.284875,0.317797,0.245449,-0.644159,8.17707,0.27897,0.0202127
"519",3.82101,0.312838,0.3362,0.266839,-0.580739,7.77459,0.278586,0.0235172
"520",3.89211,0.356597,0.329855,0.162311,-0.734581,7.86158,0.258735,0.0915358
"521",3.95452,0.304257,0.337782,0.249874,-0.781036,7.46765,0.266933,0.0163532
"522",3.84656,0.359889,0.339562,0.218823,-0.616696,7.51267,0.254731,0.0165014
"523",3.85468,0.358737,0.278761,0.249455,-0.663143,7.56675,0.279798,0.019776
"524",3.84028,0.353338,0.263435,0.244454,-0.655495,7.30168,0.272752,0.0188372
"525",3.99309,0.190145,0.33924,0.229785,-0.789817,7.46217,0.279164,0.0175405
"526",3.76723,0.381389,0.297827,0.245024,-0.56713,7.47677,0.257672,0.0428166
"527",3.88719,0.323206,0.323855,0.170821,-0.690159,7.77041,0.275312,0.0213949
"528",3.79941,0.370385,0.327005,0.242468,-0.645711,7.58409,0.263364,0.0460238
"529",3.90533,0.230539,0.397613,0.189231,-0.71805,7.66376,0.258889,0.0197237
"530",3.77636,0.282644,0.300984,0.183198,-0.47,7.25961,0.287901,0.0314679
"531",3.8003,0.301273,0.337603,0.218157,-0.60855,7.7919,0.249392,0.0133631
"532",3.89504,0.37047,0.312317,0.237934,-0.747684,7.20889,0.247067,0.0152222
"533",3.85631,0.352549,0.351498,0.280687,-0.624875,7.54706,0.267533,0.0208392
"534",3.97223,0.255338,0.327792,0.204617,-0.839869,7.45981,0.267067,0.032374
"535",3.84958,0.316816,0.359108,0.172655,-0.647259,8.03263,0.256908,0.0147853
"536",3.89139,0.252698,0.324099,0.229435,-0.642798,7.94036,0.252781,0.0134353
"537",3.83872,0.258036,0.32754,0.225648,-0.618062,7.45625,0.279047,0.0426983
"538",3.84276,0.378292,0.370418,0.200222,-0.715371,7.58716,0.26752,0.0397345
"539",3.87487,0.232733,0.350051,0.2354,-0.617811,7.56794,0.272912,0.0204833
"540",3.7962,0.419025,0.386458,0.225258,-0.702522,7.68756,0.273284,0.0395626
"541",3.86379,0.370634,0.305234,0.237345,-0.698822,7.58553,0.272862,0.0139006
"542",3.81352,0.333708,0.328059,0.24998,-0.663869,7.53554,0.254113,0.0180858
"543",3.93592,0.305823,0.37523,0.251435,-0.653343,7.648,0.266763,0.017168
"544",3.83622,0.308187,0.34187,0.192473,-0.619764,7.71176,0.288426,0.0233536
"545",3.8872,0.243197,0.337569,0.200152,-0.730263,7.10883,0.268131,0.0202716
"546",3.98855,0.208271,0.416057,0.261485,-0.796127,7.94564,0.254507,0.0173825
"547",3.82111,0.403665,0.325011,0.31293,-0.658836,7.78233,0.272252,0.0265736
"548",3.97365,0.230157,0.300897,0.302442,-0.757051,7.21551,0.264823,0.0165136
"549",3.88749,0.296404,0.36445,0.198018,-0.718895,7.59009,0.269304,0.0180302
"550",3.91347,0.302547,0.27346,0.212969,-0.723513,7.33096,0.259815,0.0309516
"551",3.96772,0.326589,0.431638,0.179499,-0.815092,7.23992,0.274471,0.0446458
"552",3.85978,0.247454,0.314021,0.283918,-0.674545,7.19378,0.271491,0.0192277
"553",3.90737,0.330548,0.342569,0.257123,-0.717444,7.07481,0.26687,0.0403931
"554",3.98972,0.243712,0.324929,0.299524,-0.7958,7.30095,0.273002,0.0222104
"555",3.86082,0.29318,0.336319,0.202329,-0.621916,8.13733,0.27826,0.0185858
"556",3.90865,0.290976,0.406636,0.246981,-0.719009,7.51141,0.280646,0.040732
"557",3.80503,0.347561,0.401297,0.239945,-0.637768,7.43165,0.253158,0.0154262
"558",3.93713,0.235054,0.386635,0.30725,-0.736975,7.80253,0.256715,0.0250242
"559",3.82759,0.38818,0.335646,0.288357,-0.591286,7.51,0.268364,0.047213
"560",3.88333,0.201517,0.338602,0.242257,-0.672872,7.46564,0.263259,0.0168652
"561",3.79121,0.286189,0.340736,0.25436,-0.515696,7.48453,0.285204,0.0203787
"562",3.88757,0.228352,0.339362,0.292444,-0.738872,7.55544,0.244776,0.0356498
"563",3.8078,0.462903,0.371405,0.273357,-0.659691,7.41495,0.29511,0.0550277
"564",3.87793,0.343388,0.248759,0.235151,-0.641291,7.60757,0.249541,0.0133674
"565",3.90893,0.236689,0.388908,0.26671,-0.676492,7.48374,0.262622,0.0880145
"566",3.8384,0.155047,0.359635,0.21365,-0.540315,7.36477,0.267352,0.016245
"567",3.84048,0.289266,0.335847,0.197708,-0.680143,6.9043,0.263753,0.01745
"568",3.87403,0.24172,0.347024,0.257537,-0.681283,7.65182,0.251355,0.0195191
"569",3.79792,0.373229,0.27775,0.28655,-0.618125,7.42055,0.270281,0.0355499
"570",3.78725,0.372759,0.338558,0.218216,-0.562934,7.45449,0.265722,0.0545246
"571",3.94701,0.375848,0.334226,0.22851,-0.764827,7.89091,0.267095,0.0253753
"572",3.83474,0.30347,0.356763,0.249753,-0.622508,7.80772,0.257689,0.0144109
"573",3.81625,0.300894,0.343615,0.201929,-0.595736,7.71417,0.26476,0.0229882
"574",3.85827,0.321032,0.271349,0.180352,-0.608821,7.48228,0.270361,0.0213014
"575",3.86446,0.269963,0.242629,0.222397,-0.671976,7.20485,0.277001,0.018405
"576",3.97339,0.304652,0.278768,0.333398,-0.806081,7.44468,0.260074,0.0173943
"577",3.86326,0.240741,0.32005,0.233231,-0.624039,7.69937,0.278297,0.0402042
"578",3.89722,0.30151,0.341538,0.241627,-0.643529,7.74385,0.266152,0.0192163
"579",3.78355,0.385518,0.276507,0.293868,-0.586062,7.43368,0.248339,0.0145357
"580",3.90719,0.37967,0.336363,0.179396,-0.641378,7.59062,0.267909,0.0186356
"581",4.06118,0.290007,0.402585,0.233535,-0.844545,7.71465,0.27432,0.0283198
"582",3.72223,0.53434,0.188403,0.199291,-0.525771,7.44346,0.255481,0.0374147
"583",3.81838,0.291231,0.336012,0.240113,-0.641498,6.91786,0.257422,0.0376063
"584",3.84213,0.329955,0.326913,0.223268,-0.629549,7.69268,0.258569,0.0183438
"585",3.78379,0.438534,0.350679,0.296874,-0.586085,7.42655,0.281739,0.0215062
"586",3.8165,0.277023,0.301638,0.249392,-0.623346,7.35513,0.264897,0.0617762
"587",3.78417,0.294169,0.349919,0.226667,-0.599117,7.68909,0.271956,0.0927846
"588",3.99663,0.202707,0.432921,0.205741,-0.810056,7.36539,0.248972,0.0844704
"589",3.75477,0.377792,0.288752,0.254124,-0.615831,7.48536,0.263257,0.0168887
"590",3.72992,0.559784,0.316258,0.25663,-0.581954,7.69166,0.267352,0.019719
"591",3.81364,0.383219,0.327381,0.198691,-0.573018,7.84932,0.287981,0.0177896
"592",3.79561,0.313772,0.27434,0.229554,-0.595082,7.38185,0.271808,0.0194309
"593",3.73798,0.389829,0.299401,0.251067,-0.511593,7.80108,0.268884,0.0220129
"594",3.88728,0.362475,0.391518,0.241921,-0.724452,7.24773,0.258404,0.0268529
"595",3.7231,0.380503,0.311963,0.197815,-0.573531,7.44717,0.251504,0.0255924
"596",3.82026,0.401335,0.420571,0.176623,-0.669188,7.9994,0.279289,0.0233978
"597",3.92776,0.217705,0.345572,0.230692,-0.732057,7.21156,0.276818,0.0220588
"598",3.92549,0.279413,0.357716,0.251439,-0.68152,7.88616,0.269577,0.0209152
"599",3.75533,0.385135,0.296571,0.224876,-0.592287,7.23521,0.283614,0.0339051
"600",3.99008,0.152135,0.393777,0.195048,-0.790835,7.34898,0.272766,0.0182346
"601",3.76643,0.328571,0.256207,0.229938,-0.526591,7.69053,0.267983,0.0514186
"602",3.97278,0.282845,0.350846,0.291811,-0.740054,7.60609,0.284221,0.0618384
"603",3.86604,0.218631,0.365415,0.251131,-0.677684,7.66687,0.273999,0.0295132
"604",3.84514,0.371654,0.309239,0.261865,-0.59911,7.45356,0.255718,0.0165563
"605",3.82735,0.363811,0.377349,0.232627,-0.613601,7.7741,0.270457,0.0392517
"606",3.87221,0.324269,0.340841,0.193773,-0.614144,7.40282,0.271197,0.0247708
"607",3.90963,0.275558,0.312925,0.236336,-0.631923,7.82408,0.273225,0.0621342
"608",3.82992,0.267384,0.303202,0.180753,-0.595906,7.69714,0.270706,0.0206209
"609",3.84867,0.325919,0.333284,0.244139,-0.632986,7.52716,0.276783,0.0169778
"610",3.93062,0.298595,0.318511,0.274484,-0.681909,7.48759,0.283739,0.0598422
"611",3.74743,0.42355,0.324313,0.274935,-0.565903,7.59441,0.251319,0.0444612
