"","b[1]","b[2]","b[3]","b[4]","b[5]","sigma","phi"
"285",3.84301,0.436117,0.300519,0.22319,-0.68286,7.8952,0.292921
"286",3.96082,0.11776,0.361265,0.136019,-0.722279,7.64746,0.284014
"287",3.77665,0.329438,0.301949,0.203666,-0.571771,7.68815,0.273555
"288",3.88559,0.360798,0.410319,0.119212,-0.729644,7.66611,0.287186
"289",3.95186,0.311606,0.351238,0.260571,-0.740298,7.87369,0.269293
"290",3.82482,0.32534,0.313426,0.252169,-0.576479,7.69751,0.273798
"291",3.89202,0.303921,0.387015,0.244207,-0.661332,7.64843,0.278135
"292",3.9424,0.271228,0.296168,0.21361,-0.71013,7.59502,0.265487
"293",3.79501,0.387395,0.292391,0.292359,-0.574239,7.20436,0.260679
"294",3.96435,0.26229,0.299262,0.205768,-0.747863,7.00167,0.264831
"295",3.69952,0.492588,0.316654,0.157946,-0.55194,7.68989,0.259101
"296",3.97811,0.333406,0.390889,0.294614,-0.820494,7.4908,0.268744
"297",3.82432,0.30794,0.347243,0.207238,-0.602018,7.63402,0.261694
"298",3.79982,0.296304,0.316466,0.164935,-0.609583,7.57824,0.267226
"299",3.78263,0.468475,0.283635,0.30597,-0.615733,7.8938,0.262361
"300",3.86046,0.244112,0.338796,0.241799,-0.697091,7.66913,0.258362
"301",3.80827,0.307172,0.33503,0.234968,-0.639177,7.78362,0.267079
"302",3.82584,0.401221,0.365928,0.193081,-0.62396,7.25333,0.259555
"303",3.8221,0.466529,0.411053,0.201683,-0.667464,7.6828,0.268898
"304",3.92853,0.32894,0.370223,0.229402,-0.689396,7.76525,0.257815
"305",3.78807,0.354555,0.285836,0.204444,-0.574574,7.46646,0.258445
"306",3.75402,0.295241,0.310818,0.221998,-0.554858,7.47217,0.265713
"307",3.74032,0.36913,0.343957,0.219627,-0.485983,7.47934,0.259186
"308",3.81127,0.501676,0.305765,0.270839,-0.66436,7.43606,0.242147
"309",3.72295,0.372799,0.366693,0.28932,-0.561018,7.494,0.260961
"310",3.77693,0.368744,0.350452,0.235511,-0.594292,7.61648,0.26173
"311",3.86457,0.374974,0.278406,0.225331,-0.613263,7.17319,0.262651
"312",3.90247,0.36073,0.25973,0.249024,-0.712383,7.6977,0.27738
"313",3.86031,0.352234,0.363324,0.200227,-0.698335,7.48284,0.278479
"314",3.88806,0.281855,0.36961,0.262511,-0.677211,7.64096,0.250256
"315",3.87775,0.301856,0.297111,0.215375,-0.560713,7.45946,0.274301
"316",3.98054,0.209954,0.364558,0.196538,-0.73529,8.03543,0.263389
"317",3.79152,0.442416,0.321446,0.259537,-0.672374,7.57375,0.258781
"318",3.90729,0.333429,0.343092,0.219679,-0.628336,7.75698,0.263765
"319",3.81844,0.334538,0.319212,0.215567,-0.550009,7.4303,0.266195
"320",3.91752,0.331373,0.341419,0.23569,-0.719587,7.52242,0.280899
"321",3.78327,0.418115,0.324232,0.205561,-0.549123,7.7198,0.262557
"322",3.91573,0.241695,0.389533,0.247638,-0.677165,7.52675,0.26622
"323",3.8455,0.300951,0.332749,0.258945,-0.61122,7.54509,0.277851
"324",3.79362,0.503076,0.360818,0.231827,-0.629606,7.91573,0.267698
"325",3.82128,0.384179,0.328442,0.233945,-0.641717,7.13552,0.268932
"326",3.86108,0.382712,0.34602,0.24706,-0.686435,7.16808,0.263137
"327",3.87456,0.275194,0.394164,0.277366,-0.711161,7.60972,0.268044
"328",3.86589,0.426712,0.383279,0.227029,-0.709103,7.4113,0.272745
"329",3.90733,0.349927,0.394634,0.212497,-0.728961,7.0406,0.271784
"330",3.63989,0.435882,0.30643,0.281895,-0.441914,7.36971,0.27922
"331",3.92428,0.211985,0.324271,0.207285,-0.672861,7.61765,0.265744
"332",3.86234,0.420983,0.292624,0.256784,-0.675399,7.69313,0.260494
"333",3.9518,0.232271,0.378114,0.277801,-0.76845,7.67588,0.274423
"334",3.81465,0.188436,0.340081,0.226423,-0.590951,7.70707,0.262915
"335",3.90423,0.298591,0.297393,0.249728,-0.700895,7.94365,0.276747
"336",3.83124,0.283825,0.288549,0.208024,-0.652555,7.37299,0.257872
"337",3.83423,0.404248,0.365891,0.236155,-0.634368,8.16033,0.288661
"338",3.65047,0.373061,0.387394,0.204848,-0.458516,7.58216,0.254647
"339",3.8834,0.136535,0.312026,0.179241,-0.721903,7.41529,0.275026
"340",3.85234,0.246123,0.341846,0.228696,-0.559763,8.03392,0.252797
"341",3.70571,0.467747,0.353177,0.206348,-0.512687,7.80467,0.271484
"342",3.7627,0.491167,0.40996,0.258727,-0.554993,7.69388,0.272219
"343",3.89557,0.356725,0.36602,0.222899,-0.722978,7.30955,0.284798
"344",3.90648,0.280923,0.395826,0.285141,-0.70641,7.59968,0.256816
"345",3.69412,0.45734,0.297072,0.229502,-0.512464,7.34941,0.29083
"346",3.74966,0.31979,0.294888,0.195961,-0.561786,7.72517,0.252849
"347",3.82405,0.387862,0.312788,0.24371,-0.520784,7.53362,0.257009
"348",3.74091,0.394726,0.262847,0.292194,-0.604496,8.0815,0.276058
"349",3.70131,0.399716,0.289361,0.226752,-0.534407,7.50201,0.250914
"350",3.83719,0.436592,0.325054,0.257765,-0.68032,7.48014,0.268845
"351",3.80073,0.402292,0.357329,0.230003,-0.665386,7.6985,0.257805
"352",3.79863,0.376578,0.251085,0.244683,-0.683384,7.32305,0.256239
"353",3.81783,0.357989,0.323857,0.206568,-0.574952,7.03436,0.281068
"354",3.90271,0.274389,0.35552,0.278023,-0.738815,7.29975,0.250389
