"","b[1]","b[2]","b[3]","b[4]","b[5]","sigma","phi"
"351",3.22637,0.178186,0.159568,0.0707346,0.246951,7.59405,0.187747
"352",3.25446,0.0964609,0.142755,0.0103486,0.214264,8.07678,0.198655
"353",3.40396,0.0682459,0.119465,0.0397039,0.0742448,7.86622,0.190974
"354",3.33449,0.0944718,0.146279,0.0391323,0.158647,7.53412,0.194548
"355",3.31005,0.0732675,0.150053,0.0634106,0.189945,7.75552,0.199997
"356",3.26671,0.144262,0.171969,0.081755,0.186859,7.49224,0.19037
"357",3.21157,0.0804732,0.177169,0.0825663,0.263292,7.47632,0.188542
"358",3.33425,0.125495,0.169662,0.0906142,0.1538,7.50521,0.181538
"359",3.39479,-0.0729896,0.170203,0.0477151,0.174357,7.62338,0.190495
"360",3.25717,0.104784,0.142816,0.0916692,0.233027,7.75482,0.181168
"361",3.25975,0.0235449,0.151013,0.0501656,0.254048,7.92098,0.191892
"362",3.34882,0.0348735,0.158729,0.0953479,0.165328,7.82965,0.189245
"363",3.33272,0.0123694,0.166643,0.0292753,0.180832,7.54161,0.194827
"364",3.20053,0.156353,0.145592,0.076195,0.292103,7.77141,0.20084
"365",3.31701,0.0279974,0.125648,0.0262331,0.188266,7.89581,0.195848
"366",3.22625,0.122447,0.17373,0.050191,0.271683,7.8316,0.192167
"367",3.2059,0.0866228,0.154362,0.0951654,0.348739,7.79356,0.202261
"368",3.25382,0.0651261,0.175469,0.105024,0.272212,7.7684,0.201083
"369",3.2845,0.115402,0.172425,0.0481365,0.227638,7.90729,0.190676
"370",3.26438,0.128368,0.154595,0.055178,0.239146,7.69964,0.191739
"371",3.25742,0.0623838,0.144578,0.03006,0.258876,7.87769,0.18744
"372",3.32672,0.056191,0.126574,0.075963,0.148868,7.55625,0.193651
"373",3.22782,0.123661,0.166366,0.0154217,0.238255,7.78724,0.190157
"374",3.24787,0.0578545,0.158513,0.0482953,0.257681,7.74517,0.187449
"375",3.31788,0.0661609,0.114112,0.0380127,0.164109,7.52916,0.194265
"376",3.35849,0.0674217,0.141038,0.0212397,0.127596,7.62226,0.194037
"377",3.35524,-0.0207106,0.172274,0.0260086,0.244743,7.76597,0.186523
"378",3.17188,0.0789939,0.165673,0.0844494,0.369618,7.70597,0.191639
"379",3.31466,0.156159,0.158698,0.0692154,0.177437,7.72843,0.181473
"380",3.28222,0.0616057,0.157311,0.0497985,0.198635,7.62709,0.191976
"381",3.28147,0.0872375,0.128246,0.0553617,0.222154,7.74078,0.189798
"382",3.27199,-0.0527288,0.181332,0.0874151,0.311061,7.71525,0.191759
"383",3.35074,0.0546889,0.158414,0.0101303,0.142741,7.8136,0.190961
"384",3.24222,0.00177738,0.156378,0.0607541,0.354154,7.54378,0.186204
"385",3.32789,0.0478075,0.12834,0.0572316,0.213827,7.74683,0.197015
"386",3.33965,0.100812,0.110646,0.0902592,0.165518,7.6802,0.189783
"387",3.24093,0.0871479,0.131806,0.0683406,0.243832,7.87564,0.187819
"388",3.1801,0.0889137,0.150909,0.0533061,0.332377,7.72081,0.196512
"389",3.37277,0.0389352,0.125658,0.0584643,0.175751,7.66705,0.184922
"390",3.31091,0.0628339,0.175367,0.0301875,0.130807,7.77359,0.187862
"391",3.26263,0.0776074,0.154578,0.0700296,0.18396,7.98094,0.197589
"392",3.32805,0.0911454,0.129155,0.0366187,0.111834,7.98191,0.19355
"393",3.29812,0.00193186,0.176517,0.0931176,0.262439,7.77325,0.200836
"394",3.19065,0.14397,0.129213,0.0495301,0.317597,7.92899,0.194139
"395",3.28583,0.0795431,0.119658,0.0586535,0.237996,7.83464,0.192489
"396",3.20507,0.101002,0.177597,0.0662066,0.280192,7.68572,0.183428
"397",3.37509,-0.077323,0.17027,0.0479209,0.202715,7.72282,0.190288
"398",3.22936,0.127417,0.129859,0.0455156,0.2688,7.90882,0.197369
"399",3.31134,0.0177594,0.168808,0.00575812,0.235986,7.6016,0.188751
"400",3.28273,0.0955247,0.158759,0.0569966,0.170198,7.57436,0.18826
"401",3.23742,0.124896,0.176899,0.0665133,0.278825,7.85582,0.195009
"402",3.27351,0.135409,0.139159,0.0620158,0.157568,7.62805,0.196184
"403",3.41617,-0.0247078,0.164772,0.0807139,0.132796,7.61472,0.200456
"404",3.36775,0.0460792,0.144639,0.0584009,0.154657,7.87305,0.193681
"405",3.26756,0.0493041,0.14979,0.0659268,0.283458,7.95987,0.192035
"406",3.23655,0.0319706,0.170545,0.0783267,0.332521,7.72223,0.206105
"407",3.38336,0.0384269,0.120504,0.0912248,0.101343,7.86537,0.198621
"408",3.31725,0.0456715,0.183094,0.0421584,0.18529,7.63565,0.191674
"409",3.34734,0.0430476,0.142653,0.0446784,0.151696,7.72041,0.197124
"410",3.34514,0.023606,0.158654,0.0358073,0.178395,7.48123,0.196173
"411",3.22258,0.138933,0.186757,0.0540703,0.215787,8.13023,0.188762
"412",3.24599,0.0664071,0.15357,0.064387,0.289678,7.94404,0.195751
"413",3.24359,0.0536654,0.159569,0.0775122,0.301699,7.60866,0.196903
"414",3.3322,0.018507,0.145644,0.0338267,0.22603,7.90213,0.193946
"415",3.24889,0.0561986,0.120782,0.0406481,0.291635,7.89367,0.193805
"416",3.30085,0.0326456,0.137031,0.0921476,0.235305,8.01798,0.18607
"417",3.2379,0.0883292,0.126604,0.0743306,0.265861,7.68729,0.191189
"418",3.246,0.0703689,0.160837,0.0468621,0.241488,7.84772,0.188692
"419",3.32661,0.0320816,0.147972,0.0717712,0.177025,7.65564,0.198861
"420",3.25534,0.0771908,0.178735,0.057727,0.248253,8.16437,0.181964
"421",3.2337,0.0213069,0.186544,0.103766,0.298462,7.92799,0.188675
"422",3.29959,-0.00637161,0.182134,0.0710125,0.287431,7.92008,0.192848
"423",3.20493,0.0318588,0.182641,0.0344653,0.332227,8.08841,0.195942
"424",3.26827,0.0626153,0.212945,0.0727489,0.207275,7.7906,0.189043
"425",3.19362,0.0882355,0.158234,0.100633,0.315955,7.93165,0.184172
"426",3.24434,0.0523292,0.18713,0.0564641,0.241228,7.74958,0.199552
"427",3.34448,0.05776,0.151996,0.0631618,0.152899,7.98855,0.198359
"428",3.28047,0.0761047,0.0776431,0.101503,0.216443,7.98366,0.189089
"429",3.3366,0.0573822,0.126927,0.0332373,0.138053,7.67671,0.193962
"430",3.27604,0.0829575,0.157768,0.0631891,0.20641,7.92988,0.187964
"431",3.33046,0.0649129,0.174981,0.0746921,0.129236,7.71281,0.193696
"432",3.28659,0.0603551,0.149268,0.0809263,0.275779,7.86271,0.192489
"433",3.29316,0.114832,0.132653,0.0637616,0.19114,7.79257,0.187113
"434",3.35162,0.0297096,0.149664,0.0637156,0.185178,7.98523,0.192472
"435",3.30151,0.0850584,0.152154,0.0499108,0.148866,7.68062,0.194399
"436",3.30512,0.0792138,0.169017,0.110721,0.200625,7.38793,0.187444
"437",3.36494,0.000271181,0.160487,0.0147252,0.145214,8.01661,0.18996
"438",3.29186,0.107109,0.181875,0.0827811,0.164549,7.4977,0.200385
"439",3.20446,0.125189,0.134825,0.087973,0.27695,7.74348,0.185079
"440",3.30094,0.0658373,0.145356,0.0149948,0.164083,7.8039,0.192957
"441",3.32061,0.0597232,0.152371,0.0529425,0.214428,7.64718,0.191618
"442",3.42654,0.00256536,0.145144,0.0956486,0.160836,7.9627,0.195536
"443",3.32452,0.149238,0.163165,0.0232974,0.113236,7.99396,0.202185
"444",3.25364,0.107452,0.165072,0.0782673,0.255852,7.61638,0.200246
"445",3.27676,0.0908675,0.134941,0.0952785,0.215997,7.8123,0.188928
"446",3.3448,0.0538558,0.103318,0.0426334,0.128395,7.98852,0.19532
"447",3.27295,0.0690742,0.140191,0.0269187,0.236688,7.7856,0.187085
"448",3.31981,0.00154791,0.170261,0.0882633,0.245153,7.41021,0.182886
"449",3.26208,0.0582352,0.143064,0.0338773,0.228201,7.63911,0.186537
"450",3.28855,0.00367485,0.17062,0.0332929,0.199083,7.70095,0.191371
"451",3.28518,0.0277538,0.170069,0.0445359,0.217438,7.77494,0.187666
"452",3.23595,0.0486537,0.140848,0.0616836,0.286899,7.69296,0.198053
"453",3.32781,0.0731637,0.161844,0.0677718,0.188657,7.84743,0.195129
"454",3.30013,0.119106,0.129269,0.0551781,0.180346,7.65864,0.195776
"455",3.31295,0.0493893,0.175828,0.0125183,0.165427,7.81502,0.183561
"456",3.26112,0.123502,0.13773,0.0516703,0.22628,7.50534,0.193795
"457",3.35824,0.0872747,0.108582,0.0591275,0.141976,7.70701,0.192887
"458",3.23518,0.0647672,0.155198,0.066022,0.205335,7.73484,0.19067
"459",3.22181,0.0392375,0.165507,0.075124,0.292932,7.86305,0.191657
"460",3.3153,4.29518e-06,0.15291,0.0770914,0.212166,7.51405,0.190333
"461",3.35601,-0.00123629,0.165641,0.0475587,0.125254,7.89088,0.194084
"462",3.33165,0.0921082,0.0981714,0.0731277,0.153852,7.78484,0.193706
"463",3.30976,0.118088,0.142428,0.059412,0.167693,7.71816,0.188814
"464",3.33009,0.0582813,0.142812,0.0649314,0.184268,7.90647,0.202369
"465",3.28416,0.0893978,0.185631,0.0771125,0.248432,7.68897,0.198099
"466",3.35624,0.0241975,0.146071,0.047055,0.181924,7.64424,0.19462
"467",3.25243,0.0995684,0.136238,0.0359636,0.182631,7.79776,0.193858
"468",3.2468,0.0879182,0.161418,0.0654004,0.223022,7.73896,0.186982
"469",3.2735,0.012588,0.190577,0.081265,0.276838,7.62124,0.191946
"470",3.26863,0.03749,0.130197,0.0989483,0.27853,7.8464,0.188234
"471",3.36915,0.102036,0.138606,0.0708666,0.135751,7.65008,0.191697
"472",3.41253,0.0222765,0.164674,-0.0012656,0.112149,7.70514,0.18984
"473",3.25704,0.0482142,0.165255,0.0690254,0.26743,7.48778,0.190045
"474",3.31619,0.0227646,0.140012,0.0589308,0.176739,7.96538,0.190861
"475",3.36289,0.140799,0.101144,0.103845,0.0693844,7.69944,0.187638
"476",3.35222,0.0257026,0.147629,0.0834671,0.181743,7.85309,0.191914
"477",3.32036,0.131878,0.123768,0.0473176,0.175167,7.83703,0.184728
"478",3.3503,0.146183,0.0716645,0.0518742,0.11089,7.56492,0.199218
"479",3.32904,0.0275325,0.16825,0.0594238,0.237078,7.56444,0.193057
"480",3.19516,0.00655457,0.212823,0.0770689,0.305927,7.73574,0.188604
"481",3.28088,0.0733973,0.140944,0.0543522,0.215127,7.6452,0.196869
"482",3.25319,0.057359,0.168219,0.0186512,0.245136,7.74745,0.194649
"483",3.36722,0.0625605,0.127843,0.0588785,0.15438,7.85774,0.191814
"484",3.25816,0.128114,0.143621,0.0619582,0.219427,7.7263,0.186221
"485",3.3472,0.056512,0.164946,0.0230139,0.163415,7.87403,0.190605
"486",3.2451,0.0137766,0.161109,0.0581115,0.247655,7.70047,0.194391
"487",3.28781,0.0713574,0.160152,0.0715334,0.236914,7.82513,0.197132
"488",3.26955,0.101816,0.146029,0.0606211,0.212599,7.94005,0.184533
"489",3.31544,0.0456019,0.0901856,0.0452415,0.192652,7.68592,0.18445
"490",3.30741,0.0116549,0.214838,0.0939843,0.260753,7.77809,0.194659
"491",3.29537,0.112243,0.145855,0.0625284,0.18775,7.90195,0.197118
"492",3.37785,0.0310866,0.149268,0.0586089,0.124728,7.82913,0.198886
"493",3.31231,0.0834179,0.188424,0.0115091,0.154517,7.70257,0.196334
"494",3.24546,0.0561864,0.166926,0.0346796,0.214326,7.73567,0.179325
"495",3.23264,-0.00306289,0.164782,0.0850547,0.341384,7.83517,0.195599
"496",3.36449,-0.0381763,0.128547,0.0425744,0.204445,7.80493,0.192218
"497",3.29342,0.0487072,0.122509,0.0274829,0.191641,7.78946,0.194158
"498",3.32234,0.0512932,0.159406,0.0520384,0.210817,8.07929,0.194149
"499",3.27882,0.0980373,0.139337,0.0744502,0.252672,7.62103,0.191203
"500",3.27222,0.0771284,0.166811,0.0521542,0.219024,7.81681,0.198061
"501",3.24942,0.0881439,0.165849,0.113573,0.243574,7.85254,0.190032
"502",3.32579,0.0817578,0.14382,0.0480397,0.178023,7.96586,0.194987
"503",3.30765,0.0703397,0.148944,0.0571232,0.199312,7.72504,0.193433
"504",3.29476,-0.00953965,0.167763,0.0243427,0.249945,7.49841,0.189559
"505",3.2684,0.0674108,0.19763,0.0294386,0.214692,8.00313,0.190388
"506",3.3842,-0.0207764,0.166602,0.0226328,0.149052,7.8811,0.19604
"507",3.32208,0.165596,0.162922,0.06744,0.151322,7.86235,0.190626
"508",3.31989,0.116249,0.161304,0.0437059,0.16491,7.57373,0.188521
"509",3.35075,0.10982,0.113292,0.0401358,0.13306,7.98555,0.195628
"510",3.32923,-0.00450944,0.18637,0.0388489,0.190283,7.7908,0.197978
"511",3.26259,0.015384,0.157243,0.0500459,0.26581,7.55284,0.201767
"512",3.29672,0.0371219,0.174182,0.0171849,0.227275,7.72252,0.186905
"513",3.27757,-0.00733149,0.142771,0.0340227,0.25063,8.04738,0.194134
"514",3.30951,0.0718668,0.112918,0.0260499,0.201598,7.93035,0.192469
"515",3.26377,0.105552,0.169625,0.0498479,0.259318,8.05997,0.189374
"516",3.34496,0.0203246,0.158696,0.0309441,0.145667,7.75564,0.180355
"517",3.25481,0.0268083,0.180324,0.0620975,0.223383,7.78025,0.198248
"518",3.22347,0.103163,0.175554,0.0369372,0.267445,8.08938,0.185173
"519",3.33752,0.00931829,0.176528,0.0608237,0.184445,7.73991,0.192415
"520",3.37502,0.067484,0.127177,0.040817,0.139794,7.77293,0.179338
"521",3.34313,0.092341,0.0853431,0.0544385,0.171628,8.094,0.197077
"522",3.3516,-0.0472719,0.127336,0.0739917,0.217618,7.86816,0.194777
"523",3.35912,-0.0123046,0.155201,0.0598544,0.127975,7.79785,0.194482
"524",3.33336,0.108823,0.143456,0.0667516,0.186887,7.56457,0.193311
"525",3.3388,0.0986258,0.154668,0.0824236,0.18774,7.77987,0.201465
"526",3.34192,-0.0146456,0.147659,0.0530675,0.14373,7.72107,0.188189
"527",3.27034,0.0605183,0.176536,0.124709,0.284153,7.50408,0.186457
"528",3.36015,-0.0189028,0.144829,0.0368135,0.127402,7.87098,0.18247
"529",3.30779,0.0329903,0.124769,0.0837214,0.22711,7.65285,0.195936
"530",3.31437,0.0769702,0.13854,0.0268309,0.192538,7.59987,0.186552
"531",3.35321,0.0727344,0.136214,0.0613565,0.160525,7.73049,0.188818
"532",3.28474,0.104457,0.151854,0.0425669,0.242322,7.5788,0.194086
"533",3.24262,0.152791,0.155541,0.0394892,0.135058,7.7554,0.195396
"534",3.33846,0.0799158,0.158637,0.0711218,0.142322,7.92351,0.196054
"535",3.20695,0.0991543,0.169771,0.03963,0.307344,7.94085,0.194776
"536",3.30302,0.110372,0.154451,0.0471093,0.17565,7.71,0.192901
"537",3.31133,0.046264,0.17631,0.0544708,0.196273,7.68049,0.202718
"538",3.36406,0.0677579,0.13522,0.044738,0.164313,7.91326,0.190261
"539",3.30068,-0.0181844,0.156589,0.033225,0.203387,7.57528,0.192142
"540",3.42996,0.0819411,0.119215,0.0724511,0.120125,7.77266,0.196374
"541",3.29069,0.100098,0.110616,0.0647235,0.193018,7.53046,0.18953
"542",3.34055,-0.00445919,0.182541,0.0450435,0.177035,7.67026,0.185584
"543",3.37255,0.0762466,0.112012,0.0645875,0.117251,7.95734,0.192405
"544",3.39284,-0.0296654,0.131544,0.0668422,0.122874,7.54327,0.194362
"545",3.28856,0.0681448,0.161725,0.105779,0.269509,7.53825,0.198976
"546",3.3575,0.0356549,0.137135,0.0596424,0.127164,7.84283,0.186608
"547",3.31613,0.00284953,0.157037,0.0751583,0.249716,7.51956,0.191714
"548",3.30225,0.0559211,0.134099,0.0982577,0.209944,7.83296,0.196042
"549",3.29397,0.0948703,0.154303,0.07311,0.191106,7.65295,0.193607
"550",3.3377,0.103871,0.120245,0.0579256,0.109917,7.89436,0.19426
"551",3.23637,0.0845045,0.169775,0.070455,0.268849,7.75853,0.193053
"552",3.24708,0.050459,0.161555,0.0685554,0.237958,7.97152,0.185558
"553",3.24245,0.0392717,0.189966,0.0624042,0.274215,7.6446,0.193114
"554",3.28368,0.024875,0.172285,0.00502768,0.185133,7.69259,0.190992
"555",3.3771,0.014052,0.168649,0.0619451,0.121441,7.8837,0.194709
"556",3.27969,0.0737401,0.183772,0.0581297,0.209158,8.04241,0.201702
"557",3.26438,0.0529412,0.119806,0.0646389,0.249789,7.72552,0.196175
"558",3.26463,0.0430847,0.160198,0.0486337,0.258234,7.77264,0.192739
"559",3.37721,0.0587169,0.157434,0.0294486,0.139932,7.72032,0.193235
"560",3.34099,0.0309001,0.161326,-0.0102448,0.17351,7.59866,0.194503
"561",3.29255,0.0846787,0.138968,0.0437043,0.219424,7.74758,0.197847
"562",3.30692,0.0643815,0.149801,0.0803484,0.215247,7.67208,0.187702
"563",3.28695,0.168465,0.154692,0.00809062,0.170503,7.69664,0.189963
"564",3.35545,0.0904306,0.109287,0.0703387,0.141554,7.44353,0.192959
"565",3.27421,0.0465173,0.156822,0.0543896,0.231949,7.7112,0.190354
"566",3.31294,0.0479103,0.17865,0.0495115,0.188698,7.93189,0.194003
"567",3.27932,0.0836681,0.143445,0.0644337,0.231766,7.63157,0.196194
"568",3.35053,0.0729481,0.162979,0.104358,0.146849,7.74663,0.191592
"569",3.28691,0.0297607,0.144298,0.0420723,0.174477,7.87436,0.200396
"570",3.34108,0.0678878,0.125866,0.0251017,0.156095,7.56184,0.191477
"571",3.23251,0.0857729,0.171802,0.0730227,0.296308,8.11047,0.195305
"572",3.33358,0.050764,0.0986457,0.0293935,0.162353,7.69458,0.19671
"573",3.4058,0.0379151,0.128288,0.0665196,0.0730317,7.89498,0.193028
"574",3.32587,0.0336833,0.158978,0.0213458,0.17842,7.83173,0.185877
"575",3.24434,0.0260282,0.175099,0.0268747,0.272499,7.96687,0.202315
"576",3.35252,0.0326796,0.118612,0.118268,0.17755,7.78549,0.187751
"577",3.25982,0.073968,0.142349,0.0646102,0.256883,7.89836,0.196495
"578",3.35719,0.0187253,0.118394,0.0262507,0.140153,7.53347,0.186244
"579",3.2754,0.118483,0.152227,0.0315775,0.196137,7.53493,0.197569
"580",3.33497,0.0178132,0.103672,0.051679,0.187683,7.9427,0.191934
"581",3.22885,0.0778974,0.153321,0.0812801,0.26655,7.85094,0.195059
"582",3.24634,0.101122,0.171438,0.0496427,0.22484,7.72478,0.196074
"583",3.38206,0.0897244,0.135101,0.0555906,0.0941632,8.0469,0.200354
"584",3.29709,0.0954042,0.141,0.0323245,0.202417,7.74889,0.189878
"585",3.28712,0.116228,0.153992,0.057678,0.228178,7.63419,0.195647
"586",3.33024,0.0209926,0.15501,0.0313984,0.192705,7.87682,0.194602
"587",3.30487,0.0724417,0.15175,0.0358011,0.182092,7.84076,0.185052
"588",3.31757,-0.0571058,0.200951,0.0318985,0.28057,7.90011,0.196173
"589",3.20456,0.109414,0.19402,0.0676665,0.312445,7.96669,0.189593
"590",3.25716,0.0952991,0.151661,0.0539239,0.231252,7.8718,0.19376
"591",3.34866,0.0693508,0.146949,0.0875806,0.198741,7.8228,0.188834
"592",3.24251,0.0286652,0.196184,0.080583,0.313166,7.73758,0.1961
"593",3.27339,0.105549,0.145879,0.0151773,0.243911,7.91318,0.195509
"594",3.3635,0.119265,0.104285,0.0516469,0.0846633,7.78025,0.197481
"595",3.32781,-0.0203607,0.140009,0.0364688,0.201037,8.03936,0.188148
"596",3.2004,0.0834233,0.19745,0.0609921,0.302096,7.60987,0.19457
"597",3.2709,0.0229817,0.182146,0.0204717,0.229314,7.75574,0.185837
"598",3.22432,-0.00557272,0.144166,0.0351803,0.317494,7.68885,0.197237
"599",3.42531,-0.00578926,0.0886525,0.0241886,0.0651228,7.83461,0.193529
"600",3.29132,0.107213,0.119366,0.0298682,0.215909,7.98459,0.193012
"601",3.31569,0.0555777,0.151313,0.0462119,0.136179,7.77957,0.189065
"602",3.31572,0.0581782,0.157607,0.0452709,0.181059,7.91595,0.201506
"603",3.29637,0.0463815,0.139628,0.0470616,0.199996,7.81886,0.199123
"604",3.27984,0.158911,0.148686,0.0911193,0.187624,7.92449,0.198326
"605",3.28788,0.0474656,0.160353,0.0779981,0.246218,7.55046,0.19123
"606",3.3367,-0.0586253,0.189636,0.0530988,0.218061,7.64221,0.193368
"607",3.2987,0.030931,0.147183,0.0229473,0.199711,7.97775,0.18972
"608",3.22417,0.078427,0.164218,0.0125996,0.281233,7.89145,0.194336
"609",3.32108,0.0205972,0.16551,0.0325943,0.219488,7.7949,0.191537
"610",3.26532,0.0755258,0.143416,0.0506943,0.190939,7.98691,0.191352
"611",3.34648,0.0366249,0.146416,0.0641643,0.159545,8.01104,0.189169
"612",3.31179,0.0912221,0.148918,0.0470326,0.164566,7.75023,0.201591
"613",3.34566,0.0384764,0.129012,0.0809425,0.203989,7.90185,0.183446
"614",3.25665,0.128235,0.131155,0.0516663,0.223239,7.83045,0.196087
"615",3.31123,0.0331255,0.168814,0.0416757,0.200654,7.47823,0.191155
"616",3.23383,0.0983342,0.162111,0.0305275,0.201411,7.68953,0.191019
"617",3.24419,0.0474673,0.168254,0.0623394,0.246914,7.7204,0.197635
"618",3.26989,0.0915119,0.140797,0.0433608,0.219202,7.80344,0.196776
"619",3.38501,0.0766591,0.0942448,0.0825259,0.116677,7.48055,0.188203
"620",3.27968,0.067297,0.153104,0.0495155,0.19026,7.87657,0.20922
"621",3.27518,0.0765358,0.160916,0.0319317,0.215619,7.87186,0.18791
"622",3.30431,0.0732955,0.134128,0.0545593,0.20332,7.74525,0.189889
"623",3.27915,0.101021,0.137079,0.0762195,0.217046,8.06327,0.195501
"624",3.31954,0.0118224,0.164735,0.0551108,0.252806,7.91194,0.183765
"625",3.2982,0.004253,0.15895,0.0809467,0.21206,7.86589,0.201735
"626",3.391,0.0433494,0.155962,0.062229,0.129003,7.9985,0.192856
"627",3.31952,0.0960959,0.137267,-0.0029255,0.125386,7.81422,0.197066
"628",3.20009,0.111519,0.153686,0.0687568,0.322106,7.80924,0.196232
"629",3.39148,0.07193,0.129787,0.0629588,0.0991708,7.74373,0.183205
"630",3.29048,0.10231,0.144417,0.0569606,0.169274,7.6102,0.18472
"631",3.36413,0.0626624,0.156533,0.0670464,0.18717,7.92583,0.181822
"632",3.36959,0.0660121,0.136096,0.0705644,0.158138,7.8383,0.193973
"633",3.30873,0.082514,0.122821,-0.013616,0.150133,7.58248,0.189946
"634",3.25418,0.0198834,0.187555,0.0953089,0.276878,7.92974,0.197838
"635",3.31259,0.127527,0.126147,0.0506106,0.20336,7.84692,0.192868
"636",3.25476,0.0855726,0.153376,0.0675101,0.240855,7.66014,0.201855
"637",3.33621,0.0300105,0.148493,0.0600471,0.183624,7.75485,0.194326
"638",3.29661,0.0865169,0.144743,0.0345567,0.172823,7.59001,0.196736
"639",3.27683,0.0162007,0.131807,0.0352048,0.205329,7.74185,0.188685
"640",3.30873,0.111145,0.115359,0.0712042,0.140528,7.85116,0.189677
"641",3.29557,0.120179,0.159763,0.0195761,0.176442,7.6679,0.184747
"642",3.29297,0.124684,0.105417,0.114637,0.206647,7.76472,0.191611
"643",3.31874,0.0428649,0.175356,0.0607659,0.184356,8.14763,0.185357
"644",3.28443,0.0639377,0.151623,0.00408702,0.212858,7.64929,0.190176
"645",3.31024,0.0848633,0.111379,0.0691501,0.1883,7.64374,0.190781
"646",3.25423,0.136096,0.164124,0.075464,0.206394,7.99319,0.18862
"647",3.29039,0.0451265,0.161608,0.0628214,0.233624,7.6804,0.194044
"648",3.29486,0.109859,0.143879,0.053279,0.111991,7.8054,0.187904
"649",3.31248,0.059666,0.127026,0.0702653,0.250516,7.76686,0.194994
"650",3.31193,0.0834873,0.126269,0.0117928,0.115949,7.69026,0.190412
"651",3.3461,0.0584364,0.123113,0.0648157,0.172771,7.65757,0.188542
"652",3.36105,0.0210838,0.140656,0.0495602,0.204515,7.68311,0.187104
"653",3.30783,0.0124241,0.168828,0.131308,0.277434,7.69378,0.190651
"654",3.28437,0.0465146,0.181646,0.0364454,0.202687,7.70921,0.188136
"655",3.26334,0.0304733,0.177252,0.0570875,0.266773,7.79729,0.188014
"656",3.2704,0.0314921,0.19534,0.0161533,0.203342,7.74799,0.18936
"657",3.37537,0.00103214,0.134168,0.0671128,0.152951,7.47215,0.195093
"658",3.24643,0.0718627,0.177992,0.0853574,0.270241,7.93375,0.193131
"659",3.26353,0.146764,0.173813,0.0373854,0.183075,7.76243,0.195152
"660",3.38354,0.0645607,0.132577,0.0323184,0.101547,7.81277,0.19121
"661",3.34183,-0.0101878,0.153224,0.0253869,0.188308,7.84675,0.200556
"662",3.37081,0.0733911,0.123701,0.113709,0.196657,7.80709,0.195844
"663",3.31795,0.0392951,0.127655,0.0469452,0.186644,7.676,0.187604
"664",3.21199,0.150279,0.168631,0.0788525,0.266736,7.72863,0.193883
"665",3.30591,-0.016692,0.146078,0.0543772,0.225895,7.60045,0.195502
"666",3.24805,0.0614012,0.174864,0.0593704,0.257373,7.67546,0.194993
"667",3.36669,-0.00593607,0.159441,0.0498229,0.157705,7.7862,0.186266
"668",3.25607,0.0847418,0.178209,0.0419694,0.254716,7.98357,0.199519
"669",3.29853,0.106336,0.146483,0.0211743,0.142592,7.93606,0.191567
"670",3.26465,0.0708139,0.166881,0.0490077,0.23277,8.05371,0.192005
"671",3.33398,0.0532352,0.167841,0.0687126,0.142824,7.53602,0.193472
"672",3.30753,0.0120543,0.141362,0.0280785,0.19154,7.80608,0.192984
"673",3.28918,0.111715,0.1609,0.0434777,0.213012,7.73861,0.201781
"674",3.37224,0.114327,0.129961,0.0440897,0.109826,7.79434,0.194997
"675",3.28229,0.117876,0.131134,0.0406794,0.194695,8.0285,0.196944
"676",3.30189,0.0746411,0.138409,0.00364971,0.193755,7.8675,0.193553
"677",3.34521,0.0943768,0.149611,0.0309154,0.159128,7.81731,0.194094
"678",3.33673,0.124989,0.12301,0.060894,0.149472,7.47436,0.195846
"679",3.41525,0.0517099,0.166937,0.0547335,0.0745148,7.90976,0.189101
"680",3.35037,0.0415158,0.148419,0.0577419,0.156363,7.8689,0.191604
"681",3.21517,0.0782853,0.176784,0.0199596,0.290766,7.53587,0.192302
"682",3.30034,0.107419,0.11649,0.042186,0.219496,7.59613,0.191787
"683",3.22486,0.0722958,0.174259,0.0536942,0.306547,7.51555,0.195064
"684",3.33384,0.073881,0.161314,0.0951745,0.138877,7.72186,0.183155
"685",3.35081,0.0607011,0.167245,0.0456921,0.121005,7.79018,0.189223
"686",3.31501,-0.000554674,0.160084,0.0371187,0.189085,7.92575,0.190481
"687",3.31204,-0.0352135,0.155303,0.0323536,0.209474,7.95587,0.193336
"688",3.30883,0.11778,0.129638,0.0719734,0.157803,7.83306,0.180263
"689",3.27501,0.0304587,0.132187,0.0390539,0.257969,7.6567,0.181568
"690",3.22794,0.103212,0.15856,0.0616768,0.281043,7.84339,0.202801
"691",3.27902,0.0239488,0.156712,0.024232,0.228272,7.83837,0.186092
"692",3.26973,0.0717059,0.172823,0.0439386,0.236537,7.65143,0.19601
"693",3.2522,0.0635355,0.181008,0.0742528,0.288855,7.73527,0.194746
"694",3.26931,0.10831,0.163238,0.108993,0.21164,7.79383,0.190844
"695",3.3312,0.0860083,0.100487,0.0839047,0.136295,7.79763,0.196588
"696",3.24094,0.0848322,0.143978,0.0586758,0.252014,7.76723,0.19598
"697",3.31209,0.0360605,0.157037,0.0491069,0.204827,7.60432,0.194231
"698",3.28544,0.0649063,0.179536,0.0228278,0.227298,7.7826,0.186816
"699",3.24754,0.0499052,0.142086,0.0738857,0.211753,7.63268,0.191657
"700",3.3477,0.0263781,0.154931,0.0562694,0.180541,7.76898,0.198904
"701",3.2326,0.127439,0.133228,0.0907892,0.259888,7.75486,0.189142
