"","ID","Species","Stream","Y","X1","X2","Size1","Size2","JD1","JD2","Date1","Date2","Occasion1","Occasion2","IND_ID","TAG_ID"
"2684",2684,"BHC","Indian",0,20,NA,95,NA,17114,NA,"2016-11-09",NA,6,7,103,"a0900067000077033  "
"2685",2685,"BHC","Indian",1,18,18,117,119,17114,17171,"2016-11-09","2017-01-05",6,7,112,"a0900067000077227  "
"2686",2686,"BHC","Indian",0,15,NA,132,NA,17114,NA,"2016-11-09",NA,6,7,117,"a0900067000077300  "
"2687",2687,"BHC","Indian",1,18,18,110,110,17114,17171,"2016-11-09","2017-01-05",6,7,119,"a0900067000077376  "
"2688",2688,"BHC","Indian",1,24,24,89,88,17114,17171,"2016-11-09","2017-01-05",6,7,120,"a0900067000077400  "
"2689",2689,"BHC","Indian",1,20,20,74,73,17114,17171,"2016-11-09","2017-01-05",6,7,121,"a0900067000080010  "
"2690",2690,"BHC","Indian",0,34,NA,104,NA,17116,NA,"2016-11-11",NA,6,7,136,"a0900067000080301  "
"2691",2691,"BHC","Indian",1,22,22,110,112,17114,17171,"2016-11-09","2017-01-05",6,7,138,"a0900067000080329  "
"2692",2692,"BHC","Indian",1,6,10,108,109,17109,17171,"2016-11-04","2017-01-05",6,7,140,"a0900067000080344  "
"2693",2693,"BHC","Indian",0,15,NA,117,NA,17114,NA,"2016-11-09",NA,6,7,142,"a0900067000080372  "
"2694",2694,"BHC","Indian",0,27,NA,113,NA,17114,NA,"2016-11-09",NA,6,7,162,"a0900067000080629  "
"2695",2695,"BHC","Indian",0,17,NA,77,NA,17114,NA,"2016-11-09",NA,6,7,165,"a0900067000080713  "
"2696",2696,"BHC","Indian",1,22,22,94,96,17114,17171,"2016-11-09","2017-01-05",6,7,169,"a0900067000080786  "
"2697",2697,"BHC","Indian",1,25,24,82,82,17114,17171,"2016-11-09","2017-01-05",6,7,172,"a0900067000080809  "
"2698",2698,"BHC","Indian",1,16,18,101,103,17114,17171,"2016-11-09","2017-01-05",6,7,178,"a0900067000085014  "
"2699",2699,"BHC","Indian",0,23,NA,112,NA,17114,NA,"2016-11-09",NA,6,7,181,"a0900067000085047  "
"2700",2700,"BHC","Indian",1,18,18,135,135,17114,17171,"2016-11-09","2017-01-05",6,7,195,"a0900067000085268  "
"2701",2701,"BHC","Indian",0,26,NA,51,NA,17114,NA,"2016-11-09",NA,6,7,211,"a0900067000116686  "
"2702",2702,"BHC","Indian",0,18,NA,55,NA,17114,NA,"2016-11-09",NA,6,7,212,"a0900067000116699  "
"2703",2703,"BHC","Indian",0,29,NA,94,NA,17116,NA,"2016-11-11",NA,6,7,213,"a0900067000116703  "
"2704",2704,"BHC","Indian",0,15,NA,96,NA,17114,NA,"2016-11-09",NA,6,7,214,"a0900067000116704  "
"2705",2705,"BHC","Indian",0,16,NA,69,NA,17114,NA,"2016-11-09",NA,6,7,215,"a0900067000116705  "
"2706",2706,"BHC","Indian",0,9,NA,105,NA,17109,NA,"2016-11-04",NA,6,7,216,"a0900067000116706  "
"2707",2707,"BHC","Indian",0,19,NA,55,NA,17114,NA,"2016-11-09",NA,6,7,217,"a0900067000116710  "
"2708",2708,"BHC","Indian",1,12,12,79,78,17109,17171,"2016-11-04","2017-01-05",6,7,218,"a0900067000116714  "
"2709",2709,"BHC","Indian",0,11,NA,72,NA,17109,NA,"2016-11-04",NA,6,7,219,"a0900067000116718  "
"2710",2710,"BHC","Indian",0,20,NA,67,NA,17114,NA,"2016-11-09",NA,6,7,220,"a0900067000116729  "
"2711",2711,"BHC","Indian",0,28,NA,68,NA,17114,NA,"2016-11-09",NA,6,7,221,"a0900067000116744  "
"2712",2712,"BHC","Indian",0,24,NA,49,NA,17114,NA,"2016-11-09",NA,6,7,222,"a0900067000116748  "
"2713",2713,"BHC","Indian",1,27,27,98,95,17114,17171,"2016-11-09","2017-01-05",6,7,223,"a0900067000116754  "
"2714",2714,"BHC","Indian",1,18,17,77,79,17114,17171,"2016-11-09","2017-01-05",6,7,224,"a0900067000116760  "
"2715",2715,"BHC","Indian",0,23,NA,51,NA,17114,NA,"2016-11-09",NA,6,7,225,"a0900067000116771  "
"2716",2716,"BHC","Indian",0,9,NA,59,NA,17109,NA,"2016-11-04",NA,6,7,226,"a0900067000116774  "
"2717",2717,"BHC","Indian",0,30,NA,55,NA,17116,NA,"2016-11-11",NA,6,7,227,"a0900067000121791  "
"2718",2718,"BHC","Indian",1,31,31,55,56,17116,17171,"2016-11-11","2017-01-05",6,7,228,"a0900067000121794  "
"2719",2719,"BHC","Indian",0,31,NA,109,NA,17116,NA,"2016-11-11",NA,6,7,229,"a0900067000121831  "
"2720",2720,"BHC","Indian",0,30,NA,62,NA,17116,NA,"2016-11-11",NA,6,7,230,"a0900067000121902  "
"2721",2721,"BHC","Indian",1,29,31,66,65,17116,17171,"2016-11-11","2017-01-05",6,7,235,"a0900067000121978  "
"2722",2722,"BHC","Indian",1,16,16,67,68,17114,17171,"2016-11-09","2017-01-05",6,7,236,"a0900067000122082  "
"2723",2723,"BHC","Indian",1,24,22,71,71,17114,17171,"2016-11-09","2017-01-05",6,7,237,"a0900067000122086  "
"2724",2724,"BHC","Indian",0,20,NA,67,NA,17114,NA,"2016-11-09",NA,6,7,238,"a0900067000122087  "
"2725",2725,"BHC","Indian",1,18,18,110,115,17114,17171,"2016-11-09","2017-01-05",6,7,239,"a0900067000122088  "
"2726",2726,"BHC","Indian",1,22,22,65,67,17114,17171,"2016-11-09","2017-01-05",6,7,240,"a0900067000122095  "
"2727",2727,"BHC","Indian",0,13,NA,55,NA,17109,NA,"2016-11-04",NA,6,7,241,"a0900067000122097  "
"2728",2728,"BHC","Indian",0,17,NA,60,NA,17114,NA,"2016-11-09",NA,6,7,242,"a0900067000122100  "
"2729",2729,"BHC","Indian",0,16,NA,70,NA,17114,NA,"2016-11-09",NA,6,7,243,"a0900067000122107  "
"2730",2730,"BHC","Indian",0,24,NA,63,NA,17114,NA,"2016-11-09",NA,6,7,244,"a0900067000122111  "
"2731",2731,"BHC","Indian",0,18,NA,60,NA,17114,NA,"2016-11-09",NA,6,7,245,"a0900067000122137  "
"2732",2732,"BHC","Indian",0,13,NA,64,NA,17109,NA,"2016-11-04",NA,6,7,246,"a0900067000122144  "
"2733",2733,"BHC","Indian",0,19,NA,52,NA,17114,NA,"2016-11-09",NA,6,7,247,"a0900067000122149  "
"2734",2734,"BHC","Indian",0,20,NA,87,NA,17114,NA,"2016-11-09",NA,6,7,248,"a0900067000122154  "
"2735",2735,"BHC","Indian",0,12,NA,60,NA,17109,NA,"2016-11-04",NA,6,7,249,"a0900067000122156  "
"2736",2736,"BHC","Indian",1,27,26,71,71,17114,17171,"2016-11-09","2017-01-05",6,7,250,"a0900067000122157  "
"2737",2737,"BHC","Indian",0,13,NA,74,NA,17109,NA,"2016-11-04",NA,6,7,251,"a0900067000122169  "
"2738",2738,"BHC","Indian",0,11,NA,66,NA,17109,NA,"2016-11-04",NA,6,7,252,"a0900067000122170  "
"2739",2739,"BHC","Indian",1,18,18,114,118,17114,17171,"2016-11-09","2017-01-05",6,7,253,"a0900067000122171  "
"2740",2740,"BHC","Indian",1,22,22,90,87,17114,17171,"2016-11-09","2017-01-05",6,7,254,"a0900067000122175  "
"2741",2741,"BHC","Indian",0,6,NA,67,NA,17109,NA,"2016-11-04",NA,6,7,255,"a0900067000122179  "
"2742",2742,"BHC","Indian",0,12,NA,99,NA,17109,NA,"2016-11-04",NA,6,7,340,"a0982000403060057  "
"2743",2743,"BHC","Indian",0,15,NA,121,NA,17114,NA,"2016-11-09",NA,6,7,343,"a0982000403060095  "
"2744",2744,"BHC","Indian",0,7,NA,115,NA,17109,NA,"2016-11-04",NA,6,7,349,"a0982000403060114  "
"2745",2745,"BHC","Indian",0,12,NA,111,NA,17109,NA,"2016-11-04",NA,6,7,351,"a0982000403060137  "
"2746",2746,"BHC","Indian",1,15,15,112,112,17114,17171,"2016-11-09","2017-01-05",6,7,359,"a0982000403060462  "
"2747",2747,"BHC","Indian",0,15,NA,116,NA,17114,NA,"2016-11-09",NA,6,7,361,"a0982000403060478  "
"2748",2748,"BHC","Indian",0,26,NA,69,NA,17114,NA,"2016-11-09",NA,6,7,374,"a0982000407050099  "
"2749",2749,"BHC","Indian",1,22,22,92,93,17114,17171,"2016-11-09","2017-01-05",6,7,379,"a0982000407050157  "
"2750",2750,"BHC","Indian",0,4,NA,58,NA,17109,NA,"2016-11-04",NA,6,7,387,"a0982000407050396  "
"2751",2751,"BHC","Indian",0,15,NA,90,NA,17114,NA,"2016-11-09",NA,6,7,399,"a0982000407050472  "
"2752",2752,"BHC","Indian",1,29,29,60,61,17116,17171,"2016-11-11","2017-01-05",6,7,401,"a0982000407050480  "
"2753",2753,"BHC","Indian",0,28,NA,80,NA,17114,NA,"2016-11-09",NA,6,7,402,"a0982000407050483  "
"2754",2754,"BHC","Indian",0,28,NA,74,NA,17114,NA,"2016-11-09",NA,6,7,406,"a0982000407050531  "
"2755",2755,"BHC","Indian",0,28,NA,80,NA,17114,NA,"2016-11-09",NA,6,7,407,"a0982000407050535  "
"2756",2756,"BHC","Indian",0,24,NA,64,NA,17114,NA,"2016-11-09",NA,6,7,409,"a0982000407050553  "
"2757",2757,"BHC","Indian",0,20,NA,93,NA,17114,NA,"2016-11-09",NA,6,7,412,"a0982000407050739  "
"2758",2758,"BHC","Indian",0,30,NA,91,NA,17116,NA,"2016-11-11",NA,6,7,414,"a0982000407050862  "
"2759",2759,"BHC","Indian",0,3,NA,62,NA,17109,NA,"2016-11-04",NA,6,7,422,"a0982000407063137  "
"2760",2760,"BHC","Indian",1,8,8,87,88,17109,17171,"2016-11-04","2017-01-05",6,7,427,"a0982000407063160  "
"2761",2761,"BHC","Indian",0,10,NA,85,NA,17109,NA,"2016-11-04",NA,6,7,436,"a0982000407063198  "
"2762",2762,"BHC","Indian",0,12,NA,73,NA,17109,NA,"2016-11-04",NA,6,7,439,"a0982000407063210  "
"2763",2763,"BHC","Indian",1,16,33,85,84,17114,17171,"2016-11-09","2017-01-05",6,7,441,"a0982000407063219  "
"2764",2764,"BHC","Indian",0,12,NA,66,NA,17109,NA,"2016-11-04",NA,6,7,443,"a0982000407063224  "
"2765",2765,"BHC","Indian",0,12,NA,61,NA,17109,NA,"2016-11-04",NA,6,7,444,"a0982000407063227  "
"2766",2766,"BHC","Indian",0,16,NA,59,NA,17114,NA,"2016-11-09",NA,6,7,449,"a0982000407063567  "
"2767",2767,"BHC","Indian",0,16,NA,58,NA,17114,NA,"2016-11-09",NA,6,7,451,"a0982000407063592  "
"2768",2768,"BHC","Indian",1,18,18,68,68,17114,17171,"2016-11-09","2017-01-05",6,7,455,"a0982000407063611  "
"2769",2769,"BHC","Indian",0,8,NA,101,NA,17109,NA,"2016-11-04",NA,6,7,460,"a0982000407069645  "
"2770",2770,"BHC","Indian",0,13,NA,87,NA,17109,NA,"2016-11-04",NA,6,7,461,"a0982000407069660  "
"2771",2771,"BHC","Indian",0,12,NA,75,NA,17109,NA,"2016-11-04",NA,6,7,468,"a0982000407069717  "
"2772",2772,"BHC","Todd",0,17,NA,96,NA,17118,NA,"2016-11-13",NA,6,7,1377,"a0900067000076522  "
"2773",2773,"BHC","Todd",0,13,NA,78,NA,17118,NA,"2016-11-13",NA,6,7,1382,"a0900067000076542  "
"2774",2774,"BHC","Todd",0,18,NA,93,NA,17118,NA,"2016-11-13",NA,6,7,1391,"a0900067000076567  "
"2775",2775,"BHC","Todd",0,21,NA,94,NA,17118,NA,"2016-11-13",NA,6,7,1401,"a0900067000076592  "
"2776",2776,"BHC","Todd",0,12,NA,92,NA,17118,NA,"2016-11-13",NA,6,7,1411,"a0900067000076609  "
"2777",2777,"BHC","Todd",0,22,NA,97,NA,17118,NA,"2016-11-13",NA,6,7,1464,"a0900067000076750  "
"2778",2778,"BHC","Todd",0,18,NA,94,NA,17118,NA,"2016-11-13",NA,6,7,1489,"a0900067000076802  "
"2779",2779,"BHC","Todd",0,13,NA,85,NA,17118,NA,"2016-11-13",NA,6,7,1536,"a0900067000076883  "
"2780",2780,"BHC","Todd",0,26,NA,88,NA,17119,NA,"2016-11-14",NA,6,7,1603,"a0900067000077083  "
"2781",2781,"BHC","Todd",1,23,23,87,88,17118,17179,"2016-11-13","2017-01-13",6,7,1617,"a0900067000077123  "
"2782",2782,"BHC","Todd",0,7,NA,121,NA,17123,NA,"2016-11-18",NA,6,7,1663,"a0900067000077297  "
"2783",2783,"BHC","Todd",0,9,NA,94,NA,17118,NA,"2016-11-13",NA,6,7,1672,"a0900067000077315  "
"2784",2784,"BHC","Todd",0,26,NA,90,NA,17119,NA,"2016-11-14",NA,6,7,1689,"a0900067000077362  "
"2785",2785,"BHC","Todd",0,9,NA,86,NA,17118,NA,"2016-11-13",NA,6,7,1721,"a0900067000077464  "
"2786",2786,"BHC","Todd",0,6,NA,85,NA,17123,NA,"2016-11-18",NA,6,7,1755,"a0900067000080034  "
"2787",2787,"BHC","Todd",0,11,NA,82,NA,17118,NA,"2016-11-13",NA,6,7,1791,"a0900067000080107  "
"2788",2788,"BHC","Todd",1,15,15,74,74,17118,17178,"2016-11-13","2017-01-12",6,7,1932,"a0900067000080334  "
"2789",2789,"BHC","Todd",0,11,NA,80,NA,17118,NA,"2016-11-13",NA,6,7,1967,"a0900067000080395  "
"2790",2790,"BHC","Todd",1,11,26,77,78,17118,17179,"2016-11-13","2017-01-13",6,7,1980,"a0900067000080415  "
"2791",2791,"BHC","Todd",0,15,NA,77,NA,17118,NA,"2016-11-13",NA,6,7,1986,"a0900067000080422  "
"2792",2792,"BHC","Todd",0,6,NA,95,NA,17123,NA,"2016-11-18",NA,6,7,1996,"a0900067000080437  "
"2793",2793,"BHC","Todd",0,6,NA,85,NA,17123,NA,"2016-11-18",NA,6,7,2017,"a0900067000080465  "
"2794",2794,"BHC","Todd",0,15,NA,74,NA,17118,NA,"2016-11-13",NA,6,7,2116,"a0900067000080783  "
"2795",2795,"BHC","Todd",0,25,NA,97,NA,17119,NA,"2016-11-14",NA,6,7,2212,"a0900067000085088  "
"2796",2796,"BHC","Todd",1,22,22,103,103,17118,17179,"2016-11-13","2017-01-13",6,7,2242,"a0900067000085257  "
"2797",2797,"BHC","Todd",1,5,7,89,89,17123,17182,"2016-11-18","2017-01-16",6,7,2244,"a0900067000085295  "
"2798",2798,"BHC","Todd",0,11,NA,117,NA,17118,NA,"2016-11-13",NA,6,7,2255,"a0900067000085334  "
"2799",2799,"BHC","Todd",1,11,11,85,86,17118,17182,"2016-11-13","2017-01-16",6,7,2283,"a0900067000116694  "
"2800",2800,"BHC","Todd",1,13,21,84,83,17118,17179,"2016-11-13","2017-01-13",6,7,2284,"a0900067000116731  "
"2801",2801,"BHC","Todd",1,9,9,70,71,17118,17182,"2016-11-13","2017-01-16",6,7,2285,"a0900067000116746  "
"2802",2802,"BHC","Todd",0,14,NA,72,NA,17118,NA,"2016-11-13",NA,6,7,2286,"a0900067000116753  "
"2803",2803,"BHC","Todd",1,9,25,74,74,17118,17179,"2016-11-13","2017-01-13",6,7,2287,"a0900067000116758  "
"2804",2804,"BHC","Todd",1,10,10,62,58,17118,17182,"2016-11-13","2017-01-16",6,7,2288,"a0900067000121783  "
"2805",2805,"BHC","Todd",0,17,NA,70,NA,17118,NA,"2016-11-13",NA,6,7,2289,"a0900067000121788  "
"2806",2806,"BHC","Todd",0,13,NA,85,NA,17118,NA,"2016-11-13",NA,6,7,2290,"a0900067000121790  "
"2807",2807,"BHC","Todd",0,14,NA,64,NA,17118,NA,"2016-11-13",NA,6,7,2291,"a0900067000121793  "
"2808",2808,"BHC","Todd",0,9,NA,81,NA,17118,NA,"2016-11-13",NA,6,7,2292,"a0900067000121798  "
"2809",2809,"BHC","Todd",0,8,NA,54,NA,17118,NA,"2016-11-13",NA,6,7,2293,"a0900067000121799  "
"2810",2810,"BHC","Todd",0,10,NA,72,NA,17118,NA,"2016-11-13",NA,6,7,2294,"a0900067000121800  "
"2811",2811,"BHC","Todd",0,9,NA,58,NA,17118,NA,"2016-11-13",NA,6,7,2295,"a0900067000121801  "
"2812",2812,"BHC","Todd",0,12,NA,66,NA,17118,NA,"2016-11-13",NA,6,7,2296,"a0900067000121802  "
"2813",2813,"BHC","Todd",0,11,NA,84,NA,17118,NA,"2016-11-13",NA,6,7,2297,"a0900067000121804  "
"2814",2814,"BHC","Todd",1,9,14,68,70,17118,17178,"2016-11-13","2017-01-12",6,7,2298,"a0900067000121808  "
"2815",2815,"BHC","Todd",1,11,11,60,61,17118,17182,"2016-11-13","2017-01-16",6,7,2299,"a0900067000121814  "
"2816",2816,"BHC","Todd",0,9,NA,82,NA,17118,NA,"2016-11-13",NA,6,7,2300,"a0900067000121816  "
"2817",2817,"BHC","Todd",0,12,NA,71,NA,17118,NA,"2016-11-13",NA,6,7,2301,"a0900067000121818  "
"2818",2818,"BHC","Todd",0,8,NA,60,NA,17118,NA,"2016-11-13",NA,6,7,2302,"a0900067000121820  "
"2819",2819,"BHC","Todd",0,9,NA,91,NA,17118,NA,"2016-11-13",NA,6,7,2304,"a0900067000121825  "
"2820",2820,"BHC","Todd",1,9,18,78,80,17118,17178,"2016-11-13","2017-01-12",6,7,2305,"a0900067000121828  "
"2821",2821,"BHC","Todd",0,9,NA,77,NA,17118,NA,"2016-11-13",NA,6,7,2306,"a0900067000121829  "
"2822",2822,"BHC","Todd",0,11,NA,71,NA,17118,NA,"2016-11-13",NA,6,7,2307,"a0900067000121833  "
"2823",2823,"BHC","Todd",0,12,NA,60,NA,17118,NA,"2016-11-13",NA,6,7,2308,"a0900067000121835  "
"2824",2824,"BHC","Todd",0,17,NA,80,NA,17118,NA,"2016-11-13",NA,6,7,2310,"a0900067000121839  "
"2825",2825,"BHC","Todd",1,10,22,58,60,17118,17179,"2016-11-13","2017-01-13",6,7,2311,"a0900067000121840  "
"2826",2826,"BHC","Todd",0,11,NA,64,NA,17118,NA,"2016-11-13",NA,6,7,2312,"a0900067000121842  "
"2827",2827,"BHC","Todd",0,10,NA,60,NA,17118,NA,"2016-11-13",NA,6,7,2313,"a0900067000121845  "
"2828",2828,"BHC","Todd",0,10,NA,57,NA,17118,NA,"2016-11-13",NA,6,7,2314,"a0900067000121846  "
"2829",2829,"BHC","Todd",0,10,NA,72,NA,17118,NA,"2016-11-13",NA,6,7,2315,"a0900067000121847  "
"2830",2830,"BHC","Todd",0,14,NA,63,NA,17118,NA,"2016-11-13",NA,6,7,2316,"a0900067000121850  "
"2831",2831,"BHC","Todd",0,9,NA,76,NA,17118,NA,"2016-11-13",NA,6,7,2317,"a0900067000121851  "
"2832",2832,"BHC","Todd",0,12,NA,75,NA,17118,NA,"2016-11-13",NA,6,7,2318,"a0900067000121852  "
"2833",2833,"BHC","Todd",0,14,NA,72,NA,17118,NA,"2016-11-13",NA,6,7,2319,"a0900067000121855  "
"2834",2834,"BHC","Todd",1,9,25,61,61,17118,17179,"2016-11-13","2017-01-13",6,7,2320,"a0900067000121856  "
"2835",2835,"BHC","Todd",1,8,7,55,56,17118,17182,"2016-11-13","2017-01-16",6,7,2321,"a0900067000121862  "
"2836",2836,"BHC","Todd",0,14,NA,62,NA,17118,NA,"2016-11-13",NA,6,7,2323,"a0900067000121863  "
"2837",2837,"BHC","Todd",0,11,NA,64,NA,17118,NA,"2016-11-13",NA,6,7,2325,"a0900067000121864  "
"2838",2838,"BHC","Todd",0,10,NA,72,NA,17118,NA,"2016-11-13",NA,6,7,2326,"a0900067000121865  "
"2839",2839,"BHC","Todd",1,10,16,68,68,17118,17178,"2016-11-13","2017-01-12",6,7,2327,"a0900067000121866  "
"2840",2840,"BHC","Todd",0,12,NA,60,NA,17118,NA,"2016-11-13",NA,6,7,2328,"a0900067000121871  "
"2841",2841,"BHC","Todd",0,11,NA,72,NA,17118,NA,"2016-11-13",NA,6,7,2329,"a0900067000121872  "
"2842",2842,"BHC","Todd",0,12,NA,62,NA,17118,NA,"2016-11-13",NA,6,7,2330,"a0900067000121875  "
"2843",2843,"BHC","Todd",0,9,NA,55,NA,17118,NA,"2016-11-13",NA,6,7,2331,"a0900067000121876  "
"2844",2844,"BHC","Todd",0,8,NA,63,NA,17118,NA,"2016-11-13",NA,6,7,2332,"a0900067000121877  "
"2845",2845,"BHC","Todd",0,10,NA,65,NA,17118,NA,"2016-11-13",NA,6,7,2333,"a0900067000121878  "
"2846",2846,"BHC","Todd",0,10,NA,83,NA,17118,NA,"2016-11-13",NA,6,7,2334,"a0900067000121879  "
"2847",2847,"BHC","Todd",0,9,NA,57,NA,17118,NA,"2016-11-13",NA,6,7,2339,"a0900067000121895  "
"2848",2848,"BHC","Todd",0,10,NA,81,NA,17118,NA,"2016-11-13",NA,6,7,2342,"a0900067000121903  "
"2849",2849,"BHC","Todd",1,9,10,89,91,17118,17182,"2016-11-13","2017-01-16",6,7,2346,"a0900067000121918  "
"2850",2850,"BHC","Todd",0,26,NA,70,NA,17119,NA,"2016-11-14",NA,6,7,2353,"a0900067000121949  "
"2851",2851,"BHC","Todd",0,18,NA,72,NA,17118,NA,"2016-11-13",NA,6,7,2356,"a0900067000121983  "
"2852",2852,"BHC","Todd",0,26,NA,81,NA,17119,NA,"2016-11-14",NA,6,7,2358,"a0900067000121987  "
"2853",2853,"BHC","Todd",1,23,23,74,74,17118,17179,"2016-11-13","2017-01-13",6,7,2364,"a0900067000121998  "
"2854",2854,"BHC","Todd",0,18,NA,78,NA,17118,NA,"2016-11-13",NA,6,7,2366,"a0900067000122002  "
"2855",2855,"BHC","Todd",0,24,NA,65,NA,17119,NA,"2016-11-14",NA,6,7,2367,"a0900067000122006  "
"2856",2856,"BHC","Todd",0,23,NA,71,NA,17118,NA,"2016-11-13",NA,6,7,2372,"a0900067000122015  "
"2857",2857,"BHC","Todd",0,18,NA,83,NA,17118,NA,"2016-11-13",NA,6,7,2374,"a0900067000122018  "
"2858",2858,"BHC","Todd",0,17,NA,66,NA,17118,NA,"2016-11-13",NA,6,7,2376,"a0900067000122020  "
"2859",2859,"BHC","Todd",1,18,17,61,61,17118,17178,"2016-11-13","2017-01-12",6,7,2384,"a0900067000122034  "
"2860",2860,"BHC","Todd",1,22,22,66,66,17118,17179,"2016-11-13","2017-01-13",6,7,2393,"a0900067000122048  "
"2861",2861,"BHC","Todd",0,23,NA,70,NA,17118,NA,"2016-11-13",NA,6,7,2394,"a0900067000122049  "
"2862",2862,"BHC","Todd",1,22,22,80,80,17118,17179,"2016-11-13","2017-01-13",6,7,2404,"a0900067000122067  "
"2863",2863,"BHC","Todd",0,17,NA,74,NA,17118,NA,"2016-11-13",NA,6,7,2407,"a0900067000122073  "
"2864",2864,"BHC","Todd",0,11,NA,74,NA,17118,NA,"2016-11-13",NA,6,7,2411,"a0900067000122104  "
"2865",2865,"BHC","Todd",0,20,NA,67,NA,17118,NA,"2016-11-13",NA,6,7,2412,"a0900067000122183  "
"2866",2866,"BHC","Todd",0,4,NA,55,NA,17123,NA,"2016-11-18",NA,6,7,2413,"a0900067000122186  "
"2867",2867,"BHC","Todd",0,6,NA,90,NA,17123,NA,"2016-11-18",NA,6,7,2414,"a0900067000122191  "
"2868",2868,"BHC","Todd",0,5,NA,91,NA,17123,NA,"2016-11-18",NA,6,7,2415,"a0900067000122194  "
"2869",2869,"BHC","Todd",0,22,NA,78,NA,17118,NA,"2016-11-13",NA,6,7,2416,"a0900067000122195  "
"2870",2870,"BHC","Todd",0,5,NA,66,NA,17123,NA,"2016-11-18",NA,6,7,2417,"a0900067000122197  "
"2871",2871,"BHC","Todd",0,5,NA,80,NA,17123,NA,"2016-11-18",NA,6,7,2418,"a0900067000122199  "
"2872",2872,"BHC","Todd",1,21,21,58,58,17118,17179,"2016-11-13","2017-01-13",6,7,2419,"a0900067000122200  "
"2873",2873,"BHC","Todd",0,6,NA,71,NA,17123,NA,"2016-11-18",NA,6,7,2420,"a0900067000122201  "
"2874",2874,"BHC","Todd",0,5,NA,97,NA,17123,NA,"2016-11-18",NA,6,7,2421,"a0900067000122202  "
"2875",2875,"BHC","Todd",0,20,NA,61,NA,17118,NA,"2016-11-13",NA,6,7,2422,"a0900067000122203  "
"2876",2876,"BHC","Todd",0,22,NA,75,NA,17118,NA,"2016-11-13",NA,6,7,2423,"a0900067000122204  "
"2877",2877,"BHC","Todd",0,22,NA,82,NA,17118,NA,"2016-11-13",NA,6,7,2424,"a0900067000122206  "
"2878",2878,"BHC","Todd",1,5,4,55,57,17123,17182,"2016-11-18","2017-01-16",6,7,2425,"a0900067000122208  "
"2879",2879,"BHC","Todd",0,20,NA,71,NA,17118,NA,"2016-11-13",NA,6,7,2426,"a0900067000122212  "
"2880",2880,"BHC","Todd",0,23,NA,97,NA,17118,NA,"2016-11-13",NA,6,7,2427,"a0900067000122213  "
"2881",2881,"BHC","Todd",0,22,NA,74,NA,17118,NA,"2016-11-13",NA,6,7,2428,"a0900067000122214  "
"2882",2882,"BHC","Todd",0,6,NA,70,NA,17123,NA,"2016-11-18",NA,6,7,2429,"a0900067000122215  "
"2883",2883,"BHC","Todd",0,20,NA,55,NA,17118,NA,"2016-11-13",NA,6,7,2430,"a0900067000122216  "
"2884",2884,"BHC","Todd",0,5,NA,63,NA,17123,NA,"2016-11-18",NA,6,7,2431,"a0900067000122217  "
"2885",2885,"BHC","Todd",0,6,NA,78,NA,17123,NA,"2016-11-18",NA,6,7,2432,"a0900067000122220  "
"2886",2886,"BHC","Todd",0,4,NA,54,NA,17123,NA,"2016-11-18",NA,6,7,2433,"a0900067000122221  "
"2887",2887,"BHC","Todd",1,22,22,60,60,17118,17179,"2016-11-13","2017-01-13",6,7,2434,"a0900067000122222  "
"2888",2888,"BHC","Todd",1,4,6,70,69,17123,17182,"2016-11-18","2017-01-16",6,7,2435,"a0900067000122223  "
"2889",2889,"BHC","Todd",0,22,NA,87,NA,17118,NA,"2016-11-13",NA,6,7,2436,"a0900067000122224  "
"2890",2890,"BHC","Todd",1,4,4,75,72,17123,17182,"2016-11-18","2017-01-16",6,7,2437,"a0900067000122226  "
"2891",2891,"BHC","Todd",0,5,NA,77,NA,17123,NA,"2016-11-18",NA,6,7,2439,"a0900067000122227  "
"2892",2892,"BHC","Todd",1,5,5,59,60,17123,17182,"2016-11-18","2017-01-16",6,7,2440,"a0900067000122228  "
"2893",2893,"BHC","Todd",0,23,NA,69,NA,17118,NA,"2016-11-13",NA,6,7,2441,"a0900067000122230  "
"2894",2894,"BHC","Todd",0,20,NA,58,NA,17118,NA,"2016-11-13",NA,6,7,2442,"a0900067000122231  "
"2895",2895,"BHC","Todd",0,4,NA,60,NA,17123,NA,"2016-11-18",NA,6,7,2443,"a0900067000122233  "
"2896",2896,"BHC","Todd",0,7,NA,61,NA,17123,NA,"2016-11-18",NA,6,7,2444,"a0900067000122236  "
"2897",2897,"BHC","Todd",1,19,4,52,52,17118,17182,"2016-11-13","2017-01-16",6,7,2445,"a0900067000122237  "
"2898",2898,"BHC","Todd",0,5,NA,60,NA,17123,NA,"2016-11-18",NA,6,7,2446,"a0900067000122238  "
"2899",2899,"BHC","Todd",0,6,NA,70,NA,17123,NA,"2016-11-18",NA,6,7,2447,"a0900067000122240  "
"2900",2900,"BHC","Todd",0,19,NA,55,NA,17118,NA,"2016-11-13",NA,6,7,2448,"a0900067000122241  "
"2901",2901,"BHC","Todd",0,5,NA,100,NA,17123,NA,"2016-11-18",NA,6,7,2449,"a0900067000122243  "
"2902",2902,"BHC","Todd",1,21,21,64,64,17118,17179,"2016-11-13","2017-01-13",6,7,2450,"a0900067000122246  "
"2903",2903,"BHC","Todd",1,4,4,63,65,17123,17182,"2016-11-18","2017-01-16",6,7,2451,"a0900067000122249  "
