"","ID","Species","Stream","Y","X1","X2","Size1","Size2","JD1","JD2","Date1","Date2","Occasion1","Occasion2","IND_ID","TAG_ID"
"1441",1441,"BHC","Todd",0,10,NA,64,NA,16945,NA,"2016-05-24",NA,3,4,1784,"a0900067000080090  "
"1442",1442,"BHC","Todd",0,9,NA,69,NA,16945,NA,"2016-05-24",NA,3,4,1814,"a0900067000080152  "
"1443",1443,"BHC","Todd",0,23,NA,139,NA,16948,NA,"2016-05-27",NA,3,4,1816,"a0900067000080157  "
"1444",1444,"BHC","Todd",1,14,13,87,89,16945,16994,"2016-05-24","2016-07-12",3,4,1827,"a0900067000080179  "
"1445",1445,"BHC","Todd",0,3,NA,69,NA,16946,NA,"2016-05-25",NA,3,4,1837,"a0900067000080188  "
"1446",1446,"BHC","Todd",0,7,NA,75,NA,16946,NA,"2016-05-25",NA,3,4,1853,"a0900067000080205  "
"1447",1447,"BHC","Todd",0,13,NA,62,NA,16945,NA,"2016-05-24",NA,3,4,1857,"a0900067000080210  "
"1448",1448,"BHC","Todd",0,12,NA,69,NA,16945,NA,"2016-05-24",NA,3,4,1866,"a0900067000080223  "
"1449",1449,"BHC","Todd",0,12,NA,55,NA,16945,NA,"2016-05-24",NA,3,4,1875,"a0900067000080237  "
"1450",1450,"BHC","Todd",0,11,NA,70,NA,16945,NA,"2016-05-24",NA,3,4,1883,"a0900067000080259  "
"1451",1451,"BHC","Todd",1,10,26,75,78,16945,16996,"2016-05-24","2016-07-14",3,4,1886,"a0900067000080262  "
"1452",1452,"BHC","Todd",0,13,NA,72,NA,16945,NA,"2016-05-24",NA,3,4,1894,"a0900067000080273  "
"1453",1453,"BHC","Todd",0,5,NA,66,NA,16946,NA,"2016-05-25",NA,3,4,1906,"a0900067000080288  "
"1454",1454,"BHC","Todd",0,5,NA,78,NA,16946,NA,"2016-05-25",NA,3,4,1908,"a0900067000080290  "
"1455",1455,"BHC","Todd",1,24,25,75,77,16948,16996,"2016-05-27","2016-07-14",3,4,1909,"a0900067000080295  "
"1456",1456,"BHC","Todd",0,9,NA,71,NA,16945,NA,"2016-05-24",NA,3,4,1918,"a0900067000080314  "
"1457",1457,"BHC","Todd",0,11,NA,61,NA,16945,NA,"2016-05-24",NA,3,4,1929,"a0900067000080328  "
"1458",1458,"BHC","Todd",0,9,NA,93,NA,16945,NA,"2016-05-24",NA,3,4,1931,"a0900067000080333  "
"1459",1459,"BHC","Todd",0,11,NA,87,NA,16945,NA,"2016-05-24",NA,3,4,1934,"a0900067000080339  "
"1460",1460,"BHC","Todd",0,16,NA,61,NA,16945,NA,"2016-05-24",NA,3,4,1946,"a0900067000080360  "
"1461",1461,"BHC","Todd",1,13,22,72,68,16945,16996,"2016-05-24","2016-07-14",3,4,1952,"a0900067000080368  "
"1462",1462,"BHC","Todd",0,10,NA,75,NA,16945,NA,"2016-05-24",NA,3,4,1954,"a0900067000080369  "
"1463",1463,"BHC","Todd",0,13,NA,61,NA,16945,NA,"2016-05-24",NA,3,4,1956,"a0900067000080373  "
"1464",1464,"BHC","Todd",0,12,NA,57,NA,16945,NA,"2016-05-24",NA,3,4,1967,"a0900067000080395  "
"1465",1465,"BHC","Todd",0,19,NA,59,NA,16948,NA,"2016-05-27",NA,3,4,1973,"a0900067000080402  "
"1466",1466,"BHC","Todd",0,11,NA,64,NA,16945,NA,"2016-05-24",NA,3,4,1980,"a0900067000080415  "
"1467",1467,"BHC","Todd",0,11,NA,65,NA,16945,NA,"2016-05-24",NA,3,4,1988,"a0900067000080424  "
"1468",1468,"BHC","Todd",0,13,NA,75,NA,16945,NA,"2016-05-24",NA,3,4,1989,"a0900067000080425  "
"1469",1469,"BHC","Todd",0,10,NA,63,NA,16945,NA,"2016-05-24",NA,3,4,2002,"a0900067000080446  "
"1470",1470,"BHC","Todd",1,23,23,75,83,16948,16996,"2016-05-27","2016-07-14",3,4,2007,"a0900067000080452  "
"1471",1471,"BHC","Todd",1,14,14,67,70,16945,16994,"2016-05-24","2016-07-12",3,4,2008,"a0900067000080453  "
"1472",1472,"BHC","Todd",1,9,10,70,77,16945,16993,"2016-05-24","2016-07-11",3,4,2009,"a0900067000080458  "
"1473",1473,"BHC","Todd",0,10,NA,71,NA,16945,NA,"2016-05-24",NA,3,4,2011,"a0900067000080459  "
"1474",1474,"BHC","Todd",0,10,NA,66,NA,16945,NA,"2016-05-24",NA,3,4,2030,"a0900067000080480  "
"1475",1475,"BHC","Todd",0,15,NA,65,NA,16945,NA,"2016-05-24",NA,3,4,2035,"a0900067000080486  "
"1476",1476,"BHC","Todd",0,23,NA,60,NA,16948,NA,"2016-05-27",NA,3,4,2045,"a0900067000080502  "
"1477",1477,"BHC","Todd",0,22,NA,75,NA,16948,NA,"2016-05-27",NA,3,4,2050,"a0900067000080515  "
"1478",1478,"BHC","Todd",1,10,26,65,68,16945,16996,"2016-05-24","2016-07-14",3,4,2060,"a0900067000080543  "
"1479",1479,"BHC","Todd",0,23,NA,63,NA,16948,NA,"2016-05-27",NA,3,4,2063,"a0900067000080559  "
"1480",1480,"BHC","Todd",1,22,22,65,68,16948,16996,"2016-05-27","2016-07-14",3,4,2065,"a0900067000080568  "
"1481",1481,"BHC","Todd",0,23,NA,72,NA,16948,NA,"2016-05-27",NA,3,4,2070,"a0900067000080585  "
"1482",1482,"BHC","Todd",0,18,NA,60,NA,16946,NA,"2016-05-25",NA,3,4,2071,"a0900067000080588  "
"1483",1483,"BHC","Todd",0,23,NA,66,NA,16948,NA,"2016-05-27",NA,3,4,2080,"a0900067000080631  "
"1484",1484,"BHC","Todd",0,18,NA,91,NA,16946,NA,"2016-05-25",NA,3,4,2082,"a0900067000080651  "
"1485",1485,"BHC","Todd",0,19,NA,62,NA,16948,NA,"2016-05-27",NA,3,4,2089,"a0900067000080683  "
"1486",1486,"BHC","Todd",0,20,NA,58,NA,16946,NA,"2016-05-25",NA,3,4,2092,"a0900067000080690  "
"1487",1487,"BHC","Todd",1,19,18,61,63,16948,16994,"2016-05-27","2016-07-12",3,4,2113,"a0900067000080772  "
"1488",1488,"BHC","Todd",0,15,NA,69,NA,16945,NA,"2016-05-24",NA,3,4,2138,"a0900067000080858  "
"1489",1489,"BHC","Todd",0,18,NA,67,NA,16946,NA,"2016-05-25",NA,3,4,2142,"a0900067000080877  "
"1490",1490,"BHC","Todd",0,18,NA,55,NA,16946,NA,"2016-05-25",NA,3,4,2144,"a0900067000080889  "
"1491",1491,"BHC","Todd",0,20,NA,72,NA,16946,NA,"2016-05-25",NA,3,4,2146,"a0900067000080892  "
"1492",1492,"BHC","Todd",0,17,NA,92,NA,16945,NA,"2016-05-24",NA,3,4,2162,"a0900067000080937  "
"1493",1493,"BHC","Todd",0,26,NA,63,NA,16948,NA,"2016-05-27",NA,3,4,2164,"a0900067000080943  "
"1494",1494,"BHC","Todd",0,22,NA,56,NA,16948,NA,"2016-05-27",NA,3,4,2176,"a0900067000080991  "
"1495",1495,"BHC","Todd",0,20,NA,72,NA,16946,NA,"2016-05-25",NA,3,4,2179,"a0900067000080997  "
"1496",1496,"BHC","Todd",0,10,NA,70,NA,16945,NA,"2016-05-24",NA,3,4,2189,"a0900067000084810  "
"1497",1497,"BHC","Todd",0,15,NA,61,NA,16945,NA,"2016-05-24",NA,3,4,2191,"a0900067000084889  "
"1498",1498,"BHC","Todd",0,13,NA,70,NA,16945,NA,"2016-05-24",NA,3,4,2195,"a0900067000085008  "
"1499",1499,"BHC","Todd",1,10,10,65,63,16945,16993,"2016-05-24","2016-07-11",3,4,2196,"a0900067000085015  "
"1500",1500,"BHC","Todd",0,10,NA,79,NA,16945,NA,"2016-05-24",NA,3,4,2212,"a0900067000085088  "
"1501",1501,"BHC","Todd",0,13,NA,70,NA,16945,NA,"2016-05-24",NA,3,4,2213,"a0900067000085098  "
"1502",1502,"BHC","Todd",0,8,NA,75,NA,16945,NA,"2016-05-24",NA,3,4,2217,"a0900067000085104  "
"1503",1503,"BHC","Todd",0,13,NA,67,NA,16945,NA,"2016-05-24",NA,3,4,2230,"a0900067000085198  "
"1504",1504,"BHC","Todd",0,10,NA,97,NA,16945,NA,"2016-05-24",NA,3,4,2231,"a0900067000085218  "
"1505",1505,"BHC","Todd",0,11,NA,73,NA,16945,NA,"2016-05-24",NA,3,4,2232,"a0900067000085222  "
"1506",1506,"BHC","Todd",1,9,8,81,85,16945,16993,"2016-05-24","2016-07-11",3,4,2237,"a0900067000085233  "
"1507",1507,"BHC","Todd",1,11,11,102,109,16945,16993,"2016-05-24","2016-07-11",3,4,2255,"a0900067000085334  "
"1508",1508,"BHC","Todd",0,13,NA,60,NA,16945,NA,"2016-05-24",NA,3,4,2260,"a0900067000085347  "
"1509",1509,"BHC","Todd",0,13,NA,75,NA,16945,NA,"2016-05-24",NA,3,4,2263,"a0900067000085355  "
"1510",1510,"BHC","Todd",0,9,NA,95,NA,16945,NA,"2016-05-24",NA,3,4,2270,"a0900067000085403  "
"1511",1511,"BHC","Todd",0,17,NA,69,NA,16945,NA,"2016-05-24",NA,3,4,3198,"a0982000403059842  "
"1512",1512,"BHC","Todd",1,17,18,87,104,16945,16994,"2016-05-24","2016-07-12",3,4,3200,"a0982000403059932  "
"1513",1513,"BHC","Todd",1,4,6,115,110,16946,16993,"2016-05-25","2016-07-11",3,4,3202,"a0982000403060141  "
"1514",1514,"BHC","Todd",0,4,NA,73,NA,16946,NA,"2016-05-25",NA,3,4,3206,"a0982000403060147  "
"1515",1515,"BHC","Todd",0,5,NA,75,NA,16946,NA,"2016-05-25",NA,3,4,3212,"a0982000403060161  "
"1516",1516,"BHC","Todd",0,6,NA,84,NA,16946,NA,"2016-05-25",NA,3,4,3218,"a0982000403060167  "
"1517",1517,"BHC","Todd",0,3,NA,79,NA,16946,NA,"2016-05-25",NA,3,4,3224,"a0982000403060180  "
"1518",1518,"BHC","Todd",0,5,NA,81,NA,16946,NA,"2016-05-25",NA,3,4,3228,"a0982000403060191  "
"1519",1519,"BHC","Todd",0,5,NA,74,NA,16946,NA,"2016-05-25",NA,3,4,3231,"a0982000403060194  "
"1520",1520,"BHC","Todd",0,4,NA,74,NA,16946,NA,"2016-05-25",NA,3,4,3244,"a0982000403060225  "
"1521",1521,"BHC","Todd",0,5,NA,100,NA,16946,NA,"2016-05-25",NA,3,4,3250,"a0982000403060240  "
"1522",1522,"BHC","Todd",0,23,NA,68,NA,16948,NA,"2016-05-27",NA,3,4,3256,"a0982000403060262  "
"1523",1523,"BHC","Todd",0,15,NA,68,NA,16945,NA,"2016-05-24",NA,3,4,3260,"a0982000403060270  "
"1524",1524,"BHC","Todd",0,7,NA,109,NA,16946,NA,"2016-05-25",NA,3,4,3263,"a0982000403060276  "
"1525",1525,"BHC","Todd",0,16,NA,67,NA,16945,NA,"2016-05-24",NA,3,4,3270,"a0982000403060286  "
"1526",1526,"BHC","Todd",0,23,NA,89,NA,16948,NA,"2016-05-27",NA,3,4,3282,"a0982000403060324  "
"1527",1527,"BHC","Todd",0,15,NA,100,NA,16945,NA,"2016-05-24",NA,3,4,3285,"a0982000403060332  "
"1528",1528,"BHC","Todd",1,9,14,92,106,16945,16994,"2016-05-24","2016-07-12",3,4,3286,"a0982000403060334  "
"1529",1529,"BHC","Todd",0,4,NA,75,NA,16946,NA,"2016-05-25",NA,3,4,3292,"a0982000403060346  "
"1530",1530,"BHC","Todd",0,4,NA,77,NA,16946,NA,"2016-05-25",NA,3,4,3297,"a0982000403060353  "
"1531",1531,"BHC","Todd",1,9,14,74,80,16945,16994,"2016-05-24","2016-07-12",3,4,3304,"a0982000403060367  "
"1532",1532,"BHC","Todd",0,5,NA,64,NA,16946,NA,"2016-05-25",NA,3,4,3305,"a0982000403060368  "
"1533",1533,"BHC","Todd",0,6,NA,111,NA,16946,NA,"2016-05-25",NA,3,4,3310,"a0982000403060373  "
"1534",1534,"BHC","Todd",0,4,NA,108,NA,16946,NA,"2016-05-25",NA,3,4,3312,"a0982000403060374  "
"1535",1535,"BHC","Todd",0,6,NA,68,NA,16946,NA,"2016-05-25",NA,3,4,3313,"a0982000403060375  "
"1536",1536,"BHC","Todd",0,6,NA,124,NA,16946,NA,"2016-05-25",NA,3,4,3322,"a0982000403060397  "
"1537",1537,"BHC","Todd",0,7,NA,70,NA,16946,NA,"2016-05-25",NA,3,4,3324,"a0982000403060399  "
"1538",1538,"BHC","Todd",0,4,NA,65,NA,16946,NA,"2016-05-25",NA,3,4,3327,"a0982000403060408  "
"1539",1539,"BHC","Todd",0,4,NA,77,NA,16946,NA,"2016-05-25",NA,3,4,3334,"a0982000403060419  "
"1540",1540,"BHC","Todd",0,5,NA,61,NA,16946,NA,"2016-05-25",NA,3,4,3337,"a0982000403060423  "
"1541",1541,"BHC","Todd",0,5,NA,92,NA,16946,NA,"2016-05-25",NA,3,4,3340,"a0982000403060428  "
"1542",1542,"BHC","Todd",0,7,NA,111,NA,16946,NA,"2016-05-25",NA,3,4,3346,"a0982000403060438  "
"1543",1543,"BHC","Todd",0,7,NA,64,NA,16946,NA,"2016-05-25",NA,3,4,3347,"a0982000403060441  "
"1544",1544,"BHC","Todd",0,20,NA,72,NA,16946,NA,"2016-05-25",NA,3,4,3351,"a0982000403060544  "
"1545",1545,"BHC","Todd",0,7,NA,66,NA,16946,NA,"2016-05-25",NA,3,4,3353,"a0982000403060546  "
"1546",1546,"BHC","Todd",1,19,19,64,65,16948,16994,"2016-05-27","2016-07-12",3,4,3354,"a0982000403060547  "
"1547",1547,"BHC","Todd",1,22,21,74,75,16948,16996,"2016-05-27","2016-07-14",3,4,3362,"a0982000403060569  "
"1548",1548,"BHC","Todd",0,19,NA,65,NA,16948,NA,"2016-05-27",NA,3,4,3372,"a0982000403060579  "
"1549",1549,"BHC","Todd",0,7,NA,70,NA,16946,NA,"2016-05-25",NA,3,4,3375,"a0982000403060584  "
"1550",1550,"BHC","Todd",0,18,NA,95,NA,16946,NA,"2016-05-25",NA,3,4,3381,"a0982000403060604  "
"1551",1551,"BHC","Todd",0,18,NA,75,NA,16946,NA,"2016-05-25",NA,3,4,3383,"a0982000403060605  "
"1552",1552,"BHC","Todd",0,18,NA,81,NA,16946,NA,"2016-05-25",NA,3,4,3384,"a0982000403060606  "
"1553",1553,"BHC","Todd",0,20,NA,78,NA,16946,NA,"2016-05-25",NA,3,4,3386,"a0982000403060608  "
"1554",1554,"BHC","Todd",0,17,NA,60,NA,16945,NA,"2016-05-24",NA,3,4,3387,"a0982000403060610  "
"1555",1555,"BHC","Todd",1,20,23,70,75,16946,16996,"2016-05-25","2016-07-14",3,4,3393,"a0982000403060618  "
"1556",1556,"BHC","Todd",0,17,NA,102,NA,16945,NA,"2016-05-24",NA,3,4,3395,"a0982000403060620  "
"1557",1557,"BHC","Todd",1,20,26,75,79,16946,16996,"2016-05-25","2016-07-14",3,4,3401,"a0982000403060636  "
"1558",1558,"BHC","Todd",0,22,NA,70,NA,16948,NA,"2016-05-27",NA,3,4,3472,"a0982000407050088  "
"1559",1559,"BHC","Todd",0,20,NA,91,NA,16946,NA,"2016-05-25",NA,3,4,3476,"a0982000407050104  "
"1560",1560,"BHC","Todd",1,22,22,55,59,16948,16996,"2016-05-27","2016-07-14",3,4,3483,"a0982000407050126  "
"1561",1561,"BHC","Todd",0,16,NA,75,NA,16945,NA,"2016-05-24",NA,3,4,3493,"a0982000407050172  "
"1562",1562,"BHC","Todd",0,15,NA,74,NA,16945,NA,"2016-05-24",NA,3,4,3511,"a0982000407050191  "
"1563",1563,"BHC","Todd",0,13,NA,60,NA,16945,NA,"2016-05-24",NA,3,4,3513,"a0982000407050193  "
"1564",1564,"BHC","Todd",1,14,13,62,69,16945,16994,"2016-05-24","2016-07-12",3,4,3518,"a0982000407050198  "
"1565",1565,"BHC","Todd",0,13,NA,65,NA,16945,NA,"2016-05-24",NA,3,4,3527,"a0982000407050209  "
"1566",1566,"BHC","Todd",1,11,11,66,70,16945,16993,"2016-05-24","2016-07-11",3,4,3551,"a0982000407050237  "
"1567",1567,"BHC","Todd",0,16,NA,63,NA,16945,NA,"2016-05-24",NA,3,4,3559,"a0982000407050244  "
"1568",1568,"BHC","Todd",0,17,NA,62,NA,16945,NA,"2016-05-24",NA,3,4,3567,"a0982000407050253  "
"1569",1569,"BHC","Todd",0,11,NA,127,NA,16945,NA,"2016-05-24",NA,3,4,3571,"a0982000407050256  "
"1570",1570,"BHC","Todd",0,12,NA,63,NA,16945,NA,"2016-05-24",NA,3,4,3577,"a0982000407050260  "
"1571",1571,"BHC","Todd",0,5,NA,105,NA,16946,NA,"2016-05-25",NA,3,4,3595,"a0982000407050279  "
"1572",1572,"BHC","Todd",0,6,NA,67,NA,16946,NA,"2016-05-25",NA,3,4,3597,"a0982000407050284  "
"1573",1573,"BHC","Todd",0,4,NA,110,NA,16946,NA,"2016-05-25",NA,3,4,3598,"a0982000407050286  "
"1574",1574,"BHC","Todd",0,4,NA,103,NA,16946,NA,"2016-05-25",NA,3,4,3604,"a0982000407050298  "
"1575",1575,"BHC","Todd",0,5,NA,96,NA,16946,NA,"2016-05-25",NA,3,4,3605,"a0982000407050300  "
"1576",1576,"BHC","Todd",0,6,NA,90,NA,16946,NA,"2016-05-25",NA,3,4,3612,"a0982000407050319  "
"1577",1577,"BHC","Todd",0,4,NA,69,NA,16946,NA,"2016-05-25",NA,3,4,3619,"a0982000407050327  "
"1578",1578,"BHC","Todd",0,4,NA,55,NA,16946,NA,"2016-05-25",NA,3,4,3621,"a0982000407050331  "
"1579",1579,"BHC","Todd",0,4,NA,80,NA,16946,NA,"2016-05-25",NA,3,4,3626,"a0982000407050345  "
"1580",1580,"BHC","Todd",0,7,NA,71,NA,16946,NA,"2016-05-25",NA,3,4,3628,"a0982000407050356  "
"1581",1581,"BHC","Todd",1,9,9,104,104,16945,16993,"2016-05-24","2016-07-11",3,4,3786,"a0982000407050878  "
"1582",1582,"BHC","Todd",0,22,NA,66,NA,16948,NA,"2016-05-27",NA,3,4,3788,"a0982000407050880  "
"1583",1583,"BHC","Todd",0,19,NA,61,NA,16948,NA,"2016-05-27",NA,3,4,3791,"a0982000407050883  "
"1584",1584,"BHC","Todd",0,18,NA,64,NA,16946,NA,"2016-05-25",NA,3,4,3793,"a0982000407050885  "
"1585",1585,"BHC","Todd",0,21,NA,64,NA,16946,NA,"2016-05-25",NA,3,4,3796,"a0982000407050887  "
"1586",1586,"BHC","Todd",1,19,18,62,62,16948,16994,"2016-05-27","2016-07-12",3,4,3817,"a0982000407050919  "
"1587",1587,"BHC","Todd",0,17,NA,80,NA,16945,NA,"2016-05-24",NA,3,4,3823,"a0982000407050928  "
"1588",1588,"BHC","Todd",0,20,NA,62,NA,16946,NA,"2016-05-25",NA,3,4,3825,"a0982000407050929  "
"1589",1589,"BHC","Todd",1,21,22,56,61,16946,16996,"2016-05-25","2016-07-14",3,4,3838,"a0982000407050951  "
"1590",1590,"BHC","Todd",0,21,NA,60,NA,16946,NA,"2016-05-25",NA,3,4,3844,"a0982000407050963  "
"1591",1591,"BHC","Todd",0,20,NA,65,NA,16946,NA,"2016-05-25",NA,3,4,3851,"a0982000407050989  "
"1592",1592,"BHC","Todd",0,6,NA,74,NA,16946,NA,"2016-05-25",NA,3,4,3854,"a0982000407063235  "
"1593",1593,"BHC","Todd",0,6,NA,119,NA,16946,NA,"2016-05-25",NA,3,4,3855,"a0982000407063236  "
"1594",1594,"BHC","Todd",0,7,NA,72,NA,16946,NA,"2016-05-25",NA,3,4,3856,"a0982000407063237  "
"1595",1595,"BHC","Todd",0,7,NA,72,NA,16946,NA,"2016-05-25",NA,3,4,3857,"a0982000407063238  "
"1596",1596,"BHC","Todd",0,5,NA,72,NA,16946,NA,"2016-05-25",NA,3,4,3858,"a0982000407063239  "
"1597",1597,"BHC","Todd",0,6,NA,76,NA,16946,NA,"2016-05-25",NA,3,4,3859,"a0982000407063240  "
"1598",1598,"BHC","Todd",0,6,NA,78,NA,16946,NA,"2016-05-25",NA,3,4,3860,"a0982000407063241  "
"1599",1599,"BHC","Todd",0,6,NA,70,NA,16946,NA,"2016-05-25",NA,3,4,3861,"a0982000407063242  "
"1600",1600,"BHC","Todd",0,5,NA,65,NA,16946,NA,"2016-05-25",NA,3,4,3862,"a0982000407063243  "
"1601",1601,"BHC","Todd",1,6,6,75,77,16946,16993,"2016-05-25","2016-07-11",3,4,3863,"a0982000407063244  "
"1602",1602,"BHC","Todd",0,5,NA,69,NA,16946,NA,"2016-05-25",NA,3,4,3864,"a0982000407063245  "
"1603",1603,"BHC","Todd",0,17,NA,86,NA,16945,NA,"2016-05-24",NA,3,4,3865,"a0982000407063246  "
"1604",1604,"BHC","Todd",0,4,NA,100,NA,16946,NA,"2016-05-25",NA,3,4,3866,"a0982000407063247  "
"1605",1605,"BHC","Todd",0,7,NA,86,NA,16946,NA,"2016-05-25",NA,3,4,3867,"a0982000407063249  "
"1606",1606,"BHC","Todd",0,6,NA,71,NA,16946,NA,"2016-05-25",NA,3,4,3868,"a0982000407063250  "
"1607",1607,"BHC","Todd",0,4,NA,64,NA,16946,NA,"2016-05-25",NA,3,4,3869,"a0982000407063251  "
"1608",1608,"BHC","Todd",0,6,NA,82,NA,16946,NA,"2016-05-25",NA,3,4,3870,"a0982000407063252  "
"1609",1609,"BHC","Todd",0,5,NA,62,NA,16946,NA,"2016-05-25",NA,3,4,3871,"a0982000407063253  "
"1610",1610,"BHC","Todd",0,4,NA,64,NA,16946,NA,"2016-05-25",NA,3,4,3872,"a0982000407063254  "
"1611",1611,"BHC","Todd",0,17,NA,65,NA,16945,NA,"2016-05-24",NA,3,4,3873,"a0982000407063255  "
"1612",1612,"BHC","Todd",1,4,4,106,107,16946,16993,"2016-05-25","2016-07-11",3,4,3874,"a0982000407063257  "
"1613",1613,"BHC","Todd",0,5,NA,74,NA,16946,NA,"2016-05-25",NA,3,4,3875,"a0982000407063258  "
"1614",1614,"BHC","Todd",0,4,NA,109,NA,16946,NA,"2016-05-25",NA,3,4,3876,"a0982000407063259  "
"1615",1615,"BHC","Todd",0,4,NA,67,NA,16946,NA,"2016-05-25",NA,3,4,3877,"a0982000407063260  "
"1616",1616,"BHC","Todd",0,4,NA,70,NA,16946,NA,"2016-05-25",NA,3,4,3878,"a0982000407063261  "
"1617",1617,"BHC","Todd",0,7,NA,68,NA,16946,NA,"2016-05-25",NA,3,4,3879,"a0982000407063263  "
"1618",1618,"BHC","Todd",0,6,NA,78,NA,16946,NA,"2016-05-25",NA,3,4,3880,"a0982000407063264  "
"1619",1619,"BHC","Todd",0,7,NA,70,NA,16946,NA,"2016-05-25",NA,3,4,3881,"a0982000407063265  "
"1620",1620,"BHC","Todd",0,7,NA,88,NA,16946,NA,"2016-05-25",NA,3,4,3882,"a0982000407063266  "
"1621",1621,"BHC","Todd",0,6,NA,85,NA,16946,NA,"2016-05-25",NA,3,4,3883,"a0982000407063267  "
"1622",1622,"BHC","Todd",0,17,NA,73,NA,16945,NA,"2016-05-24",NA,3,4,3884,"a0982000407063268  "
"1623",1623,"BHC","Todd",0,16,NA,55,NA,16945,NA,"2016-05-24",NA,3,4,3885,"a0982000407063269  "
"1624",1624,"BHC","Todd",0,17,NA,67,NA,16945,NA,"2016-05-24",NA,3,4,3887,"a0982000407063270  "
"1625",1625,"BHC","Todd",0,4,NA,80,NA,16946,NA,"2016-05-25",NA,3,4,3888,"a0982000407063271  "
"1626",1626,"BHC","Todd",0,4,NA,74,NA,16946,NA,"2016-05-25",NA,3,4,3889,"a0982000407063272  "
"1627",1627,"BHC","Todd",1,16,16,53,55,16945,16994,"2016-05-24","2016-07-12",3,4,3890,"a0982000407063273  "
"1628",1628,"BHC","Todd",0,7,NA,65,NA,16946,NA,"2016-05-25",NA,3,4,3891,"a0982000407063275  "
"1629",1629,"BHC","Todd",0,6,NA,91,NA,16946,NA,"2016-05-25",NA,3,4,3892,"a0982000407063276  "
"1630",1630,"BHC","Todd",0,18,NA,77,NA,16946,NA,"2016-05-25",NA,3,4,3893,"a0982000407063277  "
"1631",1631,"BHC","Todd",0,7,NA,76,NA,16946,NA,"2016-05-25",NA,3,4,3895,"a0982000407063278  "
"1632",1632,"BHC","Todd",0,7,NA,77,NA,16946,NA,"2016-05-25",NA,3,4,3896,"a0982000407063279  "
"1633",1633,"BHC","Todd",0,17,NA,94,NA,16945,NA,"2016-05-24",NA,3,4,3897,"a0982000407063280  "
"1634",1634,"BHC","Todd",0,6,NA,88,NA,16946,NA,"2016-05-25",NA,3,4,3898,"a0982000407063281  "
"1635",1635,"BHC","Todd",0,6,NA,79,NA,16946,NA,"2016-05-25",NA,3,4,3899,"a0982000407063282  "
"1636",1636,"BHC","Todd",0,4,NA,95,NA,16946,NA,"2016-05-25",NA,3,4,3900,"a0982000407063283  "
"1637",1637,"BHC","Todd",0,18,NA,52,NA,16946,NA,"2016-05-25",NA,3,4,3901,"a0982000407063284  "
"1638",1638,"BHC","Todd",0,6,NA,82,NA,16946,NA,"2016-05-25",NA,3,4,3902,"a0982000407063286  "
"1639",1639,"BHC","Todd",0,17,NA,57,NA,16945,NA,"2016-05-24",NA,3,4,3903,"a0982000407063287  "
"1640",1640,"BHC","Todd",0,5,NA,63,NA,16946,NA,"2016-05-25",NA,3,4,3904,"a0982000407063288  "
"1641",1641,"BHC","Todd",0,4,NA,64,NA,16946,NA,"2016-05-25",NA,3,4,3905,"a0982000407063289  "
"1642",1642,"BHC","Todd",0,17,NA,73,NA,16945,NA,"2016-05-24",NA,3,4,3906,"a0982000407063290  "
"1643",1643,"BHC","Todd",0,5,NA,66,NA,16946,NA,"2016-05-25",NA,3,4,3907,"a0982000407063291  "
"1644",1644,"BHC","Todd",0,6,NA,57,NA,16946,NA,"2016-05-25",NA,3,4,3908,"a0982000407063292  "
"1645",1645,"BHC","Todd",0,6,NA,84,NA,16946,NA,"2016-05-25",NA,3,4,3909,"a0982000407063293  "
"1646",1646,"BHC","Todd",0,6,NA,82,NA,16946,NA,"2016-05-25",NA,3,4,3910,"a0982000407063294  "
"1647",1647,"BHC","Todd",0,5,NA,81,NA,16946,NA,"2016-05-25",NA,3,4,3911,"a0982000407063295  "
"1648",1648,"BHC","Todd",0,7,NA,64,NA,16946,NA,"2016-05-25",NA,3,4,3912,"a0982000407063296  "
"1649",1649,"BHC","Todd",0,16,NA,55,NA,16945,NA,"2016-05-24",NA,3,4,3913,"a0982000407063297  "
"1650",1650,"BHC","Todd",0,4,NA,75,NA,16946,NA,"2016-05-25",NA,3,4,3914,"a0982000407063299  "
"1651",1651,"BHC","Todd",0,4,NA,76,NA,16946,NA,"2016-05-25",NA,3,4,3915,"a0982000407063300  "
"1652",1652,"BHC","Todd",0,7,NA,95,NA,16946,NA,"2016-05-25",NA,3,4,3916,"a0982000407063301  "
"1653",1653,"BHC","Todd",0,6,NA,60,NA,16946,NA,"2016-05-25",NA,3,4,3917,"a0982000407063302  "
"1654",1654,"BHC","Todd",0,7,NA,85,NA,16946,NA,"2016-05-25",NA,3,4,3918,"a0982000407063303  "
"1655",1655,"BHC","Todd",0,6,NA,63,NA,16946,NA,"2016-05-25",NA,3,4,3919,"a0982000407063304  "
"1656",1656,"BHC","Todd",0,7,NA,62,NA,16946,NA,"2016-05-25",NA,3,4,3920,"a0982000407063305  "
"1657",1657,"BHC","Todd",0,6,NA,69,NA,16946,NA,"2016-05-25",NA,3,4,3921,"a0982000407063308  "
"1658",1658,"BHC","Todd",0,7,NA,68,NA,16946,NA,"2016-05-25",NA,3,4,3922,"a0982000407063309  "
"1659",1659,"BHC","Todd",0,7,NA,84,NA,16946,NA,"2016-05-25",NA,3,4,3923,"a0982000407063310  "
"1660",1660,"BHC","Todd",0,4,NA,65,NA,16946,NA,"2016-05-25",NA,3,4,3924,"a0982000407063312  "
