"","50%","2.5%","97.5%","Rhat","n.eff"
"b[1]",3.36150999851257,3.2781447499962,3.45278376332947,1.00361821536086,640
"b[2]",0.554137499810291,0.416402092712916,0.696541997422251,1.00151079319339,1300
"b[3]",-0.05939145,-0.124413325,0.00912374775,1.00409635059819,490
"b[4]",-0.05896095,-0.130247325,0.01078216,1.00579945343578,350
"b[5]",-0.0744997,-0.322047625,0.191208849999999,1.00060328094894,1500
"sigma",6.67797499957884,6.28252449237095,7.13949749144238,1.00031761553149,1500
"phi",0.279837499978112,0.259356574341847,0.300785531749958,1.00039856081209,1500
